release_300s_bin,count,historical_dh_seconds_min,historical_dh_seconds_mean,historical_dh_seconds_median,historical_dh_seconds_p95,historical_dh_seconds_p99,historical_dh_seconds_max,current_dh_seconds_min,current_dh_seconds_mean,current_dh_seconds_median,current_dh_seconds_p95,current_dh_seconds_p99,current_dh_seconds_max,v5_seconds_min,v5_seconds_mean,v5_seconds_median,v5_seconds_p95,v5_seconds_p99,v5_seconds_max,v5_minus_historical_min,v5_minus_historical_mean,v5_minus_historical_median,v5_minus_historical_p95,v5_minus_historical_p99,v5_minus_historical_max,v5_minus_control_min,v5_minus_control_mean,v5_minus_control_median,v5_minus_control_p95,v5_minus_control_p99,v5_minus_control_max,v5_source_wait_min,v5_source_wait_mean,v5_source_wait_median,v5_source_wait_p95,v5_source_wait_p99,v5_source_wait_max,current_source_wait_seconds_min,current_source_wait_seconds_mean,current_source_wait_seconds_median,current_source_wait_seconds_p95,current_source_wait_seconds_p99,current_source_wait_seconds_max,source_wait_delta_min,source_wait_delta_mean,source_wait_delta_median,source_wait_delta_p95,source_wait_delta_p99,source_wait_delta_max,after_admission_delta_min,after_admission_delta_mean,after_admission_delta_median,after_admission_delta_p95,after_admission_delta_p99,after_admission_delta_max,v5_above_historical_od_p95_count,v5_minus_historical_total_seconds,v5_minus_control_total_seconds,positive_v5_minus_historical_seconds
212,81,60.200000000,109.820987654,65.800000000,247.500000000,275.160000000,325.400000000,59.600000000,97.019753086,61.400000000,222.000000000,232.000000000,232.000000000,59.600000000,98.814814815,62.400000000,222.000000000,232.000000000,232.000000000,-136.500000000,-11.006172840,-0.800000000,1.300000000,10.200000000,13.000000000,-0.000000000,1.795061728,0.000000000,13.600000000,20.520000000,21.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.000000000,1.795061728,0.000000000,13.600000000,20.520000000,21.000000000,0,-891.500000000,145.400000000,41.900000000
213,243,60.200000000,147.655555556,157.900000000,240.170000000,297.856000000,415.600000000,60.400000000,136.131687243,157.400000000,221.680000000,240.064000000,245.200000000,60.400000000,143.950617284,158.200000000,234.740000000,260.528000000,276.400000000,-161.000000000,-3.704938272,-0.400000000,20.750000000,27.496000000,36.500000000,-0.200000000,7.818930041,2.400000000,27.160000000,31.316000000,32.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.200000000,7.818930041,2.400000000,27.160000000,31.316000000,32.000000000,0,-900.300000000,1900.000000000,770.300000000
214,145,60.200000000,134.651724138,88.200000000,232.540000000,279.504000000,297.200000000,59.600000000,124.328275862,65.000000000,220.920000000,232.600000000,237.800000000,59.600000000,128.733793103,71.800000000,232.160000000,254.200000000,261.400000000,-136.500000000,-5.917931034,-0.600000000,13.840000000,17.228000000,18.600000000,-0.000000000,4.405517241,0.800000000,19.280000000,23.000000000,23.600000000,2.000000000,3.103448276,2.000000000,11.840000000,16.448000000,17.600000000,2.000000000,2.166896552,2.000000000,3.320000000,5.624000000,6.200000000,0.000000000,0.936551724,0.000000000,8.520000000,10.824000000,11.400000000,-0.000000000,3.468965517,0.800000000,19.280000000,23.000000000,23.600000000,1,-858.100000000,638.800000000,428.900000000
215,147,60.300000000,129.814285714,109.800000000,298.040000000,331.660000000,401.700000000,59.600000000,105.989115646,85.400000000,261.760000000,271.500000000,274.000000000,59.600000000,127.870748299,115.400000000,299.400000000,304.924000000,309.000000000,-179.500000000,-1.943537415,-0.600000000,56.670000000,65.474000000,67.800000000,-0.600000000,21.881632653,20.800000000,47.080000000,50.372000000,51.400000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.600000000,21.881632653,20.800000000,47.080000000,50.372000000,51.400000000,3,-285.700000000,3216.600000000,1692.400000000
216,213,60.200000000,167.478873239,199.000000000,258.540000000,314.992000000,327.200000000,59.600000000,156.655399061,198.400000000,217.960000000,232.176000000,252.600000000,59.600000000,170.502347418,212.200000000,222.360000000,282.080000000,304.200000000,-112.700000000,3.023474178,10.000000000,36.420000000,58.144000000,64.000000000,-3.000000000,13.846948357,13.000000000,45.040000000,53.536000000,58.400000000,2.000000000,3.658215962,2.000000000,7.600000000,8.576000000,9.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0.000000000,1.658215962,0.000000000,5.600000000,6.576000000,7.000000000,-3.000000000,12.188732394,9.600000000,45.040000000,53.536000000,58.400000000,0,644.000000000,2949.400000000,2186.000000000
217,170,60.200000000,162.646470588,131.400000000,291.120000000,326.053000000,337.700000000,60.400000000,138.764705882,94.200000000,258.310000000,264.984000000,270.400000000,59.800000000,159.356470588,131.800000000,298.720000000,306.034000000,311.600000000,-76.800000000,-3.290000000,-1.000000000,45.755000000,60.772000000,62.900000000,-12.200000000,20.591764706,19.000000000,50.130000000,54.220000000,64.600000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-12.200000000,20.591764706,19.000000000,50.130000000,54.220000000,64.600000000,9,-559.300000000,3500.600000000,1561.800000000
218,98,60.200000000,101.286734694,80.200000000,261.405000000,272.894000000,340.600000000,59.600000000,84.540816327,62.900000000,232.060000000,238.466000000,260.000000000,59.600000000,111.540816327,93.000000000,277.320000000,303.196000000,316.000000000,-127.600000000,10.254081633,3.500000000,61.110000000,65.226000000,69.300000000,-0.400000000,27.000000000,20.300000000,65.060000000,66.006000000,66.200000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.400000000,27.000000000,20.300000000,65.060000000,66.006000000,66.200000000,5,1004.900000000,2646.000000000,1872.900000000
219,225,61.100000000,169.411555556,162.500000000,295.220000000,318.516000000,341.100000000,59.600000000,143.915555556,160.200000000,244.680000000,250.960000000,259.800000000,59.600000000,160.107555556,163.000000000,279.040000000,295.600000000,303.400000000,-122.600000000,-9.304000000,-0.800000000,27.720000000,47.712000000,60.100000000,-15.400000000,16.192000000,9.200000000,47.200000000,53.752000000,61.200000000,2.000000000,2.673777778,2.000000000,10.160000000,10.952000000,11.200000000,2.000000000,2.073777778,2.000000000,2.160000000,4.152000000,4.800000000,0.000000000,0.600000000,0.000000000,6.320000000,8.552000000,8.800000000,-15.400000000,15.592000000,7.600000000,47.200000000,53.752000000,61.200000000,16,-2093.400000000,3643.200000000,1322.600000000
220,203,61.100000000,161.399507389,160.800000000,258.640000000,299.190000000,325.400000000,59.600000000,147.600000000,158.600000000,221.940000000,232.392000000,236.800000000,60.400000000,158.053201970,159.600000000,226.320000000,283.572000000,288.600000000,-110.200000000,-3.346305419,-0.800000000,50.150000000,51.698000000,56.400000000,-5.400000000,10.453201970,0.800000000,53.380000000,55.396000000,56.200000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-5.400000000,10.453201970,0.800000000,53.380000000,55.396000000,56.200000000,0,-679.300000000,2122.000000000,1247.600000000
221,237,60.200000000,184.673839662,209.400000000,321.180000000,344.124000000,401.900000000,59.600000000,151.848945148,207.000000000,245.320000000,254.800000000,256.200000000,59.600000000,166.586497890,207.400000000,278.160000000,292.872000000,307.200000000,-189.900000000,-18.087341772,-7.800000000,14.300000000,31.968000000,52.400000000,-11.800000000,14.737552743,8.800000000,44.840000000,50.624000000,52.400000000,2.000000000,2.854008439,2.000000000,10.160000000,17.712000000,19.600000000,2.000000000,2.202531646,2.000000000,3.280000000,7.056000000,8.000000000,0.000000000,0.651476793,0.000000000,6.880000000,10.656000000,11.600000000,-11.800000000,14.086075949,4.600000000,44.840000000,50.624000000,52.400000000,0,-4286.700000000,3492.800000000,730.100000000
222,197,61.100000000,153.507614213,160.500000000,256.760000000,310.428000000,350.900000000,59.600000000,138.314720812,160.600000000,222.000000000,234.472000000,253.800000000,60.400000000,151.997969543,169.200000000,232.400000000,290.168000000,306.600000000,-133.100000000,-1.509644670,-0.200000000,38.580000000,52.236000000,53.100000000,-1.000000000,13.683248731,4.400000000,55.280000000,56.608000000,56.800000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-1.000000000,13.683248731,4.400000000,55.280000000,56.608000000,56.800000000,19,-297.400000000,2695.600000000,1510.300000000
223,194,61.400000000,187.865463918,214.750000000,306.970000000,338.870000000,351.700000000,59.600000000,151.474226804,206.700000000,245.670000000,255.270000000,260.600000000,59.600000000,163.319587629,206.800000000,272.310000000,289.814000000,292.000000000,-105.200000000,-24.545876289,-23.200000000,10.790000000,33.824000000,36.900000000,-10.800000000,11.845360825,4.800000000,37.670000000,43.568000000,46.400000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-10.800000000,11.845360825,4.800000000,37.670000000,43.568000000,46.400000000,0,-4761.900000000,2298.000000000,314.000000000
224,233,61.100000000,187.399141631,206.600000000,283.060000000,372.540000000,434.600000000,59.600000000,166.486695279,206.200000000,222.000000000,224.480000000,231.200000000,60.200000000,170.385407725,206.200000000,225.160000000,246.968000000,259.800000000,-207.600000000,-17.013733906,-2.400000000,10.340000000,25.380000000,27.400000000,-6.600000000,3.898712446,0.600000000,28.000000000,43.072000000,46.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-6.600000000,3.898712446,0.600000000,28.000000000,43.072000000,46.000000000,0,-3964.200000000,908.400000000,298.000000000
225,339,60.200000000,168.033333333,161.300000000,264.380000000,309.140000000,329.900000000,59.600000000,152.289085546,158.200000000,222.000000000,234.744000000,243.000000000,59.600000000,155.949852507,167.600000000,224.620000000,237.088000000,252.800000000,-118.100000000,-12.083480826,-2.300000000,13.520000000,15.900000000,17.100000000,-1.800000000,3.660766962,1.000000000,15.400000000,16.648000000,22.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-1.800000000,3.660766962,1.000000000,15.400000000,16.648000000,22.000000000,16,-4096.300000000,1241.000000000,659.000000000
226,281,61.400000000,188.671530249,201.200000000,298.700000000,336.640000000,361.900000000,59.800000000,168.612811388,198.600000000,221.000000000,232.800000000,239.200000000,60.400000000,180.902491103,210.200000000,236.000000000,249.520000000,251.200000000,-140.900000000,-7.769039146,1.700000000,29.200000000,33.400000000,39.500000000,-1.200000000,12.289679715,14.800000000,31.400000000,33.120000000,37.400000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-1.200000000,12.289679715,14.800000000,31.400000000,33.120000000,37.400000000,60,-2183.100000000,3453.400000000,2235.900000000
227,282,60.200000000,189.502482270,202.000000000,271.315000000,316.289000000,349.700000000,59.600000000,173.263120567,203.800000000,236.140000000,240.742000000,248.000000000,60.200000000,192.700000000,218.400000000,259.970000000,269.000000000,270.200000000,-118.500000000,3.197517730,0.250000000,60.885000000,66.104000000,70.000000000,-3.400000000,19.436879433,10.600000000,56.980000000,70.076000000,71.200000000,2.000000000,6.421985816,2.000000000,22.390000000,23.438000000,23.800000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0.000000000,4.421985816,0.000000000,20.390000000,21.438000000,21.800000000,-3.400000000,15.014893617,10.600000000,38.360000000,49.314000000,51.000000000,85,901.700000000,5481.200000000,4622.700000000
228,275,60.200000000,180.445818182,162.500000000,273.830000000,312.870000000,336.700000000,59.600000000,167.868363636,160.000000000,222.000000000,234.084000000,238.800000000,59.600000000,176.298909091,176.400000000,231.200000000,236.704000000,239.600000000,-114.700000000,-4.146909091,3.700000000,19.030000000,21.508000000,22.700000000,-4.000000000,8.430545455,9.600000000,19.320000000,20.852000000,21.400000000,2.000000000,2.234181818,2.000000000,4.000000000,6.156000000,6.800000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0.000000000,0.234181818,0.000000000,2.000000000,4.156000000,4.800000000,-4.000000000,8.196363636,9.600000000,18.400000000,20.060000000,21.400000000,80,-1140.400000000,2318.400000000,1759.700000000
229,201,61.100000000,204.361194030,222.800000000,272.700000000,297.600000000,331.300000000,59.600000000,189.387064677,217.000000000,236.600000000,238.600000000,240.400000000,59.800000000,192.565174129,217.400000000,238.800000000,243.400000000,244.800000000,-112.300000000,-11.796019900,-4.200000000,9.900000000,11.700000000,13.700000000,-6.800000000,3.178109453,1.200000000,11.800000000,13.600000000,14.200000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-6.800000000,3.178109453,1.200000000,11.800000000,13.600000000,14.200000000,0,-2371.000000000,638.800000000,327.700000000
230,297,61.100000000,199.926936027,206.600000000,286.700000000,315.012000000,358.600000000,59.600000000,181.552188552,202.800000000,232.000000000,237.224000000,238.800000000,59.600000000,183.120538721,206.200000000,232.200000000,238.800000000,239.400000000,-138.800000000,-16.806397306,-4.000000000,6.380000000,9.700000000,9.900000000,-6.600000000,1.568350168,0.800000000,7.000000000,8.608000000,9.600000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-6.600000000,1.568350168,0.800000000,7.000000000,8.608000000,9.600000000,0,-4991.500000000,465.800000000,254.100000000
231,274,60.200000000,207.691605839,216.950000000,275.075000000,324.136000000,356.700000000,59.600000000,191.745255474,211.200000000,235.140000000,239.508000000,241.000000000,59.600000000,200.778832117,220.500000000,239.280000000,242.524000000,246.000000000,-130.100000000,-6.912773723,-0.800000000,27.400000000,30.708000000,34.700000000,-4.200000000,9.033576642,3.300000000,31.870000000,33.654000000,35.000000000,2.000000000,2.921897810,2.000000000,7.400000000,9.108000000,9.800000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0.000000000,0.921897810,0.000000000,5.400000000,7.108000000,7.800000000,-4.200000000,8.111678832,3.300000000,29.600000000,33.454000000,34.200000000,27,-1894.100000000,2475.200000000,1806.000000000
232,137,60.200000000,174.670802920,169.700000000,259.900000000,320.244000000,375.600000000,59.600000000,162.259854015,164.000000000,232.480000000,238.296000000,238.800000000,59.600000000,165.319708029,179.200000000,235.160000000,239.928000000,241.400000000,-155.600000000,-9.351094891,-1.900000000,14.840000000,19.168000000,20.200000000,-5.400000000,3.059854015,0.400000000,15.000000000,16.840000000,17.600000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-5.400000000,3.059854015,0.400000000,15.000000000,16.840000000,17.600000000,17,-1281.100000000,419.200000000,269.400000000
233,230,60.200000000,170.904347826,163.700000000,274.585000000,301.256000000,361.900000000,59.600000000,157.019130435,164.800000000,233.600000000,237.342000000,240.600000000,59.600000000,166.929565217,186.500000000,238.060000000,244.226000000,249.200000000,-141.500000000,-3.974782609,0.150000000,27.110000000,29.242000000,29.500000000,-0.600000000,9.910434783,6.300000000,29.000000000,29.600000000,29.800000000,2.000000000,4.633913043,2.000000000,12.800000000,13.400000000,13.600000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0.000000000,2.633913043,0.000000000,10.800000000,11.400000000,11.600000000,-0.600000000,7.276521739,5.700000000,18.600000000,18.600000000,18.800000000,51,-914.200000000,2279.400000000,1799.600000000
234,292,60.200000000,179.535616438,201.200000000,283.170000000,337.244000000,418.900000000,59.600000000,168.046575342,198.400000000,216.610000000,224.400000000,236.600000000,59.600000000,169.691780822,200.000000000,219.800000000,226.418000000,236.600000000,-198.700000000,-9.843835616,-0.600000000,4.790000000,7.509000000,10.400000000,-2.800000000,1.645205479,0.400000000,7.400000000,8.800000000,9.600000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-2.800000000,1.645205479,0.400000000,7.400000000,8.800000000,9.600000000,0,-2874.400000000,480.400000000,183.400000000
235,258,60.200000000,176.981782946,206.500000000,257.135000000,300.438000000,317.600000000,59.600000000,164.306201550,200.000000000,217.600000000,221.344000000,225.600000000,59.600000000,165.924031008,204.300000000,217.800000000,225.372000000,231.400000000,-97.800000000,-11.057751938,-1.100000000,1.815000000,4.386000000,7.800000000,-5.800000000,1.617829457,0.600000000,8.060000000,12.686000000,13.400000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-5.800000000,1.617829457,0.600000000,8.060000000,12.686000000,13.400000000,0,-2852.900000000,417.400000000,79.100000000
236,269,60.300000000,167.434944238,163.100000000,250.140000000,300.900000000,313.900000000,59.600000000,158.086245353,161.400000000,218.560000000,224.400000000,226.200000000,59.600000000,166.684758364,178.000000000,224.080000000,229.160000000,233.000000000,-87.500000000,-0.750185874,-0.000000000,19.460000000,24.492000000,25.700000000,-0.600000000,8.598513011,6.600000000,21.840000000,24.264000000,26.400000000,2.000000000,2.145724907,2.000000000,2.800000000,6.192000000,7.400000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0.000000000,0.145724907,0.000000000,0.800000000,4.192000000,5.400000000,-0.600000000,8.452788104,6.600000000,21.520000000,24.264000000,25.600000000,69,-201.800000000,2313.000000000,1902.300000000
237,119,60.200000000,148.521848739,99.200000000,266.380000000,279.634000000,293.300000000,59.600000000,132.596638655,72.600000000,239.420000000,243.604000000,245.000000000,59.600000000,134.615126050,77.200000000,248.040000000,250.528000000,255.800000000,-81.100000000,-13.906722689,-8.200000000,2.030000000,5.728000000,6.900000000,-6.800000000,2.018487395,0.400000000,9.640000000,12.020000000,13.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-6.800000000,2.018487395,0.400000000,9.640000000,12.020000000,13.000000000,0,-1654.900000000,240.200000000,41.000000000
238,76,60.200000000,156.363157895,213.350000000,247.500000000,255.825000000,266.400000000,59.600000000,144.289473684,212.200000000,218.400000000,219.600000000,222.000000000,59.600000000,144.665789474,212.400000000,218.800000000,219.900000000,222.000000000,-52.400000000,-11.697368421,-4.600000000,0.750000000,2.175000000,3.000000000,-0.000000000,0.376315789,0.100000000,1.600000000,3.000000000,3.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.000000000,0.376315789,0.100000000,1.600000000,3.000000000,3.000000000,0,-889.000000000,28.600000000,9.600000000
239,117,60.200000000,172.673504274,218.200000000,255.300000000,271.644000000,282.400000000,59.600000000,156.329914530,213.000000000,233.000000000,238.784000000,240.400000000,59.600000000,157.143589744,213.000000000,233.680000000,241.568000000,245.000000000,-74.600000000,-15.529914530,-13.100000000,0.120000000,0.884000000,3.100000000,-0.200000000,0.813675214,0.400000000,4.040000000,6.112000000,6.600000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.200000000,0.813675214,0.400000000,4.040000000,6.112000000,6.600000000,0,-1817.000000000,95.200000000,6.000000000
240,72,60.200000000,181.276388889,217.600000000,252.480000000,297.877000000,305.900000000,59.600000000,168.555555556,213.000000000,219.470000000,228.648000000,236.600000000,59.600000000,169.344444444,213.000000000,223.300000000,229.358000000,236.600000000,-83.500000000,-11.931944444,-3.400000000,0.645000000,3.321000000,6.800000000,-1.600000000,0.788888889,0.000000000,4.630000000,7.664000000,8.800000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-1.600000000,0.788888889,0.000000000,4.630000000,7.664000000,8.800000000,0,-859.100000000,56.800000000,11.200000000
241,156,61.400000000,188.534615385,217.650000000,265.025000000,313.305000000,338.200000000,59.600000000,172.303846154,213.000000000,225.150000000,235.170000000,237.000000000,59.600000000,175.732051282,213.000000000,232.350000000,237.340000000,241.400000000,-116.000000000,-12.802564103,-4.600000000,10.725000000,16.370000000,17.300000000,-3.600000000,3.428205128,0.800000000,13.600000000,16.780000000,17.200000000,2.000000000,2.124358974,2.000000000,2.850000000,5.270000000,5.800000000,2.000000000,2.012820513,2.000000000,2.000000000,2.380000000,3.200000000,0.000000000,0.111538462,0.000000000,0.850000000,2.690000000,3.000000000,-3.600000000,3.316666667,0.800000000,13.500000000,16.490000000,17.200000000,12,-1997.200000000,534.800000000,277.800000000
242,107,60.200000000,173.254205607,173.600000000,257.240000000,296.580000000,336.900000000,59.600000000,161.263551402,165.400000000,220.920000000,225.152000000,231.200000000,59.600000000,164.480373832,184.400000000,224.540000000,228.588000000,231.200000000,-113.700000000,-8.773831776,-1.200000000,8.910000000,15.836000000,18.500000000,-0.000000000,3.216822430,0.400000000,17.200000000,20.176000000,20.800000000,2.000000000,2.160747664,2.000000000,3.200000000,4.800000000,5.800000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0.000000000,0.160747664,0.000000000,1.200000000,2.800000000,3.800000000,-0.000000000,3.056074766,0.400000000,14.540000000,19.292000000,20.800000000,11,-938.800000000,344.200000000,167.700000000
243,186,60.200000000,181.023118280,206.150000000,262.425000000,285.700000000,290.200000000,59.600000000,167.862365591,206.700000000,230.800000000,243.660000000,244.400000000,59.600000000,176.466666667,215.200000000,238.500000000,255.980000000,259.600000000,-81.000000000,-4.556451613,-0.650000000,26.850000000,30.275000000,32.900000000,-6.800000000,8.604301075,6.800000000,25.700000000,28.890000000,29.400000000,2.000000000,4.161290323,2.000000000,13.250000000,14.630000000,15.000000000,2.000000000,2.120430108,2.000000000,2.900000000,4.600000000,4.800000000,0.000000000,2.040860215,0.000000000,11.250000000,12.630000000,13.000000000,-6.800000000,6.563440860,6.700000000,16.000000000,18.260000000,19.000000000,21,-847.500000000,1600.400000000,1270.700000000
244,192,60.200000000,173.078645833,167.900000000,258.325000000,305.393000000,338.400000000,59.600000000,161.463541667,160.600000000,220.490000000,224.598000000,232.000000000,59.600000000,162.668750000,165.900000000,221.200000000,227.452000000,232.000000000,-124.800000000,-10.409895833,-1.200000000,4.790000000,7.536000000,9.100000000,-7.600000000,1.205208333,0.400000000,7.000000000,8.018000000,8.400000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-7.600000000,1.205208333,0.400000000,7.000000000,8.018000000,8.400000000,0,-1998.700000000,231.400000000,129.900000000
245,238,61.100000000,176.131512605,169.700000000,277.420000000,320.404000000,349.700000000,59.800000000,160.244537815,163.700000000,225.630000000,236.600000000,239.000000000,60.400000000,173.014285714,191.300000000,235.550000000,241.504000000,243.400000000,-133.900000000,-3.117226891,0.550000000,32.915000000,37.441000000,42.300000000,-3.800000000,12.769747899,6.900000000,36.030000000,41.052000000,42.000000000,2.000000000,5.334453782,2.000000000,13.400000000,15.000000000,15.400000000,2.000000000,2.068907563,2.000000000,2.000000000,4.126000000,4.800000000,0.000000000,3.265546218,0.000000000,11.400000000,13.000000000,13.400000000,-3.800000000,9.504201681,6.200000000,26.200000000,29.526000000,30.200000000,66,-741.900000000,3039.200000000,2302.000000000
246,155,60.200000000,155.721935484,163.800000000,269.330000000,302.890000000,347.500000000,59.600000000,145.101935484,166.600000000,219.800000000,224.860000000,232.000000000,59.600000000,152.130322581,186.400000000,220.560000000,228.868000000,237.800000000,-131.500000000,-3.591612903,-0.600000000,30.190000000,32.484000000,33.300000000,-3.400000000,7.028387097,1.200000000,27.120000000,28.892000000,29.600000000,2.000000000,3.331612903,2.000000000,7.800000000,8.384000000,8.600000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,0.000000000,1.331612903,0.000000000,5.800000000,6.384000000,6.600000000,-3.400000000,5.696774194,1.200000000,21.920000000,24.476000000,25.400000000,49,-556.700000000,1089.400000000,1144.900000000
247,216,60.200000000,166.110648148,164.100000000,284.700000000,326.390000000,389.700000000,59.600000000,148.419444444,166.100000000,224.950000000,241.470000000,243.200000000,59.600000000,159.544444444,187.400000000,233.900000000,246.440000000,251.400000000,-174.500000000,-6.566203704,-0.900000000,34.450000000,38.100000000,38.300000000,-8.200000000,11.125000000,8.400000000,34.300000000,37.170000000,37.400000000,2.000000000,6.059259259,2.000000000,17.400000000,18.170000000,18.400000000,2.000000000,2.054629630,2.000000000,2.400000000,3.000000000,3.600000000,0.000000000,4.004629630,0.000000000,15.400000000,16.170000000,16.400000000,-8.200000000,7.120370370,5.800000000,20.800000000,23.600000000,24.600000000,70,-1418.300000000,2403.000000000,1854.800000000
248,94,60.200000000,166.990425532,164.100000000,243.075000000,250.254000000,252.300000000,59.600000000,161.025531915,165.300000000,219.150000000,224.932000000,232.000000000,59.600000000,164.568085106,179.300000000,219.670000000,225.118000000,232.000000000,-39.000000000,-2.422340426,-0.750000000,16.310000000,20.082000000,22.500000000,-0.000000000,3.542553191,0.200000000,15.700000000,17.814000000,18.000000000,2.000000000,2.740425532,2.000000000,6.870000000,8.014000000,8.200000000,2.000000000,2.019148936,2.000000000,2.000000000,2.642000000,3.200000000,0.000000000,0.721276596,0.000000000,4.870000000,5.614000000,5.800000000,-0.000000000,2.821276596,0.200000000,11.290000000,13.414000000,13.600000000,18,-227.700000000,333.000000000,337.800000000
