scenario,policy_family,task_global_index,segment_id,task_id,source_line,teacher_family,teacher_planned,policy_planned,teacher_path,policy_path,teacher_path_length,policy_path_length,prefix_match_len,first_divergence_current,sipp_teacher_next,policy_next,divergence_reason,policy_decision_count,policy_terminal_reason,teacher_finish_time,policy_finish_time,finish_time_gap_vs_sipp,failure_motif,counterfactual_interpretation
legacy_offset32_static16,astar_guided_safe_env,32,32:storage_in,32,34,rolling_horizon_sipp,True,True,2 9 7 8 11 13 23 24 27 28 47,2 9 7 8 11 13 23 24 27 28 47,11,11,11,,,,path_prefix_match,10,,11368.239609999997,11331.373150000003,-36.86645999999382,,policy completed under this diagnostic
legacy_offset32_static16,astar_guided_safe_env,33,33:storage_in,33,35,rolling_horizon_sipp,True,False,0 6 8 11 14 46 36 38 39 47,0,10,1,1,0,6,,policy_path_ended_before_teacher_goal,9,no_safe_action,11394.40084,,,decision_horizon_exhausted,policy failed where rolling-horizon SIPP completed
legacy_offset32_static16,astar_guided_safe_env,34,34:storage_in,34,36,rolling_horizon_sipp,True,True,3 16 21 23 24 27 28 47,3 16 21 23 24 27 28 47,8,8,8,,,,path_prefix_match,14,,11335.839609999999,11342.839609999999,7.0,,policy completed under this diagnostic
legacy_offset32_static16,astar_guided_safe_env,35,35:storage_in,35,37,rolling_horizon_sipp,True,False,4 17 18 22 24 27 28 47,4,8,1,1,4,17,,policy_path_ended_before_teacher_goal,8,no_safe_action,11389.839609999995,,,decision_horizon_exhausted,policy failed where rolling-horizon SIPP completed
legacy_offset32_static16,astar_guided_safe_env,36,36:storage_in,36,38,rolling_horizon_sipp,True,True,1 7 8 11 13 23 24 27 28 47,1 7 8 11 13 23 24 27 28 47,10,10,10,,,,path_prefix_match,27,,11357.439609999998,11354.587810000003,-2.8517999999949097,,policy completed under this diagnostic
legacy_offset32_static16,astar_guided_safe_env,37,37:storage_in,37,39,rolling_horizon_sipp,True,False,5 19 25 26 43 15 14 46 36 38 39 47,5,12,1,1,5,19,,policy_path_ended_before_teacher_goal,6,no_safe_action,11364.800840000002,,,decision_horizon_exhausted,policy failed where rolling-horizon SIPP completed
legacy_offset32_static16,astar_guided_safe_env,38,38:storage_in,38,40,rolling_horizon_sipp,True,True,2 9 7 8 11 14 46 36 38 39 47,2 9 7 8 11 13 23 24 27 28 47,11,11,5,11,14,13,different_next_node,34,,11379.600840000001,11365.854490000002,-13.746349999999438,,policy completed under this diagnostic
legacy_offset32_static16,astar_guided_safe_env,39,39:storage_in,39,41,rolling_horizon_sipp,True,True,3 16 21 23 24 27 28 47,3 16 21 23 24 27 28 47,8,8,8,,,,path_prefix_match,40,,11379.039609999996,11376.97424,-2.0653699999966193,,policy completed under this diagnostic
legacy_offset32_static16,astar_guided_safe_env,40,40:storage_in,40,42,rolling_horizon_sipp,True,False,0 6 12 13 23 24 27 28 47,0,9,1,1,0,6,,policy_path_ended_before_teacher_goal,9,no_safe_action,11346.639609999998,,,decision_horizon_exhausted,policy failed where rolling-horizon SIPP completed
legacy_offset32_static16,astar_guided_safe_env,41,41:storage_in,41,43,rolling_horizon_sipp,True,True,1 7 8 11 13 23 24 27 28 47,1 7 8 11 13 23 24 27 28 47,10,10,10,,,,path_prefix_match,9,,11895.206600000001,11895.206600000001,0.0,,policy completed under this diagnostic
legacy_offset32_static16,astar_guided_safe_env,42,42:storage_in,42,44,rolling_horizon_sipp,True,True,4 17 18 22 24 27 28 47,4 17 18 22 24 27 28 47,8,8,8,,,,path_prefix_match,12,,11906.0066,11906.015529999999,0.008929999998144922,,policy completed under this diagnostic
legacy_offset32_static16,astar_guided_safe_env,43,43:storage_in,43,45,rolling_horizon_sipp,True,True,5 19 25 26 43 15 14 46 36 38 39 47,5 19 18 22 24 27 28 47,12,8,2,19,25,18,different_next_node,14,,11941.949620000001,11917.749619999999,-24.200000000002547,,policy completed under this diagnostic
legacy_offset32_static16,astar_guided_safe_env,44,44:storage_in,44,46,rolling_horizon_sipp,True,True,3 16 21 23 24 27 28 47,3 16 21 23 24 27 28 47,8,8,8,,,,path_prefix_match,15,,11921.148899999998,11929.148899999998,8.0,,policy completed under this diagnostic
legacy_offset32_static16,astar_guided_safe_env,45,45:storage_in,45,47,rolling_horizon_sipp,True,True,1 7 8 11 13 23 24 27 28 47,1 7 8 11 13 23 24 27 28 47,10,10,10,,,,path_prefix_match,29,,11953.548899999996,11940.811150000001,-12.737749999994776,,policy completed under this diagnostic
legacy_offset32_static16,astar_guided_safe_env,46,46:storage_in,46,48,rolling_horizon_sipp,True,True,4 17 18 22 24 27 28 47,4 17 18 22 24 27 28 47,8,8,8,,,,path_prefix_match,37,,11931.948899999998,11952.34881,20.39991000000191,,policy completed under this diagnostic
legacy_offset32_static16,astar_guided_safe_env,47,47:storage_in,47,49,rolling_horizon_sipp,True,True,2 9 7 8 11 13 23 24 27 28 47,2 9 7 8 11 13 23 24 27 28 47,11,11,11,,,,path_prefix_match,42,,11942.748899999997,11963.187810000003,20.438910000006217,,policy completed under this diagnostic
legacy_offset64_repair32,periodic_replanning_sipp,64,64:storage_in,64,66,rolling_horizon_sipp,True,True,3 16 21 23 24 27 28 47,3 16 17 18 22 24 27 28 47,8,9,2,16,21,17,different_next_node,8,,12587.572989999995,12594.63977,7.0667800000046554,,policy completed under this diagnostic
legacy_offset64_repair32,periodic_replanning_sipp,65,65:storage_in,65,67,rolling_horizon_sipp,True,True,0 6 12 13 23 24 27 28 47,0 6 12 13 23 24 27 28 47,9,9,9,,,,path_prefix_match,8,,12521.337770000002,12559.63977,38.30199999999786,,policy completed under this diagnostic
legacy_offset64_repair32,periodic_replanning_sipp,66,66:storage_in,66,68,rolling_horizon_sipp,True,True,4 17 18 22 26 43 15 14 46 36 38 39 47,4 17 18 22 24 27 28 47,13,8,4,22,26,24,different_next_node,7,,12606.572989999997,12634.63977,28.066780000002836,,policy completed under this diagnostic
legacy_offset64_repair32,periodic_replanning_sipp,67,67:storage_in,67,69,rolling_horizon_sipp,True,True,1 7 8 11 13 23 24 27 28 47,1 7 8 11 13 23 24 27 28 47,10,10,10,,,,path_prefix_match,9,,12609.172989999994,12614.63977,5.466780000006111,,policy completed under this diagnostic
legacy_offset64_repair32,periodic_replanning_sipp,68,68:storage_in,68,70,rolling_horizon_sipp,True,True,5 19 18 22 24 27 28 47,5 19 18 22 24 27 28 47,8,8,8,,,,path_prefix_match,7,,12576.772989999996,12549.63977,-27.133219999996072,,policy completed under this diagnostic
legacy_offset64_repair32,periodic_replanning_sipp,69,69:storage_in,69,71,rolling_horizon_sipp,True,True,3 16 17 18 22 26 43 15 14 46 36 38 39 47,3 16 17 18 22 24 27 28 47,14,9,5,22,26,24,different_next_node,8,,12591.772989999998,12659.63977,67.86678000000211,,policy completed under this diagnostic
legacy_offset64_repair32,periodic_replanning_sipp,70,70:storage_in,70,72,rolling_horizon_sipp,True,True,2 9 7 8 11 14 46 36 38 39 47,2 9 7 8 11 13 23 24 27 28 47,11,11,5,11,14,13,different_next_node,10,,12558.706479999999,12624.63977,65.93329000000085,,policy completed under this diagnostic
legacy_offset64_repair32,periodic_replanning_sipp,71,71:storage_in,71,73,rolling_horizon_sipp,True,True,4 17 18 22 24 27 28 47,4 17 18 22 24 27 28 47,8,8,8,,,,path_prefix_match,7,,12598.372989999994,12679.63977,81.26678000000538,,policy completed under this diagnostic
legacy_offset64_repair32,periodic_replanning_sipp,72,72:storage_in,72,74,rolling_horizon_sipp,True,True,0 6 12 13 23 24 27 28 47,0 6 12 13 23 24 27 28 47,9,9,9,,,,path_prefix_match,8,,12555.172989999997,12569.63977,14.466780000002473,,policy completed under this diagnostic
legacy_offset64_repair32,periodic_replanning_sipp,73,73:storage_in,73,75,rolling_horizon_sipp,True,True,5 19 18 22 24 27 28 47,5 19 18 22 24 27 28 47,8,8,8,,,,path_prefix_match,7,,12533.572989999999,12604.63977,71.06678000000102,,policy completed under this diagnostic
legacy_offset64_repair32,periodic_replanning_sipp,74,74:storage_in,74,76,rolling_horizon_sipp,True,True,1 7 8 11 14 46 36 38 39 47,1 7 8 11 13 23 24 27 28 47,10,10,4,11,14,13,different_next_node,9,,12573.506479999998,12644.63977,71.13329000000158,,policy completed under this diagnostic
legacy_offset64_repair32,periodic_replanning_sipp,75,75:storage_in,75,77,rolling_horizon_sipp,True,True,3 16 17 18 22 24 27 28 47,3 16 21 23 24 27 28 47,9,8,2,16,17,21,different_next_node,7,,12544.372989999998,12584.63977,40.266780000001745,,policy completed under this diagnostic
legacy_offset64_repair32,periodic_replanning_sipp,76,76:storage_in,76,78,rolling_horizon_sipp,True,True,2 9 7 8 11 13 23 24 27 28 47,2 9 7 8 11 13 23 24 27 28 47,11,11,11,,,,path_prefix_match,10,,12565.972989999997,12669.63977,103.6667800000032,,policy completed under this diagnostic
legacy_offset64_repair32,periodic_replanning_sipp,77,77:storage_in,77,79,rolling_horizon_sipp,True,True,3 16 17 18 22 24 27 28 47,3 16 17 18 22 24 27 28 47,9,9,9,,,,path_prefix_match,8,,12669.00081,12699.63977,30.638960000000225,,policy completed under this diagnostic
legacy_offset64_repair32,periodic_replanning_sipp,78,78:storage_in,78,80,rolling_horizon_sipp,True,True,2 9 7 8 11 14 46 36 38 39 47,2 9 7 8 11 13 23 24 27 28 47,11,11,5,11,14,13,different_next_node,10,,13122.249939999998,13137.64994,15.400000000001455,,policy completed under this diagnostic
legacy_offset64_repair32,periodic_replanning_sipp,79,79:storage_in,79,81,rolling_horizon_sipp,True,True,4 17 18 22 24 27 28 47,4 17 18 22 24 27 28 47,8,8,8,,,,path_prefix_match,7,,13192.688279999995,13117.64994,-75.03833999999551,,policy completed under this diagnostic
legacy_offset64_repair32,periodic_replanning_sipp,80,80:storage_in,80,82,rolling_horizon_sipp,True,True,0 6 8 11 14 46 36 38 39 47,0 6 12 13 23 24 27 28 47,10,9,2,6,8,12,different_next_node,8,,13183.937819999996,13127.64994,-56.28787999999622,,policy completed under this diagnostic
legacy_offset64_repair32,periodic_replanning_sipp,81,81:storage_in,81,83,rolling_horizon_sipp,True,True,5 19 18 22 24 27 28 47,5 19 18 22 24 27 28 47,8,8,8,,,,path_prefix_match,7,,13181.888279999996,13152.64994,-29.238339999996242,,policy completed under this diagnostic
legacy_offset64_repair32,periodic_replanning_sipp,82,82:storage_in,82,84,rolling_horizon_sipp,True,True,4 17 18 22 24 27 28 47,4 17 18 22 24 27 28 47,8,8,8,,,,path_prefix_match,7,,13160.288279999997,13182.64994,22.361660000002303,,policy completed under this diagnostic
legacy_offset64_repair32,periodic_replanning_sipp,83,83:storage_in,83,85,rolling_horizon_sipp,True,True,3 16 17 18 22 24 27 28 47,3 16 17 18 22 24 27 28 47,9,9,9,,,,path_prefix_match,8,,13106.28828,13227.64994,121.36165999999866,,policy completed under this diagnostic
legacy_offset64_repair32,periodic_replanning_sipp,84,84:storage_in,84,86,rolling_horizon_sipp,True,True,4 17 18 22 24 27 28 47,4 17 18 22 24 27 28 47,8,8,8,,,,path_prefix_match,7,,13138.688279999998,13267.64994,128.96166000000085,,policy completed under this diagnostic
legacy_offset64_repair32,periodic_replanning_sipp,85,85:storage_in,85,87,rolling_horizon_sipp,True,True,1 7 8 11 13 23 24 27 28 47,1 7 8 11 13 23 24 27 28 47,10,10,10,,,,path_prefix_match,9,,13127.88828,13172.64994,44.76166000000012,,policy completed under this diagnostic
legacy_offset64_repair32,periodic_replanning_sipp,86,86:storage_in,86,88,rolling_horizon_sipp,True,True,5 19 25 26 43 15 14 46 36 38 39 47,5 19 18 22 24 27 28 47,12,8,2,19,25,18,different_next_node,7,,13169.137819999996,13212.64994,43.51212000000305,,policy completed under this diagnostic
legacy_offset64_repair32,periodic_replanning_sipp,87,87:storage_in,87,89,rolling_horizon_sipp,True,True,3 16 21 23 24 27 28 47,3 16 21 23 24 27 28 47,8,8,8,,,,path_prefix_match,7,,13149.488279999998,13162.64994,13.161660000001575,,policy completed under this diagnostic
legacy_offset64_repair32,periodic_replanning_sipp,88,88:storage_in,88,90,rolling_horizon_sipp,True,True,2 9 10 15 14 46 36 38 39 47,2 9 7 8 11 13 23 24 27 28 47,10,11,2,9,10,7,different_next_node,10,,13154.337819999997,13237.64994,83.31212000000232,,policy completed under this diagnostic
legacy_offset64_repair32,periodic_replanning_sipp,89,89:storage_in,89,91,rolling_horizon_sipp,True,True,4 17 18 22 24 27 28 47,4 17 18 22 24 27 28 47,8,8,8,,,,path_prefix_match,7,,13117.08828,13247.64994,130.5616599999994,,policy completed under this diagnostic
legacy_offset64_repair32,periodic_replanning_sipp,90,90:storage_in,90,92,rolling_horizon_sipp,True,True,0 6 8 11 14 46 36 38 39 47,0 6 12 13 23 24 27 28 47,10,9,2,6,8,12,different_next_node,8,,13139.537819999998,13192.64994,53.112120000001596,,policy completed under this diagnostic
legacy_offset64_repair32,periodic_replanning_sipp,91,91:storage_in,91,93,rolling_horizon_sipp,True,True,4 17 18 22 24 27 28 47,4 17 18 22 26 43 15 14 46 36 38 39 47,8,13,4,22,24,26,different_next_node,12,,13171.088279999996,13222.64994,51.56166000000303,,policy completed under this diagnostic
legacy_offset64_repair32,periodic_replanning_sipp,92,92:storage_in,92,94,rolling_horizon_sipp,True,True,1 7 8 11 14 46 36 38 39 47,1 7 8 11 13 23 24 27 28 47,10,10,4,11,14,13,different_next_node,9,,13198.737819999995,13257.64994,58.912120000004506,,policy completed under this diagnostic
legacy_offset64_repair32,periodic_replanning_sipp,93,93:storage_in,93,95,rolling_horizon_sipp,True,True,2 9 7 8 11 13 23 24 27 28 47,2 9 7 8 11 13 23 24 27 28 47,11,11,11,,,,path_prefix_match,10,,13214.288279999993,13277.64994,63.36166000000594,,policy completed under this diagnostic
legacy_offset64_repair32,periodic_replanning_sipp,94,94:storage_in,94,96,rolling_horizon_sipp,True,True,5 19 25 26 43 15 14 46 36 38 39 47,5 19 25 26 43 15 14 46 36 38 39 47,12,12,12,,,,path_prefix_match,11,,13213.537819999994,13192.64994,-20.887879999994766,,policy completed under this diagnostic
legacy_offset64_repair32,periodic_replanning_sipp,95,95:storage_in,95,97,rolling_horizon_sipp,True,True,0 6 12 13 23 24 27 28 47,0 6 12 13 23 24 27 28 47,9,9,9,,,,path_prefix_match,8,,13203.488279999994,13202.64994,-0.8383399999947869,,policy completed under this diagnostic
legacy_offset64_repair32,edge_score_event,64,64:storage_in,64,66,rolling_horizon_sipp,True,True,3 16 21 23 24 27 28 47,3 16 17 18 22 24 27 28 47,8,9,2,16,21,17,different_next_node,8,,12587.572989999995,12523.63977,-63.933219999995345,,policy completed under this diagnostic
legacy_offset64_repair32,edge_score_event,65,65:storage_in,65,67,rolling_horizon_sipp,True,True,0 6 12 13 23 24 27 28 47,0 6 8 11 14 46 36 38 39 47,9,10,2,6,12,8,different_next_node,9,,12521.337770000002,12547.537769999999,26.19999999999709,,policy completed under this diagnostic
legacy_offset64_repair32,edge_score_event,66,66:storage_in,66,68,rolling_horizon_sipp,True,False,4 17 18 22 26 43 15 14 46 36 38 39 47,4 17 18,13,3,3,4,17,4,hold_when_sipp_moves,9,no_safe_action,12606.572989999997,,,hold_when_sipp_moves,policy failed where rolling-horizon SIPP completed
legacy_offset64_repair32,edge_score_event,67,67:storage_in,67,69,rolling_horizon_sipp,True,True,1 7 8 11 13 23 24 27 28 47,1 7 8 11 13 23 24 27 28 47,10,10,10,8,11,8,hold_when_sipp_moves,15,,12609.172989999994,12534.587820000002,-74.5851699999912,,policy completed under this diagnostic
legacy_offset64_repair32,edge_score_event,68,68:storage_in,68,70,rolling_horizon_sipp,True,False,5 19 18 22 24 27 28 47,5 19 18,8,3,3,18,22,,no_safe_action,3,no_safe_action,12576.772989999996,,,no_safe_action_at_divergence,policy failed where rolling-horizon SIPP completed
legacy_offset64_repair32,edge_score_event,69,69:storage_in,69,71,rolling_horizon_sipp,True,False,3 16 17 18 22 26 43 15 14 46 36 38 39 47,3 16 17 18,14,4,4,18,22,,no_safe_action,4,no_safe_action,12591.772989999998,,,no_safe_action_at_divergence,policy failed where rolling-horizon SIPP completed
legacy_offset64_repair32,edge_score_event,70,70:storage_in,70,72,rolling_horizon_sipp,True,False,2 9 7 8 11 14 46 36 38 39 47,2 9 7 8,11,4,4,7,8,7,hold_when_sipp_moves,5,no_safe_action,12558.706479999999,,,hold_when_sipp_moves,policy failed where rolling-horizon SIPP completed
legacy_offset64_repair32,edge_score_event,71,71:storage_in,71,73,rolling_horizon_sipp,True,False,4 17 18 22 24 27 28 47,4 17 18,8,3,3,4,17,4,hold_when_sipp_moves,10,no_safe_action,12598.372989999994,,,hold_when_sipp_moves,policy failed where rolling-horizon SIPP completed
legacy_offset64_repair32,edge_score_event,72,72:storage_in,72,74,rolling_horizon_sipp,True,False,0 6 12 13 23 24 27 28 47,0 6 8 11,9,4,2,6,12,8,different_next_node,6,no_safe_action,12555.172989999997,,,repair_window_branch_gap,policy failed where rolling-horizon SIPP completed
legacy_offset64_repair32,edge_score_event,73,73:storage_in,73,75,rolling_horizon_sipp,True,False,5 19 18 22 24 27 28 47,5 19 18 22 26 43 15 14 46,8,9,4,22,24,26,different_next_node,17,no_safe_action,12533.572989999999,,,repair_window_branch_gap,policy failed where rolling-horizon SIPP completed
legacy_offset64_repair32,edge_score_event,74,74:storage_in,74,76,rolling_horizon_sipp,True,True,1 7 8 11 14 46 36 38 39 47,1 7 8 11 14 46 36 38 39 47,10,10,10,46,36,46,hold_when_sipp_moves,10,,12573.506479999998,12562.439819999998,-11.066660000000411,,policy completed under this diagnostic
legacy_offset64_repair32,edge_score_event,75,75:storage_in,75,77,rolling_horizon_sipp,True,True,3 16 17 18 22 24 27 28 47,3 16 17 18 22 26 43 15 14 46 36 38 39 47,9,14,5,18,22,18,hold_when_sipp_moves,18,,12544.372989999998,12577.77417,33.40118000000257,,policy completed under this diagnostic
legacy_offset64_repair32,edge_score_event,76,76:storage_in,76,78,rolling_horizon_sipp,True,True,2 9 7 8 11 13 23 24 27 28 47,2 9 7 8 11 13 23 24 27 28 47,11,11,11,27,28,27,hold_when_sipp_moves,11,,12565.972989999997,12545.521410000003,-20.451579999993555,,policy completed under this diagnostic
legacy_offset64_repair32,edge_score_event,77,77:storage_in,77,79,rolling_horizon_sipp,True,True,3 16 17 18 22 24 27 28 47,3 16 17 18 22 24 27 28 47,9,9,9,,,,path_prefix_match,8,,12669.00081,12669.00081,0.0,,policy completed under this diagnostic
legacy_offset64_repair32,edge_score_event,78,78:storage_in,78,80,rolling_horizon_sipp,True,True,2 9 7 8 11 14 46 36 38 39 47,2 9 7 8 11 13 23 24 27 28 47,11,11,5,7,8,7,hold_when_sipp_moves,17,,13122.249939999998,13107.249940000002,-14.999999999996362,,policy completed under this diagnostic
legacy_offset64_repair32,edge_score_event,79,79:storage_in,79,81,rolling_horizon_sipp,True,True,4 17 18 22 24 27 28 47,4 17 18 22 24 27 28 47,8,8,8,,,,path_prefix_match,7,,13192.688279999995,13095.682149999999,-97.00612999999612,,policy completed under this diagnostic
legacy_offset64_repair32,edge_score_event,80,80:storage_in,80,82,rolling_horizon_sipp,True,True,0 6 8 11 14 46 36 38 39 47,0 6 8 11 14 46 36 38 39 47,10,10,10,,,,path_prefix_match,9,,13183.937819999996,13121.761779999999,-62.17603999999665,,policy completed under this diagnostic
legacy_offset64_repair32,edge_score_event,81,81:storage_in,81,83,rolling_horizon_sipp,True,False,5 19 18 22 24 27 28 47,5 19 18,8,3,3,18,22,18,hold_when_sipp_moves,8,no_safe_action,13181.888279999996,,,hold_when_sipp_moves,policy failed where rolling-horizon SIPP completed
legacy_offset64_repair32,edge_score_event,82,82:storage_in,82,84,rolling_horizon_sipp,True,True,4 17 18 22 24 27 28 47,4 17 18 22 26 43 15 14 46 36 38 39 47,8,13,4,18,22,18,hold_when_sipp_moves,13,,13160.288279999997,13137.45944,-22.82883999999649,,policy completed under this diagnostic
legacy_offset64_repair32,edge_score_event,83,83:storage_in,83,85,rolling_horizon_sipp,True,False,3 16 17 18 22 24 27 28 47,3 16 17 18,9,4,4,18,22,,no_safe_action,4,no_safe_action,13106.28828,,,no_safe_action_at_divergence,policy failed where rolling-horizon SIPP completed
legacy_offset64_repair32,edge_score_event,84,84:storage_in,84,86,rolling_horizon_sipp,True,False,4 17 18 22 24 27 28 47,4 17 18,8,3,3,4,17,4,hold_when_sipp_moves,9,no_safe_action,13138.688279999998,,,hold_when_sipp_moves,policy failed where rolling-horizon SIPP completed
legacy_offset64_repair32,edge_score_event,85,85:storage_in,85,87,rolling_horizon_sipp,True,False,1 7 8 11 13 23 24 27 28 47,1 7 8 11 14 46,10,6,4,11,13,11,hold_when_sipp_moves,10,no_safe_action,13127.88828,,,hold_when_sipp_moves,policy failed where rolling-horizon SIPP completed
legacy_offset64_repair32,edge_score_event,86,86:storage_in,86,88,rolling_horizon_sipp,True,False,5 19 25 26 43 15 14 46 36 38 39 47,5 19 18,12,3,2,19,25,18,different_next_node,3,no_safe_action,13169.137819999996,,,repair_window_branch_gap,policy failed where rolling-horizon SIPP completed
legacy_offset64_repair32,edge_score_event,87,87:storage_in,87,89,rolling_horizon_sipp,True,False,3 16 21 23 24 27 28 47,3 16 17 18 22 26 43 15 14 46,8,10,2,16,21,17,different_next_node,11,no_safe_action,13149.488279999998,,,repair_window_branch_gap,policy failed where rolling-horizon SIPP completed
legacy_offset64_repair32,edge_score_event,88,88:storage_in,88,90,rolling_horizon_sipp,True,False,2 9 10 15 14 46 36 38 39 47,2 9 7 8,10,4,2,9,10,7,different_next_node,6,no_safe_action,13154.337819999997,,,repair_window_branch_gap,policy failed where rolling-horizon SIPP completed
legacy_offset64_repair32,edge_score_event,89,89:storage_in,89,91,rolling_horizon_sipp,True,False,4 17 18 22 24 27 28 47,4 17 18,8,3,3,4,17,4,hold_when_sipp_moves,7,no_safe_action,13117.08828,,,hold_when_sipp_moves,policy failed where rolling-horizon SIPP completed
legacy_offset64_repair32,edge_score_event,90,90:storage_in,90,92,rolling_horizon_sipp,True,True,0 6 8 11 14 46 36 38 39 47,0 6 8 11 13 23 24 27 28 47,10,10,4,11,14,13,different_next_node,10,,13139.537819999998,13118.537820000001,-20.999999999996362,,policy completed under this diagnostic
legacy_offset64_repair32,edge_score_event,91,91:storage_in,91,93,rolling_horizon_sipp,True,False,4 17 18 22 24 27 28 47,4 17 18,8,3,3,4,17,4,hold_when_sipp_moves,9,no_safe_action,13171.088279999996,,,hold_when_sipp_moves,policy failed where rolling-horizon SIPP completed
legacy_offset64_repair32,edge_score_event,92,92:storage_in,92,94,rolling_horizon_sipp,True,True,1 7 8 11 14 46 36 38 39 47,1 7 8 11 14 46 36 38 39 47,10,10,10,11,14,11,hold_when_sipp_moves,18,,13198.737819999995,13152.495159999999,-46.24265999999625,,policy completed under this diagnostic
legacy_offset64_repair32,edge_score_event,93,93:storage_in,93,95,rolling_horizon_sipp,True,True,2 9 7 8 11 13 23 24 27 28 47,2 9 7 8 11 14 46 36 38 39 47,11,11,5,7,8,7,hold_when_sipp_moves,27,,13214.288279999993,13167.521159999998,-46.767119999994975,,policy completed under this diagnostic
legacy_offset64_repair32,edge_score_event,94,94:storage_in,94,96,rolling_horizon_sipp,True,False,5 19 25 26 43 15 14 46 36 38 39 47,5 19 18 22 24 27,12,6,2,19,25,18,different_next_node,11,no_safe_action,13213.537819999994,,,repair_window_branch_gap,policy failed where rolling-horizon SIPP completed
legacy_offset64_repair32,edge_score_event,95,95:storage_in,95,97,rolling_horizon_sipp,True,True,0 6 12 13 23 24 27 28 47,0 6 8 11 13 23 24 27 28 47,9,10,2,6,12,8,different_next_node,11,,13203.488279999994,13130.204480000002,-73.28379999999197,,policy completed under this diagnostic
legacy_offset64_repair32,fallback_event,64,64:storage_in,64,66,rolling_horizon_sipp,True,False,3 16 21 23 24 27 28 47,3 16 21 23 24 27,8,6,6,27,28,,no_safe_action,6,no_safe_action,12587.572989999995,,,no_safe_action_at_divergence,policy failed where rolling-horizon SIPP completed
legacy_offset64_repair32,fallback_event,65,65:storage_in,65,67,rolling_horizon_sipp,True,True,0 6 12 13 23 24 27 28 47,0 6 12 13 23 24 27 28 47,9,9,9,,,,path_prefix_match,8,,12521.337770000002,12521.337770000002,0.0,,policy completed under this diagnostic
legacy_offset64_repair32,fallback_event,66,66:storage_in,66,68,rolling_horizon_sipp,True,False,4 17 18 22 26 43 15 14 46 36 38 39 47,4 17 18 22 24 27,13,6,4,22,26,24,different_next_node,9,no_safe_action,12606.572989999997,,,repair_window_branch_gap,policy failed where rolling-horizon SIPP completed
legacy_offset64_repair32,fallback_event,67,67:storage_in,67,69,rolling_horizon_sipp,True,False,1 7 8 11 13 23 24 27 28 47,1 7 8 11 13 23 24 27,10,8,8,13,23,13,hold_when_sipp_moves,11,no_safe_action,12609.172989999994,,,hold_when_sipp_moves,policy failed where rolling-horizon SIPP completed
legacy_offset64_repair32,fallback_event,68,68:storage_in,68,70,rolling_horizon_sipp,True,False,5 19 18 22 24 27 28 47,5 19 18,8,3,3,18,22,18,hold_when_sipp_moves,7,no_safe_action,12576.772989999996,,,hold_when_sipp_moves,policy failed where rolling-horizon SIPP completed
legacy_offset64_repair32,fallback_event,69,69:storage_in,69,71,rolling_horizon_sipp,True,False,3 16 17 18 22 26 43 15 14 46 36 38 39 47,3 16 17 18,14,4,4,18,22,,no_safe_action,4,no_safe_action,12591.772989999998,,,no_safe_action_at_divergence,policy failed where rolling-horizon SIPP completed
legacy_offset64_repair32,fallback_event,70,70:storage_in,70,72,rolling_horizon_sipp,True,True,2 9 7 8 11 14 46 36 38 39 47,2 9 7 8 11 14 46 36 38 39 47,11,11,11,,,,path_prefix_match,10,,12558.706479999999,12558.706479999999,0.0,,policy completed under this diagnostic
legacy_offset64_repair32,fallback_event,71,71:storage_in,71,73,rolling_horizon_sipp,True,False,4 17 18 22 24 27 28 47,4 17 18,8,3,3,4,17,4,hold_when_sipp_moves,10,no_safe_action,12598.372989999994,,,hold_when_sipp_moves,policy failed where rolling-horizon SIPP completed
legacy_offset64_repair32,fallback_event,72,72:storage_in,72,74,rolling_horizon_sipp,True,True,0 6 12 13 23 24 27 28 47,0 6 12 13 23 24 27 28 47,9,9,9,13,23,13,hold_when_sipp_moves,9,,12555.172989999997,12533.004480000001,-22.168509999995877,,policy completed under this diagnostic
legacy_offset64_repair32,fallback_event,73,73:storage_in,73,75,rolling_horizon_sipp,True,False,5 19 18 22 24 27 28 47,5 19 18 22 26 43 15 14 46,8,9,4,22,24,26,different_next_node,12,no_safe_action,12533.572989999999,,,repair_window_branch_gap,policy failed where rolling-horizon SIPP completed
legacy_offset64_repair32,fallback_event,74,74:storage_in,74,76,rolling_horizon_sipp,True,False,1 7 8 11 14 46 36 38 39 47,1 7 8 11 13 23 24 27,10,8,4,8,11,8,hold_when_sipp_moves,10,no_safe_action,12573.506479999998,,,hold_when_sipp_moves,policy failed where rolling-horizon SIPP completed
legacy_offset64_repair32,fallback_event,75,75:storage_in,75,77,rolling_horizon_sipp,True,True,3 16 17 18 22 24 27 28 47,3 16 17 18 22 24 27 28 47,9,9,9,18,22,18,hold_when_sipp_moves,13,,12544.372989999998,12544.77417,0.4011800000025687,,policy completed under this diagnostic
legacy_offset64_repair32,fallback_event,76,76:storage_in,76,78,rolling_horizon_sipp,True,True,2 9 7 8 11 13 23 24 27 28 47,2 9 7 8 11 14 46 36 38 39 47,11,11,5,11,13,11,hold_when_sipp_moves,17,,12565.972989999997,12573.52141,7.548420000002807,,policy completed under this diagnostic
legacy_offset64_repair32,fallback_event,77,77:storage_in,77,79,rolling_horizon_sipp,True,True,3 16 17 18 22 24 27 28 47,3 16 21 23 24 27 28 47,9,8,2,16,17,21,different_next_node,7,,12669.00081,12673.200809999998,4.199999999998909,,policy completed under this diagnostic
