leg,source,release_time_block,row_count,mean_delta_total_seconds,mean_delta_source_wait_seconds,mean_delta_route_wait_inclusive_seconds,mean_coordination_residual_delta_seconds,mean_delta_network_seconds,s4_slower_fraction
storage_in,node_4,7,170,-38.24006428831409,0.0,-18.636181935375475,-19.60388235293861,-38.24006428831409,0.1411764705882353
storage_in,node_4,8,222,26.250835130621528,0.0,40.22180810359255,-13.970972972971024,26.250835130621528,0.32432432432432434
storage_in,node_4,9,260,-11.478798873086411,0.0,-0.9461834884642695,-10.532615384622142,-11.478798873086411,0.28076923076923077
storage_in,node_5,10,354,-15.947753322045914,0.0,-6.1616177288187055,-9.786135593227208,-15.947753322045914,0.1497175141242938
storage_in,node_5,11,271,16.81838662729583,0.0,25.834098804424507,-9.015712177128677,16.81838662729583,0.25092250922509224
storage_in,node_5,12,213,4.771436610315991,0.0,16.518732384970605,-11.747295774654612,4.771436610315991,0.2676056338028169
storage_in,node_5,13,248,-14.672431471784758,0.0,-3.2816895362943064,-11.390741935490452,-14.672431471784758,0.14516129032258066
storage_in,node_5,14,222,-12.553443144156132,0.0,1.9715838828775336,-14.525027027033666,-12.553443144156132,0.14414414414414414
storage_in,node_5,15,248,-19.545616213721175,0.0,-6.262938794359592,-13.282677419361583,-19.545616213721175,0.125
storage_in,node_5,16,306,-17.140358833346017,0.0,-6.148241186280359,-10.992117647065658,-17.140358833346017,0.10130718954248366
storage_in,node_5,17,286,-9.802227734273414,0.0,1.49717086713202,-11.299398601405434,-9.802227734273414,0.1853146853146853
storage_in,node_5,18,334,-14.864207595613506,0.0,-3.816506691424834,-11.047700904188673,-14.864207595613506,0.16467065868263472
storage_in,node_5,19,194,-5.666058077202982,0.0,-4.817542190615285,-0.8485158865876975,-5.666058077202982,0.30412371134020616
storage_in,node_5,2,8,-0.44800125000028856,0.0,-0.450001250000696,0.0020000000004074536,-0.44800125000028856,0.75
storage_in,node_5,20,146,-5.474725547854725,0.0,-4.572615554714129,-0.9021099931405967,-5.474725547854725,0.2465753424657534
storage_in,node_5,21,40,-4.82550659995577,0.0,-4.827506224966055,0.0019996250102849444,-4.82550659995577,0.2
storage_in,node_5,3,56,-6.637294857147675,0.0,-6.050009142862369,-0.5872857142853068,-6.637294857147675,0.21428571428571427
storage_in,node_5,4,218,-19.76134094496479,0.0,-8.745909752305733,-11.015431192659054,-19.76134094496479,0.16972477064220184
storage_in,node_5,5,386,-30.119299386024114,0.0,-7.91663617359173,-22.202663212432384,-30.119299386024114,0.02072538860103627
storage_in,node_5,6,370,72.41304918373265,0.0,96.61050864318916,-24.197459459456375,72.41304918373265,0.25675675675675674
storage_in,node_5,7,170,-45.655342382426575,0.0,-25.66322473537032,-19.992117647056254,-45.655342382426575,0.1411764705882353
storage_in,node_5,8,216,17.872099351842433,0.0,32.561766018507065,-14.689666666664632,17.872099351842433,0.2222222222222222
storage_in,node_5,9,262,-17.460627908407137,0.0,-6.630566839698257,-10.830061068708881,-17.460627908407137,0.16412213740458015
storage_in,node_53,10,414,21.112372879219283,0.0,21.11037287922615,0.001999999993131496,21.112372879219283,0.8599033816425121
storage_in,node_53,11,364,25.160644552193304,0.0,24.45534784890331,0.7052967032899947,25.160644552193304,0.967032967032967
storage_in,node_53,12,406,19.39756135960255,0.0,19.395561359609417,0.001999999993131496,19.39756135960255,0.9753694581280788
storage_in,node_53,13,362,15.229340790048257,0.0,15.227340790055125,0.001999999993131496,15.229340790048257,0.9834254143646409
storage_in,node_53,14,378,12.637571962954619,0.0,12.635571962961487,0.001999999993131496,12.637571962954619,0.9444444444444444
storage_in,node_53,15,420,10.554015183326122,0.0,10.55201518333299,0.001999999993131496,10.554015183326122,0.9357142857142857
storage_in,node_53,16,408,17.75235775244328,0.0,17.75035775245015,0.001999999993131496,17.75235775244328,0.8235294117647058
storage_in,node_53,17,488,21.824734022533644,0.0,21.822734022540512,0.001999999993131496,21.824734022533644,0.9159836065573771
storage_in,node_53,18,488,28.337639754195436,0.0,28.335640047220714,0.001999706974722775,28.337639754195436,0.8811475409836066
storage_in,node_53,19,336,4.429226699444544,0.0,4.427227119076806,0.001999580367737508,4.429226699444544,0.8779761904761905
storage_in,node_53,20,248,6.031026943587237,0.0,6.029027342770331,0.001999600816904398,6.031026943587237,0.9153225806451613
storage_in,node_53,21,76,2.1085767105459556,0.0,2.106577197377,0.001999513168955577,2.1085767105459556,0.881578947368421
storage_in,node_53,22,2,0.001999500011152122,0.0,0.0,0.001999500011152122,0.001999500011152122,1.0
storage_in,node_53,3,32,0.0019995000002381857,0.0,-5.000001692678779e-07,0.0020000000004074536,0.0019995000002381857,1.0
storage_in,node_53,4,394,8.675089502536236,0.0,8.673089502535829,0.0020000000004074536,8.675089502536236,0.9873096446700508
storage_in,node_53,5,903,87.38012649167773,0.0,82.87048529566367,4.509641196014081,87.38012649167773,0.7353266888150609
storage_in,node_53,6,721,560.1602964382062,0.22330097087378642,548.6795169652501,11.257478502081568,559.9369954673324,0.9237170596393898
storage_in,node_53,7,344,393.9257027439964,0.0,391.4678887905065,2.457813953488989,393.9257027439964,0.9418604651162791
storage_in,node_53,8,322,24.06519276707966,0.0,23.745180344718992,0.32001242236067173,24.06519276707966,0.9968944099378882
storage_in,node_53,9,448,18.76616595981564,0.0,18.764165959821614,0.00199999999402475,18.76616595981564,0.9151785714285714
storage_out,node_52,10,1546,24.195638224438447,25.52668175937904,1.5749771636429422,-2.9060206985835375,-1.3310435349405951,0.7309184993531694
storage_out,node_52,11,2072,40.13604368820947,35.187620656370655,7.415824576247107,-2.467401544408184,4.948423031838923,0.8016409266409267
storage_out,node_52,12,1588,-7.92382271161423,0.0,-7.371666540322791,-0.5521561712914391,-7.92382271161423,0.575566750629723
storage_out,node_52,13,1370,-1.7583479868850362,0.8408759124087591,-0.7505669649806008,-1.8486569343131947,-2.5992238992937953,0.5875912408759124
storage_out,node_52,14,1736,-4.17146557662507,0.33251728110599077,-3.7785635028855937,-0.7254193548454667,-4.50398285773106,0.6244239631336406
storage_out,node_52,15,1298,-5.0800702134179465,0.006933744221879815,-3.8498668235807307,-1.2371371340590953,-5.087003957639826,0.5546995377503852
storage_out,node_52,16,1608,-3.751177516187042,0.0,-3.427182491304608,-0.3239950248824343,-3.751177516187042,0.5478855721393034
storage_out,node_52,17,2082,0.12514351727591574,1.0961815561959654,0.31620307539980663,-1.2872411143198563,-0.9710380389200497,0.6729106628242075
storage_out,node_52,18,1624,32.72394815968505,34.464285714285715,2.5548299958869807,-4.2951675504876405,-1.7403375546006599,0.7678571428571429
storage_out,node_52,19,2252,67.03759179987952,71.03763321492008,0.7997348584870372,-4.799776273527465,-4.000041415040427,0.9653641207815276
storage_out,node_52,20,1192,4.0349974489268154,5.057256711409396,4.83866023834954,-5.860919500832121,-1.0222592624825806,0.6560402684563759
storage_out,node_52,21,1174,-1.507608604585896,0.046848381601362864,-0.2983649214593072,-1.2560920647279517,-1.5544569861872588,0.5775127768313458
storage_out,node_52,22,430,-0.2738544834320512,0.0,-0.2758544718119083,0.0019999883798571022,-0.2738544834320512,0.8604651162790697
storage_out,node_52,5,874,-6.881797807792483,0.0,-5.49958728147714,-1.3822105263153437,-6.881797807792483,0.5869565217391305
storage_out,node_52,6,3196,-23.54158954447457,2.9670682102628287,-21.09588929416243,-5.41276846057498,-26.508657754737413,0.2837922403003755
storage_out,node_52,7,3600,500.8381355078634,583.6554861111111,-62.663072825472206,-20.154277777775643,-82.81735060324797,0.9636111111111111
storage_out,node_52,8,1216,200.02602129600112,200.83634868421052,-0.35213001978872616,-0.4581973684206021,-0.8103273882093283,0.6447368421052632
storage_out,node_52,9,1336,-2.279016766480902,0.13585329341317365,-0.665223353301709,-1.7496467065923667,-2.4148700598940755,0.6002994011976048
