scenario,task_id,segment_id,start,goal,path,decision_index,current_node,selected_next_node,candidate_next_nodes,selected_direct_faulted,selected_dead_end_depth2,selected_dead_end_depth3,safe_alternatives_depth3,fault_edge,uses_teacher_path_or_future_schedule
static_fault_18_22,114025,114025:storage_in:g4irsf2_c4,4,47,"[4, 17, 18]",0,4,17,[17],False,True,True,[],"[18, 22]",False
static_fault_18_22,114025,114025:storage_in:g4irsf2_c4,4,47,"[4, 17, 18]",1,17,18,[18],False,True,True,[],"[18, 22]",False
static_fault_18_22,142531,142531:storage_in:g4irsf2_c5,4,47,"[4, 17, 18]",0,4,17,[17],False,True,True,[],"[18, 22]",False
static_fault_18_22,142531,142531:storage_in:g4irsf2_c5,4,47,"[4, 17, 18]",1,17,18,[18],False,True,True,[],"[18, 22]",False
static_fault_18_22,171037,171037:storage_in:g4irsf2_c6,4,47,"[4, 17, 18]",0,4,17,[17],False,True,True,[],"[18, 22]",False
static_fault_18_22,171037,171037:storage_in:g4irsf2_c6,4,47,"[4, 17, 18]",1,17,18,[18],False,True,True,[],"[18, 22]",False
static_fault_18_22,199543,199543:storage_in:g4irsf2_c7,4,47,"[4, 17, 18]",0,4,17,[17],False,True,True,[],"[18, 22]",False
static_fault_18_22,199543,199543:storage_in:g4irsf2_c7,4,47,"[4, 17, 18]",1,17,18,[18],False,True,True,[],"[18, 22]",False
static_fault_18_22,2,2:storage_in:g4irsf2_c0,5,47,"[5, 19, 18]",0,5,19,[19],False,True,True,[],"[18, 22]",False
static_fault_18_22,2,2:storage_in:g4irsf2_c0,5,47,"[5, 19, 18]",1,19,18,"[18, 25]",False,True,True,[25],"[18, 22]",False
static_fault_18_22,28508,28508:storage_in:g4irsf2_c1,5,47,"[5, 19, 18]",0,5,19,[19],False,True,True,[],"[18, 22]",False
static_fault_18_22,28508,28508:storage_in:g4irsf2_c1,5,47,"[5, 19, 18]",1,19,18,"[18, 25]",False,True,True,[25],"[18, 22]",False
static_fault_18_22,57014,57014:storage_in:g4irsf2_c2,5,47,"[5, 19, 18]",0,5,19,[19],False,True,True,[],"[18, 22]",False
static_fault_18_22,57014,57014:storage_in:g4irsf2_c2,5,47,"[5, 19, 18]",1,19,18,"[18, 25]",False,True,True,[25],"[18, 22]",False
static_fault_18_22,85520,85520:storage_in:g4irsf2_c3,5,47,"[5, 19, 18]",0,5,19,[19],False,True,True,[],"[18, 22]",False
static_fault_18_22,85520,85520:storage_in:g4irsf2_c3,5,47,"[5, 19, 18]",1,19,18,"[18, 25]",False,True,True,[25],"[18, 22]",False
static_fault_18_22,114026,114026:storage_in:g4irsf2_c4,5,47,"[5, 19, 18]",0,5,19,[19],False,True,True,[],"[18, 22]",False
static_fault_18_22,114026,114026:storage_in:g4irsf2_c4,5,47,"[5, 19, 18]",1,19,18,"[18, 25]",False,True,True,[25],"[18, 22]",False
static_fault_18_22,142532,142532:storage_in:g4irsf2_c5,5,47,"[5, 19, 18]",0,5,19,[19],False,True,True,[],"[18, 22]",False
static_fault_18_22,142532,142532:storage_in:g4irsf2_c5,5,47,"[5, 19, 18]",1,19,18,"[18, 25]",False,True,True,[25],"[18, 22]",False
static_fault_18_22,171038,171038:storage_in:g4irsf2_c6,5,47,"[5, 19, 18]",0,5,19,[19],False,True,True,[],"[18, 22]",False
static_fault_18_22,171038,171038:storage_in:g4irsf2_c6,5,47,"[5, 19, 18]",1,19,18,"[18, 25]",False,True,True,[25],"[18, 22]",False
static_fault_18_22,199544,199544:storage_in:g4irsf2_c7,5,47,"[5, 19, 18]",0,5,19,[19],False,True,True,[],"[18, 22]",False
static_fault_18_22,199544,199544:storage_in:g4irsf2_c7,5,47,"[5, 19, 18]",1,19,18,"[18, 25]",False,True,True,[25],"[18, 22]",False
static_fault_18_22,3,3:storage_in:g4irsf2_c0,3,47,"[3, 16, 17, 18]",0,3,16,[16],False,True,True,[],"[18, 22]",False
static_fault_18_22,3,3:storage_in:g4irsf2_c0,3,47,"[3, 16, 17, 18]",1,16,17,"[17, 21]",False,True,True,[21],"[18, 22]",False
static_fault_18_22,3,3:storage_in:g4irsf2_c0,3,47,"[3, 16, 17, 18]",2,17,18,[18],False,True,True,[],"[18, 22]",False
static_fault_18_22,28509,28509:storage_in:g4irsf2_c1,3,47,"[3, 16, 17, 18]",0,3,16,[16],False,True,True,[],"[18, 22]",False
static_fault_18_22,28509,28509:storage_in:g4irsf2_c1,3,47,"[3, 16, 17, 18]",1,16,17,"[17, 21]",False,True,True,[21],"[18, 22]",False
static_fault_18_22,28509,28509:storage_in:g4irsf2_c1,3,47,"[3, 16, 17, 18]",2,17,18,[18],False,True,True,[],"[18, 22]",False
static_fault_18_22,57015,57015:storage_in:g4irsf2_c2,3,47,"[3, 16, 17, 18]",0,3,16,[16],False,True,True,[],"[18, 22]",False
static_fault_18_22,57015,57015:storage_in:g4irsf2_c2,3,47,"[3, 16, 17, 18]",1,16,17,"[17, 21]",False,True,True,[21],"[18, 22]",False
static_fault_18_22,57015,57015:storage_in:g4irsf2_c2,3,47,"[3, 16, 17, 18]",2,17,18,[18],False,True,True,[],"[18, 22]",False
static_fault_18_22,85521,85521:storage_in:g4irsf2_c3,3,47,"[3, 16, 17, 18]",0,3,16,[16],False,True,True,[],"[18, 22]",False
static_fault_18_22,85521,85521:storage_in:g4irsf2_c3,3,47,"[3, 16, 17, 18]",1,16,17,"[17, 21]",False,True,True,[21],"[18, 22]",False
static_fault_18_22,85521,85521:storage_in:g4irsf2_c3,3,47,"[3, 16, 17, 18]",2,17,18,[18],False,True,True,[],"[18, 22]",False
static_fault_18_22,114027,114027:storage_in:g4irsf2_c4,3,47,"[3, 16, 17, 18]",0,3,16,[16],False,True,True,[],"[18, 22]",False
static_fault_18_22,114027,114027:storage_in:g4irsf2_c4,3,47,"[3, 16, 17, 18]",1,16,17,"[17, 21]",False,True,True,[21],"[18, 22]",False
static_fault_18_22,114027,114027:storage_in:g4irsf2_c4,3,47,"[3, 16, 17, 18]",2,17,18,[18],False,True,True,[],"[18, 22]",False
static_fault_18_22,142533,142533:storage_in:g4irsf2_c5,3,47,"[3, 16, 17, 18]",0,3,16,[16],False,True,True,[],"[18, 22]",False
static_fault_18_22,142533,142533:storage_in:g4irsf2_c5,3,47,"[3, 16, 17, 18]",1,16,17,"[17, 21]",False,True,True,[21],"[18, 22]",False
static_fault_18_22,142533,142533:storage_in:g4irsf2_c5,3,47,"[3, 16, 17, 18]",2,17,18,[18],False,True,True,[],"[18, 22]",False
static_fault_18_22,171039,171039:storage_in:g4irsf2_c6,3,47,"[3, 16, 17, 18]",0,3,16,[16],False,True,True,[],"[18, 22]",False
static_fault_18_22,171039,171039:storage_in:g4irsf2_c6,3,47,"[3, 16, 17, 18]",1,16,17,"[17, 21]",False,True,True,[21],"[18, 22]",False
static_fault_18_22,171039,171039:storage_in:g4irsf2_c6,3,47,"[3, 16, 17, 18]",2,17,18,[18],False,True,True,[],"[18, 22]",False
static_fault_18_22,199545,199545:storage_in:g4irsf2_c7,3,47,"[3, 16, 17, 18]",0,3,16,[16],False,True,True,[],"[18, 22]",False
static_fault_18_22,199545,199545:storage_in:g4irsf2_c7,3,47,"[3, 16, 17, 18]",1,16,17,"[17, 21]",False,True,True,[21],"[18, 22]",False
static_fault_18_22,199545,199545:storage_in:g4irsf2_c7,3,47,"[3, 16, 17, 18]",2,17,18,[18],False,True,True,[],"[18, 22]",False
static_fault_18_22,4,4:storage_in:g4irsf2_c0,3,47,"[3, 16, 17, 18]",0,3,16,[16],False,True,True,[],"[18, 22]",False
static_fault_18_22,4,4:storage_in:g4irsf2_c0,3,47,"[3, 16, 17, 18]",1,16,17,"[17, 21]",False,True,True,[21],"[18, 22]",False
static_fault_18_22,4,4:storage_in:g4irsf2_c0,3,47,"[3, 16, 17, 18]",2,17,18,[18],False,True,True,[],"[18, 22]",False
static_fault_18_22,28510,28510:storage_in:g4irsf2_c1,3,47,"[3, 16, 17, 18]",0,3,16,[16],False,True,True,[],"[18, 22]",False
static_fault_18_22,28510,28510:storage_in:g4irsf2_c1,3,47,"[3, 16, 17, 18]",1,16,17,"[17, 21]",False,True,True,[21],"[18, 22]",False
static_fault_18_22,28510,28510:storage_in:g4irsf2_c1,3,47,"[3, 16, 17, 18]",2,17,18,[18],False,True,True,[],"[18, 22]",False
static_fault_18_22,57016,57016:storage_in:g4irsf2_c2,3,47,"[3, 16, 17, 18]",0,3,16,[16],False,True,True,[],"[18, 22]",False
static_fault_18_22,57016,57016:storage_in:g4irsf2_c2,3,47,"[3, 16, 17, 18]",1,16,17,"[17, 21]",False,True,True,[21],"[18, 22]",False
static_fault_18_22,57016,57016:storage_in:g4irsf2_c2,3,47,"[3, 16, 17, 18]",2,17,18,[18],False,True,True,[],"[18, 22]",False
static_fault_18_22,85522,85522:storage_in:g4irsf2_c3,3,47,"[3, 16, 17, 18]",0,3,16,[16],False,True,True,[],"[18, 22]",False
static_fault_18_22,85522,85522:storage_in:g4irsf2_c3,3,47,"[3, 16, 17, 18]",1,16,17,"[17, 21]",False,True,True,[21],"[18, 22]",False
static_fault_18_22,85522,85522:storage_in:g4irsf2_c3,3,47,"[3, 16, 17, 18]",2,17,18,[18],False,True,True,[],"[18, 22]",False
static_fault_18_22,114028,114028:storage_in:g4irsf2_c4,3,47,"[3, 16, 17, 18]",0,3,16,[16],False,True,True,[],"[18, 22]",False
static_fault_18_22,114028,114028:storage_in:g4irsf2_c4,3,47,"[3, 16, 17, 18]",1,16,17,"[17, 21]",False,True,True,[21],"[18, 22]",False
static_fault_18_22,114028,114028:storage_in:g4irsf2_c4,3,47,"[3, 16, 17, 18]",2,17,18,[18],False,True,True,[],"[18, 22]",False
static_fault_18_22,142534,142534:storage_in:g4irsf2_c5,3,47,"[3, 16, 17, 18]",0,3,16,[16],False,True,True,[],"[18, 22]",False
static_fault_18_22,142534,142534:storage_in:g4irsf2_c5,3,47,"[3, 16, 17, 18]",1,16,17,"[17, 21]",False,True,True,[21],"[18, 22]",False
static_fault_18_22,142534,142534:storage_in:g4irsf2_c5,3,47,"[3, 16, 17, 18]",2,17,18,[18],False,True,True,[],"[18, 22]",False
static_fault_18_22,171040,171040:storage_in:g4irsf2_c6,3,47,"[3, 16, 17, 18]",0,3,16,[16],False,True,True,[],"[18, 22]",False
static_fault_18_22,171040,171040:storage_in:g4irsf2_c6,3,47,"[3, 16, 17, 18]",1,16,17,"[17, 21]",False,True,True,[21],"[18, 22]",False
static_fault_18_22,171040,171040:storage_in:g4irsf2_c6,3,47,"[3, 16, 17, 18]",2,17,18,[18],False,True,True,[],"[18, 22]",False
static_fault_18_22,199546,199546:storage_in:g4irsf2_c7,3,47,"[3, 16, 17, 18]",0,3,16,[16],False,True,True,[],"[18, 22]",False
static_fault_18_22,199546,199546:storage_in:g4irsf2_c7,3,47,"[3, 16, 17, 18]",1,16,17,"[17, 21]",False,True,True,[21],"[18, 22]",False
static_fault_18_22,199546,199546:storage_in:g4irsf2_c7,3,47,"[3, 16, 17, 18]",2,17,18,[18],False,True,True,[],"[18, 22]",False
static_fault_18_22,5,5:storage_in:g4irsf2_c0,4,47,"[4, 17, 18]",0,4,17,[17],False,True,True,[],"[18, 22]",False
static_fault_18_22,5,5:storage_in:g4irsf2_c0,4,47,"[4, 17, 18]",1,17,18,[18],False,True,True,[],"[18, 22]",False
static_fault_18_22,28511,28511:storage_in:g4irsf2_c1,4,47,"[4, 17, 18]",0,4,17,[17],False,True,True,[],"[18, 22]",False
static_fault_18_22,28511,28511:storage_in:g4irsf2_c1,4,47,"[4, 17, 18]",1,17,18,[18],False,True,True,[],"[18, 22]",False
static_fault_18_22,57017,57017:storage_in:g4irsf2_c2,4,47,"[4, 17, 18]",0,4,17,[17],False,True,True,[],"[18, 22]",False
static_fault_18_22,57017,57017:storage_in:g4irsf2_c2,4,47,"[4, 17, 18]",1,17,18,[18],False,True,True,[],"[18, 22]",False
static_fault_18_22,85523,85523:storage_in:g4irsf2_c3,4,47,"[4, 17, 18]",0,4,17,[17],False,True,True,[],"[18, 22]",False
static_fault_18_22,85523,85523:storage_in:g4irsf2_c3,4,47,"[4, 17, 18]",1,17,18,[18],False,True,True,[],"[18, 22]",False
static_fault_18_22,114029,114029:storage_in:g4irsf2_c4,4,47,"[4, 17, 18]",0,4,17,[17],False,True,True,[],"[18, 22]",False
static_fault_18_22,114029,114029:storage_in:g4irsf2_c4,4,47,"[4, 17, 18]",1,17,18,[18],False,True,True,[],"[18, 22]",False
static_fault_18_22,142535,142535:storage_in:g4irsf2_c5,4,47,"[4, 17, 18]",0,4,17,[17],False,True,True,[],"[18, 22]",False
static_fault_18_22,142535,142535:storage_in:g4irsf2_c5,4,47,"[4, 17, 18]",1,17,18,[18],False,True,True,[],"[18, 22]",False
static_fault_18_22,171041,171041:storage_in:g4irsf2_c6,4,47,"[4, 17, 18]",0,4,17,[17],False,True,True,[],"[18, 22]",False
static_fault_18_22,171041,171041:storage_in:g4irsf2_c6,4,47,"[4, 17, 18]",1,17,18,[18],False,True,True,[],"[18, 22]",False
static_fault_18_22,199547,199547:storage_in:g4irsf2_c7,4,47,"[4, 17, 18]",0,4,17,[17],False,True,True,[],"[18, 22]",False
static_fault_18_22,199547,199547:storage_in:g4irsf2_c7,4,47,"[4, 17, 18]",1,17,18,[18],False,True,True,[],"[18, 22]",False
static_fault_18_22,6,6:storage_in:g4irsf2_c0,5,47,"[5, 19, 18]",0,5,19,[19],False,True,True,[],"[18, 22]",False
static_fault_18_22,6,6:storage_in:g4irsf2_c0,5,47,"[5, 19, 18]",1,19,18,"[18, 25]",False,True,True,[25],"[18, 22]",False
static_fault_18_22,28512,28512:storage_in:g4irsf2_c1,5,47,"[5, 19, 18]",0,5,19,[19],False,True,True,[],"[18, 22]",False
static_fault_18_22,28512,28512:storage_in:g4irsf2_c1,5,47,"[5, 19, 18]",1,19,18,"[18, 25]",False,True,True,[25],"[18, 22]",False
static_fault_18_22,57018,57018:storage_in:g4irsf2_c2,5,47,"[5, 19, 18]",0,5,19,[19],False,True,True,[],"[18, 22]",False
static_fault_18_22,57018,57018:storage_in:g4irsf2_c2,5,47,"[5, 19, 18]",1,19,18,"[18, 25]",False,True,True,[25],"[18, 22]",False
static_fault_18_22,85524,85524:storage_in:g4irsf2_c3,5,47,"[5, 19, 18]",0,5,19,[19],False,True,True,[],"[18, 22]",False
static_fault_18_22,85524,85524:storage_in:g4irsf2_c3,5,47,"[5, 19, 18]",1,19,18,"[18, 25]",False,True,True,[25],"[18, 22]",False
static_fault_18_22,114030,114030:storage_in:g4irsf2_c4,5,47,"[5, 19, 18]",0,5,19,[19],False,True,True,[],"[18, 22]",False
static_fault_18_22,114030,114030:storage_in:g4irsf2_c4,5,47,"[5, 19, 18]",1,19,18,"[18, 25]",False,True,True,[25],"[18, 22]",False
static_fault_18_22,142536,142536:storage_in:g4irsf2_c5,5,47,"[5, 19, 18]",0,5,19,[19],False,True,True,[],"[18, 22]",False
static_fault_18_22,142536,142536:storage_in:g4irsf2_c5,5,47,"[5, 19, 18]",1,19,18,"[18, 25]",False,True,True,[25],"[18, 22]",False
static_fault_18_22,171042,171042:storage_in:g4irsf2_c6,5,47,"[5, 19, 18]",0,5,19,[19],False,True,True,[],"[18, 22]",False
static_fault_18_22,171042,171042:storage_in:g4irsf2_c6,5,47,"[5, 19, 18]",1,19,18,"[18, 25]",False,True,True,[25],"[18, 22]",False
static_fault_18_22,199548,199548:storage_in:g4irsf2_c7,5,47,"[5, 19, 18]",0,5,19,[19],False,True,True,[],"[18, 22]",False
static_fault_18_22,199548,199548:storage_in:g4irsf2_c7,5,47,"[5, 19, 18]",1,19,18,"[18, 25]",False,True,True,[25],"[18, 22]",False
static_fault_18_22,7,7:storage_in:g4irsf2_c0,3,47,"[3, 16, 17, 18]",0,3,16,[16],False,True,True,[],"[18, 22]",False
static_fault_18_22,7,7:storage_in:g4irsf2_c0,3,47,"[3, 16, 17, 18]",1,16,17,"[17, 21]",False,True,True,[21],"[18, 22]",False
static_fault_18_22,7,7:storage_in:g4irsf2_c0,3,47,"[3, 16, 17, 18]",2,17,18,[18],False,True,True,[],"[18, 22]",False
static_fault_18_22,28513,28513:storage_in:g4irsf2_c1,3,47,"[3, 16, 17, 18]",0,3,16,[16],False,True,True,[],"[18, 22]",False
static_fault_18_22,28513,28513:storage_in:g4irsf2_c1,3,47,"[3, 16, 17, 18]",1,16,17,"[17, 21]",False,True,True,[21],"[18, 22]",False
static_fault_18_22,28513,28513:storage_in:g4irsf2_c1,3,47,"[3, 16, 17, 18]",2,17,18,[18],False,True,True,[],"[18, 22]",False
static_fault_18_22,57019,57019:storage_in:g4irsf2_c2,3,47,"[3, 16, 17, 18]",0,3,16,[16],False,True,True,[],"[18, 22]",False
static_fault_18_22,57019,57019:storage_in:g4irsf2_c2,3,47,"[3, 16, 17, 18]",1,16,17,"[17, 21]",False,True,True,[21],"[18, 22]",False
static_fault_18_22,57019,57019:storage_in:g4irsf2_c2,3,47,"[3, 16, 17, 18]",2,17,18,[18],False,True,True,[],"[18, 22]",False
static_fault_18_22,85525,85525:storage_in:g4irsf2_c3,3,47,"[3, 16, 17, 18]",0,3,16,[16],False,True,True,[],"[18, 22]",False
static_fault_18_22,85525,85525:storage_in:g4irsf2_c3,3,47,"[3, 16, 17, 18]",1,16,17,"[17, 21]",False,True,True,[21],"[18, 22]",False
static_fault_18_22,85525,85525:storage_in:g4irsf2_c3,3,47,"[3, 16, 17, 18]",2,17,18,[18],False,True,True,[],"[18, 22]",False
static_fault_18_22,114031,114031:storage_in:g4irsf2_c4,3,47,"[3, 16, 17, 18]",0,3,16,[16],False,True,True,[],"[18, 22]",False
static_fault_18_22,114031,114031:storage_in:g4irsf2_c4,3,47,"[3, 16, 17, 18]",1,16,17,"[17, 21]",False,True,True,[21],"[18, 22]",False
static_fault_18_22,114031,114031:storage_in:g4irsf2_c4,3,47,"[3, 16, 17, 18]",2,17,18,[18],False,True,True,[],"[18, 22]",False
static_fault_18_22,142537,142537:storage_in:g4irsf2_c5,3,47,"[3, 16, 17, 18]",0,3,16,[16],False,True,True,[],"[18, 22]",False
static_fault_18_22,142537,142537:storage_in:g4irsf2_c5,3,47,"[3, 16, 17, 18]",1,16,17,"[17, 21]",False,True,True,[21],"[18, 22]",False
static_fault_18_22,142537,142537:storage_in:g4irsf2_c5,3,47,"[3, 16, 17, 18]",2,17,18,[18],False,True,True,[],"[18, 22]",False
static_fault_18_22,171043,171043:storage_in:g4irsf2_c6,3,47,"[3, 16, 17, 18]",0,3,16,[16],False,True,True,[],"[18, 22]",False
static_fault_18_22,171043,171043:storage_in:g4irsf2_c6,3,47,"[3, 16, 17, 18]",1,16,17,"[17, 21]",False,True,True,[21],"[18, 22]",False
static_fault_18_22,171043,171043:storage_in:g4irsf2_c6,3,47,"[3, 16, 17, 18]",2,17,18,[18],False,True,True,[],"[18, 22]",False
static_fault_18_22,199549,199549:storage_in:g4irsf2_c7,3,47,"[3, 16, 17, 18]",0,3,16,[16],False,True,True,[],"[18, 22]",False
static_fault_18_22,199549,199549:storage_in:g4irsf2_c7,3,47,"[3, 16, 17, 18]",1,16,17,"[17, 21]",False,True,True,[21],"[18, 22]",False
static_fault_18_22,199549,199549:storage_in:g4irsf2_c7,3,47,"[3, 16, 17, 18]",2,17,18,[18],False,True,True,[],"[18, 22]",False
static_fault_18_22,9,9:storage_in:g4irsf2_c0,4,47,"[4, 17, 18]",0,4,17,[17],False,True,True,[],"[18, 22]",False
static_fault_18_22,9,9:storage_in:g4irsf2_c0,4,47,"[4, 17, 18]",1,17,18,[18],False,True,True,[],"[18, 22]",False
static_fault_18_22,28515,28515:storage_in:g4irsf2_c1,4,47,"[4, 17, 18]",0,4,17,[17],False,True,True,[],"[18, 22]",False
static_fault_18_22,28515,28515:storage_in:g4irsf2_c1,4,47,"[4, 17, 18]",1,17,18,[18],False,True,True,[],"[18, 22]",False
static_fault_18_22,57021,57021:storage_in:g4irsf2_c2,4,47,"[4, 17, 18]",0,4,17,[17],False,True,True,[],"[18, 22]",False
static_fault_18_22,57021,57021:storage_in:g4irsf2_c2,4,47,"[4, 17, 18]",1,17,18,[18],False,True,True,[],"[18, 22]",False
static_fault_18_22,85527,85527:storage_in:g4irsf2_c3,4,47,"[4, 17, 18]",0,4,17,[17],False,True,True,[],"[18, 22]",False
static_fault_18_22,85527,85527:storage_in:g4irsf2_c3,4,47,"[4, 17, 18]",1,17,18,[18],False,True,True,[],"[18, 22]",False
static_fault_18_22,114033,114033:storage_in:g4irsf2_c4,4,47,"[4, 17, 18]",0,4,17,[17],False,True,True,[],"[18, 22]",False
static_fault_18_22,114033,114033:storage_in:g4irsf2_c4,4,47,"[4, 17, 18]",1,17,18,[18],False,True,True,[],"[18, 22]",False
static_fault_18_22,142539,142539:storage_in:g4irsf2_c5,4,47,"[4, 17, 18]",0,4,17,[17],False,True,True,[],"[18, 22]",False
static_fault_18_22,142539,142539:storage_in:g4irsf2_c5,4,47,"[4, 17, 18]",1,17,18,[18],False,True,True,[],"[18, 22]",False
static_fault_18_22,171045,171045:storage_in:g4irsf2_c6,4,47,"[4, 17, 18]",0,4,17,[17],False,True,True,[],"[18, 22]",False
static_fault_18_22,171045,171045:storage_in:g4irsf2_c6,4,47,"[4, 17, 18]",1,17,18,[18],False,True,True,[],"[18, 22]",False
static_fault_18_22,199551,199551:storage_in:g4irsf2_c7,4,47,"[4, 17, 18]",0,4,17,[17],False,True,True,[],"[18, 22]",False
static_fault_18_22,199551,199551:storage_in:g4irsf2_c7,4,47,"[4, 17, 18]",1,17,18,[18],False,True,True,[],"[18, 22]",False
static_fault_18_22,10,10:storage_in:g4irsf2_c0,5,47,"[5, 19, 18]",0,5,19,[19],False,True,True,[],"[18, 22]",False
static_fault_18_22,10,10:storage_in:g4irsf2_c0,5,47,"[5, 19, 18]",1,19,18,"[18, 25]",False,True,True,[25],"[18, 22]",False
static_fault_18_22,28516,28516:storage_in:g4irsf2_c1,5,47,"[5, 19, 18]",0,5,19,[19],False,True,True,[],"[18, 22]",False
static_fault_18_22,28516,28516:storage_in:g4irsf2_c1,5,47,"[5, 19, 18]",1,19,18,"[18, 25]",False,True,True,[25],"[18, 22]",False
static_fault_18_22,57022,57022:storage_in:g4irsf2_c2,5,47,"[5, 19, 18]",0,5,19,[19],False,True,True,[],"[18, 22]",False
static_fault_18_22,57022,57022:storage_in:g4irsf2_c2,5,47,"[5, 19, 18]",1,19,18,"[18, 25]",False,True,True,[25],"[18, 22]",False
static_fault_18_22,85528,85528:storage_in:g4irsf2_c3,5,47,"[5, 19, 18]",0,5,19,[19],False,True,True,[],"[18, 22]",False
