scenario,family,task_offset,max_tasks,fault_edges,fault_windows,node_capacities,merge_groups,merge_capacity,merge_headway_seconds,repeat_count,python_planned,cpp_planned,python_unplanned,cpp_unplanned,python_active_steps,cpp_active_steps,python_conflicts,cpp_conflicts,python_mean_travel_time,cpp_mean_travel_time,mean_travel_abs_diff,makespan_abs_diff,python_elapsed_mean_seconds,python_elapsed_std_seconds,python_elapsed_ci95_seconds,python_elapsed_min_seconds,python_elapsed_max_seconds,cpp_elapsed_mean_seconds,cpp_elapsed_std_seconds,cpp_elapsed_ci95_seconds,cpp_elapsed_min_seconds,cpp_elapsed_max_seconds,python_active_steps_per_second,cpp_active_steps_per_second,python_tasks_per_second,cpp_tasks_per_second,cpp_elapsed_speedup,cpp_active_step_speedup,cpp_task_speedup,parity_pass,first_mismatch_field,python_value,cpp_value,python_version,platform,machine,processor,cpu_count,timer,timer_resolution_seconds,notes
legacy_first32,rolling_horizon_sipp,0,32,none,none,none,none,1,0.0,3,32,32,0,0,32,32,0,0,63.670162656248806,63.670162656248806,0.0,0.0,0.023226766614243388,0.0008982321177271488,0.0010164453277304924,0.022464899928309023,0.024217199999839067,0.05795796665673455,0.009416656327442768,0.01065594976840994,0.051674699992872775,0.06878490000963211,1377.7208223367857,552.1242694645447,1377.7208223367857,552.1242694645447,0.40075192340351895,0.40075192340351895,0.40075192340351895,True,none,,,3.11.15,Windows-10-10.0.26200-SP0,AMD64,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",22,perf_counter,1e-07,repeated local timing with hardware metadata; not a cross-machine normalized benchmark
legacy_first32,periodic_replanning_sipp,0,32,none,none,none,none,1,0.0,3,32,32,0,0,248,248,0,0,88.70399615625013,88.70399615625013,0.0,0.0,0.138182899953487,0.010064736395469724,0.011389321403804255,0.1277251000283286,0.1478020999347791,0.3734616000050058,0.03680595728779316,0.041649861521862924,0.3342601000331342,0.40727889991831034,1794.722791919101,664.0575630712124,231.5771344411743,85.68484684789837,0.37000564435978117,0.37000564435978117,0.37000564435978117,True,none,,,3.11.15,Windows-10-10.0.26200-SP0,AMD64,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",22,perf_counter,1e-07,repeated local timing with hardware metadata; not a cross-machine normalized benchmark
legacy_first32,pibt_active_bag_replay,0,32,none,none,none,none,1,0.0,3,10,10,22,22,29055,29055,0,0,1217.0482480999997,1217.0482480999997,0.0,0.0,9.470340733338768,0.07098088002326854,0.08032242716995122,9.390673400019296,9.526851400034502,9.304883000014039,0.24226596350744573,0.27414974572315537,9.034957099938765,9.503468300099485,3067.9994329788665,3122.5540396323267,3.378970292731844,3.439054526526741,1.017781817710602,1.017781817710602,1.017781817710602,True,none,,,3.11.15,Windows-10-10.0.26200-SP0,AMD64,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",22,perf_counter,1e-07,repeated local timing with hardware metadata; not a cross-machine normalized benchmark
legacy_first32,edge_score_event,0,32,none,none,none,none,1,0.0,3,24,24,8,8,330,330,0,0,58.1416666666662,58.1416666666662,0.0,0.0,0.23975346668157727,0.0074168095043272994,0.008392910049149022,0.23307860002387315,0.24773780000396073,0.09003113330497096,0.018856907766358295,0.02133859991898218,0.07319139991886914,0.11040509992744774,1376.4138828419173,3665.3987113786498,133.47043712406472,355.43260231550545,2.663006205524901,2.663006205524901,2.663006205524901,True,none,,,3.11.15,Windows-10-10.0.26200-SP0,AMD64,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",22,perf_counter,1e-07,repeated local timing with hardware metadata; not a cross-machine normalized benchmark
legacy_first32,fallback_event,0,32,none,none,none,none,1,0.0,3,25,25,7,7,346,346,0,0,59.76799999999974,59.76799999999974,0.0,0.0,0.099484600010328,0.010251645071983622,0.01160082848221464,0.08893980004359037,0.10941549995914102,0.07258479995653033,0.014368457457153816,0.016259440250225785,0.06240509997587651,0.08902069996111095,3477.9252262569285,4766.838238959298,321.65782439370435,440.8636521580854,1.3705982529387344,1.3705982529387342,1.3705982529387344,True,none,,,3.11.15,Windows-10-10.0.26200-SP0,AMD64,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",22,perf_counter,1e-07,repeated local timing with hardware metadata; not a cross-machine normalized benchmark
legacy_offset32_static16,rolling_horizon_sipp,32,16,16->17,none,none,none,1,0.0,3,16,16,0,0,16,16,0,0,73.44885312499866,73.44885312499866,0.0,0.0,0.009502600024764737,0.0003970479669694075,0.0004493020711975229,0.009142499999143183,0.00992840004619211,0.034047966628956296,0.002307127246267449,0.002610760251906974,0.031384099973365664,0.03540629998315126,1683.7497062174964,469.92527261210085,1683.7497062174964,469.92527261210085,0.27909449419758287,0.2790944941975828,0.2790944941975828,True,none,,,3.11.15,Windows-10-10.0.26200-SP0,AMD64,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",22,perf_counter,1e-07,repeated local timing with hardware metadata; not a cross-machine normalized benchmark
legacy_offset32_static16,periodic_replanning_sipp,32,16,16->17,none,none,none,1,0.0,3,16,16,0,0,129,129,0,0,100.7617250000003,100.7617250000003,0.0,0.0,0.05991843331139535,0.0074975480838578535,0.00848427435277589,0.05385179992299527,0.06830060004722327,0.204520233363534,0.020182809805197096,0.022838999321105783,0.18766699999105185,0.22688680002465844,2152.9267851445416,630.744439699044,267.02967877761756,78.23186848980392,0.29297068718326047,0.29297068718326047,0.29297068718326047,True,none,,,3.11.15,Windows-10-10.0.26200-SP0,AMD64,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",22,perf_counter,1e-07,repeated local timing with hardware metadata; not a cross-machine normalized benchmark
legacy_offset32_static16,pibt_active_bag_replay,32,16,16->17,none,none,none,1,0.0,3,1,1,15,15,20706,20706,0,0,111.96200000000135,111.96200000000135,0.0,0.0,6.622969766690706,0.1301440067749078,0.14727180759602262,6.510011700098403,6.765284799970686,6.584405233385041,0.0684182085618407,0.07742249141607534,6.508620000095107,6.641624000039883,3126.3920460784693,3144.7031684826984,2.4158346729090847,2.4299840961906294,1.0058569501631112,1.0058569501631114,1.0058569501631112,True,none,,,3.11.15,Windows-10-10.0.26200-SP0,AMD64,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",22,perf_counter,1e-07,repeated local timing with hardware metadata; not a cross-machine normalized benchmark
legacy_offset32_static16,edge_score_event,32,16,16->17,none,none,none,1,0.0,3,12,12,4,4,205,205,0,0,63.96666666666609,63.96666666666609,0.0,0.0,0.14540986670181155,0.006084237555262468,0.006884962933075056,0.13847060000989586,0.14982970000710338,0.043164233366648354,0.006139809355029211,0.006947848344442231,0.038898700033314526,0.05020120006520301,1409.8080456973973,4749.302466666698,110.03379868857735,370.67726569105935,3.3687582370955576,3.368758237095558,3.368758237095558,True,none,,,3.11.15,Windows-10-10.0.26200-SP0,AMD64,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",22,perf_counter,1e-07,repeated local timing with hardware metadata; not a cross-machine normalized benchmark
legacy_offset32_static16,fallback_event,32,16,16->17,none,none,none,1,0.0,3,12,12,4,4,193,193,0,0,63.0,63.0,0.0,0.0,0.052189166696431734,0.0034570567064870082,0.003912027935384387,0.04988720000255853,0.05616450007073581,0.047887000061261155,0.011471649654097157,0.01298139363105046,0.03744880005251616,0.060168800060637295,3698.085488174613,4030.321376429884,306.57703528908706,334.1199068542909,1.089839969713427,1.089839969713427,1.0898399697134271,True,none,,,3.11.15,Windows-10-10.0.26200-SP0,AMD64,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",22,perf_counter,1e-07,repeated local timing with hardware metadata; not a cross-machine normalized benchmark
legacy_offset64_repair32,rolling_horizon_sipp,64,32,none,"28->47@[0.000,12000.000)",none,none,1,0.0,3,32,32,0,0,32,32,0,0,93.62435937499686,93.62435937499686,0.0,0.0,0.027259133329304557,0.004347221244787432,0.004919343937573572,0.022951300023123622,0.031644699978642166,0.07427573335977893,0.013306348039287562,0.015057550299930505,0.0644730000058189,0.08942350000143051,1173.9184666446765,430.827116105303,1173.9184666446765,430.827116105303,0.3669991812435696,0.3669991812435696,0.3669991812435696,True,none,,,3.11.15,Windows-10-10.0.26200-SP0,AMD64,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",22,perf_counter,1e-07,repeated local timing with hardware metadata; not a cross-machine normalized benchmark
legacy_offset64_repair32,periodic_replanning_sipp,64,32,none,"28->47@[0.000,12000.000)",none,none,1,0.0,3,32,32,0,0,265,265,0,0,132.5658068749994,132.5658068749994,0.0,0.0,0.14376383333001286,0.016781702598599655,0.018990284205013037,0.12565130006987602,0.15878479997627437,0.4677323999737079,0.02190606959781671,0.024789051351204863,0.44863110000733286,0.4916437999345362,1843.300876595903,566.5632742459067,222.58727566441092,68.41518783346798,0.3073634269041317,0.30736342690413165,0.3073634269041317,True,none,,,3.11.15,Windows-10-10.0.26200-SP0,AMD64,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",22,perf_counter,1e-07,repeated local timing with hardware metadata; not a cross-machine normalized benchmark
legacy_offset64_repair32,pibt_active_bag_replay,64,32,none,"28->47@[0.000,12000.000)",none,none,1,0.0,3,14,14,18,18,27600,27600,0,0,723.5961185714283,723.5961185714283,0.0,0.0,8.881197500003813,0.21155342544687725,0.23939523717429434,8.700897799921222,9.114084400003776,8.864357533360211,0.5919703590047692,0.6698775224024186,8.352147300029173,9.512456799973734,3107.6890250428673,3113.5928234087905,3.603117710194629,3.6099626938072933,1.0018997391046363,1.0018997391046363,1.0018997391046363,True,none,,,3.11.15,Windows-10-10.0.26200-SP0,AMD64,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",22,perf_counter,1e-07,repeated local timing with hardware metadata; not a cross-machine normalized benchmark
legacy_offset64_repair32,edge_score_event,64,32,none,"28->47@[0.000,12000.000)",none,none,1,0.0,3,15,15,17,17,323,323,0,0,64.80000000000013,64.80000000000013,0.0,0.0,0.2130855000189816,0.010080410304468788,0.011407058101540789,0.20378820004407316,0.22379920003004372,0.06669043330475688,0.007634471005298842,0.008639217224458172,0.05999169999267906,0.075002699973993,1515.823460400765,4843.273375117824,150.1744604731408,479.8289411881436,3.1951434330204402,3.1951434330204402,3.1951434330204407,True,none,,,3.11.15,Windows-10-10.0.26200-SP0,AMD64,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",22,perf_counter,1e-07,repeated local timing with hardware metadata; not a cross-machine normalized benchmark
legacy_offset64_repair32,fallback_event,64,32,none,"28->47@[0.000,12000.000)",none,none,1,0.0,3,13,13,19,19,321,321,0,0,61.76923076923077,61.76923076923077,0.0,0.0,0.09054113338546206,0.009643314925008892,0.010912438116955072,0.0834390000673011,0.1015194000210613,0.07037509993339579,0.020040185281261485,0.02267760447882274,0.05747689993586391,0.0934625999070704,3545.349919946353,4561.272386167834,353.43052161458974,454.70628148713615,1.2865506901041954,1.2865506901041952,1.2865506901041954,True,none,,,3.11.15,Windows-10-10.0.26200-SP0,AMD64,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",22,perf_counter,1e-07,repeated local timing with hardware metadata; not a cross-machine normalized benchmark
legacy_offset64_merge32,rolling_horizon_sipp,64,32,none,none,none,13->23:9;18->22:9,1,0.0,3,32,32,0,0,32,32,0,0,96.42640781249696,96.42640781249696,0.0,0.0,0.033551666691588856,0.005122166363000996,0.0057962768918848355,0.029370800009928644,0.03926520003005862,0.09743463329505175,0.015801827854272782,0.017881451548090933,0.07950929994694889,0.10934850003104657,953.7529176761329,328.42531364691996,953.7529176761329,328.42531364691996,0.3443505205175621,0.34435052051756215,0.34435052051756215,True,none,,,3.11.15,Windows-10-10.0.26200-SP0,AMD64,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",22,perf_counter,1e-07,repeated local timing with hardware metadata; not a cross-machine normalized benchmark
legacy_offset64_merge32,periodic_replanning_sipp,64,32,none,none,none,13->23:9;18->22:9,1,0.0,3,32,32,0,0,260,260,0,0,127.5658068749994,127.5658068749994,0.0,0.0,0.18564883336269608,0.021750165549521392,0.024612629312472798,0.1645113000413403,0.20796380005776882,0.5332522999572878,0.09596072851046954,0.10858978677681828,0.422476299921982,0.5908695999532938,1400.4935839916993,487.574080825953,172.3684411066707,60.009117640117296,0.3481444587816425,0.3481444587816425,0.3481444587816425,True,none,,,3.11.15,Windows-10-10.0.26200-SP0,AMD64,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",22,perf_counter,1e-07,repeated local timing with hardware metadata; not a cross-machine normalized benchmark
legacy_offset64_merge32,pibt_active_bag_replay,64,32,none,none,none,13->23:9;18->22:9,1,0.0,3,14,14,18,18,27600,27600,0,0,723.5961185714283,723.5961185714283,0.0,0.0,8.886932066641748,0.22191449597994634,0.2511198922225602,8.649310700013302,9.088797600008547,8.687420066640092,0.2082413223551222,0.23564723969554152,8.543946899939328,8.92626749991905,3105.6836929810884,3177.0076487937636,3.6007926875143053,3.683487129036248,1.0229656213779494,1.0229656213779494,1.0229656213779494,True,none,,,3.11.15,Windows-10-10.0.26200-SP0,AMD64,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",22,perf_counter,1e-07,repeated local timing with hardware metadata; not a cross-machine normalized benchmark
legacy_offset64_merge32,edge_score_event,64,32,none,none,none,13->23:9;18->22:9,1,0.0,3,14,14,18,18,332,332,0,0,65.45714285714283,65.45714285714283,0.0,0.0,0.22081980000560483,0.007150227600506101,0.008091244226641807,0.21292870002798736,0.22686860000248998,0.06842823338229209,0.008904177986230302,0.010076025932234313,0.0609736000187695,0.07828790007624775,1503.488364682756,4851.798498803788,144.91454117424152,467.6432288003651,3.2270276330522476,3.227027633052247,3.2270276330522476,True,none,,,3.11.15,Windows-10-10.0.26200-SP0,AMD64,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",22,perf_counter,1e-07,repeated local timing with hardware metadata; not a cross-machine normalized benchmark
legacy_offset64_merge32,fallback_event,64,32,none,none,none,13->23:9;18->22:9,1,0.0,3,13,13,19,19,334,334,0,0,62.95384615384557,62.95384615384557,0.0,0.0,0.09764453334112962,0.007431590106706102,0.008409635875282907,0.09172369993757457,0.10598420002497733,0.060767033331406616,0.003913024377585262,0.004428003928379061,0.056974099949002266,0.06478999997489154,3420.570395202178,5496.401283545574,327.7193193008075,526.6013205792167,1.6068668813993814,1.6068668813993816,1.6068668813993814,True,none,,,3.11.15,Windows-10-10.0.26200-SP0,AMD64,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",22,perf_counter,1e-07,repeated local timing with hardware metadata; not a cross-machine normalized benchmark
