scenario,context,replay_variant,label_taxonomy,label_role,count,share
legacy_first16_buffer2,buffer_capacity,reroute_from_current_legacy,REROUTE_NOW_LEGACY,primary_g4a,4,0.023391812865497075
legacy_first16_buffer2,buffer_capacity,ablation_edge_capacity_2,ABSTAIN_NO_TEACHER,auxiliary_or_exclusion,1,0.008264462809917356
legacy_first16_buffer2,buffer_capacity,ablation_edge_capacity_2,LEGACY_NEXT_TEMPORARILY_BLOCKED,auxiliary_or_exclusion,1,0.008264462809917356
legacy_first16_buffer2,buffer_capacity,ablation_edge_capacity_2,MOVE_NOW_LEGACY,primary_g4a,119,0.9834710743801653
legacy_first16_buffer2,buffer_capacity,ablation_disable_edge_capacity,MOVE_NOW_LEGACY,primary_g4a,121,1.0
legacy_first16_buffer2,buffer_capacity,ablation_disable_merge_group,ABSTAIN_NO_TEACHER,auxiliary_or_exclusion,2,0.011904761904761904
legacy_first16_buffer2,buffer_capacity,ablation_disable_merge_group,LEGACY_NEXT_GLOBALLY_UNSAFE,auxiliary_or_exclusion,2,0.011904761904761904
legacy_first16_buffer2,buffer_capacity,ablation_disable_merge_group,LEGACY_NEXT_TEMPORARILY_BLOCKED,auxiliary_or_exclusion,47,0.27976190476190477
legacy_first16_buffer2,buffer_capacity,ablation_disable_merge_group,MOVE_NOW_LEGACY,primary_g4a,117,0.6964285714285714
legacy_first16_buffer2,buffer_capacity,hybrid_legacy_wait_sipp_fallback,HOLD_UNTIL_SAFE_LEGACY_NEXT,primary_g4a,21,0.168
legacy_first16_buffer2,buffer_capacity,hybrid_legacy_wait_sipp_fallback,LEGACY_NO_PATH,auxiliary_or_exclusion,7,0.056
legacy_first16_buffer2,buffer_capacity,hybrid_legacy_wait_sipp_fallback,MOVE_NOW_LEGACY,primary_g4a,97,0.776
legacy_first32,no_fault,g3c_baseline_reproduction,ABSTAIN_NO_TEACHER,auxiliary_or_exclusion,11,0.03283582089552239
legacy_first32,no_fault,g3c_baseline_reproduction,LEGACY_NEXT_GLOBALLY_UNSAFE,auxiliary_or_exclusion,8,0.023880597014925373
legacy_first32,no_fault,g3c_baseline_reproduction,LEGACY_NEXT_TEMPORARILY_BLOCKED,auxiliary_or_exclusion,101,0.30149253731343284
legacy_first32,no_fault,g3c_baseline_reproduction,LEGACY_NO_PATH,auxiliary_or_exclusion,4,0.011940298507462687
legacy_first32,no_fault,g3c_baseline_reproduction,MOVE_NOW_LEGACY,primary_g4a,211,0.6298507462686567
legacy_first32,no_fault,wait_fixed_hold_1s,ABSTAIN_NO_TEACHER,auxiliary_or_exclusion,11,0.03283582089552239
legacy_first32,no_fault,wait_fixed_hold_1s,HOLD_UNTIL_SAFE_LEGACY_NEXT,primary_g4a,109,0.3253731343283582
legacy_first32,no_fault,wait_fixed_hold_1s,LEGACY_NO_PATH,auxiliary_or_exclusion,4,0.011940298507462687
legacy_first32,no_fault,wait_fixed_hold_1s,MOVE_NOW_LEGACY,primary_g4a,211,0.6298507462686567
legacy_first32,no_fault,wait_fixed_hold_2s,ABSTAIN_NO_TEACHER,auxiliary_or_exclusion,10,0.03546099290780142
legacy_first32,no_fault,wait_fixed_hold_2s,HOLD_UNTIL_SAFE_LEGACY_NEXT,primary_g4a,59,0.20921985815602837
legacy_first32,no_fault,wait_fixed_hold_2s,LEGACY_NO_PATH,auxiliary_or_exclusion,3,0.010638297872340425
legacy_first32,no_fault,wait_fixed_hold_2s,MOVE_NOW_LEGACY,primary_g4a,210,0.7446808510638298
legacy_first32,no_fault,wait_fixed_hold_5s,ABSTAIN_NO_TEACHER,auxiliary_or_exclusion,6,0.02181818181818182
legacy_first32,no_fault,wait_fixed_hold_5s,HOLD_UNTIL_SAFE_LEGACY_NEXT,primary_g4a,31,0.11272727272727273
legacy_first32,no_fault,wait_fixed_hold_5s,LEGACY_NO_PATH,auxiliary_or_exclusion,15,0.05454545454545454
legacy_first32,no_fault,wait_fixed_hold_5s,MOVE_NOW_LEGACY,primary_g4a,223,0.8109090909090909
legacy_first32,no_fault,jump_to_earliest_safe_time,ABSTAIN_NO_TEACHER,auxiliary_or_exclusion,5,0.02032520325203252
legacy_first32,no_fault,jump_to_earliest_safe_time,HOLD_UNTIL_SAFE_LEGACY_NEXT,primary_g4a,41,0.16666666666666666
legacy_first32,no_fault,jump_to_earliest_safe_time,LEGACY_NEXT_GLOBALLY_UNSAFE,auxiliary_or_exclusion,2,0.008130081300813009
legacy_first32,no_fault,jump_to_earliest_safe_time,LEGACY_NO_PATH,auxiliary_or_exclusion,21,0.08536585365853659
legacy_first32,no_fault,jump_to_earliest_safe_time,MOVE_NOW_LEGACY,primary_g4a,177,0.7195121951219512
legacy_first32,no_fault,reroute_from_current_legacy,ABSTAIN_NO_TEACHER,auxiliary_or_exclusion,7,0.019662921348314606
legacy_first32,no_fault,reroute_from_current_legacy,LEGACY_NEXT_GLOBALLY_UNSAFE,auxiliary_or_exclusion,4,0.011235955056179775
legacy_first32,no_fault,reroute_from_current_legacy,LEGACY_NEXT_TEMPORARILY_BLOCKED,auxiliary_or_exclusion,85,0.23876404494382023
legacy_first32,no_fault,reroute_from_current_legacy,LEGACY_NO_PATH,auxiliary_or_exclusion,2,0.0056179775280898875
legacy_first32,no_fault,reroute_from_current_legacy,MOVE_NOW_LEGACY,primary_g4a,250,0.702247191011236
legacy_first32,no_fault,reroute_from_current_legacy,REROUTE_NOW_LEGACY,primary_g4a,8,0.02247191011235955
legacy_first32,no_fault,ablation_edge_capacity_2,ABSTAIN_NO_TEACHER,auxiliary_or_exclusion,6,0.022641509433962263
legacy_first32,no_fault,ablation_edge_capacity_2,LEGACY_NEXT_GLOBALLY_UNSAFE,auxiliary_or_exclusion,3,0.011320754716981131
legacy_first32,no_fault,ablation_edge_capacity_2,LEGACY_NEXT_TEMPORARILY_BLOCKED,auxiliary_or_exclusion,18,0.06792452830188679
legacy_first32,no_fault,ablation_edge_capacity_2,LEGACY_NO_PATH,auxiliary_or_exclusion,7,0.026415094339622643
legacy_first32,no_fault,ablation_edge_capacity_2,MOVE_NOW_LEGACY,primary_g4a,231,0.8716981132075472
legacy_first32,no_fault,ablation_disable_edge_capacity,LEGACY_NO_PATH,auxiliary_or_exclusion,6,0.023529411764705882
legacy_first32,no_fault,ablation_disable_edge_capacity,MOVE_NOW_LEGACY,primary_g4a,249,0.9764705882352941
legacy_first32,no_fault,ablation_disable_merge_group,ABSTAIN_NO_TEACHER,auxiliary_or_exclusion,11,0.03283582089552239
legacy_first32,no_fault,ablation_disable_merge_group,LEGACY_NEXT_GLOBALLY_UNSAFE,auxiliary_or_exclusion,8,0.023880597014925373
legacy_first32,no_fault,ablation_disable_merge_group,LEGACY_NEXT_TEMPORARILY_BLOCKED,auxiliary_or_exclusion,101,0.30149253731343284
legacy_first32,no_fault,ablation_disable_merge_group,LEGACY_NO_PATH,auxiliary_or_exclusion,4,0.011940298507462687
legacy_first32,no_fault,ablation_disable_merge_group,MOVE_NOW_LEGACY,primary_g4a,211,0.6298507462686567
legacy_first32,no_fault,hybrid_legacy_wait_sipp_fallback,ABSTAIN_NO_TEACHER,auxiliary_or_exclusion,5,0.02032520325203252
legacy_first32,no_fault,hybrid_legacy_wait_sipp_fallback,HOLD_UNTIL_SAFE_LEGACY_NEXT,primary_g4a,41,0.16666666666666666
legacy_first32,no_fault,hybrid_legacy_wait_sipp_fallback,LEGACY_NEXT_GLOBALLY_UNSAFE,auxiliary_or_exclusion,2,0.008130081300813009
legacy_first32,no_fault,hybrid_legacy_wait_sipp_fallback,LEGACY_NO_PATH,auxiliary_or_exclusion,21,0.08536585365853659
legacy_first32,no_fault,hybrid_legacy_wait_sipp_fallback,MOVE_NOW_LEGACY,primary_g4a,175,0.7113821138211383
legacy_first32,no_fault,hybrid_legacy_wait_sipp_fallback,SIPP_REPAIR_MOVE,auxiliary_or_exclusion,2,0.008130081300813009
legacy_offset32_static16,static_fault,g3c_baseline_reproduction,ABSTAIN_NO_TEACHER,auxiliary_or_exclusion,7,0.03684210526315789
legacy_offset32_static16,static_fault,g3c_baseline_reproduction,LEGACY_NEXT_GLOBALLY_UNSAFE,auxiliary_or_exclusion,4,0.021052631578947368
legacy_offset32_static16,static_fault,g3c_baseline_reproduction,LEGACY_NEXT_TEMPORARILY_BLOCKED,auxiliary_or_exclusion,63,0.33157894736842103
legacy_offset32_static16,static_fault,g3c_baseline_reproduction,LEGACY_NO_PATH,auxiliary_or_exclusion,6,0.031578947368421054
legacy_offset32_static16,static_fault,g3c_baseline_reproduction,MOVE_NOW_LEGACY,primary_g4a,110,0.5789473684210527
legacy_offset32_static16,static_fault,wait_fixed_hold_1s,ABSTAIN_NO_TEACHER,auxiliary_or_exclusion,7,0.03684210526315789
legacy_offset32_static16,static_fault,wait_fixed_hold_1s,HOLD_UNTIL_SAFE_LEGACY_NEXT,primary_g4a,67,0.3526315789473684
legacy_offset32_static16,static_fault,wait_fixed_hold_1s,LEGACY_NO_PATH,auxiliary_or_exclusion,6,0.031578947368421054
legacy_offset32_static16,static_fault,wait_fixed_hold_1s,MOVE_NOW_LEGACY,primary_g4a,110,0.5789473684210527
legacy_offset32_static16,static_fault,wait_fixed_hold_2s,ABSTAIN_NO_TEACHER,auxiliary_or_exclusion,7,0.04375
legacy_offset32_static16,static_fault,wait_fixed_hold_2s,HOLD_UNTIL_SAFE_LEGACY_NEXT,primary_g4a,39,0.24375
legacy_offset32_static16,static_fault,wait_fixed_hold_2s,LEGACY_NO_PATH,auxiliary_or_exclusion,3,0.01875
legacy_offset32_static16,static_fault,wait_fixed_hold_2s,MOVE_NOW_LEGACY,primary_g4a,111,0.69375
legacy_offset32_static16,static_fault,wait_fixed_hold_5s,ABSTAIN_NO_TEACHER,auxiliary_or_exclusion,2,0.012345679012345678
legacy_offset32_static16,static_fault,wait_fixed_hold_5s,HOLD_UNTIL_SAFE_LEGACY_NEXT,primary_g4a,28,0.1728395061728395
legacy_offset32_static16,static_fault,wait_fixed_hold_5s,LEGACY_NO_PATH,auxiliary_or_exclusion,19,0.11728395061728394
legacy_offset32_static16,static_fault,wait_fixed_hold_5s,MOVE_NOW_LEGACY,primary_g4a,113,0.6975308641975309
legacy_offset32_static16,static_fault,jump_to_earliest_safe_time,ABSTAIN_NO_TEACHER,auxiliary_or_exclusion,6,0.04477611940298507
legacy_offset32_static16,static_fault,jump_to_earliest_safe_time,HOLD_UNTIL_SAFE_LEGACY_NEXT,primary_g4a,18,0.13432835820895522
legacy_offset32_static16,static_fault,jump_to_earliest_safe_time,LEGACY_NEXT_GLOBALLY_UNSAFE,auxiliary_or_exclusion,1,0.007462686567164179
legacy_offset32_static16,static_fault,jump_to_earliest_safe_time,LEGACY_NO_PATH,auxiliary_or_exclusion,10,0.07462686567164178
legacy_offset32_static16,static_fault,jump_to_earliest_safe_time,MOVE_NOW_LEGACY,primary_g4a,99,0.7388059701492538
legacy_offset32_static16,static_fault,reroute_from_current_legacy,ABSTAIN_NO_TEACHER,auxiliary_or_exclusion,4,0.02072538860103627
legacy_offset32_static16,static_fault,reroute_from_current_legacy,LEGACY_NEXT_GLOBALLY_UNSAFE,auxiliary_or_exclusion,1,0.0051813471502590676
legacy_offset32_static16,static_fault,reroute_from_current_legacy,LEGACY_NEXT_TEMPORARILY_BLOCKED,auxiliary_or_exclusion,53,0.27461139896373055
legacy_offset32_static16,static_fault,reroute_from_current_legacy,LEGACY_NO_PATH,auxiliary_or_exclusion,5,0.025906735751295335
legacy_offset32_static16,static_fault,reroute_from_current_legacy,MOVE_NOW_LEGACY,primary_g4a,126,0.6528497409326425
legacy_offset32_static16,static_fault,reroute_from_current_legacy,REROUTE_NOW_LEGACY,primary_g4a,4,0.02072538860103627
legacy_offset32_static16,static_fault,ablation_edge_capacity_2,ABSTAIN_NO_TEACHER,auxiliary_or_exclusion,3,0.02112676056338028
legacy_offset32_static16,static_fault,ablation_edge_capacity_2,LEGACY_NEXT_GLOBALLY_UNSAFE,auxiliary_or_exclusion,2,0.014084507042253521
legacy_offset32_static16,static_fault,ablation_edge_capacity_2,LEGACY_NEXT_TEMPORARILY_BLOCKED,auxiliary_or_exclusion,14,0.09859154929577464
legacy_offset32_static16,static_fault,ablation_edge_capacity_2,LEGACY_NO_PATH,auxiliary_or_exclusion,10,0.07042253521126761
legacy_offset32_static16,static_fault,ablation_edge_capacity_2,MOVE_NOW_LEGACY,primary_g4a,113,0.795774647887324
legacy_offset32_static16,static_fault,ablation_disable_edge_capacity,LEGACY_NO_PATH,auxiliary_or_exclusion,10,0.07751937984496124
legacy_offset32_static16,static_fault,ablation_disable_edge_capacity,MOVE_NOW_LEGACY,primary_g4a,119,0.9224806201550387
legacy_offset32_static16,static_fault,ablation_disable_merge_group,ABSTAIN_NO_TEACHER,auxiliary_or_exclusion,7,0.03684210526315789
legacy_offset32_static16,static_fault,ablation_disable_merge_group,LEGACY_NEXT_GLOBALLY_UNSAFE,auxiliary_or_exclusion,4,0.021052631578947368
legacy_offset32_static16,static_fault,ablation_disable_merge_group,LEGACY_NEXT_TEMPORARILY_BLOCKED,auxiliary_or_exclusion,63,0.33157894736842103
legacy_offset32_static16,static_fault,ablation_disable_merge_group,LEGACY_NO_PATH,auxiliary_or_exclusion,6,0.031578947368421054
legacy_offset32_static16,static_fault,ablation_disable_merge_group,MOVE_NOW_LEGACY,primary_g4a,110,0.5789473684210527
legacy_offset32_static16,static_fault,hybrid_legacy_wait_sipp_fallback,ABSTAIN_NO_TEACHER,auxiliary_or_exclusion,6,0.04477611940298507
legacy_offset32_static16,static_fault,hybrid_legacy_wait_sipp_fallback,HOLD_UNTIL_SAFE_LEGACY_NEXT,primary_g4a,18,0.13432835820895522
legacy_offset32_static16,static_fault,hybrid_legacy_wait_sipp_fallback,LEGACY_NEXT_GLOBALLY_UNSAFE,auxiliary_or_exclusion,1,0.007462686567164179
legacy_offset32_static16,static_fault,hybrid_legacy_wait_sipp_fallback,LEGACY_NO_PATH,auxiliary_or_exclusion,10,0.07462686567164178
legacy_offset32_static16,static_fault,hybrid_legacy_wait_sipp_fallback,MOVE_NOW_LEGACY,primary_g4a,96,0.7164179104477612
legacy_offset32_static16,static_fault,hybrid_legacy_wait_sipp_fallback,SIPP_REPAIR_MOVE,auxiliary_or_exclusion,3,0.022388059701492536
legacy_offset64_repair32,repair_window,g3c_baseline_reproduction,ABSTAIN_NO_TEACHER,auxiliary_or_exclusion,22,0.06748466257668712
legacy_offset64_repair32,repair_window,g3c_baseline_reproduction,LEGACY_NEXT_GLOBALLY_UNSAFE,auxiliary_or_exclusion,14,0.04294478527607362
legacy_offset64_repair32,repair_window,g3c_baseline_reproduction,LEGACY_NEXT_TEMPORARILY_BLOCKED,auxiliary_or_exclusion,101,0.3098159509202454
legacy_offset64_repair32,repair_window,g3c_baseline_reproduction,LEGACY_NO_PATH,auxiliary_or_exclusion,13,0.03987730061349693
legacy_offset64_repair32,repair_window,g3c_baseline_reproduction,MOVE_NOW_LEGACY,primary_g4a,176,0.5398773006134969
legacy_offset64_repair32,repair_window,wait_fixed_hold_1s,ABSTAIN_NO_TEACHER,auxiliary_or_exclusion,22,0.06748466257668712
legacy_offset64_repair32,repair_window,wait_fixed_hold_1s,HOLD_UNTIL_SAFE_LEGACY_NEXT,primary_g4a,115,0.35276073619631904
legacy_offset64_repair32,repair_window,wait_fixed_hold_1s,LEGACY_NO_PATH,auxiliary_or_exclusion,13,0.03987730061349693
legacy_offset64_repair32,repair_window,wait_fixed_hold_1s,MOVE_NOW_LEGACY,primary_g4a,176,0.5398773006134969
legacy_offset64_repair32,repair_window,wait_fixed_hold_2s,ABSTAIN_NO_TEACHER,auxiliary_or_exclusion,18,0.06382978723404255
legacy_offset64_repair32,repair_window,wait_fixed_hold_2s,HOLD_UNTIL_SAFE_LEGACY_NEXT,primary_g4a,69,0.24468085106382978
legacy_offset64_repair32,repair_window,wait_fixed_hold_2s,LEGACY_NO_PATH,auxiliary_or_exclusion,20,0.07092198581560284
legacy_offset64_repair32,repair_window,wait_fixed_hold_2s,MOVE_NOW_LEGACY,primary_g4a,175,0.6205673758865248
legacy_offset64_repair32,repair_window,wait_fixed_hold_5s,ABSTAIN_NO_TEACHER,auxiliary_or_exclusion,9,0.030405405405405407
legacy_offset64_repair32,repair_window,wait_fixed_hold_5s,HOLD_UNTIL_SAFE_LEGACY_NEXT,primary_g4a,51,0.17229729729729729
legacy_offset64_repair32,repair_window,wait_fixed_hold_5s,LEGACY_NO_PATH,auxiliary_or_exclusion,44,0.14864864864864866
legacy_offset64_repair32,repair_window,wait_fixed_hold_5s,MOVE_NOW_LEGACY,primary_g4a,192,0.6486486486486487
legacy_offset64_repair32,repair_window,jump_to_earliest_safe_time,ABSTAIN_NO_TEACHER,auxiliary_or_exclusion,11,0.0421455938697318
legacy_offset64_repair32,repair_window,jump_to_earliest_safe_time,HOLD_UNTIL_SAFE_LEGACY_NEXT,primary_g4a,34,0.13026819923371646
legacy_offset64_repair32,repair_window,jump_to_earliest_safe_time,LEGACY_NEXT_GLOBALLY_UNSAFE,auxiliary_or_exclusion,5,0.019157088122605363
legacy_offset64_repair32,repair_window,jump_to_earliest_safe_time,LEGACY_NO_PATH,auxiliary_or_exclusion,68,0.26053639846743293
legacy_offset64_repair32,repair_window,jump_to_earliest_safe_time,MOVE_NOW_LEGACY,primary_g4a,143,0.5478927203065134
legacy_offset64_repair32,repair_window,reroute_from_current_legacy,ABSTAIN_NO_TEACHER,auxiliary_or_exclusion,19,0.05956112852664577
legacy_offset64_repair32,repair_window,reroute_from_current_legacy,LEGACY_NEXT_GLOBALLY_UNSAFE,auxiliary_or_exclusion,10,0.03134796238244514
legacy_offset64_repair32,repair_window,reroute_from_current_legacy,LEGACY_NEXT_TEMPORARILY_BLOCKED,auxiliary_or_exclusion,75,0.23510971786833856
legacy_offset64_repair32,repair_window,reroute_from_current_legacy,LEGACY_NO_PATH,auxiliary_or_exclusion,14,0.0438871473354232
legacy_offset64_repair32,repair_window,reroute_from_current_legacy,MOVE_NOW_LEGACY,primary_g4a,194,0.6081504702194357
legacy_offset64_repair32,repair_window,reroute_from_current_legacy,REROUTE_NOW_LEGACY,primary_g4a,7,0.0219435736677116
legacy_offset64_repair32,repair_window,ablation_edge_capacity_2,ABSTAIN_NO_TEACHER,auxiliary_or_exclusion,18,0.06293706293706294
legacy_offset64_repair32,repair_window,ablation_edge_capacity_2,LEGACY_NEXT_GLOBALLY_UNSAFE,auxiliary_or_exclusion,4,0.013986013986013986
legacy_offset64_repair32,repair_window,ablation_edge_capacity_2,LEGACY_NEXT_TEMPORARILY_BLOCKED,auxiliary_or_exclusion,41,0.14335664335664336
legacy_offset64_repair32,repair_window,ablation_edge_capacity_2,LEGACY_NO_PATH,auxiliary_or_exclusion,17,0.05944055944055944
legacy_offset64_repair32,repair_window,ablation_edge_capacity_2,MOVE_NOW_LEGACY,primary_g4a,206,0.7202797202797203
legacy_offset64_repair32,repair_window,ablation_disable_edge_capacity,LEGACY_NO_PATH,auxiliary_or_exclusion,24,0.08856088560885608
legacy_offset64_repair32,repair_window,ablation_disable_edge_capacity,MOVE_NOW_LEGACY,primary_g4a,247,0.9114391143911439
legacy_offset64_repair32,repair_window,ablation_disable_merge_group,ABSTAIN_NO_TEACHER,auxiliary_or_exclusion,22,0.06748466257668712
legacy_offset64_repair32,repair_window,ablation_disable_merge_group,LEGACY_NEXT_GLOBALLY_UNSAFE,auxiliary_or_exclusion,14,0.04294478527607362
legacy_offset64_repair32,repair_window,ablation_disable_merge_group,LEGACY_NEXT_TEMPORARILY_BLOCKED,auxiliary_or_exclusion,101,0.3098159509202454
legacy_offset64_repair32,repair_window,ablation_disable_merge_group,LEGACY_NO_PATH,auxiliary_or_exclusion,13,0.03987730061349693
legacy_offset64_repair32,repair_window,ablation_disable_merge_group,MOVE_NOW_LEGACY,primary_g4a,176,0.5398773006134969
legacy_offset64_repair32,repair_window,hybrid_legacy_wait_sipp_fallback,ABSTAIN_NO_TEACHER,auxiliary_or_exclusion,7,0.027559055118110236
legacy_offset64_repair32,repair_window,hybrid_legacy_wait_sipp_fallback,FALLBACK_SAFE_MOVE,auxiliary_or_exclusion,2,0.007874015748031496
legacy_offset64_repair32,repair_window,hybrid_legacy_wait_sipp_fallback,HOLD_UNTIL_SAFE_LEGACY_NEXT,primary_g4a,32,0.12598425196850394
legacy_offset64_repair32,repair_window,hybrid_legacy_wait_sipp_fallback,LEGACY_NEXT_GLOBALLY_UNSAFE,auxiliary_or_exclusion,1,0.003937007874015748
legacy_offset64_repair32,repair_window,hybrid_legacy_wait_sipp_fallback,LEGACY_NO_PATH,auxiliary_or_exclusion,59,0.23228346456692914
