scenario,segment_id,task_id,current,legacy_next,goal,ready_time,blocked_reason,edge_start,edge_end,occupying_segment_id,occupying_task_id,occupancy_start,occupancy_end,earliest_release_time,wait_needed,can_current_node_hold,node_hold_capacity_reason,merge_group_reason,event_variant,queue_rank,queue_length,label_source
legacy_first16,2:storage_in,2,18,22,47,8882.216299,edge_capacity,18,22,1:storage_in,1,8875.05,8883.45,8883.445453,1.2291540000005625,True,ok,,fifo_edge_queue_scheduler,2,2,fifo_edge_queue_earliest_release
legacy_first16,3:storage_in,3,18,22,47,8889.800872000002,edge_capacity,18,22,2:storage_in,2,8883.45,8891.85,8891.845453,2.0445809999982885,True,ok,,fifo_edge_queue_scheduler,2,2,fifo_edge_queue_earliest_release
legacy_first16,2:storage_in,2,22,24,47,8892.845453,edge_capacity,22,24,1:storage_in,1,8884.45,8894.85,8894.845453,2.0,True,ok,,fifo_edge_queue_scheduler,2,2,fifo_edge_queue_earliest_release
legacy_first16,3:storage_in,3,22,24,47,8901.245453,edge_capacity,22,24,2:storage_in,2,8894.85,8905.25,8905.245453,4.0,True,ok,,fifo_edge_queue_scheduler,2,2,fifo_edge_queue_earliest_release
legacy_first16,2:storage_in,2,27,28,47,8908.845453,edge_capacity,27,28,1:storage_in,1,8898.45,8909.25,8909.245453,0.3999999999996362,True,ok,,fifo_edge_queue_scheduler,2,2,fifo_edge_queue_earliest_release
legacy_first16,3:storage_in,3,27,28,47,8919.245453,edge_capacity,27,28,2:storage_in,2,8909.25,8920.05,8920.045452999999,0.7999999999992724,True,ok,,fifo_edge_queue_scheduler,2,2,fifo_edge_queue_earliest_release
legacy_first16,5:storage_in,5,18,22,47,9477.815484,edge_capacity,18,22,4:storage_in,4,9472.28,9480.68,9480.682986000002,2.867502000000968,True,ok,,fifo_edge_queue_scheduler,2,2,fifo_edge_queue_earliest_release
legacy_first16,5:storage_in,5,22,24,47,9490.082986000001,edge_capacity,22,24,4:storage_in,4,9481.68,9492.08,9492.082986000001,2.0,True,ok,,fifo_edge_queue_scheduler,2,2,fifo_edge_queue_earliest_release
legacy_first16,5:storage_in,5,27,28,47,9506.082986000001,edge_capacity,27,28,4:storage_in,4,9495.68,9506.48,9506.482986,0.3999999999996362,True,ok,,fifo_edge_queue_scheduler,2,2,fifo_edge_queue_earliest_release
legacy_first16,10:storage_in,10,18,22,47,10094.37294,edge_capacity,18,22,9:storage_in,9,10092.5,10100.9,10100.934140000001,6.561200000001918,True,ok,,fifo_edge_queue_scheduler,2,2,fifo_edge_queue_earliest_release
legacy_first16,9:storage_in,9,22,24,47,10101.934140000001,edge_capacity,22,24,7:storage_in,7,10092.5,10102.9,10102.88213,0.9479899999987538,True,ok,,fifo_edge_queue_scheduler,2,2,fifo_edge_queue_earliest_release
legacy_first16,10:storage_in,10,22,24,47,10110.33414,edge_capacity,22,24,9:storage_in,9,10102.9,10113.3,10113.28213,2.9479899999987538,True,ok,,fifo_edge_queue_scheduler,2,2,fifo_edge_queue_earliest_release
legacy_first16,8:storage_in,8,27,28,47,10113.706480000003,edge_capacity,27,28,7:storage_in,7,10106.5,10117.3,10117.28213,3.57564999999704,True,ok,,fifo_edge_queue_scheduler,2,2,fifo_edge_queue_earliest_release
legacy_first16,9:storage_in,9,27,28,47,10118.88213,edge_capacity,27,28,8:storage_in,8,10117.3,10128.1,10128.082129999999,9.199999999998909,True,ok,,fifo_edge_queue_scheduler,2,2,fifo_edge_queue_earliest_release
legacy_first16,10:storage_in,10,27,28,47,10129.28213,edge_capacity,27,28,9:storage_in,9,10128.1,10138.9,10138.882129999998,9.599999999998545,True,ok,,fifo_edge_queue_scheduler,2,2,fifo_edge_queue_earliest_release
legacy_first16,14:storage_in,14,18,22,47,10679.68828,edge_capacity,18,22,13:storage_in,13,10672.4,10680.8,10680.77885,1.090570000000298,True,ok,,fifo_edge_queue_scheduler,2,2,fifo_edge_queue_earliest_release
legacy_first16,15:storage_in,15,18,22,47,10685.645400000001,edge_capacity,18,22,14:storage_in,14,10680.8,10689.2,10689.17885,3.533449999998993,True,ok,,fifo_edge_queue_scheduler,2,2,fifo_edge_queue_earliest_release
legacy_first16,14:storage_in,14,22,24,47,10690.17885,edge_capacity,22,24,13:storage_in,13,10681.8,10692.2,10692.17885,2.0,True,ok,,fifo_edge_queue_scheduler,2,2,fifo_edge_queue_earliest_release
legacy_first16,15:storage_in,15,22,24,47,10698.57885,edge_capacity,22,24,14:storage_in,14,10692.2,10702.6,10702.57885,4.0,True,ok,,fifo_edge_queue_scheduler,2,2,fifo_edge_queue_earliest_release
legacy_first16,14:storage_in,14,27,28,47,10706.17885,edge_capacity,27,28,13:storage_in,13,10695.8,10706.6,10706.57885,0.3999999999996362,True,ok,,fifo_edge_queue_scheduler,2,2,fifo_edge_queue_earliest_release
legacy_first16,15:storage_in,15,27,28,47,10716.57885,edge_capacity,27,28,14:storage_in,14,10706.6,10717.4,10717.37885,0.7999999999992724,True,ok,,fifo_edge_queue_scheduler,2,2,fifo_edge_queue_earliest_release
legacy_first16,2:storage_in,2,18,22,47,8882.216299,edge_capacity,18,22,1:storage_in,1,8875.05,8883.45,8883.445453,1.2291540000005625,True,ok,,capacity_wait_budget_5s,2,2,capacity_wait_budget_5s
legacy_first16,3:storage_in,3,18,22,47,8889.800872000002,edge_capacity,18,22,2:storage_in,2,8883.45,8891.85,8891.845453,2.0445809999982885,True,ok,,capacity_wait_budget_5s,2,2,capacity_wait_budget_5s
legacy_first16,2:storage_in,2,22,24,47,8892.845453,edge_capacity,22,24,1:storage_in,1,8884.45,8894.85,8894.845453,2.0,True,ok,,capacity_wait_budget_5s,2,2,capacity_wait_budget_5s
legacy_first16,3:storage_in,3,22,24,47,8901.245453,edge_capacity,22,24,2:storage_in,2,8894.85,8905.25,8905.245453,4.0,True,ok,,capacity_wait_budget_5s,2,2,capacity_wait_budget_5s
legacy_first16,2:storage_in,2,27,28,47,8908.845453,edge_capacity,27,28,1:storage_in,1,8898.45,8909.25,8909.245453,0.3999999999996362,True,ok,,capacity_wait_budget_5s,2,2,capacity_wait_budget_5s
legacy_first16,3:storage_in,3,27,28,47,8919.245453,edge_capacity,27,28,2:storage_in,2,8909.25,8920.05,8920.045452999999,0.7999999999992724,True,ok,,capacity_wait_budget_5s,2,2,capacity_wait_budget_5s
legacy_first16,5:storage_in,5,18,22,47,9477.815484,edge_capacity,18,22,4:storage_in,4,9472.28,9480.68,9480.682986000002,2.867502000000968,True,ok,,capacity_wait_budget_5s,2,2,capacity_wait_budget_5s
legacy_first16,5:storage_in,5,22,24,47,9490.082986000001,edge_capacity,22,24,4:storage_in,4,9481.68,9492.08,9492.082986000001,2.0,True,ok,,capacity_wait_budget_5s,2,2,capacity_wait_budget_5s
legacy_first16,5:storage_in,5,27,28,47,9506.082986000001,edge_capacity,27,28,4:storage_in,4,9495.68,9506.48,9506.482986,0.3999999999996362,True,ok,,capacity_wait_budget_5s,2,2,capacity_wait_budget_5s
legacy_first16,10:storage_in,10,18,22,47,10094.37294,edge_capacity,18,22,9:storage_in,9,10092.5,10100.9,10100.934140000001,6.561200000001918,True,ok,,capacity_wait_budget_5s,2,2,capacity_wait_budget_5s
legacy_first16,9:storage_in,9,22,24,47,10101.934140000001,edge_capacity,22,24,7:storage_in,7,10092.5,10102.9,10102.88213,0.9479899999987538,True,ok,,capacity_wait_budget_5s,2,2,capacity_wait_budget_5s
legacy_first16,10:storage_in,10,22,24,47,10110.33414,edge_capacity,22,24,9:storage_in,9,10102.9,10113.3,10113.28213,2.9479899999987538,True,ok,,capacity_wait_budget_5s,2,2,capacity_wait_budget_5s
legacy_first16,8:storage_in,8,27,28,47,10113.706480000003,edge_capacity,27,28,7:storage_in,7,10106.5,10117.3,10117.28213,3.57564999999704,True,ok,,capacity_wait_budget_5s,2,2,capacity_wait_budget_5s
legacy_first16,9:storage_in,9,27,28,47,10118.88213,edge_capacity,27,28,8:storage_in,8,10117.3,10128.1,10128.082129999999,9.199999999998909,True,ok,,capacity_wait_budget_5s,2,2,capacity_wait_budget_5s
legacy_first16,10:storage_in,10,27,28,47,10129.28213,edge_capacity,27,28,9:storage_in,9,10128.1,10138.9,10138.882129999998,9.599999999998545,True,ok,,capacity_wait_budget_5s,2,2,capacity_wait_budget_5s
legacy_first16,14:storage_in,14,18,22,47,10679.68828,edge_capacity,18,22,13:storage_in,13,10672.4,10680.8,10680.77885,1.090570000000298,True,ok,,capacity_wait_budget_5s,2,2,capacity_wait_budget_5s
legacy_first16,15:storage_in,15,18,22,47,10685.645400000001,edge_capacity,18,22,14:storage_in,14,10680.8,10689.2,10689.17885,3.533449999998993,True,ok,,capacity_wait_budget_5s,2,2,capacity_wait_budget_5s
legacy_first16,14:storage_in,14,22,24,47,10690.17885,edge_capacity,22,24,13:storage_in,13,10681.8,10692.2,10692.17885,2.0,True,ok,,capacity_wait_budget_5s,2,2,capacity_wait_budget_5s
legacy_first16,15:storage_in,15,22,24,47,10698.57885,edge_capacity,22,24,14:storage_in,14,10692.2,10702.6,10702.57885,4.0,True,ok,,capacity_wait_budget_5s,2,2,capacity_wait_budget_5s
legacy_first16,14:storage_in,14,27,28,47,10706.17885,edge_capacity,27,28,13:storage_in,13,10695.8,10706.6,10706.57885,0.3999999999996362,True,ok,,capacity_wait_budget_5s,2,2,capacity_wait_budget_5s
legacy_first16,15:storage_in,15,27,28,47,10716.57885,edge_capacity,27,28,14:storage_in,14,10706.6,10717.4,10717.37885,0.7999999999992724,True,ok,,capacity_wait_budget_5s,2,2,capacity_wait_budget_5s
legacy_first16,2:storage_in,2,18,22,47,8882.216299,edge_capacity,18,22,1:storage_in,1,8875.05,8883.45,8883.445453,1.2291540000005625,True,ok,,capacity_wait_budget_10s,2,2,capacity_wait_budget_10s
legacy_first16,3:storage_in,3,18,22,47,8889.800872000002,edge_capacity,18,22,2:storage_in,2,8883.45,8891.85,8891.845453,2.0445809999982885,True,ok,,capacity_wait_budget_10s,2,2,capacity_wait_budget_10s
legacy_first16,2:storage_in,2,22,24,47,8892.845453,edge_capacity,22,24,1:storage_in,1,8884.45,8894.85,8894.845453,2.0,True,ok,,capacity_wait_budget_10s,2,2,capacity_wait_budget_10s
legacy_first16,3:storage_in,3,22,24,47,8901.245453,edge_capacity,22,24,2:storage_in,2,8894.85,8905.25,8905.245453,4.0,True,ok,,capacity_wait_budget_10s,2,2,capacity_wait_budget_10s
legacy_first16,2:storage_in,2,27,28,47,8908.845453,edge_capacity,27,28,1:storage_in,1,8898.45,8909.25,8909.245453,0.3999999999996362,True,ok,,capacity_wait_budget_10s,2,2,capacity_wait_budget_10s
legacy_first16,3:storage_in,3,27,28,47,8919.245453,edge_capacity,27,28,2:storage_in,2,8909.25,8920.05,8920.045452999999,0.7999999999992724,True,ok,,capacity_wait_budget_10s,2,2,capacity_wait_budget_10s
legacy_first16,5:storage_in,5,18,22,47,9477.815484,edge_capacity,18,22,4:storage_in,4,9472.28,9480.68,9480.682986000002,2.867502000000968,True,ok,,capacity_wait_budget_10s,2,2,capacity_wait_budget_10s
legacy_first16,5:storage_in,5,22,24,47,9490.082986000001,edge_capacity,22,24,4:storage_in,4,9481.68,9492.08,9492.082986000001,2.0,True,ok,,capacity_wait_budget_10s,2,2,capacity_wait_budget_10s
legacy_first16,5:storage_in,5,27,28,47,9506.082986000001,edge_capacity,27,28,4:storage_in,4,9495.68,9506.48,9506.482986,0.3999999999996362,True,ok,,capacity_wait_budget_10s,2,2,capacity_wait_budget_10s
legacy_first16,10:storage_in,10,18,22,47,10094.37294,edge_capacity,18,22,9:storage_in,9,10092.5,10100.9,10100.934140000001,6.561200000001918,True,ok,,capacity_wait_budget_10s,2,2,capacity_wait_budget_10s
legacy_first16,9:storage_in,9,22,24,47,10101.934140000001,edge_capacity,22,24,7:storage_in,7,10092.5,10102.9,10102.88213,0.9479899999987538,True,ok,,capacity_wait_budget_10s,2,2,capacity_wait_budget_10s
legacy_first16,10:storage_in,10,22,24,47,10110.33414,edge_capacity,22,24,9:storage_in,9,10102.9,10113.3,10113.28213,2.9479899999987538,True,ok,,capacity_wait_budget_10s,2,2,capacity_wait_budget_10s
legacy_first16,8:storage_in,8,27,28,47,10113.706480000003,edge_capacity,27,28,7:storage_in,7,10106.5,10117.3,10117.28213,3.57564999999704,True,ok,,capacity_wait_budget_10s,2,2,capacity_wait_budget_10s
legacy_first16,9:storage_in,9,27,28,47,10118.88213,edge_capacity,27,28,8:storage_in,8,10117.3,10128.1,10128.082129999999,9.199999999998909,True,ok,,capacity_wait_budget_10s,2,2,capacity_wait_budget_10s
legacy_first16,10:storage_in,10,27,28,47,10129.28213,edge_capacity,27,28,9:storage_in,9,10128.1,10138.9,10138.882129999998,9.599999999998545,True,ok,,capacity_wait_budget_10s,2,2,capacity_wait_budget_10s
legacy_first16,14:storage_in,14,18,22,47,10679.68828,edge_capacity,18,22,13:storage_in,13,10672.4,10680.8,10680.77885,1.090570000000298,True,ok,,capacity_wait_budget_10s,2,2,capacity_wait_budget_10s
legacy_first16,15:storage_in,15,18,22,47,10685.645400000001,edge_capacity,18,22,14:storage_in,14,10680.8,10689.2,10689.17885,3.533449999998993,True,ok,,capacity_wait_budget_10s,2,2,capacity_wait_budget_10s
legacy_first16,14:storage_in,14,22,24,47,10690.17885,edge_capacity,22,24,13:storage_in,13,10681.8,10692.2,10692.17885,2.0,True,ok,,capacity_wait_budget_10s,2,2,capacity_wait_budget_10s
legacy_first16,15:storage_in,15,22,24,47,10698.57885,edge_capacity,22,24,14:storage_in,14,10692.2,10702.6,10702.57885,4.0,True,ok,,capacity_wait_budget_10s,2,2,capacity_wait_budget_10s
legacy_first16,14:storage_in,14,27,28,47,10706.17885,edge_capacity,27,28,13:storage_in,13,10695.8,10706.6,10706.57885,0.3999999999996362,True,ok,,capacity_wait_budget_10s,2,2,capacity_wait_budget_10s
legacy_first16,15:storage_in,15,27,28,47,10716.57885,edge_capacity,27,28,14:storage_in,14,10706.6,10717.4,10717.37885,0.7999999999992724,True,ok,,capacity_wait_budget_10s,2,2,capacity_wait_budget_10s
legacy_first16,2:storage_in,2,18,22,47,8882.216299,edge_capacity,18,22,1:storage_in,1,8875.05,8883.45,8883.445453,1.2291540000005625,True,ok,,capacity_wait_budget_30s,2,2,capacity_wait_budget_30s
legacy_first16,3:storage_in,3,18,22,47,8889.800872000002,edge_capacity,18,22,2:storage_in,2,8883.45,8891.85,8891.845453,2.0445809999982885,True,ok,,capacity_wait_budget_30s,2,2,capacity_wait_budget_30s
legacy_first16,2:storage_in,2,22,24,47,8892.845453,edge_capacity,22,24,1:storage_in,1,8884.45,8894.85,8894.845453,2.0,True,ok,,capacity_wait_budget_30s,2,2,capacity_wait_budget_30s
