validation_scope,scenario,scale,task_count,raw_bags,complete_bags,planned_segments,failed_segments,node_conflicts,runtime_full_astar_calls,mean_tth,min_tth,max_tth,p95_tth,p99_tth,source_retry_count,source_queue_backlog,max_source_queue_delay,fallback_calls,loop_count,runtime_seconds,tasks_per_second,memory_estimate_mb,deterministic_repeat_exact,material_regression,claim_level,generation_level,topology_changed,task_path,task_path_sha256,note
dynamic_static_12,dynamic_static_2.5_20,1x,43603,28506,28506,43603,0,0,0,4.39737996,3.86666667,5.87500012,5.16666678,5.39166667,0,310,309,81574,0,9.0305795,4828.37230989,29.66196101,,False,diagnostic_only,original_processed_inputdata_with_java_source_queue_release,False,C:\PROGRAMING\czr005\artifacts\tasks\g4irsf7\java_source_queue_one_per_epoch.jsonl,abb03e6d6d46031bfb653fece7ade8a94d58a54e8142c53448704f800ec5d386,dynamic/static diagnostic effective_speed=2.000; paper_dynamic=4.25
dynamic_static_12,dynamic_static_2.5_30,1x,43603,28506,28506,43603,0,0,0,4.97758123,4.39047619,6.59047639,5.84761908,6.02380996,0,310,309,81461,0,9.1862946,4746.52750632,29.92640329,,False,diagnostic_only,original_processed_inputdata_with_java_source_queue_release,False,C:\PROGRAMING\czr005\artifacts\tasks\g4irsf7\java_source_queue_one_per_epoch.jsonl,abb03e6d6d46031bfb653fece7ade8a94d58a54e8142c53448704f800ec5d386,dynamic/static diagnostic effective_speed=1.750; paper_dynamic=4.49
dynamic_static_12,dynamic_static_3.0_10,1x,43603,28506,28506,43603,0,0,0,3.30875759,2.91604938,4.43888929,3.88518532,4.09259264,0,310,309,83369,0,9.441127,4618.41049273,29.97748873,,False,diagnostic_only,original_processed_inputdata_with_java_source_queue_release,False,C:\PROGRAMING\czr005\artifacts\tasks\g4irsf7\java_source_queue_one_per_epoch.jsonl,abb03e6d6d46031bfb653fece7ade8a94d58a54e8142c53448704f800ec5d386,dynamic/static diagnostic effective_speed=2.700; paper_dynamic=3.39
dynamic_static_12,dynamic_static_3.0_20,1x,43603,28506,28506,43603,0,0,0,3.69363376,3.25555556,4.92916675,4.33194448,4.53333335,0,310,309,83194,0,9.350869,4662.98907619,29.98138714,,False,diagnostic_only,original_processed_inputdata_with_java_source_queue_release,False,C:\PROGRAMING\czr005\artifacts\tasks\g4irsf7\java_source_queue_one_per_epoch.jsonl,abb03e6d6d46031bfb653fece7ade8a94d58a54e8142c53448704f800ec5d386,dynamic/static diagnostic effective_speed=2.400; paper_dynamic=3.51
dynamic_static_12,dynamic_static_3.0_30,1x,43603,28506,28506,43603,0,0,0,4.18896363,3.69206349,5.58095246,4.9214286,5.11587315,0,310,309,81752,0,9.4831629,4597.93852113,29.96473767,,False,diagnostic_only,original_processed_inputdata_with_java_source_queue_release,False,C:\PROGRAMING\czr005\artifacts\tasks\g4irsf7\java_source_queue_one_per_epoch.jsonl,abb03e6d6d46031bfb653fece7ade8a94d58a54e8142c53448704f800ec5d386,dynamic/static diagnostic effective_speed=2.100; paper_dynamic=3.64
fault_16,fault_16_paper_fault_arc_1,1x,43603,28506,25306,40403,3200,0,0,3.54640612,3.13666667,4.69333338,4.15333335,4.3533334,0,310,309,77037,0,8.6063293,5066.38759453,29.68023481,,False,fault_diagnostic_only,original_processed_inputdata_with_java_source_queue_release,False,C:\PROGRAMING\czr005\artifacts\tasks\g4irsf7\java_source_queue_one_per_epoch.jsonl,abb03e6d6d46031bfb653fece7ade8a94d58a54e8142c53448704f800ec5d386,paper fault diagnostic; paper_success=1.0
fault_16,fault_16_paper_fault_arc_2,1x,43603,28506,25313,40410,3193,0,0,3.54170847,3.13333333,4.69666698,4.14666677,4.33333352,0,310,309,78401,0,8.6365737,5048.64562205,29.66252952,,False,fault_diagnostic_only,original_processed_inputdata_with_java_source_queue_release,False,C:\PROGRAMING\czr005\artifacts\tasks\g4irsf7\java_source_queue_one_per_epoch.jsonl,abb03e6d6d46031bfb653fece7ade8a94d58a54e8142c53448704f800ec5d386,paper fault diagnostic; paper_success=0.88
fault_16,fault_16_paper_fault_arc_3,1x,43603,28506,25307,40404,3199,0,0,3.53461691,3.13333333,4.69333352,4.13666933,4.32000068,0,310,309,75156,0,8.5880822,5077.15214929,29.64336233,,False,fault_diagnostic_only,original_processed_inputdata_with_java_source_queue_release,False,C:\PROGRAMING\czr005\artifacts\tasks\g4irsf7\java_source_queue_one_per_epoch.jsonl,abb03e6d6d46031bfb653fece7ade8a94d58a54e8142c53448704f800ec5d386,paper fault diagnostic; paper_success=1.0
fault_16,fault_16_paper_fault_arc_4,1x,43603,28506,23619,38716,4887,0,0,3.53938805,3.13333333,4.6766667,4.1266667,4.3233334,0,310,309,72301,0,7.7770584,5606.61856415,29.6374335,,False,fault_diagnostic_only,original_processed_inputdata_with_java_source_queue_release,False,C:\PROGRAMING\czr005\artifacts\tasks\g4irsf7\java_source_queue_one_per_epoch.jsonl,abb03e6d6d46031bfb653fece7ade8a94d58a54e8142c53448704f800ec5d386,paper fault diagnostic; paper_success=0.95
fault_16,fault_16_paper_fault_arc_5,1x,43603,28506,23619,38716,4887,0,0,3.54729158,3.13333333,4.6766667,4.14333338,4.33666673,0,310,309,77078,0,7.6644845,5688.96707927,29.65684434,,False,fault_diagnostic_only,original_processed_inputdata_with_java_source_queue_release,False,C:\PROGRAMING\czr005\artifacts\tasks\g4irsf7\java_source_queue_one_per_epoch.jsonl,abb03e6d6d46031bfb653fece7ade8a94d58a54e8142c53448704f800ec5d386,paper fault diagnostic; paper_success=0.97
fault_16,fault_16_paper_fault_arc_6,1x,43603,28506,23620,38717,4886,0,0,3.55303697,3.13333333,4.7033335,4.1466668,4.33666698,0,310,309,72403,0,8.1338024,5360.71542628,29.63662133,,False,fault_diagnostic_only,original_processed_inputdata_with_java_source_queue_release,False,C:\PROGRAMING\czr005\artifacts\tasks\g4irsf7\java_source_queue_one_per_epoch.jsonl,abb03e6d6d46031bfb653fece7ade8a94d58a54e8142c53448704f800ec5d386,paper fault diagnostic; paper_success=0.96
fault_16,fault_16_paper_fault_arc_7,1x,43603,28506,28506,43603,0,0,0,3.59471157,3.13333333,4.80333398,4.22000112,4.45333352,0,310,309,82210,0,9.8011984,4448.74169673,29.82057764,,False,fault_diagnostic_only,original_processed_inputdata_with_java_source_queue_release,False,C:\PROGRAMING\czr005\artifacts\tasks\g4irsf7\java_source_queue_one_per_epoch.jsonl,abb03e6d6d46031bfb653fece7ade8a94d58a54e8142c53448704f800ec5d386,paper fault diagnostic; paper_success=1.0
fault_16,fault_16_paper_fault_arc_8,1x,43603,28506,28506,43603,0,0,0,3.56092686,3.13666667,4.7300002,4.18000032,4.39333438,0,310,309,85136,0,9.1829471,4748.2577788,29.85704404,,False,fault_diagnostic_only,original_processed_inputdata_with_java_source_queue_release,False,C:\PROGRAMING\czr005\artifacts\tasks\g4irsf7\java_source_queue_one_per_epoch.jsonl,abb03e6d6d46031bfb653fece7ade8a94d58a54e8142c53448704f800ec5d386,paper fault diagnostic; paper_success=0.99
fault_16,fault_16_paper_fault_arcs_1_7,1x,43603,28506,25306,40403,3200,0,0,3.54640612,3.13666667,4.69333338,4.15333335,4.3533334,0,310,309,77037,0,8.6883067,5018.58434624,29.68023481,,False,fault_diagnostic_only,original_processed_inputdata_with_java_source_queue_release,False,C:\PROGRAMING\czr005\artifacts\tasks\g4irsf7\java_source_queue_one_per_epoch.jsonl,abb03e6d6d46031bfb653fece7ade8a94d58a54e8142c53448704f800ec5d386,paper fault diagnostic; paper_success=1.0
fault_16,fault_16_paper_fault_arcs_2_4,1x,43603,28506,20426,35523,8080,0,0,3.52506409,3.13333333,4.64666673,4.10000007,4.2666667,0,310,309,67385,0,7.0650546,6171.64374075,29.49644093,,False,fault_diagnostic_only,original_processed_inputdata_with_java_source_queue_release,False,C:\PROGRAMING\czr005\artifacts\tasks\g4irsf7\java_source_queue_one_per_epoch.jsonl,abb03e6d6d46031bfb653fece7ade8a94d58a54e8142c53448704f800ec5d386,paper fault diagnostic; paper_success=0.76
fault_16,fault_16_paper_fault_arcs_3_5,1x,43603,28506,20420,35517,8086,0,0,3.5268666,3.13333333,4.6766667,4.12000013,4.2533336,0,310,309,68901,0,7.1399424,6106.91201093,29.5020449,,False,fault_diagnostic_only,original_processed_inputdata_with_java_source_queue_release,False,C:\PROGRAMING\czr005\artifacts\tasks\g4irsf7\java_source_queue_one_per_epoch.jsonl,abb03e6d6d46031bfb653fece7ade8a94d58a54e8142c53448704f800ec5d386,paper fault diagnostic; paper_success=0.66
fault_16,fault_16_paper_fault_arcs_4_5,1x,43603,28506,18732,33829,9774,0,0,3.54092458,3.13333333,4.6033334,4.0966667,4.26333338,0,310,309,65732,0,6.5039193,6704.1114732,29.52234913,,False,fault_diagnostic_only,original_processed_inputdata_with_java_source_queue_release,False,C:\PROGRAMING\czr005\artifacts\tasks\g4irsf7\java_source_queue_one_per_epoch.jsonl,abb03e6d6d46031bfb653fece7ade8a94d58a54e8142c53448704f800ec5d386,paper fault diagnostic; paper_success=0.0
fault_16,fault_16_paper_fault_arcs_5_7,1x,43603,28506,23619,38716,4887,0,0,3.58845123,3.13333333,4.76333338,4.16333342,4.43000017,0,310,309,75945,0,8.3896791,5197.219045,29.65684434,,False,fault_diagnostic_only,original_processed_inputdata_with_java_source_queue_release,False,C:\PROGRAMING\czr005\artifacts\tasks\g4irsf7\java_source_queue_one_per_epoch.jsonl,abb03e6d6d46031bfb653fece7ade8a94d58a54e8142c53448704f800ec5d386,paper fault diagnostic; paper_success=0.48
fault_16,fault_16_paper_fault_arcs_2_4_6,1x,43603,28506,15540,30637,12966,0,0,3.53370027,3.13333333,4.49333357,4.08333388,4.19000015,0,310,309,55949,0,5.8187575,7493.5241759,29.33189546,,False,fault_diagnostic_only,original_processed_inputdata_with_java_source_queue_release,False,C:\PROGRAMING\czr005\artifacts\tasks\g4irsf7\java_source_queue_one_per_epoch.jsonl,abb03e6d6d46031bfb653fece7ade8a94d58a54e8142c53448704f800ec5d386,paper fault diagnostic; paper_success=0.26
fault_16,fault_16_paper_fault_arcs_3_5_8,1x,43603,28506,20420,35517,8086,0,0,3.53367251,3.13666667,4.68666672,4.12000095,4.26666668,0,310,309,70737,0,7.2468657,6016.80806642,29.51000416,,False,fault_diagnostic_only,original_processed_inputdata_with_java_source_queue_release,False,C:\PROGRAMING\czr005\artifacts\tasks\g4irsf7\java_source_queue_one_per_epoch.jsonl,abb03e6d6d46031bfb653fece7ade8a94d58a54e8142c53448704f800ec5d386,paper fault diagnostic; paper_success=0.05
fault_16,fault_16_paper_fault_arcs_4_6_7,1x,43603,28506,18733,33830,9773,0,0,3.59616785,3.13333333,4.70333347,4.13000005,4.43333347,0,310,309,59756,0,6.8302435,6383.81340287,29.4655785,,False,fault_diagnostic_only,original_processed_inputdata_with_java_source_queue_release,False,C:\PROGRAMING\czr005\artifacts\tasks\g4irsf7\java_source_queue_one_per_epoch.jsonl,abb03e6d6d46031bfb653fece7ade8a94d58a54e8142c53448704f800ec5d386,paper fault diagnostic; paper_success=0.26
