scenario,event_variant,segment_id,task_id,current,goal,ready_time,route_intent_label,legacy_next,legacy_route_suffix,executable_label,executed_kind,executed_next,label_source,post_label_safe,block_reason,g4a_primary_eligible
legacy_first16,g3d_reroute_anchor,5:storage_in,5,18,47,9478.815484,ROUTE_INTENT_LEGACY,22,18 22 24 27 28 47,LEGACY_NEXT_TEMPORARILY_BLOCKED,hold,18,shield_hold_after_blocked_legacy_next,True,edge_capacity,False
legacy_first16,g3d_reroute_anchor,5:storage_in,5,18,47,9479.815484,ROUTE_INTENT_LEGACY,22,18 22 24 27 28 47,LEGACY_NEXT_TEMPORARILY_BLOCKED,hold,18,shield_hold_after_blocked_legacy_next,True,edge_capacity,False
legacy_first16,g3d_reroute_anchor,5:storage_in,5,18,47,9480.815484,ROUTE_INTENT_LEGACY,22,18 22 24 27 28 47,MOVE_NOW_LEGACY,move,22,legacy_route_next,True,none,True
legacy_first16,g3d_reroute_anchor,4:storage_in,4,22,47,9481.682986000002,ROUTE_INTENT_LEGACY,24,22 24 27 28 47,MOVE_NOW_LEGACY,move,24,legacy_route_next,True,none,True
legacy_first16,g3d_reroute_anchor,5:storage_in,5,22,47,9490.215484,ROUTE_INTENT_LEGACY,24,22 24 27 28 47,REROUTE_NOW_LEGACY,move,26,legacy_reroute_from_current,True,edge_capacity,True
legacy_first16,g3d_reroute_anchor,4:storage_in,4,24,47,9493.082986000001,ROUTE_INTENT_LEGACY,27,24 27 28 47,MOVE_NOW_LEGACY,move,27,legacy_route_next,True,none,True
legacy_first16,g3d_reroute_anchor,4:storage_in,4,27,47,9495.682986000002,ROUTE_INTENT_LEGACY,28,27 28 47,MOVE_NOW_LEGACY,move,28,legacy_route_next,True,none,True
legacy_first16,g3d_reroute_anchor,5:storage_in,5,26,47,9498.015484,ROUTE_INTENT_LEGACY,43,26 43 15 14 46 36 38 39 47,MOVE_NOW_LEGACY,move,43,legacy_route_next,True,none,True
legacy_first16,g3d_reroute_anchor,5:storage_in,5,43,47,9500.615484,ROUTE_INTENT_LEGACY,15,43 15 14 46 36 38 39 47,MOVE_NOW_LEGACY,move,15,legacy_route_next,True,none,True
legacy_first16,g3d_reroute_anchor,5:storage_in,5,15,47,9504.815484,ROUTE_INTENT_LEGACY,14,15 14 46 36 38 39 47,MOVE_NOW_LEGACY,move,14,legacy_route_next,True,none,True
legacy_first16,g3d_reroute_anchor,5:storage_in,5,14,47,9507.415484000001,ROUTE_INTENT_LEGACY,46,14 46 36 38 39 47,MOVE_NOW_LEGACY,move,46,legacy_route_next,True,none,True
legacy_first16,g3d_reroute_anchor,4:storage_in,4,28,47,9507.482986,ROUTE_INTENT_LEGACY,47,28 47,MOVE_NOW_LEGACY,move,47,legacy_route_next,True,none,True
legacy_first16,g3d_reroute_anchor,5:storage_in,5,46,47,9510.015484000001,ROUTE_INTENT_LEGACY,36,46 36 38 39 47,MOVE_NOW_LEGACY,move,36,legacy_route_next,True,none,True
legacy_first16,g3d_reroute_anchor,5:storage_in,5,36,47,9525.815484,ROUTE_INTENT_LEGACY,38,36 38 39 47,MOVE_NOW_LEGACY,move,38,legacy_route_next,True,none,True
legacy_first16,g3d_reroute_anchor,5:storage_in,5,38,47,9539.615484,ROUTE_INTENT_LEGACY,39,38 39 47,MOVE_NOW_LEGACY,move,39,legacy_route_next,True,none,True
legacy_first16,g3d_reroute_anchor,5:storage_in,5,39,47,9549.015484,ROUTE_INTENT_LEGACY,47,39 47,MOVE_NOW_LEGACY,move,47,legacy_route_next,True,none,True
legacy_first16,g3d_reroute_anchor,6:storage_in,6,5,47,10062.62162,ROUTE_INTENT_LEGACY,19,5 19 18 22 24 27 28 47,MOVE_NOW_LEGACY,move,19,legacy_route_next,True,none,True
legacy_first16,g3d_reroute_anchor,6:storage_in,6,19,47,10065.22162,ROUTE_INTENT_LEGACY,18,19 18 22 24 27 28 47,MOVE_NOW_LEGACY,move,18,legacy_route_next,True,none,True
legacy_first16,g3d_reroute_anchor,6:storage_in,6,18,47,10069.02162,ROUTE_INTENT_LEGACY,22,18 22 24 27 28 47,MOVE_NOW_LEGACY,move,22,legacy_route_next,True,none,True
legacy_first16,g3d_reroute_anchor,7:storage_in,7,3,47,10073.28213,ROUTE_INTENT_LEGACY,16,3 16 17 18 22 24 27 28 47,MOVE_NOW_LEGACY,move,16,legacy_route_next,True,none,True
legacy_first16,g3d_reroute_anchor,7:storage_in,7,16,47,10075.88213,ROUTE_INTENT_LEGACY,17,16 17 18 22 24 27 28 47,MOVE_NOW_LEGACY,move,17,legacy_route_next,True,none,True
legacy_first16,g3d_reroute_anchor,6:storage_in,6,22,47,10078.42162,ROUTE_INTENT_LEGACY,24,22 24 27 28 47,MOVE_NOW_LEGACY,move,24,legacy_route_next,True,none,True
legacy_first16,g3d_reroute_anchor,7:storage_in,7,17,47,10080.48213,ROUTE_INTENT_LEGACY,18,17 18 22 24 27 28 47,MOVE_NOW_LEGACY,move,18,legacy_route_next,True,none,True
legacy_first16,g3d_reroute_anchor,7:storage_in,7,18,47,10083.08213,ROUTE_INTENT_LEGACY,22,18 22 24 27 28 47,MOVE_NOW_LEGACY,move,22,legacy_route_next,True,none,True
legacy_first16,g3d_reroute_anchor,8:storage_in,8,0,47,10084.10648,ROUTE_INTENT_LEGACY,6,0 6 12 13 23 24 27 28 47,MOVE_NOW_LEGACY,move,6,legacy_route_next,True,none,True
legacy_first16,g3d_reroute_anchor,9:storage_in,9,4,47,10085.33414,ROUTE_INTENT_LEGACY,17,4 17 18 22 24 27 28 47,MOVE_NOW_LEGACY,move,17,legacy_route_next,True,none,True
legacy_first16,g3d_reroute_anchor,10:storage_in,10,5,47,10087.97294,ROUTE_INTENT_LEGACY,19,5 19 18 22 24 27 28 47,MOVE_NOW_LEGACY,move,19,legacy_route_next,True,none,True
legacy_first16,g3d_reroute_anchor,8:storage_in,8,6,47,10088.306480000001,ROUTE_INTENT_LEGACY,12,6 12 13 23 24 27 28 47,MOVE_NOW_LEGACY,move,12,legacy_route_next,True,none,True
legacy_first16,g3d_reroute_anchor,11:storage_in,11,1,47,10089.43982,ROUTE_INTENT_LEGACY,7,1 7 8 11 13 23 24 27 28 47,MOVE_NOW_LEGACY,move,7,legacy_route_next,True,none,True
legacy_first16,g3d_reroute_anchor,6:storage_in,6,24,47,10089.821619999999,ROUTE_INTENT_LEGACY,27,24 27 28 47,MOVE_NOW_LEGACY,move,27,legacy_route_next,True,none,True
legacy_first16,g3d_reroute_anchor,9:storage_in,9,17,47,10089.934140000001,ROUTE_INTENT_LEGACY,18,17 18 22 24 27 28 47,MOVE_NOW_LEGACY,move,18,legacy_route_next,True,none,True
legacy_first16,g3d_reroute_anchor,10:storage_in,10,19,47,10090.57294,ROUTE_INTENT_LEGACY,18,19 18 22 24 27 28 47,MOVE_NOW_LEGACY,move,18,legacy_route_next,True,none,True
legacy_first16,g3d_reroute_anchor,6:storage_in,6,27,47,10092.42162,ROUTE_INTENT_LEGACY,28,27 28 47,MOVE_NOW_LEGACY,move,28,legacy_route_next,True,none,True
legacy_first16,g3d_reroute_anchor,7:storage_in,7,22,47,10092.48213,ROUTE_INTENT_LEGACY,24,22 24 27 28 47,MOVE_NOW_LEGACY,move,24,legacy_route_next,True,none,True
legacy_first16,g3d_reroute_anchor,9:storage_in,9,18,47,10092.534140000002,ROUTE_INTENT_LEGACY,22,18 22 24 27 28 47,MOVE_NOW_LEGACY,move,22,legacy_route_next,True,none,True
legacy_first16,g3d_reroute_anchor,10:storage_in,10,18,47,10094.37294,ROUTE_INTENT_LEGACY,22,18 22 24 27 28 47,LEGACY_NEXT_TEMPORARILY_BLOCKED,hold,18,shield_hold_after_blocked_legacy_next,True,edge_capacity,False
legacy_first16,g3d_reroute_anchor,11:storage_in,11,7,47,10095.239819999999,ROUTE_INTENT_LEGACY,8,7 8 11 13 23 24 27 28 47,MOVE_NOW_LEGACY,move,8,legacy_route_next,True,none,True
legacy_first16,g3d_reroute_anchor,10:storage_in,10,18,47,10095.37294,ROUTE_INTENT_LEGACY,22,18 22 24 27 28 47,LEGACY_NEXT_TEMPORARILY_BLOCKED,hold,18,shield_hold_after_blocked_legacy_next,True,edge_capacity,False
legacy_first16,g3d_reroute_anchor,10:storage_in,10,18,47,10096.37294,ROUTE_INTENT_LEGACY,22,18 22 24 27 28 47,LEGACY_NEXT_TEMPORARILY_BLOCKED,hold,18,shield_hold_after_blocked_legacy_next,True,edge_capacity,False
legacy_first16,g3d_reroute_anchor,10:storage_in,10,18,47,10097.37294,ROUTE_INTENT_LEGACY,22,18 22 24 27 28 47,LEGACY_NEXT_TEMPORARILY_BLOCKED,hold,18,shield_hold_after_blocked_legacy_next,True,edge_capacity,False
legacy_first16,g3d_reroute_anchor,11:storage_in,11,8,47,10097.83982,ROUTE_INTENT_LEGACY,11,8 11 13 23 24 27 28 47,MOVE_NOW_LEGACY,move,11,legacy_route_next,True,none,True
legacy_first16,g3d_reroute_anchor,10:storage_in,10,18,47,10098.37294,ROUTE_INTENT_LEGACY,22,18 22 24 27 28 47,LEGACY_NEXT_TEMPORARILY_BLOCKED,hold,18,shield_hold_after_blocked_legacy_next,True,edge_capacity,False
legacy_first16,g3d_reroute_anchor,8:storage_in,8,12,47,10099.306480000001,ROUTE_INTENT_LEGACY,13,12 13 23 24 27 28 47,MOVE_NOW_LEGACY,move,13,legacy_route_next,True,none,True
legacy_first16,g3d_reroute_anchor,10:storage_in,10,18,47,10099.37294,ROUTE_INTENT_LEGACY,22,18 22 24 27 28 47,LEGACY_NEXT_TEMPORARILY_BLOCKED,hold,18,shield_hold_after_blocked_legacy_next,True,edge_capacity,False
legacy_first16,g3d_reroute_anchor,10:storage_in,10,18,47,10100.37294,ROUTE_INTENT_LEGACY,22,18 22 24 27 28 47,LEGACY_NEXT_TEMPORARILY_BLOCKED,hold,18,shield_hold_after_blocked_legacy_next,True,edge_capacity,False
legacy_first16,g3d_reroute_anchor,10:storage_in,10,18,47,10101.37294,ROUTE_INTENT_LEGACY,22,18 22 24 27 28 47,MOVE_NOW_LEGACY,move,22,legacy_route_next,True,none,True
legacy_first16,g3d_reroute_anchor,9:storage_in,9,22,47,10101.934140000001,ROUTE_INTENT_LEGACY,24,22 24 27 28 47,REROUTE_NOW_LEGACY,move,26,legacy_reroute_from_current,True,edge_capacity,True
legacy_first16,g3d_reroute_anchor,11:storage_in,11,11,47,10102.03982,ROUTE_INTENT_LEGACY,13,11 13 23 24 27 28 47,MOVE_NOW_LEGACY,move,13,legacy_route_next,True,none,True
legacy_first16,g3d_reroute_anchor,7:storage_in,7,24,47,10103.88213,ROUTE_INTENT_LEGACY,27,24 27 28 47,MOVE_NOW_LEGACY,move,27,legacy_route_next,True,none,True
legacy_first16,g3d_reroute_anchor,6:storage_in,6,28,47,10104.221619999998,ROUTE_INTENT_LEGACY,47,28 47,MOVE_NOW_LEGACY,move,47,legacy_route_next,True,none,True
legacy_first16,g3d_reroute_anchor,8:storage_in,8,13,47,10104.306480000001,ROUTE_INTENT_LEGACY,23,13 23 24 27 28 47,MOVE_NOW_LEGACY,move,23,legacy_route_next,True,none,True
legacy_first16,g3d_reroute_anchor,7:storage_in,7,27,47,10106.48213,ROUTE_INTENT_LEGACY,28,27 28 47,MOVE_NOW_LEGACY,move,28,legacy_route_next,True,none,True
legacy_first16,g3d_reroute_anchor,8:storage_in,8,23,47,10108.506480000002,ROUTE_INTENT_LEGACY,24,23 24 27 28 47,MOVE_NOW_LEGACY,move,24,legacy_route_next,True,none,True
legacy_first16,g3d_reroute_anchor,9:storage_in,9,26,47,10109.73414,ROUTE_INTENT_LEGACY,43,26 43 15 14 46 36 38 39 47,MOVE_NOW_LEGACY,move,43,legacy_route_next,True,none,True
legacy_first16,g3d_reroute_anchor,10:storage_in,10,22,47,10110.772939999999,ROUTE_INTENT_LEGACY,24,22 24 27 28 47,MOVE_NOW_LEGACY,move,24,legacy_route_next,True,none,True
legacy_first16,g3d_reroute_anchor,8:storage_in,8,24,47,10111.106480000002,ROUTE_INTENT_LEGACY,27,24 27 28 47,MOVE_NOW_LEGACY,move,27,legacy_route_next,True,none,True
legacy_first16,g3d_reroute_anchor,9:storage_in,9,43,47,10112.33414,ROUTE_INTENT_LEGACY,15,43 15 14 46 36 38 39 47,MOVE_NOW_LEGACY,move,15,legacy_route_next,True,none,True
legacy_first16,g3d_reroute_anchor,8:storage_in,8,27,47,10113.706480000003,ROUTE_INTENT_LEGACY,28,27 28 47,LEGACY_NEXT_TEMPORARILY_BLOCKED,hold,27,shield_hold_after_blocked_legacy_next,True,edge_capacity,False
legacy_first16,g3d_reroute_anchor,11:storage_in,11,13,47,10114.23982,ROUTE_INTENT_LEGACY,23,13 23 24 27 28 47,MOVE_NOW_LEGACY,move,23,legacy_route_next,True,none,True
legacy_first16,g3d_reroute_anchor,8:storage_in,8,27,47,10114.706480000003,ROUTE_INTENT_LEGACY,28,27 28 47,LEGACY_NEXT_TEMPORARILY_BLOCKED,hold,27,shield_hold_after_blocked_legacy_next,True,edge_capacity,False
legacy_first16,g3d_reroute_anchor,8:storage_in,8,27,47,10115.706480000003,ROUTE_INTENT_LEGACY,28,27 28 47,LEGACY_NEXT_TEMPORARILY_BLOCKED,hold,27,shield_hold_after_blocked_legacy_next,True,edge_capacity,False
legacy_first16,g3d_reroute_anchor,9:storage_in,9,15,47,10116.534140000002,ROUTE_INTENT_LEGACY,14,15 14 46 36 38 39 47,MOVE_NOW_LEGACY,move,14,legacy_route_next,True,none,True
legacy_first16,g3d_reroute_anchor,8:storage_in,8,27,47,10116.706480000003,ROUTE_INTENT_LEGACY,28,27 28 47,LEGACY_NEXT_TEMPORARILY_BLOCKED,hold,27,shield_hold_after_blocked_legacy_next,True,edge_capacity,False
legacy_first16,g3d_reroute_anchor,8:storage_in,8,27,47,10117.706480000003,ROUTE_INTENT_LEGACY,28,27 28 47,MOVE_NOW_LEGACY,move,28,legacy_route_next,True,none,True
legacy_first16,g3d_reroute_anchor,7:storage_in,7,28,47,10118.28213,ROUTE_INTENT_LEGACY,47,28 47,MOVE_NOW_LEGACY,move,47,legacy_route_next,True,none,True
legacy_first16,g3d_reroute_anchor,11:storage_in,11,23,47,10118.439820000001,ROUTE_INTENT_LEGACY,24,23 24 27 28 47,MOVE_NOW_LEGACY,move,24,legacy_route_next,True,none,True
legacy_first16,g3d_reroute_anchor,9:storage_in,9,14,47,10119.134140000002,ROUTE_INTENT_LEGACY,46,14 46 36 38 39 47,MOVE_NOW_LEGACY,move,46,legacy_route_next,True,none,True
legacy_first16,g3d_reroute_anchor,11:storage_in,11,24,47,10121.039820000002,ROUTE_INTENT_LEGACY,27,24 27 28 47,MOVE_NOW_LEGACY,move,27,legacy_route_next,True,none,True
legacy_first16,g3d_reroute_anchor,9:storage_in,9,46,47,10121.734140000002,ROUTE_INTENT_LEGACY,36,46 36 38 39 47,MOVE_NOW_LEGACY,move,36,legacy_route_next,True,none,True
legacy_first16,g3d_reroute_anchor,10:storage_in,10,24,47,10122.172939999999,ROUTE_INTENT_LEGACY,27,24 27 28 47,LEGACY_NEXT_TEMPORARILY_BLOCKED,hold,24,shield_hold_after_blocked_legacy_next,True,edge_capacity,False
legacy_first16,g3d_reroute_anchor,10:storage_in,10,24,47,10123.172939999999,ROUTE_INTENT_LEGACY,27,24 27 28 47,MOVE_NOW_LEGACY,move,27,legacy_route_next,True,none,True
legacy_first16,g3d_reroute_anchor,11:storage_in,11,27,47,10123.639820000002,ROUTE_INTENT_LEGACY,28,27 28 47,LEGACY_NEXT_GLOBALLY_UNSAFE,hold,27,shield_hold_after_blocked_legacy_next,True,edge_capacity,False
legacy_first16,g3d_reroute_anchor,11:storage_in,11,27,47,10124.639820000002,ROUTE_INTENT_LEGACY,28,27 28 47,ABSTAIN_NO_TEACHER,unplanned,,abstain_no_safe_hold,False,edge_capacity,False
legacy_first16,g3d_reroute_anchor,10:storage_in,10,27,47,10125.772939999999,ROUTE_INTENT_LEGACY,28,27 28 47,LEGACY_NEXT_TEMPORARILY_BLOCKED,hold,27,shield_hold_after_blocked_legacy_next,True,edge_capacity,False
legacy_first16,g3d_reroute_anchor,10:storage_in,10,27,47,10126.772939999999,ROUTE_INTENT_LEGACY,28,27 28 47,LEGACY_NEXT_TEMPORARILY_BLOCKED,hold,27,shield_hold_after_blocked_legacy_next,True,edge_capacity,False
legacy_first16,g3d_reroute_anchor,10:storage_in,10,27,47,10127.772939999999,ROUTE_INTENT_LEGACY,28,27 28 47,LEGACY_NEXT_TEMPORARILY_BLOCKED,hold,27,shield_hold_after_blocked_legacy_next,True,edge_capacity,False
legacy_first16,g3d_reroute_anchor,10:storage_in,10,27,47,10128.772939999999,ROUTE_INTENT_LEGACY,28,27 28 47,MOVE_NOW_LEGACY,move,28,legacy_route_next,True,none,True
legacy_first16,g3d_reroute_anchor,8:storage_in,8,28,47,10129.506480000002,ROUTE_INTENT_LEGACY,47,28 47,MOVE_NOW_LEGACY,move,47,legacy_route_next,True,none,True
legacy_first16,g3d_reroute_anchor,9:storage_in,9,36,47,10137.534140000002,ROUTE_INTENT_LEGACY,38,36 38 39 47,MOVE_NOW_LEGACY,move,38,legacy_route_next,True,none,True
legacy_first16,g3d_reroute_anchor,10:storage_in,10,28,47,10140.572939999998,ROUTE_INTENT_LEGACY,47,28 47,MOVE_NOW_LEGACY,move,47,legacy_route_next,True,none,True
legacy_first16,g3d_reroute_anchor,9:storage_in,9,38,47,10151.33414,ROUTE_INTENT_LEGACY,39,38 39 47,MOVE_NOW_LEGACY,move,39,legacy_route_next,True,none,True
