policy,window_name,task_id,segment_id,goal_reached,failed_reason,steps,wait_events,wait_seconds,source_wait_seconds,loop_count,nonprogress_steps,learner_path,teacher_path
model_only_no_astar,g4d_first1024_no_fault,212,212:storage_in,True,,9,1,0.666311,0,0,1,"[1, 7, 8, 11, 13, 23, 24, 27, 28, 47]","[1, 7, 8, 11, 13, 23, 24, 27, 28, 47]"
model_only_no_astar,g4d_first1024_no_fault,214,214:storage_in,True,,7,2,1.213711,0,0,2,"[5, 19, 18, 22, 24, 27, 28, 47]","[5, 19, 25, 26, 43, 15, 14, 46, 36, 38, 39, 47]"
model_only_no_astar,g4d_first1024_no_fault,215,215:storage_in,True,,7,1,2.115122,0,0,1,"[4, 17, 18, 22, 24, 27, 28, 47]","[4, 17, 18, 22, 26, 43, 15, 14, 46, 36, 38, 39, 47]"
model_only_no_astar,g4d_first1024_no_fault,217,217:storage_in,True,,7,1,1.248353,0,0,1,"[5, 19, 18, 22, 24, 27, 28, 47]","[5, 19, 18, 22, 24, 27, 28, 47]"
model_only_no_astar,g4d_first1024_no_fault,219,219:storage_in,True,,8,1,0.134191,0,0,1,"[0, 6, 12, 13, 23, 24, 27, 28, 47]","[0, 6, 8, 11, 14, 46, 36, 38, 39, 47]"
model_only_no_astar,g4d_first1024_no_fault,221,221:storage_in,True,,9,1,2.163621,0,0,1,"[1, 7, 8, 11, 13, 23, 24, 27, 28, 47]","[1, 7, 8, 11, 13, 23, 24, 27, 28, 47]"
model_only_no_astar,g4d_first1024_no_fault,222,222:storage_in,True,,7,1,0.645151,0,0,1,"[4, 17, 18, 22, 24, 27, 28, 47]","[4, 17, 18, 22, 26, 43, 15, 14, 46, 36, 38, 39, 47]"
model_only_no_astar,g4d_first1024_no_fault,224,224:storage_in,True,,7,1,4.401192,0,0,1,"[5, 19, 18, 22, 24, 27, 28, 47]","[5, 19, 18, 22, 24, 27, 28, 47]"
model_only_no_astar,g4d_first1024_no_fault,225,225:storage_in,True,,7,1,6.121371,0,0,1,"[5, 19, 18, 22, 24, 27, 28, 47]","[5, 19, 18, 22, 26, 43, 15, 14, 46, 36, 38, 39, 47]"
model_only_no_astar,g4d_first1024_no_fault,227,227:storage_in,True,,7,1,2.021322,0,0,1,"[4, 17, 18, 22, 24, 27, 28, 47]","[4, 17, 18, 22, 26, 43, 15, 14, 46, 36, 38, 39, 47]"
model_only_no_astar,g4d_first1024_no_fault,228,228:storage_in,True,,7,1,1.020043,0,0,1,"[5, 19, 18, 22, 24, 27, 28, 47]","[5, 19, 18, 22, 24, 27, 28, 47]"
model_only_no_astar,g4d_first1024_no_fault,229,229:storage_in,True,,8,1,2.129941,0,0,1,"[0, 6, 12, 13, 23, 24, 27, 28, 47]","[0, 6, 12, 13, 23, 24, 27, 28, 47]"
model_only_no_astar,g4d_first1024_no_fault,232,232:storage_in,True,,7,1,3.758621,0,0,1,"[4, 17, 18, 22, 24, 27, 28, 47]","[4, 17, 18, 22, 26, 43, 15, 14, 46, 36, 38, 39, 47]"
model_only_no_astar,g4d_first1024_no_fault,234,234:storage_in,True,,8,2,2.236442,0,0,2,"[0, 6, 12, 13, 23, 24, 27, 28, 47]","[0, 6, 12, 13, 23, 24, 27, 28, 47]"
model_only_no_astar,g4d_first1024_no_fault,243,243:storage_in,True,,7,1,1.123401,0,0,1,"[4, 17, 18, 22, 24, 27, 28, 47]","[4, 17, 18, 22, 26, 43, 15, 14, 46, 36, 38, 39, 47]"
model_only_no_astar,g4d_first1024_no_fault,267,267:storage_in,True,,8,1,0.974361,0,0,1,"[0, 6, 12, 13, 23, 24, 27, 28, 47]","[0, 6, 8, 11, 14, 46, 36, 38, 39, 47]"
model_only_no_astar,g4d_first1024_no_fault,268,268:storage_in,True,,10,1,0.104131,0,0,1,"[2, 9, 7, 8, 11, 13, 23, 24, 27, 28, 47]","[2, 9, 7, 8, 11, 14, 46, 36, 38, 39, 47]"
model_only_no_astar,g4d_first1024_no_fault,269,269:storage_in,True,,7,1,1.610231,0,0,1,"[4, 17, 18, 22, 24, 27, 28, 47]","[4, 17, 18, 22, 26, 43, 15, 14, 46, 36, 38, 39, 47]"
model_only_no_astar,g4d_first1024_no_fault,272,272:storage_in,True,,10,1,0.636011,0,0,1,"[2, 9, 7, 8, 11, 13, 23, 24, 27, 28, 47]","[2, 9, 7, 8, 11, 13, 23, 24, 27, 28, 47]"
model_only_no_astar,g4d_first1024_no_fault,274,274:storage_in,True,,7,1,4.014721,0,0,1,"[5, 19, 18, 22, 24, 27, 28, 47]","[5, 19, 25, 26, 43, 15, 14, 46, 36, 38, 39, 47]"
model_only_no_astar,g4d_first1024_no_fault,273,273:storage_in,True,,8,2,4.548792,0,0,2,"[0, 6, 12, 13, 23, 24, 27, 28, 47]","[0, 6, 8, 11, 14, 46, 36, 38, 39, 47]"
model_only_no_astar,g4d_first1024_no_fault,275,275:storage_in,True,,7,1,4.748792,0,0,1,"[4, 17, 18, 22, 24, 27, 28, 47]","[4, 17, 18, 22, 26, 43, 15, 14, 46, 36, 38, 39, 47]"
model_only_no_astar,g4d_first1024_no_fault,276,276:storage_in,True,,8,3,5.748793,0,0,3,"[0, 6, 12, 13, 23, 24, 27, 28, 47]","[0, 6, 8, 11, 13, 23, 24, 27, 28, 47]"
model_only_no_astar,g4d_first1024_no_fault,277,277:storage_in,True,,7,2,6.370184,0,0,2,"[5, 19, 18, 22, 24, 27, 28, 47]","[5, 19, 25, 26, 43, 15, 14, 46, 36, 38, 39, 47]"
model_only_no_astar,g4d_first1024_no_fault,278,278:storage_in,True,,7,3,4.348795,0,0,3,"[53, 20, 21, 23, 24, 27, 28, 47]","[53, 20, 10, 15, 14, 46, 36, 38, 39, 47]"
model_only_no_astar,g4d_first1024_no_fault,282,282:storage_in,True,,9,1,1.375651,0,0,1,"[1, 7, 8, 11, 13, 23, 24, 27, 28, 47]","[1, 7, 8, 11, 13, 23, 24, 27, 28, 47]"
model_only_no_astar,g4d_first1024_no_fault,281,281:storage_in,True,,7,1,4.748812,0,0,1,"[4, 17, 18, 22, 24, 27, 28, 47]","[4, 17, 18, 22, 24, 27, 28, 47]"
model_only_no_astar,g4d_first1024_no_fault,283,283:storage_in,True,,7,2,6.441333,0,0,2,"[5, 19, 18, 22, 24, 27, 28, 47]","[5, 19, 25, 26, 43, 15, 14, 46, 36, 38, 39, 47]"
model_only_no_astar,g4d_first1024_no_fault,284,284:storage_in,True,,7,2,5.599154,0,0,2,"[4, 17, 18, 22, 24, 27, 28, 47]","[4, 17, 18, 22, 24, 27, 28, 47]"
model_only_no_astar,g4d_first1024_no_fault,285,285:storage_in,True,,10,1,0.277665,0,0,1,"[2, 9, 7, 8, 11, 13, 23, 24, 27, 28, 47]","[2, 9, 7, 8, 11, 13, 23, 24, 27, 28, 47]"
model_only_no_astar,g4d_first1024_no_fault,287,287:storage_in,True,,8,2,6.520451,0,0,2,"[0, 6, 12, 13, 23, 24, 27, 28, 47]","[0, 6, 12, 13, 23, 24, 27, 28, 47]"
model_only_no_astar,g4d_first1024_no_fault,288,288:storage_in,True,,7,1,5.069802,0,0,1,"[4, 17, 18, 22, 24, 27, 28, 47]","[4, 17, 18, 22, 24, 27, 28, 47]"
model_only_no_astar,g4d_first1024_no_fault,289,289:storage_in,True,,7,1,4.413013,0,0,1,"[4, 17, 18, 22, 24, 27, 28, 47]","[4, 17, 18, 22, 26, 43, 15, 14, 46, 36, 38, 39, 47]"
model_only_no_astar,g4d_first1024_no_fault,290,290:storage_in,True,,7,2,5.260954,0,0,2,"[5, 19, 18, 22, 24, 27, 28, 47]","[5, 19, 25, 26, 43, 15, 14, 46, 36, 38, 39, 47]"
model_only_no_astar,g4d_first1024_no_fault,291,291:storage_in,True,,9,1,1.665705,0,0,1,"[1, 7, 8, 11, 13, 23, 24, 27, 28, 47]","[1, 7, 8, 11, 13, 23, 24, 27, 28, 47]"
model_only_no_astar,g4d_first1024_no_fault,292,292:storage_in,True,,7,2,5.550496,0,0,2,"[5, 19, 18, 22, 24, 27, 28, 47]","[5, 19, 18, 22, 24, 27, 28, 47]"
model_only_no_astar,g4d_first1024_no_fault,294,294:storage_in,True,,10,1,0.153261,0,0,1,"[2, 9, 7, 8, 11, 13, 23, 24, 27, 28, 47]","[2, 9, 7, 8, 11, 13, 23, 24, 27, 28, 47]"
model_only_no_astar,g4d_first1024_no_fault,306,306:storage_in,True,,7,1,0.677831,0,0,1,"[4, 17, 18, 22, 24, 27, 28, 47]","[4, 17, 18, 22, 26, 43, 15, 14, 46, 36, 38, 39, 47]"
model_only_no_astar,g4d_first1024_no_fault,307,307:storage_in,True,,7,2,3.237481,0,0,2,"[5, 19, 18, 22, 24, 27, 28, 47]","[5, 19, 25, 26, 43, 15, 14, 46, 36, 38, 39, 47]"
model_only_no_astar,g4d_first1024_no_fault,308,308:storage_in,True,,8,2,4.138492,0,0,2,"[0, 6, 12, 13, 23, 24, 27, 28, 47]","[0, 6, 8, 11, 13, 23, 24, 27, 28, 47]"
model_only_no_astar,g4d_first1024_no_fault,311,311:storage_in,True,,10,1,1.120581,0,0,1,"[2, 9, 7, 8, 11, 13, 23, 24, 27, 28, 47]","[2, 9, 7, 8, 11, 14, 46, 36, 38, 39, 47]"
model_only_no_astar,g4d_first1024_no_fault,312,312:storage_in,True,,7,1,0.146341,0,0,1,"[4, 17, 18, 22, 24, 27, 28, 47]","[4, 17, 18, 22, 26, 43, 15, 14, 46, 36, 38, 39, 47]"
model_only_no_astar,g4d_first1024_no_fault,313,313:storage_in,True,,8,1,0.428442,0,0,1,"[0, 6, 12, 13, 23, 24, 27, 28, 47]","[0, 6, 12, 13, 23, 24, 27, 28, 47]"
model_only_no_astar,g4d_first1024_no_fault,314,314:storage_in,True,,7,1,0.412053,0,0,1,"[5, 19, 18, 22, 24, 27, 28, 47]","[5, 19, 18, 22, 24, 27, 28, 47]"
model_only_no_astar,g4d_first1024_no_fault,319,319:storage_in,True,,7,1,0.481991,0,0,1,"[4, 17, 18, 22, 24, 27, 28, 47]","[4, 17, 18, 22, 26, 43, 15, 14, 46, 36, 38, 39, 47]"
model_only_no_astar,g4d_first1024_no_fault,381,381:storage_in,True,,7,1,1.496671,0,0,1,"[4, 17, 18, 22, 24, 27, 28, 47]","[4, 17, 18, 22, 26, 43, 15, 14, 46, 36, 38, 39, 47]"
model_only_no_astar,g4d_first1024_no_fault,387,387:storage_in,True,,7,2,3.999231,0,0,2,"[5, 19, 18, 22, 24, 27, 28, 47]","[5, 19, 25, 26, 43, 15, 14, 46, 36, 38, 39, 47]"
model_only_no_astar,g4d_first1024_no_fault,388,388:storage_in,True,,7,2,3.849232,0,0,2,"[5, 19, 18, 22, 24, 27, 28, 47]","[5, 19, 25, 26, 43, 15, 14, 46, 36, 38, 39, 47]"
model_only_no_astar,g4d_first1024_no_fault,389,389:storage_in,True,,7,1,2.524331,0,0,1,"[4, 17, 18, 22, 24, 27, 28, 47]","[4, 17, 18, 22, 24, 27, 28, 47]"
model_only_no_astar,g4d_first1024_no_fault,390,390:storage_in,True,,8,2,4.329372,0,0,2,"[0, 6, 12, 13, 23, 24, 27, 28, 47]","[0, 6, 8, 11, 13, 23, 24, 27, 28, 47]"
model_only_no_astar,g4d_first1024_no_fault,395,395:storage_in,True,,7,1,1.011911,0,0,1,"[5, 19, 18, 22, 24, 27, 28, 47]","[5, 19, 25, 26, 43, 15, 14, 46, 36, 38, 39, 47]"
model_only_no_astar,g4d_first1024_no_fault,396,396:storage_in,True,,7,2,2.551481,0,0,2,"[4, 17, 18, 22, 24, 27, 28, 47]","[4, 17, 18, 22, 24, 27, 28, 47]"
model_only_no_astar,g4d_first1024_no_fault,398,398:storage_in,True,,7,2,4.200241,0,0,2,"[5, 19, 18, 22, 24, 27, 28, 47]","[5, 19, 25, 26, 43, 15, 14, 46, 36, 38, 39, 47]"
model_only_no_astar,g4d_first1024_no_fault,399,399:storage_in,True,,7,2,3.891012,0,0,2,"[5, 19, 18, 22, 24, 27, 28, 47]","[5, 19, 25, 26, 43, 15, 14, 46, 36, 38, 39, 47]"
model_only_no_astar,g4d_first1024_no_fault,402,402:storage_in,True,,8,1,1.373163,0,0,1,"[0, 6, 12, 13, 23, 24, 27, 28, 47]","[0, 6, 12, 13, 23, 24, 27, 28, 47]"
model_only_no_astar,g4d_first1024_no_fault,403,403:storage_in,True,,7,1,0.033664,0,0,1,"[4, 17, 18, 22, 24, 27, 28, 47]","[4, 17, 18, 22, 24, 27, 28, 47]"
model_only_no_astar,g4d_first1024_no_fault,405,405:storage_in,True,,9,1,0.056381,0,0,1,"[1, 7, 8, 11, 13, 23, 24, 27, 28, 47]","[1, 7, 8, 11, 13, 23, 24, 27, 28, 47]"
model_only_no_astar,g4d_first1024_no_fault,406,406:storage_in,True,,7,2,4.294552,0,0,2,"[5, 19, 18, 22, 24, 27, 28, 47]","[5, 19, 25, 26, 43, 15, 14, 46, 36, 38, 39, 47]"
model_only_no_astar,g4d_first1024_no_fault,409,409:storage_in,True,,8,1,2.139501,0,0,1,"[0, 6, 12, 13, 23, 24, 27, 28, 47]","[0, 6, 12, 13, 23, 24, 27, 28, 47]"
model_only_no_astar,g4d_first1024_no_fault,410,410:storage_in,True,,7,1,1.463831,0,0,1,"[4, 17, 18, 22, 24, 27, 28, 47]","[4, 17, 18, 22, 26, 43, 15, 14, 46, 36, 38, 39, 47]"
model_only_no_astar,g4d_first1024_no_fault,415,415:storage_in,True,,7,1,1.107631,0,0,1,"[53, 20, 21, 23, 24, 27, 28, 47]","[53, 20, 21, 23, 24, 27, 28, 47]"
model_only_no_astar,g4d_first1024_no_fault,417,417:storage_in,True,,7,1,0.966301,0,0,1,"[5, 19, 18, 22, 24, 27, 28, 47]","[5, 19, 25, 26, 43, 15, 14, 46, 36, 38, 39, 47]"
model_only_no_astar,g4d_first1024_no_fault,418,418:storage_in,True,,8,1,1.250001,0,0,1,"[0, 6, 12, 13, 23, 24, 27, 28, 47]","[0, 6, 8, 11, 13, 23, 24, 27, 28, 47]"
model_only_no_astar,g4d_first1024_no_fault,422,422:storage_in,True,,7,2,1.840851,0,0,2,"[5, 19, 18, 22, 24, 27, 28, 47]","[5, 19, 25, 26, 43, 15, 14, 46, 36, 38, 39, 47]"
model_only_no_astar,g4d_first1024_no_fault,423,423:storage_in,True,,7,2,2.716191,0,0,2,"[5, 19, 18, 22, 24, 27, 28, 47]","[5, 19, 25, 26, 43, 15, 14, 46, 36, 38, 39, 47]"
model_only_no_astar,g4d_first1024_no_fault,427,427:storage_in,True,,7,1,0.677831,0,0,1,"[4, 17, 18, 22, 24, 27, 28, 47]","[4, 17, 18, 22, 26, 43, 15, 14, 46, 36, 38, 39, 47]"
