scenario,scenario_context,segment_id,task_id,task_global_index,source_line,failure_motif,is_g2_failed_task,is_g2_first_divergence,current,goal,ready_time,teacher_next,teacher_next_in_candidate,teacher_next_in_safe_mask,teacher_next_block_reason,candidate_count,safe_candidate_count,candidate_next_nodes,safe_next_nodes,executed_next,executed_kind,oracle_reason,edge_pressure_15s,node_pressure_15s,edge_pressure_30s,node_pressure_30s,edge_pressure_60s,node_pressure_60s,blocked_reasons_summary
legacy_first32,no_fault,19:storage_in,19,19,21,hold_when_sipp_moves,True,False,27,47,10724.011150000002,28,True,False,edge_capacity,3,0,28 45 27,,27,none,edge_score,,,,,,,28:edge_capacity|45:unreachable_goal|27:node_reservation
legacy_first32,no_fault,18:storage_in,18,18,20,wrong_branch_vs_sipp,True,False,46,47,10724.706470000001,,False,False,current_not_on_teacher_path,3,0,35 36 46,,46,none,edge_score,,,,,,,35:unreachable_goal|36:edge_capacity|46:node_reservation
legacy_first32,no_fault,25:storage_in,25,25,27,no_safe_action_at_divergence,True,False,4,47,11267.81636,17,True,True,,2,2,17 4,17 4,17,move,edge_score,0,0,0,0,0,0,
legacy_first32,no_fault,26:storage_in,26,26,28,hold_when_sipp_moves,True,True,4,47,11269.33434,17,True,False,edge_capacity,2,1,17 4,4,4,hold,edge_score,0,0,0,0,0,0,17:edge_capacity
legacy_first32,no_fault,26:storage_in,26,26,28,hold_when_sipp_moves,True,False,4,47,11270.33434,17,True,False,edge_capacity,2,1,17 4,4,4,hold,edge_score,0,1,0,1,0,1,17:edge_capacity
legacy_first32,no_fault,27:storage_in,27,27,29,wrong_branch_vs_sipp,True,False,5,47,11270.51203,19,True,True,,2,2,19 5,19 5,19,move,edge_score,0,0,0,0,0,0,
legacy_first32,no_fault,26:storage_in,26,26,28,hold_when_sipp_moves,True,False,4,47,11271.33434,17,True,False,edge_capacity,2,1,17 4,4,4,hold,edge_score,0,1,0,1,0,1,17:edge_capacity
legacy_first32,no_fault,26:storage_in,26,26,28,hold_when_sipp_moves,True,False,4,47,11272.33434,17,True,True,,2,2,17 4,17 4,17,move,edge_score,0,0,0,0,0,0,
legacy_first32,no_fault,25:storage_in,25,25,27,no_safe_action_at_divergence,True,False,17,47,11272.416360000001,18,True,True,,2,2,18 17,18 17,18,move,edge_score,0,0,0,0,0,0,
legacy_first32,no_fault,27:storage_in,27,27,29,wrong_branch_vs_sipp,True,False,19,47,11273.11203,18,True,True,,3,3,18 25 19,18 25 19,18,move,edge_score,0,0,0,0,0,0,
legacy_first32,no_fault,30:storage_in,30,30,32,wrong_branch_vs_sipp,True,False,5,47,11274.66746,19,True,True,,2,2,19 5,19 5,19,move,edge_score,0,0,0,0,0,0,
legacy_first32,no_fault,25:storage_in,25,25,27,no_safe_action_at_divergence,True,True,18,47,11275.016360000001,22,True,False,edge_capacity,2,0,22 18,,18,none,edge_score,,,,,,,22:edge_capacity|18:node_reservation
legacy_first32,no_fault,27:storage_in,27,27,29,wrong_branch_vs_sipp,True,False,18,47,11276.91203,22,True,True,,2,2,22 18,22 18,22,move,edge_score,0,0,0,0,0,0,
legacy_first32,no_fault,26:storage_in,26,26,28,hold_when_sipp_moves,True,False,17,47,11276.93434,18,True,True,,2,2,18 17,18 17,18,move,edge_score,0,0,0,0,0,0,
legacy_first32,no_fault,30:storage_in,30,30,32,wrong_branch_vs_sipp,True,True,19,47,11277.267460000001,25,True,True,,3,3,18 25 19,18 25 19,18,move,edge_score,0,0,0,0,0,0,
legacy_first32,no_fault,26:storage_in,26,26,28,hold_when_sipp_moves,True,False,18,47,11279.53434,22,True,False,edge_capacity,2,0,22 18,,18,none,edge_score,,,,,,,22:edge_capacity|18:node_reservation
legacy_first32,no_fault,30:storage_in,30,30,32,wrong_branch_vs_sipp,True,False,18,47,11281.06746,,False,False,current_not_on_teacher_path,2,0,22 18,,18,none,edge_score,,,,,,,22:edge_capacity|18:node_reservation
legacy_first32,no_fault,27:storage_in,27,27,29,wrong_branch_vs_sipp,True,True,22,47,11286.31203,24,True,False,edge_capacity,3,2,24 26 22,26 22,26,move,edge_score,0,0,0,0,0,0,24:edge_capacity
legacy_first32,no_fault,27:storage_in,27,27,29,wrong_branch_vs_sipp,True,False,26,47,11294.112029999998,,False,False,current_not_on_teacher_path,2,2,43 26,43 26,43,move,edge_score,0,0,0,0,0,0,
legacy_first32,no_fault,27:storage_in,27,27,29,wrong_branch_vs_sipp,True,False,43,47,11296.712029999999,,False,False,current_not_on_teacher_path,2,2,15 43,15 43,15,move,edge_score,0,0,0,0,0,0,
legacy_first32,no_fault,27:storage_in,27,27,29,wrong_branch_vs_sipp,True,False,15,47,11300.91203,,False,False,current_not_on_teacher_path,2,2,14 15,14 15,14,move,edge_score,0,0,0,0,0,0,
legacy_first32,no_fault,27:storage_in,27,27,29,wrong_branch_vs_sipp,True,False,14,47,11303.51203,,False,False,current_not_on_teacher_path,2,2,46 14,46 14,46,move,edge_score,0,0,0,0,0,0,
legacy_first32,no_fault,27:storage_in,27,27,29,wrong_branch_vs_sipp,True,False,46,47,11306.11203,,False,False,current_not_on_teacher_path,3,1,35 36 46,46,46,hold,edge_score,0,1,0,1,0,1,35:unreachable_goal|36:edge_capacity
legacy_first32,no_fault,27:storage_in,27,27,29,wrong_branch_vs_sipp,True,False,46,47,11307.11203,,False,False,current_not_on_teacher_path,3,1,35 36 46,46,46,hold,edge_score,0,1,0,1,0,1,35:unreachable_goal|36:edge_capacity
legacy_first32,no_fault,27:storage_in,27,27,29,wrong_branch_vs_sipp,True,False,46,47,11308.11203,,False,False,current_not_on_teacher_path,3,1,35 36 46,46,46,hold,edge_score,0,1,0,1,0,1,35:unreachable_goal|36:edge_capacity
legacy_first32,no_fault,27:storage_in,27,27,29,wrong_branch_vs_sipp,True,False,46,47,11309.11203,,False,False,current_not_on_teacher_path,3,1,35 36 46,46,46,hold,edge_score,0,1,0,1,0,1,35:unreachable_goal|36:edge_capacity
legacy_first32,no_fault,27:storage_in,27,27,29,wrong_branch_vs_sipp,True,False,46,47,11310.11203,,False,False,current_not_on_teacher_path,3,1,35 36 46,46,46,hold,edge_score,0,1,0,1,0,1,35:unreachable_goal|36:edge_capacity
legacy_first32,no_fault,27:storage_in,27,27,29,wrong_branch_vs_sipp,True,False,46,47,11311.11203,,False,False,current_not_on_teacher_path,3,1,35 36 46,46,46,hold,edge_score,0,1,0,1,0,1,35:unreachable_goal|36:edge_capacity
legacy_first32,no_fault,27:storage_in,27,27,29,wrong_branch_vs_sipp,True,False,46,47,11312.11203,,False,False,current_not_on_teacher_path,3,1,35 36 46,46,46,hold,edge_score,0,1,0,1,0,1,35:unreachable_goal|36:edge_capacity
legacy_first32,no_fault,27:storage_in,27,27,29,wrong_branch_vs_sipp,True,False,46,47,11313.11203,,False,False,current_not_on_teacher_path,3,1,35 36 46,46,46,hold,edge_score,0,2,0,2,0,2,35:unreachable_goal|36:edge_capacity
legacy_first32,no_fault,27:storage_in,27,27,29,wrong_branch_vs_sipp,True,False,46,47,11314.11203,,False,False,current_not_on_teacher_path,3,0,35 36 46,,46,none,edge_score,,,,,,,35:unreachable_goal|36:edge_capacity|46:node_reservation
legacy_offset32_static16,static_fault,32:storage_in,32,32,34,hold_when_sipp_moves,True,False,2,47,11278.77315,9,True,True,,2,2,9 2,9 2,9,move,edge_score,0,0,0,0,0,0,
legacy_offset32_static16,static_fault,34:storage_in,34,34,36,hold_when_sipp_moves,True,False,3,47,11282.63961,16,True,True,,2,2,16 3,16 3,16,move,edge_score,0,0,0,0,0,0,
legacy_offset32_static16,static_fault,32:storage_in,32,32,34,hold_when_sipp_moves,True,False,9,47,11283.373150000001,7,True,True,,3,3,7 10 9,7 10 9,7,move,edge_score,0,0,0,0,0,0,
legacy_offset32_static16,static_fault,34:storage_in,34,34,36,hold_when_sipp_moves,True,False,16,47,11285.23961,21,True,True,,3,2,17 21 16,21 16,21,move,edge_score,0,0,0,0,0,0,17:fault_edge
legacy_offset32_static16,static_fault,36:storage_in,36,36,38,hold_when_sipp_moves,True,False,1,47,11286.58781,7,True,True,,2,2,7 1,7 1,7,move,edge_score,0,0,0,0,0,0,
legacy_offset32_static16,static_fault,32:storage_in,32,32,34,hold_when_sipp_moves,True,True,7,47,11287.17315,8,True,False,node_reservation,2,1,8 7,7,7,hold,edge_score,0,2,0,2,0,2,8:node_reservation
legacy_offset32_static16,static_fault,32:storage_in,32,32,34,hold_when_sipp_moves,True,False,7,47,11288.17315,8,True,True,,2,2,8 7,8 7,8,move,edge_score,0,0,0,0,0,0,
legacy_offset32_static16,static_fault,32:storage_in,32,32,34,hold_when_sipp_moves,True,False,8,47,11290.77315,11,True,False,edge_capacity,2,1,11 8,8,8,hold,edge_score,0,1,0,1,0,1,11:edge_capacity
legacy_offset32_static16,static_fault,32:storage_in,32,32,34,hold_when_sipp_moves,True,False,8,47,11291.77315,11,True,False,edge_capacity,2,1,11 8,8,8,hold,edge_score,0,1,0,1,0,1,11:edge_capacity
legacy_offset32_static16,static_fault,36:storage_in,36,36,38,hold_when_sipp_moves,True,False,7,47,11292.38781,8,True,True,,2,2,8 7,8 7,8,move,edge_score,0,0,0,0,0,0,
legacy_offset32_static16,static_fault,32:storage_in,32,32,34,hold_when_sipp_moves,True,False,8,47,11292.77315,11,True,True,,2,2,11 8,11 8,11,move,edge_score,0,0,0,0,0,0,
legacy_offset32_static16,static_fault,36:storage_in,36,36,38,hold_when_sipp_moves,True,True,8,47,11294.98781,11,True,False,edge_capacity,2,1,11 8,8,8,hold,edge_score,0,1,0,1,0,1,11:edge_capacity
legacy_offset32_static16,static_fault,36:storage_in,36,36,38,hold_when_sipp_moves,True,False,8,47,11295.98781,11,True,True,,2,2,11 8,11 8,11,move,edge_score,0,0,0,0,0,0,
legacy_offset32_static16,static_fault,32:storage_in,32,32,34,hold_when_sipp_moves,True,False,11,47,11296.973150000002,13,True,True,,3,2,13 14 11,13 11,13,move,edge_score,0,0,0,0,0,0,14:edge_capacity
legacy_offset32_static16,static_fault,36:storage_in,36,36,38,hold_when_sipp_moves,True,False,11,47,11300.187810000001,13,True,False,edge_capacity,3,1,13 14 11,11,11,hold,edge_score,0,2,0,2,0,2,13:edge_capacity|14:edge_capacity
legacy_offset32_static16,static_fault,36:storage_in,36,36,38,hold_when_sipp_moves,True,False,11,47,11301.187810000001,13,True,False,edge_capacity,3,1,13 14 11,11,11,hold,edge_score,0,2,0,2,0,2,13:edge_capacity|14:edge_capacity
legacy_offset32_static16,static_fault,36:storage_in,36,36,38,hold_when_sipp_moves,True,False,11,47,11302.187810000001,13,True,False,edge_capacity,3,1,13 14 11,11,11,hold,edge_score,0,2,0,2,0,2,13:edge_capacity|14:edge_capacity
legacy_offset32_static16,static_fault,36:storage_in,36,36,38,hold_when_sipp_moves,True,False,11,47,11303.187810000001,13,True,False,edge_capacity,3,0,13 14 11,,11,none,edge_score,,,,,,,13:edge_capacity|14:edge_capacity|11:node_reservation
legacy_offset32_static16,static_fault,34:storage_in,34,34,36,hold_when_sipp_moves,True,False,21,47,11309.03961,23,True,True,,2,2,23 21,23 21,23,move,edge_score,0,0,0,0,0,0,
legacy_offset32_static16,static_fault,32:storage_in,32,32,34,hold_when_sipp_moves,True,False,13,47,11309.173150000002,23,True,True,,2,2,23 13,23 13,23,move,edge_score,0,1,0,1,0,1,
legacy_offset32_static16,static_fault,32:storage_in,32,32,34,hold_when_sipp_moves,True,False,23,47,11313.373150000003,24,True,True,,2,1,24 23,24,24,move,edge_score,0,1,0,1,0,1,23:node_reservation
legacy_offset32_static16,static_fault,34:storage_in,34,34,36,hold_when_sipp_moves,True,True,23,47,11314.839609999999,24,True,False,edge_capacity,2,1,24 23,23,23,hold,edge_score,0,1,0,1,0,1,24:edge_capacity
legacy_offset32_static16,static_fault,34:storage_in,34,34,36,hold_when_sipp_moves,True,False,23,47,11315.839609999999,24,True,True,,2,2,24 23,24 23,24,move,edge_score,0,1,0,1,0,1,
legacy_offset32_static16,static_fault,32:storage_in,32,32,34,hold_when_sipp_moves,True,False,24,47,11315.973150000003,27,True,True,,2,2,27 24,27 24,27,move,edge_score,0,0,0,0,0,0,
legacy_offset32_static16,static_fault,34:storage_in,34,34,36,hold_when_sipp_moves,True,False,24,47,11318.43961,27,True,True,,2,2,27 24,27 24,27,move,edge_score,0,0,0,0,0,0,
legacy_offset32_static16,static_fault,32:storage_in,32,32,34,hold_when_sipp_moves,True,False,27,47,11318.573150000004,28,True,False,edge_capacity,3,1,28 45 27,27,27,hold,edge_score,0,2,0,2,0,2,28:edge_capacity|45:unreachable_goal
legacy_offset32_static16,static_fault,32:storage_in,32,32,34,hold_when_sipp_moves,True,False,27,47,11319.573150000004,28,True,False,edge_capacity,3,0,28 45 27,,27,none,edge_score,,,,,,,28:edge_capacity|45:unreachable_goal|27:node_reservation
legacy_offset32_static16,static_fault,34:storage_in,34,34,36,hold_when_sipp_moves,True,False,27,47,11321.03961,28,True,False,edge_capacity,3,1,28 45 27,27,27,hold,edge_score,0,1,0,1,0,1,28:edge_capacity|45:unreachable_goal
legacy_offset32_static16,static_fault,34:storage_in,34,34,36,hold_when_sipp_moves,True,False,27,47,11322.03961,28,True,False,edge_capacity,3,1,28 45 27,27,27,hold,edge_score,0,1,0,1,0,1,28:edge_capacity|45:unreachable_goal
legacy_offset32_static16,static_fault,34:storage_in,34,34,36,hold_when_sipp_moves,True,False,27,47,11323.03961,28,True,False,edge_capacity,3,1,28 45 27,27,27,hold,edge_score,0,1,0,1,0,1,28:edge_capacity|45:unreachable_goal
legacy_offset32_static16,static_fault,34:storage_in,34,34,36,hold_when_sipp_moves,True,False,27,47,11324.03961,28,True,False,edge_capacity,3,1,28 45 27,27,27,hold,edge_score,0,1,0,1,0,1,28:edge_capacity|45:unreachable_goal
legacy_offset32_static16,static_fault,34:storage_in,34,34,36,hold_when_sipp_moves,True,False,27,47,11325.03961,28,True,False,edge_capacity,3,0,28 45 27,,27,none,edge_score,,,,,,,28:edge_capacity|45:unreachable_goal|27:node_reservation
legacy_offset32_static16,static_fault,43:storage_in,43,43,45,static_fault_branch_gap,True,False,5,47,11865.14962,19,True,True,,2,2,19 5,19 5,19,move,edge_score,0,0,0,0,0,0,
legacy_offset32_static16,static_fault,43:storage_in,43,43,45,static_fault_branch_gap,True,True,19,47,11867.74962,25,True,True,,3,3,18 25 19,18 25 19,18,move,edge_score,0,0,0,0,0,0,
legacy_offset32_static16,static_fault,43:storage_in,43,43,45,static_fault_branch_gap,True,False,18,47,11871.54962,,False,False,current_not_on_teacher_path,2,2,22 18,22 18,22,move,edge_score,0,0,0,0,0,0,
legacy_offset32_static16,static_fault,43:storage_in,43,43,45,static_fault_branch_gap,True,False,22,47,11880.94962,,False,False,current_not_on_teacher_path,3,2,24 26 22,26 22,26,move,edge_score,0,0,0,0,0,0,24:edge_capacity
legacy_offset32_static16,static_fault,43:storage_in,43,43,45,static_fault_branch_gap,True,False,26,47,11888.749619999999,43,True,True,,2,2,43 26,43 26,43,move,edge_score,0,0,0,0,0,0,
legacy_offset32_static16,static_fault,43:storage_in,43,43,45,static_fault_branch_gap,True,False,43,47,11891.349619999999,15,True,True,,2,2,15 43,15 43,15,move,edge_score,0,0,0,0,0,0,
legacy_offset32_static16,static_fault,43:storage_in,43,43,45,static_fault_branch_gap,True,False,15,47,11895.54962,14,True,False,node_reservation,2,1,14 15,15,15,hold,edge_score,0,1,0,1,0,1,14:node_reservation
legacy_offset32_static16,static_fault,43:storage_in,43,43,45,static_fault_branch_gap,True,False,15,47,11896.54962,14,True,True,,2,2,14 15,14 15,14,move,edge_score,0,0,0,0,0,0,
legacy_offset32_static16,static_fault,43:storage_in,43,43,45,static_fault_branch_gap,True,False,14,47,11899.14962,46,True,True,,2,2,46 14,46 14,46,move,edge_score,0,0,0,0,0,0,
legacy_offset32_static16,static_fault,43:storage_in,43,43,45,static_fault_branch_gap,True,False,46,47,11901.74962,36,True,False,edge_capacity,3,1,35 36 46,46,46,hold,edge_score,0,1,0,1,0,1,35:unreachable_goal|36:edge_capacity
legacy_offset32_static16,static_fault,43:storage_in,43,43,45,static_fault_branch_gap,True,False,46,47,11902.74962,36,True,False,edge_capacity,3,1,35 36 46,46,46,hold,edge_score,0,1,0,1,0,1,35:unreachable_goal|36:edge_capacity
legacy_offset32_static16,static_fault,43:storage_in,43,43,45,static_fault_branch_gap,True,False,46,47,11903.74962,36,True,False,edge_capacity,3,1,35 36 46,46,46,hold,edge_score,0,1,0,1,0,1,35:unreachable_goal|36:edge_capacity
legacy_offset32_static16,static_fault,43:storage_in,43,43,45,static_fault_branch_gap,True,False,46,47,11904.74962,36,True,False,edge_capacity,3,1,35 36 46,46,46,hold,edge_score,0,1,0,1,0,1,35:unreachable_goal|36:edge_capacity
legacy_offset32_static16,static_fault,43:storage_in,43,43,45,static_fault_branch_gap,True,False,46,47,11905.74962,36,True,False,edge_capacity,3,1,35 36 46,46,46,hold,edge_score,0,1,0,1,0,1,35:unreachable_goal|36:edge_capacity
legacy_offset32_static16,static_fault,43:storage_in,43,43,45,static_fault_branch_gap,True,False,46,47,11906.74962,36,True,False,edge_capacity,3,1,35 36 46,46,46,hold,edge_score,0,1,0,1,0,1,35:unreachable_goal|36:edge_capacity
legacy_offset32_static16,static_fault,43:storage_in,43,43,45,static_fault_branch_gap,True,False,46,47,11907.74962,36,True,False,edge_capacity,3,1,35 36 46,46,46,hold,edge_score,0,1,0,1,0,1,35:unreachable_goal|36:edge_capacity
legacy_offset32_static16,static_fault,43:storage_in,43,43,45,static_fault_branch_gap,True,False,46,47,11908.74962,36,True,False,edge_capacity,3,1,35 36 46,46,46,hold,edge_score,0,1,0,1,0,1,35:unreachable_goal|36:edge_capacity
legacy_offset32_static16,static_fault,43:storage_in,43,43,45,static_fault_branch_gap,True,False,46,47,11909.74962,36,True,False,edge_capacity,3,1,35 36 46,46,46,hold,edge_score,0,2,0,2,0,2,35:unreachable_goal|36:edge_capacity
legacy_offset32_static16,static_fault,43:storage_in,43,43,45,static_fault_branch_gap,True,False,46,47,11910.74962,36,True,False,edge_capacity,3,0,35 36 46,,46,none,edge_score,,,,,,,35:unreachable_goal|36:edge_capacity|46:node_reservation
legacy_offset64_repair32,repair_window,66:storage_in,66,66,68,hold_when_sipp_moves,True,True,4,47,12477.43655,17,True,False,node_reservation,2,1,17 4,4,4,hold,edge_score,0,0,0,0,0,0,17:node_reservation
legacy_offset64_repair32,repair_window,66:storage_in,66,66,68,hold_when_sipp_moves,True,False,4,47,12478.43655,17,True,True,,2,2,17 4,17 4,17,move,edge_score,0,0,0,0,0,0,
