sample_id,window_name,context,window_size,task_id,segment_id,current_node,goal_node,candidate_next_nodes,teacher_next_node,time_slack,local_node_time_window_pressure,teacher_static_remaining_hops,teacher_second_best_gap,teacher_downstream_pressure_2hop,teacher_downstream_pressure_3hop,teacher_goal_direction_score,teacher_historical_risk
g4d_move_0021385,g4d_offset512_512_high_density,real_inputdata_window,512,1013,1013:direct,16,48,"[17, 21]",21,4152.09358,0,5,5.2,0,0,17.6,0
g4d_move_0021393,g4d_offset512_512_high_density,real_inputdata_window,512,1012,1012:storage_in,6,47,"[8, 12]",8,9549.8,0,7,3.2,0,0,-0.4,0
g4d_move_0021395,g4d_offset512_512_high_density,real_inputdata_window,512,1012,1012:storage_in,11,47,"[13, 14]",13,9541.8,0,5,0,0,0,11.2,1
g4d_move_0021403,g4d_offset512_512_high_density,real_inputdata_window,512,1014,1014:storage_in,19,47,"[18, 25]",18,12250.4,0,5,0,0,1,2.8,1
g4d_move_0021417,g4d_offset512_512_high_density,real_inputdata_window,512,1015,1015:storage_in,11,47,"[13, 14]",14,6839.77695,0,5,22,0,0,-9.2,0
g4d_move_0021424,g4d_offset512_512_high_density,real_inputdata_window,512,1016,1016:storage_in,19,47,"[18, 25]",18,6848.31416,0,5,0,0,2,2.8,1
g4d_move_0021439,g4d_offset512_512_high_density,real_inputdata_window,512,1017,1017:storage_in,11,47,"[13, 14]",13,10432.87884,0,5,0,0,0,11.2,1
g4d_move_0021446,g4d_offset512_512_high_density,real_inputdata_window,512,1018,1018:storage_in,16,47,"[17, 21]",17,6543.00714,0,6,0,0,0,3.6,1
g4d_move_0021454,g4d_offset512_512_high_density,real_inputdata_window,512,1019,1019:storage_in,6,47,"[8, 12]",12,11041.1955,0,6,0,0,0,10,1
g4d_move_0021469,g4d_offset512_512_high_density,real_inputdata_window,512,1021,1021:storage_in,16,47,"[17, 21]",17,6534.91702,0,6,0,0,0,3.6,1
g4d_move_0021485,g4d_offset512_512_high_density,real_inputdata_window,512,1023,1023:direct,19,48,"[18, 25]",25,4130.62584,0,12,48.4,0,0,-34.4,0
g4d_move_0021509,g4d_offset2048_1024_high_density,real_inputdata_window,1024,1902,1902:storage_in,11,47,"[13, 14]",13,4898.44553,0,5,0,0,0,11.2,1
g4d_move_0021516,g4d_offset2048_1024_high_density,real_inputdata_window,1024,1903,1903:storage_in,19,47,"[18, 25]",18,6109.74291,0,5,0,0,0,2.8,1
g4d_move_0021533,g4d_offset2048_1024_high_density,real_inputdata_window,1024,1905,1905:storage_in,11,47,"[13, 14]",13,6697.4,0,5,0,0,0,11.2,1
g4d_move_0021540,g4d_offset2048_1024_high_density,real_inputdata_window,1024,1906,1906:storage_in,16,47,"[17, 21]",21,5507.07634,0,5,5.2,0,0,17.6,0
g4d_move_0021550,g4d_offset2048_1024_high_density,real_inputdata_window,1024,1907,1907:storage_in,11,47,"[13, 14]",13,12391.80007,0,5,0,0,0,11.2,1
g4d_move_0021557,g4d_offset2048_1024_high_density,real_inputdata_window,1024,1908,1908:storage_in,6,47,"[8, 12]",8,9101.98688,0,7,3.2,0,0,-0.4,0
g4d_move_0021559,g4d_offset2048_1024_high_density,real_inputdata_window,1024,1908,1908:storage_in,11,47,"[13, 14]",14,9093.98688,0,5,22,0,0,-9.2,0
g4d_move_0021568,g4d_offset2048_1024_high_density,real_inputdata_window,1024,1909,1909:storage_in,11,47,"[13, 14]",13,9390.6467,0,5,0,0,0,11.2,1
g4d_move_0021575,g4d_offset2048_1024_high_density,real_inputdata_window,1024,1910,1910:storage_in,19,47,"[18, 25]",25,9699.82622,0,9,27.2,0,0,-13.2,0
g4d_move_0021586,g4d_offset2048_1024_high_density,real_inputdata_window,1024,1911,1911:storage_in,16,47,"[17, 21]",17,4897.72711,0,6,0,0,0,3.6,1
g4d_move_0021595,g4d_offset2048_1024_high_density,real_inputdata_window,1024,1912,1912:direct,16,49,"[17, 21]",17,4296.4,0,11,0,0,0,3.6,1
g4d_move_0021611,g4d_offset2048_1024_high_density,real_inputdata_window,1024,1913,1913:storage_in,11,47,"[13, 14]",13,5182.98688,0,5,0,0,0,11.2,1
g4d_move_0021626,g4d_offset2048_1024_high_density,real_inputdata_window,1024,1917,1917:storage_in,19,47,"[18, 25]",25,6092.34054,0,9,27.2,0,0,-13.2,0
g4d_move_0021638,g4d_offset2048_1024_high_density,real_inputdata_window,1024,1915,1915:direct,6,49,"[8, 12]",8,4289.8,0,7,3.2,0,0,-0.4,0
g4d_move_0021640,g4d_offset2048_1024_high_density,real_inputdata_window,1024,1915,1915:direct,11,49,"[13, 14]",14,4281.8,0,5,0.8,0,0,12,0
g4d_move_0021656,g4d_offset2048_1024_high_density,real_inputdata_window,1024,1916,1916:storage_in,6,47,"[8, 12]",8,6688.01598,0,7,3.2,0,0,-0.4,0
g4d_move_0021658,g4d_offset2048_1024_high_density,real_inputdata_window,1024,1916,1916:storage_in,11,47,"[13, 14]",14,6680.01598,0,5,22,0,0,-9.2,0
g4d_move_0021665,g4d_offset2048_1024_high_density,real_inputdata_window,1024,1919,1919:storage_in,16,47,"[17, 21]",17,6689.61598,0,6,0,0,0,3.6,1
g4d_move_0021676,g4d_offset2048_1024_high_density,real_inputdata_window,1024,1920,1920:storage_in,11,47,"[13, 14]",13,4878.53899,0,5,0,0,0,11.2,1
g4d_move_0021686,g4d_offset2048_1024_high_density,real_inputdata_window,1024,1921,1921:storage_in,11,47,"[13, 14]",13,5175.93899,0,5,0,0,0,11.2,1
g4d_move_0021696,g4d_offset2048_1024_high_density,real_inputdata_window,1024,1922,1922:storage_in,11,47,"[13, 14]",13,12377.4,0,5,0,0,0,11.2,1
g4d_move_0021727,g4d_offset2048_1024_high_density,real_inputdata_window,1024,1925,1925:storage_in,11,47,"[13, 14]",13,6673.11446,0,5,0,0,0,11.2,1
g4d_move_0021738,g4d_offset2048_1024_high_density,real_inputdata_window,1024,1926,1926:direct,11,50,"[13, 14]",14,3671.8,0,4,0,0,0,12.8,0
g4d_move_0021744,g4d_offset2048_1024_high_density,real_inputdata_window,1024,1927,1927:storage_in,6,47,"[8, 12]",8,5182.51299,0,7,3.2,0,0,-0.4,0
g4d_move_0021746,g4d_offset2048_1024_high_density,real_inputdata_window,1024,1927,1927:storage_in,11,47,"[13, 14]",13,5174.51299,0,5,0,0,0,11.2,1
g4d_move_0021754,g4d_offset2048_1024_high_density,real_inputdata_window,1024,1928,1928:storage_in,19,47,"[18, 25]",18,7883.4,0,5,0,0,2,2.8,1
g4d_move_0021767,g4d_offset2048_1024_high_density,real_inputdata_window,1024,1929,1929:storage_in,19,47,"[18, 25]",18,4881.44632,0,5,0,0,1,2.8,1
g4d_move_0021782,g4d_offset2048_1024_high_density,real_inputdata_window,1024,1930,1930:storage_in,11,47,"[13, 14]",13,5170.40006,0,5,0,0,0,11.2,1
g4d_move_0021802,g4d_offset2048_1024_high_density,real_inputdata_window,1024,1931,1931:direct,6,49,"[8, 12]",8,4276.88675,0,7,3.2,0,1,-0.4,0
g4d_move_0021804,g4d_offset2048_1024_high_density,real_inputdata_window,1024,1931,1931:direct,11,49,"[13, 14]",13,4268.88675,0,10,0,0,0,11.2,1
g4d_move_0021816,g4d_offset2048_1024_high_density,real_inputdata_window,1024,1933,1933:direct,16,49,"[17, 21]",21,4278.48675,0,10,5.2,0,0,17.6,0
g4d_move_0021839,g4d_offset2048_1024_high_density,real_inputdata_window,1024,1936,1936:direct,11,49,"[13, 14]",13,4267.56473,0,10,0,0,0,11.2,1
g4d_move_0021852,g4d_offset2048_1024_high_density,real_inputdata_window,1024,1935,1935:storage_in,16,47,"[17, 21]",21,5477.4,0,5,5.2,0,0,17.6,0
g4d_move_0021869,g4d_offset2048_1024_high_density,real_inputdata_window,1024,1938,1938:direct,6,50,"[8, 12]",8,4271.82966,0,6,0,0,0,2.8,0
g4d_move_0021871,g4d_offset2048_1024_high_density,real_inputdata_window,1024,1938,1938:direct,11,50,"[13, 14]",14,4263.82966,0,4,0,0,0,12.8,0
g4d_move_0021890,g4d_offset2048_1024_high_density,real_inputdata_window,1024,1939,1939:storage_in,6,47,"[8, 12]",8,5170.8,0,7,3.2,0,1,-0.4,0
g4d_move_0021892,g4d_offset2048_1024_high_density,real_inputdata_window,1024,1939,1939:storage_in,11,47,"[13, 14]",13,5162.8,0,5,0,0,0,11.2,1
g4d_move_0021901,g4d_offset2048_1024_high_density,real_inputdata_window,1024,1941,1941:storage_in,11,47,"[13, 14]",13,5160.59432,0,5,0,0,0,11.2,1
g4d_move_0021910,g4d_offset2048_1024_high_density,real_inputdata_window,1024,1942,1942:storage_in,11,47,"[13, 14]",13,4859.32987,0,5,0,0,0,11.2,1
g4d_move_0021917,g4d_offset2048_1024_high_density,real_inputdata_window,1024,1943,1943:direct,19,49,"[18, 25]",25,4568.50436,0,9,6,0,0,8,0
g4d_move_0021947,g4d_offset2048_1024_high_density,real_inputdata_window,1024,1946,1946:storage_in,19,47,"[18, 25]",25,5167.07197,0,9,27.2,0,0,-13.2,0
g4d_move_0021961,g4d_offset2048_1024_high_density,real_inputdata_window,1024,1948,1948:storage_in,11,47,"[13, 14]",13,5453.2352,0,5,0,0,0,11.2,1
g4d_move_0021968,g4d_offset2048_1024_high_density,real_inputdata_window,1024,1949,1949:direct,16,49,"[17, 21]",17,4265.67373,0,11,0,0,0,3.6,1
g4d_move_0021981,g4d_offset2048_1024_high_density,real_inputdata_window,1024,1950,1950:direct,19,49,"[18, 25]",18,4265.22766,0,10,0,0,2,2.8,1
g4d_move_0022001,g4d_offset2048_1024_high_density,real_inputdata_window,1024,1952,1952:storage_in,16,47,"[17, 21]",21,5161.8452,0,5,5.2,0,0,17.6,0
g4d_move_0022038,g4d_offset2048_1024_high_density,real_inputdata_window,1024,1954,1954:storage_in,6,47,"[8, 12]",8,6657.8,0,7,3.2,0,1,-0.4,0
g4d_move_0022040,g4d_offset2048_1024_high_density,real_inputdata_window,1024,1954,1954:storage_in,11,47,"[13, 14]",13,6649.8,0,5,0,0,0,11.2,1
g4d_move_0022060,g4d_offset2048_1024_high_density,real_inputdata_window,1024,1957,1957:storage_in,6,47,"[8, 12]",12,5155.8,0,6,0,0,0,10,1
g4d_move_0022068,g4d_offset2048_1024_high_density,real_inputdata_window,1024,1958,1958:storage_in,19,47,"[18, 25]",18,5456.40538,0,5,0,0,0,2.8,1
g4d_move_0022077,g4d_offset2048_1024_high_density,real_inputdata_window,1024,1959,1959:storage_in,11,47,"[13, 14]",13,7846.28517,0,5,0,0,0,11.2,1
g4d_move_0022084,g4d_offset2048_1024_high_density,real_inputdata_window,1024,1960,1960:direct,19,49,"[18, 25]",25,4555.06035,0,9,6,0,0,8,0
g4d_move_0022098,g4d_offset2048_1024_high_density,real_inputdata_window,1024,1961,1961:storage_in,11,47,"[13, 14]",13,5141.58861,0,5,0,0,0,11.2,1
g4d_move_0022105,g4d_offset2048_1024_high_density,real_inputdata_window,1024,1962,1962:storage_in,16,47,"[17, 21]",17,5153.74302,0,6,0,0,0,3.6,1
g4d_move_0022116,g4d_offset2048_1024_high_density,real_inputdata_window,1024,1964,1964:storage_in,11,47,"[13, 14]",13,7240.4,0,5,0,0,0,11.2,1
g4d_move_0022131,g4d_offset2048_1024_high_density,real_inputdata_window,1024,1966,1966:direct,16,49,"[17, 21]",21,3349.15341,0,10,5.2,0,0,17.6,0
g4d_move_0022144,g4d_offset2048_1024_high_density,real_inputdata_window,1024,1963,1963:storage_in,6,47,"[8, 12]",8,8146.8,0,7,3.2,0,0,-0.4,0
g4d_move_0022146,g4d_offset2048_1024_high_density,real_inputdata_window,1024,1963,1963:storage_in,11,47,"[13, 14]",14,8138.8,0,5,22,0,0,-9.2,0
g4d_move_0022156,g4d_offset2048_1024_high_density,real_inputdata_window,1024,1967,1967:storage_in,11,47,"[13, 14]",14,9335.74663,0,5,22,0,0,-9.2,0
g4d_move_0022165,g4d_offset2048_1024_high_density,real_inputdata_window,1024,1968,1968:storage_in,11,47,"[13, 14]",14,5136.77967,0,5,22,0,0,-9.2,0
g4d_move_0022185,g4d_offset2048_1024_high_density,real_inputdata_window,1024,1970,1970:storage_in,6,47,"[8, 12]",12,6642.8,0,6,0,0,0,10,1
g4d_move_0022195,g4d_offset2048_1024_high_density,real_inputdata_window,1024,1971,1971:storage_in,11,47,"[13, 14]",13,9331.90234,0,5,0,0,0,11.2,1
g4d_move_0022202,g4d_offset2048_1024_high_density,real_inputdata_window,1024,1972,1972:storage_in,16,47,"[17, 21]",21,6941.61603,0,5,5.2,0,0,17.6,0
g4d_move_0022209,g4d_offset2048_1024_high_density,real_inputdata_window,1024,1973,1973:storage_in,19,47,"[18, 25]",25,5141.29208,0,9,27.2,0,0,-13.2,0
g4d_move_0022232,g4d_offset2048_1024_high_density,real_inputdata_window,1024,1975,1975:storage_in,16,47,"[17, 21]",17,5138.48681,0,6,0,0,0,3.6,1
g4d_move_0022243,g4d_offset2048_1024_high_density,real_inputdata_window,1024,1976,1976:storage_in,11,47,"[13, 14]",13,6924.42533,0,5,0,0,0,11.2,1
g4d_move_0022253,g4d_offset2048_1024_high_density,real_inputdata_window,1024,1977,1977:storage_in,11,47,"[13, 14]",13,6620.82965,0,5,0,0,0,11.2,1
g4d_move_0022260,g4d_offset2048_1024_high_density,real_inputdata_window,1024,1978,1978:storage_in,6,47,"[8, 12]",12,5130.80001,0,6,0,0,0,10,1
g4d_move_0022281,g4d_offset2048_1024_high_density,real_inputdata_window,1024,1980,1980:storage_in,6,47,"[8, 12]",8,5427.8,0,7,3.2,0,0,-0.4,0
g4d_move_0022283,g4d_offset2048_1024_high_density,real_inputdata_window,1024,1980,1980:storage_in,11,47,"[13, 14]",13,5419.8,0,5,0,0,0,11.2,1
g4d_move_0022291,g4d_offset2048_1024_high_density,real_inputdata_window,1024,1981,1981:storage_in,6,47,"[8, 12]",12,9025.8,0,6,0,0,0,10,1
g4d_move_0022299,g4d_offset2048_1024_high_density,real_inputdata_window,1024,1982,1982:storage_in,19,47,"[18, 25]",18,7227.17849,0,5,0,0,2,2.8,1
g4d_move_0022313,g4d_offset2048_1024_high_density,real_inputdata_window,1024,1983,1983:direct,11,50,"[13, 14]",14,4215.43183,0,4,0,0,0,12.8,0
g4d_move_0022322,g4d_offset2048_1024_high_density,real_inputdata_window,1024,1984,1984:storage_in,11,47,"[13, 14]",13,6614.4,0,5,0,0,0,11.2,1
g4d_move_0022332,g4d_offset2048_1024_high_density,real_inputdata_window,1024,1985,1985:storage_in,11,47,"[13, 14]",13,5112.94946,0,5,0,0,0,11.2,1
g4d_move_0022339,g4d_offset2048_1024_high_density,real_inputdata_window,1024,1986,1986:storage_in,19,47,"[18, 25]",18,5422.94946,0,5,0,0,0,2.8,1
g4d_move_0022347,g4d_offset2048_1024_high_density,real_inputdata_window,1024,1987,1987:storage_in,19,47,"[18, 25]",18,5121.7797,0,5,0,0,0,2.8,1
g4d_move_0022357,g4d_offset2048_1024_high_density,real_inputdata_window,1024,1988,1988:storage_in,11,47,"[13, 14]",13,5409.1797,0,5,0,0,0,11.2,1
g4d_move_0022364,g4d_offset2048_1024_high_density,real_inputdata_window,1024,1989,1989:storage_in,16,47,"[17, 21]",17,5121.74292,0,6,0,0,0,3.6,1
g4d_move_0022378,g4d_offset2048_1024_high_density,real_inputdata_window,1024,1990,1990:storage_in,6,47,"[8, 12]",8,5116.07383,0,7,3.2,0,0,-0.4,0
g4d_move_0022380,g4d_offset2048_1024_high_density,real_inputdata_window,1024,1990,1990:storage_in,11,47,"[13, 14]",13,5108.07383,0,5,0,0,0,11.2,1
g4d_move_0022395,g4d_offset2048_1024_high_density,real_inputdata_window,1024,1992,1992:storage_in,16,47,"[17, 21]",21,9017.67383,0,5,5.2,0,0,17.6,0
g4d_move_0022403,g4d_offset2048_1024_high_density,real_inputdata_window,1024,1993,1993:storage_in,16,47,"[17, 21]",21,5116.51198,0,5,5.2,0,0,17.6,0
g4d_move_0022411,g4d_offset2048_1024_high_density,real_inputdata_window,1024,1994,1994:storage_in,19,47,"[18, 25]",25,4815.4,0,9,27.2,0,0,-13.2,0
g4d_move_0022422,g4d_offset2048_1024_high_density,real_inputdata_window,1024,1995,1995:storage_in,16,47,"[17, 21]",21,4813.87312,0,5,5.2,0,0,17.6,0
g4d_move_0022462,g4d_offset2048_1024_high_density,real_inputdata_window,1024,1999,1999:storage_in,19,47,"[18, 25]",18,5106.62545,0,5,0,0,1,2.8,1
g4d_move_0022474,g4d_offset2048_1024_high_density,real_inputdata_window,1024,2001,2001:storage_in,16,47,"[17, 21]",17,5105.84536,0,6,0,0,0,3.6,1
g4d_move_0022483,g4d_offset2048_1024_high_density,real_inputdata_window,1024,2000,2000:storage_in,19,47,"[18, 25]",18,5105.4,0,5,0,0,1,2.8,1
g4d_move_0022498,g4d_offset2048_1024_high_density,real_inputdata_window,1024,2002,2002:direct,11,50,"[13, 14]",13,4191.39425,0,11,23.2,0,0,-12,1
g4d_move_0022513,g4d_offset2048_1024_high_density,real_inputdata_window,1024,2003,2003:storage_in,11,47,"[13, 14]",13,11093.88965,0,5,0,0,0,11.2,1
g4d_move_0022520,g4d_offset2048_1024_high_density,real_inputdata_window,1024,2004,2004:storage_in,16,47,"[17, 21]",17,5103.82017,0,6,0,0,0,3.6,1
g4d_move_0022536,g4d_offset2048_1024_high_density,real_inputdata_window,1024,2006,2006:storage_in,11,47,"[13, 14]",13,9588.661,0,5,0,0,0,11.2,1
g4d_move_0022543,g4d_offset2048_1024_high_density,real_inputdata_window,1024,2007,2007:storage_in,6,47,"[8, 12]",12,11698.87548,0,6,0,0,0,10,1
g4d_move_0022565,g4d_offset2048_1024_high_density,real_inputdata_window,1024,2008,2008:storage_in,19,47,"[18, 25]",18,8997.4,0,5,0,0,1,2.8,1
g4d_move_0022602,g4d_offset2048_1024_high_density,real_inputdata_window,1024,2011,2011:direct,11,50,"[13, 14]",13,3587.08236,0,11,23.2,0,0,-12,1
g4d_move_0022616,g4d_offset2048_1024_high_density,real_inputdata_window,1024,2012,2012:storage_in,6,47,"[8, 12]",12,5093.8,0,6,0,0,0,10,1
g4d_move_0022624,g4d_offset2048_1024_high_density,real_inputdata_window,1024,2013,2013:direct,19,48,"[18, 25]",18,4795.17855,0,5,0,0,2,2.8,1
g4d_move_0022641,g4d_offset2048_1024_high_density,real_inputdata_window,1024,2014,2014:storage_in,11,47,"[13, 14]",13,5084.52357,0,5,0,0,0,11.2,1
g4d_move_0022651,g4d_offset2048_1024_high_density,real_inputdata_window,1024,2015,2015:direct,11,50,"[13, 14]",13,3581.54903,0,11,23.2,0,0,-12,1
g4d_move_0022664,g4d_offset2048_1024_high_density,real_inputdata_window,1024,2016,2016:direct,16,48,"[17, 21]",17,4792.4053,0,6,0,0,0,3.6,1
g4d_move_0022675,g4d_offset2048_1024_high_density,real_inputdata_window,1024,2017,2017:storage_in,11,47,"[13, 14]",13,5079.36599,0,5,0,0,0,11.2,1
g4d_move_0022682,g4d_offset2048_1024_high_density,real_inputdata_window,1024,2018,2018:direct,16,49,"[17, 21]",21,4790.94933,0,10,5.2,0,0,17.6,0
g4d_move_0022708,g4d_offset2048_1024_high_density,real_inputdata_window,1024,2019,2019:storage_in,6,47,"[8, 12]",8,5085.35137,0,7,3.2,0,0,-0.4,0
g4d_move_0022710,g4d_offset2048_1024_high_density,real_inputdata_window,1024,2019,2019:storage_in,11,47,"[13, 14]",14,5077.35137,0,5,22,0,0,-9.2,0
g4d_move_0022718,g4d_offset2048_1024_high_density,real_inputdata_window,1024,2021,2021:storage_in,6,47,"[8, 12]",8,5083.8,0,7,3.2,0,0,-0.4,0
g4d_move_0022720,g4d_offset2048_1024_high_density,real_inputdata_window,1024,2021,2021:storage_in,11,47,"[13, 14]",13,5075.8,0,5,0,0,0,11.2,1
g4d_move_0022730,g4d_offset2048_1024_high_density,real_inputdata_window,1024,2022,2022:storage_in,11,47,"[13, 14]",13,5074.4,0,5,0,0,0,11.2,1
g4d_move_0022740,g4d_offset2048_1024_high_density,real_inputdata_window,1024,2023,2023:storage_in,11,47,"[13, 14]",13,5070.9247,0,5,0,0,0,11.2,1
g4d_move_0022747,g4d_offset2048_1024_high_density,real_inputdata_window,1024,2024,2024:storage_in,19,47,"[18, 25]",25,11082.49294,0,9,27.2,0,0,-13.2,0
g4d_move_0022758,g4d_offset2048_1024_high_density,real_inputdata_window,1024,2025,2025:storage_in,16,47,"[17, 21]",21,6579.92971,0,5,5.2,0,0,17.6,0
g4d_move_0022765,g4d_offset2048_1024_high_density,real_inputdata_window,1024,2026,2026:direct,6,50,"[8, 12]",12,4175.91457,0,12,20,0,0,-10,1
g4d_move_0022801,g4d_offset2048_1024_high_density,real_inputdata_window,1024,2029,2029:storage_in,11,47,"[13, 14]",13,5060.96468,0,5,0,0,0,11.2,1
g4d_move_0022808,g4d_offset2048_1024_high_density,real_inputdata_window,1024,2030,2030:storage_in,19,47,"[18, 25]",25,6571.95869,0,9,27.2,0,0,-13.2,0
g4d_move_0022822,g4d_offset2048_1024_high_density,real_inputdata_window,1024,2031,2031:direct,11,50,"[13, 14]",13,4159.44607,0,11,23.2,0,0,-12,1
g4d_move_0022838,g4d_offset2048_1024_high_density,real_inputdata_window,1024,2032,2032:storage_in,11,47,"[13, 14]",13,6856.84607,0,5,0,0,0,11.2,1
g4d_move_0022845,g4d_offset2048_1024_high_density,real_inputdata_window,1024,2033,2033:direct,19,48,"[18, 25]",25,3565.87303,0,12,48.4,0,0,-34.4,0
g4d_move_0022861,g4d_offset2048_1024_high_density,real_inputdata_window,1024,2034,2034:storage_in,11,47,"[13, 14]",13,5053.50693,0,5,0,0,0,11.2,1
g4d_move_0022868,g4d_offset2048_1024_high_density,real_inputdata_window,1024,2035,2035:storage_in,16,47,"[17, 21]",21,8363.45431,0,5,5.2,0,0,17.6,0
g4d_move_0022876,g4d_offset2048_1024_high_density,real_inputdata_window,1024,2036,2036:direct,6,50,"[8, 12]",8,4159.8,0,6,0,0,1,2.8,0
g4d_move_0022878,g4d_offset2048_1024_high_density,real_inputdata_window,1024,2036,2036:direct,11,50,"[13, 14]",13,4151.8,0,11,23.2,0,0,-12,1
g4d_move_0022901,g4d_offset2048_1024_high_density,real_inputdata_window,1024,2038,2038:storage_in,6,47,"[8, 12]",12,5058.63134,0,6,0,0,0,10,1
g4d_move_0022926,g4d_offset2048_1024_high_density,real_inputdata_window,1024,2040,2040:direct,11,50,"[13, 14]",14,4147.88017,0,4,0,0,0,12.8,0
g4d_move_0022932,g4d_offset2048_1024_high_density,real_inputdata_window,1024,2041,2041:storage_in,16,47,"[17, 21]",17,9555.95869,0,6,0,0,0,3.6,1
g4d_move_0022940,g4d_offset2048_1024_high_density,real_inputdata_window,1024,2042,2042:direct,19,48,"[18, 25]",18,3555.65484,0,5,0,0,1,2.8,1
g4d_move_0022958,g4d_offset2048_1024_high_density,real_inputdata_window,1024,2043,2043:storage_in,11,47,"[13, 14]",13,8642.79527,0,5,0,0,0,11.2,1
g4d_move_0022965,g4d_offset2048_1024_high_density,real_inputdata_window,1024,2044,2044:direct,16,48,"[17, 21]",17,3553.27806,0,6,0,0,0,3.6,1
g4d_move_0022994,g4d_offset2048_1024_high_density,real_inputdata_window,1024,2047,2047:storage_in,6,47,"[8, 12]",8,6846.49638,0,7,3.2,0,1,-0.4,0
g4d_move_0022996,g4d_offset2048_1024_high_density,real_inputdata_window,1024,2047,2047:storage_in,11,47,"[13, 14]",13,6838.49638,0,5,0,0,0,11.2,1
g4d_move_0023003,g4d_offset2048_1024_high_density,real_inputdata_window,1024,2048,2048:storage_in,19,47,"[18, 25]",25,7148.05969,0,9,27.2,0,0,-13.2,0
g4d_move_0023027,g4d_offset2048_1024_high_density,real_inputdata_window,1024,2050,2050:direct,16,48,"[17, 21]",17,3545.52326,0,6,0,0,0,3.6,1
g4d_move_0023037,g4d_offset2048_1024_high_density,real_inputdata_window,1024,2051,2051:storage_in,11,47,"[13, 14]",13,6835.223,0,5,0,0,0,11.2,1
g4d_move_0023044,g4d_offset2048_1024_high_density,real_inputdata_window,1024,2052,2052:direct,19,49,"[18, 25]",25,3245.15964,0,9,6,0,0,8,0
g4d_move_0023079,g4d_offset2048_1024_high_density,real_inputdata_window,1024,2055,2055:direct,19,49,"[18, 25]",25,3240.50432,0,9,6,0,0,8,0
g4d_move_0023090,g4d_offset2048_1024_high_density,real_inputdata_window,1024,2056,2056:direct,6,50,"[8, 12]",8,4138.28966,0,6,0,0,1,2.8,0
g4d_move_0023092,g4d_offset2048_1024_high_density,real_inputdata_window,1024,2056,2056:direct,11,50,"[13, 14]",13,4130.28966,0,11,23.2,0,0,-12,1
g4d_move_0023105,g4d_offset2048_1024_high_density,real_inputdata_window,1024,2057,2057:direct,19,48,"[18, 25]",25,3537.52335,0,12,48.4,0,0,-34.4,0
g4d_move_0023121,g4d_offset2048_1024_high_density,real_inputdata_window,1024,2058,2058:storage_in,11,47,"[13, 14]",13,5327.42591,0,5,0,0,0,11.2,1
g4d_move_0023128,g4d_offset2048_1024_high_density,real_inputdata_window,1024,2059,2059:storage_in,16,47,"[17, 21]",21,6537.29201,0,5,5.2,0,0,17.6,0
g4d_move_0023137,g4d_offset2048_1024_high_density,real_inputdata_window,1024,2060,2060:storage_in,11,47,"[13, 14]",13,5025.69489,0,5,0,0,0,11.2,1
g4d_move_0023144,g4d_offset2048_1024_high_density,real_inputdata_window,1024,2061,2061:storage_in,16,47,"[17, 21]",21,6534.85658,0,5,5.2,0,0,17.6,0
g4d_move_0023161,g4d_offset2048_1024_high_density,real_inputdata_window,1024,2063,2063:storage_in,11,47,"[13, 14]",13,5319.49632,0,5,0,0,0,11.2,1
g4d_move_0023180,g4d_offset2048_1024_high_density,real_inputdata_window,1024,2066,2066:storage_in,19,47,"[18, 25]",25,7729.15349,0,9,27.2,0,0,-13.2,0
g4d_move_0023191,g4d_offset2048_1024_high_density,real_inputdata_window,1024,2067,2067:storage_in,16,47,"[17, 21]",21,8928.98126,0,5,5.2,0,0,17.6,0
g4d_move_0023199,g4d_offset2048_1024_high_density,real_inputdata_window,1024,2065,2065:storage_in,6,47,"[8, 12]",12,9826.8,0,6,0,0,0,10,1
g4d_move_0023207,g4d_offset2048_1024_high_density,real_inputdata_window,1024,2068,2068:storage_in,16,47,"[17, 21]",17,7426.63064,0,6,0,0,0,3.6,1
g4d_move_0023217,g4d_offset2048_1024_high_density,real_inputdata_window,1024,2069,2069:storage_in,11,47,"[13, 14]",13,10707.78799,0,5,0,0,0,11.2,1
g4d_move_0023227,g4d_offset2048_1024_high_density,real_inputdata_window,1024,2070,2070:direct,11,50,"[13, 14]",14,4705.04727,0,4,0,0,0,12.8,0
g4d_move_0023240,g4d_offset2048_1024_high_density,real_inputdata_window,1024,2072,2072:storage_in,19,47,"[18, 25]",25,6813.39306,0,9,27.2,0,0,-13.2,0
g4d_move_0023254,g4d_offset2048_1024_high_density,real_inputdata_window,1024,2073,2073:direct,11,50,"[13, 14]",13,4099.59335,0,11,23.2,0,0,-12,1
g4d_move_0023275,g4d_offset2048_1024_high_density,real_inputdata_window,1024,2075,2075:storage_in,6,47,"[8, 12]",12,5307.92667,0,6,0,0,0,10,1
g4d_move_0023283,g4d_offset2048_1024_high_density,real_inputdata_window,1024,2076,2076:storage_in,16,47,"[17, 21]",21,5908.16205,0,5,5.2,0,0,17.6,0
g4d_move_0023290,g4d_offset2048_1024_high_density,real_inputdata_window,1024,2077,2077:direct,6,50,"[8, 12]",12,3506.28965,0,12,20,0,0,-10,1
g4d_move_0023304,g4d_offset2048_1024_high_density,real_inputdata_window,1024,2078,2078:direct,19,49,"[18, 25]",25,4107.3204,0,9,6,0,0,8,0
