scenario,context,replay_variant,segment_id,task_id,recovered_by_wait_or_repair,finish_time,path,diagnostic_ablation,hybrid_repair
legacy_first32,no_fault,ablation_edge_capacity_2,8:storage_in,8,True,10129.506480000002,0 6 12 13 23 24 27 28 47,True,False
legacy_first32,no_fault,ablation_disable_edge_capacity,11:storage_in,11,True,10139.439820000001,1 7 8 11 13 23 24 27 28 47,True,False
legacy_first32,no_fault,ablation_disable_edge_capacity,15:storage_in,15,True,10724.8454,3 16 17 18 22 24 27 28 47,True,False
legacy_first32,no_fault,ablation_disable_edge_capacity,17:storage_in,17,True,10734.077820000002,2 9 7 8 11 13 23 24 27 28 47,True,False
legacy_first32,no_fault,ablation_disable_edge_capacity,18:storage_in,18,True,10731.506470000002,0 6 12 13 23 24 27 28 47,True,False
legacy_first32,no_fault,ablation_disable_edge_capacity,19:storage_in,19,True,10738.811150000001,1 7 8 11 13 23 24 27 28 47,True,False
legacy_first32,no_fault,ablation_disable_edge_capacity,25:storage_in,25,True,11314.21636,4 17 18 22 24 27 28 47,True,False
legacy_first32,no_fault,ablation_disable_edge_capacity,26:storage_in,26,True,11317.734339999999,4 17 18 22 24 27 28 47,True,False
legacy_first32,no_fault,ablation_disable_edge_capacity,27:storage_in,27,True,11316.112029999998,5 19 18 22 24 27 28 47,True,False
legacy_first32,no_fault,ablation_disable_edge_capacity,30:storage_in,30,True,11320.26746,5 19 18 22 24 27 28 47,True,False
legacy_first32,no_fault,ablation_disable_edge_capacity,31:storage_in,31,True,11326.144480000003,1 7 8 11 13 23 24 27 28 47,True,False
legacy_first32,no_fault,ablation_disable_edge_capacity,8:storage_in,8,True,10129.506480000002,0 6 12 13 23 24 27 28 47,True,False
legacy_first32,no_fault,hybrid_legacy_wait_sipp_fallback,17:storage_in,17,True,10743.978849999998,2 9 7 8 11 13 23 24 27 28 47,False,True
legacy_first32,no_fault,hybrid_legacy_wait_sipp_fallback,18:storage_in,18,True,10733.178849999998,0 6 12 13 23 24 27 28 47,False,True
legacy_first32,no_fault,hybrid_legacy_wait_sipp_fallback,19:storage_in,19,True,10754.778849999997,1 7 8 11 13 23 24 27 28 47,False,True
legacy_first32,no_fault,hybrid_legacy_wait_sipp_fallback,8:storage_in,8,True,10133.082129999999,0 6 12 13 23 24 27 28 47,False,True
legacy_offset32_static16,static_fault,wait_fixed_hold_2s,46:storage_in,46,True,11930.34881,4 17 18 22 24 27 28 47,False,False
legacy_offset32_static16,static_fault,wait_fixed_hold_5s,35:storage_in,35,True,11341.73412,4 17 18 22 24 27 28 47,False,False
legacy_offset32_static16,static_fault,wait_fixed_hold_5s,37:storage_in,37,True,11353.60084,5 19 18 22 24 27 28 47,False,False
legacy_offset32_static16,static_fault,wait_fixed_hold_5s,46:storage_in,46,True,11932.34881,4 17 18 22 24 27 28 47,False,False
legacy_offset32_static16,static_fault,jump_to_earliest_safe_time,36:storage_in,36,True,11348.43983,1 7 8 11 13 23 24 27 28 47,False,False
legacy_offset32_static16,static_fault,reroute_from_current_legacy,36:storage_in,36,True,11358.587809999999,1 7 8 11 14 46 36 38 39 47,False,False
legacy_offset32_static16,static_fault,reroute_from_current_legacy,37:storage_in,37,True,11373.60084,5 19 18 22 26 43 15 14 46 36 38 39 47,False,False
legacy_offset32_static16,static_fault,reroute_from_current_legacy,44:storage_in,44,True,11921.148899999998,3 16 21 23 24 27 28 47,False,False
legacy_offset32_static16,static_fault,ablation_edge_capacity_2,35:storage_in,35,True,11331.73412,4 17 18 22 24 27 28 47,True,False
legacy_offset32_static16,static_fault,ablation_edge_capacity_2,44:storage_in,44,True,11921.148899999998,3 16 21 23 24 27 28 47,True,False
legacy_offset32_static16,static_fault,ablation_edge_capacity_2,46:storage_in,46,True,11922.34881,4 17 18 22 24 27 28 47,True,False
legacy_offset32_static16,static_fault,ablation_disable_edge_capacity,34:storage_in,34,True,11335.839609999999,3 16 21 23 24 27 28 47,True,False
legacy_offset32_static16,static_fault,ablation_disable_edge_capacity,35:storage_in,35,True,11331.73412,4 17 18 22 24 27 28 47,True,False
legacy_offset32_static16,static_fault,ablation_disable_edge_capacity,37:storage_in,37,True,11333.60084,5 19 18 22 24 27 28 47,True,False
legacy_offset32_static16,static_fault,ablation_disable_edge_capacity,44:storage_in,44,True,11921.148899999998,3 16 21 23 24 27 28 47,True,False
legacy_offset32_static16,static_fault,ablation_disable_edge_capacity,46:storage_in,46,True,11922.34881,4 17 18 22 24 27 28 47,True,False
legacy_offset32_static16,static_fault,hybrid_legacy_wait_sipp_fallback,36:storage_in,36,True,11348.43983,1 7 8 11 13 23 24 27 28 47,False,True
legacy_offset64_repair32,repair_window,wait_fixed_hold_2s,75:storage_in,75,True,12557.77417,3 16 17 18 22 24 27 28 47,False,False
legacy_offset64_repair32,repair_window,wait_fixed_hold_2s,90:storage_in,90,True,13119.33782,0 6 12 13 23 24 27 28 47,False,False
legacy_offset64_repair32,repair_window,wait_fixed_hold_5s,64:storage_in,64,True,12533.63977,3 16 17 18 22 24 27 28 47,False,False
legacy_offset64_repair32,repair_window,wait_fixed_hold_5s,69:storage_in,69,True,12561.66742,3 16 17 18 22 24 27 28 47,False,False
legacy_offset64_repair32,repair_window,wait_fixed_hold_5s,71:storage_in,71,True,12576.7062,4 17 18 22 24 27 28 47,False,False
legacy_offset64_repair32,repair_window,wait_fixed_hold_5s,73:storage_in,73,True,12548.572989999999,5 19 18 22 24 27 28 47,False,False
legacy_offset64_repair32,repair_window,wait_fixed_hold_5s,78:storage_in,78,True,13110.249940000002,2 9 7 8 11 13 23 24 27 28 47,False,False
legacy_offset64_repair32,repair_window,wait_fixed_hold_5s,84:storage_in,84,True,13166.2454,4 17 18 22 24 27 28 47,False,False
legacy_offset64_repair32,repair_window,wait_fixed_hold_5s,85:storage_in,85,True,13125.106490000002,1 7 8 11 13 23 24 27 28 47,False,False
legacy_offset64_repair32,repair_window,wait_fixed_hold_5s,86:storage_in,86,True,13139.312170000001,5 19 25 26 43 15 14 46 36 38 39 47,False,False
legacy_offset64_repair32,repair_window,wait_fixed_hold_5s,91:storage_in,91,True,13150.8367,4 17 18 22 24 27 28 47,False,False
legacy_offset64_repair32,repair_window,jump_to_earliest_safe_time,64:storage_in,64,True,12532.137770000001,3 16 17 18 22 24 27 28 47,False,False
legacy_offset64_repair32,repair_window,jump_to_earliest_safe_time,71:storage_in,71,True,12553.73777,4 17 18 22 24 27 28 47,False,False
legacy_offset64_repair32,repair_window,jump_to_earliest_safe_time,80:storage_in,80,True,13106.482149999998,0 6 12 13 23 24 27 28 47,False,False
legacy_offset64_repair32,repair_window,jump_to_earliest_safe_time,83:storage_in,83,True,13117.282149999997,3 16 21 23 24 27 28 47,False,False
legacy_offset64_repair32,repair_window,jump_to_earliest_safe_time,86:storage_in,86,True,13128.082149999997,5 19 18 22 24 27 28 47,False,False
legacy_offset64_repair32,repair_window,jump_to_earliest_safe_time,91:storage_in,91,True,13149.682149999995,4 17 18 22 24 27 28 47,False,False
legacy_offset64_repair32,repair_window,jump_to_earliest_safe_time,95:storage_in,95,True,13138.882149999996,0 6 12 13 23 24 27 28 47,False,False
legacy_offset64_repair32,repair_window,reroute_from_current_legacy,70:storage_in,70,True,12558.706479999999,2 9 7 8 11 14 46 36 38 39 47,False,False
legacy_offset64_repair32,repair_window,reroute_from_current_legacy,75:storage_in,75,True,12544.77417,3 16 17 18 22 24 27 28 47,False,False
legacy_offset64_repair32,repair_window,reroute_from_current_legacy,78:storage_in,78,True,13107.249940000002,2 9 7 8 11 13 23 24 27 28 47,False,False
legacy_offset64_repair32,repair_window,reroute_from_current_legacy,85:storage_in,85,True,13132.106489999998,1 7 8 11 14 46 36 38 39 47,False,False
legacy_offset64_repair32,repair_window,reroute_from_current_legacy,88:storage_in,88,True,13119.039830000002,2 9 7 8 11 13 23 24 27 28 47,False,False
legacy_offset64_repair32,repair_window,reroute_from_current_legacy,92:storage_in,92,True,13147.495159999999,1 7 8 11 14 46 36 38 39 47,False,False
legacy_offset64_repair32,repair_window,ablation_edge_capacity_2,64:storage_in,64,True,12523.63977,3 16 17 18 22 24 27 28 47,True,False
legacy_offset64_repair32,repair_window,ablation_edge_capacity_2,71:storage_in,71,True,12534.7062,4 17 18 22 24 27 28 47,True,False
legacy_offset64_repair32,repair_window,ablation_edge_capacity_2,75:storage_in,75,True,12544.77417,3 16 17 18 22 24 27 28 47,True,False
legacy_offset64_repair32,repair_window,ablation_edge_capacity_2,81:storage_in,81,True,13097.445279999998,5 19 18 22 24 27 28 47,True,False
legacy_offset64_repair32,repair_window,ablation_edge_capacity_2,83:storage_in,83,True,13110.48828,3 16 21 23 24 27 28 47,True,False
legacy_offset64_repair32,repair_window,ablation_edge_capacity_2,84:storage_in,84,True,13107.2454,4 17 18 22 24 27 28 47,True,False
legacy_offset64_repair32,repair_window,ablation_edge_capacity_2,88:storage_in,88,True,13119.039830000002,2 9 7 8 11 13 23 24 27 28 47,True,False
legacy_offset64_repair32,repair_window,ablation_edge_capacity_2,92:storage_in,92,True,13121.495160000002,1 7 8 11 13 23 24 27 28 47,True,False
legacy_offset64_repair32,repair_window,ablation_disable_edge_capacity,64:storage_in,64,True,12523.63977,3 16 17 18 22 24 27 28 47,True,False
legacy_offset64_repair32,repair_window,ablation_disable_edge_capacity,66:storage_in,66,True,12526.83655,4 17 18 22 24 27 28 47,True,False
legacy_offset64_repair32,repair_window,ablation_disable_edge_capacity,67:storage_in,67,True,12528.587820000002,1 7 8 11 13 23 24 27 28 47,True,False
legacy_offset64_repair32,repair_window,ablation_disable_edge_capacity,68:storage_in,68,True,12525.703179999999,5 19 18 22 24 27 28 47,True,False
legacy_offset64_repair32,repair_window,ablation_disable_edge_capacity,69:storage_in,69,True,12531.66742,3 16 17 18 22 24 27 28 47,True,False
legacy_offset64_repair32,repair_window,ablation_disable_edge_capacity,70:storage_in,70,True,12536.706480000003,2 9 7 8 11 13 23 24 27 28 47,True,False
legacy_offset64_repair32,repair_window,ablation_disable_edge_capacity,71:storage_in,71,True,12534.7062,4 17 18 22 24 27 28 47,True,False
legacy_offset64_repair32,repair_window,ablation_disable_edge_capacity,73:storage_in,73,True,12533.572989999999,5 19 18 22 24 27 28 47,True,False
legacy_offset64_repair32,repair_window,ablation_disable_edge_capacity,75:storage_in,75,True,12539.77417,3 16 17 18 22 24 27 28 47,True,False
legacy_offset64_repair32,repair_window,ablation_disable_edge_capacity,78:storage_in,78,True,13100.249940000002,2 9 7 8 11 13 23 24 27 28 47,True,False
legacy_offset64_repair32,repair_window,ablation_disable_edge_capacity,80:storage_in,80,True,13098.561780000002,0 6 12 13 23 24 27 28 47,True,False
legacy_offset64_repair32,repair_window,ablation_disable_edge_capacity,81:storage_in,81,True,13097.445279999998,5 19 18 22 24 27 28 47,True,False
legacy_offset64_repair32,repair_window,ablation_disable_edge_capacity,83:storage_in,83,True,13110.48828,3 16 21 23 24 27 28 47,True,False
legacy_offset64_repair32,repair_window,ablation_disable_edge_capacity,84:storage_in,84,True,13106.2454,4 17 18 22 24 27 28 47,True,False
legacy_offset64_repair32,repair_window,ablation_disable_edge_capacity,85:storage_in,85,True,13112.106490000002,1 7 8 11 13 23 24 27 28 47,True,False
legacy_offset64_repair32,repair_window,ablation_disable_edge_capacity,86:storage_in,86,True,13108.112169999999,5 19 18 22 24 27 28 47,True,False
legacy_offset64_repair32,repair_window,ablation_disable_edge_capacity,88:storage_in,88,True,13118.039830000002,2 9 7 8 11 13 23 24 27 28 47,True,False
legacy_offset64_repair32,repair_window,ablation_disable_edge_capacity,89:storage_in,89,True,13115.24538,4 17 18 22 24 27 28 47,True,False
legacy_offset64_repair32,repair_window,ablation_disable_edge_capacity,91:storage_in,91,True,13116.8367,4 17 18 22 24 27 28 47,True,False
legacy_offset64_repair32,repair_window,ablation_disable_edge_capacity,92:storage_in,92,True,13121.495160000002,1 7 8 11 13 23 24 27 28 47,True,False
legacy_offset64_repair32,repair_window,ablation_disable_edge_capacity,95:storage_in,95,True,13125.004480000001,0 6 12 13 23 24 27 28 47,True,False
legacy_offset64_repair32,repair_window,hybrid_legacy_wait_sipp_fallback,64:storage_in,64,True,12532.137770000001,3 16 17 18 22 24 27 28 47,False,True
legacy_offset64_repair32,repair_window,hybrid_legacy_wait_sipp_fallback,66:storage_in,66,True,12542.93777,4 17 18 22 24 27 28 47,False,True
legacy_offset64_repair32,repair_window,hybrid_legacy_wait_sipp_fallback,70:storage_in,70,True,12558.706479999999,2 9 7 8 11 14 46 36 38 39 47,False,True
legacy_offset64_repair32,repair_window,hybrid_legacy_wait_sipp_fallback,71:storage_in,71,True,12553.73777,4 17 18 22 24 27 28 47,False,True
legacy_offset64_repair32,repair_window,hybrid_legacy_wait_sipp_fallback,75:storage_in,75,True,12564.537769999999,3 16 17 18 22 24 27 28 47,False,True
legacy_offset64_repair32,repair_window,hybrid_legacy_wait_sipp_fallback,80:storage_in,80,True,13106.482149999998,0 6 12 13 23 24 27 28 47,False,True
legacy_offset64_repair32,repair_window,hybrid_legacy_wait_sipp_fallback,83:storage_in,83,True,13117.282149999997,3 16 21 23 24 27 28 47,False,True
legacy_offset64_repair32,repair_window,hybrid_legacy_wait_sipp_fallback,86:storage_in,86,True,13128.082149999997,5 19 18 22 24 27 28 47,False,True
legacy_offset64_repair32,repair_window,hybrid_legacy_wait_sipp_fallback,88:storage_in,88,True,13140.039829999998,2 9 7 8 11 14 46 36 38 39 47,False,True
legacy_offset64_repair32,repair_window,hybrid_legacy_wait_sipp_fallback,89:storage_in,89,True,13138.882149999996,4 17 18 22 24 27 28 47,False,True
legacy_offset64_repair32,repair_window,hybrid_legacy_wait_sipp_fallback,91:storage_in,91,True,13149.682149999995,4 17 18 22 24 27 28 47,False,True
legacy_offset64_merge32,merge_group,wait_fixed_hold_2s,75:storage_in,75,True,12559.77417,3 16 17 18 22 24 27 28 47,False,False
legacy_offset64_merge32,merge_group,wait_fixed_hold_2s,87:storage_in,87,True,13120.17869,3 16 17 18 22 24 27 28 47,False,False
legacy_offset64_merge32,merge_group,wait_fixed_hold_5s,67:storage_in,67,True,12538.587820000002,1 7 8 11 13 23 24 27 28 47,False,False
legacy_offset64_merge32,merge_group,wait_fixed_hold_5s,69:storage_in,69,True,12566.66742,3 16 17 18 22 24 27 28 47,False,False
legacy_offset64_merge32,merge_group,wait_fixed_hold_5s,71:storage_in,71,True,12581.7062,4 17 18 22 24 27 28 47,False,False
legacy_offset64_merge32,merge_group,wait_fixed_hold_5s,78:storage_in,78,True,13110.249940000002,2 9 7 8 11 13 23 24 27 28 47,False,False
legacy_offset64_merge32,merge_group,wait_fixed_hold_5s,84:storage_in,84,True,13176.2454,4 17 18 22 24 27 28 47,False,False
legacy_offset64_merge32,merge_group,wait_fixed_hold_5s,85:storage_in,85,True,13125.106490000002,1 7 8 11 13 23 24 27 28 47,False,False
legacy_offset64_merge32,merge_group,wait_fixed_hold_5s,86:storage_in,86,True,13139.312170000001,5 19 25 26 43 15 14 46 36 38 39 47,False,False
legacy_offset64_merge32,merge_group,wait_fixed_hold_5s,92:storage_in,92,True,13151.495160000002,1 7 8 11 13 23 24 27 28 47,False,False
legacy_offset64_merge32,merge_group,jump_to_earliest_safe_time,66:storage_in,66,True,12534.439769999999,4 17 18 22 24 27 28 47,False,False
legacy_offset64_merge32,merge_group,jump_to_earliest_safe_time,71:storage_in,71,True,12545.239769999998,4 17 18 22 24 27 28 47,False,False
legacy_offset64_merge32,merge_group,jump_to_earliest_safe_time,75:storage_in,75,True,12566.839769999997,3 16 17 18 22 24 27 28 47,False,False
legacy_offset64_merge32,merge_group,jump_to_earliest_safe_time,78:storage_in,78,True,13117.282149999997,2 9 7 8 11 13 23 24 27 28 47,False,False
legacy_offset64_merge32,merge_group,jump_to_earliest_safe_time,81:storage_in,81,True,13106.482149999998,5 19 18 22 24 27 28 47,False,False
legacy_offset64_merge32,merge_group,jump_to_earliest_safe_time,86:storage_in,86,True,13128.082149999997,5 19 18 22 24 27 28 47,False,False
legacy_offset64_merge32,merge_group,jump_to_earliest_safe_time,91:storage_in,91,True,13149.682149999995,4 17 18 22 24 27 28 47,False,False
legacy_offset64_merge32,merge_group,jump_to_earliest_safe_time,95:storage_in,95,True,13138.882149999996,0 6 12 13 23 24 27 28 47,False,False
legacy_offset64_merge32,merge_group,reroute_from_current_legacy,70:storage_in,70,True,12558.706479999999,2 9 7 8 11 14 46 36 38 39 47,False,False
legacy_offset64_merge32,merge_group,reroute_from_current_legacy,72:storage_in,72,True,12535.004480000001,0 6 12 13 23 24 27 28 47,False,False
legacy_offset64_merge32,merge_group,reroute_from_current_legacy,75:storage_in,75,True,12557.77417,3 16 17 18 22 24 27 28 47,False,False
legacy_offset64_merge32,merge_group,reroute_from_current_legacy,85:storage_in,85,True,13132.106489999998,1 7 8 11 14 46 36 38 39 47,False,False
legacy_offset64_merge32,merge_group,reroute_from_current_legacy,87:storage_in,87,True,13114.17869,3 16 17 18 22 24 27 28 47,False,False
legacy_offset64_merge32,merge_group,reroute_from_current_legacy,92:storage_in,92,True,13147.495159999999,1 7 8 11 14 46 36 38 39 47,False,False
legacy_offset64_merge32,merge_group,reroute_from_current_legacy,95:storage_in,95,True,13125.004480000001,0 6 12 13 23 24 27 28 47,False,False
legacy_offset64_merge32,merge_group,ablation_edge_capacity_2,67:storage_in,67,True,12528.587820000002,1 7 8 11 13 23 24 27 28 47,True,False
legacy_offset64_merge32,merge_group,ablation_edge_capacity_2,75:storage_in,75,True,12555.77417,3 16 17 18 22 24 27 28 47,True,False
legacy_offset64_merge32,merge_group,ablation_edge_capacity_2,83:storage_in,83,True,13110.48828,3 16 21 23 24 27 28 47,True,False
legacy_offset64_merge32,merge_group,ablation_edge_capacity_2,91:storage_in,91,True,13121.8367,4 17 18 22 24 27 28 47,True,False
legacy_offset64_merge32,merge_group,ablation_edge_capacity_2,95:storage_in,95,True,13128.004480000001,0 6 12 13 23 24 27 28 47,True,False
legacy_offset64_merge32,merge_group,ablation_disable_edge_capacity,67:storage_in,67,True,12528.587820000002,1 7 8 11 13 23 24 27 28 47,True,False
legacy_offset64_merge32,merge_group,ablation_disable_edge_capacity,72:storage_in,72,True,12532.004480000001,0 6 12 13 23 24 27 28 47,True,False
legacy_offset64_merge32,merge_group,ablation_disable_edge_capacity,75:storage_in,75,True,12549.77417,3 16 17 18 22 24 27 28 47,True,False
legacy_offset64_merge32,merge_group,ablation_disable_edge_capacity,83:storage_in,83,True,13110.48828,3 16 21 23 24 27 28 47,True,False
legacy_offset64_merge32,merge_group,ablation_disable_edge_capacity,86:storage_in,86,True,13113.112169999999,5 19 18 22 24 27 28 47,True,False
legacy_offset64_merge32,merge_group,ablation_disable_edge_capacity,88:storage_in,88,True,13120.039830000002,2 9 7 8 11 13 23 24 27 28 47,True,False
legacy_offset64_merge32,merge_group,ablation_disable_edge_capacity,91:storage_in,91,True,13121.8367,4 17 18 22 24 27 28 47,True,False
legacy_offset64_merge32,merge_group,ablation_disable_edge_capacity,95:storage_in,95,True,13124.004480000001,0 6 12 13 23 24 27 28 47,True,False
legacy_offset64_merge32,merge_group,ablation_disable_merge_group,65:storage_in,65,True,12521.337770000002,0 6 12 13 23 24 27 28 47,True,False
legacy_offset64_merge32,merge_group,ablation_disable_merge_group,72:storage_in,72,True,12533.004480000001,0 6 12 13 23 24 27 28 47,True,False
legacy_offset64_merge32,merge_group,ablation_disable_merge_group,87:storage_in,87,True,13119.17869,3 16 17 18 22 24 27 28 47,True,False
legacy_offset64_merge32,merge_group,hybrid_legacy_wait_sipp_fallback,66:storage_in,66,True,12534.439769999999,4 17 18 22 24 27 28 47,False,True
legacy_offset64_merge32,merge_group,hybrid_legacy_wait_sipp_fallback,70:storage_in,70,True,12558.706479999999,2 9 7 8 11 14 46 36 38 39 47,False,True
legacy_offset64_merge32,merge_group,hybrid_legacy_wait_sipp_fallback,71:storage_in,71,True,12545.239769999998,4 17 18 22 24 27 28 47,False,True
legacy_offset64_merge32,merge_group,hybrid_legacy_wait_sipp_fallback,75:storage_in,75,True,12566.839769999997,3 16 17 18 22 24 27 28 47,False,True
legacy_offset64_merge32,merge_group,hybrid_legacy_wait_sipp_fallback,78:storage_in,78,True,13117.282149999997,2 9 7 8 11 13 23 24 27 28 47,False,True
legacy_offset64_merge32,merge_group,hybrid_legacy_wait_sipp_fallback,81:storage_in,81,True,13106.482149999998,5 19 18 22 24 27 28 47,False,True
legacy_offset64_merge32,merge_group,hybrid_legacy_wait_sipp_fallback,86:storage_in,86,True,13128.082149999997,5 19 18 22 24 27 28 47,False,True
legacy_offset64_merge32,merge_group,hybrid_legacy_wait_sipp_fallback,88:storage_in,88,True,13140.039829999998,2 9 7 8 11 14 46 36 38 39 47,False,True
legacy_offset64_merge32,merge_group,hybrid_legacy_wait_sipp_fallback,91:storage_in,91,True,13149.682149999995,4 17 18 22 24 27 28 47,False,True
legacy_offset64_merge32,merge_group,hybrid_legacy_wait_sipp_fallback,95:storage_in,95,True,13138.882149999996,0 6 12 13 23 24 27 28 47,False,True
