scenario,context,replay_variant,variant_mode,diagnostic_ablation,hybrid_repair,max_tasks,planned_count,unplanned_count,decision_count,legacy_route_next_labels,move_now_legacy_labels,hold_until_safe_labels,reroute_now_legacy_labels,legacy_no_path_labels,temporarily_blocked_labels,globally_unsafe_labels,fallback_safe_labels,sipp_repair_labels,abstain_labels,primary_g4a_label_count,primary_g4a_label_coverage,branch_decision_count,branch_effective_label_coverage,mean_wait_inserted,max_wait_inserted,mean_travel_time,p95_travel_time,p99_travel_time,late_count,max_lateness,makespan,node_reservation_conflicts,edge_reservation_conflicts,merge_group_conflicts,post_shield_conflicts,real_constraint_conflicts,label_taxonomy_distribution,block_reason_distribution
legacy_offset64_merge32,merge_group,wait_fixed_hold_5s,fixed_hold,False,False,32,15,17,294,248,182,58,0,46,0,0,0,0,8,240,0.8163265306122449,104,0.9807692307692307,5.0,5.0,73.46666666666728,106.74000000000143,114.46799999999998,0,0.0,13176.2454,0,0,0,0,0,ABSTAIN_NO_TEACHER:8;HOLD_UNTIL_SAFE_LEGACY_NEXT:58;LEGACY_NO_PATH:46;MOVE_NOW_LEGACY:182,edge_capacity:35;edge_capacity+merge_group:14;legacy_astar_no_path:46;merge_group:17
legacy_offset64_merge32,merge_group,jump_to_earliest_safe_time,jump,False,False,32,13,19,259,207,137,35,0,52,0,21,0,0,14,172,0.6640926640926641,73,0.9041095890410958,2.151074757281271,9.599999999998545,62.2063792307672,78.1781799999986,79.83199599999563,0,0.0,13154.240860000002,0,0,0,0,0,ABSTAIN_NO_TEACHER:14;HOLD_UNTIL_SAFE_LEGACY_NEXT:35;LEGACY_NEXT_GLOBALLY_UNSAFE:21;LEGACY_NO_PATH:52;MOVE_NOW_LEGACY:137,edge_capacity:32;edge_capacity+merge_group:12;legacy_astar_no_path:52;merge_group:26
legacy_offset64_merge32,merge_group,reroute_from_current_legacy,reroute,False,False,32,14,18,339,323,184,0,7,16,99,15,0,0,18,191,0.5634218289085545,136,0.5588235294117647,1.0,1.0,61.61428571428561,82.99999999999855,85.07999999999855,0,0.0,13163.04086,0,0,0,0,0,ABSTAIN_NO_TEACHER:18;LEGACY_NEXT_GLOBALLY_UNSAFE:15;LEGACY_NEXT_TEMPORARILY_BLOCKED:99;LEGACY_NO_PATH:16;MOVE_NOW_LEGACY:184;REROUTE_NOW_LEGACY:7,edge_capacity:73;edge_capacity+merge_group:33;legacy_astar_no_path:16;merge_group:33
legacy_offset64_merge32,merge_group,ablation_edge_capacity_2,baseline,True,False,32,15,17,315,296,181,0,0,19,91,8,0,0,16,181,0.5746031746031746,91,0.7582417582417582,1.0,1.0,52.90666666666706,64.71999999999898,64.94399999999979,0,0.0,13142.04086,0,0,0,0,16,ABSTAIN_NO_TEACHER:16;LEGACY_NEXT_GLOBALLY_UNSAFE:8;LEGACY_NEXT_TEMPORARILY_BLOCKED:91;LEGACY_NO_PATH:19;MOVE_NOW_LEGACY:181,edge_capacity:22;legacy_astar_no_path:19;merge_group:93
legacy_offset64_merge32,merge_group,ablation_disable_edge_capacity,baseline,True,False,32,17,15,295,276,182,0,0,19,69,11,0,0,14,182,0.6169491525423729,73,1.0,1.0,1.0,51.42352941176507,61.40000000000145,63.95999999999913,0,0.0,13142.04086,0,0,0,0,37,ABSTAIN_NO_TEACHER:14;LEGACY_NEXT_GLOBALLY_UNSAFE:11;LEGACY_NEXT_TEMPORARILY_BLOCKED:69;LEGACY_NO_PATH:19;MOVE_NOW_LEGACY:182,legacy_astar_no_path:19;merge_group:94
legacy_offset64_merge32,merge_group,ablation_disable_merge_group,baseline,True,False,32,10,22,326,313,176,0,0,13,101,14,0,0,22,176,0.5398773006134969,148,0.3783783783783784,1.0,1.0,52.84000000000069,64.70000000000218,65.42000000000218,0,0.0,13141.521160000002,0,0,0,0,0,ABSTAIN_NO_TEACHER:22;LEGACY_NEXT_GLOBALLY_UNSAFE:14;LEGACY_NEXT_TEMPORARILY_BLOCKED:101;LEGACY_NO_PATH:13;MOVE_NOW_LEGACY:176,edge_capacity:137;legacy_astar_no_path:13
legacy_offset64_merge32,merge_group,hybrid_legacy_wait_sipp_fallback,hybrid,False,True,32,15,17,263,212,145,36,0,50,0,17,2,1,12,181,0.688212927756654,77,0.961038961038961,2.2057109183670036,9.599999999998545,63.89879333333108,78.25291399999605,79.84694279999512,0,0.0,13154.839829999997,0,0,0,0,0,ABSTAIN_NO_TEACHER:12;FALLBACK_SAFE_MOVE:2;HOLD_UNTIL_SAFE_LEGACY_NEXT:36;LEGACY_NEXT_GLOBALLY_UNSAFE:17;LEGACY_NO_PATH:50;MOVE_NOW_LEGACY:145;SIPP_REPAIR_MOVE:1,edge_capacity:29;edge_capacity+merge_group:12;legacy_astar_no_path:51;merge_group:26
ALL,aggregate,ablation_disable_edge_capacity,baseline,True,False,144,125,19,1192,1133,1039,0,0,59,69,11,0,0,14,1039,0.8716442953020134,457,1.0,0.6666666666666666,1.0,,,,0,0.0,13142.04086,0,0,0,0,491,aggregate,aggregate
ALL,aggregate,ablation_disable_merge_group,baseline,True,False,144,78,66,1513,1477,907,0,0,36,460,44,0,0,66,907,0.5994712491738269,732,0.4685792349726776,1.0,1.0,,,,0,0.0,13141.521160000002,0,0,0,0,0,aggregate,aggregate
ALL,aggregate,ablation_edge_capacity_2,baseline,True,False,144,96,48,1250,1197,969,0,0,53,166,17,0,0,45,969,0.7752,501,0.780439121756487,1.0,1.0,,,,0,0.0,13142.04086,0,0,0,0,131,aggregate,aggregate
ALL,aggregate,g3c_baseline_reproduction,baseline,False,False,144,78,66,1509,1467,895,0,0,42,458,48,0,0,66,895,0.5931080185553347,705,0.48652482269503544,1.0,1.0,,,,0,0.0,13142.521160000002,0,0,0,0,0,aggregate,aggregate
ALL,aggregate,hybrid_legacy_wait_sipp_fallback,hybrid,False,True,144,92,52,1147,982,758,169,0,154,0,21,4,11,30,927,0.8081952920662598,405,0.9580246913580247,2.6561687054270933,14.665369999998802,,,,0,0.0,13154.839829999997,0,0,0,0,0,aggregate,aggregate
ALL,aggregate,jump_to_earliest_safe_time,jump,False,False,144,88,56,1150,985,750,170,0,165,0,29,0,0,36,920,0.8,399,0.9323308270676691,2.589571539963513,14.665369999998802,,,,0,0.0,13154.240860000002,0,0,0,0,0,aggregate,aggregate
ALL,aggregate,reroute_from_current_legacy,reroute,False,False,144,94,50,1549,1512,1024,0,34,37,372,32,0,0,50,1058,0.6830213040671401,687,0.6419213973799127,1.0,1.0,,,,0,0.0,13163.04086,0,0,0,0,0,aggregate,aggregate
ALL,aggregate,wait_fixed_hold_1s,fixed_hold,False,False,144,78,66,1509,1467,895,506,0,42,0,0,0,0,66,1401,0.9284294234592445,705,0.9475177304964539,1.0,1.0,,,,0,0.0,13142.521160000002,0,0,0,0,0,aggregate,aggregate
ALL,aggregate,wait_fixed_hold_2s,fixed_hold,False,False,144,80,64,1283,1240,895,286,0,43,0,0,0,0,59,1181,0.9204988308651598,568,0.9401408450704225,2.0,2.0,,,,0,0.0,13142.521160000002,0,0,0,0,0,aggregate,aggregate
ALL,aggregate,wait_fixed_hold_5s,fixed_hold,False,False,144,93,51,1301,1171,946,200,0,130,0,0,0,0,25,1146,0.8808608762490392,523,0.9694072657743786,5.0,5.0,,,,0,0.0,13176.2454,0,0,0,0,0,aggregate,aggregate
