task_id,delta_seconds,current_path,original_project_tht,noastar_tht,source_retry,wait_seconds,fallback_calls,first_slow_decision_node,candidate_options,chosen_next,alternative_next,candidate_wait,candidate_progress,candidate_static_cost,candidate_reservation_pressure,would_route_quality_balanced_help,would_release_semantics_variant_help,would_reservation_variant_help
3160,151.929369,"[[0, 6, 12, 13, 23, 24, 27, 28, 47], [52, 29, 30, 31, 32, 33, 44, 50]]",256,407.929369,1,178.129369,3,0,[6],6,6,offline_not_traced,3.2,35.2,offline_not_traced,0.477519,163.129333,1.000139
1888,151.89313,"[[3, 16, 17, 18, 22, 24, 27, 28, 47], [52, 29, 30, 31, 32, 37, 49]]",225,376.89313,1,182.49313,4,3,[16],16,16,offline_not_traced,1.6,40.4,offline_not_traced,1.000001,169.893091,-3.32602
8834,151.58527,"[[53, 20, 21, 23, 24, 27, 28, 47], [52, 29, 30, 31, 32, 33, 34, 12, 13, 23, 24, 27, 45, 48]]",297,448.58527,1,151.78527,3,53,[20],20,20,offline_not_traced,4,36.8,offline_not_traced,0,182.785234,-0.49264
3325,151.246159,"[[53, 20, 21, 23, 24, 27, 28, 47], [52, 40, 41, 45, 48]]",246,397.246159,1,152.246159,3,53,[20],20,20,offline_not_traced,4,36.8,offline_not_traced,1.000001,140.446145,1.000159
3286,150.99866,"[[0, 6, 12, 13, 23, 24, 27, 28, 47], [52, 40, 41, 42, 25, 26, 43, 15, 14, 46, 36, 44, 50]]",256,406.99866,1,148.99866,4,0,[6],6,6,offline_not_traced,3.2,35.2,offline_not_traced,-2.522484,162.598658,-2.99986
1953,150.363722,"[[2, 9, 7, 8, 11, 13, 23, 24, 27, 28, 47], [52, 29, 30, 31, 32, 33, 44, 50]]",238,388.363722,1,151.363722,4,2,[9],9,9,offline_not_traced,3.6,40,offline_not_traced,-3.600007,150.363635,-0.325988
19296,149.68853,"[[0, 6, 12, 13, 23, 24, 27, 28, 47], [52, 29, 30, 31, 32, 37, 49]]",192,341.68853,1,150.88853,3,0,[6],6,6,offline_not_traced,3.2,35.2,offline_not_traced,0,146.688522,2.0001
5446,149.340879,"[[1, 7, 8, 11, 13, 23, 24, 27, 28, 47], [52, 29, 30, 31, 32, 33, 44, 50]]",235,384.340879,1,149.940879,3,1,[7],7,7,offline_not_traced,4.8,37.2,offline_not_traced,-2.000002,105.540838,-1.999851
1878,148.88699,"[[4, 17, 18, 22, 24, 27, 28, 47], [52, 29, 30, 31, 32, 37, 49]]",226,374.88699,1,183.08699,3,4,[17],17,17,offline_not_traced,3.6,36.8,offline_not_traced,1.000001,166.886961,-22.72603
5602,148.600097,"[[1, 7, 8, 11, 13, 23, 24, 27, 28, 47], [52, 40, 41, 42, 25, 26, 43, 15, 14, 46, 36, 38, 37, 49]]",196,344.600097,1,95.000097,4,1,[7],7,7,offline_not_traced,4.8,37.2,offline_not_traced,13.000013,118.400094,0.000097
2732,148.305893,"[[53, 20, 21, 23, 24, 27, 28, 47], [52, 29, 30, 31, 32, 33, 44, 50]]",232,380.305893,1,149.105893,3,53,[20],20,20,offline_not_traced,4,36.8,offline_not_traced,0.477519,132.505888,1.000113
5305,148.021673,"[[4, 17, 18, 22, 24, 27, 28, 29, 30, 31, 32, 37, 49]]",189,337.021673,0,148.021673,2,4,[17],17,17,offline_not_traced,3.6,62.4,offline_not_traced,2.000002,148.021673,2.000143
1858,147.48172,"[[53, 20, 21, 23, 24, 27, 28, 47], [52, 29, 30, 31, 32, 33, 44, 50]]",258,405.48172,1,174.28172,3,53,[20],20,20,offline_not_traced,4,36.8,offline_not_traced,1.000001,159.881711,-3.32605
8864,146.800127,"[[3, 16, 17, 18, 22, 24, 27, 28, 47], [52, 40, 41, 42, 30, 31, 32, 33, 34, 12, 13, 23, 24, 27, 45, 48]]",304,450.800127,1,127.000127,6,3,[16],16,16,offline_not_traced,1.6,40.4,offline_not_traced,0,192.600105,0.000127
1589,146.800123,"[[2, 9, 7, 8, 11, 13, 23, 24, 27, 28, 47], [52, 29, 30, 31, 32, 33, 44, 50]]",238,384.800123,1,147.800123,4,2,[9],9,9,offline_not_traced,3.6,40,offline_not_traced,1.000001,143.800121,-2.999877
19323,146.747241,"[[0, 6, 12, 13, 23, 24, 27, 28, 47], [52, 40, 41, 42, 25, 26, 43, 15, 14, 46, 36, 38, 37, 49]]",217,363.747241,1,118.747241,4,0,[6],6,6,offline_not_traced,3.2,35.2,offline_not_traced,0,151.747214,1.830991
1873,146.559724,"[[3, 16, 17, 18, 22, 24, 27, 28, 47], [52, 29, 30, 31, 32, 37, 49]]",225,371.559724,1,177.159724,4,3,[16],16,16,offline_not_traced,1.6,40.4,offline_not_traced,1.000001,165.559701,-5.326036
3460,146.406521,"[[0, 6, 12, 13, 23, 24, 27, 28, 47], [52, 29, 30, 31, 32, 33, 44, 50]]",285,431.406521,1,201.606521,3,0,[6],6,6,offline_not_traced,3.2,35.2,offline_not_traced,0.477519,165.606505,1.000171
5616,146.26682,"[[0, 6, 12, 13, 23, 24, 27, 28, 47], [52, 40, 41, 42, 25, 26, 43, 15, 14, 46, 36, 38, 37, 49]]",196,342.26682,1,97.26682,4,0,[6],6,6,offline_not_traced,3.2,35.2,offline_not_traced,12.000012,123.266815,0.0001
3064,146.105916,"[[2, 9, 7, 8, 11, 13, 23, 24, 27, 28, 47], [52, 29, 30, 31, 32, 33, 44, 50]]",263,409.105916,1,172.105916,4,2,[9],9,9,offline_not_traced,3.6,40,offline_not_traced,0.477519,161.105912,1.000136
1505,145.504825,"[[1, 7, 8, 11, 13, 23, 24, 27, 28, 47], [52, 29, 30, 31, 32, 33, 44, 50]]",235,380.504825,1,146.104825,3,1,[7],7,7,offline_not_traced,4.8,37.2,offline_not_traced,1.000001,138.504803,-2.999865
19284,145.400096,"[[53, 20, 21, 23, 24, 27, 28, 47], [52, 29, 30, 31, 32, 37, 49]]",193,338.400096,1,146.200096,3,53,[20],20,20,offline_not_traced,4,36.8,offline_not_traced,0,143.600091,2.000096
24941,145.200124,"[[1, 7, 8, 11, 13, 23, 24, 27, 28, 47], [52, 40, 41, 42, 25, 26, 43, 15, 14, 46, 36, 44, 50]]",236,381.200124,1,118.600124,4,1,[7],7,7,offline_not_traced,4.8,37.2,offline_not_traced,-2.58356,142.000121,1.000124
27540,144.600107,"[[3, 16, 17, 18, 22, 24, 27, 28, 47], [52, 40, 41, 42, 25, 26, 43, 15, 14, 46, 36, 38, 37, 49]]",200,344.600107,1,96.000107,5,3,[16],16,16,offline_not_traced,1.6,40.4,offline_not_traced,-0.000003,148.200066,2.000107
5787,144.600103,"[[3, 16, 17, 18, 22, 24, 27, 28, 47], [52, 40, 41, 42, 25, 26, 43, 15, 14, 46, 36, 38, 37, 49]]",200,344.600103,1,96.000103,5,3,[16],16,16,offline_not_traced,1.6,40.4,offline_not_traced,-0.000002,96.000096,-0.999897
1492,144.142673,"[[0, 6, 12, 13, 23, 24, 27, 28, 47], [52, 29, 30, 31, 32, 33, 44, 50]]",231,375.142673,1,145.342673,3,0,[6],6,6,offline_not_traced,3.2,35.2,offline_not_traced,1.000001,136.542658,-2.999877
5396,144.037795,"[[53, 20, 21, 23, 24, 27, 28, 47], [52, 29, 30, 31, 32, 37, 49]]",193,337.037795,1,144.837795,3,53,[20],20,20,offline_not_traced,4,36.8,offline_not_traced,0,98.437784,-0.999905
27505,144.000102,"[[0, 6, 12, 13, 23, 24, 27, 28, 47], [52, 29, 30, 31, 32, 37, 49]]",192,336.000102,1,145.200102,3,0,[6],6,6,offline_not_traced,3.2,35.2,offline_not_traced,-0.000003,143.200066,2.000102
8831,143.479537,"[[3, 16, 17, 18, 22, 24, 27, 28, 47], [52, 40, 41, 42, 30, 31, 32, 33, 34, 12, 13, 23, 24, 27, 45, 48]]",304,447.479537,1,123.679537,6,3,[16],16,16,offline_not_traced,1.6,40.4,offline_not_traced,0,181.679504,-0.492643
5076,143.416667,"[[1, 7, 8, 11, 13, 23, 24, 27, 28, 47], [52, 29, 30, 31, 32, 33, 44, 50]]",235,378.416667,1,144.016667,3,1,[7],7,7,offline_not_traced,4.8,37.2,offline_not_traced,-1.000001,131.816662,1.000117
2829,142.658764,"[[1, 7, 8, 11, 13, 23, 24, 27, 28, 47], [52, 29, 30, 31, 32, 33, 44, 50]]",260,402.658764,1,168.258764,3,1,[7],7,7,offline_not_traced,4.8,37.2,offline_not_traced,0.477519,147.058717,0.413024
24931,142.600121,"[[0, 6, 12, 13, 23, 24, 27, 28, 47], [52, 29, 30, 31, 32, 33, 44, 50]]",231,373.600121,1,143.800121,3,0,[6],6,6,offline_not_traced,3.2,35.2,offline_not_traced,-2.58356,142.000118,1.000121
3355,142.066682,"[[0, 6, 12, 13, 23, 24, 27, 28, 47], [52, 29, 30, 31, 32, 33, 44, 50]]",285,427.066682,1,197.266682,3,0,[6],6,6,offline_not_traced,3.2,35.2,offline_not_traced,-1.522483,173.26664,-0.999818
12399,142.000094,"[[0, 6, 12, 13, 23, 24, 27, 28, 47], [52, 40, 41, 42, 25, 26, 43, 15, 14, 46, 36, 38, 37, 49]]",192,334.000094,1,89.000094,4,0,[6],6,6,offline_not_traced,3.2,35.2,offline_not_traced,1.000001,142.000089,0.000094
2060,141.869124,"[[1, 7, 8, 11, 13, 23, 24, 27, 28, 47], [52, 29, 30, 31, 32, 33, 44, 50]]",260,401.869124,1,167.469124,3,1,[7],7,7,offline_not_traced,4.8,37.2,offline_not_traced,0.399997,167.469122,1.000144
5808,141.80012,"[[2, 9, 7, 8, 11, 13, 23, 24, 27, 28, 47], [52, 29, 30, 31, 32, 33, 44, 50]]",238,379.80012,1,142.80012,4,2,[9],9,9,offline_not_traced,3.6,40,offline_not_traced,2.449494,117.000114,3.00012
8813,141.585214,"[[53, 20, 21, 23, 24, 27, 28, 47], [52, 29, 30, 31, 32, 33, 34, 12, 13, 23, 24, 27, 45, 48]]",297,438.585214,1,141.785214,3,53,[20],20,20,offline_not_traced,4,36.8,offline_not_traced,0,177.785205,1.000114
2710,141.505886,"[[1, 7, 8, 11, 13, 23, 24, 27, 28, 47], [52, 29, 30, 31, 32, 33, 44, 50]]",235,376.505886,1,142.105886,3,1,[7],7,7,offline_not_traced,4.8,37.2,offline_not_traced,6.477525,131.905874,8.000106
3452,141.501431,"[[1, 7, 8, 11, 13, 23, 24, 27, 28, 47], [52, 29, 30, 31, 32, 33, 44, 50]]",285,426.501431,1,192.101431,3,1,[7],7,7,offline_not_traced,4.8,37.2,offline_not_traced,0.477519,171.901422,1.000161
3032,141.142054,"[[1, 7, 8, 11, 13, 23, 24, 27, 28, 47], [52, 29, 30, 31, 32, 33, 44, 50]]",263,404.142054,1,169.742054,3,1,[7],7,7,offline_not_traced,4.8,37.2,offline_not_traced,0.477519,156.54205,2.000134
1825,141.000142,"[[53, 20, 21, 23, 24, 27, 28, 47], [52, 40, 41, 42, 25, 26, 43, 15, 14, 46, 36, 44, 50]]",257,398.000142,1,138.600142,4,53,[20],20,20,offline_not_traced,4,36.8,offline_not_traced,1.000001,162.200134,-2.999858
8904,140.998912,"[[4, 17, 18, 22, 24, 27, 28, 47], [52, 40, 41, 42, 30, 31, 32, 33, 34, 12, 13, 23, 24, 27, 45, 48]]",322,462.998912,1,141.798912,5,4,[17],17,17,offline_not_traced,3.6,36.8,offline_not_traced,0,206.798875,0.000142
24922,140.800119,"[[2, 9, 7, 8, 11, 13, 23, 24, 27, 28, 47], [52, 29, 30, 31, 32, 33, 44, 50]]",238,378.800119,1,141.800119,4,2,[9],9,9,offline_not_traced,3.6,40,offline_not_traced,-2.58356,140.000118,1.000119
1531,140.800117,"[[2, 9, 7, 8, 11, 13, 23, 24, 27, 28, 47], [52, 29, 30, 31, 32, 33, 44, 50]]",238,378.800117,1,141.800117,4,2,[9],9,9,offline_not_traced,3.6,40,offline_not_traced,1.000001,136.800115,-2.999883
