scenario,context,segment_id,task_id,current,legacy_next,goal,ready_time,block_reason,label_taxonomy,hold_until_time,hold_duration,earliest_safe_time,earliest_hold_duration,earliest_safe_status,wait_label_candidate,branch_or_linear,fault_state,repair_state,merge_state,buffer_state
legacy_first16,no_fault,5:storage_in,5,22,24,47,9490.215484,edge_capacity,LEGACY_NEXT_TEMPORARILY_BLOCKED,9491.215484,1.0,9492.082986000001,1.867502000000968,ok,True,branch,none,none,none,none
legacy_first16,no_fault,5:storage_in,5,22,24,47,9491.215484,edge_capacity,LEGACY_NEXT_TEMPORARILY_BLOCKED,9492.215484,1.0,9492.082986000001,0.8675020000009681,ok,True,branch,none,none,none,none
legacy_first16,no_fault,5:storage_in,5,27,28,47,9506.215484,edge_capacity,LEGACY_NEXT_TEMPORARILY_BLOCKED,9507.215484,1.0,9506.482986,0.2675020000006043,ok,True,branch,none,none,none,none
legacy_first16,no_fault,10:storage_in,10,18,22,47,10094.37294,edge_capacity,LEGACY_NEXT_TEMPORARILY_BLOCKED,10095.37294,1.0,10100.934140000001,6.561200000001918,ok,True,linear,none,none,none,none
legacy_first16,no_fault,10:storage_in,10,18,22,47,10095.37294,edge_capacity,LEGACY_NEXT_TEMPORARILY_BLOCKED,10096.37294,1.0,10100.934140000001,5.561200000001918,ok,True,linear,none,none,none,none
legacy_first16,no_fault,10:storage_in,10,18,22,47,10096.37294,edge_capacity,LEGACY_NEXT_TEMPORARILY_BLOCKED,10097.37294,1.0,10100.934140000001,4.561200000001918,ok,True,linear,none,none,none,none
legacy_first16,no_fault,10:storage_in,10,18,22,47,10097.37294,edge_capacity,LEGACY_NEXT_TEMPORARILY_BLOCKED,10098.37294,1.0,10100.934140000001,3.561200000001918,ok,True,linear,none,none,none,none
legacy_first16,no_fault,10:storage_in,10,18,22,47,10098.37294,edge_capacity,LEGACY_NEXT_TEMPORARILY_BLOCKED,10099.37294,1.0,10100.934140000001,2.561200000001918,ok,True,linear,none,none,none,none
legacy_first16,no_fault,10:storage_in,10,18,22,47,10099.37294,edge_capacity,LEGACY_NEXT_TEMPORARILY_BLOCKED,10100.37294,1.0,10100.934140000001,1.561200000001918,ok,True,linear,none,none,none,none
legacy_first16,no_fault,10:storage_in,10,18,22,47,10100.37294,edge_capacity,LEGACY_NEXT_TEMPORARILY_BLOCKED,10101.37294,1.0,10100.934140000001,0.5612000000019179,ok,True,linear,none,none,none,none
legacy_first16,no_fault,9:storage_in,9,22,24,47,10101.934140000001,edge_capacity,LEGACY_NEXT_TEMPORARILY_BLOCKED,10102.934140000001,1.0,10102.88213,0.9479899999987538,ok,True,branch,none,none,none,none
legacy_first16,no_fault,10:storage_in,10,22,24,47,10110.772939999999,edge_capacity,LEGACY_NEXT_TEMPORARILY_BLOCKED,10111.772939999999,1.0,10113.33414,2.561200000001918,ok,True,branch,none,none,none,none
legacy_first16,no_fault,10:storage_in,10,22,24,47,10111.772939999999,edge_capacity,LEGACY_NEXT_TEMPORARILY_BLOCKED,10112.772939999999,1.0,10113.33414,1.561200000001918,ok,True,branch,none,none,none,none
legacy_first16,no_fault,10:storage_in,10,22,24,47,10112.772939999999,edge_capacity,LEGACY_NEXT_TEMPORARILY_BLOCKED,10113.772939999999,1.0,10113.33414,0.5612000000019179,ok,True,branch,none,none,none,none
legacy_first16,no_fault,8:storage_in,8,27,28,47,10113.706480000003,edge_capacity,LEGACY_NEXT_TEMPORARILY_BLOCKED,10114.706480000003,1.0,10117.28213,3.57564999999704,ok,True,branch,none,none,none,none
legacy_first16,no_fault,8:storage_in,8,27,28,47,10114.706480000003,edge_capacity,LEGACY_NEXT_GLOBALLY_UNSAFE,10115.706480000003,1.0,,,current_node_hold_conflict,False,branch,none,none,none,none
legacy_first16,no_fault,8:storage_in,8,27,28,47,10115.706480000003,edge_capacity,ABSTAIN_NO_TEACHER,,0.0,,,current_node_hold_conflict,False,branch,none,none,none,none
legacy_first16,no_fault,9:storage_in,9,27,28,47,10116.934140000001,edge_capacity,LEGACY_NEXT_TEMPORARILY_BLOCKED,10117.934140000001,1.0,10117.28213,0.34798999999839,ok,True,branch,none,none,none,none
legacy_first16,no_fault,11:storage_in,11,27,28,47,10123.639820000002,edge_capacity,LEGACY_NEXT_TEMPORARILY_BLOCKED,10124.639820000002,1.0,10128.73414,5.0943199999983335,ok,True,branch,none,none,none,none
legacy_first16,no_fault,11:storage_in,11,27,28,47,10124.639820000002,edge_capacity,LEGACY_NEXT_TEMPORARILY_BLOCKED,10125.639820000002,1.0,10128.73414,4.0943199999983335,ok,True,branch,none,none,none,none
legacy_first16,no_fault,11:storage_in,11,27,28,47,10125.639820000002,edge_capacity,LEGACY_NEXT_GLOBALLY_UNSAFE,10126.639820000002,1.0,,,current_node_hold_conflict,False,branch,none,none,none,none
legacy_first16,no_fault,11:storage_in,11,27,28,47,10126.639820000002,edge_capacity,ABSTAIN_NO_TEACHER,,0.0,,,current_node_hold_conflict,False,branch,none,none,none,none
legacy_first16,no_fault,10:storage_in,10,27,28,47,10127.772939999999,edge_capacity,LEGACY_NEXT_TEMPORARILY_BLOCKED,10128.772939999999,1.0,10128.73414,0.9612000000015541,ok,True,branch,none,none,none,none
legacy_first16,no_fault,14:storage_in,14,18,22,47,10679.68828,edge_capacity,LEGACY_NEXT_TEMPORARILY_BLOCKED,10680.68828,1.0,10680.77885,1.090570000000298,ok,True,linear,none,none,none,none
legacy_first16,no_fault,14:storage_in,14,18,22,47,10680.68828,edge_capacity,LEGACY_NEXT_TEMPORARILY_BLOCKED,10681.68828,1.0,10680.77885,0.09057000000029802,ok,True,linear,none,none,none,none
legacy_first16,no_fault,15:storage_in,15,18,22,47,10685.645400000001,edge_capacity,LEGACY_NEXT_TEMPORARILY_BLOCKED,10686.645400000001,1.0,10690.08828,4.442879999998695,ok,True,linear,none,none,none,none
legacy_first16,no_fault,15:storage_in,15,18,22,47,10686.645400000001,edge_capacity,LEGACY_NEXT_TEMPORARILY_BLOCKED,10687.645400000001,1.0,10690.08828,3.442879999998695,ok,True,linear,none,none,none,none
legacy_first16,no_fault,15:storage_in,15,18,22,47,10687.645400000001,edge_capacity,LEGACY_NEXT_TEMPORARILY_BLOCKED,10688.645400000001,1.0,10690.08828,2.442879999998695,ok,True,linear,none,none,none,none
legacy_first16,no_fault,15:storage_in,15,18,22,47,10688.645400000001,edge_capacity,LEGACY_NEXT_TEMPORARILY_BLOCKED,10689.645400000001,1.0,10690.08828,1.442879999998695,ok,True,linear,none,none,none,none
legacy_first16,no_fault,15:storage_in,15,18,22,47,10689.645400000001,edge_capacity,LEGACY_NEXT_TEMPORARILY_BLOCKED,10690.645400000001,1.0,10690.08828,0.442879999998695,ok,True,linear,none,none,none,none
legacy_first16,no_fault,14:storage_in,14,22,24,47,10691.08828,edge_capacity,LEGACY_NEXT_TEMPORARILY_BLOCKED,10692.08828,1.0,10692.17885,1.090570000000298,ok,True,branch,none,none,none,none
legacy_first16,no_fault,14:storage_in,14,22,24,47,10692.08828,edge_capacity,LEGACY_NEXT_TEMPORARILY_BLOCKED,10693.08828,1.0,10692.17885,0.09057000000029802,ok,True,branch,none,none,none,none
legacy_first16,no_fault,15:storage_in,15,22,24,47,10700.0454,edge_capacity,LEGACY_NEXT_TEMPORARILY_BLOCKED,10701.0454,1.0,10703.48828,3.442879999998695,ok,True,branch,none,none,none,none
legacy_first16,no_fault,15:storage_in,15,22,24,47,10701.0454,edge_capacity,LEGACY_NEXT_TEMPORARILY_BLOCKED,10702.0454,1.0,10703.48828,2.442879999998695,ok,True,branch,none,none,none,none
legacy_first16,no_fault,15:storage_in,15,22,24,47,10702.0454,edge_capacity,LEGACY_NEXT_TEMPORARILY_BLOCKED,10703.0454,1.0,10703.48828,1.442879999998695,ok,True,branch,none,none,none,none
legacy_first16,no_fault,15:storage_in,15,22,24,47,10703.0454,edge_capacity,LEGACY_NEXT_TEMPORARILY_BLOCKED,10704.0454,1.0,10703.48828,0.442879999998695,ok,True,branch,none,none,none,none
legacy_first16_buffer2,buffer_capacity,2:storage_in,2,18,22,47,8882.216299,edge_capacity,LEGACY_NEXT_TEMPORARILY_BLOCKED,8883.216299,1.0,8883.445453,1.2291540000005625,ok,True,linear,none,none,none,28:2;47:2
legacy_first16_buffer2,buffer_capacity,2:storage_in,2,18,22,47,8883.216299,edge_capacity,LEGACY_NEXT_TEMPORARILY_BLOCKED,8884.216299,1.0,8883.445453,0.22915400000056252,ok,True,linear,none,none,none,28:2;47:2
legacy_first16_buffer2,buffer_capacity,3:storage_in,3,18,22,47,8889.800872000002,edge_capacity,LEGACY_NEXT_TEMPORARILY_BLOCKED,8890.800872000002,1.0,8892.616299,2.815426999997726,ok,True,linear,none,none,none,28:2;47:2
legacy_first16_buffer2,buffer_capacity,3:storage_in,3,18,22,47,8890.800872000002,edge_capacity,LEGACY_NEXT_TEMPORARILY_BLOCKED,8891.800872000002,1.0,8892.616299,1.815426999997726,ok,True,linear,none,none,none,28:2;47:2
legacy_first16_buffer2,buffer_capacity,3:storage_in,3,18,22,47,8891.800872000002,edge_capacity,LEGACY_NEXT_TEMPORARILY_BLOCKED,8892.800872000002,1.0,8892.616299,0.8154269999977259,ok,True,linear,none,none,none,28:2;47:2
legacy_first16_buffer2,buffer_capacity,2:storage_in,2,22,24,47,8893.616299,edge_capacity,LEGACY_NEXT_TEMPORARILY_BLOCKED,8894.616299,1.0,8894.845453,1.2291540000005625,ok,True,branch,none,none,none,28:2;47:2
legacy_first16_buffer2,buffer_capacity,2:storage_in,2,22,24,47,8894.616299,edge_capacity,LEGACY_NEXT_TEMPORARILY_BLOCKED,8895.616299,1.0,8894.845453,0.22915400000056252,ok,True,branch,none,none,none,28:2;47:2
legacy_first16_buffer2,buffer_capacity,3:storage_in,3,22,24,47,8902.200872000001,edge_capacity,LEGACY_NEXT_TEMPORARILY_BLOCKED,8903.200872000001,1.0,8906.016298999999,3.815426999997726,ok,True,branch,none,none,none,28:2;47:2
legacy_first16_buffer2,buffer_capacity,3:storage_in,3,22,24,47,8903.200872000001,edge_capacity,LEGACY_NEXT_TEMPORARILY_BLOCKED,8904.200872000001,1.0,8906.016298999999,2.815426999997726,ok,True,branch,none,none,none,28:2;47:2
legacy_first16_buffer2,buffer_capacity,3:storage_in,3,22,24,47,8904.200872000001,edge_capacity,LEGACY_NEXT_TEMPORARILY_BLOCKED,8905.200872000001,1.0,8906.016298999999,1.815426999997726,ok,True,branch,none,none,none,28:2;47:2
legacy_first16_buffer2,buffer_capacity,3:storage_in,3,22,24,47,8905.200872000001,edge_capacity,LEGACY_NEXT_TEMPORARILY_BLOCKED,8906.200872000001,1.0,8906.016298999999,0.8154269999977259,ok,True,branch,none,none,none,28:2;47:2
legacy_first16_buffer2,buffer_capacity,3:storage_in,3,27,28,47,8920.200872000001,edge_capacity,LEGACY_NEXT_TEMPORARILY_BLOCKED,8921.200872000001,1.0,8920.416298999999,0.21542699999736215,ok,True,branch,none,none,none,28:2;47:2
legacy_first16_buffer2,buffer_capacity,5:storage_in,5,18,22,47,9477.815484,edge_capacity,LEGACY_NEXT_TEMPORARILY_BLOCKED,9478.815484,1.0,9480.682986000002,2.867502000000968,ok,True,linear,none,none,none,28:2;47:2
legacy_first16_buffer2,buffer_capacity,5:storage_in,5,18,22,47,9478.815484,edge_capacity,LEGACY_NEXT_TEMPORARILY_BLOCKED,9479.815484,1.0,9480.682986000002,1.867502000000968,ok,True,linear,none,none,none,28:2;47:2
legacy_first16_buffer2,buffer_capacity,5:storage_in,5,18,22,47,9479.815484,edge_capacity,LEGACY_NEXT_TEMPORARILY_BLOCKED,9480.815484,1.0,9480.682986000002,0.8675020000009681,ok,True,linear,none,none,none,28:2;47:2
legacy_first16_buffer2,buffer_capacity,5:storage_in,5,22,24,47,9490.215484,edge_capacity,LEGACY_NEXT_TEMPORARILY_BLOCKED,9491.215484,1.0,9492.082986000001,1.867502000000968,ok,True,branch,none,none,none,28:2;47:2
legacy_first16_buffer2,buffer_capacity,5:storage_in,5,22,24,47,9491.215484,edge_capacity,LEGACY_NEXT_TEMPORARILY_BLOCKED,9492.215484,1.0,9492.082986000001,0.8675020000009681,ok,True,branch,none,none,none,28:2;47:2
legacy_first16_buffer2,buffer_capacity,5:storage_in,5,27,28,47,9506.215484,edge_capacity,LEGACY_NEXT_TEMPORARILY_BLOCKED,9507.215484,1.0,9506.482986,0.2675020000006043,ok,True,branch,none,none,none,28:2;47:2
legacy_first16_buffer2,buffer_capacity,10:storage_in,10,18,22,47,10094.37294,edge_capacity,LEGACY_NEXT_TEMPORARILY_BLOCKED,10095.37294,1.0,10100.934140000001,6.561200000001918,ok,True,linear,none,none,none,28:2;47:2
legacy_first16_buffer2,buffer_capacity,10:storage_in,10,18,22,47,10095.37294,edge_capacity,LEGACY_NEXT_TEMPORARILY_BLOCKED,10096.37294,1.0,10100.934140000001,5.561200000001918,ok,True,linear,none,none,none,28:2;47:2
legacy_first16_buffer2,buffer_capacity,10:storage_in,10,18,22,47,10096.37294,edge_capacity,LEGACY_NEXT_TEMPORARILY_BLOCKED,10097.37294,1.0,10100.934140000001,4.561200000001918,ok,True,linear,none,none,none,28:2;47:2
legacy_first16_buffer2,buffer_capacity,10:storage_in,10,18,22,47,10097.37294,edge_capacity,LEGACY_NEXT_TEMPORARILY_BLOCKED,10098.37294,1.0,10100.934140000001,3.561200000001918,ok,True,linear,none,none,none,28:2;47:2
legacy_first16_buffer2,buffer_capacity,10:storage_in,10,18,22,47,10098.37294,edge_capacity,LEGACY_NEXT_TEMPORARILY_BLOCKED,10099.37294,1.0,10100.934140000001,2.561200000001918,ok,True,linear,none,none,none,28:2;47:2
legacy_first16_buffer2,buffer_capacity,10:storage_in,10,18,22,47,10099.37294,edge_capacity,LEGACY_NEXT_TEMPORARILY_BLOCKED,10100.37294,1.0,10100.934140000001,1.561200000001918,ok,True,linear,none,none,none,28:2;47:2
legacy_first16_buffer2,buffer_capacity,10:storage_in,10,18,22,47,10100.37294,edge_capacity,LEGACY_NEXT_TEMPORARILY_BLOCKED,10101.37294,1.0,10100.934140000001,0.5612000000019179,ok,True,linear,none,none,none,28:2;47:2
legacy_first16_buffer2,buffer_capacity,9:storage_in,9,22,24,47,10101.934140000001,edge_capacity,LEGACY_NEXT_TEMPORARILY_BLOCKED,10102.934140000001,1.0,10102.88213,0.9479899999987538,ok,True,branch,none,none,none,28:2;47:2
legacy_first16_buffer2,buffer_capacity,10:storage_in,10,22,24,47,10110.772939999999,edge_capacity,LEGACY_NEXT_TEMPORARILY_BLOCKED,10111.772939999999,1.0,10113.33414,2.561200000001918,ok,True,branch,none,none,none,28:2;47:2
legacy_first16_buffer2,buffer_capacity,10:storage_in,10,22,24,47,10111.772939999999,edge_capacity,LEGACY_NEXT_TEMPORARILY_BLOCKED,10112.772939999999,1.0,10113.33414,1.561200000001918,ok,True,branch,none,none,none,28:2;47:2
legacy_first16_buffer2,buffer_capacity,10:storage_in,10,22,24,47,10112.772939999999,edge_capacity,LEGACY_NEXT_TEMPORARILY_BLOCKED,10113.772939999999,1.0,10113.33414,0.5612000000019179,ok,True,branch,none,none,none,28:2;47:2
legacy_first16_buffer2,buffer_capacity,8:storage_in,8,27,28,47,10113.706480000003,edge_capacity,LEGACY_NEXT_TEMPORARILY_BLOCKED,10114.706480000003,1.0,10117.28213,3.57564999999704,ok,True,branch,none,none,none,28:2;47:2
legacy_first16_buffer2,buffer_capacity,8:storage_in,8,27,28,47,10114.706480000003,edge_capacity,LEGACY_NEXT_GLOBALLY_UNSAFE,10115.706480000003,1.0,,,current_node_hold_conflict,False,branch,none,none,none,28:2;47:2
legacy_first16_buffer2,buffer_capacity,8:storage_in,8,27,28,47,10115.706480000003,edge_capacity,ABSTAIN_NO_TEACHER,,0.0,,,current_node_hold_conflict,False,branch,none,none,none,28:2;47:2
legacy_first16_buffer2,buffer_capacity,9:storage_in,9,27,28,47,10116.934140000001,edge_capacity,LEGACY_NEXT_TEMPORARILY_BLOCKED,10117.934140000001,1.0,10117.28213,0.34798999999839,ok,True,branch,none,none,none,28:2;47:2
legacy_first16_buffer2,buffer_capacity,11:storage_in,11,27,28,47,10123.639820000002,edge_capacity,LEGACY_NEXT_TEMPORARILY_BLOCKED,10124.639820000002,1.0,10128.73414,5.0943199999983335,ok,True,branch,none,none,none,28:2;47:2
legacy_first16_buffer2,buffer_capacity,11:storage_in,11,27,28,47,10124.639820000002,edge_capacity,LEGACY_NEXT_TEMPORARILY_BLOCKED,10125.639820000002,1.0,10128.73414,4.0943199999983335,ok,True,branch,none,none,none,28:2;47:2
legacy_first16_buffer2,buffer_capacity,11:storage_in,11,27,28,47,10125.639820000002,edge_capacity,LEGACY_NEXT_GLOBALLY_UNSAFE,10126.639820000002,1.0,,,current_node_hold_conflict,False,branch,none,none,none,28:2;47:2
legacy_first16_buffer2,buffer_capacity,11:storage_in,11,27,28,47,10126.639820000002,edge_capacity,ABSTAIN_NO_TEACHER,,0.0,,,current_node_hold_conflict,False,branch,none,none,none,28:2;47:2
legacy_first16_buffer2,buffer_capacity,10:storage_in,10,27,28,47,10127.772939999999,edge_capacity,LEGACY_NEXT_TEMPORARILY_BLOCKED,10128.772939999999,1.0,10128.73414,0.9612000000015541,ok,True,branch,none,none,none,28:2;47:2
legacy_first16_buffer2,buffer_capacity,14:storage_in,14,18,22,47,10679.68828,edge_capacity,LEGACY_NEXT_TEMPORARILY_BLOCKED,10680.68828,1.0,10680.77885,1.090570000000298,ok,True,linear,none,none,none,28:2;47:2
legacy_first16_buffer2,buffer_capacity,14:storage_in,14,18,22,47,10680.68828,edge_capacity,LEGACY_NEXT_TEMPORARILY_BLOCKED,10681.68828,1.0,10680.77885,0.09057000000029802,ok,True,linear,none,none,none,28:2;47:2
legacy_first16_buffer2,buffer_capacity,15:storage_in,15,18,22,47,10685.645400000001,edge_capacity,LEGACY_NEXT_TEMPORARILY_BLOCKED,10686.645400000001,1.0,10690.08828,4.442879999998695,ok,True,linear,none,none,none,28:2;47:2
legacy_first16_buffer2,buffer_capacity,15:storage_in,15,18,22,47,10686.645400000001,edge_capacity,LEGACY_NEXT_TEMPORARILY_BLOCKED,10687.645400000001,1.0,10690.08828,3.442879999998695,ok,True,linear,none,none,none,28:2;47:2
legacy_first16_buffer2,buffer_capacity,15:storage_in,15,18,22,47,10687.645400000001,edge_capacity,LEGACY_NEXT_TEMPORARILY_BLOCKED,10688.645400000001,1.0,10690.08828,2.442879999998695,ok,True,linear,none,none,none,28:2;47:2
legacy_first16_buffer2,buffer_capacity,15:storage_in,15,18,22,47,10688.645400000001,edge_capacity,LEGACY_NEXT_TEMPORARILY_BLOCKED,10689.645400000001,1.0,10690.08828,1.442879999998695,ok,True,linear,none,none,none,28:2;47:2
legacy_first16_buffer2,buffer_capacity,15:storage_in,15,18,22,47,10689.645400000001,edge_capacity,LEGACY_NEXT_TEMPORARILY_BLOCKED,10690.645400000001,1.0,10690.08828,0.442879999998695,ok,True,linear,none,none,none,28:2;47:2
legacy_first16_buffer2,buffer_capacity,14:storage_in,14,22,24,47,10691.08828,edge_capacity,LEGACY_NEXT_TEMPORARILY_BLOCKED,10692.08828,1.0,10692.17885,1.090570000000298,ok,True,branch,none,none,none,28:2;47:2
legacy_first16_buffer2,buffer_capacity,14:storage_in,14,22,24,47,10692.08828,edge_capacity,LEGACY_NEXT_TEMPORARILY_BLOCKED,10693.08828,1.0,10692.17885,0.09057000000029802,ok,True,branch,none,none,none,28:2;47:2
legacy_first16_buffer2,buffer_capacity,15:storage_in,15,22,24,47,10700.0454,edge_capacity,LEGACY_NEXT_TEMPORARILY_BLOCKED,10701.0454,1.0,10703.48828,3.442879999998695,ok,True,branch,none,none,none,28:2;47:2
legacy_first16_buffer2,buffer_capacity,15:storage_in,15,22,24,47,10701.0454,edge_capacity,LEGACY_NEXT_TEMPORARILY_BLOCKED,10702.0454,1.0,10703.48828,2.442879999998695,ok,True,branch,none,none,none,28:2;47:2
legacy_first16_buffer2,buffer_capacity,15:storage_in,15,22,24,47,10702.0454,edge_capacity,LEGACY_NEXT_TEMPORARILY_BLOCKED,10703.0454,1.0,10703.48828,1.442879999998695,ok,True,branch,none,none,none,28:2;47:2
legacy_first16_buffer2,buffer_capacity,15:storage_in,15,22,24,47,10703.0454,edge_capacity,LEGACY_NEXT_TEMPORARILY_BLOCKED,10704.0454,1.0,10703.48828,0.442879999998695,ok,True,branch,none,none,none,28:2;47:2
legacy_first32,no_fault,2:storage_in,2,18,22,47,8882.216299,edge_capacity,LEGACY_NEXT_TEMPORARILY_BLOCKED,8883.216299,1.0,8883.445453,1.2291540000005625,ok,True,linear,none,none,none,none
legacy_first32,no_fault,2:storage_in,2,18,22,47,8883.216299,edge_capacity,LEGACY_NEXT_TEMPORARILY_BLOCKED,8884.216299,1.0,8883.445453,0.22915400000056252,ok,True,linear,none,none,none,none
legacy_first32,no_fault,3:storage_in,3,18,22,47,8889.800872000002,edge_capacity,LEGACY_NEXT_TEMPORARILY_BLOCKED,8890.800872000002,1.0,8892.616299,2.815426999997726,ok,True,linear,none,none,none,none
legacy_first32,no_fault,3:storage_in,3,18,22,47,8890.800872000002,edge_capacity,LEGACY_NEXT_TEMPORARILY_BLOCKED,8891.800872000002,1.0,8892.616299,1.815426999997726,ok,True,linear,none,none,none,none
legacy_first32,no_fault,3:storage_in,3,18,22,47,8891.800872000002,edge_capacity,LEGACY_NEXT_TEMPORARILY_BLOCKED,8892.800872000002,1.0,8892.616299,0.8154269999977259,ok,True,linear,none,none,none,none
legacy_first32,no_fault,2:storage_in,2,22,24,47,8893.616299,edge_capacity,LEGACY_NEXT_TEMPORARILY_BLOCKED,8894.616299,1.0,8894.845453,1.2291540000005625,ok,True,branch,none,none,none,none
legacy_first32,no_fault,2:storage_in,2,22,24,47,8894.616299,edge_capacity,LEGACY_NEXT_TEMPORARILY_BLOCKED,8895.616299,1.0,8894.845453,0.22915400000056252,ok,True,branch,none,none,none,none
legacy_first32,no_fault,3:storage_in,3,22,24,47,8902.200872000001,edge_capacity,LEGACY_NEXT_TEMPORARILY_BLOCKED,8903.200872000001,1.0,8906.016298999999,3.815426999997726,ok,True,branch,none,none,none,none
legacy_first32,no_fault,3:storage_in,3,22,24,47,8903.200872000001,edge_capacity,LEGACY_NEXT_TEMPORARILY_BLOCKED,8904.200872000001,1.0,8906.016298999999,2.815426999997726,ok,True,branch,none,none,none,none
legacy_first32,no_fault,3:storage_in,3,22,24,47,8904.200872000001,edge_capacity,LEGACY_NEXT_TEMPORARILY_BLOCKED,8905.200872000001,1.0,8906.016298999999,1.815426999997726,ok,True,branch,none,none,none,none
legacy_first32,no_fault,3:storage_in,3,22,24,47,8905.200872000001,edge_capacity,LEGACY_NEXT_TEMPORARILY_BLOCKED,8906.200872000001,1.0,8906.016298999999,0.8154269999977259,ok,True,branch,none,none,none,none
legacy_first32,no_fault,3:storage_in,3,27,28,47,8920.200872000001,edge_capacity,LEGACY_NEXT_TEMPORARILY_BLOCKED,8921.200872000001,1.0,8920.416298999999,0.21542699999736215,ok,True,branch,none,none,none,none
legacy_first32,no_fault,5:storage_in,5,18,22,47,9477.815484,edge_capacity,LEGACY_NEXT_TEMPORARILY_BLOCKED,9478.815484,1.0,9480.682986000002,2.867502000000968,ok,True,linear,none,none,none,none
legacy_first32,no_fault,5:storage_in,5,18,22,47,9478.815484,edge_capacity,LEGACY_NEXT_TEMPORARILY_BLOCKED,9479.815484,1.0,9480.682986000002,1.867502000000968,ok,True,linear,none,none,none,none
legacy_first32,no_fault,5:storage_in,5,18,22,47,9479.815484,edge_capacity,LEGACY_NEXT_TEMPORARILY_BLOCKED,9480.815484,1.0,9480.682986000002,0.8675020000009681,ok,True,linear,none,none,none,none
legacy_first32,no_fault,5:storage_in,5,22,24,47,9490.215484,edge_capacity,LEGACY_NEXT_TEMPORARILY_BLOCKED,9491.215484,1.0,9492.082986000001,1.867502000000968,ok,True,branch,none,none,none,none
legacy_first32,no_fault,5:storage_in,5,22,24,47,9491.215484,edge_capacity,LEGACY_NEXT_TEMPORARILY_BLOCKED,9492.215484,1.0,9492.082986000001,0.8675020000009681,ok,True,branch,none,none,none,none
