generation_id,input_identity_sha256,stage,candidate_id,candidate_description,status,execution_status,scale,evaluation_status,repeat_count,original_entry_mean_minutes,delta_vs_f2_seconds_per_bag,delta_vs_v2_safe_seconds_per_bag,hard_gate_status,performance_gate_status,mechanism_gate_status,learning_contribution_status,tail_gate_status,reason,row_sha256
a8db7027c44c66614ac3f7b04f414b10ce7863f066eebcc901177d9cc1ff363a,ae5bed39061e4ad6095d8fd8eea3922b4e5fb5d1c71237d3cd975a69e21f371f,J,J3,learned merge ranker,NOT_RUN_OFFLINE_GATE_FAILED,NOT_RUN,2048,NOT_EVALUATED,0,,,,,,,,,I_LEARNING_PRECLOSED_LOOP_GATE_FAIL_CLOSED,4f8a3437f9b7997186ee0fadcf0133db81044ae0e92eff3e5d2afb478b1c5a9f
a8db7027c44c66614ac3f7b04f414b10ce7863f066eebcc901177d9cc1ff363a,ae5bed39061e4ad6095d8fd8eea3922b4e5fb5d1c71237d3cd975a69e21f371f,J,J3,learned merge ranker,NOT_RUN_OFFLINE_GATE_FAILED,NOT_RUN,8192,NOT_EVALUATED,0,,,,,,,,,I_LEARNING_PRECLOSED_LOOP_GATE_FAIL_CLOSED,73dc5822322a0e29e7ed50f827c86a5b3e601323d30fd06c0e762bd2506a2cb3
a8db7027c44c66614ac3f7b04f414b10ce7863f066eebcc901177d9cc1ff363a,ae5bed39061e4ad6095d8fd8eea3922b4e5fb5d1c71237d3cd975a69e21f371f,J,J3,learned merge ranker,NOT_RUN_OFFLINE_GATE_FAILED,NOT_RUN,43603,NOT_EVALUATED,0,,,,,,,,,I_LEARNING_PRECLOSED_LOOP_GATE_FAIL_CLOSED,1619832605302207aecb6c21185c551bbed662a480952a57d4efdf77747b8bd9
a8db7027c44c66614ac3f7b04f414b10ce7863f066eebcc901177d9cc1ff363a,ae5bed39061e4ad6095d8fd8eea3922b4e5fb5d1c71237d3cd975a69e21f371f,J,J4,learned merge plus route residual,NOT_RUN_OFFLINE_GATE_FAILED,NOT_RUN,motifs,NOT_EVALUATED,0,,,,,,,,,I_LEARNING_PRECLOSED_LOOP_GATE_FAIL_CLOSED,8a46581ff8cfaa84dcb2d0dac45d4bdae286873836f6fded2aa18ef74f8d9b77
a8db7027c44c66614ac3f7b04f414b10ce7863f066eebcc901177d9cc1ff363a,ae5bed39061e4ad6095d8fd8eea3922b4e5fb5d1c71237d3cd975a69e21f371f,J,J4,learned merge plus route residual,NOT_RUN_OFFLINE_GATE_FAILED,NOT_RUN,144,NOT_EVALUATED,0,,,,,,,,,I_LEARNING_PRECLOSED_LOOP_GATE_FAIL_CLOSED,39286aed4c71a14360f4a6accdcfa9ca695401ee50dc2a16efc56b9f78f765b8
a8db7027c44c66614ac3f7b04f414b10ce7863f066eebcc901177d9cc1ff363a,ae5bed39061e4ad6095d8fd8eea3922b4e5fb5d1c71237d3cd975a69e21f371f,J,J4,learned merge plus route residual,NOT_RUN_OFFLINE_GATE_FAILED,NOT_RUN,512,NOT_EVALUATED,0,,,,,,,,,I_LEARNING_PRECLOSED_LOOP_GATE_FAIL_CLOSED,b36aff6e84a5a1b9454cc104a8e13a8240cf94ce241c9c5bea01408d32f5b744
a8db7027c44c66614ac3f7b04f414b10ce7863f066eebcc901177d9cc1ff363a,ae5bed39061e4ad6095d8fd8eea3922b4e5fb5d1c71237d3cd975a69e21f371f,J,J4,learned merge plus route residual,NOT_RUN_OFFLINE_GATE_FAILED,NOT_RUN,2048,NOT_EVALUATED,0,,,,,,,,,I_LEARNING_PRECLOSED_LOOP_GATE_FAIL_CLOSED,29a546a8aa987f8e64ba5a2d90001bf31463cd1e0a7a896ec65dd83818c144f3
a8db7027c44c66614ac3f7b04f414b10ce7863f066eebcc901177d9cc1ff363a,ae5bed39061e4ad6095d8fd8eea3922b4e5fb5d1c71237d3cd975a69e21f371f,J,J4,learned merge plus route residual,NOT_RUN_OFFLINE_GATE_FAILED,NOT_RUN,8192,NOT_EVALUATED,0,,,,,,,,,I_LEARNING_PRECLOSED_LOOP_GATE_FAIL_CLOSED,7f6bde0e8bdf629fec28d23864f3d28334c04f34b90dc750de95550253d11f55
a8db7027c44c66614ac3f7b04f414b10ce7863f066eebcc901177d9cc1ff363a,ae5bed39061e4ad6095d8fd8eea3922b4e5fb5d1c71237d3cd975a69e21f371f,J,J4,learned merge plus route residual,NOT_RUN_OFFLINE_GATE_FAILED,NOT_RUN,43603,NOT_EVALUATED,0,,,,,,,,,I_LEARNING_PRECLOSED_LOOP_GATE_FAIL_CLOSED,9b4b976cc924622d3e3336b7cfdab741ffa94e86c8a76a2fe388206ade788538
a8db7027c44c66614ac3f7b04f414b10ce7863f066eebcc901177d9cc1ff363a,ae5bed39061e4ad6095d8fd8eea3922b4e5fb5d1c71237d3cd975a69e21f371f,J,J5,learned merge plus selective admission,NOT_RUN_OFFLINE_GATE_FAILED,NOT_RUN,motifs,NOT_EVALUATED,0,,,,,,,,,I_LEARNING_PRECLOSED_LOOP_GATE_FAIL_CLOSED,4211ae725f4b0d9743f6ddd1d17f4fb850ed336a21998228ef99f661b931f550
a8db7027c44c66614ac3f7b04f414b10ce7863f066eebcc901177d9cc1ff363a,ae5bed39061e4ad6095d8fd8eea3922b4e5fb5d1c71237d3cd975a69e21f371f,J,J5,learned merge plus selective admission,NOT_RUN_OFFLINE_GATE_FAILED,NOT_RUN,144,NOT_EVALUATED,0,,,,,,,,,I_LEARNING_PRECLOSED_LOOP_GATE_FAIL_CLOSED,6e3afa732706d659221418c92550913537c27f212e52592af274074b0b83ea4f
a8db7027c44c66614ac3f7b04f414b10ce7863f066eebcc901177d9cc1ff363a,ae5bed39061e4ad6095d8fd8eea3922b4e5fb5d1c71237d3cd975a69e21f371f,J,J5,learned merge plus selective admission,NOT_RUN_OFFLINE_GATE_FAILED,NOT_RUN,512,NOT_EVALUATED,0,,,,,,,,,I_LEARNING_PRECLOSED_LOOP_GATE_FAIL_CLOSED,1692c2b5661d34100a9d638abdc427c831bb8a5319455eaff4544fee0693d86b
a8db7027c44c66614ac3f7b04f414b10ce7863f066eebcc901177d9cc1ff363a,ae5bed39061e4ad6095d8fd8eea3922b4e5fb5d1c71237d3cd975a69e21f371f,J,J5,learned merge plus selective admission,NOT_RUN_OFFLINE_GATE_FAILED,NOT_RUN,2048,NOT_EVALUATED,0,,,,,,,,,I_LEARNING_PRECLOSED_LOOP_GATE_FAIL_CLOSED,c47d993254f6d394e4bbc90f7d5264219b2589636f3358ac2d523f4120163b29
a8db7027c44c66614ac3f7b04f414b10ce7863f066eebcc901177d9cc1ff363a,ae5bed39061e4ad6095d8fd8eea3922b4e5fb5d1c71237d3cd975a69e21f371f,J,J5,learned merge plus selective admission,NOT_RUN_OFFLINE_GATE_FAILED,NOT_RUN,8192,NOT_EVALUATED,0,,,,,,,,,I_LEARNING_PRECLOSED_LOOP_GATE_FAIL_CLOSED,0a59e50b47483ed29c49ead8fdbce2dc1b4321b3da3c2f2d4d705e81e36199bc
a8db7027c44c66614ac3f7b04f414b10ce7863f066eebcc901177d9cc1ff363a,ae5bed39061e4ad6095d8fd8eea3922b4e5fb5d1c71237d3cd975a69e21f371f,J,J5,learned merge plus selective admission,NOT_RUN_OFFLINE_GATE_FAILED,NOT_RUN,43603,NOT_EVALUATED,0,,,,,,,,,I_LEARNING_PRECLOSED_LOOP_GATE_FAIL_CLOSED,996a74a0a617b9b0b811e9d71d4d3243f3bf7470331592d8847f360b1eb29777
a8db7027c44c66614ac3f7b04f414b10ce7863f066eebcc901177d9cc1ff363a,ae5bed39061e4ad6095d8fd8eea3922b4e5fb5d1c71237d3cd975a69e21f371f,J,J6,complete learned stack plus P2 plus shield,NOT_RUN_OFFLINE_GATE_FAILED,NOT_RUN,motifs,NOT_EVALUATED,0,,,,,,,,,I_LEARNING_PRECLOSED_LOOP_GATE_FAIL_CLOSED,65c59537ea263f6076899bde646bd67ecd8dddf17db6558d1c22e3e0f688b2a2
a8db7027c44c66614ac3f7b04f414b10ce7863f066eebcc901177d9cc1ff363a,ae5bed39061e4ad6095d8fd8eea3922b4e5fb5d1c71237d3cd975a69e21f371f,J,J6,complete learned stack plus P2 plus shield,NOT_RUN_OFFLINE_GATE_FAILED,NOT_RUN,144,NOT_EVALUATED,0,,,,,,,,,I_LEARNING_PRECLOSED_LOOP_GATE_FAIL_CLOSED,63fd0826dac8bb65b413dce5a759a1a227a750c0e00c79b5cb20b41cb0fb3e24
a8db7027c44c66614ac3f7b04f414b10ce7863f066eebcc901177d9cc1ff363a,ae5bed39061e4ad6095d8fd8eea3922b4e5fb5d1c71237d3cd975a69e21f371f,J,J6,complete learned stack plus P2 plus shield,NOT_RUN_OFFLINE_GATE_FAILED,NOT_RUN,512,NOT_EVALUATED,0,,,,,,,,,I_LEARNING_PRECLOSED_LOOP_GATE_FAIL_CLOSED,84799a49f3140d78d1334e440e0ffae887114dd41efa2b4c9a05a0e0947c5f9e
a8db7027c44c66614ac3f7b04f414b10ce7863f066eebcc901177d9cc1ff363a,ae5bed39061e4ad6095d8fd8eea3922b4e5fb5d1c71237d3cd975a69e21f371f,J,J6,complete learned stack plus P2 plus shield,NOT_RUN_OFFLINE_GATE_FAILED,NOT_RUN,2048,NOT_EVALUATED,0,,,,,,,,,I_LEARNING_PRECLOSED_LOOP_GATE_FAIL_CLOSED,1b562a6206bff2dba02e7c7f2622725df481d277cb0edf71df40a338747b33c6
a8db7027c44c66614ac3f7b04f414b10ce7863f066eebcc901177d9cc1ff363a,ae5bed39061e4ad6095d8fd8eea3922b4e5fb5d1c71237d3cd975a69e21f371f,J,J6,complete learned stack plus P2 plus shield,NOT_RUN_OFFLINE_GATE_FAILED,NOT_RUN,8192,NOT_EVALUATED,0,,,,,,,,,I_LEARNING_PRECLOSED_LOOP_GATE_FAIL_CLOSED,98c23412af31ac38ce6065db20a81a003cdb7a517863b0edf003d93a797070c1
a8db7027c44c66614ac3f7b04f414b10ce7863f066eebcc901177d9cc1ff363a,ae5bed39061e4ad6095d8fd8eea3922b4e5fb5d1c71237d3cd975a69e21f371f,J,J6,complete learned stack plus P2 plus shield,NOT_RUN_OFFLINE_GATE_FAILED,NOT_RUN,43603,NOT_EVALUATED,0,,,,,,,,,I_LEARNING_PRECLOSED_LOOP_GATE_FAIL_CLOSED,b67db379f38c54b1644fa2136ecf8fe2961fd568c9e341d415bcaf2526ac3922
