scenario,context,replay_variant,label_taxonomy,label_role,count,share
legacy_first16_buffer2,buffer_capacity,g3d_reroute_anchor,MOVE_NOW_LEGACY,primary_executable,135,0.7894736842105263
legacy_first16_buffer2,buffer_capacity,g3d_reroute_anchor,REROUTE_NOW_LEGACY,primary_executable,4,0.023391812865497075
legacy_first16_buffer2,buffer_capacity,edge_release_wait_scheduler,LEGACY_NO_PATH,auxiliary_or_exclusion,7,0.056
legacy_first16_buffer2,buffer_capacity,edge_release_wait_scheduler,MOVE_NOW_LEGACY,primary_executable,97,0.776
legacy_first16_buffer2,buffer_capacity,edge_release_wait_scheduler,WAIT_EDGE_CAPACITY,primary_executable,21,0.168
legacy_first16_buffer2,buffer_capacity,fifo_edge_queue_scheduler,LEGACY_NO_PATH,auxiliary_or_exclusion,7,0.056
legacy_first16_buffer2,buffer_capacity,fifo_edge_queue_scheduler,MOVE_NOW_LEGACY,primary_executable,97,0.776
legacy_first16_buffer2,buffer_capacity,fifo_edge_queue_scheduler,WAIT_EDGE_QUEUE,primary_executable,21,0.168
legacy_first16_buffer2,buffer_capacity,capacity_wait_budget_5s,LEGACY_NO_PATH,auxiliary_or_exclusion,7,0.056
legacy_first16_buffer2,buffer_capacity,capacity_wait_budget_5s,MOVE_NOW_LEGACY,primary_executable,97,0.776
legacy_first16_buffer2,buffer_capacity,capacity_wait_budget_5s,WAIT_EDGE_CAPACITY,primary_executable,21,0.168
legacy_first16_buffer2,buffer_capacity,capacity_wait_budget_10s,LEGACY_NO_PATH,auxiliary_or_exclusion,7,0.056
legacy_first16_buffer2,buffer_capacity,capacity_wait_budget_10s,MOVE_NOW_LEGACY,primary_executable,97,0.776
legacy_first16_buffer2,buffer_capacity,capacity_wait_budget_10s,WAIT_EDGE_CAPACITY,primary_executable,21,0.168
legacy_first16_buffer2,buffer_capacity,capacity_wait_budget_30s,LEGACY_NO_PATH,auxiliary_or_exclusion,7,0.056
legacy_first16_buffer2,buffer_capacity,capacity_wait_budget_30s,MOVE_NOW_LEGACY,primary_executable,97,0.776
legacy_first16_buffer2,buffer_capacity,capacity_wait_budget_30s,WAIT_EDGE_CAPACITY,primary_executable,21,0.168
legacy_first16_buffer2,buffer_capacity,capacity_wait_budget_60s,LEGACY_NO_PATH,auxiliary_or_exclusion,7,0.056
legacy_first16_buffer2,buffer_capacity,capacity_wait_budget_60s,MOVE_NOW_LEGACY,primary_executable,97,0.776
legacy_first16_buffer2,buffer_capacity,capacity_wait_budget_60s,WAIT_EDGE_CAPACITY,primary_executable,21,0.168
legacy_first16_buffer2,buffer_capacity,route_intent_only_teacher,ROUTE_INTENT_LEGACY,auxiliary_or_exclusion,16,1.0
legacy_first16_buffer2,buffer_capacity,hybrid_executable_teacher,LEGACY_NO_PATH,auxiliary_or_exclusion,7,0.056
legacy_first16_buffer2,buffer_capacity,hybrid_executable_teacher,MOVE_NOW_LEGACY,primary_executable,97,0.776
legacy_first16_buffer2,buffer_capacity,hybrid_executable_teacher,WAIT_EDGE_CAPACITY,primary_executable,21,0.168
legacy_first32,no_fault,g3d_reroute_anchor,ABSTAIN_NO_TEACHER,auxiliary_or_exclusion,7,0.019662921348314606
legacy_first32,no_fault,g3d_reroute_anchor,LEGACY_NEXT_GLOBALLY_UNSAFE,auxiliary_or_exclusion,4,0.011235955056179775
legacy_first32,no_fault,g3d_reroute_anchor,LEGACY_NEXT_TEMPORARILY_BLOCKED,auxiliary_or_exclusion,85,0.23876404494382023
legacy_first32,no_fault,g3d_reroute_anchor,LEGACY_NO_PATH,auxiliary_or_exclusion,2,0.0056179775280898875
legacy_first32,no_fault,g3d_reroute_anchor,MOVE_NOW_LEGACY,primary_executable,250,0.702247191011236
legacy_first32,no_fault,g3d_reroute_anchor,REROUTE_NOW_LEGACY,primary_executable,8,0.02247191011235955
legacy_first32,no_fault,edge_release_wait_scheduler,ABSTAIN_NO_TEACHER,auxiliary_or_exclusion,5,0.02032520325203252
legacy_first32,no_fault,edge_release_wait_scheduler,LEGACY_NEXT_GLOBALLY_UNSAFE,auxiliary_or_exclusion,2,0.008130081300813009
legacy_first32,no_fault,edge_release_wait_scheduler,LEGACY_NO_PATH,auxiliary_or_exclusion,21,0.08536585365853659
legacy_first32,no_fault,edge_release_wait_scheduler,MOVE_NOW_LEGACY,primary_executable,177,0.7195121951219512
legacy_first32,no_fault,edge_release_wait_scheduler,WAIT_EDGE_CAPACITY,primary_executable,41,0.16666666666666666
legacy_first32,no_fault,fifo_edge_queue_scheduler,ABSTAIN_NO_TEACHER,auxiliary_or_exclusion,5,0.02032520325203252
legacy_first32,no_fault,fifo_edge_queue_scheduler,LEGACY_NEXT_GLOBALLY_UNSAFE,auxiliary_or_exclusion,2,0.008130081300813009
legacy_first32,no_fault,fifo_edge_queue_scheduler,LEGACY_NO_PATH,auxiliary_or_exclusion,21,0.08536585365853659
legacy_first32,no_fault,fifo_edge_queue_scheduler,MOVE_NOW_LEGACY,primary_executable,177,0.7195121951219512
legacy_first32,no_fault,fifo_edge_queue_scheduler,WAIT_EDGE_QUEUE,primary_executable,41,0.16666666666666666
legacy_first32,no_fault,capacity_wait_budget_5s,ABSTAIN_NO_TEACHER,auxiliary_or_exclusion,5,0.01984126984126984
legacy_first32,no_fault,capacity_wait_budget_5s,LEGACY_NEXT_GLOBALLY_UNSAFE,auxiliary_or_exclusion,1,0.003968253968253968
legacy_first32,no_fault,capacity_wait_budget_5s,LEGACY_NO_PATH,auxiliary_or_exclusion,12,0.047619047619047616
legacy_first32,no_fault,capacity_wait_budget_5s,MOVE_NOW_LEGACY,primary_executable,193,0.7658730158730159
legacy_first32,no_fault,capacity_wait_budget_5s,REROUTE_NOW_LEGACY,primary_executable,3,0.011904761904761904
legacy_first32,no_fault,capacity_wait_budget_5s,WAIT_EDGE_CAPACITY,primary_executable,38,0.15079365079365079
legacy_first32,no_fault,capacity_wait_budget_10s,ABSTAIN_NO_TEACHER,auxiliary_or_exclusion,5,0.02032520325203252
legacy_first32,no_fault,capacity_wait_budget_10s,LEGACY_NEXT_GLOBALLY_UNSAFE,auxiliary_or_exclusion,2,0.008130081300813009
legacy_first32,no_fault,capacity_wait_budget_10s,LEGACY_NO_PATH,auxiliary_or_exclusion,21,0.08536585365853659
legacy_first32,no_fault,capacity_wait_budget_10s,MOVE_NOW_LEGACY,primary_executable,177,0.7195121951219512
legacy_first32,no_fault,capacity_wait_budget_10s,WAIT_EDGE_CAPACITY,primary_executable,41,0.16666666666666666
legacy_first32,no_fault,capacity_wait_budget_30s,ABSTAIN_NO_TEACHER,auxiliary_or_exclusion,5,0.02032520325203252
legacy_first32,no_fault,capacity_wait_budget_30s,LEGACY_NEXT_GLOBALLY_UNSAFE,auxiliary_or_exclusion,2,0.008130081300813009
legacy_first32,no_fault,capacity_wait_budget_30s,LEGACY_NO_PATH,auxiliary_or_exclusion,21,0.08536585365853659
legacy_first32,no_fault,capacity_wait_budget_30s,MOVE_NOW_LEGACY,primary_executable,177,0.7195121951219512
legacy_first32,no_fault,capacity_wait_budget_30s,WAIT_EDGE_CAPACITY,primary_executable,41,0.16666666666666666
legacy_first32,no_fault,capacity_wait_budget_60s,ABSTAIN_NO_TEACHER,auxiliary_or_exclusion,5,0.02032520325203252
legacy_first32,no_fault,capacity_wait_budget_60s,LEGACY_NEXT_GLOBALLY_UNSAFE,auxiliary_or_exclusion,2,0.008130081300813009
legacy_first32,no_fault,capacity_wait_budget_60s,LEGACY_NO_PATH,auxiliary_or_exclusion,21,0.08536585365853659
legacy_first32,no_fault,capacity_wait_budget_60s,MOVE_NOW_LEGACY,primary_executable,177,0.7195121951219512
legacy_first32,no_fault,capacity_wait_budget_60s,WAIT_EDGE_CAPACITY,primary_executable,41,0.16666666666666666
legacy_first32,no_fault,route_intent_only_teacher,ROUTE_INTENT_LEGACY,auxiliary_or_exclusion,32,1.0
legacy_first32,no_fault,hybrid_executable_teacher,ABSTAIN_NO_TEACHER,auxiliary_or_exclusion,5,0.02032520325203252
legacy_first32,no_fault,hybrid_executable_teacher,LEGACY_NEXT_GLOBALLY_UNSAFE,auxiliary_or_exclusion,2,0.008130081300813009
legacy_first32,no_fault,hybrid_executable_teacher,LEGACY_NO_PATH,auxiliary_or_exclusion,21,0.08536585365853659
legacy_first32,no_fault,hybrid_executable_teacher,MOVE_NOW_LEGACY,primary_executable,175,0.7113821138211383
legacy_first32,no_fault,hybrid_executable_teacher,SIPP_REPAIR_MOVE,auxiliary_or_exclusion,2,0.008130081300813009
legacy_first32,no_fault,hybrid_executable_teacher,WAIT_EDGE_CAPACITY,primary_executable,41,0.16666666666666666
legacy_offset32_static16,static_fault,g3d_reroute_anchor,ABSTAIN_NO_TEACHER,auxiliary_or_exclusion,4,0.02072538860103627
legacy_offset32_static16,static_fault,g3d_reroute_anchor,LEGACY_NEXT_GLOBALLY_UNSAFE,auxiliary_or_exclusion,1,0.0051813471502590676
legacy_offset32_static16,static_fault,g3d_reroute_anchor,LEGACY_NEXT_TEMPORARILY_BLOCKED,auxiliary_or_exclusion,53,0.27461139896373055
legacy_offset32_static16,static_fault,g3d_reroute_anchor,LEGACY_NO_PATH,auxiliary_or_exclusion,5,0.025906735751295335
legacy_offset32_static16,static_fault,g3d_reroute_anchor,MOVE_NOW_LEGACY,primary_executable,126,0.6528497409326425
legacy_offset32_static16,static_fault,g3d_reroute_anchor,REROUTE_NOW_LEGACY,primary_executable,4,0.02072538860103627
legacy_offset32_static16,static_fault,edge_release_wait_scheduler,ABSTAIN_NO_TEACHER,auxiliary_or_exclusion,6,0.04477611940298507
legacy_offset32_static16,static_fault,edge_release_wait_scheduler,LEGACY_NEXT_GLOBALLY_UNSAFE,auxiliary_or_exclusion,1,0.007462686567164179
legacy_offset32_static16,static_fault,edge_release_wait_scheduler,LEGACY_NO_PATH,auxiliary_or_exclusion,10,0.07462686567164178
legacy_offset32_static16,static_fault,edge_release_wait_scheduler,MOVE_NOW_LEGACY,primary_executable,99,0.7388059701492538
legacy_offset32_static16,static_fault,edge_release_wait_scheduler,WAIT_EDGE_CAPACITY,primary_executable,18,0.13432835820895522
legacy_offset32_static16,static_fault,fifo_edge_queue_scheduler,ABSTAIN_NO_TEACHER,auxiliary_or_exclusion,6,0.04477611940298507
legacy_offset32_static16,static_fault,fifo_edge_queue_scheduler,LEGACY_NEXT_GLOBALLY_UNSAFE,auxiliary_or_exclusion,1,0.007462686567164179
legacy_offset32_static16,static_fault,fifo_edge_queue_scheduler,LEGACY_NO_PATH,auxiliary_or_exclusion,10,0.07462686567164178
legacy_offset32_static16,static_fault,fifo_edge_queue_scheduler,MOVE_NOW_LEGACY,primary_executable,99,0.7388059701492538
legacy_offset32_static16,static_fault,fifo_edge_queue_scheduler,WAIT_EDGE_QUEUE,primary_executable,18,0.13432835820895522
legacy_offset32_static16,static_fault,capacity_wait_budget_5s,ABSTAIN_NO_TEACHER,auxiliary_or_exclusion,6,0.046153846153846156
legacy_offset32_static16,static_fault,capacity_wait_budget_5s,LEGACY_NEXT_GLOBALLY_UNSAFE,auxiliary_or_exclusion,1,0.007692307692307693
legacy_offset32_static16,static_fault,capacity_wait_budget_5s,LEGACY_NO_PATH,auxiliary_or_exclusion,6,0.046153846153846156
legacy_offset32_static16,static_fault,capacity_wait_budget_5s,MOVE_NOW_LEGACY,primary_executable,100,0.7692307692307693
legacy_offset32_static16,static_fault,capacity_wait_budget_5s,REROUTE_NOW_LEGACY,primary_executable,1,0.007692307692307693
legacy_offset32_static16,static_fault,capacity_wait_budget_5s,WAIT_EDGE_CAPACITY,primary_executable,16,0.12307692307692308
legacy_offset32_static16,static_fault,capacity_wait_budget_10s,ABSTAIN_NO_TEACHER,auxiliary_or_exclusion,6,0.04477611940298507
legacy_offset32_static16,static_fault,capacity_wait_budget_10s,LEGACY_NEXT_GLOBALLY_UNSAFE,auxiliary_or_exclusion,1,0.007462686567164179
legacy_offset32_static16,static_fault,capacity_wait_budget_10s,LEGACY_NO_PATH,auxiliary_or_exclusion,10,0.07462686567164178
legacy_offset32_static16,static_fault,capacity_wait_budget_10s,MOVE_NOW_LEGACY,primary_executable,99,0.7388059701492538
legacy_offset32_static16,static_fault,capacity_wait_budget_10s,WAIT_EDGE_CAPACITY,primary_executable,18,0.13432835820895522
legacy_offset32_static16,static_fault,capacity_wait_budget_30s,ABSTAIN_NO_TEACHER,auxiliary_or_exclusion,6,0.04477611940298507
legacy_offset32_static16,static_fault,capacity_wait_budget_30s,LEGACY_NEXT_GLOBALLY_UNSAFE,auxiliary_or_exclusion,1,0.007462686567164179
legacy_offset32_static16,static_fault,capacity_wait_budget_30s,LEGACY_NO_PATH,auxiliary_or_exclusion,10,0.07462686567164178
legacy_offset32_static16,static_fault,capacity_wait_budget_30s,MOVE_NOW_LEGACY,primary_executable,99,0.7388059701492538
legacy_offset32_static16,static_fault,capacity_wait_budget_30s,WAIT_EDGE_CAPACITY,primary_executable,18,0.13432835820895522
legacy_offset32_static16,static_fault,capacity_wait_budget_60s,ABSTAIN_NO_TEACHER,auxiliary_or_exclusion,6,0.04477611940298507
legacy_offset32_static16,static_fault,capacity_wait_budget_60s,LEGACY_NEXT_GLOBALLY_UNSAFE,auxiliary_or_exclusion,1,0.007462686567164179
legacy_offset32_static16,static_fault,capacity_wait_budget_60s,LEGACY_NO_PATH,auxiliary_or_exclusion,10,0.07462686567164178
legacy_offset32_static16,static_fault,capacity_wait_budget_60s,MOVE_NOW_LEGACY,primary_executable,99,0.7388059701492538
legacy_offset32_static16,static_fault,capacity_wait_budget_60s,WAIT_EDGE_CAPACITY,primary_executable,18,0.13432835820895522
legacy_offset32_static16,static_fault,route_intent_only_teacher,ROUTE_INTENT_LEGACY,auxiliary_or_exclusion,16,1.0
legacy_offset32_static16,static_fault,hybrid_executable_teacher,ABSTAIN_NO_TEACHER,auxiliary_or_exclusion,6,0.04477611940298507
legacy_offset32_static16,static_fault,hybrid_executable_teacher,LEGACY_NEXT_GLOBALLY_UNSAFE,auxiliary_or_exclusion,1,0.007462686567164179
legacy_offset32_static16,static_fault,hybrid_executable_teacher,LEGACY_NO_PATH,auxiliary_or_exclusion,10,0.07462686567164178
legacy_offset32_static16,static_fault,hybrid_executable_teacher,MOVE_NOW_LEGACY,primary_executable,96,0.7164179104477612
legacy_offset32_static16,static_fault,hybrid_executable_teacher,SIPP_REPAIR_MOVE,auxiliary_or_exclusion,3,0.022388059701492536
legacy_offset32_static16,static_fault,hybrid_executable_teacher,WAIT_EDGE_CAPACITY,primary_executable,18,0.13432835820895522
legacy_offset64_repair32,repair_window,g3d_reroute_anchor,ABSTAIN_NO_TEACHER,auxiliary_or_exclusion,19,0.05956112852664577
legacy_offset64_repair32,repair_window,g3d_reroute_anchor,LEGACY_NEXT_GLOBALLY_UNSAFE,auxiliary_or_exclusion,10,0.03134796238244514
legacy_offset64_repair32,repair_window,g3d_reroute_anchor,LEGACY_NEXT_TEMPORARILY_BLOCKED,auxiliary_or_exclusion,75,0.23510971786833856
legacy_offset64_repair32,repair_window,g3d_reroute_anchor,LEGACY_NO_PATH,auxiliary_or_exclusion,14,0.0438871473354232
legacy_offset64_repair32,repair_window,g3d_reroute_anchor,MOVE_NOW_LEGACY,primary_executable,194,0.6081504702194357
legacy_offset64_repair32,repair_window,g3d_reroute_anchor,REROUTE_NOW_LEGACY,primary_executable,7,0.0219435736677116
legacy_offset64_repair32,repair_window,edge_release_wait_scheduler,ABSTAIN_NO_TEACHER,auxiliary_or_exclusion,11,0.0421455938697318
legacy_offset64_repair32,repair_window,edge_release_wait_scheduler,LEGACY_NEXT_GLOBALLY_UNSAFE,auxiliary_or_exclusion,5,0.019157088122605363
legacy_offset64_repair32,repair_window,edge_release_wait_scheduler,LEGACY_NO_PATH,auxiliary_or_exclusion,68,0.26053639846743293
legacy_offset64_repair32,repair_window,edge_release_wait_scheduler,MOVE_NOW_LEGACY,primary_executable,143,0.5478927203065134
legacy_offset64_repair32,repair_window,edge_release_wait_scheduler,WAIT_EDGE_CAPACITY,primary_executable,34,0.13026819923371646
legacy_offset64_repair32,repair_window,fifo_edge_queue_scheduler,ABSTAIN_NO_TEACHER,auxiliary_or_exclusion,11,0.0421455938697318
legacy_offset64_repair32,repair_window,fifo_edge_queue_scheduler,LEGACY_NEXT_GLOBALLY_UNSAFE,auxiliary_or_exclusion,5,0.019157088122605363
legacy_offset64_repair32,repair_window,fifo_edge_queue_scheduler,LEGACY_NO_PATH,auxiliary_or_exclusion,68,0.26053639846743293
legacy_offset64_repair32,repair_window,fifo_edge_queue_scheduler,MOVE_NOW_LEGACY,primary_executable,143,0.5478927203065134
legacy_offset64_repair32,repair_window,fifo_edge_queue_scheduler,WAIT_EDGE_QUEUE,primary_executable,34,0.13026819923371646
legacy_offset64_repair32,repair_window,capacity_wait_budget_5s,ABSTAIN_NO_TEACHER,auxiliary_or_exclusion,9,0.03169014084507042
legacy_offset64_repair32,repair_window,capacity_wait_budget_5s,LEGACY_NEXT_GLOBALLY_UNSAFE,auxiliary_or_exclusion,1,0.0035211267605633804
legacy_offset64_repair32,repair_window,capacity_wait_budget_5s,LEGACY_NO_PATH,auxiliary_or_exclusion,69,0.24295774647887325
legacy_offset64_repair32,repair_window,capacity_wait_budget_5s,MOVE_NOW_LEGACY,primary_executable,169,0.5950704225352113
legacy_offset64_repair32,repair_window,capacity_wait_budget_5s,REROUTE_NOW_LEGACY,primary_executable,4,0.014084507042253521
legacy_offset64_repair32,repair_window,capacity_wait_budget_5s,WAIT_EDGE_CAPACITY,primary_executable,32,0.11267605633802817
legacy_offset64_repair32,repair_window,capacity_wait_budget_10s,ABSTAIN_NO_TEACHER,auxiliary_or_exclusion,9,0.033707865168539325
legacy_offset64_repair32,repair_window,capacity_wait_budget_10s,LEGACY_NEXT_GLOBALLY_UNSAFE,auxiliary_or_exclusion,1,0.003745318352059925
legacy_offset64_repair32,repair_window,capacity_wait_budget_10s,LEGACY_NO_PATH,auxiliary_or_exclusion,68,0.2546816479400749
legacy_offset64_repair32,repair_window,capacity_wait_budget_10s,MOVE_NOW_LEGACY,primary_executable,153,0.5730337078651685
legacy_offset64_repair32,repair_window,capacity_wait_budget_10s,REROUTE_NOW_LEGACY,primary_executable,2,0.00749063670411985
legacy_offset64_repair32,repair_window,capacity_wait_budget_10s,WAIT_EDGE_CAPACITY,primary_executable,34,0.12734082397003746
legacy_offset64_repair32,repair_window,capacity_wait_budget_30s,ABSTAIN_NO_TEACHER,auxiliary_or_exclusion,9,0.033707865168539325
legacy_offset64_repair32,repair_window,capacity_wait_budget_30s,LEGACY_NEXT_GLOBALLY_UNSAFE,auxiliary_or_exclusion,1,0.003745318352059925
legacy_offset64_repair32,repair_window,capacity_wait_budget_30s,LEGACY_NO_PATH,auxiliary_or_exclusion,68,0.2546816479400749
legacy_offset64_repair32,repair_window,capacity_wait_budget_30s,MOVE_NOW_LEGACY,primary_executable,153,0.5730337078651685
legacy_offset64_repair32,repair_window,capacity_wait_budget_30s,REROUTE_NOW_LEGACY,primary_executable,2,0.00749063670411985
legacy_offset64_repair32,repair_window,capacity_wait_budget_30s,WAIT_EDGE_CAPACITY,primary_executable,34,0.12734082397003746
legacy_offset64_repair32,repair_window,capacity_wait_budget_60s,ABSTAIN_NO_TEACHER,auxiliary_or_exclusion,9,0.033707865168539325
legacy_offset64_repair32,repair_window,capacity_wait_budget_60s,LEGACY_NEXT_GLOBALLY_UNSAFE,auxiliary_or_exclusion,1,0.003745318352059925
legacy_offset64_repair32,repair_window,capacity_wait_budget_60s,LEGACY_NO_PATH,auxiliary_or_exclusion,68,0.2546816479400749
legacy_offset64_repair32,repair_window,capacity_wait_budget_60s,MOVE_NOW_LEGACY,primary_executable,153,0.5730337078651685
legacy_offset64_repair32,repair_window,capacity_wait_budget_60s,REROUTE_NOW_LEGACY,primary_executable,2,0.00749063670411985
legacy_offset64_repair32,repair_window,capacity_wait_budget_60s,WAIT_EDGE_CAPACITY,primary_executable,34,0.12734082397003746
legacy_offset64_repair32,repair_window,route_intent_only_teacher,ROUTE_INTENT_LEGACY,auxiliary_or_exclusion,32,1.0
legacy_offset64_repair32,repair_window,hybrid_executable_teacher,ABSTAIN_NO_TEACHER,auxiliary_or_exclusion,7,0.027559055118110236
legacy_offset64_repair32,repair_window,hybrid_executable_teacher,FALLBACK_SAFE_MOVE,auxiliary_or_exclusion,2,0.007874015748031496
legacy_offset64_repair32,repair_window,hybrid_executable_teacher,LEGACY_NEXT_GLOBALLY_UNSAFE,auxiliary_or_exclusion,1,0.003937007874015748
legacy_offset64_repair32,repair_window,hybrid_executable_teacher,LEGACY_NO_PATH,auxiliary_or_exclusion,59,0.23228346456692914
legacy_offset64_repair32,repair_window,hybrid_executable_teacher,MOVE_NOW_LEGACY,primary_executable,148,0.5826771653543307
legacy_offset64_repair32,repair_window,hybrid_executable_teacher,SIPP_REPAIR_MOVE,auxiliary_or_exclusion,5,0.01968503937007874
legacy_offset64_repair32,repair_window,hybrid_executable_teacher,WAIT_EDGE_CAPACITY,primary_executable,32,0.12598425196850394
legacy_offset64_merge32,merge_group,g3d_reroute_anchor,ABSTAIN_NO_TEACHER,auxiliary_or_exclusion,18,0.05309734513274336
legacy_offset64_merge32,merge_group,g3d_reroute_anchor,LEGACY_NEXT_GLOBALLY_UNSAFE,auxiliary_or_exclusion,15,0.04424778761061947
legacy_offset64_merge32,merge_group,g3d_reroute_anchor,LEGACY_NEXT_TEMPORARILY_BLOCKED,auxiliary_or_exclusion,99,0.2920353982300885
legacy_offset64_merge32,merge_group,g3d_reroute_anchor,LEGACY_NO_PATH,auxiliary_or_exclusion,16,0.0471976401179941
legacy_offset64_merge32,merge_group,g3d_reroute_anchor,MOVE_NOW_LEGACY,primary_executable,184,0.5427728613569321
legacy_offset64_merge32,merge_group,g3d_reroute_anchor,REROUTE_NOW_LEGACY,primary_executable,7,0.02064896755162242
legacy_offset64_merge32,merge_group,edge_release_wait_scheduler,ABSTAIN_NO_TEACHER,auxiliary_or_exclusion,14,0.05405405405405406
legacy_offset64_merge32,merge_group,edge_release_wait_scheduler,LEGACY_NEXT_GLOBALLY_UNSAFE,auxiliary_or_exclusion,21,0.08108108108108109
legacy_offset64_merge32,merge_group,edge_release_wait_scheduler,LEGACY_NO_PATH,auxiliary_or_exclusion,52,0.20077220077220076
legacy_offset64_merge32,merge_group,edge_release_wait_scheduler,MOVE_NOW_LEGACY,primary_executable,137,0.528957528957529
legacy_offset64_merge32,merge_group,edge_release_wait_scheduler,WAIT_EDGE_CAPACITY,primary_executable,32,0.12355212355212356
legacy_offset64_merge32,merge_group,edge_release_wait_scheduler,WAIT_MERGE_GROUP,primary_executable,3,0.011583011583011582
legacy_offset64_merge32,merge_group,fifo_edge_queue_scheduler,ABSTAIN_NO_TEACHER,auxiliary_or_exclusion,14,0.05405405405405406
legacy_offset64_merge32,merge_group,fifo_edge_queue_scheduler,LEGACY_NEXT_GLOBALLY_UNSAFE,auxiliary_or_exclusion,21,0.08108108108108109
legacy_offset64_merge32,merge_group,fifo_edge_queue_scheduler,LEGACY_NO_PATH,auxiliary_or_exclusion,52,0.20077220077220076
legacy_offset64_merge32,merge_group,fifo_edge_queue_scheduler,MOVE_NOW_LEGACY,primary_executable,137,0.528957528957529
legacy_offset64_merge32,merge_group,fifo_edge_queue_scheduler,WAIT_EDGE_QUEUE,primary_executable,32,0.12355212355212356
legacy_offset64_merge32,merge_group,fifo_edge_queue_scheduler,WAIT_MERGE_GROUP,primary_executable,3,0.011583011583011582
legacy_offset64_merge32,merge_group,capacity_wait_budget_5s,ABSTAIN_NO_TEACHER,auxiliary_or_exclusion,12,0.0449438202247191
legacy_offset64_merge32,merge_group,capacity_wait_budget_5s,LEGACY_NEXT_GLOBALLY_UNSAFE,auxiliary_or_exclusion,17,0.06367041198501873
legacy_offset64_merge32,merge_group,capacity_wait_budget_5s,LEGACY_NO_PATH,auxiliary_or_exclusion,49,0.18352059925093633
legacy_offset64_merge32,merge_group,capacity_wait_budget_5s,MOVE_NOW_LEGACY,primary_executable,152,0.5692883895131086
legacy_offset64_merge32,merge_group,capacity_wait_budget_5s,REROUTE_NOW_LEGACY,primary_executable,3,0.011235955056179775
