stratum_id,scenario,scale,source,goal,junction,fault,reason,tail,total_count_before_dedupe,unique_total_count,deterministic_repeats_removed,requested_minimum_quota,effective_quota,maximum_quota,minimum_quota_satisfied,sample_weight
02ba232c5022121ac9c2,trace_fault_delayed,2.5,2,50,36,fault_scenario_inactive_here,downstream_pressure,body,9,9,0,1,9,64,true,1.0
0316bf6c8d0ea04255a5,trace_highflow_4p0,4.0,53,50,44,no_fault,downstream_pressure+local_queue_pressure+p95_tail,p95_tail,1,1,0,1,1,64,true,1.0
03547b93827d0f8892f5,trace_highflow_4p0,4.0,5,49,32,no_fault,downstream_pressure+fallback_or_shield_selected+model_fallback_disagreement+risk_gate_triggered+rule:pibt_lite_safe_handoff,body,3,3,0,1,3,64,true,1.0
04528766600a1ca66495,trace_fault_delayed,2.5,52,48,27,fault_scenario_inactive_here,source_queue_delay+source_queue_long_backlog,body,10,10,0,1,10,64,true,1.0
04859cdd91d0efa16844,trace_highflow_4p0,4.0,52,50,33,no_fault,downstream_pressure+source_queue_delay+source_queue_long_backlog,body,35,35,0,1,35,64,true,1.0
04965530fe37b3b84ccd,trace_highflow_4p0,4.0,1,49,37,no_fault,downstream_pressure+local_queue_pressure,body,3,3,0,1,3,64,true,1.0
053dfecd8b506ad983fb,trace_fault_delayed,2.5,52,49,36,fault_scenario_inactive_here,downstream_pressure+source_queue_delay+source_queue_long_backlog,body,7,7,0,1,7,64,true,1.0
05580c3ffcb291e9c8b4,trace_highflow_4p0,4.0,52,49,23,no_fault,downstream_pressure+source_queue_delay+source_queue_long_backlog,body,1,1,0,1,1,64,true,1.0
05b0788bb5685d643b06,trace_fault_delayed,2.5,52,48,45,fault_scenario_inactive_here,downstream_pressure+local_queue_pressure+source_queue_delay+source_queue_long_backlog,body,18,18,0,1,18,64,true,1.0
060003a374ad02d2bd3a,trace_highflow_2p5,2.5,52,48,41,no_fault,source_queue_delay+source_queue_long_backlog,body,39,39,0,1,39,64,true,1.0
06033f5f4696839d59c2,trace_fault_delayed,2.5,0,50,36,fault_scenario_inactive_here,downstream_pressure,body,5,5,0,1,5,64,true,1.0
060d83fc9abad654f972,trace_fault_delayed,2.5,52,50,31,fault_scenario_inactive_here,p99_tail+source_queue_delay+source_queue_long_backlog,p99_tail,4,4,0,1,4,64,true,1.0
0656b66014ae96500bbf,trace_fault_delayed,2.5,3,47,27,fault_scenario_inactive_here,downstream_pressure,body,9,9,0,1,9,64,true,1.0
06691095fdf79464a5b1,trace_fault_delayed,2.5,52,50,41,fault_scenario_inactive_here,source_queue_delay+source_queue_long_backlog,body,21,21,0,1,21,64,true,1.0
067043d4aa97965143c8,trace_highflow_4p0,4.0,2,49,11,no_fault,low_model_margin,body,9,9,0,1,9,64,true,1.0
06783d5c38e98787e5fb,trace_fault_delayed,2.5,0,50,0,fault_scenario_inactive_here,p95_tail,p95_tail,4,4,0,1,4,64,true,1.0
06c279592d3077d5d21c,trace_fault_delayed,2.5,52,49,34,fault_scenario_inactive_here,source_queue_delay+source_queue_long_backlog,body,26,26,0,1,26,64,true,1.0
0737a56990f034b85bc9,trace_highflow_2p5,2.5,5,48,27,no_fault,downstream_pressure,body,2,2,0,1,2,64,true,1.0
07a8262db23caf959f8d,trace_highflow_2p5,2.5,52,50,30,no_fault,source_queue_delay+source_queue_long_backlog,body,92,92,0,1,64,64,true,1.4375
0820c98865c63f015c41,trace_fault_delayed,2.5,2,50,7,fault_scenario_inactive_here,p95_tail,p95_tail,10,10,0,1,10,64,true,1.0
082b939159541733bc68,trace_fault_delayed,2.5,52,48,34,fault_scenario_inactive_here,downstream_pressure+source_queue_delay+source_queue_long_backlog,body,1,1,0,1,1,64,true,1.0
0842c14e2619254630a5,trace_fault_delayed,2.5,1,49,32,fault_scenario_inactive_here,downstream_pressure,body,3,3,0,1,3,64,true,1.0
0851d97705c7616b288b,trace_highflow_4p0,4.0,4,49,37,no_fault,downstream_pressure,body,11,11,0,1,11,64,true,1.0
08acd9aaa4b3d00acdd3,trace_highflow_4p0,4.0,52,50,52,no_fault,p99_tail+source_queue_delay+source_queue_long_backlog,p99_tail,3,3,0,1,3,64,true,1.0
08aeba5b8a8f1d2c0ca9,trace_highflow_2p5,2.5,52,50,43,no_fault,source_queue_delay+source_queue_long_backlog,body,7,7,0,1,7,64,true,1.0
08c52170bed981ae2b8d,trace_highflow_2p5,2.5,52,50,52,no_fault,source_queue_delay+source_queue_long_backlog,body,35,35,0,1,35,64,true,1.0
090bcffcbf2b5540da79,trace_fault_delayed,2.5,53,50,46,fault_scenario_inactive_here,p95_tail,p95_tail,1,1,0,1,1,64,true,1.0
096a3f2decc52980edf1,trace_fault_delayed,2.5,2,50,11,fault_scenario_inactive_here,p95_tail,p95_tail,9,9,0,1,9,64,true,1.0
098a2c78b0590525e927,trace_fault_delayed,2.5,52,48,52,fault_scenario_inactive_here,downstream_pressure+fallback_or_shield_selected+local_queue_pressure+model_fallback_disagreement+risk_gate_triggered+rule:pibt_lite_safe_handoff+source_queue_delay+source_queue_long_backlog,body,5,5,0,1,5,64,true,1.0
0acb9882ec83b5756ffd,trace_fault_delayed,2.5,53,49,32,fault_scenario_inactive_here,downstream_pressure,body,2,2,0,1,2,64,true,1.0
0ae8ba950c8bc35fea45,trace_highflow_2p5,2.5,52,50,31,no_fault,p99_tail+source_queue_delay+source_queue_long_backlog,p99_tail,4,4,0,1,4,64,true,1.0
0b2ad38420667d3973ab,trace_highflow_2p5,2.5,52,48,40,no_fault,source_queue_delay+source_queue_long_backlog,body,56,56,0,1,56,64,true,1.0
0b3dba477610ff890dd9,trace_highflow_4p0,4.0,52,50,26,no_fault,p95_tail+source_queue_delay+source_queue_long_backlog,p95_tail,3,3,0,1,3,64,true,1.0
0ba8bf51aa4f77a41718,trace_highflow_4p0,4.0,52,50,52,no_fault,downstream_pressure+source_queue_delay+source_queue_long_backlog,body,11,11,0,1,11,64,true,1.0
0bc148348ced3f77139f,trace_highflow_4p0,4.0,52,49,25,no_fault,source_queue_delay+source_queue_long_backlog,body,5,5,0,1,5,64,true,1.0
0c3e7880b3f8fb86f070,trace_highflow_2p5,2.5,52,48,41,no_fault,downstream_pressure+fallback_or_shield_selected+model_fallback_disagreement+risk_gate_triggered+rule:pibt_lite_safe_handoff+source_queue_delay+source_queue_long_backlog,body,6,6,0,1,6,64,true,1.0
0d44fdf680c493d2c575,trace_highflow_4p0,4.0,52,49,32,no_fault,downstream_pressure+local_queue_pressure+source_queue_delay+source_queue_long_backlog,body,1,1,0,1,1,64,true,1.0
0d8f3178347bc0fbfaf4,trace_highflow_2p5,2.5,5,48,45,no_fault,downstream_pressure+local_queue_pressure,body,1,1,0,1,1,64,true,1.0
0dbbfb87bfad5189ff9f,trace_highflow_4p0,4.0,53,50,20,no_fault,p95_tail,p95_tail,1,1,0,1,1,64,true,1.0
0dd5908119982df65a7e,trace_highflow_4p0,4.0,52,49,23,no_fault,source_queue_delay+source_queue_long_backlog,body,18,18,0,1,18,64,true,1.0
0ddb9c56f0699a07ceee,trace_highflow_2p5,2.5,4,49,22,no_fault,downstream_pressure,body,1,1,0,1,1,64,true,1.0
0e9a2d928e808c232873,trace_highflow_2p5,2.5,2,47,27,no_fault,downstream_pressure,body,7,7,0,1,7,64,true,1.0
0ec809aa5322fca8bcde,trace_highflow_2p5,2.5,52,49,42,no_fault,downstream_pressure+fallback_or_shield_selected+model_fallback_disagreement+risk_gate_triggered+rule:pibt_lite_safe_handoff+source_queue_delay+source_queue_long_backlog,body,10,10,0,1,10,64,true,1.0
0f3dd4302e660218c4b9,trace_fault_delayed,2.5,52,50,31,fault_scenario_inactive_here,source_queue_delay+source_queue_long_backlog,body,87,87,0,1,64,64,true,1.359375
0f62e7bb517cf1098616,trace_highflow_2p5,2.5,52,50,42,no_fault,low_model_margin+p99_tail+source_queue_delay+source_queue_long_backlog,p99_tail,1,1,0,1,1,64,true,1.0
0fce7068536e7165b9df,trace_highflow_2p5,2.5,0,50,44,no_fault,downstream_pressure+local_queue_pressure+p99_tail,p99_tail,2,2,0,1,2,64,true,1.0
100218ec90ff07e187df,trace_highflow_2p5,2.5,52,50,40,no_fault,p95_tail+source_queue_delay+source_queue_long_backlog,p95_tail,7,7,0,1,7,64,true,1.0
10904cfd852155d829a3,trace_highflow_4p0,4.0,52,50,25,no_fault,p95_tail+source_queue_delay+source_queue_long_backlog,p95_tail,3,3,0,1,3,64,true,1.0
10a23943c8a41d26c5fe,trace_fault_delayed,2.5,4,49,32,fault_scenario_inactive_here,downstream_pressure,body,12,12,0,1,12,64,true,1.0
10c169460678a623527d,trace_fault_delayed,2.5,52,48,41,fault_scenario_inactive_here,source_queue_delay+source_queue_long_backlog,body,39,39,0,1,39,64,true,1.0
10f86582adaa941a3104,trace_highflow_2p5,2.5,2,50,11,no_fault,downstream_pressure+p95_tail,p95_tail,1,1,0,1,1,64,true,1.0
12147264357e97e33d13,trace_highflow_4p0,4.0,0,49,37,no_fault,downstream_pressure,body,2,2,0,1,2,64,true,1.0
128eaa239536b69be48e,trace_highflow_4p0,4.0,5,48,22,no_fault,p95_tail,p95_tail,3,3,0,1,3,64,true,1.0
1291d52ef42b6fd6cb04,trace_highflow_4p0,4.0,52,48,40,no_fault,p95_tail+source_queue_delay+source_queue_long_backlog,p95_tail,1,1,0,1,1,64,true,1.0
12e69f2fc2a28304e5ef,trace_fault_delayed,2.5,52,50,26,fault_scenario_inactive_here,p95_tail+source_queue_delay+source_queue_long_backlog,p95_tail,2,2,0,1,2,64,true,1.0
132cacd6b01bc9189e18,trace_highflow_2p5,2.5,52,49,36,no_fault,source_queue_delay+source_queue_long_backlog,body,3,3,0,1,3,64,true,1.0
13fbdaee6e27a68d3ef5,trace_highflow_2p5,2.5,52,48,42,no_fault,source_queue_delay+source_queue_long_backlog,body,6,6,0,1,6,64,true,1.0
149411832f05da44bb59,trace_fault_delayed,2.5,4,48,45,fault_scenario_inactive_here,downstream_pressure,body,5,5,0,1,5,64,true,1.0
15069bc0046a8bdee125,trace_highflow_2p5,2.5,2,50,36,no_fault,downstream_pressure,body,9,9,0,1,9,64,true,1.0
15074bda7c59dc1c9919,trace_fault_delayed,2.5,52,50,15,fault_scenario_inactive_here,p95_tail+source_queue_delay+source_queue_long_backlog,p95_tail,1,1,0,1,1,64,true,1.0
157ec1780ce031844f89,trace_fault_delayed,2.5,52,50,14,fault_scenario_inactive_here,source_queue_delay+source_queue_long_backlog,body,6,6,0,1,6,64,true,1.0
161df51dfdd7eb82ca2f,trace_highflow_4p0,4.0,52,48,41,no_fault,source_queue_delay+source_queue_long_backlog,body,36,36,0,1,36,64,true,1.0
1636961b31ad61f3ccff,trace_highflow_2p5,2.5,52,50,31,no_fault,downstream_pressure+source_queue_delay+source_queue_long_backlog,body,5,5,0,1,5,64,true,1.0
16ab7333d508ae24f489,trace_fault_delayed,2.5,52,48,52,fault_scenario_inactive_here,downstream_pressure+local_queue_pressure+source_queue_delay+source_queue_long_backlog,body,5,5,0,1,5,64,true,1.0
16b800ed09d9f980a7c6,trace_highflow_4p0,4.0,0,50,6,no_fault,downstream_pressure+p95_tail,p95_tail,1,1,0,1,1,64,true,1.0
16bb31bf6842a13dd1cb,trace_highflow_4p0,4.0,52,49,42,no_fault,downstream_pressure+fallback_or_shield_selected+model_fallback_disagreement+risk_gate_triggered+rule:pibt_lite_safe_handoff+source_queue_delay+source_queue_long_backlog,body,5,5,0,1,5,64,true,1.0
1792e5910513e1626b52,trace_highflow_2p5,2.5,2,50,14,no_fault,p95_tail,p95_tail,10,10,0,1,10,64,true,1.0
17bfeb69d827e83229c5,trace_fault_delayed,2.5,52,48,23,fault_scenario_inactive_here,downstream_pressure+source_queue_delay+source_queue_long_backlog,body,1,1,0,1,1,64,true,1.0
181e141f451d19d968f6,trace_highflow_4p0,4.0,3,48,3,no_fault,p95_tail,p95_tail,2,2,0,1,2,64,true,1.0
186bc3ed123e5a6cc4fb,trace_fault_delayed,2.5,52,50,52,fault_scenario_inactive_here,downstream_pressure+local_queue_pressure+source_queue_delay+source_queue_long_backlog,body,12,12,0,1,12,64,true,1.0
188cecc4e124a1bec44b,trace_fault_delayed,2.5,52,49,25,fault_scenario_inactive_here,source_queue_delay+source_queue_long_backlog,body,10,10,0,1,10,64,true,1.0
18dd580110cf5379bc1e,trace_highflow_4p0,4.0,52,50,29,no_fault,p99_tail+source_queue_delay+source_queue_long_backlog,p99_tail,3,3,0,1,3,64,true,1.0
190a785c6aa84737bff5,trace_highflow_4p0,4.0,1,49,29,no_fault,downstream_pressure,body,1,1,0,1,1,64,true,1.0
1925b83e9ce239ee1d74,trace_fault_delayed,2.5,52,49,33,fault_scenario_inactive_here,downstream_pressure+source_queue_delay+source_queue_long_backlog,body,8,8,0,1,8,64,true,1.0
19421c9c064fbad0e375,trace_fault_delayed,2.5,52,50,33,fault_scenario_inactive_here,downstream_pressure+p99_tail+source_queue_delay+source_queue_long_backlog,p99_tail,5,5,0,1,5,64,true,1.0
196b53f93d49d06414e0,trace_highflow_4p0,4.0,52,49,41,no_fault,downstream_pressure+source_queue_delay+source_queue_long_backlog,body,16,16,0,1,16,64,true,1.0
1977f6ba36dbb9f7b1c1,trace_highflow_4p0,4.0,52,50,41,no_fault,downstream_pressure+p95_tail+source_queue_delay+source_queue_long_backlog,p95_tail,5,5,0,1,5,64,true,1.0
19fd37568a30cd2babc4,trace_highflow_2p5,2.5,2,50,11,no_fault,p99_tail,p99_tail,4,4,0,1,4,64,true,1.0
1a0579cd10881ef74e1f,trace_highflow_2p5,2.5,53,50,36,no_fault,downstream_pressure,body,1,1,0,1,1,64,true,1.0
1af54305331daade02b1,trace_highflow_2p5,2.5,3,49,29,no_fault,downstream_pressure,body,2,2,0,1,2,64,true,1.0
1b2ffb5150f06181c0fc,trace_fault_delayed,2.5,52,49,43,fault_scenario_inactive_here,source_queue_delay+source_queue_long_backlog,body,10,10,0,1,10,64,true,1.0
1b594b1fc72b106e2100,trace_highflow_2p5,2.5,1,50,44,no_fault,downstream_pressure+local_queue_pressure,body,8,8,0,1,8,64,true,1.0
1b7638bb9c5d0d4e3223,trace_highflow_4p0,4.0,52,48,45,no_fault,downstream_pressure+fallback_or_shield_selected+local_queue_pressure+rule:predicted_candidate_allowed+source_queue_delay+source_queue_long_backlog,body,1,1,0,1,1,64,true,1.0
1b9fcaa7e1729fcd5d7c,trace_highflow_2p5,2.5,3,48,45,no_fault,downstream_pressure+local_queue_pressure,body,2,2,0,1,2,64,true,1.0
1bd6c9f1cae52f4abb38,trace_highflow_2p5,2.5,52,50,32,no_fault,downstream_pressure+source_queue_delay+source_queue_long_backlog,body,44,44,0,1,44,64,true,1.0
1c2de46c8031bf1552fe,trace_highflow_2p5,2.5,53,49,37,no_fault,downstream_pressure,body,2,2,0,1,2,64,true,1.0
1c5a4f4c3929480a5a5d,trace_highflow_2p5,2.5,52,49,36,no_fault,downstream_pressure+source_queue_delay+source_queue_long_backlog,body,7,7,0,1,7,64,true,1.0
1cf08e61e2105eb327f8,trace_fault_delayed,2.5,0,50,46,fault_scenario_inactive_here,p99_tail,p99_tail,2,2,0,1,2,64,true,1.0
1d2676acbe692a4a1a6d,trace_highflow_2p5,2.5,52,50,41,no_fault,p95_tail+source_queue_delay+source_queue_long_backlog,p95_tail,3,3,0,1,3,64,true,1.0
1d5e347b7f9151ee5f6b,trace_fault_delayed,2.5,1,47,27,fault_scenario_inactive_here,downstream_pressure,body,4,4,0,1,4,64,true,1.0
1d914d9db8a94c5bafda,trace_highflow_4p0,4.0,52,49,34,no_fault,downstream_pressure+source_queue_delay+source_queue_long_backlog,body,1,1,0,1,1,64,true,1.0
1dafd49ce2844affc053,trace_fault_delayed,2.5,52,50,41,fault_scenario_inactive_here,downstream_pressure+p95_tail+source_queue_delay+source_queue_long_backlog,p95_tail,4,4,0,1,4,64,true,1.0
1dd9ebbe1ca7a9d31cd0,trace_highflow_2p5,2.5,52,50,36,no_fault,source_queue_delay+source_queue_long_backlog,body,1,1,0,1,1,64,true,1.0
1e1c3e4d3b56ef6ba69a,trace_fault_delayed,2.5,3,49,37,fault_scenario_inactive_here,downstream_pressure,body,11,11,0,1,11,64,true,1.0
1e3344fc0a4d7b829092,trace_highflow_4p0,4.0,52,50,42,no_fault,downstream_pressure+p95_tail+source_queue_delay+source_queue_long_backlog,p95_tail,3,3,0,1,3,64,true,1.0
1e3bfad808e37c23285d,trace_highflow_2p5,2.5,53,50,10,no_fault,p95_tail,p95_tail,1,1,0,1,1,64,true,1.0
1e89dfd5f6a50874de24,trace_highflow_2p5,2.5,52,48,33,no_fault,source_queue_delay+source_queue_long_backlog,body,14,14,0,1,14,64,true,1.0
1e919f44e6fd3a51123a,trace_highflow_2p5,2.5,52,49,12,no_fault,source_queue_delay+source_queue_long_backlog,body,26,26,0,1,26,64,true,1.0
1ea182d2f18017739b05,trace_highflow_4p0,4.0,52,48,41,no_fault,downstream_pressure+fallback_or_shield_selected+model_fallback_disagreement+risk_gate_triggered+rule:pibt_lite_safe_handoff+source_queue_delay+source_queue_long_backlog,body,6,6,0,1,6,64,true,1.0
1ec2fa040e590f0cbc56,trace_fault_delayed,2.5,52,50,30,fault_scenario_inactive_here,p95_tail+source_queue_delay+source_queue_long_backlog,p95_tail,16,16,0,1,16,64,true,1.0
1f03d9ed5c3bf4ccd3c1,trace_fault_delayed,2.5,52,48,41,fault_scenario_inactive_here,downstream_pressure+source_queue_delay+source_queue_long_backlog,body,11,11,0,1,11,64,true,1.0
1f371fea8749835e2062,trace_highflow_4p0,4.0,52,48,34,no_fault,source_queue_delay+source_queue_long_backlog,body,32,32,0,1,32,64,true,1.0
1f3c0ed44859d47e6944,trace_highflow_2p5,2.5,53,47,27,no_fault,downstream_pressure,body,15,15,0,1,15,64,true,1.0
1f6c39771b2c62f8a4e8,trace_fault_delayed,2.5,52,50,40,fault_scenario_inactive_here,downstream_pressure+source_queue_delay+source_queue_long_backlog,body,1,1,0,1,1,64,true,1.0
1f8e1ade503023682370,trace_highflow_4p0,4.0,52,49,24,no_fault,source_queue_delay+source_queue_long_backlog,body,19,19,0,1,19,64,true,1.0
209b75d42905245fc9bb,trace_fault_delayed,2.5,52,49,41,fault_scenario_inactive_here,downstream_pressure+source_queue_delay+source_queue_long_backlog,body,15,15,0,1,15,64,true,1.0
20a5fac1eb6e6c6def48,trace_fault_delayed,2.5,2,50,8,fault_scenario_inactive_here,p95_tail,p95_tail,10,10,0,1,10,64,true,1.0
20f41c2174e6e231a1e4,trace_fault_delayed,2.5,4,47,22,fault_local_active,local_fault_state,body,2,2,0,1,2,64,true,1.0
218345df4446cb871743,trace_highflow_2p5,2.5,52,48,32,no_fault,source_queue_delay+source_queue_long_backlog,body,9,9,0,1,9,64,true,1.0
21af47af8bd0dd6e9a1d,trace_fault_delayed,2.5,0,50,44,fault_scenario_inactive_here,downstream_pressure+local_queue_pressure+p95_tail,p95_tail,4,4,0,1,4,64,true,1.0
21c23b0a01c390aedb98,trace_highflow_2p5,2.5,5,49,33,no_fault,downstream_pressure,body,1,1,0,1,1,64,true,1.0
222ba51b9c11b123177a,trace_fault_delayed,2.5,52,50,52,fault_scenario_inactive_here,downstream_pressure+source_queue_delay+source_queue_long_backlog,body,16,16,0,1,16,64,true,1.0
22e7735c7a1db3078461,trace_fault_delayed,2.5,5,47,18,fault_scenario_inactive_here,downstream_pressure,body,1,1,0,1,1,64,true,1.0
2342d85b23d3bcdd3867,trace_highflow_4p0,4.0,52,48,23,no_fault,downstream_pressure+source_queue_delay+source_queue_long_backlog,body,1,1,0,1,1,64,true,1.0
23536dc10ef806d97c40,trace_highflow_2p5,2.5,52,50,32,no_fault,downstream_pressure+local_queue_pressure+source_queue_delay+source_queue_long_backlog,body,3,3,0,1,3,64,true,1.0
235ef49556a399dfc6db,trace_highflow_4p0,4.0,1,50,46,no_fault,p99_tail,p99_tail,4,4,0,1,4,64,true,1.0
237b916747937fac81ea,trace_highflow_2p5,2.5,1,50,8,no_fault,p95_tail,p95_tail,8,8,0,1,8,64,true,1.0
243ea75e4a21609d66d0,trace_highflow_4p0,4.0,0,50,8,no_fault,p99_tail,p99_tail,1,1,0,1,1,64,true,1.0
24b1f4acf81d4ebd7244,trace_highflow_4p0,4.0,52,50,32,no_fault,downstream_pressure+source_queue_delay+source_queue_long_backlog,body,35,35,0,1,35,64,true,1.0
24d9d0ecf3455366f064,trace_highflow_4p0,4.0,52,48,23,no_fault,source_queue_delay+source_queue_long_backlog,body,35,35,0,1,35,64,true,1.0
24de0ae5aa576d15aad5,trace_highflow_2p5,2.5,2,50,44,no_fault,downstream_pressure,body,7,7,0,1,7,64,true,1.0
25196f1446543fefff2a,trace_fault_delayed,2.5,4,49,37,fault_scenario_inactive_here,downstream_pressure+local_queue_pressure,body,12,12,0,1,12,64,true,1.0
257ce8781d12a5ded4e8,trace_highflow_2p5,2.5,52,50,42,no_fault,downstream_pressure+source_queue_delay+source_queue_long_backlog,body,7,7,0,1,7,64,true,1.0
25c1c7e2153ebd8be920,trace_fault_delayed,2.5,5,49,37,fault_scenario_inactive_here,downstream_pressure,body,15,15,0,1,15,64,true,1.0
25c80950020b5726d340,trace_highflow_2p5,2.5,52,48,41,no_fault,downstream_pressure+source_queue_delay+source_queue_long_backlog,body,11,11,0,1,11,64,true,1.0
2654e174767287db6961,trace_highflow_2p5,2.5,52,50,46,no_fault,p95_tail+source_queue_delay+source_queue_long_backlog,p95_tail,2,2,0,1,2,64,true,1.0
266cf06b5d1b5abd5547,trace_highflow_4p0,4.0,52,50,36,no_fault,source_queue_delay+source_queue_long_backlog,body,1,1,0,1,1,64,true,1.0
267761f81a05bc4e2001,trace_fault_delayed,2.5,52,49,52,fault_scenario_inactive_here,downstream_pressure+local_queue_pressure+source_queue_delay+source_queue_long_backlog,body,6,6,0,1,6,64,true,1.0
267b9ba26cdfdb6c4e59,trace_highflow_2p5,2.5,52,49,23,no_fault,source_queue_delay+source_queue_long_backlog,body,25,25,0,1,25,64,true,1.0
26d830857e112077ea4b,trace_fault_delayed,2.5,52,50,29,fault_scenario_inactive_here,p95_tail+source_queue_delay+source_queue_long_backlog,p95_tail,11,11,0,1,11,64,true,1.0
27a3d6298824a65083f7,trace_highflow_4p0,4.0,52,49,32,no_fault,downstream_pressure+source_queue_delay+source_queue_long_backlog,body,67,67,0,1,64,64,true,1.046875
27b783ecf2286e0242dd,trace_fault_delayed,2.5,52,50,41,fault_scenario_inactive_here,downstream_pressure+source_queue_delay+source_queue_long_backlog,body,15,15,0,1,15,64,true,1.0
27bc3093a30f31e226dc,trace_highflow_2p5,2.5,2,50,36,no_fault,downstream_pressure+p99_tail,p99_tail,4,4,0,1,4,64,true,1.0
27ddab48d5044c12e710,trace_highflow_2p5,2.5,52,48,13,no_fault,source_queue_delay+source_queue_long_backlog,body,23,23,0,1,23,64,true,1.0
2842fbde117469630e8d,trace_highflow_2p5,2.5,52,48,12,no_fault,source_queue_delay+source_queue_long_backlog,body,23,23,0,1,23,64,true,1.0
284f870c758bbb5713dc,trace_highflow_2p5,2.5,52,48,30,no_fault,source_queue_delay+source_queue_long_backlog,body,23,23,0,1,23,64,true,1.0
286cfeb425efa782251e,trace_fault_delayed,2.5,1,50,44,fault_scenario_inactive_here,downstream_pressure+local_queue_pressure,body,8,8,0,1,8,64,true,1.0
289700449c6137a47200,trace_highflow_4p0,4.0,52,50,40,no_fault,source_queue_delay+source_queue_long_backlog,body,38,38,0,1,38,64,true,1.0
28dbf6f3b69b665f9f10,trace_highflow_4p0,4.0,52,48,28,no_fault,source_queue_delay+source_queue_long_backlog,body,1,1,0,1,1,64,true,1.0
293d697d99c422690b47,trace_highflow_4p0,4.0,0,50,30,no_fault,p95_tail,p95_tail,1,1,0,1,1,64,true,1.0
29adb0e984dccc5c2f0f,trace_fault_delayed,2.5,1,50,44,fault_scenario_inactive_here,downstream_pressure,body,8,8,0,1,8,64,true,1.0
2aeb91d7fd57e38ac2c2,trace_fault_delayed,2.5,52,49,31,fault_scenario_inactive_here,source_queue_delay+source_queue_long_backlog,body,178,178,0,1,64,64,true,2.78125
2aed8a8f879a61ece8b3,trace_fault_delayed,2.5,4,49,22,fault_scenario_inactive_here,downstream_pressure,body,1,1,0,1,1,64,true,1.0
2af6a9951ef564a9c234,trace_highflow_2p5,2.5,52,49,37,no_fault,source_queue_delay+source_queue_long_backlog,body,47,47,0,1,47,64,true,1.0
2b1e491b154026690ad4,trace_fault_delayed,2.5,52,49,37,fault_scenario_inactive_here,downstream_pressure+local_queue_pressure+source_queue_delay+source_queue_long_backlog,body,74,74,0,1,64,64,true,1.15625
2b2ebc0bf519b4ad2ccf,trace_fault_delayed,2.5,52,50,15,fault_scenario_inactive_here,downstream_pressure+source_queue_delay+source_queue_long_backlog,body,1,1,0,1,1,64,true,1.0
2c02dc81d23de91e2a72,trace_highflow_4p0,4.0,52,50,36,no_fault,downstream_pressure+source_queue_delay+source_queue_long_backlog,body,5,5,0,1,5,64,true,1.0
2c06c82ceb4a48951824,trace_highflow_4p0,4.0,52,49,14,no_fault,source_queue_delay+source_queue_long_backlog,body,5,5,0,1,5,64,true,1.0
2c423510e7e5b0ac06d6,trace_fault_delayed,2.5,52,50,25,fault_scenario_inactive_here,source_queue_delay+source_queue_long_backlog,body,7,7,0,1,7,64,true,1.0
2c98aed3659b96ac4688,trace_highflow_4p0,4.0,3,48,17,no_fault,p95_tail,p95_tail,2,2,0,1,2,64,true,1.0
2d151058deb22101d3bb,trace_highflow_4p0,4.0,52,48,13,no_fault,source_queue_delay+source_queue_long_backlog,body,36,36,0,1,36,64,true,1.0
