scenario,event_variant,edge,event_type,segment_id,task_id,time_start,time_end,occupying_task_id,occupancy_start,occupancy_end,queue_length,queue_rank,deadline_slack,blocked_reason
legacy_first16,g3d_reroute_anchor,27->28,wait_for_release,10:storage_in,10,10125.772939999999,10128.506480000002,8,10117.7,10128.5,2,2,,edge_capacity
legacy_first16,g3d_reroute_anchor,27->28,wait_for_release,10:storage_in,10,10126.772939999999,10128.506480000002,8,10117.7,10128.5,2,2,,edge_capacity
legacy_first16,g3d_reroute_anchor,27->28,wait_for_release,10:storage_in,10,10127.772939999999,10128.506480000002,8,10117.7,10128.5,2,2,,edge_capacity
legacy_first16,g3d_reroute_anchor,18->22,wait_for_release,14:storage_in,14,10679.68828,10680.77885,13,10672.4,10680.8,2,2,,edge_capacity
legacy_first16,g3d_reroute_anchor,18->22,wait_for_release,14:storage_in,14,10680.68828,10680.77885,13,10672.4,10680.8,2,2,,edge_capacity
legacy_first16,g3d_reroute_anchor,18->22,wait_for_release,15:storage_in,15,10685.645400000001,10690.08828,14,10681.7,10690.1,2,2,,edge_capacity
legacy_first16,g3d_reroute_anchor,18->22,wait_for_release,15:storage_in,15,10686.645400000001,10690.08828,14,10681.7,10690.1,2,2,,edge_capacity
legacy_first16,g3d_reroute_anchor,18->22,wait_for_release,15:storage_in,15,10687.645400000001,10690.08828,14,10681.7,10690.1,2,2,,edge_capacity
legacy_first16,g3d_reroute_anchor,18->22,wait_for_release,15:storage_in,15,10688.645400000001,10690.08828,14,10681.7,10690.1,2,2,,edge_capacity
legacy_first16,g3d_reroute_anchor,18->22,wait_for_release,15:storage_in,15,10689.645400000001,10690.08828,14,10681.7,10690.1,2,2,,edge_capacity
legacy_first16,g3d_reroute_anchor,22->24,wait_for_release,14:storage_in,14,10691.08828,10692.17885,13,10681.8,10692.2,2,2,,edge_capacity
legacy_first16,edge_release_wait_scheduler,18->22,wait_for_release,2:storage_in,2,8882.216299,8883.445453,1,8875.05,8883.45,2,2,,edge_capacity
legacy_first16,edge_release_wait_scheduler,18->22,wait_for_release,3:storage_in,3,8889.800872000002,8891.845453,2,8883.45,8891.85,2,2,,edge_capacity
legacy_first16,edge_release_wait_scheduler,22->24,wait_for_release,2:storage_in,2,8892.845453,8894.845453,1,8884.45,8894.85,2,2,,edge_capacity
legacy_first16,edge_release_wait_scheduler,22->24,wait_for_release,3:storage_in,3,8901.245453,8905.245453,2,8894.85,8905.25,2,2,,edge_capacity
legacy_first16,edge_release_wait_scheduler,27->28,wait_for_release,2:storage_in,2,8908.845453,8909.245453,1,8898.45,8909.25,2,2,,edge_capacity
legacy_first16,edge_release_wait_scheduler,27->28,wait_for_release,3:storage_in,3,8919.245453,8920.045452999999,2,8909.25,8920.05,2,2,,edge_capacity
legacy_first16,edge_release_wait_scheduler,18->22,wait_for_release,5:storage_in,5,9477.815484,9480.682986000002,4,9472.28,9480.68,2,2,,edge_capacity
legacy_first16,edge_release_wait_scheduler,22->24,wait_for_release,5:storage_in,5,9490.082986000001,9492.082986000001,4,9481.68,9492.08,2,2,,edge_capacity
legacy_first16,edge_release_wait_scheduler,27->28,wait_for_release,5:storage_in,5,9506.082986000001,9506.482986,4,9495.68,9506.48,2,2,,edge_capacity
legacy_first16,edge_release_wait_scheduler,18->22,wait_for_release,10:storage_in,10,10094.37294,10100.934140000001,9,10092.5,10100.9,2,2,,edge_capacity
legacy_first16,edge_release_wait_scheduler,22->24,wait_for_release,9:storage_in,9,10101.934140000001,10102.88213,7,10092.5,10102.9,2,2,,edge_capacity
legacy_first16,edge_release_wait_scheduler,22->24,wait_for_release,10:storage_in,10,10110.33414,10113.28213,9,10102.9,10113.3,2,2,,edge_capacity
legacy_first16,edge_release_wait_scheduler,27->28,wait_for_release,8:storage_in,8,10113.706480000003,10117.28213,7,10106.5,10117.3,2,2,,edge_capacity
legacy_first16,edge_release_wait_scheduler,27->28,wait_for_release,9:storage_in,9,10118.88213,10128.082129999999,8,10117.3,10128.1,2,2,,edge_capacity
legacy_first16,edge_release_wait_scheduler,27->28,wait_for_release,10:storage_in,10,10129.28213,10138.882129999998,9,10128.1,10138.9,2,2,,edge_capacity
legacy_first16,edge_release_wait_scheduler,18->22,wait_for_release,14:storage_in,14,10679.68828,10680.77885,13,10672.4,10680.8,2,2,,edge_capacity
legacy_first16,edge_release_wait_scheduler,18->22,wait_for_release,15:storage_in,15,10685.645400000001,10689.17885,14,10680.8,10689.2,2,2,,edge_capacity
legacy_first16,edge_release_wait_scheduler,22->24,wait_for_release,14:storage_in,14,10690.17885,10692.17885,13,10681.8,10692.2,2,2,,edge_capacity
legacy_first16,edge_release_wait_scheduler,22->24,wait_for_release,15:storage_in,15,10698.57885,10702.57885,14,10692.2,10702.6,2,2,,edge_capacity
legacy_first16,edge_release_wait_scheduler,27->28,wait_for_release,14:storage_in,14,10706.17885,10706.57885,13,10695.8,10706.6,2,2,,edge_capacity
legacy_first16,edge_release_wait_scheduler,27->28,wait_for_release,15:storage_in,15,10716.57885,10717.37885,14,10706.6,10717.4,2,2,,edge_capacity
legacy_first16,fifo_edge_queue_scheduler,18->22,wait_for_release,2:storage_in,2,8882.216299,8883.445453,1,8875.05,8883.45,2,2,,edge_capacity
legacy_first16,fifo_edge_queue_scheduler,18->22,wait_for_release,3:storage_in,3,8889.800872000002,8891.845453,2,8883.45,8891.85,2,2,,edge_capacity
legacy_first16,fifo_edge_queue_scheduler,22->24,wait_for_release,2:storage_in,2,8892.845453,8894.845453,1,8884.45,8894.85,2,2,,edge_capacity
legacy_first16,fifo_edge_queue_scheduler,22->24,wait_for_release,3:storage_in,3,8901.245453,8905.245453,2,8894.85,8905.25,2,2,,edge_capacity
legacy_first16,fifo_edge_queue_scheduler,27->28,wait_for_release,2:storage_in,2,8908.845453,8909.245453,1,8898.45,8909.25,2,2,,edge_capacity
legacy_first16,fifo_edge_queue_scheduler,27->28,wait_for_release,3:storage_in,3,8919.245453,8920.045452999999,2,8909.25,8920.05,2,2,,edge_capacity
legacy_first16,fifo_edge_queue_scheduler,18->22,wait_for_release,5:storage_in,5,9477.815484,9480.682986000002,4,9472.28,9480.68,2,2,,edge_capacity
legacy_first16,fifo_edge_queue_scheduler,22->24,wait_for_release,5:storage_in,5,9490.082986000001,9492.082986000001,4,9481.68,9492.08,2,2,,edge_capacity
legacy_first16,fifo_edge_queue_scheduler,27->28,wait_for_release,5:storage_in,5,9506.082986000001,9506.482986,4,9495.68,9506.48,2,2,,edge_capacity
legacy_first16,fifo_edge_queue_scheduler,18->22,wait_for_release,10:storage_in,10,10094.37294,10100.934140000001,9,10092.5,10100.9,2,2,,edge_capacity
legacy_first16,fifo_edge_queue_scheduler,22->24,wait_for_release,9:storage_in,9,10101.934140000001,10102.88213,7,10092.5,10102.9,2,2,,edge_capacity
legacy_first16,fifo_edge_queue_scheduler,22->24,wait_for_release,10:storage_in,10,10110.33414,10113.28213,9,10102.9,10113.3,2,2,,edge_capacity
legacy_first16,fifo_edge_queue_scheduler,27->28,wait_for_release,8:storage_in,8,10113.706480000003,10117.28213,7,10106.5,10117.3,2,2,,edge_capacity
legacy_first16,fifo_edge_queue_scheduler,27->28,wait_for_release,9:storage_in,9,10118.88213,10128.082129999999,8,10117.3,10128.1,2,2,,edge_capacity
legacy_first16,fifo_edge_queue_scheduler,27->28,wait_for_release,10:storage_in,10,10129.28213,10138.882129999998,9,10128.1,10138.9,2,2,,edge_capacity
legacy_first16,fifo_edge_queue_scheduler,18->22,wait_for_release,14:storage_in,14,10679.68828,10680.77885,13,10672.4,10680.8,2,2,,edge_capacity
legacy_first16,fifo_edge_queue_scheduler,18->22,wait_for_release,15:storage_in,15,10685.645400000001,10689.17885,14,10680.8,10689.2,2,2,,edge_capacity
legacy_first16,fifo_edge_queue_scheduler,22->24,wait_for_release,14:storage_in,14,10690.17885,10692.17885,13,10681.8,10692.2,2,2,,edge_capacity
legacy_first16,fifo_edge_queue_scheduler,22->24,wait_for_release,15:storage_in,15,10698.57885,10702.57885,14,10692.2,10702.6,2,2,,edge_capacity
legacy_first16,fifo_edge_queue_scheduler,27->28,wait_for_release,14:storage_in,14,10706.17885,10706.57885,13,10695.8,10706.6,2,2,,edge_capacity
legacy_first16,fifo_edge_queue_scheduler,27->28,wait_for_release,15:storage_in,15,10716.57885,10717.37885,14,10706.6,10717.4,2,2,,edge_capacity
legacy_first16,capacity_wait_budget_5s,18->22,wait_for_release,2:storage_in,2,8882.216299,8883.445453,1,8875.05,8883.45,2,2,,edge_capacity
legacy_first16,capacity_wait_budget_5s,18->22,wait_for_release,3:storage_in,3,8889.800872000002,8891.845453,2,8883.45,8891.85,2,2,,edge_capacity
legacy_first16,capacity_wait_budget_5s,22->24,wait_for_release,2:storage_in,2,8892.845453,8894.845453,1,8884.45,8894.85,2,2,,edge_capacity
legacy_first16,capacity_wait_budget_5s,22->24,wait_for_release,3:storage_in,3,8901.245453,8905.245453,2,8894.85,8905.25,2,2,,edge_capacity
legacy_first16,capacity_wait_budget_5s,27->28,wait_for_release,2:storage_in,2,8908.845453,8909.245453,1,8898.45,8909.25,2,2,,edge_capacity
legacy_first16,capacity_wait_budget_5s,27->28,wait_for_release,3:storage_in,3,8919.245453,8920.045452999999,2,8909.25,8920.05,2,2,,edge_capacity
legacy_first16,capacity_wait_budget_5s,18->22,wait_for_release,5:storage_in,5,9477.815484,9480.682986000002,4,9472.28,9480.68,2,2,,edge_capacity
legacy_first16,capacity_wait_budget_5s,22->24,wait_for_release,5:storage_in,5,9490.082986000001,9492.082986000001,4,9481.68,9492.08,2,2,,edge_capacity
legacy_first16,capacity_wait_budget_5s,27->28,wait_for_release,5:storage_in,5,9506.082986000001,9506.482986,4,9495.68,9506.48,2,2,,edge_capacity
legacy_first16,capacity_wait_budget_5s,18->22,wait_for_release,10:storage_in,10,10094.37294,10100.934140000001,9,10092.5,10100.9,2,2,,edge_capacity
legacy_first16,capacity_wait_budget_5s,22->24,wait_for_release,9:storage_in,9,10101.934140000001,10102.88213,7,10092.5,10102.9,2,2,,edge_capacity
legacy_first16,capacity_wait_budget_5s,22->24,wait_for_release,10:storage_in,10,10110.33414,10113.28213,9,10102.9,10113.3,2,2,,edge_capacity
legacy_first16,capacity_wait_budget_5s,27->28,wait_for_release,8:storage_in,8,10113.706480000003,10117.28213,7,10106.5,10117.3,2,2,,edge_capacity
legacy_first16,capacity_wait_budget_5s,27->28,wait_for_release,9:storage_in,9,10118.88213,10128.082129999999,8,10117.3,10128.1,2,2,,edge_capacity
legacy_first16,capacity_wait_budget_5s,27->28,wait_for_release,10:storage_in,10,10129.28213,10138.882129999998,9,10128.1,10138.9,2,2,,edge_capacity
legacy_first16,capacity_wait_budget_5s,18->22,wait_for_release,14:storage_in,14,10679.68828,10680.77885,13,10672.4,10680.8,2,2,,edge_capacity
legacy_first16,capacity_wait_budget_5s,18->22,wait_for_release,15:storage_in,15,10685.645400000001,10689.17885,14,10680.8,10689.2,2,2,,edge_capacity
legacy_first16,capacity_wait_budget_5s,22->24,wait_for_release,14:storage_in,14,10690.17885,10692.17885,13,10681.8,10692.2,2,2,,edge_capacity
legacy_first16,capacity_wait_budget_5s,22->24,wait_for_release,15:storage_in,15,10698.57885,10702.57885,14,10692.2,10702.6,2,2,,edge_capacity
legacy_first16,capacity_wait_budget_5s,27->28,wait_for_release,14:storage_in,14,10706.17885,10706.57885,13,10695.8,10706.6,2,2,,edge_capacity
legacy_first16,capacity_wait_budget_5s,27->28,wait_for_release,15:storage_in,15,10716.57885,10717.37885,14,10706.6,10717.4,2,2,,edge_capacity
legacy_first16,capacity_wait_budget_10s,18->22,wait_for_release,2:storage_in,2,8882.216299,8883.445453,1,8875.05,8883.45,2,2,,edge_capacity
legacy_first16,capacity_wait_budget_10s,18->22,wait_for_release,3:storage_in,3,8889.800872000002,8891.845453,2,8883.45,8891.85,2,2,,edge_capacity
legacy_first16,capacity_wait_budget_10s,22->24,wait_for_release,2:storage_in,2,8892.845453,8894.845453,1,8884.45,8894.85,2,2,,edge_capacity
legacy_first16,capacity_wait_budget_10s,22->24,wait_for_release,3:storage_in,3,8901.245453,8905.245453,2,8894.85,8905.25,2,2,,edge_capacity
legacy_first16,capacity_wait_budget_10s,27->28,wait_for_release,2:storage_in,2,8908.845453,8909.245453,1,8898.45,8909.25,2,2,,edge_capacity
legacy_first16,capacity_wait_budget_10s,27->28,wait_for_release,3:storage_in,3,8919.245453,8920.045452999999,2,8909.25,8920.05,2,2,,edge_capacity
legacy_first16,capacity_wait_budget_10s,18->22,wait_for_release,5:storage_in,5,9477.815484,9480.682986000002,4,9472.28,9480.68,2,2,,edge_capacity
legacy_first16,capacity_wait_budget_10s,22->24,wait_for_release,5:storage_in,5,9490.082986000001,9492.082986000001,4,9481.68,9492.08,2,2,,edge_capacity
legacy_first16,capacity_wait_budget_10s,27->28,wait_for_release,5:storage_in,5,9506.082986000001,9506.482986,4,9495.68,9506.48,2,2,,edge_capacity
legacy_first16,capacity_wait_budget_10s,18->22,wait_for_release,10:storage_in,10,10094.37294,10100.934140000001,9,10092.5,10100.9,2,2,,edge_capacity
legacy_first16,capacity_wait_budget_10s,22->24,wait_for_release,9:storage_in,9,10101.934140000001,10102.88213,7,10092.5,10102.9,2,2,,edge_capacity
legacy_first16,capacity_wait_budget_10s,22->24,wait_for_release,10:storage_in,10,10110.33414,10113.28213,9,10102.9,10113.3,2,2,,edge_capacity
legacy_first16,capacity_wait_budget_10s,27->28,wait_for_release,8:storage_in,8,10113.706480000003,10117.28213,7,10106.5,10117.3,2,2,,edge_capacity
legacy_first16,capacity_wait_budget_10s,27->28,wait_for_release,9:storage_in,9,10118.88213,10128.082129999999,8,10117.3,10128.1,2,2,,edge_capacity
legacy_first16,capacity_wait_budget_10s,27->28,wait_for_release,10:storage_in,10,10129.28213,10138.882129999998,9,10128.1,10138.9,2,2,,edge_capacity
legacy_first16,capacity_wait_budget_10s,18->22,wait_for_release,14:storage_in,14,10679.68828,10680.77885,13,10672.4,10680.8,2,2,,edge_capacity
legacy_first16,capacity_wait_budget_10s,18->22,wait_for_release,15:storage_in,15,10685.645400000001,10689.17885,14,10680.8,10689.2,2,2,,edge_capacity
legacy_first16,capacity_wait_budget_10s,22->24,wait_for_release,14:storage_in,14,10690.17885,10692.17885,13,10681.8,10692.2,2,2,,edge_capacity
legacy_first16,capacity_wait_budget_10s,22->24,wait_for_release,15:storage_in,15,10698.57885,10702.57885,14,10692.2,10702.6,2,2,,edge_capacity
legacy_first16,capacity_wait_budget_10s,27->28,wait_for_release,14:storage_in,14,10706.17885,10706.57885,13,10695.8,10706.6,2,2,,edge_capacity
legacy_first16,capacity_wait_budget_10s,27->28,wait_for_release,15:storage_in,15,10716.57885,10717.37885,14,10706.6,10717.4,2,2,,edge_capacity
legacy_first16,capacity_wait_budget_30s,18->22,wait_for_release,2:storage_in,2,8882.216299,8883.445453,1,8875.05,8883.45,2,2,,edge_capacity
legacy_first16,capacity_wait_budget_30s,18->22,wait_for_release,3:storage_in,3,8889.800872000002,8891.845453,2,8883.45,8891.85,2,2,,edge_capacity
legacy_first16,capacity_wait_budget_30s,22->24,wait_for_release,2:storage_in,2,8892.845453,8894.845453,1,8884.45,8894.85,2,2,,edge_capacity
legacy_first16,capacity_wait_budget_30s,22->24,wait_for_release,3:storage_in,3,8901.245453,8905.245453,2,8894.85,8905.25,2,2,,edge_capacity
legacy_first16,capacity_wait_budget_30s,27->28,wait_for_release,2:storage_in,2,8908.845453,8909.245453,1,8898.45,8909.25,2,2,,edge_capacity
legacy_first16,capacity_wait_budget_30s,27->28,wait_for_release,3:storage_in,3,8919.245453,8920.045452999999,2,8909.25,8920.05,2,2,,edge_capacity
legacy_first16,capacity_wait_budget_30s,18->22,wait_for_release,5:storage_in,5,9477.815484,9480.682986000002,4,9472.28,9480.68,2,2,,edge_capacity
legacy_first16,capacity_wait_budget_30s,22->24,wait_for_release,5:storage_in,5,9490.082986000001,9492.082986000001,4,9481.68,9492.08,2,2,,edge_capacity
legacy_first16,capacity_wait_budget_30s,27->28,wait_for_release,5:storage_in,5,9506.082986000001,9506.482986,4,9495.68,9506.48,2,2,,edge_capacity
legacy_first16,capacity_wait_budget_30s,18->22,wait_for_release,10:storage_in,10,10094.37294,10100.934140000001,9,10092.5,10100.9,2,2,,edge_capacity
legacy_first16,capacity_wait_budget_30s,22->24,wait_for_release,9:storage_in,9,10101.934140000001,10102.88213,7,10092.5,10102.9,2,2,,edge_capacity
legacy_first16,capacity_wait_budget_30s,22->24,wait_for_release,10:storage_in,10,10110.33414,10113.28213,9,10102.9,10113.3,2,2,,edge_capacity
legacy_first16,capacity_wait_budget_30s,27->28,wait_for_release,8:storage_in,8,10113.706480000003,10117.28213,7,10106.5,10117.3,2,2,,edge_capacity
legacy_first16,capacity_wait_budget_30s,27->28,wait_for_release,9:storage_in,9,10118.88213,10128.082129999999,8,10117.3,10128.1,2,2,,edge_capacity
legacy_first16,capacity_wait_budget_30s,27->28,wait_for_release,10:storage_in,10,10129.28213,10138.882129999998,9,10128.1,10138.9,2,2,,edge_capacity
legacy_first16,capacity_wait_budget_30s,18->22,wait_for_release,14:storage_in,14,10679.68828,10680.77885,13,10672.4,10680.8,2,2,,edge_capacity
legacy_first16,capacity_wait_budget_30s,18->22,wait_for_release,15:storage_in,15,10685.645400000001,10689.17885,14,10680.8,10689.2,2,2,,edge_capacity
legacy_first16,capacity_wait_budget_30s,22->24,wait_for_release,14:storage_in,14,10690.17885,10692.17885,13,10681.8,10692.2,2,2,,edge_capacity
legacy_first16,capacity_wait_budget_30s,22->24,wait_for_release,15:storage_in,15,10698.57885,10702.57885,14,10692.2,10702.6,2,2,,edge_capacity
legacy_first16,capacity_wait_budget_30s,27->28,wait_for_release,14:storage_in,14,10706.17885,10706.57885,13,10695.8,10706.6,2,2,,edge_capacity
legacy_first16,capacity_wait_budget_30s,27->28,wait_for_release,15:storage_in,15,10716.57885,10717.37885,14,10706.6,10717.4,2,2,,edge_capacity
legacy_first16,capacity_wait_budget_60s,18->22,wait_for_release,2:storage_in,2,8882.216299,8883.445453,1,8875.05,8883.45,2,2,,edge_capacity
legacy_first16,capacity_wait_budget_60s,18->22,wait_for_release,3:storage_in,3,8889.800872000002,8891.845453,2,8883.45,8891.85,2,2,,edge_capacity
legacy_first16,capacity_wait_budget_60s,22->24,wait_for_release,2:storage_in,2,8892.845453,8894.845453,1,8884.45,8894.85,2,2,,edge_capacity
legacy_first16,capacity_wait_budget_60s,22->24,wait_for_release,3:storage_in,3,8901.245453,8905.245453,2,8894.85,8905.25,2,2,,edge_capacity
legacy_first16,capacity_wait_budget_60s,27->28,wait_for_release,2:storage_in,2,8908.845453,8909.245453,1,8898.45,8909.25,2,2,,edge_capacity
legacy_first16,capacity_wait_budget_60s,27->28,wait_for_release,3:storage_in,3,8919.245453,8920.045452999999,2,8909.25,8920.05,2,2,,edge_capacity
legacy_first16,capacity_wait_budget_60s,18->22,wait_for_release,5:storage_in,5,9477.815484,9480.682986000002,4,9472.28,9480.68,2,2,,edge_capacity
legacy_first16,capacity_wait_budget_60s,22->24,wait_for_release,5:storage_in,5,9490.082986000001,9492.082986000001,4,9481.68,9492.08,2,2,,edge_capacity
legacy_first16,capacity_wait_budget_60s,27->28,wait_for_release,5:storage_in,5,9506.082986000001,9506.482986,4,9495.68,9506.48,2,2,,edge_capacity
legacy_first16,capacity_wait_budget_60s,18->22,wait_for_release,10:storage_in,10,10094.37294,10100.934140000001,9,10092.5,10100.9,2,2,,edge_capacity
legacy_first16,capacity_wait_budget_60s,22->24,wait_for_release,9:storage_in,9,10101.934140000001,10102.88213,7,10092.5,10102.9,2,2,,edge_capacity
legacy_first16,capacity_wait_budget_60s,22->24,wait_for_release,10:storage_in,10,10110.33414,10113.28213,9,10102.9,10113.3,2,2,,edge_capacity
legacy_first16,capacity_wait_budget_60s,27->28,wait_for_release,8:storage_in,8,10113.706480000003,10117.28213,7,10106.5,10117.3,2,2,,edge_capacity
legacy_first16,capacity_wait_budget_60s,27->28,wait_for_release,9:storage_in,9,10118.88213,10128.082129999999,8,10117.3,10128.1,2,2,,edge_capacity
legacy_first16,capacity_wait_budget_60s,27->28,wait_for_release,10:storage_in,10,10129.28213,10138.882129999998,9,10128.1,10138.9,2,2,,edge_capacity
legacy_first16,capacity_wait_budget_60s,18->22,wait_for_release,14:storage_in,14,10679.68828,10680.77885,13,10672.4,10680.8,2,2,,edge_capacity
legacy_first16,capacity_wait_budget_60s,18->22,wait_for_release,15:storage_in,15,10685.645400000001,10689.17885,14,10680.8,10689.2,2,2,,edge_capacity
legacy_first16,capacity_wait_budget_60s,22->24,wait_for_release,14:storage_in,14,10690.17885,10692.17885,13,10681.8,10692.2,2,2,,edge_capacity
legacy_first16,capacity_wait_budget_60s,22->24,wait_for_release,15:storage_in,15,10698.57885,10702.57885,14,10692.2,10702.6,2,2,,edge_capacity
legacy_first16,capacity_wait_budget_60s,27->28,wait_for_release,14:storage_in,14,10706.17885,10706.57885,13,10695.8,10706.6,2,2,,edge_capacity
legacy_first16,capacity_wait_budget_60s,27->28,wait_for_release,15:storage_in,15,10716.57885,10717.37885,14,10706.6,10717.4,2,2,,edge_capacity
legacy_first16,hybrid_executable_teacher,18->22,wait_for_release,2:storage_in,2,8882.216299,8883.445453,1,8875.05,8883.45,2,2,,edge_capacity
legacy_first16,hybrid_executable_teacher,18->22,wait_for_release,3:storage_in,3,8889.800872000002,8891.845453,2,8883.45,8891.85,2,2,,edge_capacity
legacy_first16,hybrid_executable_teacher,22->24,wait_for_release,2:storage_in,2,8892.845453,8894.845453,1,8884.45,8894.85,2,2,,edge_capacity
legacy_first16,hybrid_executable_teacher,22->24,wait_for_release,3:storage_in,3,8901.245453,8905.245453,2,8894.85,8905.25,2,2,,edge_capacity
legacy_first16,hybrid_executable_teacher,27->28,wait_for_release,2:storage_in,2,8908.845453,8909.245453,1,8898.45,8909.25,2,2,,edge_capacity
legacy_first16,hybrid_executable_teacher,27->28,wait_for_release,3:storage_in,3,8919.245453,8920.045452999999,2,8909.25,8920.05,2,2,,edge_capacity
legacy_first16,hybrid_executable_teacher,18->22,wait_for_release,5:storage_in,5,9477.815484,9480.682986000002,4,9472.28,9480.68,2,2,,edge_capacity
legacy_first16,hybrid_executable_teacher,22->24,wait_for_release,5:storage_in,5,9490.082986000001,9492.082986000001,4,9481.68,9492.08,2,2,,edge_capacity
legacy_first16,hybrid_executable_teacher,27->28,wait_for_release,5:storage_in,5,9506.082986000001,9506.482986,4,9495.68,9506.48,2,2,,edge_capacity
legacy_first16,hybrid_executable_teacher,18->22,wait_for_release,10:storage_in,10,10094.37294,10100.934140000001,9,10092.5,10100.9,2,2,,edge_capacity
legacy_first16,hybrid_executable_teacher,22->24,wait_for_release,9:storage_in,9,10101.934140000001,10102.88213,7,10092.5,10102.9,2,2,,edge_capacity
legacy_first16,hybrid_executable_teacher,22->24,wait_for_release,10:storage_in,10,10110.33414,10113.28213,9,10102.9,10113.3,2,2,,edge_capacity
legacy_first16,hybrid_executable_teacher,27->28,wait_for_release,8:storage_in,8,10113.706480000003,10117.28213,7,10106.5,10117.3,2,2,,edge_capacity
legacy_first16,hybrid_executable_teacher,27->28,wait_for_release,9:storage_in,9,10118.88213,10128.082129999999,8,10117.3,10128.1,2,2,,edge_capacity
legacy_first16,hybrid_executable_teacher,27->28,wait_for_release,10:storage_in,10,10129.28213,10138.882129999998,9,10128.1,10138.9,2,2,,edge_capacity
legacy_first16,hybrid_executable_teacher,18->22,wait_for_release,14:storage_in,14,10679.68828,10680.77885,13,10672.4,10680.8,2,2,,edge_capacity
legacy_first16,hybrid_executable_teacher,18->22,wait_for_release,15:storage_in,15,10685.645400000001,10689.17885,14,10680.8,10689.2,2,2,,edge_capacity
