schema,descriptor_id,split,signed_class,beneficial_label,harmful_label,benefit_probability_mean,benefit_probability_lcb,harmful_probability_mean,harmful_probability_ucb,utility_mean_seconds,utility_lcb_seconds,activation
czr005.g4irsf16.calibration.v1,b89f49144d89b8f623d809fb266ae518a3036bf608e07b460d93d32e612e09a0,calibration,HARMFUL,0,1,0.0050861246218703296,0.0024468250782631144,0.9766428301961126,0.9913857540574813,-0.2361626822136627,-0.7687769064323753,False
czr005.g4irsf16.calibration.v1,ba7351a88d282fc032f52f570147f423c3c449aacce99ab8ce21f1653ca7c55c,calibration,HARMFUL,0,1,0.03475868943099734,0.025445370473526387,0.5314761990088411,0.5909441877691489,-0.07060273941931537,-0.2780515742680372,False
czr005.g4irsf16.calibration.v1,bb6be28ea8fe75c32606e94b579c60007adf3a0f35fcca8de34aba7ad11a3c39,calibration,NEUTRAL,0,0,0.014343619821433033,0.0033521610463723168,0.8747521872338663,0.8976046206204368,-0.6024848074061097,-1.1726430522461084,False
czr005.g4irsf16.calibration.v1,bba326a61ebd0e2fc91ffc325d0bdb211f5b559add23a425bf0c1bf7d83534b4,calibration,NEUTRAL,0,0,0.022432308576345004,0.009283346037220074,0.7320135214399541,0.7682833074144687,-0.4771734788579693,-0.677260473767623,False
czr005.g4irsf16.calibration.v1,be12b4c05c6e4b5b431cfde2be5e266ea5472285cd022b2afce959f26837a8df,calibration,HARMFUL,0,1,0.02120648047401002,0.011021581316752705,0.7297978380610806,0.7693305978086009,-0.8662179255880557,-1.265380824820332,False
czr005.g4irsf16.calibration.v1,be40bb0b4fdc4da67b7507cf976bc801e759092a4254dfaf6bc9d3f9ddb0f0aa,calibration,NEUTRAL,0,0,0.01318524644933069,0.007732515159333612,0.6758249452004127,0.7569610579647452,-1.1695798250880711,-1.7429516065253092,False
czr005.g4irsf16.calibration.v1,bea4fd97c1219a364da74cbde0b158dbdebda915b42c91c0b2ceae652444e8ae,calibration,NEUTRAL,0,0,0.016957256165961367,0.007401622654668527,0.7038460391666417,0.7943110727757654,0.04895291594937372,-0.19384602903636916,False
czr005.g4irsf16.calibration.v1,c0b200639c055b5170018a8cd22870bef5b1ca1f73473e8e7f6c5ee608f7bf8f,calibration,HARMFUL,0,1,0.01845332617646633,0.013535567323261957,0.5495128508345787,0.5860424471456965,-0.6962764083944603,-1.265129990388962,False
czr005.g4irsf16.calibration.v1,c159c8a5d3a0e90c0174538820754a8a150620d922c462e36367840f30ce4af2,calibration,HARMFUL,0,1,0.01155014115313468,0.004186997250670838,0.7754054371914423,0.853570923296022,-0.4990482417515585,-0.8456585407764304,False
czr005.g4irsf16.calibration.v1,c39c42886146c3933636fabce7634a3ddbc24cf633d1800425c38c8b69102e4c,calibration,NEUTRAL,0,0,0.03288207283275588,0.026516356279638525,0.4741565628385019,0.5737439031467473,0.37737493435626895,-0.030850097964467138,False
czr005.g4irsf16.calibration.v1,c4512c8052d1c97fd1e5093fe3df838668bc3f470af115ca1c37f61861f14e3e,calibration,HARMFUL,0,1,0.01452880495693408,0.004495456798722087,0.7591381765203512,0.8230267978943286,-0.6246335145921258,-1.018764871869558,False
czr005.g4irsf16.calibration.v1,c73aa43be40164f0549799a98c804fb3daa24642e21ee61a5af30ea133a4c432,calibration,NEUTRAL,0,0,0.0062954547464366285,0.0008966130808896813,0.5834638701288666,0.69074133834369,-1.3428615654083913,-1.9183849442239498,False
czr005.g4irsf16.calibration.v1,c76d5ea6a8b69de03ee2bafc60b16816f329cc12a3a8d3ff9e7db6d0a17736e5,calibration,NEUTRAL,0,0,0.010964763500701295,0.005259897158488609,0.6930770996607695,0.7657678441439759,-0.7642175157483166,-1.1825092367475611,False
czr005.g4irsf16.calibration.v1,c841c39eb85af8eb7682b6b8925edce4a808a9f3f452de74317ed097e66cfc8a,calibration,HARMFUL,0,1,0.0035007465498535658,0.0009896721487255829,0.9323639428297619,0.9538145831185763,-1.3992533861506642,-1.584465089208608,False
czr005.g4irsf16.calibration.v1,c847e4407f67d1a421ab53ce917cb0be7a42ffe2c80dcc9e96c5dc5854640627,calibration,HARMFUL,0,1,0.021049285951449122,0.008110268448142227,0.7014978935139714,0.7861290032456028,0.14322356268778927,-0.1257212355074284,False
czr005.g4irsf16.calibration.v1,c9d69c625aab22c12dd7b16a39d5e571d3a51cab44249aa99591ea965e2af184,calibration,HARMFUL,0,1,0.02424964470389874,0.01580994664253832,0.5596770626574858,0.6180943571160585,-0.9109885016829575,-1.3983702462166252,False
czr005.g4irsf16.calibration.v1,cb855b5b4b8f6aac22f17589cb245b391663b1c47992dbb33eb0065b759c0e4c,calibration,NEUTRAL,0,0,0.023087022092641088,0.01833163377402098,0.5822262501258268,0.6213619574147506,-0.6995048149724867,-1.179780442722642,False
czr005.g4irsf16.calibration.v1,cbb4e24d3901e7a1777e3dac3d06e928cab560b7dbf31b3a824ab13a45fe45a4,calibration,NEUTRAL,0,0,0.00047498530975413503,0.00020062709042275095,0.43060871374516424,0.536495656489248,0.34340623956384886,0.1002061331059306,False
czr005.g4irsf16.calibration.v1,cd56ccce488991dc1107a07342aa8903ea19135a0d19ae143b5ee16a43055b09,calibration,HARMFUL,0,1,0.015051698252246313,0.007301609544493321,0.7991242114902313,0.8645999752816609,-0.23021216944883105,-0.4154998757306376,False
czr005.g4irsf16.calibration.v1,ce754411f95391f75dc72e97c818dc4cfa515aab529993bf99451b2206630892,calibration,NEUTRAL,0,0,0.052196613172849286,0.036642372156053094,0.5361873709728093,0.587410935264483,-0.28632866461615974,-0.4483606939005846,False
czr005.g4irsf16.calibration.v1,ceba700ac3bc060e2c2ae090eb07ff25e3a2c229b12b97680d0d316ff4909706,calibration,HARMFUL,0,1,0.006163214996387018,0.002868299274277866,0.3700631380792912,0.42794049111018373,0.37207825504093384,0.19778502298006242,False
czr005.g4irsf16.calibration.v1,d505aca7d6c502c7abc8f04d0fc6de5db7171fa845e27f1a32a3b9c41d863efe,calibration,HARMFUL,0,1,0.0024199316350674888,0.001428499308891597,0.5170615698318881,0.5760747532891812,-0.4759973367064112,-0.8046027897712869,False
czr005.g4irsf16.calibration.v1,d646a027b1415c5746509e532fd88aee909b8c7319060640939f9aa21916701f,calibration,HARMFUL,0,1,0.010888145018327711,0.0039273224185133425,0.6984982518906875,0.7705414877551122,-0.8324933721220222,-1.0164478553705825,False
czr005.g4irsf16.calibration.v1,d6d1fa1e15d541a87f5c68c277c705b4335877186df84ce2e095907fe2ffb5e3,calibration,HARMFUL,0,1,0.01785796999560741,0.003591118683545868,0.7191808451849483,0.7751560497499148,-0.8495595766845548,-1.079601032233645,False
czr005.g4irsf16.calibration.v1,d764094de2e0c31a55a4787f6905a9ba47d6027a8f154f462b9b891929db4c8c,calibration,HARMFUL,0,1,0.026513417182785697,0.013827384616031413,0.8129562939338861,0.8434441974535531,-0.6839984276322801,-0.9215788841938146,False
czr005.g4irsf16.calibration.v1,d8253e93a6a524948ebf0969e9b513b16a433769531acf3bfc1528e9597cff6d,calibration,NEUTRAL,0,0,0.02992410379246193,0.020473787721955825,0.5577519307030987,0.6135627442889474,-0.07958460942747138,-0.2364946693233873,False
czr005.g4irsf16.calibration.v1,d86ed00ad2e8a508d589c3644d355eb0742c353d18c3ab5922a7c99b1996df55,calibration,NEUTRAL,0,0,0.0006662296971705657,0.0002600413812615494,0.3755070892727701,0.48470385086487006,0.46931791391409694,0.20941490321873268,False
czr005.g4irsf16.calibration.v1,d89a1698bbc82b1328e87e84f2584c389097a2974e5316ee897ca6238c4a7608,calibration,HARMFUL,0,1,0.002058955823432159,0.0005098889198478466,0.9242477999793708,0.9437040420739478,-1.625848338685259,-1.972528329472891,False
czr005.g4irsf16.calibration.v1,da0948177f9fbc771f10da7f7598637a2c4b4c555378637f6335d04165e32ba6,calibration,HARMFUL,0,1,0.007002419317325478,0.0013700787559945823,0.7822624982082891,0.8162031944084923,-1.0332364862367782,-1.3028721687219682,False
czr005.g4irsf16.calibration.v1,dbf2272320caa7f200bfcbc3432c36e982ebb533538dbb2d773cf1c521e71a10,calibration,NEUTRAL,0,0,0.005742027671241784,0.0024238391882647863,0.36983284827079904,0.44340608903160994,0.7161760303015519,0.42093416155516744,False
czr005.g4irsf16.calibration.v1,de34bd35353f65a757185869a36e20d837b0c3edeec9f0e0adfb361029beb747,calibration,HARMFUL,0,1,0.01498679552017518,0.004551135850231154,0.816529886255416,0.8619901019952874,-0.7082337721140951,-1.0199927986117479,False
czr005.g4irsf16.calibration.v1,dfd4c2c2d6b4ea48ce3c3a25dc5e1f3f1b0a8602a6ddfaaeccac05132023a6fc,calibration,NEUTRAL,0,0,0.06831542859592621,0.049868778598905504,0.49480582041407306,0.5691461339166815,-0.120084266191477,-0.3153691073211032,False
czr005.g4irsf16.calibration.v1,e054f593e02dac70e64e2c5e945f81c6d4c134036012b657253a19fec5cb5855,calibration,NEUTRAL,0,0,0.01331014865273026,0.007426376726136565,0.6966488414890708,0.7494454135612968,-1.3000439806752127,-1.9222450288860768,False
czr005.g4irsf16.calibration.v1,e3bc2716c7cd5c7cb81df3f3ac41950447b96fbced7f5b7b52462b840907c326,calibration,HARMFUL,0,1,0.008514556557991914,0.0010259069672788738,0.8846001725499214,0.9183761718480893,-1.333701797060439,-1.6165789170399048,False
czr005.g4irsf16.calibration.v1,e76d461482becd035b9d41d321aaf79d58d26fb93966eb507d41f9ed9055c6a8,calibration,HARMFUL,0,1,0.0032435144709998098,0.0010455312962803064,0.9638097084074388,0.9817370523436468,-0.7686817777591748,-1.2252488098898913,False
czr005.g4irsf16.calibration.v1,e8bb5972d4ce4d0687834bd824749106fc9a0b716caa9269ab227bfb8fa3a0c7,calibration,HARMFUL,0,1,0.00038547939700278014,0.0001279454125299005,0.3567093818129362,0.4651391927081878,0.18059234546577976,-0.06725920260329021,False
czr005.g4irsf16.calibration.v1,e8d95f27decab6db9607505322efd4bccb5ae5a4d816936e0464cdcdb02ba30c,calibration,HARMFUL,0,1,0.0023305652082208613,0.0009591196612654209,0.917977289025344,0.9421562097520062,-0.7302025928766508,-1.174758017176874,False
czr005.g4irsf16.calibration.v1,ee340dfb18e45118a9b8588dd884d1887b48a981d8a5f5dd7191059c197aeb23,calibration,HARMFUL,0,1,0.024492893618841327,0.011118867102926337,0.7586896722698075,0.812210968071535,-1.0538433405727257,-1.4934006641676423,False
czr005.g4irsf16.calibration.v1,eeb221555e76bade47290beb8eaff0913f094d91af81d800051af51dab9490d0,calibration,NEUTRAL,0,0,0.01712491919270789,0.00808148853813165,0.6226453868634465,0.6700734013736229,-0.25761709334144545,-0.44857268871188327,False
czr005.g4irsf16.calibration.v1,f2a4e9897cf3295f57b24c08c62c5ff069020f3ffebad9c71d780f5c1014f647,calibration,HARMFUL,0,1,0.007486658451989519,0.004082614076613768,0.8516827860203363,0.9053491049474379,-0.780800740424439,-1.0718914289438395,False
czr005.g4irsf16.calibration.v1,f300ae759be3118258528e51025dea59401ca45684c4df208b019c9cf664eee8,calibration,HARMFUL,0,1,0.005526663268601412,0.0037622566047115728,0.8759520685164617,0.9082141010852072,-1.3092707844434393,-1.791937644078893,False
czr005.g4irsf16.calibration.v1,f3e40f50eeac63fe7064b48247936186ca90b74ceee34a2ae3904a3f2a121b15,calibration,HARMFUL,0,1,0.0019891326200895806,0.0009363280368367741,0.9229250543995122,0.9422882917882224,-1.0729746648260592,-1.4562683471608597,False
czr005.g4irsf16.calibration.v1,f5bfe8db447bfcdd22f493ba14c8acd2b05ab9e3340a7645be1d0f73ab22c837,calibration,HARMFUL,0,1,0.018818975898671594,0.010391221996202616,0.7112158182312339,0.7522038185218043,-1.1256552434815994,-1.5836147665726186,False
czr005.g4irsf16.calibration.v1,f639de1f20e0ad2d05ae22879a899b2772de5fbdef3d0444f1dea4735ec09dcf,calibration,NEUTRAL,0,0,0.0009717303468351711,0.0004942798185226805,0.39296654544236154,0.4791386272775733,0.42767965117016976,0.1803525690926632,False
czr005.g4irsf16.calibration.v1,fa517c55fc8198a83a09eed8cb8df285be57ae3e4fdfb2677be31800238826f5,calibration,HARMFUL,0,1,0.003764487324008501,0.00156204749093078,0.971976476147682,0.988475196685888,-0.37010177883072204,-0.6828196653498639,False
czr005.g4irsf16.calibration.v1,fbb7ef600bbfcfb5d527c28c0dfe7b8de4c1f1bf44365956a077ebca8a0bd44c,calibration,HARMFUL,0,1,0.004496020839197713,0.0015604099601510715,0.9645890233240993,0.9838403395874474,-0.6631115257942012,-0.9338017305682149,False
czr005.g4irsf16.calibration.v1,fce30ab27f0faa634ccd738bc9eb73b8bc5c4414de6a1692a676d0b280407915,calibration,HARMFUL,0,1,0.049091265602188995,0.035626881235024985,0.6143461492192087,0.6729772629766378,-0.41051020461905025,-0.5958370743189804,False
czr005.g4irsf16.calibration.v1,fd7f4437eadb771c46c14668909b32b752ada1483d4b388be2611206acdc1803,calibration,HARMFUL,0,1,0.0031971183706918133,0.001643009099308748,0.9321574677002797,0.9643196297910055,-0.9690481385235153,-1.3247149170105108,False
czr005.g4irsf16.calibration.v1,fe5d3ca70cd608f627ad1400a21af9fcdb338290de1efc1f6b405644bdf6a3de,calibration,HARMFUL,0,1,0.0022659707423597513,0.0009124757489882031,0.9777600514245208,0.9910416559878352,0.3966867435642934,-0.5962129256040507,False
czr005.g4irsf16.calibration.v1,ff0371d947c8dfa57945c3b6b038e768bb36609716b13b3f632b0c5e1c3f35e7,calibration,HARMFUL,0,1,0.002690974314954569,0.0012660130612009853,0.63706183403421,0.7284981836382104,-0.11339243871636509,-0.3606376101097435,False
