epoch,loss,top1
113,0.04843314,0.98903776
114,0.04671821,0.98416565
115,0.04914434,0.98903776
116,0.04591840,0.98903776
117,0.04733816,0.98903776
118,0.04746113,0.98903776
119,0.04802614,0.98903776
120,0.04929663,0.98903776
121,0.04880541,0.98903776
122,0.04773379,0.98903776
123,0.04742776,0.98903776
124,0.04808206,0.98903776
125,0.04843091,0.98903776
126,0.04821970,0.98903776
127,0.04825527,0.98903776
128,0.04724991,0.98903776
129,0.04643059,0.98903776
130,0.04684681,0.98903776
131,0.04729711,0.98294762
132,0.04927964,0.98903776
133,0.04885730,0.98903776
134,0.04793902,0.98903776
135,0.04806040,0.98903776
136,0.04842721,0.98172960
137,0.04665702,0.98903776
138,0.04777369,0.98903776
139,0.04213706,0.98903776
140,0.04558198,0.98903776
141,0.04792115,0.98903776
142,0.04624322,0.98903776
143,0.04591635,0.98903776
144,0.04635472,0.98903776
145,0.04470759,0.98781973
146,0.04731446,0.98538368
147,0.04766129,0.98903776
148,0.04604301,0.98903776
149,0.04647038,0.98294762
150,0.04688110,0.98903776
151,0.04639059,0.98903776
152,0.04746317,0.98903776
153,0.04657097,0.98781973
154,0.04584316,0.98903776
155,0.04693193,0.98903776
156,0.04675649,0.98903776
157,0.04642239,0.98903776
158,0.04524344,0.98416565
159,0.04728279,0.98903776
160,0.04694140,0.98903776
161,0.04675033,0.98903776
162,0.04575664,0.98903776
163,0.04521511,0.98538368
164,0.04281296,0.98903776
165,0.04425779,0.98903776
166,0.04435101,0.98903776
167,0.04582180,0.98903776
168,0.04632200,0.98903776
169,0.04632415,0.98781973
170,0.04359552,0.98903776
171,0.04535720,0.98660171
172,0.04510886,0.98903776
173,0.04585805,0.98903776
174,0.04560574,0.98903776
175,0.04479085,0.98903776
176,0.04428055,0.98781973
177,0.04427159,0.98903776
178,0.04496254,0.98903776
179,0.04538509,0.98903776
180,0.04483964,0.98903776
181,0.04574167,0.98903776
182,0.04558941,0.98903776
183,0.04554847,0.98781973
184,0.04416313,0.98538368
185,0.04390935,0.98903776
186,0.04611041,0.98903776
187,0.04355857,0.98781973
188,0.04535506,0.98903776
189,0.04519334,0.98660171
190,0.04389885,0.98903776
191,0.04457624,0.98903776
192,0.04475956,0.98903776
193,0.04492535,0.98781973
194,0.04504822,0.98903776
195,0.04457727,0.98538368
196,0.04479730,0.98781973
197,0.04189023,0.98903776
198,0.04473808,0.98903776
199,0.04456459,0.98538368
200,0.04498344,0.98781973
201,0.04321571,0.98903776
202,0.04517647,0.98538368
203,0.04250621,0.98903776
204,0.04466335,0.98903776
205,0.04385023,0.98903776
206,0.04378980,0.98416565
207,0.04548265,0.98660171
208,0.04507614,0.98660171
209,0.04476105,0.98538368
210,0.04434165,0.98903776
211,0.04415166,0.98416565
212,0.04472996,0.98903776
213,0.04407665,0.98903776
214,0.04412502,0.98538368
215,0.04388366,0.98903776
216,0.04485120,0.98903776
217,0.04473682,0.98660171
218,0.04421099,0.98903776
219,0.04434938,0.98903776
220,0.04484356,0.98903776
