window_id,task_id,segment_id,current_node,goal_node,candidate_next_nodes,model_prediction,teacher_next,fallback_reason,risk_margin,historical_risk,bottleneck_score,downstream_pressure_2hop,downstream_pressure_3hop,node_pressure,candidate_pressure,is_branch_node,did_fallback_match_teacher,would_model_have_been_wrong,whether_task_later_success,scores,label_type
g4d_first144_no_fault,20,20:storage_in,16,47,"[17, 21]",21,21,low_margin,0.50109233,0,1,0,0,0,0,True,True,False,True,"[0.792403698225324, 1.293496026533818]",MOVE_TO_NEXT_CIE
g4d_first144_no_fault,21,21:storage_in,9,47,"[7, 10]",7,7,low_margin,0.92776337,0,1,0,0,0,0,True,True,False,True,"[0.21070866236242047, -0.717054703999743]",MOVE_TO_NEXT_CIE
g4d_first144_no_fault,21,21:storage_in,11,47,"[13, 14]",13,14,low_margin+historical_risk,1.11305759,1,1,1,2,0,0,True,True,True,True,"[1.1501298868436018, 0.03707229642646159]",MOVE_TO_NEXT_CIE
g4d_first144_no_fault,22,22:storage_in,22,47,"[24, 26]",24,24,low_margin,2.45391997,0,1,0,0,0,0,True,True,False,True,"[1.5537482691765734, -0.9001716977633409]",MOVE_TO_NEXT_CIE
g4d_first144_no_fault,23,23:storage_in,19,47,"[18, 25]",18,18,low_margin+historical_risk,1.81600335,1,1,0,0,0,0,True,True,False,True,"[0.9726391917704096, -0.8433641581153231]",MOVE_TO_NEXT_CIE
g4d_first144_no_fault,23,23:storage_in,22,47,"[24, 26]",24,24,low_margin,2.45518214,0,1,0,0,0,0,True,True,False,True,"[1.5926074094190945, -0.8625747321922839]",MOVE_TO_NEXT_CIE
g4d_first144_no_fault,24,24:storage_in,16,47,"[17, 21]",21,17,low_margin,0.50128247,0,1,0,0,0,0,True,True,True,True,"[0.7823390839433858, 1.2836215551741703]",MOVE_TO_NEXT_CIE
g4d_first144_no_fault,24,24:storage_in,22,47,"[24, 26]",24,24,low_margin,2.45548783,0,1,0,0,0,0,True,True,False,True,"[1.603343826447733, -0.8521440020915205]",MOVE_TO_NEXT_CIE
g4d_first144_no_fault,25,25:storage_in,22,47,"[24, 26]",24,24,low_margin,2.45516413,0,1,0,0,0,0,True,True,False,True,"[1.591994581330848, -0.8631695476684742]",MOVE_TO_NEXT_CIE
g4d_first144_no_fault,26,26:storage_in,22,47,"[24, 26]",24,24,low_margin,2.45371293,0,1,0,0,0,0,True,True,False,True,"[1.5480078906229637, -0.9057050359967951]",MOVE_TO_NEXT_CIE
g4d_first144_no_fault,27,27:storage_in,19,47,"[18, 25]",18,25,low_margin+historical_risk,1.61945522,1,1,2,3,0,1,True,True,True,True,"[0.6892686033479025, -0.9301866119384594]",MOVE_TO_NEXT_CIE
g4d_first144_no_fault,28,28:storage_in,16,47,"[17, 21]",21,17,low_margin,0.50298736,0,1,0,0,0,0,True,True,True,True,"[0.6795243567202752, 1.1825117198914885]",MOVE_TO_NEXT_CIE
g4d_first144_no_fault,28,28:storage_in,22,47,"[24, 26]",24,24,low_margin,2.45193741,0,1,0,0,0,0,True,True,False,True,"[1.5036876944918092, -0.9482497199681901]",MOVE_TO_NEXT_CIE
g4d_first144_no_fault,29,29:storage_in,6,47,"[8, 12]",12,12,low_margin+historical_risk,0.71513907,1,1,0,0,0,0,True,True,False,True,"[0.1889919430189102, 0.9041310085218525]",MOVE_TO_NEXT_CIE
g4d_first144_no_fault,30,30:storage_in,19,47,"[18, 25]",18,18,low_margin+historical_risk,1.8159668,1,1,0,0,0,0,True,True,False,True,"[0.9717803295696451, -0.8441864697513235]",MOVE_TO_NEXT_CIE
g4d_first144_no_fault,30,30:storage_in,22,47,"[24, 26]",24,24,low_margin,2.45515761,0,1,0,0,0,0,True,True,False,True,"[1.5917734598663569, -0.8633841548554935]",MOVE_TO_NEXT_CIE
g4d_first144_no_fault,31,31:storage_in,11,47,"[13, 14]",13,13,low_margin+historical_risk,1.37447497,1,1,0,0,0,0,True,True,False,True,"[1.199977526595467, -0.17449744365603936]",MOVE_TO_NEXT_CIE
g4d_first144_no_fault,32,32:storage_in,9,47,"[7, 10]",7,7,low_margin,0.92607452,0,1,0,0,0,0,True,True,False,True,"[0.1881086516227929, -0.7379658718498476]",MOVE_TO_NEXT_CIE
g4d_first144_no_fault,32,32:storage_in,11,47,"[13, 14]",13,13,low_margin+historical_risk,1.1846281,1,1,0,0,0,0,True,True,False,True,"[1.1997847895421414, 0.015156688841020838]",MOVE_TO_NEXT_CIE
g4d_first144_no_fault,33,33:storage_in,6,47,"[8, 12]",12,12,low_margin+historical_risk,0.9054509,1,1,0,0,0,0,True,True,False,True,"[0.018854484355657952, 0.9243053849656161]",MOVE_TO_NEXT_CIE
g4d_first144_no_fault,34,34:storage_in,16,47,"[17, 21]",21,21,low_margin,0.50299256,0,1,0,0,0,0,True,True,False,True,"[0.6791652594974604, 1.1821578169970832]",MOVE_TO_NEXT_CIE
g4d_first144_no_fault,35,35:storage_in,22,47,"[24, 26]",24,26,low_margin,2.26447239,0,1,2,3,0,1,True,True,True,True,"[1.4113255549322679, -0.8531468326604783]",MOVE_TO_NEXT_CIE
g4d_first144_no_fault,36,36:storage_in,11,47,"[13, 14]",13,14,low_margin+historical_risk,1.11342152,1,1,1,2,0,0,True,True,True,True,"[1.0838025434228342, -0.029618981302449]",MOVE_TO_NEXT_CIE
g4d_first144_no_fault,37,37:storage_in,19,47,"[18, 25]",18,18,low_margin+historical_risk,1.88525449,1,1,0,0,0,0,True,True,False,True,"[0.9712785437404339, -0.9139759500836035]",MOVE_TO_NEXT_CIE
g4d_first144_no_fault,37,37:storage_in,22,47,"[24, 26]",24,24,low_margin,2.45514323,0,1,0,0,0,0,True,True,False,True,"[1.5912862118877036, -0.8638570204582818]",MOVE_TO_NEXT_CIE
g4d_first144_no_fault,38,38:storage_in,9,47,"[7, 10]",7,7,low_margin,0.92690815,0,1,0,0,0,0,True,True,False,True,"[0.19921103846768629, -0.7276971068787252]",MOVE_TO_NEXT_CIE
g4d_first144_no_fault,38,38:storage_in,11,47,"[13, 14]",13,13,low_margin+historical_risk,1.37439962,1,1,0,0,0,0,True,True,False,True,"[1.210454196075254, -0.16394541918147953]",MOVE_TO_NEXT_CIE
g4d_first144_no_fault,39,39:storage_in,16,47,"[17, 21]",21,17,low_margin,0.50130806,0,1,0,0,0,0,True,True,True,True,"[0.7809677241436983, 1.2822757832186993]",MOVE_TO_NEXT_CIE
g4d_first144_no_fault,39,39:storage_in,22,47,"[24, 26]",24,24,low_margin,2.45545112,0,1,0,0,0,0,True,True,False,True,"[1.6020189002228922, -0.8534322175256659]",MOVE_TO_NEXT_CIE
g4d_first144_no_fault,40,40:storage_in,6,47,"[8, 12]",12,12,low_margin+historical_risk,0.92667513,1,1,0,0,0,0,True,True,False,True,"[-0.06806248532574055, 0.8586126472087277]",MOVE_TO_NEXT_CIE
g4d_first144_no_fault,41,41:storage_in,11,47,"[13, 14]",13,13,low_margin+historical_risk,1.18492435,1,1,0,0,0,0,True,True,False,True,"[1.1568416937964672, -0.028082660426881567]",MOVE_TO_NEXT_CIE
g4d_first144_no_fault,42,42:storage_in,22,47,"[24, 26]",24,24,low_margin,2.45412367,0,1,0,0,0,0,True,True,False,True,"[1.5595448418601712, -0.8945788304827575]",MOVE_TO_NEXT_CIE
g4d_first144_no_fault,43,43:storage_in,19,47,"[18, 25]",18,18,low_margin+historical_risk,1.81395105,1,1,0,0,0,0,True,True,False,True,"[0.9269489275211077, -0.8870021175608771]",MOVE_TO_NEXT_CIE
g4d_first144_no_fault,43,43:storage_in,22,47,"[24, 26]",24,24,low_margin,2.4537196,0,1,0,0,0,0,True,True,False,True,"[1.5481907028914053, -0.9055288986585877]",MOVE_TO_NEXT_CIE
g4d_first144_no_fault,44,44:storage_in,16,47,"[17, 21]",21,17,low_margin,0.50330268,0,1,0,0,0,0,True,True,True,True,"[0.6570162579360409, 1.1603189370503653]",MOVE_TO_NEXT_CIE
g4d_first144_no_fault,44,44:storage_in,22,47,"[24, 26]",24,24,low_margin,2.45094491,0,1,0,0,0,0,True,True,False,True,"[1.4817835062808844, -0.9691614077677722]",MOVE_TO_NEXT_CIE
g4d_first144_no_fault,45,45:storage_in,11,47,"[13, 14]",13,13,low_margin+historical_risk,1.18471483,1,1,0,0,0,0,True,True,False,True,"[1.1891128997803684, 0.004398066530513445]",MOVE_TO_NEXT_CIE
g4d_first144_no_fault,46,46:storage_in,22,47,"[24, 26]",24,24,low_margin,2.45240838,0,1,0,0,0,0,True,True,False,True,"[1.5147152438891482, -0.9376931334319818]",MOVE_TO_NEXT_CIE
g4d_first144_no_fault,47,47:storage_in,9,47,"[7, 10]",7,7,low_margin,0.92432329,0,1,0,0,0,0,True,True,False,True,"[0.1651091793912045, -0.7592141065950593]",MOVE_TO_NEXT_CIE
g4d_first144_no_fault,47,47:storage_in,11,47,"[13, 14]",13,13,low_margin+historical_risk,1.18479824,1,1,0,0,0,0,True,True,False,True,"[1.1776631220860037, -0.007135115058843233]",MOVE_TO_NEXT_CIE
g4d_first144_no_fault,48,48:storage_in,22,47,"[24, 26]",24,24,low_margin,2.45515089,0,1,0,0,0,0,True,True,False,True,"[1.5915455871897524, -0.8636053060730775]",MOVE_TO_NEXT_CIE
g4d_first144_no_fault,49,49:storage_in,6,47,"[8, 12]",12,12,low_margin+historical_risk,0.7174596,1,1,0,0,0,0,True,True,False,True,"[0.16009853503161087, 0.8775581342128776]",MOVE_TO_NEXT_CIE
g4d_first144_no_fault,50,50:storage_in,11,47,"[13, 14]",13,13,low_margin+historical_risk,1.18493181,1,1,0,0,0,0,True,True,False,True,"[1.1554118275288574, -0.029519979315885347]",MOVE_TO_NEXT_CIE
g4d_first144_no_fault,51,51:storage_in,19,47,"[18, 25]",18,25,low_margin+historical_risk,1.79438687,1,1,0,1,0,0,True,True,True,True,"[0.9282181309238419, -0.8661687391046535]",MOVE_TO_NEXT_CIE
g4d_first144_no_fault,52,52:storage_in,9,47,"[7, 10]",7,7,low_margin,0.92605187,0,1,0,0,0,0,True,True,False,True,"[0.1878083446115919, -0.7382435240145322]",MOVE_TO_NEXT_CIE
g4d_first144_no_fault,52,52:storage_in,11,47,"[13, 14]",13,13,low_margin+historical_risk,1.3744782,1,1,0,0,0,0,True,True,False,True,"[1.1994961106229425, -0.17498209326714154]",MOVE_TO_NEXT_CIE
g4d_first144_no_fault,53,53:storage_in,16,47,"[17, 21]",21,17,low_margin,0.50151474,0,1,0,0,0,0,True,True,True,True,"[0.7697358670504677, 1.271250606833508]",MOVE_TO_NEXT_CIE
g4d_first144_no_fault,53,53:storage_in,22,47,"[24, 26]",24,24,low_margin,2.45513959,0,1,0,0,0,0,True,True,False,True,"[1.5911629796894404, -0.8639766090468937]",MOVE_TO_NEXT_CIE
g4d_first144_no_fault,54,54:storage_in,6,47,"[8, 12]",12,12,low_margin+historical_risk,0.92616623,1,1,0,0,0,0,True,True,False,True,"[-0.013355873048654487, 0.9128103537279342]",MOVE_TO_NEXT_CIE
g4d_first144_no_fault,55,55:storage_in,6,47,"[8, 12]",12,12,low_margin+historical_risk,0.71547464,1,1,0,0,0,0,True,True,False,True,"[0.17623124238890642, 0.8917058810695973]",MOVE_TO_NEXT_CIE
g4d_first144_no_fault,56,56:storage_in,22,47,"[24, 26]",24,24,low_margin,2.45499999,0,1,0,0,0,0,True,True,False,True,"[1.5865026314767665, -0.868497359462473]",MOVE_TO_NEXT_CIE
g4d_first144_no_fault,57,57:storage_in,19,47,"[18, 25]",18,18,low_margin+historical_risk,1.80927506,1,1,0,0,0,0,True,True,False,True,"[0.8370348004032608, -0.9722402551816536]",MOVE_TO_NEXT_CIE
g4d_first144_no_fault,57,57:storage_in,22,47,"[24, 26]",24,24,low_margin,2.44990689,0,1,0,0,0,0,True,True,False,True,"[1.4604737687669167, -0.9894331213527572]",MOVE_TO_NEXT_CIE
g4d_first144_no_fault,58,58:storage_in,16,47,"[17, 21]",21,17,low_margin,0.50227982,0,1,0,0,0,0,True,True,True,True,"[0.7254222849813319, 1.2277021070073713]",MOVE_TO_NEXT_CIE
g4d_first144_no_fault,58,58:storage_in,22,47,"[24, 26]",24,24,low_margin,2.453722,0,1,0,0,0,0,True,True,False,True,"[1.5482565209258345, -0.9054654824941417]",MOVE_TO_NEXT_CIE
g4d_first144_no_fault,59,59:storage_in,11,47,"[13, 14]",13,13,low_margin+historical_risk,1.18492775,1,1,0,0,0,0,True,True,False,True,"[1.156192908144779, -0.02873484684740535]",MOVE_TO_NEXT_CIE
g4d_first144_no_fault,60,60:storage_in,22,47,"[24, 26]",24,24,low_margin,2.4498704,0,1,0,0,0,0,True,True,False,True,"[1.4597504094313916, -0.9901199954850393]",MOVE_TO_NEXT_CIE
g4d_first144_no_fault,61,61:storage_in,19,47,"[18, 25]",18,25,low_margin+historical_risk,1.62234878,1,1,2,3,0,1,True,True,True,True,"[0.7459708752043885, -0.8763779075140172]",MOVE_TO_NEXT_CIE
g4d_first144_no_fault,62,62:storage_in,19,47,"[18, 25]",18,18,low_margin+historical_risk,1.81446965,1,1,0,0,0,0,True,True,False,True,"[0.938045481656005, -0.8764241707124951]",MOVE_TO_NEXT_CIE
g4d_first144_no_fault,62,62:storage_in,22,47,"[24, 26]",24,24,low_margin,2.45410433,0,1,0,0,0,0,True,True,False,True,"[1.5589876620040368, -0.8951166639952177]",MOVE_TO_NEXT_CIE
g4d_first144_no_fault,63,63:storage_in,9,47,"[7, 10]",7,7,low_margin,0.92345835,0,1,0,0,0,0,True,True,False,True,"[0.1539054969849285, -0.7695528549627826]",MOVE_TO_NEXT_CIE
g4d_first144_no_fault,63,63:storage_in,11,47,"[13, 14]",13,13,low_margin+historical_risk,1.37465053,1,1,0,0,0,0,True,True,False,True,"[1.1668776729162578, -0.2077728544750408]",MOVE_TO_NEXT_CIE
g4d_first144_no_fault,64,64:storage_in,16,47,"[17, 21]",21,21,low_margin,0.5022889,0,1,0,0,0,0,True,True,False,True,"[0.724866855797631, 1.2271557570004779]",MOVE_TO_NEXT_CIE
g4d_first144_no_fault,65,65:storage_in,6,47,"[8, 12]",12,12,low_margin+historical_risk,0.71603614,1,1,0,0,0,0,True,True,False,True,"[0.15439181032783145, 0.8704279504797114]",MOVE_TO_NEXT_CIE
g4d_first144_no_fault,66,66:storage_in,22,47,"[24, 26]",24,26,low_margin,2.26411059,0,1,2,3,0,1,True,True,True,True,"[1.400599858969181, -0.863510733734919]",MOVE_TO_NEXT_CIE
g4d_first144_no_fault,67,67:storage_in,11,47,"[13, 14]",13,14,low_margin+historical_risk,1.11305367,1,1,1,2,0,0,True,True,True,True,"[1.1506263520126163, 0.03757267779035334]",MOVE_TO_NEXT_CIE
g4d_first144_no_fault,68,68:storage_in,19,47,"[18, 25]",18,18,low_margin+historical_risk,1.88316236,1,1,0,0,0,0,True,True,False,True,"[0.9263854580502396, -0.9567768972578021]",MOVE_TO_NEXT_CIE
g4d_first144_no_fault,68,68:storage_in,22,47,"[24, 26]",24,24,low_margin,2.45369956,0,1,0,0,0,0,True,True,False,True,"[1.547642280176193, -0.906057281047038]",MOVE_TO_NEXT_CIE
g4d_first144_no_fault,69,69:storage_in,16,47,"[17, 21]",21,17,low_margin,0.50210602,0,1,0,0,0,0,True,True,True,True,"[0.735909468568665, 1.2380154908994496]",MOVE_TO_NEXT_CIE
g4d_first144_no_fault,69,69:storage_in,22,47,"[24, 26]",24,24,low_margin,2.45408462,0,1,0,0,0,0,True,True,False,True,"[1.5584216745478139, -0.8956629482516052]",MOVE_TO_NEXT_CIE
g4d_first144_no_fault,70,70:storage_in,9,47,"[7, 10]",7,7,low_margin,0.9188574,0,1,0,0,0,0,True,True,False,True,"[0.09591014420882205, -0.822947259374512]",MOVE_TO_NEXT_CIE
g4d_first144_no_fault,70,70:storage_in,11,47,"[13, 14]",13,13,low_margin+historical_risk,1.18508627,1,1,0,0,0,0,True,True,False,True,"[1.1109488245390546, -0.07413745001476513]",MOVE_TO_NEXT_CIE
g4d_first144_no_fault,71,71:storage_in,22,47,"[24, 26]",24,24,low_margin,2.45614189,0,1,0,0,0,0,True,True,False,True,"[1.6099176407895412, -0.8462242468518839]",MOVE_TO_NEXT_CIE
g4d_first144_no_fault,73,73:storage_in,19,47,"[18, 25]",18,25,low_margin+historical_risk,1.61688563,1,1,2,3,0,1,True,True,True,True,"[0.6432632135917675, -0.9736224194247338]",MOVE_TO_NEXT_CIE
g4d_first144_no_fault,72,72:storage_in,6,47,"[8, 12]",12,12,low_margin+historical_risk,0.7195383,1,1,0,0,0,0,True,True,False,True,"[0.13156726233942762, 0.8511055624789494]",MOVE_TO_NEXT_CIE
g4d_first144_no_fault,74,74:storage_in,11,47,"[13, 14]",13,13,low_margin+historical_risk,1.18493286,1,1,0,0,0,0,True,True,False,True,"[1.1552079944044726, -0.029724862207576752]",MOVE_TO_NEXT_CIE
g4d_first144_no_fault,75,75:storage_in,16,47,"[17, 21]",21,21,low_margin,0.50299701,0,1,0,0,0,0,True,True,False,True,"[0.6788574515387025, 1.1818544572458891]",MOVE_TO_NEXT_CIE
g4d_first144_no_fault,76,76:storage_in,9,47,"[7, 10]",7,7,low_margin,0.92249909,0,1,0,0,0,0,True,True,False,True,"[0.14159569359401136, -0.780903394097431]",MOVE_TO_NEXT_CIE
g4d_first144_no_fault,76,76:storage_in,11,47,"[13, 14]",13,14,low_margin+historical_risk,1.11342243,1,1,1,2,0,0,True,True,True,True,"[1.0835089194908176, -0.029913515347949504]",MOVE_TO_NEXT_CIE
g4d_first144_no_fault,77,77:storage_in,16,47,"[17, 21]",21,17,low_margin,0.50237809,0,1,0,0,0,0,True,True,True,True,"[0.719368607842395, 1.2217467021851434]",MOVE_TO_NEXT_CIE
g4d_first144_no_fault,77,77:storage_in,22,47,"[24, 26]",24,24,low_margin,2.45350503,0,1,0,0,0,0,True,True,False,True,"[1.5423856311343729, -0.9111194014476911]",MOVE_TO_NEXT_CIE
g4d_first144_no_fault,78,78:storage_in,9,47,"[7, 10]",7,7,low_margin,0.91897063,0,1,0,0,0,0,True,True,False,True,"[0.09730670992594403, -0.8216639158587049]",MOVE_TO_NEXT_CIE
g4d_first144_no_fault,78,78:storage_in,11,47,"[13, 14]",13,13,low_margin+historical_risk,1.18508379,1,1,0,0,0,0,True,True,False,True,"[1.1122975718351455, -0.07278621555908527]",MOVE_TO_NEXT_CIE
g4d_first144_no_fault,79,79:storage_in,22,47,"[24, 26]",24,24,low_margin,2.45518403,0,1,0,0,0,0,True,True,False,True,"[1.5926718389099426, -0.8625121929157376]",MOVE_TO_NEXT_CIE
g4d_first144_no_fault,80,80:storage_in,6,47,"[8, 12]",12,12,low_margin+historical_risk,0.71628642,1,1,0,0,0,0,True,True,False,True,"[0.20725606559802834, 0.9235424864936747]",MOVE_TO_NEXT_CIE
g4d_first144_no_fault,81,81:storage_in,19,47,"[18, 25]",18,25,low_margin+historical_risk,1.79544494,1,1,0,1,0,0,True,True,True,True,"[0.9520807904685852, -0.8433641534310756]",MOVE_TO_NEXT_CIE
g4d_first144_no_fault,82,82:storage_in,22,47,"[24, 26]",24,24,low_margin,2.45288775,0,1,0,0,0,0,True,True,False,True,"[1.5264350956298744, -0.926452656512746]",MOVE_TO_NEXT_CIE
g4d_first144_no_fault,83,83:storage_in,16,47,"[17, 21]",21,17,low_margin,0.50387054,0,1,0,0,0,0,True,True,True,True,"[0.6120074235684947, 1.1158779595383608]",MOVE_TO_NEXT_CIE
g4d_first144_no_fault,83,83:storage_in,22,47,"[24, 26]",24,24,low_margin,2.4487291,0,1,0,0,0,0,True,True,False,True,"[1.437887488583657, -1.0108416089677152]",MOVE_TO_NEXT_CIE
g4d_first144_no_fault,85,85:storage_in,11,47,"[13, 14]",13,13,low_margin+historical_risk,1.18508447,1,1,0,0,0,0,True,True,False,True,"[1.1119329248122984, -0.07315154855512618]",MOVE_TO_NEXT_CIE
g4d_first144_no_fault,84,84:storage_in,22,47,"[24, 26]",24,24,low_margin,2.45311111,0,1,0,0,0,0,True,True,False,True,"[1.5320941514344866, -0.9210169623523965]",MOVE_TO_NEXT_CIE
g4d_first144_no_fault,86,86:storage_in,19,47,"[18, 25]",18,25,low_margin+historical_risk,1.62394845,1,1,2,3,0,1,True,True,True,True,"[0.7801999505243018, -0.8437485039083914]",MOVE_TO_NEXT_CIE
g4d_first144_no_fault,87,87:storage_in,16,47,"[17, 21]",21,17,low_margin,0.50281592,0,1,0,0,0,0,True,True,True,True,"[0.6911773517763404, 1.1939932757769631]",MOVE_TO_NEXT_CIE
g4d_first144_no_fault,87,87:storage_in,22,47,"[24, 26]",24,24,low_margin,2.45242094,0,1,0,0,0,0,True,True,False,True,"[1.5150156403559278, -0.9374052964958755]",MOVE_TO_NEXT_CIE
