run,start,goal,count,mean_seconds,historical_mean_seconds,mean_relative_error,min_seconds,historical_min_seconds,max_seconds,historical_max_seconds
outlet_gate_v3,0,49,315,218.27365079365092,252.705714285714,-0.13625360071254078,214.0,215.3,266.2,356.5
outlet_gate_v3,1,49,331,210.4658610271904,268.00483383685764,-0.21469378736912215,206.4,222.0,229.8,359.3
outlet_gate_v3,2,49,333,214.2456456456457,270.045045045045,-0.20662996941895995,211.0,226.6,231.2,402.3
outlet_gate_v3,53,50,155,218.07870967741914,235.38193548387113,-0.0735112733731329,217.8,218.2,221.4,359.0
outlet_gate_v3_snapshot,3,47,2332,71.04296740994837,91.49232418524868,-0.22350898785668138,65.0,65.8,145.6,282.6
outlet_gate_v3_snapshot,52,49,6996,160.02813036020484,162.74120926243356,-0.016671124139514326,157.4,157.9,175.2,233.0
outlet_gate_v3_snapshot,4,47,2234,65.85273052820095,86.60850492390414,-0.23965053332740938,60.4,61.1,108.4,242.0
outlet_gate_v3_snapshot,5,47,2274,65.34898856640288,89.99221635883877,-0.27383732493233015,59.6,60.2,107.4,276.3
outlet_gate_v3_snapshot,52,48,3490,208.83793696275185,212.60538681948208,-0.017720387583260444,206.2,206.5,236.6,362.6
outlet_gate_v3_snapshot,0,47,1519,70.04476629361442,94.97346938775502,-0.26248070387280886,61.4,62.2,137.6,200.8
outlet_gate_v3_snapshot,52,50,4611,200.1253957926697,210.53101279548926,-0.04942557804026537,198.4,199.0,215.2,387.3
outlet_gate_v3_snapshot,1,47,1497,77.66492985971944,112.40754843019377,-0.3090772733296452,68.0,68.9,187.6,234.6
outlet_gate_v3_snapshot,2,47,1464,81.73005464480883,109.63504098360647,-0.2545261632452914,72.6,73.5,191.2,219.3
outlet_gate_v3_snapshot,53,47,3777,62.81270849880842,71.58252581413694,-0.12251338180073779,60.8,61.4,143.2,249.2
outlet_gate_v3_snapshot,5,49,1714,214.96732788798448,249.1019836639442,-0.13703084685993394,212.2,213.3,233.8,416.4
outlet_gate_v3_snapshot,3,49,1661,221.723419626731,252.29831426851482,-0.12118548921117134,217.6,218.9,277.6,480.4
outlet_gate_v3_snapshot,4,49,1736,216.5940092165883,245.28058755760557,-0.11695413251682651,213.0,214.2,246.4,464.9
outlet_gate_v3_snapshot,53,49,215,209.72465116279088,246.44790697674392,-0.14901021584824592,206.8,214.5,221.8,393.7
outlet_gate_v3_snapshot,5,48,898,237.5926503340757,266.18775055679214,-0.10742455339474977,231.2,231.8,278.4,440.2
outlet_gate_v3_snapshot,4,48,917,237.9206106870229,261.4225736095965,-0.08990028136464978,232.0,232.7,280.8,381.3
outlet_gate_v3_snapshot,3,48,894,243.34205816554834,269.12136465324335,-0.09579063528052134,236.6,237.4,308.0,442.2
outlet_gate_v3_snapshot,0,50,1366,217.58462664714443,241.66544655929806,-0.09964527513139887,217.0,217.7,222.8,378.5
outlet_gate_v3_snapshot,2,50,1402,222.43566333808752,237.9446504992863,-0.06517896968331005,222.0,222.7,227.2,363.1
outlet_gate_v3_snapshot,53,48,107,241.42056074766361,279.429906542056,-0.13602461620789952,232.4,233.0,298.4,362.3
outlet_gate_v3_snapshot,1,50,1365,217.96600732600496,243.42285714285728,-0.10457871588415579,217.4,218.1,223.4,387.2
outlet_gate_v3_snapshot,0,49,315,218.27365079365092,252.705714285714,-0.13625360071254078,214.0,215.3,266.2,356.5
outlet_gate_v3_snapshot,1,49,331,210.4658610271904,268.00483383685764,-0.21469378736912215,206.4,222.0,229.8,359.3
outlet_gate_v3_snapshot,2,49,333,214.2456456456457,270.045045045045,-0.20662996941895995,211.0,226.6,231.2,402.3
outlet_gate_v3_snapshot,53,50,155,218.07870967741914,235.38193548387113,-0.0735112733731329,217.8,218.2,221.4,359.0
overlap_id_order,3,47,2332,72.04631217838742,91.49232418524868,-0.21254255130176847,65.0,65.8,127.4,282.6
overlap_id_order,52,49,6996,159.97129788450397,162.74120926243356,-0.01702034408176778,157.4,157.9,174.4,233.0
overlap_id_order,4,47,2234,68.2206803939125,86.60850492390414,-0.21230968651574722,60.4,61.1,128.6,242.0
overlap_id_order,5,47,2274,67.61829375549692,89.99221635883877,-0.24862064196893574,59.6,60.2,123.2,276.3
overlap_id_order,52,48,3490,208.7995415472788,212.60538681948208,-0.017900982327577197,206.2,206.5,236.6,362.6
overlap_id_order,0,47,1519,68.81026991441753,94.97346938775502,-0.27547903263930595,61.4,62.2,119.2,200.8
overlap_id_order,52,50,4611,200.07703318152136,210.53101279548926,-0.04965529531804869,198.4,199.0,215.0,387.3
overlap_id_order,1,47,1497,74.65090180360721,112.40754843019377,-0.33589066885515984,68.0,68.9,127.0,234.6
overlap_id_order,2,47,1464,78.52062841530058,109.63504098360647,-0.28379988997275407,72.6,73.5,128.4,219.3
overlap_id_order,53,47,3777,62.46539581678568,71.58252581413694,-0.12736530170818183,60.8,61.4,117.4,249.2
overlap_id_order,5,49,1714,215.3723453909015,249.1019836639442,-0.13540493647190832,212.2,213.3,258.0,416.4
overlap_id_order,3,49,1661,222.37182420228734,252.29831426851482,-0.11861549750339373,217.6,218.9,267.8,480.4
overlap_id_order,4,49,1736,218.09320276497598,245.28058755760557,-0.1108419751573062,213.0,214.2,280.8,464.9
overlap_id_order,53,49,215,209.7413953488374,246.44790697674392,-0.14894227375755453,206.8,214.5,227.2,393.7
overlap_id_order,5,48,898,240.16258351893092,266.18775055679214,-0.09776996493423784,231.2,231.8,295.6,440.2
overlap_id_order,4,48,917,240.4647764449293,261.4225736095965,-0.08016827650073244,232.0,232.7,300.4,381.3
overlap_id_order,3,48,894,244.65727069351232,269.12136465324335,-0.09090357427123053,236.6,237.4,298.4,442.2
overlap_id_order,0,50,1366,217.56076134699833,241.66544655929806,-0.09974402859609932,217.0,217.7,225.6,378.5
overlap_id_order,2,50,1402,222.44835948644692,237.9446504992863,-0.06512561211325008,222.0,222.7,227.2,363.1
overlap_id_order,53,48,107,238.9476635514019,279.429906542056,-0.14487441051540162,232.4,233.0,257.2,362.3
overlap_id_order,1,50,1365,217.9816849816828,243.42285714285728,-0.1045143108571922,217.4,218.1,222.8,387.2
overlap_id_order,0,49,315,217.82539682539695,252.705714285714,-0.13802741880573655,214.0,215.3,246.8,356.5
overlap_id_order,1,49,331,210.4604229607251,268.00483383685764,-0.2147140782959217,206.4,222.0,239.8,359.3
overlap_id_order,2,49,333,214.42762762762774,270.045045045045,-0.20595607450653275,211.0,226.6,233.8,402.3
overlap_id_order,53,50,155,218.10064516129012,235.38193548387113,-0.07341808234797675,217.8,218.2,221.8,359.0
post_movement_scoring_v6,3,47,2332,72.16363636363637,91.49232418524868,-0.2112602121952507,65.0,65.8,123.4,282.6
post_movement_scoring_v6,52,49,6996,160.10909090909007,162.74120926243356,-0.016173643819365924,157.4,157.9,175.6,233.0
post_movement_scoring_v6,4,47,2234,66.8641897940916,86.60850492390414,-0.22797201206925655,60.4,61.1,121.2,242.0
post_movement_scoring_v6,5,47,2274,66.28346525945493,89.99221635883877,-0.26345335250824986,59.6,60.2,115.6,276.3
post_movement_scoring_v6,52,48,3490,208.84143266475752,212.60538681948208,-0.01770394537519615,206.2,206.5,236.6,362.6
post_movement_scoring_v6,0,47,1519,69.60315997366696,94.97346938775502,-0.26713048999512556,61.4,62.2,118.0,200.8
post_movement_scoring_v6,52,50,4611,200.1753198872262,210.53101279548926,-0.04918844388176968,198.4,199.0,215.2,387.3
post_movement_scoring_v6,1,47,1497,76.65878423513692,112.40754843019377,-0.31802814574554306,68.0,68.9,123.2,234.6
post_movement_scoring_v6,2,47,1464,80.831830601093,109.63504098360647,-0.26271901870151493,72.6,73.5,127.0,219.3
post_movement_scoring_v6,53,47,3777,63.030818109610614,71.58252581413694,-0.11946641456506746,60.8,61.4,114.0,249.2
post_movement_scoring_v6,5,49,1714,215.12450408401645,249.1019836639442,-0.13639987558575895,212.2,213.3,246.2,416.4
post_movement_scoring_v6,3,49,1661,222.30812763395434,252.29831426851482,-0.11886796279836676,217.6,218.9,266.4,480.4
post_movement_scoring_v6,4,49,1736,217.37672811059798,245.28058755760557,-0.11376301616390339,213.0,214.2,263.8,464.9
post_movement_scoring_v6,53,49,215,209.95627906976767,246.44790697674392,-0.14807035026034843,206.8,214.5,224.0,393.7
post_movement_scoring_v6,5,48,898,238.67438752783968,266.18775055679214,-0.10336074057278,231.2,231.8,291.6,440.2
post_movement_scoring_v6,4,48,917,239.03773173391443,261.4225736095965,-0.08562704270944543,232.0,232.7,287.8,381.3
post_movement_scoring_v6,3,48,894,244.5941834451903,269.12136465324335,-0.09113799359503005,236.6,237.4,293.8,442.2
post_movement_scoring_v6,0,50,1366,217.55051244509517,241.66544655929806,-0.0997864380594673,217.0,217.7,222.8,378.5
post_movement_scoring_v6,2,50,1402,222.41925820256685,237.9446504992863,-0.06524791485810699,222.0,222.7,227.2,363.1
post_movement_scoring_v6,53,48,107,241.9514018691589,279.429906542056,-0.13412488711997028,232.4,233.0,278.0,362.3
post_movement_scoring_v6,1,50,1365,217.93523809523577,243.42285714285728,-0.10470511827352191,217.4,218.1,223.2,387.2
post_movement_scoring_v6,0,49,315,218.22539682539693,252.705714285714,-0.13644454996903221,214.0,215.3,253.8,356.5
post_movement_scoring_v6,1,49,331,210.17643504531748,268.00483383685764,-0.21577371558433156,206.4,222.0,229.2,359.3
post_movement_scoring_v6,2,49,333,214.29189189189194,270.045045045045,-0.20645871559633,211.0,226.6,234.2,402.3
post_movement_scoring_v6,53,50,155,218.04774193548366,235.38193548387113,-0.07364283717335329,217.8,218.2,221.6,359.0
repaired_control,3,47,2332,72.11166380789,91.49232418524868,-0.21182826592226223,65.0,65.8,123.4,282.6
repaired_control,52,49,6996,160.05797598627706,162.74120926243356,-0.016487730970645376,157.4,157.9,174.8,233.0
repaired_control,4,47,2234,66.81378692927524,86.60850492390414,-0.22855397413938627,60.4,61.1,121.2,242.0
repaired_control,5,47,2274,66.22515391380847,89.99221635883877,-0.26410131238751267,59.6,60.2,115.6,276.3
repaired_control,52,48,3490,208.8402292263622,212.60538681948208,-0.017709605807480266,206.2,206.5,236.6,362.6
repaired_control,0,47,1519,69.54825543120488,94.97346938775502,-0.2677085939942321,61.4,62.2,118.0,200.8
repaired_control,52,50,4611,200.1534157449577,210.53101279548926,-0.04929248623627913,198.4,199.0,215.2,387.3
repaired_control,1,47,1497,76.59812959251828,112.40754843019377,-0.318567741559754,68.0,68.9,123.2,234.6
repaired_control,2,47,1464,80.76489071038264,109.63504098360647,-0.26332958891802416,72.6,73.5,127.0,219.3
repaired_control,53,47,3777,62.98644426793734,71.58252581413694,-0.12008631224496347,60.8,61.4,114.0,249.2
repaired_control,5,49,1714,215.16231038506714,249.1019836639442,-0.136248105212458,212.2,213.3,250.8,416.4
repaired_control,3,49,1661,222.348585189644,252.29831426851482,-0.11870760676980208,217.6,218.9,266.4,480.4
repaired_control,4,49,1736,217.32880184331668,245.28058755760557,-0.11395840980576688,213.0,214.2,263.8,464.9
repaired_control,53,49,215,209.68186046511647,246.44790697674392,-0.1491838456355683,206.8,214.5,221.8,393.7
repaired_control,5,48,898,238.62828507795095,266.18775055679214,-0.10353393580731762,231.2,231.8,291.6,440.2
repaired_control,4,48,917,238.92606324972732,261.4225736095965,-0.08605419971675832,232.0,232.7,287.8,381.3
repaired_control,3,48,894,244.59127516778514,269.12136465324335,-0.09114880015960325,236.6,237.4,293.8,442.2
repaired_control,0,50,1366,217.56442166910662,241.66544655929806,-0.09972888235918209,217.0,217.7,222.8,378.5
repaired_control,2,50,1402,222.42097004279506,237.9446504992863,-0.06524072057899788,222.0,222.7,227.2,363.1
repaired_control,53,48,107,242.16448598130845,279.429906542056,-0.13336231981002677,232.4,233.0,278.0,362.3
repaired_control,1,50,1365,217.9501831501809,243.42285714285728,-0.10464372282725809,217.4,218.1,223.4,387.2
repaired_control,0,49,315,218.17142857142866,252.705714285714,-0.13665811163747654,214.0,215.3,255.2,356.5
repaired_control,1,49,331,210.2567975830817,268.00483383685764,-0.2154738607771861,206.4,222.0,229.8,359.3
repaired_control,2,49,333,214.31231231231246,270.045045045045,-0.20638309702529822,211.0,226.6,235.4,402.3
repaired_control,53,50,155,218.07354838709654,235.38193548387113,-0.07353320067316982,217.8,218.2,221.4,359.0
retained_boundary_v2,3,47,2332,568.409777015438,91.49232418524868,5.212649881585178,65.0,65.8,3410.6,282.6
retained_boundary_v2,52,49,6996,578.9605774728418,162.74120926243356,2.5575536159327683,157.4,157.9,2678.8,233.0
retained_boundary_v2,4,47,2234,1023.8495076096693,86.60850492390414,10.821581593046119,60.4,61.1,6242.4,242.0
retained_boundary_v2,5,47,2274,199.3906772207566,89.99221635883877,1.215643588837703,59.6,60.2,442.0,276.3
retained_boundary_v2,52,48,3490,246.11512893982842,212.60538681948208,0.15761473696242057,206.2,206.5,586.8,362.6
retained_boundary_v2,0,47,1519,652.244502962475,94.97346938775502,5.867649535887854,61.4,62.2,2581.4,200.8
retained_boundary_v2,52,50,4611,669.4844502277161,210.53101279548926,2.179980190747746,198.4,199.0,2813.0,387.3
retained_boundary_v2,1,47,1497,805.2482297929192,112.40754843019377,6.163649070177761,68.0,68.9,4501.6,234.6
retained_boundary_v2,2,47,1464,390.8691256830599,109.63504098360647,2.565184289405299,72.6,73.5,1196.8,219.3
retained_boundary_v2,53,47,3777,1062.8991792427853,71.58252581413694,13.848584443675382,60.8,61.4,6432.6,249.2
retained_boundary_v2,5,49,1714,287.2418903150522,249.1019836639442,0.15310960631514448,212.2,213.3,1132.4,416.4
retained_boundary_v2,3,49,1661,776.9448524984948,252.29831426851482,2.0794690592804033,217.6,218.9,3622.2,480.4
retained_boundary_v2,4,49,1736,1261.3736175115212,245.28058755760557,4.142574184413514,213.0,214.2,6467.8,464.9
retained_boundary_v2,53,49,215,1103.70511627907,246.44790697674392,3.4784519772092084,206.8,214.5,5716.4,393.7
retained_boundary_v2,5,48,898,430.4057906458806,266.18775055679214,0.6169256088816601,231.2,231.8,615.2,440.2
retained_boundary_v2,4,48,917,1761.8713195201733,261.4225736095965,5.7395531120098235,232.0,232.7,6437.2,381.3
retained_boundary_v2,3,48,894,1013.5006711409393,269.12136465324335,2.765961399782628,236.6,237.4,3593.2,442.2
retained_boundary_v2,0,50,1366,705.3737920937042,241.66544655929806,1.9188028414340352,217.0,217.7,1940.8,378.5
retained_boundary_v2,2,50,1402,355.1178316690439,237.9446504992863,0.49243881265617717,222.0,222.7,748.2,363.1
retained_boundary_v2,53,48,107,1924.4411214953275,279.429906542056,5.88702632195057,236.0,233.0,6566.6,362.3
retained_boundary_v2,1,50,1365,1283.0021978021975,243.42285714285728,4.2706726593437505,217.4,218.1,3902.0,387.2
retained_boundary_v2,0,49,315,897.2279365079361,252.705714285714,2.5504853502976697,214.0,215.3,2730.8,356.5
retained_boundary_v2,1,49,331,903.1341389728095,268.00483383685764,2.3698427227718346,206.4,222.0,3856.8,359.3
retained_boundary_v2,2,49,333,322.7309309309308,270.045045045045,0.1951003614122877,211.0,226.6,740.8,402.3
retained_boundary_v2,53,50,155,1989.49935483871,235.38193548387113,7.4522176723074605,217.8,218.2,5693.2,359.0
retained_boundary_v2_id_order,3,47,2332,1688.7321612349929,91.49232418524868,17.45763758078481,65.0,65.8,5733.6,282.6
retained_boundary_v2_id_order,52,49,6996,484.3162378502006,162.74120926243356,1.97599016281857,157.4,157.9,3225.0,233.0
retained_boundary_v2_id_order,4,47,2234,1668.8976723366154,86.60850492390414,18.269443270068457,60.4,61.1,5738.2,242.0
retained_boundary_v2_id_order,5,47,2274,1266.8667546174147,89.99221635883877,13.077514766008836,59.6,60.2,5714.0,276.3
retained_boundary_v2_id_order,52,48,3490,246.06630372492864,212.60538681948208,0.15738508513830562,206.2,206.5,586.8,362.6
retained_boundary_v2_id_order,0,47,1519,1630.0384463462817,94.97346938775502,16.163092565263742,61.4,62.2,7886.0,200.8
retained_boundary_v2_id_order,52,50,4611,563.010453263934,210.53101279548926,1.6742399886274466,198.4,199.0,3101.6,387.3
retained_boundary_v2_id_order,1,47,1497,791.3116900467601,112.40754843019377,6.039666829298147,68.0,68.9,5660.8,234.6
retained_boundary_v2_id_order,2,47,1464,735.0676229508196,109.63504098360647,5.704677777798549,72.6,73.5,5659.2,219.3
retained_boundary_v2_id_order,53,47,3777,1331.1740534816006,71.58252581413694,17.596354883285006,60.8,61.4,6747.4,249.2
retained_boundary_v2_id_order,5,49,1714,1595.419136522753,249.1019836639442,5.404682584443341,212.2,213.3,5584.2,416.4
retained_boundary_v2_id_order,3,49,1661,2294.663094521376,252.29831426851482,8.09503934330383,217.6,218.9,6176.0,480.4
retained_boundary_v2_id_order,4,49,1736,1982.6217741935473,245.28058755760557,7.083076585618162,213.0,214.2,5951.4,464.9
retained_boundary_v2_id_order,53,49,215,1347.586046511628,246.44790697674392,4.468036077250163,206.8,214.5,6865.2,393.7
retained_boundary_v2_id_order,5,48,898,2366.9844097995547,266.18775055679214,7.892161284087901,231.2,231.8,5787.0,440.2
retained_boundary_v2_id_order,4,48,917,2395.4211559432943,261.4225736095965,8.1630233872633,232.0,232.7,5790.6,381.3
retained_boundary_v2_id_order,3,48,894,2424.534899328857,269.12136465324335,8.00907626732948,236.6,237.4,5798.4,442.2
retained_boundary_v2_id_order,0,50,1366,1686.3508052708632,241.66544655929806,5.978038562319165,217.0,217.7,5076.6,378.5
retained_boundary_v2_id_order,2,50,1402,708.1349500713266,237.9446504992863,1.9760490457987858,222.0,222.7,4123.2,363.1
retained_boundary_v2_id_order,53,48,107,2342.882242990654,279.429906542056,7.384507843071676,236.0,233.0,5668.6,362.3
retained_boundary_v2_id_order,1,50,1365,708.2243223443224,243.42285714285728,1.9094405129288563,217.4,218.1,3862.4,387.2
retained_boundary_v2_id_order,0,49,315,2170.162539682539,252.705714285714,7.587706636617289,206.0,215.3,6134.4,356.5
retained_boundary_v2_id_order,1,49,331,706.3359516616315,268.00483383685764,1.6355343728300018,206.4,222.0,4107.0,359.3
retained_boundary_v2_id_order,2,49,333,712.3363363363362,270.045045045045,1.637842646649986,211.0,226.6,4114.2,402.3
retained_boundary_v2_id_order,53,50,155,2115.922580645161,235.38193548387113,7.989315923057097,217.8,218.2,6868.6,359.0
