scenario,task_stream_generation_level,topology_changed,source_manifest,task_id,segment_id,start,failed_reason,steps,path,node_window_conflicts,runtime_full_cie_astar_calls
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,114025,114025:storage_in:g4irsf2_c4,4,all_candidates_faulted,2,"[4, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,142531,142531:storage_in:g4irsf2_c5,4,all_candidates_faulted,2,"[4, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,171037,171037:storage_in:g4irsf2_c6,4,all_candidates_faulted,2,"[4, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,199543,199543:storage_in:g4irsf2_c7,4,all_candidates_faulted,2,"[4, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,2,2:storage_in:g4irsf2_c0,5,all_candidates_faulted,2,"[5, 19, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,28508,28508:storage_in:g4irsf2_c1,5,all_candidates_faulted,2,"[5, 19, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,57014,57014:storage_in:g4irsf2_c2,5,all_candidates_faulted,2,"[5, 19, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,85520,85520:storage_in:g4irsf2_c3,5,all_candidates_faulted,2,"[5, 19, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,114026,114026:storage_in:g4irsf2_c4,5,all_candidates_faulted,2,"[5, 19, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,142532,142532:storage_in:g4irsf2_c5,5,all_candidates_faulted,2,"[5, 19, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,171038,171038:storage_in:g4irsf2_c6,5,all_candidates_faulted,2,"[5, 19, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,199544,199544:storage_in:g4irsf2_c7,5,all_candidates_faulted,2,"[5, 19, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,3,3:storage_in:g4irsf2_c0,3,all_candidates_faulted,3,"[3, 16, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,28509,28509:storage_in:g4irsf2_c1,3,all_candidates_faulted,3,"[3, 16, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,57015,57015:storage_in:g4irsf2_c2,3,all_candidates_faulted,3,"[3, 16, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,85521,85521:storage_in:g4irsf2_c3,3,all_candidates_faulted,3,"[3, 16, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,114027,114027:storage_in:g4irsf2_c4,3,all_candidates_faulted,3,"[3, 16, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,142533,142533:storage_in:g4irsf2_c5,3,all_candidates_faulted,3,"[3, 16, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,171039,171039:storage_in:g4irsf2_c6,3,all_candidates_faulted,3,"[3, 16, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,199545,199545:storage_in:g4irsf2_c7,3,all_candidates_faulted,3,"[3, 16, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,4,4:storage_in:g4irsf2_c0,3,all_candidates_faulted,3,"[3, 16, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,28510,28510:storage_in:g4irsf2_c1,3,all_candidates_faulted,3,"[3, 16, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,57016,57016:storage_in:g4irsf2_c2,3,all_candidates_faulted,3,"[3, 16, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,85522,85522:storage_in:g4irsf2_c3,3,all_candidates_faulted,3,"[3, 16, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,114028,114028:storage_in:g4irsf2_c4,3,all_candidates_faulted,3,"[3, 16, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,142534,142534:storage_in:g4irsf2_c5,3,all_candidates_faulted,3,"[3, 16, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,171040,171040:storage_in:g4irsf2_c6,3,all_candidates_faulted,3,"[3, 16, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,199546,199546:storage_in:g4irsf2_c7,3,all_candidates_faulted,3,"[3, 16, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,5,5:storage_in:g4irsf2_c0,4,all_candidates_faulted,2,"[4, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,28511,28511:storage_in:g4irsf2_c1,4,all_candidates_faulted,2,"[4, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,57017,57017:storage_in:g4irsf2_c2,4,all_candidates_faulted,2,"[4, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,85523,85523:storage_in:g4irsf2_c3,4,all_candidates_faulted,2,"[4, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,114029,114029:storage_in:g4irsf2_c4,4,all_candidates_faulted,2,"[4, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,142535,142535:storage_in:g4irsf2_c5,4,all_candidates_faulted,2,"[4, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,171041,171041:storage_in:g4irsf2_c6,4,all_candidates_faulted,2,"[4, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,199547,199547:storage_in:g4irsf2_c7,4,all_candidates_faulted,2,"[4, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,6,6:storage_in:g4irsf2_c0,5,all_candidates_faulted,2,"[5, 19, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,28512,28512:storage_in:g4irsf2_c1,5,all_candidates_faulted,2,"[5, 19, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,57018,57018:storage_in:g4irsf2_c2,5,all_candidates_faulted,2,"[5, 19, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,85524,85524:storage_in:g4irsf2_c3,5,all_candidates_faulted,2,"[5, 19, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,114030,114030:storage_in:g4irsf2_c4,5,all_candidates_faulted,2,"[5, 19, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,142536,142536:storage_in:g4irsf2_c5,5,all_candidates_faulted,2,"[5, 19, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,171042,171042:storage_in:g4irsf2_c6,5,all_candidates_faulted,2,"[5, 19, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,199548,199548:storage_in:g4irsf2_c7,5,all_candidates_faulted,2,"[5, 19, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,7,7:storage_in:g4irsf2_c0,3,all_candidates_faulted,3,"[3, 16, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,28513,28513:storage_in:g4irsf2_c1,3,all_candidates_faulted,3,"[3, 16, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,57019,57019:storage_in:g4irsf2_c2,3,all_candidates_faulted,3,"[3, 16, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,85525,85525:storage_in:g4irsf2_c3,3,all_candidates_faulted,3,"[3, 16, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,114031,114031:storage_in:g4irsf2_c4,3,all_candidates_faulted,3,"[3, 16, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,142537,142537:storage_in:g4irsf2_c5,3,all_candidates_faulted,3,"[3, 16, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,171043,171043:storage_in:g4irsf2_c6,3,all_candidates_faulted,3,"[3, 16, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,199549,199549:storage_in:g4irsf2_c7,3,all_candidates_faulted,3,"[3, 16, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,9,9:storage_in:g4irsf2_c0,4,all_candidates_faulted,2,"[4, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,28515,28515:storage_in:g4irsf2_c1,4,all_candidates_faulted,2,"[4, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,57021,57021:storage_in:g4irsf2_c2,4,all_candidates_faulted,2,"[4, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,85527,85527:storage_in:g4irsf2_c3,4,all_candidates_faulted,2,"[4, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,114033,114033:storage_in:g4irsf2_c4,4,all_candidates_faulted,2,"[4, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,142539,142539:storage_in:g4irsf2_c5,4,all_candidates_faulted,2,"[4, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,171045,171045:storage_in:g4irsf2_c6,4,all_candidates_faulted,2,"[4, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,199551,199551:storage_in:g4irsf2_c7,4,all_candidates_faulted,2,"[4, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,10,10:storage_in:g4irsf2_c0,5,all_candidates_faulted,2,"[5, 19, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,28516,28516:storage_in:g4irsf2_c1,5,all_candidates_faulted,2,"[5, 19, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,57022,57022:storage_in:g4irsf2_c2,5,all_candidates_faulted,2,"[5, 19, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,85528,85528:storage_in:g4irsf2_c3,5,all_candidates_faulted,2,"[5, 19, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,114034,114034:storage_in:g4irsf2_c4,5,all_candidates_faulted,2,"[5, 19, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,142540,142540:storage_in:g4irsf2_c5,5,all_candidates_faulted,2,"[5, 19, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,171046,171046:storage_in:g4irsf2_c6,5,all_candidates_faulted,2,"[5, 19, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,199552,199552:storage_in:g4irsf2_c7,5,all_candidates_faulted,2,"[5, 19, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,13,13:storage_in:g4irsf2_c0,4,all_candidates_faulted,2,"[4, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,28519,28519:storage_in:g4irsf2_c1,4,all_candidates_faulted,2,"[4, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,57025,57025:storage_in:g4irsf2_c2,4,all_candidates_faulted,2,"[4, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,85531,85531:storage_in:g4irsf2_c3,4,all_candidates_faulted,2,"[4, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,114037,114037:storage_in:g4irsf2_c4,4,all_candidates_faulted,2,"[4, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,142543,142543:storage_in:g4irsf2_c5,4,all_candidates_faulted,2,"[4, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,171049,171049:storage_in:g4irsf2_c6,4,all_candidates_faulted,2,"[4, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,199555,199555:storage_in:g4irsf2_c7,4,all_candidates_faulted,2,"[4, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,14,14:storage_in:g4irsf2_c0,5,all_candidates_faulted,2,"[5, 19, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,28520,28520:storage_in:g4irsf2_c1,5,all_candidates_faulted,2,"[5, 19, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,57026,57026:storage_in:g4irsf2_c2,5,all_candidates_faulted,2,"[5, 19, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,85532,85532:storage_in:g4irsf2_c3,5,all_candidates_faulted,2,"[5, 19, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,114038,114038:storage_in:g4irsf2_c4,5,all_candidates_faulted,2,"[5, 19, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,142544,142544:storage_in:g4irsf2_c5,5,all_candidates_faulted,2,"[5, 19, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,171050,171050:storage_in:g4irsf2_c6,5,all_candidates_faulted,2,"[5, 19, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,199556,199556:storage_in:g4irsf2_c7,5,all_candidates_faulted,2,"[5, 19, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,15,15:storage_in:g4irsf2_c0,3,all_candidates_faulted,3,"[3, 16, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,28521,28521:storage_in:g4irsf2_c1,3,all_candidates_faulted,3,"[3, 16, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,57027,57027:storage_in:g4irsf2_c2,3,all_candidates_faulted,3,"[3, 16, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,85533,85533:storage_in:g4irsf2_c3,3,all_candidates_faulted,3,"[3, 16, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,114039,114039:storage_in:g4irsf2_c4,3,all_candidates_faulted,3,"[3, 16, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,142545,142545:storage_in:g4irsf2_c5,3,all_candidates_faulted,3,"[3, 16, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,171051,171051:storage_in:g4irsf2_c6,3,all_candidates_faulted,3,"[3, 16, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,199557,199557:storage_in:g4irsf2_c7,3,all_candidates_faulted,3,"[3, 16, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,16,16:storage_in:g4irsf2_c0,3,all_candidates_faulted,3,"[3, 16, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,28522,28522:storage_in:g4irsf2_c1,3,all_candidates_faulted,3,"[3, 16, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,57028,57028:storage_in:g4irsf2_c2,3,all_candidates_faulted,3,"[3, 16, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,85534,85534:storage_in:g4irsf2_c3,3,all_candidates_faulted,3,"[3, 16, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,114040,114040:storage_in:g4irsf2_c4,3,all_candidates_faulted,3,"[3, 16, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,142546,142546:storage_in:g4irsf2_c5,3,all_candidates_faulted,3,"[3, 16, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,171052,171052:storage_in:g4irsf2_c6,3,all_candidates_faulted,3,"[3, 16, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,199558,199558:storage_in:g4irsf2_c7,3,all_candidates_faulted,3,"[3, 16, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,20,20:storage_in:g4irsf2_c0,3,all_candidates_faulted,3,"[3, 16, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,28526,28526:storage_in:g4irsf2_c1,3,all_candidates_faulted,3,"[3, 16, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,57032,57032:storage_in:g4irsf2_c2,3,all_candidates_faulted,3,"[3, 16, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,85538,85538:storage_in:g4irsf2_c3,3,all_candidates_faulted,3,"[3, 16, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,114044,114044:storage_in:g4irsf2_c4,3,all_candidates_faulted,3,"[3, 16, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,142550,142550:storage_in:g4irsf2_c5,3,all_candidates_faulted,3,"[3, 16, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,171056,171056:storage_in:g4irsf2_c6,3,all_candidates_faulted,3,"[3, 16, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,199562,199562:storage_in:g4irsf2_c7,3,all_candidates_faulted,3,"[3, 16, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,22,22:storage_in:g4irsf2_c0,4,all_candidates_faulted,2,"[4, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,28528,28528:storage_in:g4irsf2_c1,4,all_candidates_faulted,2,"[4, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,57034,57034:storage_in:g4irsf2_c2,4,all_candidates_faulted,2,"[4, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,85540,85540:storage_in:g4irsf2_c3,4,all_candidates_faulted,2,"[4, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,114046,114046:storage_in:g4irsf2_c4,4,all_candidates_faulted,2,"[4, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,142552,142552:storage_in:g4irsf2_c5,4,all_candidates_faulted,2,"[4, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,171058,171058:storage_in:g4irsf2_c6,4,all_candidates_faulted,2,"[4, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,199564,199564:storage_in:g4irsf2_c7,4,all_candidates_faulted,2,"[4, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,23,23:storage_in:g4irsf2_c0,5,all_candidates_faulted,2,"[5, 19, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,28529,28529:storage_in:g4irsf2_c1,5,all_candidates_faulted,2,"[5, 19, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,57035,57035:storage_in:g4irsf2_c2,5,all_candidates_faulted,2,"[5, 19, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,85541,85541:storage_in:g4irsf2_c3,5,all_candidates_faulted,2,"[5, 19, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,114047,114047:storage_in:g4irsf2_c4,5,all_candidates_faulted,2,"[5, 19, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,142553,142553:storage_in:g4irsf2_c5,5,all_candidates_faulted,2,"[5, 19, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,171059,171059:storage_in:g4irsf2_c6,5,all_candidates_faulted,2,"[5, 19, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,199565,199565:storage_in:g4irsf2_c7,5,all_candidates_faulted,2,"[5, 19, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,24,24:storage_in:g4irsf2_c0,3,all_candidates_faulted,3,"[3, 16, 17, 18]",0,0
static_fault_18_22,distribution_preserving_resample,False,artifacts/tasks/g4irsf2_high_flow_manifest.json,28530,28530:storage_in:g4irsf2_c1,3,all_candidates_faulted,3,"[3, 16, 17, 18]",0,0
