source_file,schema,case_id,map,scale,speed_mps,arm,arm_label,family,ablation,config,release,coordination,status,whole_population,raw_bag_population,segment_population,capacity_eligible,denominator_raw_bags,completed_raw_bags,completion_rate,unfinished_raw_bags,deadline_success_count,deadline_success_rate,formal_timing_status,formal_timing_min_seconds,formal_timing_mean_seconds,formal_timing_p95_seconds,formal_timing_p99_seconds,formal_timing_max_seconds,binary_sha256,requested_binary_sha256,wall_seconds,event_count,safety_status
C:\PROGRAMING\czr005\.g4irsf35_worktree\outputs\runtime\cie_ablations\same_hca\a0_h_only\map2_1x.json,czr005.g4irsf35.full_population_single_arm.v1,t5_2_map2_1x_speed_2p5,map2,1,2.5,g31,G31_S4,NOT_REPORTED,NOT_REPORTED,"{""s4_score_component_mask"":0}",same_hca,G31_BASE_COORDINATION_UNCHANGED,COMPLETE,True,28506,43603,True,28506,28506,1.0,0,28506,1.0,FORMAL_SAME_HCA_FULL_POPULATION,188.0009999999893,210.76754202624144,247.20200000003388,259.2019999999937,292.60199999999895,884f36f0ceebdb0fd56924fd00fe5c8a1ebef56eb05fac4f53d66306de647155,884f36f0ceebdb0fd56924fd00fe5c8a1ebef56eb05fac4f53d66306de647155,25.495373100042343,3887176,NOT_REPORTED
C:\PROGRAMING\czr005\.g4irsf35_worktree\outputs\runtime\cie_ablations\same_hca\a1_h_q\map2_1x.json,czr005.g4irsf35.full_population_single_arm.v1,t5_2_map2_1x_speed_2p5,map2,1,2.5,g31,G31_S4,NOT_REPORTED,NOT_REPORTED,"{""s4_score_component_mask"":1}",same_hca,G31_BASE_COORDINATION_UNCHANGED,COMPLETE,True,28506,43603,True,28506,28506,1.0,0,28506,1.0,FORMAL_SAME_HCA_FULL_POPULATION,188.0009999999893,210.76115389742645,247.20200000003388,259.2019999999937,292.60199999999895,884f36f0ceebdb0fd56924fd00fe5c8a1ebef56eb05fac4f53d66306de647155,884f36f0ceebdb0fd56924fd00fe5c8a1ebef56eb05fac4f53d66306de647155,25.53252199990675,3886014,NOT_REPORTED
C:\PROGRAMING\czr005\.g4irsf35_worktree\outputs\runtime\cie_ablations\same_hca\a2_h_q_i\map2_1x.json,czr005.g4irsf35.full_population_single_arm.v1,t5_2_map2_1x_speed_2p5,map2,1,2.5,g31,G31_S4,NOT_REPORTED,NOT_REPORTED,"{""s4_score_component_mask"":3}",same_hca,G31_BASE_COORDINATION_UNCHANGED,COMPLETE,True,28506,43603,True,28506,28506,1.0,0,28506,1.0,FORMAL_SAME_HCA_FULL_POPULATION,188.0009999999893,210.55165940503892,247.20199999999022,254.00200000001496,279.20199999999386,884f36f0ceebdb0fd56924fd00fe5c8a1ebef56eb05fac4f53d66306de647155,884f36f0ceebdb0fd56924fd00fe5c8a1ebef56eb05fac4f53d66306de647155,25.398365099914372,3879900,NOT_REPORTED
C:\PROGRAMING\czr005\.g4irsf35_worktree\outputs\runtime\cie_ablations\same_hca\a4_full\map2_1x.json,czr005.g4irsf35.full_population_single_arm.v1,t5_2_map2_1x_speed_2p5,map2,1,2.5,g31,G31_S4,NOT_REPORTED,NOT_REPORTED,{},same_hca,G31_BASE_COORDINATION_UNCHANGED,COMPLETE,True,28506,43603,True,28506,28506,1.0,0,28506,1.0,FORMAL_SAME_HCA_FULL_POPULATION,188.0009999999893,210.55305735634744,247.20199999999022,254.049499999997,279.20199999999386,884f36f0ceebdb0fd56924fd00fe5c8a1ebef56eb05fac4f53d66306de647155,884f36f0ceebdb0fd56924fd00fe5c8a1ebef56eb05fac4f53d66306de647155,23.265476000029594,3878847,NOT_REPORTED
C:\PROGRAMING\czr005\.g4irsf35_worktree\outputs\runtime\cie_ablations\same_hca\b1_full_minus_q\map2_1x.json,czr005.g4irsf35.full_population_single_arm.v1,t5_2_map2_1x_speed_2p5,map2,1,2.5,g31,G31_S4,NOT_REPORTED,NOT_REPORTED,"{""s4_score_component_mask"":14}",same_hca,G31_BASE_COORDINATION_UNCHANGED,COMPLETE,True,28506,43603,True,28506,28506,1.0,0,28506,1.0,FORMAL_SAME_HCA_FULL_POPULATION,188.0009999999893,210.55907012558896,247.20199999999022,254.05199999999604,285.80199999999604,884f36f0ceebdb0fd56924fd00fe5c8a1ebef56eb05fac4f53d66306de647155,884f36f0ceebdb0fd56924fd00fe5c8a1ebef56eb05fac4f53d66306de647155,25.628470200113952,3879997,NOT_REPORTED
C:\PROGRAMING\czr005\.g4irsf35_worktree\outputs\runtime\cie_ablations\same_hca\b2_full_minus_i\map2_1x.json,czr005.g4irsf35.full_population_single_arm.v1,t5_2_map2_1x_speed_2p5,map2,1,2.5,g31,G31_S4,NOT_REPORTED,NOT_REPORTED,"{""s4_score_component_mask"":13}",same_hca,G31_BASE_COORDINATION_UNCHANGED,COMPLETE,True,28506,43603,True,28506,28506,1.0,0,28506,1.0,FORMAL_SAME_HCA_FULL_POPULATION,188.0009999999893,210.76115389742645,247.20200000003388,259.2019999999937,292.60199999999895,884f36f0ceebdb0fd56924fd00fe5c8a1ebef56eb05fac4f53d66306de647155,884f36f0ceebdb0fd56924fd00fe5c8a1ebef56eb05fac4f53d66306de647155,25.48875609994866,3886014,NOT_REPORTED
C:\PROGRAMING\czr005\.g4irsf35_worktree\outputs\runtime\cie_ablations\same_hca\b5_full_minus_strict_descent\map2_1x.json,czr005.g4irsf35.full_population_single_arm.v1,t5_2_map2_1x_speed_2p5,map2,1,2.5,g31,G31_S4,NOT_REPORTED,NOT_REPORTED,"{""enable_s4_local_potential_descent_guard"":false}",same_hca,G31_BASE_COORDINATION_UNCHANGED,COMPLETE,True,28506,43603,True,28506,28506,1.0,0,28506,1.0,FORMAL_SAME_HCA_FULL_POPULATION,188.0009999999893,210.55305735634744,247.20199999999022,254.049499999997,279.20199999999386,884f36f0ceebdb0fd56924fd00fe5c8a1ebef56eb05fac4f53d66306de647155,884f36f0ceebdb0fd56924fd00fe5c8a1ebef56eb05fac4f53d66306de647155,25.46445279987529,3878847,NOT_REPORTED
C:\PROGRAMING\czr005\.g4irsf35_worktree\outputs\runtime\cie_ablations\same_hca\c_fifo\map2_1x.json,czr005.g4irsf35.full_population_single_arm.v1,t5_2_map2_1x_speed_2p5,map2,1,2.5,g31,G31_S4,NOT_REPORTED,NOT_REPORTED,"{""merge_grant_rule"":""M1"",""merge_grant_timing_mode"":""jit_fifo""}",same_hca,"{""merge_grant_rule"":""M1"",""merge_grant_timing_mode"":""jit_fifo""}",COMPLETE,True,28506,43603,True,28506,28506,1.0,0,28506,1.0,FORMAL_SAME_HCA_FULL_POPULATION,188.0009999999893,210.54564663579737,247.20199999999022,254.00199999999677,278.20199999999386,884f36f0ceebdb0fd56924fd00fe5c8a1ebef56eb05fac4f53d66306de647155,884f36f0ceebdb0fd56924fd00fe5c8a1ebef56eb05fac4f53d66306de647155,25.261575900018215,3878593,NOT_REPORTED
C:\PROGRAMING\czr005\.g4irsf35_worktree\outputs\runtime\cie_ablations\same_hca\f1_service_rate_normalized\map2_1x.json,czr005.g4irsf35.full_population_single_arm.v1,t5_2_map2_1x_speed_2p5,map2,1,2.5,g31,G31_S4,NOT_REPORTED,NOT_REPORTED,"{""queue_time_scaling"":""service_rate_normalized""}",same_hca,G31_BASE_COORDINATION_UNCHANGED,COMPLETE,True,28506,43603,True,28506,28506,1.0,0,28506,1.0,FORMAL_SAME_HCA_FULL_POPULATION,188.0009999999893,210.55305735634744,247.20199999999022,254.049499999997,279.20199999999386,884f36f0ceebdb0fd56924fd00fe5c8a1ebef56eb05fac4f53d66306de647155,884f36f0ceebdb0fd56924fd00fe5c8a1ebef56eb05fac4f53d66306de647155,25.432360699865967,3878847,NOT_REPORTED
C:\PROGRAMING\czr005\.g4irsf35_worktree\outputs\runtime\cie_baselines\p1_neutral_fifo_final\g31\same_hca\map2_1x.json,czr005.g4irsf35.full_population_single_arm.v1,t5_2_map2_1x_speed_2p5,map2,1,2.5,g31,G31_S4,NOT_REPORTED,NOT_REPORTED,"{""merge_grant_rule"":""M1"",""merge_grant_timing_mode"":""jit_fifo""}",same_hca,"{""merge_grant_rule"":""M1"",""merge_grant_timing_mode"":""jit_fifo""}",COMPLETE,True,28506,43603,True,28506,28506,1.0,0,28506,1.0,FORMAL_SAME_HCA_FULL_POPULATION,188.0009999999893,210.54564663579737,247.20199999999022,254.00199999999677,278.20199999999386,17d73f94863e1de71e3ba8f1b41d01c25c3173614ae3edfbb071119265ceb279,17d73f94863e1de71e3ba8f1b41d01c25c3173614ae3edfbb071119265ceb279,23.777772299945354,3878593,NOT_REPORTED
C:\PROGRAMING\czr005\.g4irsf35_worktree\outputs\runtime\g4irsf35_full_population\g31\same_hca\map2_1x.json,czr005.g4irsf35.full_population_single_arm.v1,t5_2_map2_1x_speed_2p5,map2,1,2.5,g31,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,{},same_hca,G31_BASE_COORDINATION_UNCHANGED,COMPLETE,True,28506,43603,True,28506,28506,1.0,0,28506,1.0,FORMAL_SAME_HCA_FULL_POPULATION,188.0009999999893,210.55305735634744,247.20199999999022,254.049499999997,279.20199999999386,639a6af52c3fe707ae929f148b485694c4a3577140e96cf06c41a338b09b9a31,639a6af52c3fe707ae929f148b485694c4a3577140e96cf06c41a338b09b9a31,24.53465920011513,3878847,NOT_REPORTED
C:\PROGRAMING\czr005\.g4irsf35_worktree\outputs\runtime\g4irsf35_full_population\literature\g31\same_hca\map2_1x.json,czr005.g4irsf35.full_population_single_arm.v1,t5_2_map2_1x_speed_2p5,map2,1,2.5,g31,G31_S4,NOT_REPORTED,NOT_REPORTED,{},same_hca,G31_BASE_COORDINATION_UNCHANGED,COMPLETE,True,28506,43603,True,28506,28506,1.0,0,28506,1.0,FORMAL_SAME_HCA_FULL_POPULATION,188.0009999999893,210.55305735634744,247.20199999999022,254.049499999997,279.20199999999386,d08504ea570511048a112626b7c6b510b8e6808eac242af748520d41383fee04,d08504ea570511048a112626b7c6b510b8e6808eac242af748520d41383fee04,25.90344600006938,3878847,NOT_REPORTED
C:\PROGRAMING\czr005\.g4irsf35_worktree\outputs\runtime\g4irsf35_full_population\s5\same_hca\map2_1x.json,czr005.g4irsf35.full_population_single_arm.v1,t5_2_map2_1x_speed_2p5,map2,1,2.5,s5,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,"{""enable_s4_direct_neighbor_merge_calendar_visibility"":false,""enable_s4_local_potential_descent_guard"":false,""scorer_mode"":""S5_dynamic_workload_oracle""}",same_hca,G31_BASE_COORDINATION_UNCHANGED,COMPLETE,True,28506,43603,True,28506,28506,1.0,0,28506,1.0,FORMAL_SAME_HCA_FULL_POPULATION,188.0009999999893,210.66901890830135,247.20200000001205,257.0020000000348,287.80199999999604,639a6af52c3fe707ae929f148b485694c4a3577140e96cf06c41a338b09b9a31,639a6af52c3fe707ae929f148b485694c4a3577140e96cf06c41a338b09b9a31,29.43699639989063,3878857,NOT_REPORTED
C:\PROGRAMING\czr005\.g4irsf35_worktree\outputs\runtime\g4irsf35_full_population\ssp_time\same_hca\map2_1x.json,czr005.g4irsf35.full_population_single_arm.v1,t5_2_map2_1x_speed_2p5,map2,1,2.5,ssp_time,SSP_TIME_ADAPTATION_NOT_FENG_DHA,NOT_REPORTED,NOT_REPORTED,"{""enable_s4_direct_neighbor_merge_calendar_visibility"":false,""enable_s4_local_potential_descent_guard"":false,""scorer_mode"":""S3_shortest_potential_only""}",same_hca,G31_BASE_COORDINATION_UNCHANGED,COMPLETE,True,28506,43603,True,28506,28506,1.0,0,28506,1.0,FORMAL_SAME_HCA_FULL_POPULATION,188.0009999999893,210.76742626113935,247.20200000003388,259.2019999999937,292.60199999999895,639a6af52c3fe707ae929f148b485694c4a3577140e96cf06c41a338b09b9a31,639a6af52c3fe707ae929f148b485694c4a3577140e96cf06c41a338b09b9a31,20.965776400174946,3887164,NOT_REPORTED
C:\PROGRAMING\czr005\.g4irsf35_worktree\outputs\runtime\cie_baselines\p1_neutral_fifo_final\tarau_distributed_2010\same_hca\map2_1x.json,czr005.g4irsf35.full_population_single_arm.v1,t5_2_map2_1x_speed_2p5,map2,1,2.5,tarau_distributed_2010,TARAU_DISTRIBUTED_2010_ADAPTED_ROUTE_ONLY_NOT_EXACT,NOT_REPORTED,NOT_REPORTED,"{""enable_s4_direct_neighbor_merge_calendar_visibility"":false,""enable_s4_local_potential_descent_guard"":false,""merge_grant_rule"":""M1"",""merge_grant_timing_mode"":""jit_fifo"",""scorer_mode"":""TARAU_DISTRIBUTED_2010_ADAPTED_ROUTE_ONLY""}",same_hca,"{""merge_grant_rule"":""M1"",""merge_grant_timing_mode"":""jit_fifo""}",COMPLETE,True,28506,43603,True,28506,28506,1.0,0,28506,1.0,FORMAL_SAME_HCA_FULL_POPULATION,188.0009999999893,211.24695162422074,247.80199999999513,262.00200000001405,298.20199999999386,17d73f94863e1de71e3ba8f1b41d01c25c3173614ae3edfbb071119265ceb279,17d73f94863e1de71e3ba8f1b41d01c25c3173614ae3edfbb071119265ceb279,21.970915499841794,3939931,NOT_REPORTED
C:\PROGRAMING\czr005\.g4irsf35_worktree\outputs\runtime\cie_baselines\p1_neutral_fifo\tarau_local_2009\map2_1x.json,czr005.g4irsf35.full_population_single_arm.v1,t5_2_map2_1x_speed_2p5,map2,1,2.5,tarau_local_2009,TARAU_LOCAL_2009_CIE_DH_ADAPTED_NOT_EXACT,NOT_REPORTED,NOT_REPORTED,"{""enable_s4_direct_neighbor_merge_calendar_visibility"":false,""enable_s4_local_potential_descent_guard"":false,""merge_grant_rule"":""M1"",""merge_grant_timing_mode"":""jit_fifo"",""scorer_mode"":""FENG_DH_REIMPLEMENTATION_COEFFICIENTS_UNDISCLOSED""}",same_hca,"{""merge_grant_rule"":""M1"",""merge_grant_timing_mode"":""jit_fifo""}",COMPLETE,True,28506,43603,True,28506,28506,1.0,0,28506,1.0,FORMAL_SAME_HCA_FULL_POPULATION,188.0009999999893,210.88763604153664,247.20199999999022,256.4019999999946,275.80199999999604,884f36f0ceebdb0fd56924fd00fe5c8a1ebef56eb05fac4f53d66306de647155,884f36f0ceebdb0fd56924fd00fe5c8a1ebef56eb05fac4f53d66306de647155,24.19324279995635,3829878,NOT_REPORTED
C:\PROGRAMING\czr005\.g4irsf35_worktree\outputs\runtime\g4irsf35_full_population\g31\map2_2x.json,czr005.g4irsf31.map2_final_policy_case.v1,t5_2_map2_2x_speed_2p5,map2,2,2.5,g31,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,"{""decision_scope"":""one_next_edge_at_current_junction"",""direct_neighbor_merge_calendar_visibility"":{""decision_scope"":""one_next_edge_at_current_junction"",""enabled"":true,""learning_active"":false,""merge_authority"":""E4/J2_unchanged"",""read_scope"":""direct_outgoing_merge_neighbor_service_calendar_scalar"",""score_input"":""existing_target_next_available_calendar_wait"",""score_weight"":""existing_calendar_wait_weight""},""event_hotpath_policy"":""E2"",""goal_arrival_completion"":{""enabled"":true,""goal_service"":""not_reserved_or_executed"",""legacy_reference"":""HCA_Tasks_ICS_goal_arrival_completion"",""terminal_event"":""physical_goal_edge_exit""},""learning_active"":false,""local_potential_descent_guard"":{""decision_scope"":""one_next_edge_at_current_junction"",""enabled"":true,""learned_values_allowed"":false,""learning_active"":false,""no_descending_action"":""hold_retry"",""read_scope"":""current_and_direct_outgoing_neighbors"",""rule"":""H_eff(next,goal)+epsilon<H_eff(current,goal)""},""local_software_queue_cap"":{""local_queue_capacity"":0,""semantics"":""no configured software queue cap; service calendar/R3 and E4/J2 retained; capacity-triggered PIBT relief inactive""},""merge_grant_rule"":""M3"",""merge_grant_timing_mode"":""jit_fair_aging_deadline"",""queue_discipline"":""fifo"",""scorer_mode"":""S4_queue_aware_rule_only""}",NOT_REPORTED,"{""event_hotpath_policy"":""E2"",""merge_grant_rule"":""M3"",""merge_grant_timing_mode"":""jit_fair_aging_deadline"",""queue_discipline"":""fifo""}",COMPLETE_G31_MAP2_FIXED_HORIZON_CAPACITY_EVIDENCE,True,57012,87206,True,57012,57012,1.0,0,56875,0.9975969971234127,TIMING_NOT_REPORTED,,,,,,NOT_REPORTED,NOT_REPORTED,45.6061289999634,8276538,NOT_REPORTED
C:\PROGRAMING\czr005\.g4irsf35_worktree\outputs\runtime\g4irsf35_full_population\literature\feng_dh\canonical\map2_2x.json,czr005.g4irsf35.full_population_single_arm.v1,t5_2_map2_2x_speed_2p5,map2,2,2.5,feng_dh,FENG_DH_REIMPLEMENTATION_COEFFICIENTS_UNDISCLOSED_NOT_EXACT,NOT_REPORTED,NOT_REPORTED,"{""enable_s4_direct_neighbor_merge_calendar_visibility"":false,""enable_s4_local_potential_descent_guard"":false,""scorer_mode"":""FENG_DH_REIMPLEMENTATION_COEFFICIENTS_UNDISCLOSED""}",canonical,G31_BASE_COORDINATION_UNCHANGED,COMPLETE,True,57012,87206,True,57012,57012,1.0,0,57012,1.0,NOT_FORMAL_SAME_HCA,,,,,,d08504ea570511048a112626b7c6b510b8e6808eac242af748520d41383fee04,d08504ea570511048a112626b7c6b510b8e6808eac242af748520d41383fee04,69.54005749989301,8192718,NOT_REPORTED
