group_type,group_value,group_id,metric,observation_count,clone_group_count,unweighted_realized_panel_mean,reference_design_horvitz_thompson_total,reference_design_estimated_denominator,reference_design_hajek_mean,cluster_bootstrap_ci95_lower,cluster_bootstrap_ci95_upper,bootstrap_seed_sha256,bootstrap_replicates,population_inference_status,estimate_scope
kind,I3,kind:I3,delta_node_service_mean_seconds,1086,1086,4.63997879494412,,,,4.331460797466543,4.908878311526624,1c201deb270d38e8ac0f0d89eb1bf03d0464c7efa63f8015aab8c212ff8c8bf9,1000,DESCRIPTIVE_ONLY_NO_HORIZON_ASSIGNMENT_WEIGHT,DESCRIPTIVE_CONDITIONAL_ON_COMPLETE_PREREGISTERED_REALIZED_PANEL
kind,I3,kind:I3,delta_path_length_hops_mean,1086,1086,4.63997879494412,,,,4.376536207170431,4.921768169726946,aa75db2d0505645e30a426db67589913d01a109e2f81e0490f94615c58321b1c,1000,DESCRIPTIVE_ONLY_NO_HORIZON_ASSIGNMENT_WEIGHT,DESCRIPTIVE_CONDITIONAL_ON_COMPLETE_PREREGISTERED_REALIZED_PANEL
kind,I3,kind:I3,delta_path_length_hops_total,1086,1086,5.321362799263352,,,,5.031261510128913,5.601312154696132,5c31432b277b1d2377958b7c17503038354c530115d69faf6efa7137292a8018,1000,DESCRIPTIVE_ONLY_NO_HORIZON_ASSIGNMENT_WEIGHT,DESCRIPTIVE_CONDITIONAL_ON_COMPLETE_PREREGISTERED_REALIZED_PANEL
kind,I3,kind:I3,delta_source_wait_mean_seconds,1086,1086,-4.20565956124709e-05,,,,-8.625099777506156e-05,-3.2612867844397646e-06,f20cf5596cdb5c002a5d112091aef2530d1f24ac2af77f221b949ae2e06bd6bc,1000,DESCRIPTIVE_ONLY_NO_HORIZON_ASSIGNMENT_WEIGHT,DESCRIPTIVE_CONDITIONAL_ON_COMPLETE_PREREGISTERED_REALIZED_PANEL
kind,I3,kind:I3,delta_total_local_wait_mean_seconds,1086,1086,0.8257331124654265,,,,-0.2565639054142196,1.7696856793910092,b62ff0215b21466fea3bd20b3dd9e4aae3a68f13d7e3759e52029dede5db8e5d,1000,DESCRIPTIVE_ONLY_NO_HORIZON_ASSIGNMENT_WEIGHT,DESCRIPTIVE_CONDITIONAL_ON_COMPLETE_PREREGISTERED_REALIZED_PANEL
kind,I3,kind:I3,direct_affected_delta_completion_mean_seconds,1086,1086,42.48687531307512,,,,40.49980420534051,44.473915428636694,83f4a37b23f211fc902ed483de442a1111194ebb4f622e07ff2a0129ff6c17c5,1000,DESCRIPTIVE_ONLY_NO_HORIZON_ASSIGNMENT_WEIGHT,DESCRIPTIVE_CONDITIONAL_ON_COMPLETE_PREREGISTERED_REALIZED_PANEL
kind,I3,kind:I3,raw_bag_delta_deadline_miss_raw_bag_count,128,128,0.0,,,,0.0,0.0,c6c126dd43420c9ed988fc1532a43f150073f43a053a9b87f79790ca3c978f7e,1000,DESCRIPTIVE_ONLY_NO_HORIZON_ASSIGNMENT_WEIGHT,DESCRIPTIVE_CONDITIONAL_ON_COMPLETE_PREREGISTERED_REALIZED_PANEL
kind,I3,kind:I3,raw_bag_delta_java_release_mean_minutes,128,128,5.0871875115349185e-06,,,,-1.840520637776382e-05,2.1852690098016733e-05,ecebff102d8543e5f9b5aea258c39d16812e9c138ba09c80c7123a9d31128442,1000,DESCRIPTIVE_ONLY_NO_HORIZON_ASSIGNMENT_WEIGHT,DESCRIPTIVE_CONDITIONAL_ON_COMPLETE_PREREGISTERED_REALIZED_PANEL
kind,I3,kind:I3,raw_bag_delta_network_time_mean_minutes,128,128,1.4183865257328537e-05,,,,-6.993793171913929e-06,2.9860711961620605e-05,bd273d74bd9593b5c0ec499762837479321ab88e70ae95613a6d271fba11974f,1000,DESCRIPTIVE_ONLY_NO_HORIZON_ASSIGNMENT_WEIGHT,DESCRIPTIVE_CONDITIONAL_ON_COMPLETE_PREREGISTERED_REALIZED_PANEL
kind,I3,kind:I3,raw_bag_delta_original_entry_max_seconds,128,128,0.5945312499999602,,,,0.0,1.7835937499998806,301b1df2ea22f5eb6073b7c503289e97c70f2d123173f0fead58f5547d3e368c,1000,DESCRIPTIVE_ONLY_NO_HORIZON_ASSIGNMENT_WEIGHT,DESCRIPTIVE_CONDITIONAL_ON_COMPLETE_PREREGISTERED_REALIZED_PANEL
kind,I3,kind:I3,raw_bag_delta_original_entry_mean_minutes,128,128,5.087187507302193e-06,,,,-1.506892371342522e-05,2.2866167057379592e-05,e2dd1d8b3d7883db24b37299afd0798c3036ccd948056fa6ac8002c43a47f01a,1000,DESCRIPTIVE_ONLY_NO_HORIZON_ASSIGNMENT_WEIGHT,DESCRIPTIVE_CONDITIONAL_ON_COMPLETE_PREREGISTERED_REALIZED_PANEL
kind,I3,kind:I3,raw_bag_delta_original_entry_median_seconds,128,128,-0.0003639062500297996,,,,-0.0016860937500382533,0.0005943749999488546,ca55050a2c879b8f25dae4ef8832f51803cdb20a7ff40364008c5c18a36e4a30,1000,DESCRIPTIVE_ONLY_NO_HORIZON_ASSIGNMENT_WEIGHT,DESCRIPTIVE_CONDITIONAL_ON_COMPLETE_PREREGISTERED_REALIZED_PANEL
kind,I3,kind:I3,raw_bag_delta_original_entry_p95_seconds,128,128,0.0,,,,0.0,0.0,08ba7b38e1096e7fc9ef4789e3cafd74aa4def8f2944b6cddd2bb0763ecdfec4,1000,DESCRIPTIVE_ONLY_NO_HORIZON_ASSIGNMENT_WEIGHT,DESCRIPTIVE_CONDITIONAL_ON_COMPLETE_PREREGISTERED_REALIZED_PANEL
kind,I3,kind:I3,raw_bag_delta_original_entry_p99_seconds,128,128,0.0,,,,0.0,0.0,0f5b4f85815fb8b2370a400e63bd5ac266e284d2793c21486443ace330880b37,1000,DESCRIPTIVE_ONLY_NO_HORIZON_ASSIGNMENT_WEIGHT,DESCRIPTIVE_CONDITIONAL_ON_COMPLETE_PREREGISTERED_REALIZED_PANEL
kind,I3,kind:I3,raw_bag_delta_scheduled_pre_release_wait_mean_minutes,128,128,0.0,,,,0.0,0.0,7d89aceeae4b752df36b256b357a0962e9e19b51793d3470aa5bc47cad0dfa77,1000,DESCRIPTIVE_ONLY_NO_HORIZON_ASSIGNMENT_WEIGHT,DESCRIPTIVE_CONDITIONAL_ON_COMPLETE_PREREGISTERED_REALIZED_PANEL
kind,I3,kind:I3,raw_bag_delta_source_wait_mean_minutes,128,128,-9.096677746205182e-06,,,,-1.8366016511143103e-05,-4.166646111772593e-07,799feb3b0471ece4d4b9aac6f7c4871f0d02b8b9b5109aa41c5f5e266880a10c,1000,DESCRIPTIVE_ONLY_NO_HORIZON_ASSIGNMENT_WEIGHT,DESCRIPTIVE_CONDITIONAL_ON_COMPLETE_PREREGISTERED_REALIZED_PANEL
kind,I3,kind:I3,raw_bag_delta_total_system_time_mean_minutes,128,128,5.087187507302193e-06,,,,-1.8678776747214908e-05,2.3761174720274278e-05,d06eb6a78b22e4bd6bab3fcfdfee1561c00d23f09e423e6c249876990be1d7f8,1000,DESCRIPTIVE_ONLY_NO_HORIZON_ASSIGNMENT_WEIGHT,DESCRIPTIVE_CONDITIONAL_ON_COMPLETE_PREREGISTERED_REALIZED_PANEL
kind,I4,kind:I4,delta_completion_mean_seconds,1086,1086,0.2741325215327952,,,,0.06303444558262067,0.3994239000719059,a2a1dfc6efc6bc6a65c019dd803127c78e7ee4d9d0830efc34230181ed9ec6db,1000,DESCRIPTIVE_ONLY_NO_HORIZON_ASSIGNMENT_WEIGHT,DESCRIPTIVE_CONDITIONAL_ON_COMPLETE_PREREGISTERED_REALIZED_PANEL
kind,I4,kind:I4,delta_completion_p95_seconds,1086,1086,0.2739141620627153,,,,0.08262344521183694,0.3990478581952732,9fd256acd16c8269c34af8f85dc0465bc3e4f42a2617e4c195f434a069a8386c,1000,DESCRIPTIVE_ONLY_NO_HORIZON_ASSIGNMENT_WEIGHT,DESCRIPTIVE_CONDITIONAL_ON_COMPLETE_PREREGISTERED_REALIZED_PANEL
kind,I4,kind:I4,delta_completion_p99_seconds,1086,1086,0.27414436464097747,,,,0.0646654716851169,0.40250035934637146,b64e733518b080cc309b1372ffd1e8fd61bc992bd449a612d2b826fc389b39bc,1000,DESCRIPTIVE_ONLY_NO_HORIZON_ASSIGNMENT_WEIGHT,DESCRIPTIVE_CONDITIONAL_ON_COMPLETE_PREREGISTERED_REALIZED_PANEL
kind,I4,kind:I4,delta_deadline_miss_count,1086,1086,0.0,,,,0.0,0.0,4701c0831f51860ff6718f5d51448ca38128282101fe4e91c0c5e120996274fb,1000,DESCRIPTIVE_ONLY_NO_HORIZON_ASSIGNMENT_WEIGHT,DESCRIPTIVE_CONDITIONAL_ON_COMPLETE_PREREGISTERED_REALIZED_PANEL
kind,I4,kind:I4,delta_edge_travel_mean_seconds,1086,1086,0.0,,,,0.0,0.0,bef706dcd9657a333478c5b26aef419ba755b3a643cfef3eb8e99c6e7462bbf9,1000,DESCRIPTIVE_ONLY_NO_HORIZON_ASSIGNMENT_WEIGHT,DESCRIPTIVE_CONDITIONAL_ON_COMPLETE_PREREGISTERED_REALIZED_PANEL
kind,I4,kind:I4,delta_junction_wait_mean_seconds,1086,1086,0.2741466917440216,,,,0.0789816643845566,0.39719975807028307,01a163504dabe49719011cd6d7ee9f3f708bb4e42d2be9ef56b1386222093309,1000,DESCRIPTIVE_ONLY_NO_HORIZON_ASSIGNMENT_WEIGHT,DESCRIPTIVE_CONDITIONAL_ON_COMPLETE_PREREGISTERED_REALIZED_PANEL
kind,I4,kind:I4,delta_loop_extra_mean_seconds,1086,1086,0.0,,,,0.0,0.0,9d3e965c71f345ffa3c777705a954c59ab732fa6d64c0f70ee32edab0e0d96f4,1000,DESCRIPTIVE_ONLY_NO_HORIZON_ASSIGNMENT_WEIGHT,DESCRIPTIVE_CONDITIONAL_ON_COMPLETE_PREREGISTERED_REALIZED_PANEL
kind,I4,kind:I4,delta_merge_wait_mean_seconds,1086,1086,-0.09894569027124679,,,,-0.3156922982131982,0.021793730810978146,190b011ba27bbc808d97f1868d9974c4e2ff6bebb6c153d98af74b94be10539b,1000,DESCRIPTIVE_ONLY_NO_HORIZON_ASSIGNMENT_WEIGHT,DESCRIPTIVE_CONDITIONAL_ON_COMPLETE_PREREGISTERED_REALIZED_PANEL
kind,I4,kind:I4,delta_node_service_mean_seconds,1086,1086,0.0,,,,0.0,0.0,bcf151f621ba964c6427214de58859faddab9c83a060d31b57f9e505823dd5ae,1000,DESCRIPTIVE_ONLY_NO_HORIZON_ASSIGNMENT_WEIGHT,DESCRIPTIVE_CONDITIONAL_ON_COMPLETE_PREREGISTERED_REALIZED_PANEL
kind,I4,kind:I4,delta_path_length_hops_mean,1086,1086,0.0,,,,0.0,0.0,a591c5881f6ae879083dc56cacbff0286d94d9e7fd445373982739e6745f39bb,1000,DESCRIPTIVE_ONLY_NO_HORIZON_ASSIGNMENT_WEIGHT,DESCRIPTIVE_CONDITIONAL_ON_COMPLETE_PREREGISTERED_REALIZED_PANEL
kind,I4,kind:I4,delta_path_length_hops_total,1086,1086,0.0,,,,0.0,0.0,b7e59e4597c88d347cb045d1cb4e5b025b64d43f1572d777d74ddcbad71ab7d3,1000,DESCRIPTIVE_ONLY_NO_HORIZON_ASSIGNMENT_WEIGHT,DESCRIPTIVE_CONDITIONAL_ON_COMPLETE_PREREGISTERED_REALIZED_PANEL
kind,I4,kind:I4,delta_source_wait_mean_seconds,1086,1086,-1.4170211225688431e-05,,,,-4.2785168320779316e-05,2.5869610657944133e-07,253c783b376eace674038115614153035f3a775952af04f30ff9f72ecedf7e7b,1000,DESCRIPTIVE_ONLY_NO_HORIZON_ASSIGNMENT_WEIGHT,DESCRIPTIVE_CONDITIONAL_ON_COMPLETE_PREREGISTERED_REALIZED_PANEL
kind,I4,kind:I4,delta_total_local_wait_mean_seconds,1086,1086,0.2741325215327957,,,,0.07826418897428929,0.399469368469876,d68c745b244ae6d4348574eff5814358eb7c4a5f4620aa8eac65530d893577de,1000,DESCRIPTIVE_ONLY_NO_HORIZON_ASSIGNMENT_WEIGHT,DESCRIPTIVE_CONDITIONAL_ON_COMPLETE_PREREGISTERED_REALIZED_PANEL
kind,I4,kind:I4,direct_affected_delta_completion_mean_seconds,1086,1086,0.3539881583794782,,,,0.1708925322283936,0.4981114242635092,93fc4b8b946bf6b5ebce817286056f1afdb2f409dee6755fb3f77fb9a91ac3c1,1000,DESCRIPTIVE_ONLY_NO_HORIZON_ASSIGNMENT_WEIGHT,DESCRIPTIVE_CONDITIONAL_ON_COMPLETE_PREREGISTERED_REALIZED_PANEL
kind,I4,kind:I4,raw_bag_delta_deadline_miss_raw_bag_count,128,128,0.0,,,,0.0,0.0,48b896b52024f8a2bf61288210c149c6e0c9bcee939aa749e036908aa5c7b45b,1000,DESCRIPTIVE_ONLY_NO_HORIZON_ASSIGNMENT_WEIGHT,DESCRIPTIVE_CONDITIONAL_ON_COMPLETE_PREREGISTERED_REALIZED_PANEL
kind,I4,kind:I4,raw_bag_delta_java_release_mean_minutes,128,128,-2.5616181495435875e-06,,,,-1.00308632242474e-05,1.5835291348952405e-06,545b3f04735a0e9d95240317eb43bc72975d2f3e757a1fb2f20f1820ff107c24,1000,DESCRIPTIVE_ONLY_NO_HORIZON_ASSIGNMENT_WEIGHT,DESCRIPTIVE_CONDITIONAL_ON_COMPLETE_PREREGISTERED_REALIZED_PANEL
kind,I4,kind:I4,raw_bag_delta_network_time_mean_minutes,128,128,5.033433202183968e-07,,,,-7.907933331336402e-07,1.5378024091306123e-06,43f593ba27ce43e35cde382669893526b5e9bf3556e977ccf01f2aca8c122fb7,1000,DESCRIPTIVE_ONLY_NO_HORIZON_ASSIGNMENT_WEIGHT,DESCRIPTIVE_CONDITIONAL_ON_COMPLETE_PREREGISTERED_REALIZED_PANEL
kind,I4,kind:I4,raw_bag_delta_original_entry_max_seconds,128,128,0.0,,,,0.0,0.0,25fb889b0d6202caaa76dfe9f0ec4f7f50d4da33b8a26106e609aec03923ca04,1000,DESCRIPTIVE_ONLY_NO_HORIZON_ASSIGNMENT_WEIGHT,DESCRIPTIVE_CONDITIONAL_ON_COMPLETE_PREREGISTERED_REALIZED_PANEL
