schema,rule,run_id,transition_index,input_selection_sha256,map_raw_sha256,map_semantic_sha256,task_raw_sha256,source_bundle_sha256,binary_sha256,time,request_id,grant_id,lineage,request_generation,junction_queue_generation,runtime_bag_id,task_id,segment_id,upstream_node,destination_node,edge_from_node,edge_to_node,request_time,fifo_request_time,earliest_edge_entry,exact_edge_travel_seconds,projected_arrival,goal,route_score,static_remaining,destination_service_seconds,downstream_queue_pressure,deadline_slack,wait_age,task_class_code,task_class,storage_leg,source_release_age,local_queue_age,enqueue_sequence,request_expiry,slot_start,slot_end,issue_time,grant_expiry,calendar_generation,fault_generation,advertised_fault_generation,observed_claimed_request_generation,observed_claimed_junction_queue_generation,observed_claimed_calendar_generation,observed_claimed_owner_runtime_bag_id,observed_claimed_edge_from_node,observed_claimed_edge_to_node,observed_claimed_destination_node,observed_event_owner_runtime_bag_id,observed_event_edge_from_node,observed_event_edge_to_node,observed_event_destination_node,observed_junction_queue_generation,observed_calendar_generation,observed_physical_fault_generation,observed_advertised_fault_generation,observed_physical_fault_active,observed_exact_calendar_reservation_present,state,reason,row_sha256
czr005.g4irsf14.merge_grant_protocol.v2,M0,be7f35c35ec863c6f2f0c65e,10,e5688fdd82c93baafe7e78eb93e33410181baf3996317cadfd8e10285d726a94,9e8c5a236869336cf4c05a09a8ce0554f440eb45a6896972fc54116bcf78bbb4,67266b1746f64ae40b4b1b52a8a74eedc6338c90b646708db2dc29e93c514c63,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,d3ef2a05a55cbc1f0884241c16b5e4641fd5f09ae2da918a11f322fca74876ed,0d82141e8e650d682f812fe18582661ba6feb6dd08c88731c343d3caf07d6a38,8287.0464530000008,3,0,3,3,9,0,0,0:storage_in,22,24,22,24,8287.0464530000008,8287.0464530000008,8287.0464530000008,10.4,8297.4464530000005,47,-1.0981341410026431,16.399999999999999,1,0,13912.953546999999,0,4,2,false,19.201000000000931,0,6,8287.2964530000008,0,0,0,0,0,0,0,3,9,0,0,22,24,24,0,22,24,24,9,0,0,0,false,false,REQUESTED,submitted,348512918f80bdf3a93780d28f1635a8b64ba2c96712fe74531995cbbc23f341
czr005.g4irsf14.merge_grant_protocol.v2,M0,be7f35c35ec863c6f2f0c65e,11,e5688fdd82c93baafe7e78eb93e33410181baf3996317cadfd8e10285d726a94,9e8c5a236869336cf4c05a09a8ce0554f440eb45a6896972fc54116bcf78bbb4,67266b1746f64ae40b4b1b52a8a74eedc6338c90b646708db2dc29e93c514c63,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,d3ef2a05a55cbc1f0884241c16b5e4641fd5f09ae2da918a11f322fca74876ed,0d82141e8e650d682f812fe18582661ba6feb6dd08c88731c343d3caf07d6a38,8287.0464530000008,3,107374182401,3,3,9,0,0,0:storage_in,22,24,22,24,8287.0464530000008,8287.0464530000008,8287.0464530000008,10.4,8297.4464530000005,47,-1.0981341410026431,16.399999999999999,1,0,13912.953546999999,0,4,2,false,19.201000000000931,0,6,8287.2964530000008,8297.4464530000005,8298.4464530000005,8287.0464530000008,8298.4464530000005,1,0,0,3,9,1,0,22,24,24,0,22,24,24,9,1,0,0,false,false,ISSUED,exact_slot_committed,297850e50221e597a5d2396bd77717e0d2b679fea2622b482ebc3f3d18ecb92b
czr005.g4irsf14.merge_grant_protocol.v2,M0,be7f35c35ec863c6f2f0c65e,12,e5688fdd82c93baafe7e78eb93e33410181baf3996317cadfd8e10285d726a94,9e8c5a236869336cf4c05a09a8ce0554f440eb45a6896972fc54116bcf78bbb4,67266b1746f64ae40b4b1b52a8a74eedc6338c90b646708db2dc29e93c514c63,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,d3ef2a05a55cbc1f0884241c16b5e4641fd5f09ae2da918a11f322fca74876ed,0d82141e8e650d682f812fe18582661ba6feb6dd08c88731c343d3caf07d6a38,8287.0464530000008,3,107374182401,3,3,9,0,0,0:storage_in,22,24,22,24,8287.0464530000008,8287.0464530000008,8287.0464530000008,10.4,8297.4464530000005,47,-1.0981341410026431,16.399999999999999,1,0,13912.953546999999,0,4,2,false,19.201000000000931,0,6,8287.2964530000008,8297.4464530000005,8298.4464530000005,8287.0464530000008,8298.4464530000005,1,0,0,3,9,1,0,22,24,24,0,22,24,24,9,1,0,0,false,false,PREPARED,exact_slot_committed,42dfc219dbedbcff8474d8a96a5440ad50a7f753e3a89308301826103e9bc590
czr005.g4irsf14.merge_grant_protocol.v2,M0,be7f35c35ec863c6f2f0c65e,13,e5688fdd82c93baafe7e78eb93e33410181baf3996317cadfd8e10285d726a94,9e8c5a236869336cf4c05a09a8ce0554f440eb45a6896972fc54116bcf78bbb4,67266b1746f64ae40b4b1b52a8a74eedc6338c90b646708db2dc29e93c514c63,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,d3ef2a05a55cbc1f0884241c16b5e4641fd5f09ae2da918a11f322fca74876ed,0d82141e8e650d682f812fe18582661ba6feb6dd08c88731c343d3caf07d6a38,8287.0464530000008,3,107374182401,3,3,9,0,0,0:storage_in,22,24,22,24,8287.0464530000008,8287.0464530000008,8287.0464530000008,10.4,8297.4464530000005,47,-1.0981341410026431,16.399999999999999,1,0,13912.953546999999,0,4,2,false,19.201000000000931,0,6,8287.2964530000008,8297.4464530000005,8298.4464530000005,8287.0464530000008,8298.4464530000005,1,0,0,3,9,1,0,22,24,24,0,22,24,24,9,1,0,0,false,false,COMMITTED,exact_slot_committed,351de7dc59ed4c6b13967c592346e94490f21078f53fe9370a3f1e17b2aa59af
czr005.g4irsf14.merge_grant_protocol.v2,M0,be7f35c35ec863c6f2f0c65e,14,e5688fdd82c93baafe7e78eb93e33410181baf3996317cadfd8e10285d726a94,9e8c5a236869336cf4c05a09a8ce0554f440eb45a6896972fc54116bcf78bbb4,67266b1746f64ae40b4b1b52a8a74eedc6338c90b646708db2dc29e93c514c63,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,d3ef2a05a55cbc1f0884241c16b5e4641fd5f09ae2da918a11f322fca74876ed,0d82141e8e650d682f812fe18582661ba6feb6dd08c88731c343d3caf07d6a38,8297.4464530000005,3,107374182401,3,3,9,0,0,0:storage_in,22,24,22,24,8287.0464530000008,8287.0464530000008,8287.0464530000008,10.4,8297.4464530000005,47,-1.0981341410026431,16.399999999999999,1,0,13912.953546999999,0,4,2,false,19.201000000000931,0,6,8287.2964530000008,8297.4464530000005,8298.4464530000005,8287.0464530000008,8298.4464530000005,1,0,0,3,9,1,0,22,24,24,0,22,24,24,10,1,0,0,false,true,CONSUMED,consumed_at_destination_entry,0cf23ee08681b157237f9919d97b42ee49752e1637a1b686b42c4cdad8449f95
czr005.g4irsf14.merge_grant_protocol.v2,M0,be7f35c35ec863c6f2f0c65e,15,e5688fdd82c93baafe7e78eb93e33410181baf3996317cadfd8e10285d726a94,9e8c5a236869336cf4c05a09a8ce0554f440eb45a6896972fc54116bcf78bbb4,67266b1746f64ae40b4b1b52a8a74eedc6338c90b646708db2dc29e93c514c63,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,d3ef2a05a55cbc1f0884241c16b5e4641fd5f09ae2da918a11f322fca74876ed,0d82141e8e650d682f812fe18582661ba6feb6dd08c88731c343d3caf07d6a38,8867.8464530000001,4,0,4,1,1,2,1,1:storage_in,4,17,4,17,8867.8464530000001,8867.8464530000001,8867.8464530000001,3.6000000000000001,8871.4464530000005,47,-3.8062952428233312,36.799999999999997,1,0,13332.153547,0,4,2,false,0.0010000000002037268,0,11,8868.0964530000001,0,0,0,0,0,0,0,1,1,0,2,4,17,17,2,4,17,17,1,0,0,0,false,false,REQUESTED,submitted,782719a568a30f1f009b807bed9f0bdf9fe58511f8193a7ee9f4c3d7f7736dd6
czr005.g4irsf14.merge_grant_protocol.v2,M0,be7f35c35ec863c6f2f0c65e,16,e5688fdd82c93baafe7e78eb93e33410181baf3996317cadfd8e10285d726a94,9e8c5a236869336cf4c05a09a8ce0554f440eb45a6896972fc54116bcf78bbb4,67266b1746f64ae40b4b1b52a8a74eedc6338c90b646708db2dc29e93c514c63,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,d3ef2a05a55cbc1f0884241c16b5e4641fd5f09ae2da918a11f322fca74876ed,0d82141e8e650d682f812fe18582661ba6feb6dd08c88731c343d3caf07d6a38,8867.8464530000001,4,77309411330,4,1,1,2,1,1:storage_in,4,17,4,17,8867.8464530000001,8867.8464530000001,8867.8464530000001,3.6000000000000001,8871.4464530000005,47,-3.8062952428233312,36.799999999999997,1,0,13332.153547,0,4,2,false,0.0010000000002037268,0,11,8868.0964530000001,8871.4464530000005,8872.4464530000005,8867.8464530000001,8872.4464530000005,3,0,0,1,1,3,2,4,17,17,2,4,17,17,1,3,0,0,false,false,ISSUED,exact_slot_committed,c1d00ee9503a7a065e5e53795700efb14eea7971f85e2f69988756f5b80eb849
czr005.g4irsf14.merge_grant_protocol.v2,M0,be7f35c35ec863c6f2f0c65e,17,e5688fdd82c93baafe7e78eb93e33410181baf3996317cadfd8e10285d726a94,9e8c5a236869336cf4c05a09a8ce0554f440eb45a6896972fc54116bcf78bbb4,67266b1746f64ae40b4b1b52a8a74eedc6338c90b646708db2dc29e93c514c63,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,d3ef2a05a55cbc1f0884241c16b5e4641fd5f09ae2da918a11f322fca74876ed,0d82141e8e650d682f812fe18582661ba6feb6dd08c88731c343d3caf07d6a38,8867.8464530000001,4,77309411330,4,1,1,2,1,1:storage_in,4,17,4,17,8867.8464530000001,8867.8464530000001,8867.8464530000001,3.6000000000000001,8871.4464530000005,47,-3.8062952428233312,36.799999999999997,1,0,13332.153547,0,4,2,false,0.0010000000002037268,0,11,8868.0964530000001,8871.4464530000005,8872.4464530000005,8867.8464530000001,8872.4464530000005,3,0,0,1,1,3,2,4,17,17,2,4,17,17,1,3,0,0,false,false,PREPARED,exact_slot_committed,838365b74c3c2ee9630e26bef1b2eef90856e60192aa12f637a6562794bc8256
czr005.g4irsf14.merge_grant_protocol.v2,M0,be7f35c35ec863c6f2f0c65e,18,e5688fdd82c93baafe7e78eb93e33410181baf3996317cadfd8e10285d726a94,9e8c5a236869336cf4c05a09a8ce0554f440eb45a6896972fc54116bcf78bbb4,67266b1746f64ae40b4b1b52a8a74eedc6338c90b646708db2dc29e93c514c63,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,d3ef2a05a55cbc1f0884241c16b5e4641fd5f09ae2da918a11f322fca74876ed,0d82141e8e650d682f812fe18582661ba6feb6dd08c88731c343d3caf07d6a38,8867.8464530000001,4,77309411330,4,1,1,2,1,1:storage_in,4,17,4,17,8867.8464530000001,8867.8464530000001,8867.8464530000001,3.6000000000000001,8871.4464530000005,47,-3.8062952428233312,36.799999999999997,1,0,13332.153547,0,4,2,false,0.0010000000002037268,0,11,8868.0964530000001,8871.4464530000005,8872.4464530000005,8867.8464530000001,8872.4464530000005,3,0,0,1,1,3,2,4,17,17,2,4,17,17,1,3,0,0,false,false,COMMITTED,exact_slot_committed,588433d458e23780241c38bf6769fe5fd0d2c3e99f40f75fac9e0843fbc73a34
czr005.g4irsf14.merge_grant_protocol.v2,M0,be7f35c35ec863c6f2f0c65e,19,e5688fdd82c93baafe7e78eb93e33410181baf3996317cadfd8e10285d726a94,9e8c5a236869336cf4c05a09a8ce0554f440eb45a6896972fc54116bcf78bbb4,67266b1746f64ae40b4b1b52a8a74eedc6338c90b646708db2dc29e93c514c63,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,d3ef2a05a55cbc1f0884241c16b5e4641fd5f09ae2da918a11f322fca74876ed,0d82141e8e650d682f812fe18582661ba6feb6dd08c88731c343d3caf07d6a38,8871.4464530000005,4,77309411330,4,1,1,2,1,1:storage_in,4,17,4,17,8867.8464530000001,8867.8464530000001,8867.8464530000001,3.6000000000000001,8871.4464530000005,47,-3.8062952428233312,36.799999999999997,1,0,13332.153547,0,4,2,false,0.0010000000002037268,0,11,8868.0964530000001,8871.4464530000005,8872.4464530000005,8867.8464530000001,8872.4464530000005,3,0,0,1,1,3,2,4,17,17,2,4,17,17,2,3,0,0,false,true,CONSUMED,consumed_at_destination_entry,ad0a8b15143e56b9c1e760ac0648fd397e2ef0b931252c5c0838835f2687a541
czr005.g4irsf14.merge_grant_protocol.v2,M0,be7f35c35ec863c6f2f0c65e,20,e5688fdd82c93baafe7e78eb93e33410181baf3996317cadfd8e10285d726a94,9e8c5a236869336cf4c05a09a8ce0554f440eb45a6896972fc54116bcf78bbb4,67266b1746f64ae40b4b1b52a8a74eedc6338c90b646708db2dc29e93c514c63,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,d3ef2a05a55cbc1f0884241c16b5e4641fd5f09ae2da918a11f322fca74876ed,0d82141e8e650d682f812fe18582661ba6feb6dd08c88731c343d3caf07d6a38,8872.4464530000005,5,0,5,2,3,2,1,1:storage_in,17,18,17,18,8872.4464530000005,8872.4464530000005,8872.4464530000005,1.6000000000000001,8874.0464530000008,47,-4.0697232186557883,35.200000000000003,1,0,13327.553547,0,4,2,false,4.6010000000005675,0,12,8872.6964530000005,0,0,0,0,0,0,0,2,3,0,2,17,18,18,2,17,18,18,3,0,0,0,false,false,REQUESTED,submitted,8c665cdcda2faf3089b93e56873b953352f108022da7243f31712a550c47e5b3
czr005.g4irsf14.merge_grant_protocol.v2,M0,be7f35c35ec863c6f2f0c65e,21,e5688fdd82c93baafe7e78eb93e33410181baf3996317cadfd8e10285d726a94,9e8c5a236869336cf4c05a09a8ce0554f440eb45a6896972fc54116bcf78bbb4,67266b1746f64ae40b4b1b52a8a74eedc6338c90b646708db2dc29e93c514c63,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,d3ef2a05a55cbc1f0884241c16b5e4641fd5f09ae2da918a11f322fca74876ed,0d82141e8e650d682f812fe18582661ba6feb6dd08c88731c343d3caf07d6a38,8872.4464530000005,5,81604378626,5,2,3,2,1,1:storage_in,17,18,17,18,8872.4464530000005,8872.4464530000005,8872.4464530000005,1.6000000000000001,8874.0464530000008,47,-4.0697232186557883,35.200000000000003,1,0,13327.553547,0,4,2,false,4.6010000000005675,0,12,8872.6964530000005,8874.0464530000008,8875.0464530000008,8872.4464530000005,8875.0464530000008,3,0,0,2,3,3,2,17,18,18,2,17,18,18,3,3,0,0,false,false,ISSUED,exact_slot_committed,7c0c61d412575b092a6f9cafe0d03a1d998c7b8b8b8ad0d0dda38927b42d5ed4
