kind,path,size_bytes,netty_related,notes
jar,legacy/jichang_origin_readonly/Java_jar/Java_jar/netty-4.0.56.Final/jar/netty-transport-rxtx-4.0.56.Final.jar,17872,True,
jar,legacy/jichang_origin_readonly/Java_jar/Java_jar/netty-4.0.56.Final/jar/netty-transport-sctp-4.0.56.Final-sources.jar,46748,True,
jar,legacy/jichang_origin_readonly/Java_jar/Java_jar/netty-4.0.56.Final/jar/netty-transport-sctp-4.0.56.Final.jar,48736,True,
jar,legacy/jichang_origin_readonly/Java_jar/Java_jar/netty-4.0.56.Final/jar/netty-transport-udt-4.0.56.Final-sources.jar,25583,True,
jar,legacy/jichang_origin_readonly/Java_jar/Java_jar/netty-4.0.56.Final/jar/netty-transport-udt-4.0.56.Final.jar,31872,True,
jar,legacy/jichang_origin_readonly/Java_jar/Java_jar/netty-4.0.56.Final/jar/all-in-one/netty-all-4.0.56.Final-sources.jar,1809004,True,
jar,legacy/jichang_origin_readonly/Java_jar/Java_jar/netty-4.0.56.Final/jar/all-in-one/netty-all-4.0.56.Final.jar,2291648,True,
jar,legacy/jichang_origin_readonly/Java_jar/Java_jar/netty-4.1.50.Final/jar/netty-buffer-4.1.50.Final-sources.jar,188030,True,
jar,legacy/jichang_origin_readonly/Java_jar/Java_jar/netty-4.1.50.Final/jar/netty-buffer-4.1.50.Final.jar,289845,True,
jar,legacy/jichang_origin_readonly/Java_jar/Java_jar/netty-4.1.50.Final/jar/netty-build-26-sources.jar,8426,True,
jar,legacy/jichang_origin_readonly/Java_jar/Java_jar/netty-4.1.50.Final/jar/netty-build-26.jar,14364,True,
jar,legacy/jichang_origin_readonly/Java_jar/Java_jar/netty-4.1.50.Final/jar/netty-codec-4.1.50.Final-sources.jar,261341,True,
jar,legacy/jichang_origin_readonly/Java_jar/Java_jar/netty-4.1.50.Final/jar/netty-codec-4.1.50.Final.jar,320177,True,
jar,legacy/jichang_origin_readonly/Java_jar/Java_jar/netty-4.1.50.Final/jar/netty-codec-dns-4.1.50.Final-sources.jar,56353,True,
jar,legacy/jichang_origin_readonly/Java_jar/Java_jar/netty-4.1.50.Final/jar/netty-codec-dns-4.1.50.Final.jar,61348,True,
jar,legacy/jichang_origin_readonly/Java_jar/Java_jar/netty-4.1.50.Final/jar/netty-codec-haproxy-4.1.50.Final-sources.jar,23258,True,
jar,legacy/jichang_origin_readonly/Java_jar/Java_jar/netty-4.1.50.Final/jar/netty-codec-haproxy-4.1.50.Final.jar,36196,True,
jar,legacy/jichang_origin_readonly/Java_jar/Java_jar/netty-4.1.50.Final/jar/netty-codec-http-4.1.50.Final-sources.jar,459819,True,
jar,legacy/jichang_origin_readonly/Java_jar/Java_jar/netty-4.1.50.Final/jar/netty-codec-http-4.1.50.Final.jar,615560,True,
jar,legacy/jichang_origin_readonly/Java_jar/Java_jar/netty-4.1.50.Final/jar/netty-codec-http2-4.1.50.Final-sources.jar,299340,True,
jar,legacy/jichang_origin_readonly/Java_jar/Java_jar/netty-4.1.50.Final/jar/netty-codec-http2-4.1.50.Final.jar,456500,True,
jar,legacy/jichang_origin_readonly/Java_jar/Java_jar/netty-4.1.50.Final/jar/netty-codec-memcache-4.1.50.Final-sources.jar,40400,True,
jar,legacy/jichang_origin_readonly/Java_jar/Java_jar/netty-4.1.50.Final/jar/netty-codec-memcache-4.1.50.Final.jar,43099,True,
jar,legacy/jichang_origin_readonly/Java_jar/Java_jar/netty-4.1.50.Final/jar/netty-codec-mqtt-4.1.50.Final-sources.jar,38697,True,
jar,legacy/jichang_origin_readonly/Java_jar/Java_jar/netty-4.1.50.Final/jar/netty-codec-mqtt-4.1.50.Final.jar,56577,True,
jar,legacy/jichang_origin_readonly/Java_jar/Java_jar/netty-4.1.50.Final/jar/netty-codec-redis-4.1.50.Final-sources.jar,32234,True,
jar,legacy/jichang_origin_readonly/Java_jar/Java_jar/netty-4.1.50.Final/jar/netty-codec-redis-4.1.50.Final.jar,42109,True,
jar,legacy/jichang_origin_readonly/Java_jar/Java_jar/netty-4.1.50.Final/jar/netty-codec-socks-4.1.50.Final-sources.jar,85121,True,
jar,legacy/jichang_origin_readonly/Java_jar/Java_jar/netty-4.1.50.Final/jar/netty-codec-socks-4.1.50.Final.jar,119089,True,
jar,legacy/jichang_origin_readonly/Java_jar/Java_jar/netty-4.1.50.Final/jar/netty-codec-stomp-4.1.50.Final-sources.jar,21548,True,
jar,legacy/jichang_origin_readonly/Java_jar/Java_jar/netty-4.1.50.Final/jar/netty-codec-stomp-4.1.50.Final.jar,28989,True,
jar,legacy/jichang_origin_readonly/Java_jar/Java_jar/netty-4.1.50.Final/jar/netty-common-4.1.50.Final-sources.jar,554210,True,
jar,legacy/jichang_origin_readonly/Java_jar/Java_jar/netty-4.1.50.Final/jar/netty-common-4.1.50.Final.jar,626103,True,
jar,legacy/jichang_origin_readonly/Java_jar/Java_jar/netty-4.1.50.Final/jar/netty-example-4.1.50.Final-sources.jar,452672,True,
jar,legacy/jichang_origin_readonly/Java_jar/Java_jar/netty-4.1.50.Final/jar/netty-example-4.1.50.Final.jar,635715,True,
jar,legacy/jichang_origin_readonly/Java_jar/Java_jar/netty-4.1.50.Final/jar/netty-handler-4.1.50.Final-sources.jar,306174,True,
jar,legacy/jichang_origin_readonly/Java_jar/Java_jar/netty-4.1.50.Final/jar/netty-handler-4.1.50.Final.jar,455224,True,
jar,legacy/jichang_origin_readonly/Java_jar/Java_jar/netty-4.1.50.Final/jar/netty-handler-proxy-4.1.50.Final-sources.jar,15085,True,
jar,legacy/jichang_origin_readonly/Java_jar/Java_jar/netty-4.1.50.Final/jar/netty-handler-proxy-4.1.50.Final.jar,23966,True,
jar,legacy/jichang_origin_readonly/Java_jar/Java_jar/netty-4.1.50.Final/jar/netty-resolver-4.1.50.Final-sources.jar,24301,True,
jar,legacy/jichang_origin_readonly/Java_jar/Java_jar/netty-4.1.50.Final/jar/netty-resolver-4.1.50.Final.jar,33160,True,
jar,legacy/jichang_origin_readonly/Java_jar/Java_jar/netty-4.1.50.Final/jar/netty-resolver-dns-4.1.50.Final-sources.jar,98256,True,
jar,legacy/jichang_origin_readonly/Java_jar/Java_jar/netty-4.1.50.Final/jar/netty-resolver-dns-4.1.50.Final.jar,151642,True,
jar,legacy/jichang_origin_readonly/Java_jar/Java_jar/netty-4.1.50.Final/jar/netty-resolver-dns-native-macos-4.1.50.Final-osx-x86_64.jar,22219,True,
jar,legacy/jichang_origin_readonly/Java_jar/Java_jar/netty-4.1.50.Final/jar/netty-resolver-dns-native-macos-4.1.50.Final-sources.jar,8053,True,
jar,legacy/jichang_origin_readonly/Java_jar/Java_jar/netty-4.1.50.Final/jar/netty-tcnative-2.0.30.Final-osx-x86_64.jar,61293,True,
jar,legacy/jichang_origin_readonly/Java_jar/Java_jar/netty-4.1.50.Final/jar/netty-tcnative-2.0.30.Final-sources.jar,34268,True,
jar,legacy/jichang_origin_readonly/Java_jar/Java_jar/netty-4.1.50.Final/jar/netty-transport-4.1.50.Final-sources.jar,316799,True,
jar,legacy/jichang_origin_readonly/Java_jar/Java_jar/netty-4.1.50.Final/jar/netty-transport-4.1.50.Final.jar,473176,True,
jar,legacy/jichang_origin_readonly/Java_jar/Java_jar/netty-4.1.50.Final/jar/netty-transport-native-epoll-4.1.50.Final-linux-x86_64.jar,152300,True,
jar,legacy/jichang_origin_readonly/Java_jar/Java_jar/netty-4.1.50.Final/jar/netty-transport-native-epoll-4.1.50.Final-sources.jar,87381,True,
jar,legacy/jichang_origin_readonly/Java_jar/Java_jar/netty-4.1.50.Final/jar/netty-transport-native-kqueue-4.1.50.Final-osx-x86_64.jar,110554,True,
jar,legacy/jichang_origin_readonly/Java_jar/Java_jar/netty-4.1.50.Final/jar/netty-transport-native-kqueue-4.1.50.Final-sources.jar,69061,True,
jar,legacy/jichang_origin_readonly/Java_jar/Java_jar/netty-4.1.50.Final/jar/netty-transport-native-unix-common-4.1.50.Final-sources.jar,55601,True,
jar,legacy/jichang_origin_readonly/Java_jar/Java_jar/netty-4.1.50.Final/jar/netty-transport-native-unix-common-4.1.50.Final.jar,33065,True,
jar,legacy/jichang_origin_readonly/Java_jar/Java_jar/netty-4.1.50.Final/jar/netty-transport-rxtx-4.1.50.Final-sources.jar,11458,True,
jar,legacy/jichang_origin_readonly/Java_jar/Java_jar/netty-4.1.50.Final/jar/netty-transport-rxtx-4.1.50.Final.jar,18202,True,
jar,legacy/jichang_origin_readonly/Java_jar/Java_jar/netty-4.1.50.Final/jar/netty-transport-sctp-4.1.50.Final-sources.jar,46347,True,
jar,legacy/jichang_origin_readonly/Java_jar/Java_jar/netty-4.1.50.Final/jar/netty-transport-sctp-4.1.50.Final.jar,49247,True,
jar,legacy/jichang_origin_readonly/Java_jar/Java_jar/netty-4.1.50.Final/jar/netty-transport-udt-4.1.50.Final-sources.jar,25357,True,
jar,legacy/jichang_origin_readonly/Java_jar/Java_jar/netty-4.1.50.Final/jar/netty-transport-udt-4.1.50.Final.jar,32117,True,
jar,legacy/jichang_origin_readonly/Java_jar/Java_jar/netty-4.1.50.Final/jar/all-in-one/netty-all-4.1.50.Final-sources.jar,3504090,True,
jar,legacy/jichang_origin_readonly/Java_jar/Java_jar/netty-4.1.50.Final/jar/all-in-one/netty-all-4.1.50.Final.jar,4213710,True,
jar,legacy/jichang_origin_readonly/Java_jar/Java_jar/netty-4.1.50.Final/javadoc/netty-all-4.1.50.Final-javadoc.jar,9365448,True,
class,legacy/jichang_origin_readonly/bin/App/Astar$1.class,797,False,
class,legacy/jichang_origin_readonly/bin/App/Astar.class,5231,False,
class,legacy/jichang_origin_readonly/bin/App/Edge.class,1228,False,
class,legacy/jichang_origin_readonly/bin/App/ICS_PathFinding$1.class,1012,False,
class,legacy/jichang_origin_readonly/bin/App/ICS_PathFinding.class,17173,False,
class,legacy/jichang_origin_readonly/bin/App/Map.class,6048,False,
class,legacy/jichang_origin_readonly/bin/App/Node.class,1468,False,
class,legacy/jichang_origin_readonly/bin/App/Route.class,3169,False,
class,legacy/jichang_origin_readonly/bin/App/task.class,1879,False,
class,legacy/jichang_origin_readonly/bin/App/Tasks.class,9003,False,
class,legacy/jichang_origin_readonly/bin/App/Vertex.class,1944,False,
class,legacy/jichang_origin_readonly/bin/communication/decode1.class,7290,False,
class,legacy/jichang_origin_readonly/bin/communication/SocketClient$ClientChannelHandler.class,2075,False,
class,legacy/jichang_origin_readonly/bin/communication/SocketClient.class,3185,False,
class,legacy/jichang_origin_readonly/bin/communication/SocketClientHandler.class,5106,False,
class,legacy/jichang_origin_readonly/bin/ICS_GUI/ICS_GUI$1.class,1407,False,
class,legacy/jichang_origin_readonly/bin/ICS_GUI/ICS_GUI$2.class,1737,False,
class,legacy/jichang_origin_readonly/bin/ICS_GUI/ICS_GUI$3.class,1675,False,
class,legacy/jichang_origin_readonly/bin/ICS_GUI/ICS_GUI$4.class,1672,False,
class,legacy/jichang_origin_readonly/bin/ICS_GUI/ICS_GUI$5.class,1268,False,
class,legacy/jichang_origin_readonly/bin/ICS_GUI/ICS_GUI$6.class,1268,False,
class,legacy/jichang_origin_readonly/bin/ICS_GUI/ICS_GUI$7.class,1300,False,
class,legacy/jichang_origin_readonly/bin/ICS_GUI/ICS_GUI$8.class,948,False,
class,legacy/jichang_origin_readonly/bin/ICS_GUI/ICS_GUI$9.class,6184,False,
class,legacy/jichang_origin_readonly/bin/ICS_GUI/ICS_GUI.class,17977,False,
class,legacy/jichang_origin_readonly/bin/RUN/Main$1.class,770,False,
class,legacy/jichang_origin_readonly/bin/RUN/Main.class,5516,False,
class,legacy/jichang_origin_readonly/bin/RUN/test.class,1024,False,
java_source,legacy/jichang_origin_readonly/src/App/Astar.java,4627,False,
java_source,legacy/jichang_origin_readonly/src/App/Edge.java,648,False,
java_source,legacy/jichang_origin_readonly/src/App/ICS_PathFinding.java,17669,False,
java_source,legacy/jichang_origin_readonly/src/App/Map.java,4281,False,
java_source,legacy/jichang_origin_readonly/src/App/Node.java,899,False,
java_source,legacy/jichang_origin_readonly/src/App/Route.java,1362,False,
java_source,legacy/jichang_origin_readonly/src/App/task.java,1444,False,
java_source,legacy/jichang_origin_readonly/src/App/Tasks.java,7928,False,
java_source,legacy/jichang_origin_readonly/src/App/Vertex.java,1189,False,
java_source,legacy/jichang_origin_readonly/src/communication/decode1.java,6459,False,
java_source,legacy/jichang_origin_readonly/src/communication/SocketClient.java,2782,False,
java_source,legacy/jichang_origin_readonly/src/communication/SocketClientHandler.java,3095,False,
java_source,legacy/jichang_origin_readonly/src/ICS_GUI/ICS_GUI.java,25803,False,
java_source,legacy/jichang_origin_readonly/src/RUN/Main.java,8807,False,
java_source,legacy/jichang_origin_readonly/src/RUN/test.java,777,False,
directory,legacy/jichang_origin_readonly/bin,,False,dependency/search directory
directory,legacy/jichang_origin_readonly/Java_jar,,False,dependency/search directory
directory,legacy/jichang_origin_readonly/Java_jar/Java_jar,,False,dependency/search directory
