task_id,segment_id,start_node,entry_time,java_release_time,output_start_time,output_tth,finish_time_if_reconstructable,tth_if_entry_denominator,tth_if_release_denominator,closest_denominator,confidence
898,898:storage_out,52,20700,20784,20841,210,21051,351,267,java_release_time_tth,medium
899,899:storage_in,4,17882.77395,17882,17884,80,17964,81.22605,82,original_entry_time_tth,medium
899,899:storage_out,52,22500,22546,23072,199,23271,771,725,java_release_time_tth,medium
900,900:storage_in,1,17884.7447,17884,17887,50,17937,52.2553,53,original_entry_time_tth,medium
900,900:storage_out,52,22200,22292,22621,210,22831,631,539,java_release_time_tth,medium
901,901:storage_in,5,17885.43647,17885,17886,79,17965,79.56353,80,original_entry_time_tth,medium
901,901:storage_out,52,23100,23117,23305,199,23504,404,387,java_release_time_tth,medium
902,902:storage_in,2,17887.71844,17887,17887,53,17940,52.28156,53,java_release_time_tth,high
902,902:storage_out,52,20700,20785,20842,235,21077,377,292,java_release_time_tth,medium
903,903:storage_in,1,17891.93781,17891,17892,50,17942,50.06219,51,original_entry_time_tth,medium
903,903:storage_out,52,24000,24032,24385,235,24620,620,588,java_release_time_tth,medium
904,904:storage_in,0,17891.97797,17891,17893,46,17939,47.02203,48,original_entry_time_tth,medium
904,904:storage_out,52,21300,21369,21424,210,21634,334,265,java_release_time_tth,medium
905,905:storage_in,1,17897.31131,17897,17897,50,17947,49.68869,50,java_release_time_tth,high
905,905:storage_out,52,21300,21370,21426,210,21636,336,266,java_release_time_tth,medium
906,906:storage_in,3,17899.56219,17899,17899,54,17953,53.43781,54,java_release_time_tth,high
906,906:storage_out,52,21900,22020,22093,199,22292,392,272,java_release_time_tth,medium
907,907:storage_in,3,17899.81621,17900,17901,54,17955,55.18379,55,java_release_time_tth,medium
907,907:storage_out,52,20400,20432,20451,200,20651,251,219,java_release_time_tth,medium
908,908:storage_in,2,17900.30126,17900,17900,75,17975,74.69874,75,java_release_time_tth,high
908,908:storage_out,52,22200,22293,22623,235,22858,658,565,java_release_time_tth,medium
909,909:storage_in,2,17900.80949,17901,17902,75,17977,76.19051,76,java_release_time_tth,medium
909,909:storage_out,52,21900,22021,22094,185,22279,379,258,java_release_time_tth,medium
910,910:storage_in,4,17902.61543,17902,17902,47,17949,46.38457,47,java_release_time_tth,high
910,910:storage_out,52,20400,20433,20453,146,20599,199,166,java_release_time_tth,medium
911,911:storage_in,0,17903.57171,17903,17905,46,17951,47.42829,48,original_entry_time_tth,medium
911,911:storage_out,52,26700,26714,27523,210,27733,1033,1019,java_release_time_tth,medium
912,912:storage_in,4,17905.11719,17905,17905,80,17985,79.88281,80,java_release_time_tth,high
912,912:storage_out,52,24300,24328,24678,250,24928,628,600,java_release_time_tth,medium
913,913:storage_in,5,17905.28832,17905,17905,77,17982,76.71168,77,java_release_time_tth,high
913,913:storage_out,52,20400,20434,20454,171,20625,225,191,java_release_time_tth,medium
914,914:storage_in,0,17906.31665,17906,17908,72,17980,73.68335,74,original_entry_time_tth,medium
914,914:storage_out,52,21300,21371,21428,213,21641,341,270,java_release_time_tth,medium
915,915:storage_in,1,17906.97427,17906,17906,50,17956,49.02573,50,java_release_time_tth,high
915,915:storage_out,52,21900,22022,22097,210,22307,407,285,java_release_time_tth,medium
916,916:storage_in,53,17908.00578,17908,17911,47,17958,49.99422,50,original_entry_time_tth,medium
916,916:storage_out,52,23700,23770,23820,210,24030,330,260,java_release_time_tth,medium
917,917:storage_in,5,17910.22898,17910,17910,79,17989,78.77102,79,java_release_time_tth,high
917,917:storage_out,52,21900,22023,22099,199,22298,398,275,java_release_time_tth,medium
918,918:storage_in,2,17910.46064,17910,17910,53,17963,52.53936,53,java_release_time_tth,high
918,918:storage_out,52,25200,25206,25669,235,25904,704,698,java_release_time_tth,medium
919,919:storage_in,0,17910.60955,17910,17910,50,17960,49.39045,50,java_release_time_tth,high
919,919:storage_out,52,22500,22547,23073,185,23258,758,711,java_release_time_tth,medium
920,920:storage_in,3,17913.21419,17913,17913,54,17967,53.78581,54,java_release_time_tth,high
920,920:storage_out,52,28500,28501,28803,222,29025,525,524,java_release_time_tth,medium
921,921:storage_in,3,17914.77433,17914,17915,54,17969,54.22567,55,original_entry_time_tth,medium
921,921:storage_out,52,21900,22024,22101,275,22376,476,352,java_release_time_tth,medium
922,922:storage_in,0,17915.76975,17915,17915,50,17965,49.23025,50,java_release_time_tth,high
922,922:storage_out,52,21900,22025,22102,185,22287,387,262,java_release_time_tth,medium
923,923:storage_in,1,17916.65683,17916,17918,72,17990,73.34317,74,original_entry_time_tth,medium
923,923:storage_out,52,22500,22548,23074,235,23309,809,761,java_release_time_tth,medium
924,924:storage_in,4,17917.44088,17917,17917,80,17997,79.55912,80,java_release_time_tth,high
924,924:storage_out,52,20700,20786,20844,199,21043,343,257,java_release_time_tth,medium
925,925:storage_in,4,17918.56834,17918,17919,80,17999,80.43166,81,original_entry_time_tth,medium
925,925:storage_out,52,20400,20435,20457,197,20654,254,219,java_release_time_tth,medium
926,926:storage_in,5,17919.97302,17919,17921,79,18000,80.02698,81,original_entry_time_tth,medium
926,926:storage_out,52,20700,20787,20845,250,21095,395,308,java_release_time_tth,medium
927,927:storage_in,3,17922.77426,17922,17922,54,17976,53.22574,54,java_release_time_tth,high
927,927:storage_out,52,20700,20788,20846,199,21045,345,257,java_release_time_tth,medium
928,928:storage_in,5,17923.84546,17923,17923,79,18002,78.15454,79,java_release_time_tth,high
928,928:storage_out,52,23700,23771,23821,146,23967,267,196,java_release_time_tth,medium
929,929:storage_in,2,17923.93782,17923,17924,53,17977,53.06218,54,original_entry_time_tth,medium
929,929:storage_out,52,22200,22294,22627,213,22840,640,546,java_release_time_tth,medium
930,930:storage_in,4,17925.3341,17925,17925,47,17972,46.6659,47,java_release_time_tth,high
930,930:storage_out,52,20700,20789,20849,199,21048,348,259,java_release_time_tth,medium
931,931:direct,3,17926.45068,17926,17926,196,18122,195.54932,196,java_release_time_tth,high
932,932:storage_in,3,17926.62171,17927,17928,54,17982,55.37829,55,java_release_time_tth,medium
932,932:storage_out,52,20400,20436,20459,200,20659,259,223,java_release_time_tth,medium
933,933:storage_in,5,17927.97292,17927,17927,46,17973,45.02708,46,java_release_time_tth,high
933,933:storage_out,52,24000,24033,24387,199,24586,586,553,java_release_time_tth,medium
934,934:storage_in,0,17929.27116,17929,17931,72,18003,73.72884,74,original_entry_time_tth,medium
934,934:storage_out,52,21900,22026,22103,210,22313,413,287,java_release_time_tth,medium
935,935:storage_in,3,17930.66752,17930,17930,54,17984,53.33248,54,java_release_time_tth,high
935,935:storage_out,52,22200,22295,22629,199,22828,628,533,java_release_time_tth,medium
936,936:storage_in,1,17932.10649,17932,17932,72,18004,71.89351,72,java_release_time_tth,high
936,936:storage_out,52,22200,22296,22631,213,22844,644,548,java_release_time_tth,medium
937,937:storage_in,4,17933.44073,17933,17933,80,18013,79.55927,80,java_release_time_tth,high
937,937:storage_out,52,21900,22027,22104,250,22354,454,327,java_release_time_tth,medium
938,938:direct,4,17934.39291,17934,17935,196,18131,196.60709,197,original_entry_time_tth,medium
939,939:storage_in,2,17934.8111,17934,17934,53,17987,52.1889,53,java_release_time_tth,high
939,939:storage_out,52,22200,22297,22633,213,22846,646,549,java_release_time_tth,medium
940,940:storage_in,5,17936.00073,17936,17937,79,18016,79.99927,80,original_entry_time_tth,medium
940,940:storage_out,52,21900,22028,22105,199,22304,404,276,java_release_time_tth,medium
941,941:direct,5,17936.89557,17937,17939,189,18128,191.10443,191,java_release_time_tth,medium
942,942:storage_in,0,17937.47783,17937,17938,72,18010,72.52217,73,original_entry_time_tth,medium
942,942:storage_out,52,26400,26416,27120,210,27330,930,914,java_release_time_tth,medium
943,943:storage_in,3,17938.76972,17938,17938,54,17992,53.23028,54,java_release_time_tth,high
943,943:storage_out,52,20700,20790,20850,250,21100,400,310,java_release_time_tth,medium
944,944:storage_in,3,17939.78402,17939,17940,54,17994,54.21598,55,original_entry_time_tth,medium
944,944:storage_out,52,20400,20437,20462,146,20608,208,171,java_release_time_tth,medium
945,945:storage_in,4,17941.30628,17941,17941,80,18021,79.69372,80,java_release_time_tth,high
945,945:storage_out,52,22200,22298,22635,275,22910,710,612,java_release_time_tth,medium
946,946:storage_in,1,17945.43981,17945,17945,50,17995,49.56019,50,java_release_time_tth,high
946,946:storage_out,52,28800,28801,28954,210,29164,364,363,java_release_time_tth,medium
947,947:storage_in,5,17946.77409,17946,17946,79,18025,78.22591,79,java_release_time_tth,high
947,947:storage_out,52,22200,22299,22637,199,22836,636,537,java_release_time_tth,medium
948,948:direct,4,17947.95492,17947,17947,196,18143,195.04508,196,java_release_time_tth,high
949,949:storage_in,2,17950.58807,17950,17950,53,18003,52.41193,53,java_release_time_tth,high
949,949:storage_out,52,25200,25207,25671,235,25906,706,699,java_release_time_tth,medium
950,950:storage_in,5,17953.23343,17953,17953,46,17999,45.76657,46,java_release_time_tth,high
950,950:storage_out,52,22200,22300,22639,171,22810,610,510,java_release_time_tth,medium
951,951:storage_in,1,17953.78538,17953,17954,50,18004,50.21462,51,original_entry_time_tth,medium
951,951:storage_out,52,23700,23772,23822,210,24032,332,260,java_release_time_tth,medium
952,952:storage_in,2,17957.17849,17957,17957,53,18010,52.82151,53,java_release_time_tth,high
952,952:storage_out,52,25200,25208,25673,210,25883,683,675,java_release_time_tth,medium
953,953:direct,3,17961.17885,17961,17961,196,18157,195.82115,196,java_release_time_tth,high
954,954:storage_in,1,17962.33332,17962,17962,50,18012,49.66668,50,java_release_time_tth,high
954,954:storage_out,52,21300,21372,21430,210,21640,340,268,java_release_time_tth,medium
955,955:storage_in,0,17964.10649,17964,17964,72,18036,71.89351,72,java_release_time_tth,high
955,955:storage_out,52,22200,22301,22640,185,22825,625,524,java_release_time_tth,medium
956,956:storage_in,1,17967.57944,17967,17967,50,18017,49.42056,50,java_release_time_tth,high
956,956:storage_out,52,22200,22302,22643,213,22856,656,554,java_release_time_tth,medium
957,957:storage_in,2,17970.25449,17970,17970,53,18023,52.74551,53,java_release_time_tth,high
957,957:storage_out,52,22200,22303,22645,210,22855,655,552,java_release_time_tth,medium
958,958:storage_in,3,17970.66767,17970,17970,49,18019,48.33233,49,java_release_time_tth,high
958,958:storage_out,52,22200,22304,22647,199,22846,646,542,java_release_time_tth,medium
959,959:direct,4,17971.84549,17971,17971,196,18167,195.15451,196,java_release_time_tth,high
960,960:direct,4,17973.4366,17973,17974,218,18192,218.5634,219,original_entry_time_tth,medium
961,961:storage_in,5,17974.51215,17974,17975,77,18052,77.48785,78,original_entry_time_tth,medium
961,961:storage_out,52,21600,21616,21623,146,21769,169,153,java_release_time_tth,medium
962,962:storage_in,53,17974.68911,17974,17974,73,18047,72.31089,73,java_release_time_tth,high
962,962:storage_out,52,23700,23773,23823,185,24008,308,235,java_release_time_tth,medium
963,963:direct,5,17976.00086,17976,17977,275,18252,275.99914,276,original_entry_time_tth,medium
964,964:storage_in,3,17978.76978,17978,17978,54,18032,53.23022,54,java_release_time_tth,high
964,964:storage_out,52,22200,22305,22649,199,22848,648,543,java_release_time_tth,medium
965,965:storage_in,4,17979.56234,17979,17979,47,18026,46.43766,47,java_release_time_tth,high
965,965:storage_out,52,21300,21373,21432,171,21603,303,230,java_release_time_tth,medium
966,966:storage_in,3,17979.81632,17979,17980,54,18034,54.18368,55,original_entry_time_tth,medium
966,966:storage_out,52,22200,22306,22650,146,22796,596,490,java_release_time_tth,medium
967,967:storage_in,0,17980.14449,17980,17982,72,18054,73.85551,74,original_entry_time_tth,medium
967,967:storage_out,52,27600,27604,28310,210,28520,920,916,java_release_time_tth,medium
968,968:storage_in,4,17981.30625,17981,17981,47,18028,46.69375,47,java_release_time_tth,high
968,968:storage_out,52,22500,22549,23075,250,23325,825,776,java_release_time_tth,medium
969,969:storage_in,4,17982.6216,17982,17983,47,18030,47.3784,48,original_entry_time_tth,medium
969,969:storage_out,52,21600,21617,21624,200,21824,224,207,java_release_time_tth,medium
970,970:storage_in,1,17982.77315,17982,17985,50,18035,52.22685,53,original_entry_time_tth,medium
970,970:storage_out,52,21300,21374,21434,185,21619,319,245,java_release_time_tth,medium
971,971:storage_in,5,17983.97295,17983,17983,77,18060,76.02705,77,java_release_time_tth,high
971,971:storage_out,52,22500,22550,23076,199,23275,775,725,java_release_time_tth,medium
972,972:storage_in,5,17985.14964,17985,17985,79,18064,78.85036,79,java_release_time_tth,high
972,972:storage_out,52,21600,21618,21625,146,21771,171,153,java_release_time_tth,medium
973,973:storage_in,2,17985.43983,17985,17985,53,18038,52.56017,53,java_release_time_tth,high
973,973:storage_out,52,22200,22307,22651,210,22861,661,554,java_release_time_tth,medium
974,974:storage_in,3,17986.6396,17986,17986,54,18040,53.3604,54,java_release_time_tth,high
974,974:storage_out,52,25800,25822,26189,199,26388,588,566,java_release_time_tth,medium
975,975:storage_in,3,17987.95495,17987,17988,54,18042,54.04505,55,original_entry_time_tth,medium
975,975:storage_out,52,21600,21619,21626,200,21826,226,207,java_release_time_tth,medium
976,976:storage_in,2,17989.16866,17989,17989,78,18067,77.83134,78,java_release_time_tth,high
976,976:storage_out,52,22200,22308,22653,213,22866,666,558,java_release_time_tth,medium
977,977:storage_in,4,17989.33408,17989,17989,80,18069,79.66592,80,java_release_time_tth,high
977,977:storage_out,52,22200,22309,22655,250,22905,705,596,java_release_time_tth,medium
978,978:storage_in,0,17990.81116,17990,17990,72,18062,71.18884,72,java_release_time_tth,high
978,978:storage_out,52,21300,21375,21435,210,21645,345,270,java_release_time_tth,medium
979,979:storage_in,5,17992.10732,17992,17992,79,18071,78.89268,79,java_release_time_tth,high
979,979:storage_out,52,22500,22551,23078,199,23277,777,726,java_release_time_tth,medium
980,980:storage_in,1,17993.26379,17993,17993,50,18043,49.73621,50,java_release_time_tth,high
980,980:storage_out,52,24300,24329,24679,210,24889,589,560,java_release_time_tth,medium
981,981:direct,3,17994.66758,17994,17994,225,18219,224.33242,225,java_release_time_tth,high
982,982:direct,5,17995.56235,17995,17997,194,18191,195.43765,196,original_entry_time_tth,medium
983,983:storage_in,2,17995.9215,17995,17995,78,18073,77.0785,78,java_release_time_tth,high
983,983:storage_out,52,21300,21376,21437,185,21622,322,246,java_release_time_tth,medium
984,984:storage_in,4,17997.33412,17997,17997,80,18077,79.66588,80,java_release_time_tth,high
984,984:storage_out,52,22500,22552,23079,250,23329,829,777,java_release_time_tth,medium
985,985:direct,3,17998.39285,17998,17998,196,18194,195.60715,196,java_release_time_tth,high
986,986:storage_in,4,18001.0063,18001,18001,80,18081,79.9937,80,java_release_time_tth,high
986,986:storage_out,52,21600,21620,21628,222,21850,250,230,java_release_time_tth,medium
987,987:storage_in,5,18002.76997,18002,18002,77,18079,76.23003,77,java_release_time_tth,high
987,987:storage_out,52,26400,26417,27122,199,27321,921,904,java_release_time_tth,medium
988,988:storage_in,0,18006.81115,18006,18006,72,18078,71.18885,72,java_release_time_tth,high
988,988:storage_out,52,23700,23774,23824,210,24034,334,260,java_release_time_tth,medium
989,989:storage_in,1,18009.10977,18009,18009,50,18059,49.89023,50,java_release_time_tth,high
989,989:storage_out,52,20700,20791,20851,213,21064,364,273,java_release_time_tth,medium
990,990:direct,4,18009.17876,18009,18009,189,18198,188.82124,189,java_release_time_tth,high
991,991:direct,5,18011.84538,18011,18011,194,18205,193.15462,194,java_release_time_tth,high
992,992:storage_in,2,18011.91996,18011,18011,53,18064,52.08004,53,java_release_time_tth,high
992,992:storage_out,52,23700,23775,23826,210,24036,336,261,java_release_time_tth,medium
993,993:storage_in,0,18014.44891,18014,18015,46,18061,46.55109,47,original_entry_time_tth,medium
