scenario,event_variant,segment_id,task_id,edge,ready_time,blocked_reason,occupying_task_id,occupancy_start,occupancy_end,earliest_release_time,wait_needed,can_current_node_hold,queue_rank,queue_length
legacy_first16,g3d_reroute_anchor,10:storage_in,10,27->28,10126.772939999999,edge_capacity,8,10117.7,10128.5,10128.506480000002,1.733540000002904,True,2,2
legacy_first16,g3d_reroute_anchor,10:storage_in,10,27->28,10127.772939999999,edge_capacity,8,10117.7,10128.5,10128.506480000002,0.733540000002904,True,2,2
legacy_first16,g3d_reroute_anchor,14:storage_in,14,18->22,10679.68828,edge_capacity,13,10672.4,10680.8,10680.77885,1.090570000000298,True,2,2
legacy_first16,g3d_reroute_anchor,14:storage_in,14,18->22,10680.68828,edge_capacity,13,10672.4,10680.8,10680.77885,0.09057000000029802,True,2,2
legacy_first16,g3d_reroute_anchor,15:storage_in,15,18->22,10685.645400000001,edge_capacity,14,10681.7,10690.1,10690.08828,4.442879999998695,True,2,2
legacy_first16,g3d_reroute_anchor,15:storage_in,15,18->22,10686.645400000001,edge_capacity,14,10681.7,10690.1,10690.08828,3.442879999998695,True,2,2
legacy_first16,g3d_reroute_anchor,15:storage_in,15,18->22,10687.645400000001,edge_capacity,14,10681.7,10690.1,10690.08828,2.442879999998695,True,2,2
legacy_first16,g3d_reroute_anchor,15:storage_in,15,18->22,10688.645400000001,edge_capacity,14,10681.7,10690.1,10690.08828,1.442879999998695,True,2,2
legacy_first16,g3d_reroute_anchor,15:storage_in,15,18->22,10689.645400000001,edge_capacity,14,10681.7,10690.1,10690.08828,0.442879999998695,True,2,2
legacy_first16,g3d_reroute_anchor,14:storage_in,14,22->24,10691.08828,edge_capacity,13,10681.8,10692.2,10692.17885,1.090570000000298,True,2,2
legacy_first16,edge_release_wait_scheduler,2:storage_in,2,18->22,8882.216299,edge_capacity,1,8875.05,8883.45,8883.445453,1.2291540000005625,True,2,2
legacy_first16,edge_release_wait_scheduler,3:storage_in,3,18->22,8889.800872000002,edge_capacity,2,8883.45,8891.85,8891.845453,2.0445809999982885,True,2,2
legacy_first16,edge_release_wait_scheduler,2:storage_in,2,22->24,8892.845453,edge_capacity,1,8884.45,8894.85,8894.845453,2.0,True,2,2
legacy_first16,edge_release_wait_scheduler,3:storage_in,3,22->24,8901.245453,edge_capacity,2,8894.85,8905.25,8905.245453,4.0,True,2,2
legacy_first16,edge_release_wait_scheduler,2:storage_in,2,27->28,8908.845453,edge_capacity,1,8898.45,8909.25,8909.245453,0.3999999999996362,True,2,2
legacy_first16,edge_release_wait_scheduler,3:storage_in,3,27->28,8919.245453,edge_capacity,2,8909.25,8920.05,8920.045452999999,0.7999999999992724,True,2,2
legacy_first16,edge_release_wait_scheduler,5:storage_in,5,18->22,9477.815484,edge_capacity,4,9472.28,9480.68,9480.682986000002,2.867502000000968,True,2,2
legacy_first16,edge_release_wait_scheduler,5:storage_in,5,22->24,9490.082986000001,edge_capacity,4,9481.68,9492.08,9492.082986000001,2.0,True,2,2
legacy_first16,edge_release_wait_scheduler,5:storage_in,5,27->28,9506.082986000001,edge_capacity,4,9495.68,9506.48,9506.482986,0.3999999999996362,True,2,2
legacy_first16,edge_release_wait_scheduler,10:storage_in,10,18->22,10094.37294,edge_capacity,9,10092.5,10100.9,10100.934140000001,6.561200000001918,True,2,2
legacy_first16,edge_release_wait_scheduler,9:storage_in,9,22->24,10101.934140000001,edge_capacity,7,10092.5,10102.9,10102.88213,0.9479899999987538,True,2,2
legacy_first16,edge_release_wait_scheduler,10:storage_in,10,22->24,10110.33414,edge_capacity,9,10102.9,10113.3,10113.28213,2.9479899999987538,True,2,2
legacy_first16,edge_release_wait_scheduler,8:storage_in,8,27->28,10113.706480000003,edge_capacity,7,10106.5,10117.3,10117.28213,3.57564999999704,True,2,2
legacy_first16,edge_release_wait_scheduler,9:storage_in,9,27->28,10118.88213,edge_capacity,8,10117.3,10128.1,10128.082129999999,9.199999999998909,True,2,2
legacy_first16,edge_release_wait_scheduler,10:storage_in,10,27->28,10129.28213,edge_capacity,9,10128.1,10138.9,10138.882129999998,9.599999999998545,True,2,2
legacy_first16,edge_release_wait_scheduler,14:storage_in,14,18->22,10679.68828,edge_capacity,13,10672.4,10680.8,10680.77885,1.090570000000298,True,2,2
legacy_first16,edge_release_wait_scheduler,15:storage_in,15,18->22,10685.645400000001,edge_capacity,14,10680.8,10689.2,10689.17885,3.533449999998993,True,2,2
legacy_first16,edge_release_wait_scheduler,14:storage_in,14,22->24,10690.17885,edge_capacity,13,10681.8,10692.2,10692.17885,2.0,True,2,2
legacy_first16,edge_release_wait_scheduler,15:storage_in,15,22->24,10698.57885,edge_capacity,14,10692.2,10702.6,10702.57885,4.0,True,2,2
legacy_first16,edge_release_wait_scheduler,14:storage_in,14,27->28,10706.17885,edge_capacity,13,10695.8,10706.6,10706.57885,0.3999999999996362,True,2,2
legacy_first16,edge_release_wait_scheduler,15:storage_in,15,27->28,10716.57885,edge_capacity,14,10706.6,10717.4,10717.37885,0.7999999999992724,True,2,2
legacy_first16,fifo_edge_queue_scheduler,2:storage_in,2,18->22,8882.216299,edge_capacity,1,8875.05,8883.45,8883.445453,1.2291540000005625,True,2,2
legacy_first16,fifo_edge_queue_scheduler,3:storage_in,3,18->22,8889.800872000002,edge_capacity,2,8883.45,8891.85,8891.845453,2.0445809999982885,True,2,2
legacy_first16,fifo_edge_queue_scheduler,2:storage_in,2,22->24,8892.845453,edge_capacity,1,8884.45,8894.85,8894.845453,2.0,True,2,2
legacy_first16,fifo_edge_queue_scheduler,3:storage_in,3,22->24,8901.245453,edge_capacity,2,8894.85,8905.25,8905.245453,4.0,True,2,2
legacy_first16,fifo_edge_queue_scheduler,2:storage_in,2,27->28,8908.845453,edge_capacity,1,8898.45,8909.25,8909.245453,0.3999999999996362,True,2,2
legacy_first16,fifo_edge_queue_scheduler,3:storage_in,3,27->28,8919.245453,edge_capacity,2,8909.25,8920.05,8920.045452999999,0.7999999999992724,True,2,2
legacy_first16,fifo_edge_queue_scheduler,5:storage_in,5,18->22,9477.815484,edge_capacity,4,9472.28,9480.68,9480.682986000002,2.867502000000968,True,2,2
legacy_first16,fifo_edge_queue_scheduler,5:storage_in,5,22->24,9490.082986000001,edge_capacity,4,9481.68,9492.08,9492.082986000001,2.0,True,2,2
legacy_first16,fifo_edge_queue_scheduler,5:storage_in,5,27->28,9506.082986000001,edge_capacity,4,9495.68,9506.48,9506.482986,0.3999999999996362,True,2,2
legacy_first16,fifo_edge_queue_scheduler,10:storage_in,10,18->22,10094.37294,edge_capacity,9,10092.5,10100.9,10100.934140000001,6.561200000001918,True,2,2
legacy_first16,fifo_edge_queue_scheduler,9:storage_in,9,22->24,10101.934140000001,edge_capacity,7,10092.5,10102.9,10102.88213,0.9479899999987538,True,2,2
legacy_first16,fifo_edge_queue_scheduler,10:storage_in,10,22->24,10110.33414,edge_capacity,9,10102.9,10113.3,10113.28213,2.9479899999987538,True,2,2
legacy_first16,fifo_edge_queue_scheduler,8:storage_in,8,27->28,10113.706480000003,edge_capacity,7,10106.5,10117.3,10117.28213,3.57564999999704,True,2,2
legacy_first16,fifo_edge_queue_scheduler,9:storage_in,9,27->28,10118.88213,edge_capacity,8,10117.3,10128.1,10128.082129999999,9.199999999998909,True,2,2
legacy_first16,fifo_edge_queue_scheduler,10:storage_in,10,27->28,10129.28213,edge_capacity,9,10128.1,10138.9,10138.882129999998,9.599999999998545,True,2,2
legacy_first16,fifo_edge_queue_scheduler,14:storage_in,14,18->22,10679.68828,edge_capacity,13,10672.4,10680.8,10680.77885,1.090570000000298,True,2,2
legacy_first16,fifo_edge_queue_scheduler,15:storage_in,15,18->22,10685.645400000001,edge_capacity,14,10680.8,10689.2,10689.17885,3.533449999998993,True,2,2
legacy_first16,fifo_edge_queue_scheduler,14:storage_in,14,22->24,10690.17885,edge_capacity,13,10681.8,10692.2,10692.17885,2.0,True,2,2
legacy_first16,fifo_edge_queue_scheduler,15:storage_in,15,22->24,10698.57885,edge_capacity,14,10692.2,10702.6,10702.57885,4.0,True,2,2
legacy_first16,fifo_edge_queue_scheduler,14:storage_in,14,27->28,10706.17885,edge_capacity,13,10695.8,10706.6,10706.57885,0.3999999999996362,True,2,2
legacy_first16,fifo_edge_queue_scheduler,15:storage_in,15,27->28,10716.57885,edge_capacity,14,10706.6,10717.4,10717.37885,0.7999999999992724,True,2,2
legacy_first16,capacity_wait_budget_5s,2:storage_in,2,18->22,8882.216299,edge_capacity,1,8875.05,8883.45,8883.445453,1.2291540000005625,True,2,2
legacy_first16,capacity_wait_budget_5s,3:storage_in,3,18->22,8889.800872000002,edge_capacity,2,8883.45,8891.85,8891.845453,2.0445809999982885,True,2,2
legacy_first16,capacity_wait_budget_5s,2:storage_in,2,22->24,8892.845453,edge_capacity,1,8884.45,8894.85,8894.845453,2.0,True,2,2
legacy_first16,capacity_wait_budget_5s,3:storage_in,3,22->24,8901.245453,edge_capacity,2,8894.85,8905.25,8905.245453,4.0,True,2,2
legacy_first16,capacity_wait_budget_5s,2:storage_in,2,27->28,8908.845453,edge_capacity,1,8898.45,8909.25,8909.245453,0.3999999999996362,True,2,2
legacy_first16,capacity_wait_budget_5s,3:storage_in,3,27->28,8919.245453,edge_capacity,2,8909.25,8920.05,8920.045452999999,0.7999999999992724,True,2,2
legacy_first16,capacity_wait_budget_5s,5:storage_in,5,18->22,9477.815484,edge_capacity,4,9472.28,9480.68,9480.682986000002,2.867502000000968,True,2,2
legacy_first16,capacity_wait_budget_5s,5:storage_in,5,22->24,9490.082986000001,edge_capacity,4,9481.68,9492.08,9492.082986000001,2.0,True,2,2
legacy_first16,capacity_wait_budget_5s,5:storage_in,5,27->28,9506.082986000001,edge_capacity,4,9495.68,9506.48,9506.482986,0.3999999999996362,True,2,2
legacy_first16,capacity_wait_budget_5s,10:storage_in,10,18->22,10094.37294,edge_capacity,9,10092.5,10100.9,10100.934140000001,6.561200000001918,True,2,2
legacy_first16,capacity_wait_budget_5s,9:storage_in,9,22->24,10101.934140000001,edge_capacity,7,10092.5,10102.9,10102.88213,0.9479899999987538,True,2,2
legacy_first16,capacity_wait_budget_5s,10:storage_in,10,22->24,10110.33414,edge_capacity,9,10102.9,10113.3,10113.28213,2.9479899999987538,True,2,2
legacy_first16,capacity_wait_budget_5s,8:storage_in,8,27->28,10113.706480000003,edge_capacity,7,10106.5,10117.3,10117.28213,3.57564999999704,True,2,2
legacy_first16,capacity_wait_budget_5s,9:storage_in,9,27->28,10118.88213,edge_capacity,8,10117.3,10128.1,10128.082129999999,9.199999999998909,True,2,2
legacy_first16,capacity_wait_budget_5s,10:storage_in,10,27->28,10129.28213,edge_capacity,9,10128.1,10138.9,10138.882129999998,9.599999999998545,True,2,2
legacy_first16,capacity_wait_budget_5s,14:storage_in,14,18->22,10679.68828,edge_capacity,13,10672.4,10680.8,10680.77885,1.090570000000298,True,2,2
legacy_first16,capacity_wait_budget_5s,15:storage_in,15,18->22,10685.645400000001,edge_capacity,14,10680.8,10689.2,10689.17885,3.533449999998993,True,2,2
legacy_first16,capacity_wait_budget_5s,14:storage_in,14,22->24,10690.17885,edge_capacity,13,10681.8,10692.2,10692.17885,2.0,True,2,2
legacy_first16,capacity_wait_budget_5s,15:storage_in,15,22->24,10698.57885,edge_capacity,14,10692.2,10702.6,10702.57885,4.0,True,2,2
legacy_first16,capacity_wait_budget_5s,14:storage_in,14,27->28,10706.17885,edge_capacity,13,10695.8,10706.6,10706.57885,0.3999999999996362,True,2,2
legacy_first16,capacity_wait_budget_5s,15:storage_in,15,27->28,10716.57885,edge_capacity,14,10706.6,10717.4,10717.37885,0.7999999999992724,True,2,2
legacy_first16,capacity_wait_budget_10s,2:storage_in,2,18->22,8882.216299,edge_capacity,1,8875.05,8883.45,8883.445453,1.2291540000005625,True,2,2
legacy_first16,capacity_wait_budget_10s,3:storage_in,3,18->22,8889.800872000002,edge_capacity,2,8883.45,8891.85,8891.845453,2.0445809999982885,True,2,2
legacy_first16,capacity_wait_budget_10s,2:storage_in,2,22->24,8892.845453,edge_capacity,1,8884.45,8894.85,8894.845453,2.0,True,2,2
legacy_first16,capacity_wait_budget_10s,3:storage_in,3,22->24,8901.245453,edge_capacity,2,8894.85,8905.25,8905.245453,4.0,True,2,2
legacy_first16,capacity_wait_budget_10s,2:storage_in,2,27->28,8908.845453,edge_capacity,1,8898.45,8909.25,8909.245453,0.3999999999996362,True,2,2
legacy_first16,capacity_wait_budget_10s,3:storage_in,3,27->28,8919.245453,edge_capacity,2,8909.25,8920.05,8920.045452999999,0.7999999999992724,True,2,2
legacy_first16,capacity_wait_budget_10s,5:storage_in,5,18->22,9477.815484,edge_capacity,4,9472.28,9480.68,9480.682986000002,2.867502000000968,True,2,2
legacy_first16,capacity_wait_budget_10s,5:storage_in,5,22->24,9490.082986000001,edge_capacity,4,9481.68,9492.08,9492.082986000001,2.0,True,2,2
legacy_first16,capacity_wait_budget_10s,5:storage_in,5,27->28,9506.082986000001,edge_capacity,4,9495.68,9506.48,9506.482986,0.3999999999996362,True,2,2
legacy_first16,capacity_wait_budget_10s,10:storage_in,10,18->22,10094.37294,edge_capacity,9,10092.5,10100.9,10100.934140000001,6.561200000001918,True,2,2
legacy_first16,capacity_wait_budget_10s,9:storage_in,9,22->24,10101.934140000001,edge_capacity,7,10092.5,10102.9,10102.88213,0.9479899999987538,True,2,2
legacy_first16,capacity_wait_budget_10s,10:storage_in,10,22->24,10110.33414,edge_capacity,9,10102.9,10113.3,10113.28213,2.9479899999987538,True,2,2
legacy_first16,capacity_wait_budget_10s,8:storage_in,8,27->28,10113.706480000003,edge_capacity,7,10106.5,10117.3,10117.28213,3.57564999999704,True,2,2
legacy_first16,capacity_wait_budget_10s,9:storage_in,9,27->28,10118.88213,edge_capacity,8,10117.3,10128.1,10128.082129999999,9.199999999998909,True,2,2
legacy_first16,capacity_wait_budget_10s,10:storage_in,10,27->28,10129.28213,edge_capacity,9,10128.1,10138.9,10138.882129999998,9.599999999998545,True,2,2
legacy_first16,capacity_wait_budget_10s,14:storage_in,14,18->22,10679.68828,edge_capacity,13,10672.4,10680.8,10680.77885,1.090570000000298,True,2,2
legacy_first16,capacity_wait_budget_10s,15:storage_in,15,18->22,10685.645400000001,edge_capacity,14,10680.8,10689.2,10689.17885,3.533449999998993,True,2,2
legacy_first16,capacity_wait_budget_10s,14:storage_in,14,22->24,10690.17885,edge_capacity,13,10681.8,10692.2,10692.17885,2.0,True,2,2
legacy_first16,capacity_wait_budget_10s,15:storage_in,15,22->24,10698.57885,edge_capacity,14,10692.2,10702.6,10702.57885,4.0,True,2,2
legacy_first16,capacity_wait_budget_10s,14:storage_in,14,27->28,10706.17885,edge_capacity,13,10695.8,10706.6,10706.57885,0.3999999999996362,True,2,2
legacy_first16,capacity_wait_budget_10s,15:storage_in,15,27->28,10716.57885,edge_capacity,14,10706.6,10717.4,10717.37885,0.7999999999992724,True,2,2
legacy_first16,capacity_wait_budget_30s,2:storage_in,2,18->22,8882.216299,edge_capacity,1,8875.05,8883.45,8883.445453,1.2291540000005625,True,2,2
legacy_first16,capacity_wait_budget_30s,3:storage_in,3,18->22,8889.800872000002,edge_capacity,2,8883.45,8891.85,8891.845453,2.0445809999982885,True,2,2
legacy_first16,capacity_wait_budget_30s,2:storage_in,2,22->24,8892.845453,edge_capacity,1,8884.45,8894.85,8894.845453,2.0,True,2,2
legacy_first16,capacity_wait_budget_30s,3:storage_in,3,22->24,8901.245453,edge_capacity,2,8894.85,8905.25,8905.245453,4.0,True,2,2
legacy_first16,capacity_wait_budget_30s,2:storage_in,2,27->28,8908.845453,edge_capacity,1,8898.45,8909.25,8909.245453,0.3999999999996362,True,2,2
legacy_first16,capacity_wait_budget_30s,3:storage_in,3,27->28,8919.245453,edge_capacity,2,8909.25,8920.05,8920.045452999999,0.7999999999992724,True,2,2
legacy_first16,capacity_wait_budget_30s,5:storage_in,5,18->22,9477.815484,edge_capacity,4,9472.28,9480.68,9480.682986000002,2.867502000000968,True,2,2
legacy_first16,capacity_wait_budget_30s,5:storage_in,5,22->24,9490.082986000001,edge_capacity,4,9481.68,9492.08,9492.082986000001,2.0,True,2,2
legacy_first16,capacity_wait_budget_30s,5:storage_in,5,27->28,9506.082986000001,edge_capacity,4,9495.68,9506.48,9506.482986,0.3999999999996362,True,2,2
legacy_first16,capacity_wait_budget_30s,10:storage_in,10,18->22,10094.37294,edge_capacity,9,10092.5,10100.9,10100.934140000001,6.561200000001918,True,2,2
legacy_first16,capacity_wait_budget_30s,9:storage_in,9,22->24,10101.934140000001,edge_capacity,7,10092.5,10102.9,10102.88213,0.9479899999987538,True,2,2
legacy_first16,capacity_wait_budget_30s,10:storage_in,10,22->24,10110.33414,edge_capacity,9,10102.9,10113.3,10113.28213,2.9479899999987538,True,2,2
legacy_first16,capacity_wait_budget_30s,8:storage_in,8,27->28,10113.706480000003,edge_capacity,7,10106.5,10117.3,10117.28213,3.57564999999704,True,2,2
legacy_first16,capacity_wait_budget_30s,9:storage_in,9,27->28,10118.88213,edge_capacity,8,10117.3,10128.1,10128.082129999999,9.199999999998909,True,2,2
legacy_first16,capacity_wait_budget_30s,10:storage_in,10,27->28,10129.28213,edge_capacity,9,10128.1,10138.9,10138.882129999998,9.599999999998545,True,2,2
legacy_first16,capacity_wait_budget_30s,14:storage_in,14,18->22,10679.68828,edge_capacity,13,10672.4,10680.8,10680.77885,1.090570000000298,True,2,2
legacy_first16,capacity_wait_budget_30s,15:storage_in,15,18->22,10685.645400000001,edge_capacity,14,10680.8,10689.2,10689.17885,3.533449999998993,True,2,2
legacy_first16,capacity_wait_budget_30s,14:storage_in,14,22->24,10690.17885,edge_capacity,13,10681.8,10692.2,10692.17885,2.0,True,2,2
legacy_first16,capacity_wait_budget_30s,15:storage_in,15,22->24,10698.57885,edge_capacity,14,10692.2,10702.6,10702.57885,4.0,True,2,2
legacy_first16,capacity_wait_budget_30s,14:storage_in,14,27->28,10706.17885,edge_capacity,13,10695.8,10706.6,10706.57885,0.3999999999996362,True,2,2
legacy_first16,capacity_wait_budget_30s,15:storage_in,15,27->28,10716.57885,edge_capacity,14,10706.6,10717.4,10717.37885,0.7999999999992724,True,2,2
legacy_first16,capacity_wait_budget_60s,2:storage_in,2,18->22,8882.216299,edge_capacity,1,8875.05,8883.45,8883.445453,1.2291540000005625,True,2,2
legacy_first16,capacity_wait_budget_60s,3:storage_in,3,18->22,8889.800872000002,edge_capacity,2,8883.45,8891.85,8891.845453,2.0445809999982885,True,2,2
legacy_first16,capacity_wait_budget_60s,2:storage_in,2,22->24,8892.845453,edge_capacity,1,8884.45,8894.85,8894.845453,2.0,True,2,2
legacy_first16,capacity_wait_budget_60s,3:storage_in,3,22->24,8901.245453,edge_capacity,2,8894.85,8905.25,8905.245453,4.0,True,2,2
legacy_first16,capacity_wait_budget_60s,2:storage_in,2,27->28,8908.845453,edge_capacity,1,8898.45,8909.25,8909.245453,0.3999999999996362,True,2,2
legacy_first16,capacity_wait_budget_60s,3:storage_in,3,27->28,8919.245453,edge_capacity,2,8909.25,8920.05,8920.045452999999,0.7999999999992724,True,2,2
legacy_first16,capacity_wait_budget_60s,5:storage_in,5,18->22,9477.815484,edge_capacity,4,9472.28,9480.68,9480.682986000002,2.867502000000968,True,2,2
legacy_first16,capacity_wait_budget_60s,5:storage_in,5,22->24,9490.082986000001,edge_capacity,4,9481.68,9492.08,9492.082986000001,2.0,True,2,2
legacy_first16,capacity_wait_budget_60s,5:storage_in,5,27->28,9506.082986000001,edge_capacity,4,9495.68,9506.48,9506.482986,0.3999999999996362,True,2,2
legacy_first16,capacity_wait_budget_60s,10:storage_in,10,18->22,10094.37294,edge_capacity,9,10092.5,10100.9,10100.934140000001,6.561200000001918,True,2,2
legacy_first16,capacity_wait_budget_60s,9:storage_in,9,22->24,10101.934140000001,edge_capacity,7,10092.5,10102.9,10102.88213,0.9479899999987538,True,2,2
legacy_first16,capacity_wait_budget_60s,10:storage_in,10,22->24,10110.33414,edge_capacity,9,10102.9,10113.3,10113.28213,2.9479899999987538,True,2,2
legacy_first16,capacity_wait_budget_60s,8:storage_in,8,27->28,10113.706480000003,edge_capacity,7,10106.5,10117.3,10117.28213,3.57564999999704,True,2,2
legacy_first16,capacity_wait_budget_60s,9:storage_in,9,27->28,10118.88213,edge_capacity,8,10117.3,10128.1,10128.082129999999,9.199999999998909,True,2,2
legacy_first16,capacity_wait_budget_60s,10:storage_in,10,27->28,10129.28213,edge_capacity,9,10128.1,10138.9,10138.882129999998,9.599999999998545,True,2,2
legacy_first16,capacity_wait_budget_60s,14:storage_in,14,18->22,10679.68828,edge_capacity,13,10672.4,10680.8,10680.77885,1.090570000000298,True,2,2
legacy_first16,capacity_wait_budget_60s,15:storage_in,15,18->22,10685.645400000001,edge_capacity,14,10680.8,10689.2,10689.17885,3.533449999998993,True,2,2
legacy_first16,capacity_wait_budget_60s,14:storage_in,14,22->24,10690.17885,edge_capacity,13,10681.8,10692.2,10692.17885,2.0,True,2,2
legacy_first16,capacity_wait_budget_60s,15:storage_in,15,22->24,10698.57885,edge_capacity,14,10692.2,10702.6,10702.57885,4.0,True,2,2
legacy_first16,capacity_wait_budget_60s,14:storage_in,14,27->28,10706.17885,edge_capacity,13,10695.8,10706.6,10706.57885,0.3999999999996362,True,2,2
legacy_first16,capacity_wait_budget_60s,15:storage_in,15,27->28,10716.57885,edge_capacity,14,10706.6,10717.4,10717.37885,0.7999999999992724,True,2,2
legacy_first16,hybrid_executable_teacher,2:storage_in,2,18->22,8882.216299,edge_capacity,1,8875.05,8883.45,8883.445453,1.2291540000005625,True,2,2
legacy_first16,hybrid_executable_teacher,3:storage_in,3,18->22,8889.800872000002,edge_capacity,2,8883.45,8891.85,8891.845453,2.0445809999982885,True,2,2
legacy_first16,hybrid_executable_teacher,2:storage_in,2,22->24,8892.845453,edge_capacity,1,8884.45,8894.85,8894.845453,2.0,True,2,2
legacy_first16,hybrid_executable_teacher,3:storage_in,3,22->24,8901.245453,edge_capacity,2,8894.85,8905.25,8905.245453,4.0,True,2,2
legacy_first16,hybrid_executable_teacher,2:storage_in,2,27->28,8908.845453,edge_capacity,1,8898.45,8909.25,8909.245453,0.3999999999996362,True,2,2
legacy_first16,hybrid_executable_teacher,3:storage_in,3,27->28,8919.245453,edge_capacity,2,8909.25,8920.05,8920.045452999999,0.7999999999992724,True,2,2
legacy_first16,hybrid_executable_teacher,5:storage_in,5,18->22,9477.815484,edge_capacity,4,9472.28,9480.68,9480.682986000002,2.867502000000968,True,2,2
legacy_first16,hybrid_executable_teacher,5:storage_in,5,22->24,9490.082986000001,edge_capacity,4,9481.68,9492.08,9492.082986000001,2.0,True,2,2
legacy_first16,hybrid_executable_teacher,5:storage_in,5,27->28,9506.082986000001,edge_capacity,4,9495.68,9506.48,9506.482986,0.3999999999996362,True,2,2
legacy_first16,hybrid_executable_teacher,10:storage_in,10,18->22,10094.37294,edge_capacity,9,10092.5,10100.9,10100.934140000001,6.561200000001918,True,2,2
legacy_first16,hybrid_executable_teacher,9:storage_in,9,22->24,10101.934140000001,edge_capacity,7,10092.5,10102.9,10102.88213,0.9479899999987538,True,2,2
legacy_first16,hybrid_executable_teacher,10:storage_in,10,22->24,10110.33414,edge_capacity,9,10102.9,10113.3,10113.28213,2.9479899999987538,True,2,2
legacy_first16,hybrid_executable_teacher,8:storage_in,8,27->28,10113.706480000003,edge_capacity,7,10106.5,10117.3,10117.28213,3.57564999999704,True,2,2
