task_id,original_project_tth,noastar_tth,delta_seconds,start,goal,leg,early_bag_split,source_node,goal_node,noastar_path,reference_flat_result_path_if_available,model_decisions,fallback_calls,wait_seconds,loop_count,source_retry,top_delay_reason
19042,232,285.00004,53.00004,53,50,storage_in|storage_out,True,53|52,47|50,"[[53, 20, 21, 23, 24, 27, 28, 47], [52, 40, 41, 42, 25, 26, 43, 15, 14, 46, 36, 44, 50]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,15,4,25.60004,0,1,source_retry
19043,193,297.400055,104.400055,53,49,storage_in|storage_out,True,53|52,47|49,"[[53, 20, 21, 23, 24, 27, 28, 47], [52, 29, 30, 31, 32, 37, 49]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,10,3,105.200055,0,1,source_retry
19044,202,201.4,-0.6,1,50,direct,False,1,50,"[[1, 7, 8, 11, 14, 46, 36, 44, 50]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,6,2,0,0,0,no_slower_or_faster
19045,247,299.400057,52.400057,53,49,storage_in|storage_out,True,53|52,47|49,"[[53, 20, 21, 23, 24, 27, 28, 47], [52, 29, 30, 31, 32, 37, 49]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,10,3,107.200057,0,1,source_retry
19046,226,210.800019,-15.199981,4,49,storage_in|storage_out,True,4|52,47|49,"[[4, 17, 18, 22, 24, 27, 28, 47], [52, 29, 30, 31, 32, 37, 49]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,10,3,19.000019,0,1,no_slower_or_faster
19047,269,307.400065,38.400065,53,49,storage_in|storage_out,True,53|52,47|49,"[[53, 20, 21, 23, 24, 27, 28, 47], [52, 40, 41, 42, 25, 26, 43, 15, 14, 46, 36, 38, 37, 49]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,16,4,61.000065,0,1,source_retry
19048,247,301.400059,54.400059,53,49,storage_in|storage_out,True,53|52,47|49,"[[53, 20, 21, 23, 24, 27, 28, 47], [52, 29, 30, 31, 32, 37, 49]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,10,3,109.200059,0,1,source_retry
19049,247,308.400066,61.400066,53,49,storage_in|storage_out,True,53|52,47|49,"[[53, 20, 21, 23, 24, 27, 28, 47], [52, 40, 41, 42, 25, 26, 43, 15, 14, 46, 36, 38, 37, 49]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,16,4,62.000066,0,1,source_retry
19050,193,302.40006,109.40006,53,49,storage_in|storage_out,True,53|52,47|49,"[[53, 20, 21, 23, 24, 27, 28, 47], [52, 29, 30, 31, 32, 37, 49]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,10,3,110.20006,0,1,source_retry
19051,247,309.400067,62.400067,53,49,storage_in|storage_out,True,53|52,47|49,"[[53, 20, 21, 23, 24, 27, 28, 47], [52, 40, 41, 42, 25, 26, 43, 15, 14, 46, 36, 38, 37, 49]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,16,4,63.000067,0,1,source_retry
19052,250,206.290655,-43.709345,5,49,storage_in|storage_out,True,5|52,47|49,"[[5, 19, 18, 22, 24, 27, 28, 47], [52, 29, 30, 31, 32, 37, 49]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,9,4,15.290655,0,1,no_slower_or_faster
19053,218,254.000048,36.000048,53,49,storage_in|storage_out,True,53|52,47|49,"[[53, 20, 21, 23, 24, 27, 28, 47], [52, 29, 30, 31, 32, 37, 49]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,10,3,61.800048,0,1,source_retry
19054,269,255.000049,-13.999951,53,49,storage_in|storage_out,True,53|52,47|49,"[[53, 20, 21, 23, 24, 27, 28, 47], [52, 40, 41, 42, 30, 31, 32, 37, 49]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,11,4,38.000049,0,1,no_slower_or_faster
19055,246,309.000068,63.000068,53,48,storage_in|storage_out,True,53|52,47|48,"[[53, 20, 21, 23, 24, 27, 28, 47], [52, 40, 41, 45, 48]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,8,3,64.000068,0,1,source_retry
19056,260,246.208846,-13.791154,53,50,storage_in|storage_out,True,53|52,47|50,"[[53, 20, 21, 23, 24, 27, 28, 47], [52, 29, 30, 31, 32, 33, 44, 50]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,11,3,15.008846,0,1,no_slower_or_faster
19057,218,256.00005,38.00005,53,49,storage_in|storage_out,True,53|52,47|49,"[[53, 20, 21, 23, 24, 27, 28, 47], [52, 29, 30, 31, 32, 37, 49]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,10,3,63.80005,0,1,source_retry
19058,257,336.000084,79.000084,53,50,storage_in|storage_out,True,53|52,47|50,"[[53, 20, 21, 23, 24, 27, 28, 47], [52, 29, 30, 31, 32, 33, 44, 50]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,11,3,104.800084,0,1,source_retry
19059,204,204,0,2,50,direct,False,2,50,"[[2, 9, 7, 8, 11, 14, 46, 36, 44, 50]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,6,3,0,0,0,no_slower_or_faster
19060,193,303.400061,110.400061,53,49,storage_in|storage_out,True,53|52,47|49,"[[53, 20, 21, 23, 24, 27, 28, 47], [52, 29, 30, 31, 32, 37, 49]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,10,3,111.200061,0,1,source_retry
19061,247,257.000051,10.000051,53,49,storage_in|storage_out,True,53|52,47|49,"[[53, 20, 21, 23, 24, 27, 28, 47], [52, 40, 41, 42, 30, 31, 32, 37, 49]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,11,4,40.000051,0,1,source_retry
19062,232,297.000052,65.000052,53,50,storage_in|storage_out,True,53|52,47|50,"[[53, 20, 21, 23, 24, 27, 28, 47], [52, 29, 30, 31, 32, 33, 44, 50]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,11,3,65.800052,0,1,source_retry
19063,218,311.400069,93.400069,53,49,storage_in|storage_out,True,53|52,47|49,"[[53, 20, 21, 23, 24, 27, 28, 47], [52, 40, 41, 42, 25, 26, 43, 15, 14, 46, 36, 38, 37, 49]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,16,4,65.000069,0,1,source_retry
19064,244,304.400062,60.400062,53,49,storage_in|storage_out,True,53|52,47|49,"[[53, 20, 21, 23, 24, 27, 28, 47], [52, 29, 30, 31, 32, 37, 49]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,10,3,112.200062,0,1,source_retry
19065,269,312.40007,43.40007,53,49,storage_in|storage_out,True,53|52,47|49,"[[53, 20, 21, 23, 24, 27, 28, 47], [52, 40, 41, 42, 25, 26, 43, 15, 14, 46, 36, 38, 37, 49]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,16,4,66.00007,0,1,source_retry
19066,218,225.268612,7.268612,53,49,storage_in|storage_out,True,53|52,47|49,"[[53, 20, 21, 23, 24, 27, 28, 47], [52, 29, 30, 31, 32, 37, 49]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,10,3,33.068612,0,1,source_retry
19067,283,339.127628,56.127628,53,50,storage_in|storage_out,True,53|52,47|50,"[[53, 20, 21, 23, 24, 27, 28, 47], [52, 29, 30, 31, 32, 33, 44, 50]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,11,3,107.927628,0,1,source_retry
19068,193,313.400071,120.400071,53,49,storage_in|storage_out,True,53|52,47|49,"[[53, 20, 21, 23, 24, 27, 28, 47], [52, 40, 41, 42, 25, 26, 43, 15, 14, 46, 36, 38, 37, 49]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,16,4,67.000071,0,1,source_retry
19069,218,225.000019,7.000019,53,49,storage_in|storage_out,True,53|52,47|49,"[[53, 20, 21, 23, 24, 27, 28, 47], [52, 29, 30, 31, 32, 37, 49]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,10,3,32.800019,0,1,source_retry
19070,229,204.614953,-24.385047,53,50,direct,False,53,50,"[[53, 20, 10, 15, 14, 46, 36, 44, 50]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,6,2,2.814953,0,0,no_slower_or_faster
19071,229,201.8,-27.2,53,50,direct,False,53,50,"[[53, 20, 10, 15, 14, 46, 36, 44, 50]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,6,2,0,0,0,no_slower_or_faster
19072,257,256.000011,-0.999989,53,50,storage_in|storage_out,True,53|52,47|50,"[[53, 20, 21, 23, 24, 27, 28, 47], [52, 40, 41, 42, 30, 31, 32, 33, 44, 50]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,12,4,0.000011,0,1,no_slower_or_faster
19073,218,259.000053,41.000053,53,49,storage_in|storage_out,True,53|52,47|49,"[[53, 20, 21, 23, 24, 27, 28, 47], [52, 40, 41, 42, 30, 31, 32, 37, 49]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,11,4,42.000053,0,1,source_retry
19074,196,195.2,-0.8,2,49,direct,False,2,49,"[[2, 9, 7, 8, 11, 13, 23, 24, 27, 28, 29, 30, 31, 32, 37, 49]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,12,3,0,0,0,no_slower_or_faster
19075,188,188,-0,0,49,direct,False,0,49,"[[0, 6, 12, 13, 23, 24, 27, 28, 29, 30, 31, 32, 37, 49]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,11,2,0,0,0,no_slower_or_faster
19076,196,192.153111,-3.846889,3,49,direct,False,3,49,"[[3, 16, 17, 18, 22, 24, 27, 28, 29, 30, 31, 32, 37, 49]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,10,3,0.553111,0,0,no_slower_or_faster
19077,272,309.600064,37.600064,1,49,storage_in|storage_out,True,1|52,47|49,"[[1, 7, 8, 11, 13, 23, 24, 27, 28, 47], [52, 29, 30, 31, 32, 37, 49]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,12,3,114.200064,0,1,source_retry
19078,196,196.733391,0.733391,4,49,direct,False,4,49,"[[4, 17, 18, 22, 26, 43, 15, 14, 46, 36, 38, 37, 49]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,10,2,0.933391,0,0,extra_wait_due_to_node_reservation
19079,276,218.014581,-57.985419,4,48,direct,False,4,48,"[[4, 17, 18, 22, 24, 27, 45, 48]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,6,1,0.014581,0,0,no_slower_or_faster
19080,225,192.657082,-32.342918,5,49,storage_in|storage_out,True,5|52,47|49,"[[5, 19, 18, 22, 24, 27, 28, 47], [52, 29, 30, 31, 32, 37, 49]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,9,4,1.657082,0,0,no_slower_or_faster
19081,224,320.200072,96.200072,2,49,storage_in|storage_out,True,2|52,47|49,"[[2, 9, 7, 8, 11, 13, 23, 24, 27, 28, 47], [52, 40, 41, 42, 25, 26, 43, 15, 14, 46, 36, 38, 37, 49]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,18,5,68.000072,0,1,source_retry
19082,188,188,-0,0,49,direct,False,0,49,"[[0, 6, 12, 13, 23, 24, 27, 28, 29, 30, 31, 32, 37, 49]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,11,2,0,0,0,no_slower_or_faster
19083,218,217.2,-0.8,5,48,direct,False,5,48,"[[5, 19, 18, 22, 24, 27, 45, 48]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,5,2,0,0,0,no_slower_or_faster
19084,225,229.745031,4.745031,3,49,storage_in|storage_out,True,3|52,47|49,"[[3, 16, 17, 18, 22, 24, 27, 28, 47], [52, 40, 41, 42, 30, 31, 32, 37, 49]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,11,5,10.545031,0,1,source_retry
19085,232,202.558142,-29.441858,0,50,direct,False,0,50,"[[0, 6, 8, 11, 14, 46, 36, 44, 50]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,5,3,1.558142,0,0,no_slower_or_faster
19086,196,191.6,-4.4,3,49,direct,False,3,49,"[[3, 16, 17, 18, 22, 24, 27, 28, 29, 30, 31, 32, 37, 49]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,10,3,0,0,0,no_slower_or_faster
19087,232,201.4,-30.6,1,50,direct,False,1,50,"[[1, 7, 8, 11, 14, 46, 36, 44, 50]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,6,2,0,0,0,no_slower_or_faster
19088,226,229.072253,3.072253,4,49,storage_in|storage_out,True,4|52,47|49,"[[4, 17, 18, 22, 24, 27, 28, 47], [52, 29, 30, 31, 32, 37, 49]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,10,3,37.272253,0,1,source_retry
19089,202,202.213571,0.213571,1,50,direct,False,1,50,"[[1, 7, 8, 11, 14, 46, 36, 44, 50]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,6,2,0.813571,0,0,extra_wait_due_to_node_reservation
19090,276,218.933481,-57.066519,4,48,direct,False,4,48,"[[4, 17, 18, 22, 24, 27, 45, 48]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,6,1,0.933481,0,0,no_slower_or_faster
19091,217,230.942835,13.942835,5,49,storage_in|storage_out,True,5|52,47|49,"[[5, 19, 18, 22, 24, 27, 28, 47], [52, 40, 41, 42, 30, 31, 32, 37, 49]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,10,5,15.142835,0,1,source_retry
19092,199,316.200068,117.200068,2,49,storage_in|storage_out,True,2|52,47|49,"[[2, 9, 7, 8, 11, 13, 23, 24, 27, 28, 47], [52, 29, 30, 31, 32, 37, 49]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,12,4,118.200068,0,1,source_retry
19093,225,232.745034,7.745034,3,49,storage_in|storage_out,True,3|52,47|49,"[[3, 16, 17, 18, 22, 24, 27, 28, 47], [52, 29, 30, 31, 32, 37, 49]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,10,4,38.345034,0,1,source_retry
19094,275,217.2,-57.8,5,48,direct,False,5,48,"[[5, 19, 18, 22, 24, 27, 45, 48]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,5,2,0,0,0,no_slower_or_faster
19095,204,204,0,2,50,direct,False,2,50,"[[2, 9, 7, 8, 11, 14, 46, 36, 44, 50]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,6,3,0,0,0,no_slower_or_faster
19096,278,263.112188,-14.887812,5,48,storage_in|storage_out,True,5|52,47|48,"[[5, 19, 18, 22, 24, 27, 28, 47], [52, 40, 41, 45, 48]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,7,4,19.312188,0,1,no_slower_or_faster
19097,243,317.904685,74.904685,0,49,storage_in|storage_out,True,0|52,47|49,"[[0, 6, 12, 13, 23, 24, 27, 28, 47], [52, 40, 41, 42, 25, 26, 43, 15, 14, 46, 36, 38, 37, 49]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,17,4,72.904685,0,1,source_retry
19098,278,221.114023,-56.885977,3,48,direct,False,3,48,"[[3, 16, 17, 18, 22, 24, 27, 45, 48]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,6,2,0.514023,0,0,no_slower_or_faster
19099,196,191.681444,-4.318556,3,49,direct,False,3,49,"[[3, 16, 17, 18, 22, 24, 27, 28, 29, 30, 31, 32, 37, 49]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,10,3,0.081444,0,0,no_slower_or_faster
19100,260,252.659525,-7.340475,0,50,storage_in|storage_out,True,0|52,47|50,"[[0, 6, 12, 13, 23, 24, 27, 28, 47], [52, 29, 30, 31, 32, 33, 44, 50]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,12,3,22.859525,0,1,no_slower_or_faster
19101,196,196.786591,0.786591,4,49,direct,False,4,49,"[[4, 17, 18, 22, 26, 43, 15, 14, 46, 36, 38, 37, 49]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,10,2,0.986591,0,0,extra_wait_due_to_node_reservation
19102,251,233.188201,-17.811799,4,49,storage_in|storage_out,True,4|52,47|49,"[[4, 17, 18, 22, 24, 27, 28, 47], [52, 40, 41, 42, 30, 31, 32, 37, 49]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,11,4,16.588201,0,1,no_slower_or_faster
19103,218,219.642037,1.642037,4,48,direct,False,4,48,"[[4, 17, 18, 22, 24, 27, 45, 48]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,6,1,1.642037,0,0,extra_wait_due_to_node_reservation
19104,232,201.4,-30.6,1,50,direct,False,1,50,"[[1, 7, 8, 11, 14, 46, 36, 44, 50]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,6,2,0,0,0,no_slower_or_faster
19105,278,315.948362,37.948362,5,48,storage_in|storage_out,True,5|52,47|48,"[[5, 19, 18, 22, 24, 27, 28, 47], [52, 40, 41, 45, 48]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,7,4,72.148362,0,1,source_retry
19106,279,234.389075,-44.610925,5,49,storage_in|storage_out,True,5|52,47|49,"[[5, 19, 18, 22, 24, 27, 28, 47], [52, 29, 30, 31, 32, 37, 49]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,9,4,43.389075,0,1,no_slower_or_faster
19107,218,219.97518,1.97518,5,48,direct,False,5,48,"[[5, 19, 18, 22, 24, 27, 45, 48]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,5,2,2.77518,0,0,extra_wait_due_to_node_reservation
19108,238,258.000021,20.000021,2,50,storage_in|storage_out,True,2|52,47|50,"[[2, 9, 7, 8, 11, 13, 23, 24, 27, 28, 47], [52, 29, 30, 31, 32, 33, 44, 50]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,13,4,21.000021,0,1,source_retry
19109,225,220.6,-4.4,3,48,direct,False,3,48,"[[3, 16, 17, 18, 22, 24, 27, 45, 48]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,6,2,0,0,0,no_slower_or_faster
19110,231,233.639094,2.639094,0,50,storage_in|storage_out,True,0|52,47|50,"[[0, 6, 12, 13, 23, 24, 27, 28, 47], [52, 29, 30, 31, 32, 33, 44, 50]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,12,3,3.839094,0,1,source_retry
19111,200,263.675815,63.675815,3,49,storage_in|storage_out,True,3|52,47|49,"[[3, 16, 17, 18, 22, 24, 27, 28, 47], [52, 29, 30, 31, 32, 37, 49]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,10,4,69.275815,0,1,source_retry
19112,235,204,-31,2,50,direct,False,2,50,"[[2, 9, 7, 8, 11, 14, 46, 36, 44, 50]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,6,3,0,0,0,no_slower_or_faster
19113,276,219.007092,-56.992908,4,48,direct,False,4,48,"[[4, 17, 18, 22, 24, 27, 45, 48]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,6,1,1.007092,0,0,no_slower_or_faster
19114,260,291.60004,31.60004,1,50,storage_in|storage_out,True,1|52,47|50,"[[1, 7, 8, 11, 13, 23, 24, 27, 28, 47], [52, 40, 41, 42, 25, 26, 43, 15, 14, 46, 36, 44, 50]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,17,4,29.00004,0,1,source_retry
19115,280,226.389536,-53.610464,4,49,storage_in|storage_out,True,4|52,47|49,"[[4, 17, 18, 22, 24, 27, 28, 47], [52, 40, 41, 42, 30, 31, 32, 37, 49]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,11,4,9.789536,0,1,no_slower_or_faster
19116,296,261.912462,-34.087538,5,48,storage_in|storage_out,True,5|52,47|48,"[[5, 19, 18, 22, 24, 27, 28, 47], [52, 40, 41, 45, 48]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,7,4,18.112462,0,1,no_slower_or_faster
19117,263,305.800055,42.800055,2,50,storage_in|storage_out,True,2|52,47|50,"[[2, 9, 7, 8, 11, 13, 23, 24, 27, 28, 47], [52, 29, 30, 31, 32, 33, 44, 50]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,13,4,68.800055,0,1,source_retry
19118,257,201,-56,0,50,direct,False,0,50,"[[0, 6, 8, 11, 14, 46, 36, 44, 50]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,5,3,0,0,0,no_slower_or_faster
19119,225,220.6,-4.4,3,48,direct,False,3,48,"[[3, 16, 17, 18, 22, 24, 27, 45, 48]]",C:\STUDY\民航二所项目相关\冯汝琛相关材料\冯汝琛相关材料\ICS项目\项目仿真（数据+分析）\仿真数据2\2.5 0.txt,6,2,0,0,0,no_slower_or_faster
