source_file,reference_source_file,comparison_status,case_id,map,scale,speed_mps,release,coordination,binary_sha256,arm,arm_label,family,ablation,config,reference_arm,capacity_completed_raw_bags_candidate,capacity_completed_raw_bags_reference,capacity_completed_raw_bags_delta,capacity_completed_raw_bags_relative_delta,capacity_completion_rate_candidate,capacity_completion_rate_reference,capacity_completion_rate_delta,capacity_completion_rate_relative_delta,wall_seconds_candidate,wall_seconds_reference,wall_seconds_delta,wall_seconds_relative_delta,event_count_candidate,event_count_reference,event_count_delta,event_count_relative_delta,formal_timing_min_seconds_candidate,formal_timing_min_seconds_reference,formal_timing_min_seconds_delta,formal_timing_min_seconds_relative_delta,formal_timing_mean_seconds_candidate,formal_timing_mean_seconds_reference,formal_timing_mean_seconds_delta,formal_timing_mean_seconds_relative_delta,formal_timing_p95_seconds_candidate,formal_timing_p95_seconds_reference,formal_timing_p95_seconds_delta,formal_timing_p95_seconds_relative_delta,formal_timing_p99_seconds_candidate,formal_timing_p99_seconds_reference,formal_timing_p99_seconds_delta,formal_timing_p99_seconds_relative_delta,formal_timing_max_seconds_candidate,formal_timing_max_seconds_reference,formal_timing_max_seconds_delta,formal_timing_max_seconds_relative_delta
C:\PROGRAMING\czr005\.g4irsf35_worktree\outputs\runtime\g4irsf35_full_population\literature\feng_dh\canonical\map2_2x.json,C:\PROGRAMING\czr005\.g4irsf35_worktree\outputs\runtime\g4irsf35_full_population\literature\g31\canonical\map2_2x.json,MATCHED_CAPACITY_TIMING_NOT_ELIGIBLE,t5_2_map2_2x_speed_2p5,map2,2,2.5,canonical,G31_BASE_COORDINATION_UNCHANGED,d08504ea570511048a112626b7c6b510b8e6808eac242af748520d41383fee04,feng_dh,FENG_DH_REIMPLEMENTATION_COEFFICIENTS_UNDISCLOSED_NOT_EXACT,NOT_REPORTED,NOT_REPORTED,"{""enable_s4_direct_neighbor_merge_calendar_visibility"":false,""enable_s4_local_potential_descent_guard"":false,""scorer_mode"":""FENG_DH_REIMPLEMENTATION_COEFFICIENTS_UNDISCLOSED""}",g31,57012,57012,0,0.0,1.0,1.0,0.0,0.0,69.54005749989301,75.54569729999639,-6.005639800103381,-0.07949678161357931,8192718,8276538,-83820,-0.01012742284273932,,,,,,,,,,,,,,,,,,,,
C:\PROGRAMING\czr005\.g4irsf35_worktree\outputs\runtime\g4irsf35_full_population\s5\canonical\map2_2x.json,,NO_MATCHING_G31_REFERENCE,t5_2_map2_2x_speed_2p5,map2,2,2.5,canonical,G31_BASE_COORDINATION_UNCHANGED,639a6af52c3fe707ae929f148b485694c4a3577140e96cf06c41a338b09b9a31,s5,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,"{""enable_s4_direct_neighbor_merge_calendar_visibility"":false,""enable_s4_local_potential_descent_guard"":false,""scorer_mode"":""S5_dynamic_workload_oracle""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C:\PROGRAMING\czr005\.g4irsf35_worktree\outputs\runtime\g4irsf35_full_population\ssp_time\canonical\map2_2x.json,,NO_MATCHING_G31_REFERENCE,t5_2_map2_2x_speed_2p5,map2,2,2.5,canonical,G31_BASE_COORDINATION_UNCHANGED,639a6af52c3fe707ae929f148b485694c4a3577140e96cf06c41a338b09b9a31,ssp_time,SSP_TIME_ADAPTATION_NOT_FENG_DHA,NOT_REPORTED,NOT_REPORTED,"{""enable_s4_direct_neighbor_merge_calendar_visibility"":false,""enable_s4_local_potential_descent_guard"":false,""scorer_mode"":""S3_shortest_potential_only""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C:\PROGRAMING\czr005\.g4irsf35_worktree\outputs\runtime\cie_baselines\p1_neutral_fifo_final\tarau_distributed_2010\canonical\map2_2x.json,C:\PROGRAMING\czr005\.g4irsf35_worktree\outputs\runtime\cie_baselines\p1_neutral_fifo_final\g31\canonical\map2_2x.json,MATCHED_CAPACITY_TIMING_NOT_ELIGIBLE,t5_2_map2_2x_speed_2p5,map2,2,2.5,canonical,"{""merge_grant_rule"":""M1"",""merge_grant_timing_mode"":""jit_fifo""}",17d73f94863e1de71e3ba8f1b41d01c25c3173614ae3edfbb071119265ceb279,tarau_distributed_2010,TARAU_DISTRIBUTED_2010_ADAPTED_ROUTE_ONLY_NOT_EXACT,NOT_REPORTED,NOT_REPORTED,"{""enable_s4_direct_neighbor_merge_calendar_visibility"":false,""enable_s4_local_potential_descent_guard"":false,""merge_grant_rule"":""M1"",""merge_grant_timing_mode"":""jit_fifo"",""scorer_mode"":""TARAU_DISTRIBUTED_2010_ADAPTED_ROUTE_ONLY""}",g31,57012,57012,0,0.0,1.0,1.0,0.0,0.0,56.60255530010909,62.908944099908695,-6.306388799799606,-0.10024629867867643,8476044,8275574,200470,0.024224301540896137,,,,,,,,,,,,,,,,,,,,
C:\PROGRAMING\czr005\.g4irsf35_worktree\outputs\runtime\cie_baselines\p1_neutral_fifo\tarau_local_2009\canonical\map2_2x.json,C:\PROGRAMING\czr005\.g4irsf35_worktree\outputs\runtime\cie_baselines\p1_neutral_fifo\g31\canonical\map2_2x.json,MATCHED_CAPACITY_TIMING_NOT_ELIGIBLE,t5_2_map2_2x_speed_2p5,map2,2,2.5,canonical,"{""merge_grant_rule"":""M1"",""merge_grant_timing_mode"":""jit_fifo""}",884f36f0ceebdb0fd56924fd00fe5c8a1ebef56eb05fac4f53d66306de647155,tarau_local_2009,TARAU_LOCAL_2009_CIE_DH_ADAPTED_NOT_EXACT,NOT_REPORTED,NOT_REPORTED,"{""enable_s4_direct_neighbor_merge_calendar_visibility"":false,""enable_s4_local_potential_descent_guard"":false,""merge_grant_rule"":""M1"",""merge_grant_timing_mode"":""jit_fifo"",""scorer_mode"":""FENG_DH_REIMPLEMENTATION_COEFFICIENTS_UNDISCLOSED""}",g31,57012,57012,0,0.0,1.0,1.0,0.0,0.0,64.2317777001299,70.47239580005407,-6.240618099924177,-0.08855407892801323,8189748,8275574,-85826,-0.010371002663984396,,,,,,,,,,,,,,,,,,,,
C:\PROGRAMING\czr005\.g4irsf35_worktree\outputs\runtime\g4irsf35_full_population\literature\feng_dh\canonical\nanning_1x.json,C:\PROGRAMING\czr005\.g4irsf35_worktree\outputs\runtime\g4irsf35_full_population\literature\g31\canonical\nanning_1x.json,MATCHED_CAPACITY_TIMING_NOT_ELIGIBLE,t5_2_nanning_1x_speed_2p5,nanning,1,2.5,canonical,G31_BASE_COORDINATION_UNCHANGED,d08504ea570511048a112626b7c6b510b8e6808eac242af748520d41383fee04,feng_dh,FENG_DH_REIMPLEMENTATION_COEFFICIENTS_UNDISCLOSED_NOT_EXACT,NOT_REPORTED,NOT_REPORTED,"{""enable_s4_direct_neighbor_merge_calendar_visibility"":false,""enable_s4_local_potential_descent_guard"":false,""scorer_mode"":""FENG_DH_REIMPLEMENTATION_COEFFICIENTS_UNDISCLOSED""}",g31,28506,28506,0,0.0,1.0,1.0,0.0,0.0,76.36069540004246,63.56560399988666,12.795091400155798,0.2012895433224958,6963948,7087605,-123657,-0.017446937294050672,,,,,,,,,,,,,,,,,,,,
C:\PROGRAMING\czr005\.g4irsf35_worktree\outputs\runtime\g4irsf35_full_population\s5\canonical\nanning_1x.json,,NO_MATCHING_G31_REFERENCE,t5_2_nanning_1x_speed_2p5,nanning,1,2.5,canonical,G31_BASE_COORDINATION_UNCHANGED,639a6af52c3fe707ae929f148b485694c4a3577140e96cf06c41a338b09b9a31,s5,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,"{""enable_s4_direct_neighbor_merge_calendar_visibility"":false,""enable_s4_local_potential_descent_guard"":false,""scorer_mode"":""S5_dynamic_workload_oracle""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C:\PROGRAMING\czr005\.g4irsf35_worktree\outputs\runtime\g4irsf35_full_population\ssp_time\canonical\nanning_1x.json,,NO_MATCHING_G31_REFERENCE,t5_2_nanning_1x_speed_2p5,nanning,1,2.5,canonical,G31_BASE_COORDINATION_UNCHANGED,639a6af52c3fe707ae929f148b485694c4a3577140e96cf06c41a338b09b9a31,ssp_time,SSP_TIME_ADAPTATION_NOT_FENG_DHA,NOT_REPORTED,NOT_REPORTED,"{""enable_s4_direct_neighbor_merge_calendar_visibility"":false,""enable_s4_local_potential_descent_guard"":false,""scorer_mode"":""S3_shortest_potential_only""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C:\PROGRAMING\czr005\.g4irsf35_worktree\outputs\runtime\cie_baselines\p1_neutral_fifo_final\tarau_distributed_2010\canonical\nanning_1x.json,C:\PROGRAMING\czr005\.g4irsf35_worktree\outputs\runtime\cie_baselines\p1_neutral_fifo_final\g31\canonical\nanning_1x.json,MATCHED_CAPACITY_TIMING_NOT_ELIGIBLE,t5_2_nanning_1x_speed_2p5,nanning,1,2.5,canonical,"{""merge_grant_rule"":""M1"",""merge_grant_timing_mode"":""jit_fifo""}",17d73f94863e1de71e3ba8f1b41d01c25c3173614ae3edfbb071119265ceb279,tarau_distributed_2010,TARAU_DISTRIBUTED_2010_ADAPTED_ROUTE_ONLY_NOT_EXACT,NOT_REPORTED,NOT_REPORTED,"{""enable_s4_direct_neighbor_merge_calendar_visibility"":false,""enable_s4_local_potential_descent_guard"":false,""merge_grant_rule"":""M1"",""merge_grant_timing_mode"":""jit_fifo"",""scorer_mode"":""TARAU_DISTRIBUTED_2010_ADAPTED_ROUTE_ONLY""}",g31,28506,28506,0,0.0,1.0,1.0,0.0,0.0,73.09920319984667,56.40400620014407,16.695196999702603,0.29599310624251296,8605281,7087585,1517696,0.21413443366111307,,,,,,,,,,,,,,,,,,,,
C:\PROGRAMING\czr005\.g4irsf35_worktree\outputs\runtime\cie_baselines\p1_neutral_fifo\tarau_local_2009\canonical\nanning_1x.json,C:\PROGRAMING\czr005\.g4irsf35_worktree\outputs\runtime\cie_baselines\p1_neutral_fifo\g31\canonical\nanning_1x.json,MATCHED_CAPACITY_TIMING_NOT_ELIGIBLE,t5_2_nanning_1x_speed_2p5,nanning,1,2.5,canonical,"{""merge_grant_rule"":""M1"",""merge_grant_timing_mode"":""jit_fifo""}",884f36f0ceebdb0fd56924fd00fe5c8a1ebef56eb05fac4f53d66306de647155,tarau_local_2009,TARAU_LOCAL_2009_CIE_DH_ADAPTED_NOT_EXACT,NOT_REPORTED,NOT_REPORTED,"{""enable_s4_direct_neighbor_merge_calendar_visibility"":false,""enable_s4_local_potential_descent_guard"":false,""merge_grant_rule"":""M1"",""merge_grant_timing_mode"":""jit_fifo"",""scorer_mode"":""FENG_DH_REIMPLEMENTATION_COEFFICIENTS_UNDISCLOSED""}",g31,28506,28506,0,0.0,1.0,1.0,0.0,0.0,70.42784699983895,60.6202014000155,9.807645599823445,0.16178840342521425,6963903,7087585,-123682,-0.017450513820998267,,,,,,,,,,,,,,,,,,,,
C:\PROGRAMING\czr005\.g4irsf35_worktree\outputs\runtime\g4irsf35_full_population\literature\feng_dh\same_hca\nanning_1x.json,C:\PROGRAMING\czr005\.g4irsf35_worktree\outputs\runtime\g4irsf35_full_population\literature\g31\same_hca\nanning_1x.json,MATCHED_CAPACITY_AND_FORMAL_SAME_HCA_TIMING,t5_2_nanning_1x_speed_2p5,nanning,1,2.5,same_hca,G31_BASE_COORDINATION_UNCHANGED,d08504ea570511048a112626b7c6b510b8e6808eac242af748520d41383fee04,feng_dh,FENG_DH_REIMPLEMENTATION_COEFFICIENTS_UNDISCLOSED_NOT_EXACT,NOT_REPORTED,NOT_REPORTED,"{""enable_s4_direct_neighbor_merge_calendar_visibility"":false,""enable_s4_local_potential_descent_guard"":false,""scorer_mode"":""FENG_DH_REIMPLEMENTATION_COEFFICIENTS_UNDISCLOSED""}",g31,28506,28506,0,0.0,1.0,1.0,0.0,0.0,45.28988149994984,52.79065169999376,-7.500770200043917,-0.14208519801328393,6255494,6654023,-398529,-0.05989293995527217,48.40099999999802,48.40099999999802,0.0,0.0,280.70699985968344,282.9330630393633,-2.2260631796798407,-0.007867808575522111,469.97774999999547,475.3385000000035,-5.360750000008011,-0.011277752591065044,525.4961000000205,553.4658999999936,-27.96979999997302,-0.050535724061723304,794.5310000000027,812.6979999999967,-18.166999999994005,-0.022353937132851415
C:\PROGRAMING\czr005\.g4irsf35_worktree\outputs\runtime\g4irsf35_full_population\s5\same_hca\nanning_1x.json,C:\PROGRAMING\czr005\.g4irsf35_worktree\outputs\runtime\g4irsf35_full_population\g31\same_hca\nanning_1x.json,MATCHED_CAPACITY_AND_FORMAL_SAME_HCA_TIMING,t5_2_nanning_1x_speed_2p5,nanning,1,2.5,same_hca,G31_BASE_COORDINATION_UNCHANGED,639a6af52c3fe707ae929f148b485694c4a3577140e96cf06c41a338b09b9a31,s5,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,"{""enable_s4_direct_neighbor_merge_calendar_visibility"":false,""enable_s4_local_potential_descent_guard"":false,""scorer_mode"":""S5_dynamic_workload_oracle""}",g31,28506,28506,0,0.0,1.0,1.0,0.0,0.0,59.017794399987906,38.459528899984434,20.558265500003472,0.5345428321149246,6338487,6654023,-315536,-0.04742033503641331,48.40099999999802,48.40099999999802,0.0,0.0,281.3614284712035,282.9330630393633,-1.5716345681597659,-0.0055547928943925195,472.99500000002627,475.3385000000035,-2.3434999999772117,-0.004930170815065884,549.3846999999954,553.4658999999936,-4.081199999998148,-0.0073738960250273695,805.0799999999945,812.6979999999967,-7.618000000002212,-0.009373715697592763
C:\PROGRAMING\czr005\.g4irsf35_worktree\outputs\runtime\g4irsf35_full_population\ssp_time\same_hca\nanning_1x.json,C:\PROGRAMING\czr005\.g4irsf35_worktree\outputs\runtime\g4irsf35_full_population\g31\same_hca\nanning_1x.json,MATCHED_CAPACITY_AND_FORMAL_SAME_HCA_TIMING,t5_2_nanning_1x_speed_2p5,nanning,1,2.5,same_hca,G31_BASE_COORDINATION_UNCHANGED,639a6af52c3fe707ae929f148b485694c4a3577140e96cf06c41a338b09b9a31,ssp_time,SSP_TIME_ADAPTATION_NOT_FENG_DHA,NOT_REPORTED,NOT_REPORTED,"{""enable_s4_direct_neighbor_merge_calendar_visibility"":false,""enable_s4_local_potential_descent_guard"":false,""scorer_mode"":""S3_shortest_potential_only""}",g31,28506,28506,0,0.0,1.0,1.0,0.0,0.0,39.880525400163606,38.459528899984434,1.4209965001791716,0.03694783947755914,6336627,6654023,-317396,-0.047699865179305814,48.40099999999802,48.40099999999802,0.0,0.0,281.7237447204141,282.9330630393633,-1.2093183189491583,-0.004274220573439701,473.15199999998913,475.3385000000035,-2.186500000014348,-0.004599879875108648,552.3691999999978,553.4658999999936,-1.0966999999957352,-0.0019815132242036013,808.585000000021,812.6979999999967,-4.112999999975727,-0.005060920538718865
