comparison_kind,map,scale,policy,policy_label,metric,metric_label,preferred_direction,comparison_status,missing_cells,ff_off,sa_off,ff_full,sa_full,potential_main_effect_sa_minus_ff,dynamic_main_effect_full_minus_off,interaction_difference_in_differences,adaptation_contrast_sa_minus_ff
S4_TWO_BY_TWO_FACTORIAL,map2,1,s4,G31_S4_NEUTRAL_FIFO,business_missed_rate,fixed-denominator missed rate,lower,COMPLETE,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
S4_TWO_BY_TWO_FACTORIAL,map2,1,s4,G31_S4_NEUTRAL_FIFO,business_fixed_horizon_tardiness_sum_seconds,fixed-horizon all-population tardiness sum (s),lower,COMPLETE,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
S4_TWO_BY_TWO_FACTORIAL,map2,1,s4,G31_S4_NEUTRAL_FIFO,business_fixed_horizon_tardiness_mean_seconds,fixed-horizon all-population tardiness mean (s),lower,COMPLETE,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
S4_TWO_BY_TWO_FACTORIAL,map2,1,s4,G31_S4_NEUTRAL_FIFO,business_fixed_horizon_tardiness_p95_seconds,fixed-horizon all-population tardiness P95 (s),lower,COMPLETE,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
S4_TWO_BY_TWO_FACTORIAL,map2,1,s4,G31_S4_NEUTRAL_FIFO,business_fixed_horizon_tardiness_p99_seconds,fixed-horizon all-population tardiness P99 (s),lower,COMPLETE,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
S4_TWO_BY_TWO_FACTORIAL,map2,1,s4,G31_S4_NEUTRAL_FIFO,business_fixed_horizon_tardiness_max_seconds,fixed-horizon all-population tardiness max (s),lower,COMPLETE,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
S4_TWO_BY_TWO_FACTORIAL,map2,1,s4,G31_S4_NEUTRAL_FIFO,business_time_to_90_percent_elapsed_seconds,time to 90% completion from first arrival (s),lower,COMPLETE,,62931.55554700001,62931.55554700001,62931.55554700001,62931.55554700001,0.0,0.0,0.0,
S4_TWO_BY_TWO_FACTORIAL,map2,1,s4,G31_S4_NEUTRAL_FIFO,business_time_to_95_percent_elapsed_seconds,time to 95% completion from first arrival (s),lower,COMPLETE,,67287.15554700002,67287.15554700002,67287.15554700002,67287.15554700002,0.0,0.0,0.0,
S4_TWO_BY_TWO_FACTORIAL,map2,1,s4,G31_S4_NEUTRAL_FIFO,business_time_to_99_percent_elapsed_seconds,time to 99% completion from first arrival (s),lower,COMPLETE,,71125.75554700002,71121.55554700003,71125.75554700002,71121.55554700003,-4.19999999999709,0.0,0.0,
S4_TWO_BY_TWO_FACTORIAL,map2,1,s4,G31_S4_NEUTRAL_FIFO,business_raw_total_backlog_area_seconds,raw-bag total backlog area (bag-s),lower,COMPLETE,,72131131.1190526,72123120.76905225,72127680.61905217,72126064.21905242,-4813.3750000447035,-253.52500012516975,6393.950000599027,
S4_TWO_BY_TWO_FACTORIAL,map2,1,s4,G31_S4_NEUTRAL_FIFO,business_raw_total_backlog_peak,raw-bag total backlog peak,lower,COMPLETE,,2368,2368,2368,2368,0.0,0.0,0.0,
S4_TWO_BY_TWO_FACTORIAL,map2,1,s4,G31_S4_NEUTRAL_FIFO,business_raw_total_backlog_end,raw-bag total backlog at horizon end,lower,COMPLETE,,0,0,0,0,0.0,0.0,0.0,
S4_TWO_BY_TWO_FACTORIAL,map2,1,s4,G31_S4_NEUTRAL_FIFO,business_raw_source_backlog_area_seconds,raw-bag source backlog area (bag-s),lower,COMPLETE,,66873538.213052414,66873538.213052414,66873538.213052414,66873538.213052414,0.0,0.0,0.0,
S4_TWO_BY_TWO_FACTORIAL,map2,1,s4,G31_S4_NEUTRAL_FIFO,business_raw_source_backlog_peak,raw-bag source backlog peak,lower,COMPLETE,,2193,2193,2193,2193,0.0,0.0,0.0,
S4_TWO_BY_TWO_FACTORIAL,map2,1,s4,G31_S4_NEUTRAL_FIFO,business_raw_source_backlog_end,raw-bag source backlog at horizon end,lower,COMPLETE,,0,0,0,0,0.0,0.0,0.0,
S4_TWO_BY_TWO_FACTORIAL,map2,1,s4,G31_S4_NEUTRAL_FIFO,business_raw_network_backlog_area_seconds,raw-bag network backlog area (bag-s),lower,COMPLETE,,5257592.906000005,5249582.556000022,5254142.406000009,5252526.006000014,-4813.374999988824,-253.52500000223517,6393.949999988079,
S4_TWO_BY_TWO_FACTORIAL,map2,1,s4,G31_S4_NEUTRAL_FIFO,business_raw_network_backlog_peak,raw-bag network backlog peak,lower,COMPLETE,,236,236,236,236,0.0,0.0,0.0,
S4_TWO_BY_TWO_FACTORIAL,map2,1,s4,G31_S4_NEUTRAL_FIFO,business_raw_network_backlog_end,raw-bag network backlog at horizon end,lower,COMPLETE,,0,0,0,0,0.0,0.0,0.0,
S4_TWO_BY_TWO_FACTORIAL,map2,1,s4,G31_S4_NEUTRAL_FIFO,pre_feasibility_component_raw_argmin_change_count_total,pre-feasibility component raw-argmin counterfactual changes (total),diagnostic only,COMPLETE,,1297,1224,1203,810,-233.0,-254.0,-320.0,
S4_TWO_BY_TWO_FACTORIAL,map2,1,s4,G31_S4_NEUTRAL_FIFO,wall_seconds,wall time (s),lower is compute only,COMPLETE,,20.15154940006323,19.878644799813628,19.814828500151634,19.723351000109687,-0.18219105014577508,-0.24600734980776906,0.18142710020765662,
S4_TWO_BY_TWO_FACTORIAL,map2,1,s4,G31_S4_NEUTRAL_FIFO,cpu_seconds,CPU time (s),lower is compute only,COMPLETE,,19.46875,19.453125,19.3125,19.15625,-0.0859375,-0.2265625,-0.140625,
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,map2,1,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,completed_segment_count,completed segments,higher,COMPLETE,,,,43603,43603,,,,0.0
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,map2,1,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,completed_raw_bag_count,completed raw bags,higher,COMPLETE,,,,28506,28506,,,,0.0
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,map2,1,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,completion_rate,raw-bag completion rate,higher,COMPLETE,,,,1.0,1.0,,,,0.0
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,map2,1,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,population_latency_mean_seconds,population latency mean (s),lower,COMPLETE,,,,210.88389998596932,210.88763604153664,,,,0.0037360555673160434
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,map2,1,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,population_latency_p95_seconds,population latency P95 (s),lower,COMPLETE,,,,247.20199999999022,247.20199999999022,,,,0.0
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,map2,1,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,population_latency_p99_seconds,population latency P99 (s),lower,COMPLETE,,,,256.4019999999946,256.4019999999946,,,,0.0
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,map2,1,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,population_latency_max_seconds,population latency max (s),lower,COMPLETE,,,,275.80199999999604,275.80199999999604,,,,0.0
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,map2,1,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,business_on_time_raw_bag_count,fixed-denominator on-time raw bags,higher,COMPLETE,,,,28506,28506,,,,0.0
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,map2,1,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,business_on_time_rate,fixed-denominator on-time rate,higher,COMPLETE,,,,1.0,1.0,,,,0.0
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,map2,1,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,business_missed_raw_bag_count,fixed-denominator missed raw bags,lower,COMPLETE,,,,0,0,,,,0.0
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,map2,1,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,business_missed_rate,fixed-denominator missed rate,lower,COMPLETE,,,,0.0,0.0,,,,0.0
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,map2,1,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,business_fixed_horizon_tardiness_sum_seconds,fixed-horizon all-population tardiness sum (s),lower,COMPLETE,,,,0.0,0.0,,,,0.0
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,map2,1,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,business_fixed_horizon_tardiness_mean_seconds,fixed-horizon all-population tardiness mean (s),lower,COMPLETE,,,,0.0,0.0,,,,0.0
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,map2,1,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,business_fixed_horizon_tardiness_p95_seconds,fixed-horizon all-population tardiness P95 (s),lower,COMPLETE,,,,0.0,0.0,,,,0.0
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,map2,1,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,business_fixed_horizon_tardiness_p99_seconds,fixed-horizon all-population tardiness P99 (s),lower,COMPLETE,,,,0.0,0.0,,,,0.0
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,map2,1,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,business_fixed_horizon_tardiness_max_seconds,fixed-horizon all-population tardiness max (s),lower,COMPLETE,,,,0.0,0.0,,,,0.0
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,map2,1,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,business_time_to_90_percent_elapsed_seconds,time to 90% completion from first arrival (s),lower,COMPLETE,,,,62931.55554700001,62931.55554700001,,,,0.0
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,map2,1,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,business_time_to_95_percent_elapsed_seconds,time to 95% completion from first arrival (s),lower,COMPLETE,,,,67287.15554700002,67287.15554700002,,,,0.0
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,map2,1,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,business_time_to_99_percent_elapsed_seconds,time to 99% completion from first arrival (s),lower,COMPLETE,,,,71125.75554700002,71121.55554700003,,,,-4.19999999999709
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,map2,1,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,business_raw_total_backlog_area_seconds,raw-bag total backlog area (bag-s),lower,COMPLETE,,,,72138252.86905265,72137549.5690524,,,,-703.3000002503395
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,map2,1,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,business_raw_total_backlog_peak,raw-bag total backlog peak,lower,COMPLETE,,,,2368,2368,,,,0.0
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,map2,1,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,business_raw_total_backlog_end,raw-bag total backlog at horizon end,lower,COMPLETE,,,,0,0,,,,0.0
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,map2,1,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,business_raw_source_backlog_area_seconds,raw-bag source backlog area (bag-s),lower,COMPLETE,,,,66873538.213052414,66873538.213052414,,,,0.0
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,map2,1,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,business_raw_source_backlog_peak,raw-bag source backlog peak,lower,COMPLETE,,,,2193,2193,,,,0.0
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,map2,1,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,business_raw_source_backlog_end,raw-bag source backlog at horizon end,lower,COMPLETE,,,,0,0,,,,0.0
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,map2,1,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,business_raw_network_backlog_area_seconds,raw-bag network backlog area (bag-s),lower,COMPLETE,,,,5264714.655999996,5264011.355999992,,,,-703.300000003539
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,map2,1,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,business_raw_network_backlog_peak,raw-bag network backlog peak,lower,COMPLETE,,,,237,237,,,,0.0
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,map2,1,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,business_raw_network_backlog_end,raw-bag network backlog at horizon end,lower,COMPLETE,,,,0,0,,,,0.0
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,map2,1,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,pre_feasibility_component_raw_argmin_change_count_total,pre-feasibility component raw-argmin counterfactual changes (total),diagnostic only,METRIC_NOT_REPORTED,,,,,,,,,
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,map2,1,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,wall_seconds,wall time (s),lower is compute only,COMPLETE,,,,20.32325919996947,20.252293600002304,,,,-0.07096559996716678
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,map2,1,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,cpu_seconds,CPU time (s),lower is compute only,COMPLETE,,,,19.75,19.75,,,,0.0
S4_TWO_BY_TWO_FACTORIAL,map2,2,s4,G31_S4_NEUTRAL_FIFO,completed_segment_count,completed segments,higher,COMPLETE,,87206,87206,87206,87206,0.0,0.0,0.0,
S4_TWO_BY_TWO_FACTORIAL,map2,2,s4,G31_S4_NEUTRAL_FIFO,completed_raw_bag_count,completed raw bags,higher,COMPLETE,,57012,57012,57012,57012,0.0,0.0,0.0,
S4_TWO_BY_TWO_FACTORIAL,map2,2,s4,G31_S4_NEUTRAL_FIFO,completion_rate,raw-bag completion rate,higher,COMPLETE,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,
S4_TWO_BY_TWO_FACTORIAL,map2,2,s4,G31_S4_NEUTRAL_FIFO,population_latency_mean_seconds,population latency mean (s),lower,FORMAL_2X_TIMING_NA_BY_PROTOCOL,,,,,,,,,
S4_TWO_BY_TWO_FACTORIAL,map2,2,s4,G31_S4_NEUTRAL_FIFO,population_latency_p95_seconds,population latency P95 (s),lower,FORMAL_2X_TIMING_NA_BY_PROTOCOL,,,,,,,,,
S4_TWO_BY_TWO_FACTORIAL,map2,2,s4,G31_S4_NEUTRAL_FIFO,population_latency_p99_seconds,population latency P99 (s),lower,FORMAL_2X_TIMING_NA_BY_PROTOCOL,,,,,,,,,
S4_TWO_BY_TWO_FACTORIAL,map2,2,s4,G31_S4_NEUTRAL_FIFO,population_latency_max_seconds,population latency max (s),lower,FORMAL_2X_TIMING_NA_BY_PROTOCOL,,,,,,,,,
S4_TWO_BY_TWO_FACTORIAL,map2,2,s4,G31_S4_NEUTRAL_FIFO,business_on_time_raw_bag_count,fixed-denominator on-time raw bags,higher,COMPLETE,,55641,56186,55849,56872,784.0,447.0,478.0,
S4_TWO_BY_TWO_FACTORIAL,map2,2,s4,G31_S4_NEUTRAL_FIFO,business_on_time_rate,fixed-denominator on-time rate,higher,COMPLETE,,0.9759524310671438,0.9855118220725462,0.9796007857994808,0.9975443766224654,0.013751490914193365,0.007840454641128147,0.008384199817582205,
S4_TWO_BY_TWO_FACTORIAL,map2,2,s4,G31_S4_NEUTRAL_FIFO,business_missed_raw_bag_count,fixed-denominator missed raw bags,lower,COMPLETE,,1371,826,1163,140,-784.0,-447.0,-478.0,
S4_TWO_BY_TWO_FACTORIAL,map2,2,s4,G31_S4_NEUTRAL_FIFO,business_missed_rate,fixed-denominator missed rate,lower,COMPLETE,,0.0240475689328562,0.014488177927453827,0.020399214200519156,0.002455623377534577,-0.013751490914193476,-0.007840454641128147,-0.008384199817582205,
S4_TWO_BY_TWO_FACTORIAL,map2,2,s4,G31_S4_NEUTRAL_FIFO,business_fixed_horizon_tardiness_sum_seconds,fixed-horizon all-population tardiness sum (s),lower,COMPLETE,,1054311.0548499958,479827.9436699978,940632.390869996,80813.36267999971,-717151.0696849972,-256346.62248499895,-285335.91700999846,
S4_TWO_BY_TWO_FACTORIAL,map2,2,s4,G31_S4_NEUTRAL_FIFO,business_fixed_horizon_tardiness_mean_seconds,fixed-horizon all-population tardiness mean (s),lower,COMPLETE,,18.49279195344832,8.416262254788426,16.49884920490416,1.4174798758156129,-12.578949513874221,-4.4963625637584865,-5.004839630428654,
S4_TWO_BY_TWO_FACTORIAL,map2,2,s4,G31_S4_NEUTRAL_FIFO,business_fixed_horizon_tardiness_p95_seconds,fixed-horizon all-population tardiness P95 (s),lower,COMPLETE,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
S4_TWO_BY_TWO_FACTORIAL,map2,2,s4,G31_S4_NEUTRAL_FIFO,business_fixed_horizon_tardiness_p99_seconds,fixed-horizon all-population tardiness P99 (s),lower,COMPLETE,,709.8817574999965,213.4078611999977,596.2100651999957,0.0,-546.3419807499972,-163.53977674999925,-99.73616889999687,
S4_TWO_BY_TWO_FACTORIAL,map2,2,s4,G31_S4_NEUTRAL_FIFO,business_fixed_horizon_tardiness_max_seconds,fixed-horizon all-population tardiness max (s),lower,COMPLETE,,3513.569330000002,3422.850939999993,3346.0218200000018,1813.7543399999959,-811.4929350000075,-888.3220549999987,-1441.5490899999968,
S4_TWO_BY_TWO_FACTORIAL,map2,2,s4,G31_S4_NEUTRAL_FIFO,business_time_to_90_percent_elapsed_seconds,time to 90% completion from first arrival (s),lower,COMPLETE,,64388.756587000025,64388.756587000025,64388.756587000025,64388.355547000014,-0.20052000000578118,-0.20052000000578118,-0.40104000001156237,
S4_TWO_BY_TWO_FACTORIAL,map2,2,s4,G31_S4_NEUTRAL_FIFO,business_time_to_95_percent_elapsed_seconds,time to 95% completion from first arrival (s),lower,COMPLETE,,67648.30883700002,67647.30883700002,67648.30883700002,67648.30883700002,-0.5,0.5,1.0,
S4_TWO_BY_TWO_FACTORIAL,map2,2,s4,G31_S4_NEUTRAL_FIFO,business_time_to_99_percent_elapsed_seconds,time to 99% completion from first arrival (s),lower,COMPLETE,,71585.42891700003,71582.36215700001,71584.16224700003,71581.36215700001,-2.9334250000101747,-1.1333350000059,0.26666999999724794,
S4_TWO_BY_TWO_FACTORIAL,map2,2,s4,G31_S4_NEUTRAL_FIFO,business_raw_total_backlog_area_seconds,raw-bag total backlog area (bag-s),lower,COMPLETE,,153429271.01676735,149935820.28990874,152412239.18331724,144731644.5163578,-5587022.69690901,-3110603.8035005033,-4187143.940100819,
S4_TWO_BY_TWO_FACTORIAL,map2,2,s4,G31_S4_NEUTRAL_FIFO,business_raw_total_backlog_peak,raw-bag total backlog peak,lower,COMPLETE,,4788,4685,4760,4544,-159.5,-84.5,-113.0,
S4_TWO_BY_TWO_FACTORIAL,map2,2,s4,G31_S4_NEUTRAL_FIFO,business_raw_total_backlog_end,raw-bag total backlog at horizon end,lower,COMPLETE,,0,0,0,0,0.0,0.0,0.0,
S4_TWO_BY_TWO_FACTORIAL,map2,2,s4,G31_S4_NEUTRAL_FIFO,business_raw_source_backlog_area_seconds,raw-bag source backlog area (bag-s),lower,COMPLETE,,128401492.54339544,128401492.54339544,128401492.54339544,128401492.54339544,0.0,0.0,0.0,
S4_TWO_BY_TWO_FACTORIAL,map2,2,s4,G31_S4_NEUTRAL_FIFO,business_raw_source_backlog_peak,raw-bag source backlog peak,lower,COMPLETE,,4128,4128,4128,4128,0.0,0.0,0.0,
S4_TWO_BY_TWO_FACTORIAL,map2,2,s4,G31_S4_NEUTRAL_FIFO,business_raw_source_backlog_end,raw-bag source backlog at horizon end,lower,COMPLETE,,0,0,0,0,0.0,0.0,0.0,
S4_TWO_BY_TWO_FACTORIAL,map2,2,s4,G31_S4_NEUTRAL_FIFO,business_raw_network_backlog_area_seconds,raw-bag network backlog area (bag-s),lower,COMPLETE,,25027778.473370235,21534327.746510047,24010746.639920186,16330151.97296015,-5587022.696910113,-3110603.8034999743,-4187143.9400998484,
S4_TWO_BY_TWO_FACTORIAL,map2,2,s4,G31_S4_NEUTRAL_FIFO,business_raw_network_backlog_peak,raw-bag network backlog peak,lower,COMPLETE,,2644,2390,2607,1540,-660.5,-443.5,-813.0,
S4_TWO_BY_TWO_FACTORIAL,map2,2,s4,G31_S4_NEUTRAL_FIFO,business_raw_network_backlog_end,raw-bag network backlog at horizon end,lower,COMPLETE,,0,0,0,0,0.0,0.0,0.0,
S4_TWO_BY_TWO_FACTORIAL,map2,2,s4,G31_S4_NEUTRAL_FIFO,pre_feasibility_component_raw_argmin_change_count_total,pre-feasibility component raw-argmin counterfactual changes (total),diagnostic only,COMPLETE,,11572,12099,8366,5897,-971.0,-4704.0,-2996.0,
S4_TWO_BY_TWO_FACTORIAL,map2,2,s4,G31_S4_NEUTRAL_FIFO,wall_seconds,wall time (s),lower is compute only,COMPLETE,,59.33420129981823,57.59729900001548,61.0998108999338,51.72635850007646,-5.555177349830046,-2.0526654499117285,-7.636550100054592,
S4_TWO_BY_TWO_FACTORIAL,map2,2,s4,G31_S4_NEUTRAL_FIFO,cpu_seconds,CPU time (s),lower is compute only,COMPLETE,,58.375,55.890625,59.625,50.515625,-5.796875,-2.0625,-6.625,
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,map2,2,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,completed_segment_count,completed segments,higher,COMPLETE,,,,87206,87206,,,,0.0
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,map2,2,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,completed_raw_bag_count,completed raw bags,higher,COMPLETE,,,,57012,57012,,,,0.0
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,map2,2,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,completion_rate,raw-bag completion rate,higher,COMPLETE,,,,1.0,1.0,,,,0.0
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,map2,2,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,population_latency_mean_seconds,population latency mean (s),lower,FORMAL_2X_TIMING_NA_BY_PROTOCOL,,,,,,,,,
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,map2,2,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,population_latency_p95_seconds,population latency P95 (s),lower,FORMAL_2X_TIMING_NA_BY_PROTOCOL,,,,,,,,,
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,map2,2,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,population_latency_p99_seconds,population latency P99 (s),lower,FORMAL_2X_TIMING_NA_BY_PROTOCOL,,,,,,,,,
CIE_DH_COMMON_EXECUTOR_ADAPTATION_ONLY_NOT_NATIVE_FENG,map2,2,cie_dh,CIE_DH_COMMON_EXECUTOR_ADAPTED_NOT_EXACT,population_latency_max_seconds,population latency max (s),lower,FORMAL_2X_TIMING_NA_BY_PROTOCOL,,,,,,,,,
