scenario,context,replay_variant,variant_mode,diagnostic_ablation,hybrid_repair,max_tasks,planned_count,unplanned_count,decision_count,legacy_route_next_labels,route_intent_task_coverage,move_now_legacy_labels,wait_edge_capacity_labels,wait_edge_queue_labels,wait_node_capacity_labels,wait_merge_group_labels,wait_fault_repair_labels,wait_until_safe_labels,wait_executable_labels,reroute_now_legacy_labels,legacy_no_path_labels,temporarily_blocked_labels,globally_unsafe_labels,fallback_safe_labels,sipp_repair_labels,abstain_labels,route_intent_only_labels,primary_g4a_label_count,primary_g4a_label_coverage,branch_decision_count,branch_effective_label_coverage,unresolved_edge_capacity_cases,unresolved_edge_capacity_share_of_g3d,mean_wait_inserted,max_wait_inserted,mean_travel_time,p95_travel_time,p99_travel_time,late_count,max_lateness,makespan,node_reservation_conflicts,edge_reservation_conflicts,merge_group_conflicts,post_shield_conflicts,real_constraint_conflicts,label_taxonomy_distribution,block_reason_distribution
legacy_first16_buffer2,buffer_capacity,edge_release_wait_scheduler,edge_release_wait,False,False,16,15,1,125,118,16,97,21,0,0,0,0,0,21,0,7,0,0,0,0,0,0,118,0.944,55,1.0,0,0.0,2.459188407407055,9.599999999998545,51.21320579999907,60.99634999999744,65.5666219999977,0,0.0,10733.178849999998,0,0,0,0,0,LEGACY_NO_PATH:7;MOVE_NOW_LEGACY:97;WAIT_EDGE_CAPACITY:21,edge_capacity:21;legacy_astar_no_path:7
legacy_first16_buffer2,buffer_capacity,fifo_edge_queue_scheduler,fifo_queue,False,False,16,15,1,125,118,16,97,0,21,0,0,0,0,21,0,7,0,0,0,0,0,0,118,0.944,55,1.0,0,0.0,2.459188407407055,9.599999999998545,51.21320579999907,60.99634999999744,65.5666219999977,0,0.0,10733.178849999998,0,0,0,0,0,LEGACY_NO_PATH:7;MOVE_NOW_LEGACY:97;WAIT_EDGE_QUEUE:21,edge_capacity:21;legacy_astar_no_path:7
legacy_first16_buffer2,buffer_capacity,capacity_wait_budget_5s,wait_budget,False,False,16,15,1,125,118,16,97,21,0,0,0,0,0,21,0,7,0,0,0,0,0,0,118,0.944,55,1.0,0,0.0,2.459188407407055,9.599999999998545,51.21320579999907,60.99634999999744,65.5666219999977,0,0.0,10733.178849999998,0,0,0,0,0,LEGACY_NO_PATH:7;MOVE_NOW_LEGACY:97;WAIT_EDGE_CAPACITY:21,edge_capacity:21;legacy_astar_no_path:7
legacy_first16_buffer2,buffer_capacity,capacity_wait_budget_10s,wait_budget,False,False,16,15,1,125,118,16,97,21,0,0,0,0,0,21,0,7,0,0,0,0,0,0,118,0.944,55,1.0,0,0.0,2.459188407407055,9.599999999998545,51.21320579999907,60.99634999999744,65.5666219999977,0,0.0,10733.178849999998,0,0,0,0,0,LEGACY_NO_PATH:7;MOVE_NOW_LEGACY:97;WAIT_EDGE_CAPACITY:21,edge_capacity:21;legacy_astar_no_path:7
legacy_first16_buffer2,buffer_capacity,capacity_wait_budget_30s,wait_budget,False,False,16,15,1,125,118,16,97,21,0,0,0,0,0,21,0,7,0,0,0,0,0,0,118,0.944,55,1.0,0,0.0,2.459188407407055,9.599999999998545,51.21320579999907,60.99634999999744,65.5666219999977,0,0.0,10733.178849999998,0,0,0,0,0,LEGACY_NO_PATH:7;MOVE_NOW_LEGACY:97;WAIT_EDGE_CAPACITY:21,edge_capacity:21;legacy_astar_no_path:7
legacy_first16_buffer2,buffer_capacity,capacity_wait_budget_60s,wait_budget,False,False,16,15,1,125,118,16,97,21,0,0,0,0,0,21,0,7,0,0,0,0,0,0,118,0.944,55,1.0,0,0.0,2.459188407407055,9.599999999998545,51.21320579999907,60.99634999999744,65.5666219999977,0,0.0,10733.178849999998,0,0,0,0,0,LEGACY_NO_PATH:7;MOVE_NOW_LEGACY:97;WAIT_EDGE_CAPACITY:21,edge_capacity:21;legacy_astar_no_path:7
legacy_first16_buffer2,buffer_capacity,route_intent_only_teacher,route_intent,False,False,16,0,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,ROUTE_INTENT_LEGACY:16,none
legacy_first16_buffer2,buffer_capacity,hybrid_executable_teacher,hybrid,False,True,16,15,1,125,118,16,97,21,0,0,0,0,0,21,0,7,0,0,0,0,0,0,118,0.944,55,1.0,0,0.0,2.459188407407055,9.599999999998545,51.21320579999907,60.99634999999744,65.5666219999977,0,0.0,10733.178849999998,0,0,0,0,0,LEGACY_NO_PATH:7;MOVE_NOW_LEGACY:97;WAIT_EDGE_CAPACITY:21,edge_capacity:21;legacy_astar_no_path:7
legacy_first32,no_fault,g3d_reroute_anchor,reroute,False,False,32,25,7,356,354,32,250,0,0,0,0,0,0,0,8,2,85,4,0,0,7,0,258,0.7247191011235955,168,0.6666666666666666,96,0.17744916820702403,1.0,1.0,60.78399999999987,85.0,93.36000000000001,0,0.0,11358.14959,0,0,0,0,0,ABSTAIN_NO_TEACHER:7;LEGACY_NEXT_GLOBALLY_UNSAFE:4;LEGACY_NEXT_TEMPORARILY_BLOCKED:85;LEGACY_NO_PATH:2;MOVE_NOW_LEGACY:250;REROUTE_NOW_LEGACY:8,edge_capacity:104;legacy_astar_no_path:2
legacy_first32,no_fault,edge_release_wait_scheduler,edge_release_wait,False,False,32,23,9,246,225,32,177,41,0,0,0,0,0,41,0,21,0,2,0,0,5,0,218,0.8861788617886179,96,0.96875,7,0.012939001848428836,2.9141351166659963,9.599999999998545,52.87863856521598,67.84184899999745,74.34137639999584,0,0.0,11330.645409999997,0,0,0,0,0,ABSTAIN_NO_TEACHER:5;LEGACY_NEXT_GLOBALLY_UNSAFE:2;LEGACY_NO_PATH:21;MOVE_NOW_LEGACY:177;WAIT_EDGE_CAPACITY:41,edge_capacity:48;legacy_astar_no_path:21
legacy_first32,no_fault,fifo_edge_queue_scheduler,fifo_queue,False,False,32,23,9,246,225,32,177,0,41,0,0,0,0,41,0,21,0,2,0,0,5,0,218,0.8861788617886179,96,0.96875,7,0.012939001848428836,2.9141351166659963,9.599999999998545,52.87863856521598,67.84184899999745,74.34137639999584,0,0.0,11330.645409999997,0,0,0,0,0,ABSTAIN_NO_TEACHER:5;LEGACY_NEXT_GLOBALLY_UNSAFE:2;LEGACY_NO_PATH:21;MOVE_NOW_LEGACY:177;WAIT_EDGE_QUEUE:41,edge_capacity:48;legacy_astar_no_path:21
legacy_first32,no_fault,capacity_wait_budget_5s,wait_budget,False,False,32,25,7,252,240,32,193,38,0,0,0,0,0,38,3,12,0,1,0,0,5,0,234,0.9285714285714286,105,0.9809523809523809,6,0.011090573012939002,2.639734224489001,9.599999999998545,55.29707507999861,80.48998999999714,90.49289719999777,0,0.0,11355.645409999997,0,0,0,0,0,ABSTAIN_NO_TEACHER:5;LEGACY_NEXT_GLOBALLY_UNSAFE:1;LEGACY_NO_PATH:12;MOVE_NOW_LEGACY:193;REROUTE_NOW_LEGACY:3;WAIT_EDGE_CAPACITY:38,edge_capacity:47;legacy_astar_no_path:12
legacy_first32,no_fault,capacity_wait_budget_10s,wait_budget,False,False,32,23,9,246,225,32,177,41,0,0,0,0,0,41,0,21,0,2,0,0,5,0,218,0.8861788617886179,96,0.96875,7,0.012939001848428836,2.9141351166659963,9.599999999998545,52.87863856521598,67.84184899999745,74.34137639999584,0,0.0,11330.645409999997,0,0,0,0,0,ABSTAIN_NO_TEACHER:5;LEGACY_NEXT_GLOBALLY_UNSAFE:2;LEGACY_NO_PATH:21;MOVE_NOW_LEGACY:177;WAIT_EDGE_CAPACITY:41,edge_capacity:48;legacy_astar_no_path:21
legacy_first32,no_fault,capacity_wait_budget_30s,wait_budget,False,False,32,23,9,246,225,32,177,41,0,0,0,0,0,41,0,21,0,2,0,0,5,0,218,0.8861788617886179,96,0.96875,7,0.012939001848428836,2.9141351166659963,9.599999999998545,52.87863856521598,67.84184899999745,74.34137639999584,0,0.0,11330.645409999997,0,0,0,0,0,ABSTAIN_NO_TEACHER:5;LEGACY_NEXT_GLOBALLY_UNSAFE:2;LEGACY_NO_PATH:21;MOVE_NOW_LEGACY:177;WAIT_EDGE_CAPACITY:41,edge_capacity:48;legacy_astar_no_path:21
legacy_first32,no_fault,capacity_wait_budget_60s,wait_budget,False,False,32,23,9,246,225,32,177,41,0,0,0,0,0,41,0,21,0,2,0,0,5,0,218,0.8861788617886179,96,0.96875,7,0.012939001848428836,2.9141351166659963,9.599999999998545,52.87863856521598,67.84184899999745,74.34137639999584,0,0.0,11330.645409999997,0,0,0,0,0,ABSTAIN_NO_TEACHER:5;LEGACY_NEXT_GLOBALLY_UNSAFE:2;LEGACY_NO_PATH:21;MOVE_NOW_LEGACY:177;WAIT_EDGE_CAPACITY:41,edge_capacity:48;legacy_astar_no_path:21
legacy_first32,no_fault,route_intent_only_teacher,route_intent,False,False,32,0,32,32,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,ROUTE_INTENT_LEGACY:32,none
legacy_first32,no_fault,hybrid_executable_teacher,hybrid,False,True,32,23,9,246,223,32,175,41,0,0,0,0,0,41,0,21,0,2,0,2,5,0,216,0.8780487804878049,96,0.96875,7,0.012939001848428836,2.9141351166659963,9.599999999998545,52.87863856521598,67.84184899999745,74.34137639999584,0,0.0,11330.645409999997,0,0,0,0,0,ABSTAIN_NO_TEACHER:5;LEGACY_NEXT_GLOBALLY_UNSAFE:2;LEGACY_NO_PATH:21;MOVE_NOW_LEGACY:175;SIPP_REPAIR_MOVE:2;WAIT_EDGE_CAPACITY:41,edge_capacity:48;legacy_astar_no_path:23
legacy_offset32_static16,static_fault,g3d_reroute_anchor,reroute,False,False,16,12,4,193,188,16,126,0,0,0,0,0,0,0,4,5,53,1,0,0,4,0,130,0.6735751295336787,103,0.5145631067961165,58,0.10720887245841035,1.0,1.0,63.0,82.84999999999854,85.04999999999853,0,0.0,11959.18781,0,0,0,0,0,ABSTAIN_NO_TEACHER:4;LEGACY_NEXT_GLOBALLY_UNSAFE:1;LEGACY_NEXT_TEMPORARILY_BLOCKED:53;LEGACY_NO_PATH:5;MOVE_NOW_LEGACY:126;REROUTE_NOW_LEGACY:4,edge_capacity:62;legacy_astar_no_path:5
legacy_offset32_static16,static_fault,edge_release_wait_scheduler,edge_release_wait,False,False,16,10,6,134,124,16,99,18,0,0,0,0,0,18,0,10,0,1,0,0,6,0,117,0.8731343283582089,48,0.8541666666666666,7,0.012939001848428836,3.185999999999506,14.665369999998802,57.16606299999967,75.08947749999817,78.43036749999743,0,0.0,11938.406599999998,0,0,0,0,0,ABSTAIN_NO_TEACHER:6;LEGACY_NEXT_GLOBALLY_UNSAFE:1;LEGACY_NO_PATH:10;MOVE_NOW_LEGACY:99;WAIT_EDGE_CAPACITY:18,edge_capacity:25;legacy_astar_no_path:10
legacy_offset32_static16,static_fault,fifo_edge_queue_scheduler,fifo_queue,False,False,16,10,6,134,124,16,99,0,18,0,0,0,0,18,0,10,0,1,0,0,6,0,117,0.8731343283582089,48,0.8541666666666666,7,0.012939001848428836,3.185999999999506,14.665369999998802,57.16606299999967,75.08947749999817,78.43036749999743,0,0.0,11938.406599999998,0,0,0,0,0,ABSTAIN_NO_TEACHER:6;LEGACY_NEXT_GLOBALLY_UNSAFE:1;LEGACY_NO_PATH:10;MOVE_NOW_LEGACY:99;WAIT_EDGE_QUEUE:18,edge_capacity:25;legacy_astar_no_path:10
legacy_offset32_static16,static_fault,capacity_wait_budget_5s,wait_budget,False,False,16,10,6,130,124,16,100,16,0,0,0,0,0,16,1,6,0,1,0,0,6,0,117,0.9,50,0.86,7,0.012939001848428836,2.562694782608283,14.665369999998802,56.02086099999978,70.4095154999981,71.68190309999817,0,0.0,11938.406599999998,0,0,0,0,0,ABSTAIN_NO_TEACHER:6;LEGACY_NEXT_GLOBALLY_UNSAFE:1;LEGACY_NO_PATH:6;MOVE_NOW_LEGACY:100;REROUTE_NOW_LEGACY:1;WAIT_EDGE_CAPACITY:16,edge_capacity:24;legacy_astar_no_path:6
legacy_offset32_static16,static_fault,capacity_wait_budget_10s,wait_budget,False,False,16,10,6,134,124,16,99,18,0,0,0,0,0,18,0,10,0,1,0,0,6,0,117,0.8731343283582089,48,0.8541666666666666,7,0.012939001848428836,3.185999999999506,14.665369999998802,57.16606299999967,75.08947749999817,78.43036749999743,0,0.0,11938.406599999998,0,0,0,0,0,ABSTAIN_NO_TEACHER:6;LEGACY_NEXT_GLOBALLY_UNSAFE:1;LEGACY_NO_PATH:10;MOVE_NOW_LEGACY:99;WAIT_EDGE_CAPACITY:18,edge_capacity:25;legacy_astar_no_path:10
legacy_offset32_static16,static_fault,capacity_wait_budget_30s,wait_budget,False,False,16,10,6,134,124,16,99,18,0,0,0,0,0,18,0,10,0,1,0,0,6,0,117,0.8731343283582089,48,0.8541666666666666,7,0.012939001848428836,3.185999999999506,14.665369999998802,57.16606299999967,75.08947749999817,78.43036749999743,0,0.0,11938.406599999998,0,0,0,0,0,ABSTAIN_NO_TEACHER:6;LEGACY_NEXT_GLOBALLY_UNSAFE:1;LEGACY_NO_PATH:10;MOVE_NOW_LEGACY:99;WAIT_EDGE_CAPACITY:18,edge_capacity:25;legacy_astar_no_path:10
legacy_offset32_static16,static_fault,capacity_wait_budget_60s,wait_budget,False,False,16,10,6,134,124,16,99,18,0,0,0,0,0,18,0,10,0,1,0,0,6,0,117,0.8731343283582089,48,0.8541666666666666,7,0.012939001848428836,3.185999999999506,14.665369999998802,57.16606299999967,75.08947749999817,78.43036749999743,0,0.0,11938.406599999998,0,0,0,0,0,ABSTAIN_NO_TEACHER:6;LEGACY_NEXT_GLOBALLY_UNSAFE:1;LEGACY_NO_PATH:10;MOVE_NOW_LEGACY:99;WAIT_EDGE_CAPACITY:18,edge_capacity:25;legacy_astar_no_path:10
legacy_offset32_static16,static_fault,route_intent_only_teacher,route_intent,False,False,16,0,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,ROUTE_INTENT_LEGACY:16,none
legacy_offset32_static16,static_fault,hybrid_executable_teacher,hybrid,False,True,16,10,6,134,121,16,96,18,0,0,0,0,0,18,0,10,0,1,0,3,6,0,114,0.8507462686567164,48,0.8541666666666666,7,0.012939001848428836,3.185999999999506,14.665369999998802,57.16606299999967,75.08947749999817,78.43036749999743,0,0.0,11938.406599999998,0,0,0,0,0,ABSTAIN_NO_TEACHER:6;LEGACY_NEXT_GLOBALLY_UNSAFE:1;LEGACY_NO_PATH:10;MOVE_NOW_LEGACY:96;SIPP_REPAIR_MOVE:3;WAIT_EDGE_CAPACITY:18,edge_capacity:25;legacy_astar_no_path:13
legacy_offset64_repair32,repair_window,g3d_reroute_anchor,reroute,False,False,32,13,19,319,305,32,194,0,0,0,0,0,0,0,7,14,75,10,0,0,19,0,201,0.6300940438871473,136,0.5441176470588235,104,0.1922365988909427,1.0,1.0,61.44615384615393,83.19999999999854,85.11999999999854,0,0.0,13163.04086,0,0,0,0,0,ABSTAIN_NO_TEACHER:19;LEGACY_NEXT_GLOBALLY_UNSAFE:10;LEGACY_NEXT_TEMPORARILY_BLOCKED:75;LEGACY_NO_PATH:14;MOVE_NOW_LEGACY:194;REROUTE_NOW_LEGACY:7,edge_capacity:111;legacy_astar_no_path:14
legacy_offset64_repair32,repair_window,edge_release_wait_scheduler,edge_release_wait,False,False,32,12,20,261,193,32,143,34,0,0,0,0,0,34,0,68,0,5,0,0,11,0,177,0.6781609195402298,72,0.8611111111111112,16,0.029574861367837338,2.367842551020194,9.599999999998545,59.84054666666513,76.04945049999668,79.40625009999526,0,0.0,13149.682149999995,0,0,0,0,0,ABSTAIN_NO_TEACHER:11;LEGACY_NEXT_GLOBALLY_UNSAFE:5;LEGACY_NO_PATH:68;MOVE_NOW_LEGACY:143;WAIT_EDGE_CAPACITY:34,edge_capacity:50;legacy_astar_no_path:68
legacy_offset64_repair32,repair_window,fifo_edge_queue_scheduler,fifo_queue,False,False,32,12,20,261,193,32,143,0,34,0,0,0,0,34,0,68,0,5,0,0,11,0,177,0.6781609195402298,72,0.8611111111111112,16,0.029574861367837338,2.367842551020194,9.599999999998545,59.84054666666513,76.04945049999668,79.40625009999526,0,0.0,13149.682149999995,0,0,0,0,0,ABSTAIN_NO_TEACHER:11;LEGACY_NEXT_GLOBALLY_UNSAFE:5;LEGACY_NO_PATH:68;MOVE_NOW_LEGACY:143;WAIT_EDGE_QUEUE:34,edge_capacity:50;legacy_astar_no_path:68
legacy_offset64_repair32,repair_window,capacity_wait_budget_5s,wait_budget,False,False,32,16,16,284,215,32,169,32,0,0,0,0,0,32,4,69,0,1,0,0,9,0,205,0.721830985915493,84,0.9523809523809523,10,0.018484288354898338,2.225667999999706,9.599999999998545,64.92888437499835,88.0122374999969,90.45492749999785,0,0.0,13154.839829999997,0,0,0,0,0,ABSTAIN_NO_TEACHER:9;LEGACY_NEXT_GLOBALLY_UNSAFE:1;LEGACY_NO_PATH:69;MOVE_NOW_LEGACY:169;REROUTE_NOW_LEGACY:4;WAIT_EDGE_CAPACITY:32,edge_capacity:46;legacy_astar_no_path:69
legacy_offset64_repair32,repair_window,capacity_wait_budget_10s,wait_budget,False,False,32,14,18,267,199,32,153,34,0,0,0,0,0,34,2,68,0,1,0,0,9,0,189,0.7078651685393258,76,0.9473684210526315,10,0.018484288354898338,2.426048617021053,9.599999999998545,61.949039999998476,76.57590749999726,79.51154149999536,0,0.0,13149.682149999995,0,0,0,0,0,ABSTAIN_NO_TEACHER:9;LEGACY_NEXT_GLOBALLY_UNSAFE:1;LEGACY_NO_PATH:68;MOVE_NOW_LEGACY:153;REROUTE_NOW_LEGACY:2;WAIT_EDGE_CAPACITY:34,edge_capacity:46;legacy_astar_no_path:68
legacy_offset64_repair32,repair_window,capacity_wait_budget_30s,wait_budget,False,False,32,14,18,267,199,32,153,34,0,0,0,0,0,34,2,68,0,1,0,0,9,0,189,0.7078651685393258,76,0.9473684210526315,10,0.018484288354898338,2.426048617021053,9.599999999998545,61.949039999998476,76.57590749999726,79.51154149999536,0,0.0,13149.682149999995,0,0,0,0,0,ABSTAIN_NO_TEACHER:9;LEGACY_NEXT_GLOBALLY_UNSAFE:1;LEGACY_NO_PATH:68;MOVE_NOW_LEGACY:153;REROUTE_NOW_LEGACY:2;WAIT_EDGE_CAPACITY:34,edge_capacity:46;legacy_astar_no_path:68
legacy_offset64_repair32,repair_window,capacity_wait_budget_60s,wait_budget,False,False,32,14,18,267,199,32,153,34,0,0,0,0,0,34,2,68,0,1,0,0,9,0,189,0.7078651685393258,76,0.9473684210526315,10,0.018484288354898338,2.426048617021053,9.599999999998545,61.949039999998476,76.57590749999726,79.51154149999536,0,0.0,13149.682149999995,0,0,0,0,0,ABSTAIN_NO_TEACHER:9;LEGACY_NEXT_GLOBALLY_UNSAFE:1;LEGACY_NO_PATH:68;MOVE_NOW_LEGACY:153;REROUTE_NOW_LEGACY:2;WAIT_EDGE_CAPACITY:34,edge_capacity:46;legacy_astar_no_path:68
legacy_offset64_repair32,repair_window,route_intent_only_teacher,route_intent,False,False,32,0,32,32,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,ROUTE_INTENT_LEGACY:32,none
legacy_offset64_repair32,repair_window,hybrid_executable_teacher,hybrid,False,True,32,14,18,254,190,32,148,32,0,0,0,0,0,32,0,59,0,1,2,5,7,0,180,0.7086614173228346,74,0.9459459459459459,10,0.018484288354898338,2.7127893827159433,9.69800000000032,63.45434499999841,76.57590749999726,79.51154149999536,0,0.0,13149.682149999995,0,0,0,0,0,ABSTAIN_NO_TEACHER:7;FALLBACK_SAFE_MOVE:2;LEGACY_NEXT_GLOBALLY_UNSAFE:1;LEGACY_NO_PATH:59;MOVE_NOW_LEGACY:148;SIPP_REPAIR_MOVE:5;WAIT_EDGE_CAPACITY:32,edge_capacity:42;legacy_astar_no_path:64
legacy_offset64_merge32,merge_group,g3d_reroute_anchor,reroute,False,False,32,14,18,339,323,32,184,0,0,0,0,0,0,0,7,16,99,15,0,0,18,0,191,0.5634218289085545,136,0.5588235294117647,99,0.18299445471349354,1.0,1.0,61.61428571428561,82.99999999999855,85.07999999999855,0,0.0,13163.04086,0,0,0,0,0,ABSTAIN_NO_TEACHER:18;LEGACY_NEXT_GLOBALLY_UNSAFE:15;LEGACY_NEXT_TEMPORARILY_BLOCKED:99;LEGACY_NO_PATH:16;MOVE_NOW_LEGACY:184;REROUTE_NOW_LEGACY:7,edge_capacity:73;edge_capacity+merge_group:33;legacy_astar_no_path:16;merge_group:33
legacy_offset64_merge32,merge_group,edge_release_wait_scheduler,edge_release_wait,False,False,32,13,19,259,207,32,137,32,0,0,3,0,0,35,0,52,0,21,0,0,14,0,172,0.6640926640926641,73,0.9041095890410958,12,0.022181146025878003,2.151074757281271,9.599999999998545,62.2063792307672,78.1781799999986,79.83199599999563,0,0.0,13154.240860000002,0,0,0,0,0,ABSTAIN_NO_TEACHER:14;LEGACY_NEXT_GLOBALLY_UNSAFE:21;LEGACY_NO_PATH:52;MOVE_NOW_LEGACY:137;WAIT_EDGE_CAPACITY:32;WAIT_MERGE_GROUP:3,edge_capacity:32;edge_capacity+merge_group:12;legacy_astar_no_path:52;merge_group:26
