sample_id,window_name,scenario,context,window_offset,window_size,task_id,segment_id,decision_index,current_node,goal_node,candidate_next_nodes,teacher_next_node,is_branch_node,is_source_retry,current_time,task_entry_time,deadline_or_std,time_slack,candidate_shortest_time_to_goal,candidate_travel_time,candidate_service_time,candidate_node_type,candidate_fault_status,local_node_time_window_pressure,local_queue_or_occupancy_summary,g4d_enhanced_features,source_retry_age_seconds,source_retry_pressure,unfinished_task_queue_size_near_current_source,label_type,split,route_row_index,edge_capacity_primary
g4d_source_retry_0000881,g4d_first144_no_fault,g4d_first144_no_fault,real_inputdata_window,0,144,103,103:storage_in,-1,1,47,[7],,False,True,13092.14448,13092.14448,24900,11807.85552,"{""7"": 37.2}","{""7"": 4.8}","{""7"": 1.0}","{""7"": 5}","{""7"": false}",0,"{""out_degree"": 1}",{},0.85552,1,1,WAIT_AT_SOURCE_RETRY,train,,False
g4d_source_retry_0001009,g4d_first144_no_fault,g4d_first144_no_fault,real_inputdata_window,0,144,120,120:storage_in,-1,4,47,[17],,False,True,13651.81616,13651.81616,27300,13648.18384,"{""17"": 36.8}","{""17"": 3.6}","{""17"": 1.0}","{""17"": 5}","{""17"": false}",0,"{""out_degree"": 1}",{},1.18384,2,2,WAIT_AT_SOURCE_RETRY,train,,False
g4d_source_retry_0001036,g4d_first144_no_fault,g4d_first144_no_fault,real_inputdata_window,0,144,123,123:storage_in,-1,0,47,[6],,False,True,13659.92115,13659.92115,27000,13340.07885,"{""6"": 35.2}","{""6"": 3.2}","{""6"": 1.0}","{""6"": 4}","{""6"": false}",0,"{""out_degree"": 1}",{},1.07885,3,3,WAIT_AT_SOURCE_RETRY,train,,False
g4d_source_retry_0001046,g4d_first144_no_fault,g4d_first144_no_fault,real_inputdata_window,0,144,124,124:storage_in,-1,4,47,[17],,False,True,13659.95491,13659.95491,27300,13640.04509,"{""17"": 36.8}","{""17"": 3.6}","{""17"": 1.0}","{""17"": 5}","{""17"": false}",0,"{""out_degree"": 1}",{},1.04509,2,2,WAIT_AT_SOURCE_RETRY,train,,False
g4d_source_retry_0001054,g4d_first144_no_fault,g4d_first144_no_fault,real_inputdata_window,0,144,125,125:storage_in,-1,4,47,[17],,False,True,13661.3341,13661.3341,27000,13338.6659,"{""17"": 36.8}","{""17"": 3.6}","{""17"": 1.0}","{""17"": 5}","{""17"": false}",0,"{""out_degree"": 1}",{},1.14881,2,2,WAIT_AT_SOURCE_RETRY,val,,False
g4d_source_retry_0001109,g4d_first144_no_fault,g4d_first144_no_fault,real_inputdata_window,0,144,131,131:storage_in,-1,4,47,[17],,False,True,13667.8455,13667.8455,24600,10932.1545,"{""17"": 36.8}","{""17"": 3.6}","{""17"": 1.0}","{""17"": 5}","{""17"": false}",0,"{""out_degree"": 1}",{},2.759,5,5,WAIT_AT_SOURCE_RETRY,train,,False
g4d_source_retry_0001127,g4d_first144_no_fault,g4d_first144_no_fault,real_inputdata_window,0,144,132,132:storage_in,-1,4,47,[17],,False,True,13669.33407,13669.33407,23400,9730.66593,"{""17"": 36.8}","{""17"": 3.6}","{""17"": 1.0}","{""17"": 5}","{""17"": false}",0,"{""out_degree"": 1}",{},2.63881,4,4,WAIT_AT_SOURCE_RETRY,train,,False
g4d_source_retry_0001146,g4d_first144_no_fault,g4d_first144_no_fault,real_inputdata_window,0,144,135,135:storage_in,-1,0,47,[6],,False,True,13673.43982,13673.43982,24600,10926.56018,"{""6"": 35.2}","{""6"": 3.2}","{""6"": 1.0}","{""6"": 4}","{""6"": false}",0,"{""out_degree"": 1}",{},0.56018,1,1,WAIT_AT_SOURCE_RETRY,val,,False
g4d_source_retry_0001193,g4d_first144_no_fault,g4d_first144_no_fault,real_inputdata_window,0,144,140,140:storage_in,-1,0,47,[6],,False,True,13681.25482,13681.25482,23400,9718.74518,"{""6"": 35.2}","{""6"": 3.2}","{""6"": 1.0}","{""6"": 4}","{""6"": false}",0,"{""out_degree"": 1}",{},1.51935,2,2,WAIT_AT_SOURCE_RETRY,train,,False
g4d_source_retry_0001370,g4d_first256_no_fault,g4d_first256_no_fault,real_inputdata_window,0,256,18,18:storage_in,-1,0,47,[6],,False,True,10684.10647,10684.10647,24000,13315.89353,"{""6"": 35.2}","{""6"": 3.2}","{""6"": 1.0}","{""6"": 4}","{""6"": false}",0,"{""out_degree"": 1}",{},1.89353,2,2,WAIT_AT_SOURCE_RETRY,train,,False
g4d_source_retry_0001494,g4d_first256_no_fault,g4d_first256_no_fault,real_inputdata_window,0,256,33,33:storage_in,-1,0,47,[6],,False,True,11281.43983,11281.43983,24900,13618.56017,"{""6"": 35.2}","{""6"": 3.2}","{""6"": 1.0}","{""6"": 4}","{""6"": false}",0,"{""out_degree"": 1}",{},0.56017,1,1,WAIT_AT_SOURCE_RETRY,val,,False
g4d_source_retry_0001628,g4d_first256_no_fault,g4d_first256_no_fault,real_inputdata_window,0,256,49,49:storage_in,-1,0,47,[6],,False,True,11881.27115,11881.27115,24000,12118.72885,"{""6"": 35.2}","{""6"": 3.2}","{""6"": 1.0}","{""6"": 4}","{""6"": false}",0,"{""out_degree"": 1}",{},1.72885,2,2,WAIT_AT_SOURCE_RETRY,train,,False
g4d_source_retry_0001675,g4d_first256_no_fault,g4d_first256_no_fault,real_inputdata_window,0,256,54,54:storage_in,-1,0,47,[6],,False,True,11889.47782,11889.47782,25200,13310.52218,"{""6"": 35.2}","{""6"": 3.2}","{""6"": 1.0}","{""6"": 4}","{""6"": false}",0,"{""out_degree"": 1}",{},0.52218,1,1,WAIT_AT_SOURCE_RETRY,train,,False
g4d_source_retry_0001819,g4d_first256_no_fault,g4d_first256_no_fault,real_inputdata_window,0,256,71,71:storage_in,-1,4,47,[17],,False,True,12485.3062,12485.3062,25800,13314.6938,"{""17"": 36.8}","{""17"": 3.6}","{""17"": 1.0}","{""17"": 5}","{""17"": false}",0,"{""out_degree"": 1}",{},1.29828,2,2,WAIT_AT_SOURCE_RETRY,test,,False
g4d_source_retry_0001838,g4d_first256_no_fault,g4d_first256_no_fault,real_inputdata_window,0,256,72,72:storage_in,-1,0,47,[6],,False,True,12486.60448,12486.60448,23400,10913.39552,"{""6"": 35.2}","{""6"": 3.2}","{""6"": 1.0}","{""6"": 4}","{""6"": false}",0,"{""out_degree"": 1}",{},2.39552,4,4,WAIT_AT_SOURCE_RETRY,train,,False
g4d_source_retry_0001898,g4d_first256_no_fault,g4d_first256_no_fault,real_inputdata_window,0,256,80,80:storage_in,-1,0,47,[6],,False,True,13050.16178,13050.16178,26400,13349.83822,"{""6"": 35.2}","{""6"": 3.2}","{""6"": 1.0}","{""6"": 4}","{""6"": false}",0,"{""out_degree"": 1}",{},1.6835,2,2,WAIT_AT_SOURCE_RETRY,test,,False
g4d_source_retry_0001942,g4d_first256_no_fault,g4d_first256_no_fault,real_inputdata_window,0,256,84,84:storage_in,-1,4,47,[17],,False,True,13059.8454,13059.8454,24000,10940.1546,"{""17"": 36.8}","{""17"": 3.6}","{""17"": 1.0}","{""17"": 5}","{""17"": false}",0,"{""out_degree"": 1}",{},1.1546,3,3,WAIT_AT_SOURCE_RETRY,train,,False
g4d_source_retry_0001979,g4d_first256_no_fault,g4d_first256_no_fault,real_inputdata_window,0,256,89,89:storage_in,-1,4,47,[17],,False,True,13067.84538,13067.84538,23100,10032.15462,"{""17"": 36.8}","{""17"": 3.6}","{""17"": 1.0}","{""17"": 5}","{""17"": false}",0,"{""out_degree"": 1}",{},1.15462,3,3,WAIT_AT_SOURCE_RETRY,val,,False
g4d_source_retry_0001987,g4d_first256_no_fault,g4d_first256_no_fault,real_inputdata_window,0,256,90,90:storage_in,-1,0,47,[6],,False,True,13067.93782,13067.93782,25200,12132.06218,"{""6"": 35.2}","{""6"": 3.2}","{""6"": 1.0}","{""6"": 4}","{""6"": false}",0,"{""out_degree"": 1}",{},2.06218,4,4,WAIT_AT_SOURCE_RETRY,train,,False
g4d_source_retry_0001997,g4d_first256_no_fault,g4d_first256_no_fault,real_inputdata_window,0,256,91,91:storage_in,-1,4,47,[17],,False,True,13069.4367,13069.4367,25200,12130.5633,"{""17"": 36.8}","{""17"": 3.6}","{""17"": 1.0}","{""17"": 5}","{""17"": false}",0,"{""out_degree"": 1}",{},1.5633,2,2,WAIT_AT_SOURCE_RETRY,train,,False
g4d_source_retry_0002036,g4d_first256_no_fault,g4d_first256_no_fault,real_inputdata_window,0,256,95,95:storage_in,-1,0,47,[6],,False,True,13078.60448,13078.60448,24600,11521.39552,"{""6"": 35.2}","{""6"": 3.2}","{""6"": 1.0}","{""6"": 4}","{""6"": false}",0,"{""out_degree"": 1}",{},0.39552,1,1,WAIT_AT_SOURCE_RETRY,train,,False
g4d_source_retry_0002095,g4d_first256_no_fault,g4d_first256_no_fault,real_inputdata_window,0,256,101,101:storage_in,-1,0,47,[6],,False,True,13086.77314,13086.77314,26400,13313.22686,"{""6"": 35.2}","{""6"": 3.2}","{""6"": 1.0}","{""6"": 4}","{""6"": false}",0,"{""out_degree"": 1}",{},1.33443,3,3,WAIT_AT_SOURCE_RETRY,train,,False
g4d_source_retry_0002112,g4d_first256_no_fault,g4d_first256_no_fault,real_inputdata_window,0,256,103,103:storage_in,-1,1,47,[7],,False,True,13092.14448,13092.14448,24900,11807.85552,"{""7"": 37.2}","{""7"": 4.8}","{""7"": 1.0}","{""7"": 5}","{""7"": false}",0,"{""out_degree"": 1}",{},0.85552,1,1,WAIT_AT_SOURCE_RETRY,train,,False
g4d_source_retry_0002240,g4d_first256_no_fault,g4d_first256_no_fault,real_inputdata_window,0,256,120,120:storage_in,-1,4,47,[17],,False,True,13651.81616,13651.81616,27300,13648.18384,"{""17"": 36.8}","{""17"": 3.6}","{""17"": 1.0}","{""17"": 5}","{""17"": false}",0,"{""out_degree"": 1}",{},1.18384,2,2,WAIT_AT_SOURCE_RETRY,train,,False
g4d_source_retry_0002267,g4d_first256_no_fault,g4d_first256_no_fault,real_inputdata_window,0,256,123,123:storage_in,-1,0,47,[6],,False,True,13659.92115,13659.92115,27000,13340.07885,"{""6"": 35.2}","{""6"": 3.2}","{""6"": 1.0}","{""6"": 4}","{""6"": false}",0,"{""out_degree"": 1}",{},1.07885,3,3,WAIT_AT_SOURCE_RETRY,train,,False
g4d_source_retry_0002277,g4d_first256_no_fault,g4d_first256_no_fault,real_inputdata_window,0,256,124,124:storage_in,-1,4,47,[17],,False,True,13659.95491,13659.95491,27300,13640.04509,"{""17"": 36.8}","{""17"": 3.6}","{""17"": 1.0}","{""17"": 5}","{""17"": false}",0,"{""out_degree"": 1}",{},1.04509,2,2,WAIT_AT_SOURCE_RETRY,train,,False
g4d_source_retry_0002285,g4d_first256_no_fault,g4d_first256_no_fault,real_inputdata_window,0,256,125,125:storage_in,-1,4,47,[17],,False,True,13661.3341,13661.3341,27000,13338.6659,"{""17"": 36.8}","{""17"": 3.6}","{""17"": 1.0}","{""17"": 5}","{""17"": false}",0,"{""out_degree"": 1}",{},1.14881,2,2,WAIT_AT_SOURCE_RETRY,val,,False
g4d_source_retry_0002340,g4d_first256_no_fault,g4d_first256_no_fault,real_inputdata_window,0,256,131,131:storage_in,-1,4,47,[17],,False,True,13667.8455,13667.8455,24600,10932.1545,"{""17"": 36.8}","{""17"": 3.6}","{""17"": 1.0}","{""17"": 5}","{""17"": false}",0,"{""out_degree"": 1}",{},2.759,5,5,WAIT_AT_SOURCE_RETRY,train,,False
g4d_source_retry_0002358,g4d_first256_no_fault,g4d_first256_no_fault,real_inputdata_window,0,256,132,132:storage_in,-1,4,47,[17],,False,True,13669.33407,13669.33407,23400,9730.66593,"{""17"": 36.8}","{""17"": 3.6}","{""17"": 1.0}","{""17"": 5}","{""17"": false}",0,"{""out_degree"": 1}",{},2.63881,4,4,WAIT_AT_SOURCE_RETRY,train,,False
g4d_source_retry_0002377,g4d_first256_no_fault,g4d_first256_no_fault,real_inputdata_window,0,256,135,135:storage_in,-1,0,47,[6],,False,True,13673.43982,13673.43982,24600,10926.56018,"{""6"": 35.2}","{""6"": 3.2}","{""6"": 1.0}","{""6"": 4}","{""6"": false}",0,"{""out_degree"": 1}",{},0.56018,1,1,WAIT_AT_SOURCE_RETRY,val,,False
g4d_source_retry_0002424,g4d_first256_no_fault,g4d_first256_no_fault,real_inputdata_window,0,256,140,140:storage_in,-1,0,47,[6],,False,True,13681.25482,13681.25482,23400,9718.74518,"{""6"": 35.2}","{""6"": 3.2}","{""6"": 1.0}","{""6"": 4}","{""6"": false}",0,"{""out_degree"": 1}",{},1.51935,2,2,WAIT_AT_SOURCE_RETRY,train,,False
g4d_source_retry_0002606,g4d_first256_no_fault,g4d_first256_no_fault,real_inputdata_window,0,256,162,162:storage_in,-1,4,47,[17],,False,True,14259.9489,14259.9489,27600,13340.0511,"{""17"": 36.8}","{""17"": 3.6}","{""17"": 1.0}","{""17"": 5}","{""17"": false}",0,"{""out_degree"": 1}",{},1.0511,2,2,WAIT_AT_SOURCE_RETRY,val,,False
g4d_source_retry_0002619,g4d_first256_no_fault,g4d_first256_no_fault,real_inputdata_window,0,256,164,164:storage_in,-1,5,47,[19],,False,True,14262.61544,14262.61544,26400,12137.38456,"{""19"": 38.0}","{""19"": 1.6}","{""19"": 1.0}","{""19"": 4}","{""19"": false}",0,"{""out_degree"": 1}",{},0.38456,1,1,WAIT_AT_SOURCE_RETRY,train,,False
g4d_source_retry_0002632,g4d_first256_no_fault,g4d_first256_no_fault,real_inputdata_window,0,256,163,163:storage_in,-1,0,47,[6],,False,True,14262.60449,14262.60449,27900,13637.39551,"{""6"": 35.2}","{""6"": 3.2}","{""6"": 1.0}","{""6"": 4}","{""6"": false}",0,"{""out_degree"": 1}",{},1.36844,3,3,WAIT_AT_SOURCE_RETRY,test,,False
g4d_source_retry_0002642,g4d_first256_no_fault,g4d_first256_no_fault,real_inputdata_window,0,256,165,165:storage_in,-1,5,47,[19],,False,True,14263.97293,14263.97293,25200,10936.02707,"{""19"": 38.0}","{""19"": 1.6}","{""19"": 1.0}","{""19"": 4}","{""19"": false}",0,"{""out_degree"": 1}",{},1.02707,2,2,WAIT_AT_SOURCE_RETRY,train,,False
g4d_source_retry_0002707,g4d_first256_no_fault,g4d_first256_no_fault,real_inputdata_window,0,256,172,172:storage_in,-1,5,47,[19],,False,True,14270.48292,14270.48292,23100,8829.51708,"{""19"": 38.0}","{""19"": 1.6}","{""19"": 1.0}","{""19"": 4}","{""19"": false}",0,"{""out_degree"": 1}",{},1.49,2,2,WAIT_AT_SOURCE_RETRY,test,,False
g4d_source_retry_0002720,g4d_first256_no_fault,g4d_first256_no_fault,real_inputdata_window,0,256,173,173:storage_in,-1,5,47,[19],,False,True,14271.97292,14271.97292,26700,12428.02708,"{""19"": 38.0}","{""19"": 1.6}","{""19"": 1.0}","{""19"": 4}","{""19"": false}",0,"{""out_degree"": 1}",{},1.02708,2,2,WAIT_AT_SOURCE_RETRY,train,,False
g4d_source_retry_0002741,g4d_first256_no_fault,g4d_first256_no_fault,real_inputdata_window,0,256,175,175:storage_in,-1,0,47,[6],,False,True,14278.60449,14278.60449,28500,14221.39551,"{""6"": 35.2}","{""6"": 3.2}","{""6"": 1.0}","{""6"": 4}","{""6"": false}",0,"{""out_degree"": 1}",{},1.39551,2,2,WAIT_AT_SOURCE_RETRY,train,,False
g4d_source_retry_0002791,g4d_first256_no_fault,g4d_first256_no_fault,real_inputdata_window,0,256,181,181:storage_in,-1,0,47,[6],,False,True,14286.58777,14286.58777,24000,9713.41223,"{""6"": 35.2}","{""6"": 3.2}","{""6"": 1.0}","{""6"": 4}","{""6"": false}",0,"{""out_degree"": 1}",{},0.41223,1,1,WAIT_AT_SOURCE_RETRY,test,,False
g4d_source_retry_0002981,g4d_first256_no_fault,g4d_first256_no_fault,real_inputdata_window,0,256,205,205:storage_in,-1,4,47,[17],,False,True,14849.23362,14849.23362,22200,7350.76638,"{""17"": 36.8}","{""17"": 3.6}","{""17"": 1.0}","{""17"": 5}","{""17"": false}",0,"{""out_degree"": 1}",{},1.76638,2,2,WAIT_AT_SOURCE_RETRY,train,,False
g4d_source_retry_0003042,g4d_first256_no_fault,g4d_first256_no_fault,real_inputdata_window,0,256,211,211:storage_in,-1,4,47,[17],,False,True,14859.95491,14859.95491,22200,7340.04509,"{""17"": 36.8}","{""17"": 3.6}","{""17"": 1.0}","{""17"": 5}","{""17"": false}",0,"{""out_degree"": 1}",{},1.04509,3,3,WAIT_AT_SOURCE_RETRY,train,,False
g4d_source_retry_0003112,g4d_first256_no_fault,g4d_first256_no_fault,real_inputdata_window,0,256,219,219:storage_in,-1,0,47,[6],,False,True,14868.92116,14868.92116,24900,10031.07884,"{""6"": 35.2}","{""6"": 3.2}","{""6"": 1.0}","{""6"": 4}","{""6"": false}",0,"{""out_degree"": 1}",{},1.07884,3,3,WAIT_AT_SOURCE_RETRY,train,,False
g4d_source_retry_0003223,g4d_first256_no_fault,g4d_first256_no_fault,real_inputdata_window,0,256,232,232:storage_in,-1,4,47,[17],,False,True,14888.10738,14888.10738,24600,9711.89262,"{""17"": 36.8}","{""17"": 3.6}","{""17"": 1.0}","{""17"": 5}","{""17"": false}",0,"{""out_degree"": 1}",{},1.37044,2,2,WAIT_AT_SOURCE_RETRY,train,,False
g4d_source_retry_0003246,g4d_first256_no_fault,g4d_first256_no_fault,real_inputdata_window,0,256,234,234:storage_in,-1,0,47,[6],,False,True,14892.10644,14892.10644,23400,8507.89356,"{""6"": 35.2}","{""6"": 3.2}","{""6"": 1.0}","{""6"": 4}","{""6"": false}",0,"{""out_degree"": 1}",{},0.89356,1,1,WAIT_AT_SOURCE_RETRY,val,,False
g4d_source_retry_0003554,g4d_first512_no_fault,g4d_first512_no_fault,real_inputdata_window,0,512,18,18:storage_in,-1,0,47,[6],,False,True,10684.10647,10684.10647,24000,13315.89353,"{""6"": 35.2}","{""6"": 3.2}","{""6"": 1.0}","{""6"": 4}","{""6"": false}",0,"{""out_degree"": 1}",{},1.89353,2,2,WAIT_AT_SOURCE_RETRY,train,,False
g4d_source_retry_0003678,g4d_first512_no_fault,g4d_first512_no_fault,real_inputdata_window,0,512,33,33:storage_in,-1,0,47,[6],,False,True,11281.43983,11281.43983,24900,13618.56017,"{""6"": 35.2}","{""6"": 3.2}","{""6"": 1.0}","{""6"": 4}","{""6"": false}",0,"{""out_degree"": 1}",{},0.56017,1,1,WAIT_AT_SOURCE_RETRY,val,,False
g4d_source_retry_0003812,g4d_first512_no_fault,g4d_first512_no_fault,real_inputdata_window,0,512,49,49:storage_in,-1,0,47,[6],,False,True,11881.27115,11881.27115,24000,12118.72885,"{""6"": 35.2}","{""6"": 3.2}","{""6"": 1.0}","{""6"": 4}","{""6"": false}",0,"{""out_degree"": 1}",{},1.72885,2,2,WAIT_AT_SOURCE_RETRY,train,,False
g4d_source_retry_0003859,g4d_first512_no_fault,g4d_first512_no_fault,real_inputdata_window,0,512,54,54:storage_in,-1,0,47,[6],,False,True,11889.47782,11889.47782,25200,13310.52218,"{""6"": 35.2}","{""6"": 3.2}","{""6"": 1.0}","{""6"": 4}","{""6"": false}",0,"{""out_degree"": 1}",{},0.52218,1,1,WAIT_AT_SOURCE_RETRY,train,,False
g4d_source_retry_0004003,g4d_first512_no_fault,g4d_first512_no_fault,real_inputdata_window,0,512,71,71:storage_in,-1,4,47,[17],,False,True,12485.3062,12485.3062,25800,13314.6938,"{""17"": 36.8}","{""17"": 3.6}","{""17"": 1.0}","{""17"": 5}","{""17"": false}",0,"{""out_degree"": 1}",{},1.29828,2,2,WAIT_AT_SOURCE_RETRY,test,,False
g4d_source_retry_0004022,g4d_first512_no_fault,g4d_first512_no_fault,real_inputdata_window,0,512,72,72:storage_in,-1,0,47,[6],,False,True,12486.60448,12486.60448,23400,10913.39552,"{""6"": 35.2}","{""6"": 3.2}","{""6"": 1.0}","{""6"": 4}","{""6"": false}",0,"{""out_degree"": 1}",{},2.39552,4,4,WAIT_AT_SOURCE_RETRY,train,,False
g4d_source_retry_0004082,g4d_first512_no_fault,g4d_first512_no_fault,real_inputdata_window,0,512,80,80:storage_in,-1,0,47,[6],,False,True,13050.16178,13050.16178,26400,13349.83822,"{""6"": 35.2}","{""6"": 3.2}","{""6"": 1.0}","{""6"": 4}","{""6"": false}",0,"{""out_degree"": 1}",{},1.6835,2,2,WAIT_AT_SOURCE_RETRY,test,,False
g4d_source_retry_0004126,g4d_first512_no_fault,g4d_first512_no_fault,real_inputdata_window,0,512,84,84:storage_in,-1,4,47,[17],,False,True,13059.8454,13059.8454,24000,10940.1546,"{""17"": 36.8}","{""17"": 3.6}","{""17"": 1.0}","{""17"": 5}","{""17"": false}",0,"{""out_degree"": 1}",{},1.1546,3,3,WAIT_AT_SOURCE_RETRY,train,,False
g4d_source_retry_0004163,g4d_first512_no_fault,g4d_first512_no_fault,real_inputdata_window,0,512,89,89:storage_in,-1,4,47,[17],,False,True,13067.84538,13067.84538,23100,10032.15462,"{""17"": 36.8}","{""17"": 3.6}","{""17"": 1.0}","{""17"": 5}","{""17"": false}",0,"{""out_degree"": 1}",{},1.15462,3,3,WAIT_AT_SOURCE_RETRY,val,,False
g4d_source_retry_0004171,g4d_first512_no_fault,g4d_first512_no_fault,real_inputdata_window,0,512,90,90:storage_in,-1,0,47,[6],,False,True,13067.93782,13067.93782,25200,12132.06218,"{""6"": 35.2}","{""6"": 3.2}","{""6"": 1.0}","{""6"": 4}","{""6"": false}",0,"{""out_degree"": 1}",{},2.06218,4,4,WAIT_AT_SOURCE_RETRY,train,,False
g4d_source_retry_0004181,g4d_first512_no_fault,g4d_first512_no_fault,real_inputdata_window,0,512,91,91:storage_in,-1,4,47,[17],,False,True,13069.4367,13069.4367,25200,12130.5633,"{""17"": 36.8}","{""17"": 3.6}","{""17"": 1.0}","{""17"": 5}","{""17"": false}",0,"{""out_degree"": 1}",{},1.5633,2,2,WAIT_AT_SOURCE_RETRY,train,,False
