baseline,baseline_mean,bootstrap_ci_high,bootstrap_ci_low,load_factor,map,mean_delta_reference_minus_baseline,metric,missing_seed_count,missing_seeds,paired_seed_count,preferred_direction,reference,reference_loss_count,reference_mean,reference_win_count,status,tie_count
FENG_DH_BOUNDARY_CLEARANCE_V5,0.0,0.0,0.0,1.0,map2,0.0,tardiness_max_seconds,0,,10,lower,G31_S4_NATIVE_SYSTEM,0,0.0,0,COMPLETE,10
FENG_DH_BOUNDARY_CLEARANCE_V5,0.0,0.0,0.0,1.0,map2,0.0,tardiness_mean_seconds,0,,10,lower,G31_S4_NATIVE_SYSTEM,0,0.0,0,COMPLETE,10
FENG_DH_BOUNDARY_CLEARANCE_V5,0.0,0.0,0.0,1.0,map2,0.0,tardiness_p95_seconds,0,,10,lower,G31_S4_NATIVE_SYSTEM,0,0.0,0,COMPLETE,10
FENG_DH_BOUNDARY_CLEARANCE_V5,0.0,0.0,0.0,1.0,map2,0.0,tardiness_p99_seconds,0,,10,lower,G31_S4_NATIVE_SYSTEM,0,0.0,0,COMPLETE,10
FENG_DH_BOUNDARY_CLEARANCE_V5,0.0,0.0,0.0,1.0,map2,0.0,tardiness_sum_seconds,0,,10,lower,G31_S4_NATIVE_SYSTEM,0,0.0,0,COMPLETE,10
FENG_DH_BOUNDARY_CLEARANCE_V5,1038.28,-503.3752889500069,-521.5061596500055,1.0,map2,-512.1805420000063,tht_admission_max_seconds,0,,10,lower,G31_S4_NATIVE_SYSTEM,0,526.0994579999937,10,COMPLETE,0
FENG_DH_BOUNDARY_CLEARANCE_V5,292.2258359643584,-54.62239151570718,-55.5618887397491,1.0,map2,-55.07442029543091,tht_admission_mean_seconds,0,,10,lower,G31_S4_NATIVE_SYSTEM,0,237.15141566892748,10,COMPLETE,0
FENG_DH_BOUNDARY_CLEARANCE_V5,204.4,-16.399000000010716,-16.399000000010716,1.0,map2,-16.399000000010716,tht_admission_min_seconds,0,,10,lower,G31_S4_NATIVE_SYSTEM,0,188.0009999999893,10,COMPLETE,0
FENG_DH_BOUNDARY_CLEARANCE_V5,613.8149999999999,-271.16225800000433,-279.05829150000704,1.0,map2,-275.08864150000494,tht_admission_p95_seconds,0,,10,lower,G31_S4_NATIVE_SYSTEM,0,338.72635849999506,10,COMPLETE,0
FENG_DH_BOUNDARY_CLEARANCE_V5,814.4470000000002,-408.28268560250586,-418.6886881937568,1.0,map2,-413.2831679000063,tht_admission_p99_seconds,0,,10,lower,G31_S4_NATIVE_SYSTEM,0,401.1638320999939,10,COMPLETE,0
FENG_DH_BOUNDARY_CLEARANCE_V5,1429.39722,-817.6064214750066,-837.9837126750051,1.0,map2,-827.1662690000063,tht_scheduled_release_max_seconds,0,,10,lower,G31_S4_NATIVE_SYSTEM,0,602.2309509999938,10,COMPLETE,0
FENG_DH_BOUNDARY_CLEARANCE_V5,341.2013777118151,-94.97551934339066,-95.9329440376182,1.0,map2,-95.42857339277884,tht_scheduled_release_mean_seconds,0,,10,lower,G31_S4_NATIVE_SYSTEM,0,245.77280431903623,10,COMPLETE,0
FENG_DH_BOUNDARY_CLEARANCE_V5,206.40021500000003,-18.399020000010722,-18.39960500001072,1.0,map2,-18.39921500001072,tht_scheduled_release_min_seconds,0,,10,lower,G31_S4_NATIVE_SYSTEM,0,188.0009999999893,10,COMPLETE,0
FENG_DH_BOUNDARY_CLEARANCE_V5,706.68720575,-329.28912275625197,-335.9143568062459,1.0,map2,-332.53881149999535,tht_scheduled_release_p95_seconds,0,,10,lower,G31_S4_NATIVE_SYSTEM,0,374.1483942500046,10,COMPLETE,0
FENG_DH_BOUNDARY_CLEARANCE_V5,1030.6772617500005,-572.6375645712578,-583.1885248412558,1.0,map2,-577.9425357000067,tht_scheduled_release_p99_seconds,0,,10,lower,G31_S4_NATIVE_SYSTEM,0,452.734726049994,10,COMPLETE,0
FENG_DH_BOUNDARY_CLEARANCE_V5,62943.154547,-71.90471794997698,-74.55065292497378,1.0,map2,-73.31266199997626,time_to_90_percent_seconds,0,,10,lower,G31_S4_NATIVE_SYSTEM,0,62869.84188500002,10,COMPLETE,0
FENG_DH_BOUNDARY_CLEARANCE_V5,67310.394547,-24.16789899998694,-25.371870999978274,1.0,map2,-24.759128999982202,time_to_95_percent_seconds,0,,10,lower,G31_S4_NATIVE_SYSTEM,0,67285.63541800002,10,COMPLETE,0
FENG_DH_BOUNDARY_CLEARANCE_V5,71143.414547,-19.074629999967875,-24.094629999970493,1.0,map2,-21.430190999970364,time_to_99_percent_seconds,0,,10,lower,G31_S4_NATIVE_SYSTEM,0,71121.98435600002,10,COMPLETE,0
FENG_DH_BOUNDARY_CLEARANCE_V5,71768770.35305297,-1619101.638475464,-1633919.3948492743,1.0,map2,-1626218.2162078083,total_backlog_area_seconds,0,,10,lower,G31_S4_NATIVE_SYSTEM,0,70142552.13684516,10,COMPLETE,0
FENG_DH_BOUNDARY_CLEARANCE_V5,0.0,0.0,0.0,1.0,map2,0.0,unfinished_raw_bag_count,0,,10,lower,G31_S4_NATIVE_SYSTEM,0,0.0,0,COMPLETE,10
FENG_NATIVE_HCA,28506.0,0.0,0.0,1.0,map2,0.0,completed_raw_bag_count,0,,10,higher,G31_S4_NATIVE_SYSTEM,0,28506.0,0,COMPLETE,10
FENG_NATIVE_HCA,1044.3989863523952,0.0,0.0,1.0,map2,0.0,completed_raw_bags_per_fixed_horizon_hour,0,,10,higher,G31_S4_NATIVE_SYSTEM,0,1044.3989863523952,0,COMPLETE,10
FENG_NATIVE_HCA,1.0,0.0,0.0,1.0,map2,0.0,completion_rate,0,,10,higher,G31_S4_NATIVE_SYSTEM,0,1.0,0,COMPLETE,10
FENG_NATIVE_HCA,0.0,0.0,0.0,1.0,map2,0.0,missed_bag_count,0,,10,lower,G31_S4_NATIVE_SYSTEM,0,0.0,0,COMPLETE,10
FENG_NATIVE_HCA,0.0,0.0,0.0,1.0,map2,0.0,missed_bag_rate,0,,10,lower,G31_S4_NATIVE_SYSTEM,0,0.0,0,COMPLETE,10
FENG_NATIVE_HCA,5901989.4,82747.78228275735,77463.63464002284,1.0,map2,80208.10554104745,network_backlog_area_seconds,0,,10,lower,G31_S4_NATIVE_SYSTEM,10,5982197.505541047,0,COMPLETE,0
FENG_NATIVE_HCA,1.0,0.0,0.0,1.0,map2,0.0,on_time_rate,0,,10,higher,G31_S4_NATIVE_SYSTEM,0,1.0,0,COMPLETE,10
FENG_NATIVE_HCA,28506.0,0.0,0.0,1.0,map2,0.0,on_time_raw_bag_count,0,,10,higher,G31_S4_NATIVE_SYSTEM,0,28506.0,0,COMPLETE,10
FENG_NATIVE_HCA,358.7,174.7362958749928,160.06073704999403,1.0,map2,167.39945799999367,population_latency_max_seconds,0,,10,lower,G31_S4_NATIVE_SYSTEM,10,526.0994579999937,0,COMPLETE,0
FENG_NATIVE_HCA,237.0408089525012,0.19692912158146153,0.017158619867978973,1.0,map2,0.11060671642623561,population_latency_mean_seconds,0,,10,lower,G31_S4_NATIVE_SYSTEM,7,237.15141566892748,3,COMPLETE,0
FENG_NATIVE_HCA,299.2,40.034683387496656,39.00268510624074,1.0,map2,39.526358499995055,population_latency_p95_seconds,0,,10,lower,G31_S4_NATIVE_SYSTEM,10,338.72635849999506,0,COMPLETE,0
FENG_NATIVE_HCA,330.7,71.42257559999597,69.47090285249485,1.0,map2,70.4638320999939,population_latency_p99_seconds,0,,10,lower,G31_S4_NATIVE_SYSTEM,10,401.1638320999939,0,COMPLETE,0
FENG_NATIVE_HCA,66869836.914530315,-2676935.4115048256,-2746799.293198464,1.0,map2,-2709482.2832263336,source_backlog_area_seconds,0,,10,lower,G31_S4_NATIVE_SYSTEM,0,64160354.63130398,10,COMPLETE,0
FENG_NATIVE_HCA,0.0,0.0,0.0,1.0,map2,0.0,tardiness_max_seconds,0,,10,lower,G31_S4_NATIVE_SYSTEM,0,0.0,0,COMPLETE,10
FENG_NATIVE_HCA,0.0,0.0,0.0,1.0,map2,0.0,tardiness_mean_seconds,0,,10,lower,G31_S4_NATIVE_SYSTEM,0,0.0,0,COMPLETE,10
FENG_NATIVE_HCA,0.0,0.0,0.0,1.0,map2,0.0,tardiness_p95_seconds,0,,10,lower,G31_S4_NATIVE_SYSTEM,0,0.0,0,COMPLETE,10
FENG_NATIVE_HCA,0.0,0.0,0.0,1.0,map2,0.0,tardiness_p99_seconds,0,,10,lower,G31_S4_NATIVE_SYSTEM,0,0.0,0,COMPLETE,10
FENG_NATIVE_HCA,0.0,0.0,0.0,1.0,map2,0.0,tardiness_sum_seconds,0,,10,lower,G31_S4_NATIVE_SYSTEM,0,0.0,0,COMPLETE,10
FENG_NATIVE_HCA,358.7,174.7713419999938,160.175267474994,1.0,map2,167.39945799999367,tht_admission_max_seconds,0,,10,lower,G31_S4_NATIVE_SYSTEM,10,526.0994579999937,0,COMPLETE,0
FENG_NATIVE_HCA,237.0408089525012,0.19683098455276393,0.015331225512053948,1.0,map2,0.11060671642623561,tht_admission_mean_seconds,0,,10,lower,G31_S4_NATIVE_SYSTEM,7,237.15141566892748,3,COMPLETE,0
FENG_NATIVE_HCA,188.0,0.0009999999892897904,0.0009999999892897904,1.0,map2,0.0009999999892897904,tht_admission_min_seconds,0,,10,lower,G31_S4_NATIVE_SYSTEM,10,188.0009999999893,0,COMPLETE,0
FENG_NATIVE_HCA,299.2,40.02773860624529,39.01058733124347,1.0,map2,39.526358499995055,tht_admission_p95_seconds,0,,10,lower,G31_S4_NATIVE_SYSTEM,10,338.72635849999506,0,COMPLETE,0
FENG_NATIVE_HCA,330.7,71.4181714999929,69.44584706999404,1.0,map2,70.4638320999939,tht_admission_p99_seconds,0,,10,lower,G31_S4_NATIVE_SYSTEM,10,401.1638320999939,0,COMPLETE,0
FENG_NATIVE_HCA,1649.9235660000008,-1022.1181842000074,-1074.378366550009,1.0,map2,-1047.6926150000072,tht_scheduled_release_max_seconds,0,,10,lower,G31_S4_NATIVE_SYSTEM,0,602.2309509999938,10,COMPLETE,0
FENG_NATIVE_HCA,341.8710767225496,-94.94301823020972,-97.35410496240468,1.0,map2,-96.09827240351339,tht_scheduled_release_mean_seconds,0,,10,lower,G31_S4_NATIVE_SYSTEM,0,245.77280431903623,10,COMPLETE,0
FENG_NATIVE_HCA,187.0117670000014,0.9901099999879079,0.9876969999881112,1.0,map2,0.9892329999878712,tht_scheduled_release_min_seconds,0,,10,lower,G31_S4_NATIVE_SYSTEM,10,188.0009999999893,0,COMPLETE,0
FENG_NATIVE_HCA,864.27794125,-479.79202994374987,-501.79671838749573,1.0,map2,-490.1295469999953,tht_scheduled_release_p95_seconds,0,,10,lower,G31_S4_NATIVE_SYSTEM,0,374.1483942500046,10,COMPLETE,0
FENG_NATIVE_HCA,1247.4574592000008,-776.093877538756,-813.2192411412564,1.0,map2,-794.7227331500068,tht_scheduled_release_p99_seconds,0,,10,lower,G31_S4_NATIVE_SYSTEM,0,452.734726049994,10,COMPLETE,0
FENG_NATIVE_HCA,62964.054547,-91.7238852749785,-96.5664234499764,1.0,map2,-94.21266199997771,time_to_90_percent_seconds,0,,10,lower,G31_S4_NATIVE_SYSTEM,0,62869.84188500002,10,COMPLETE,0
FENG_NATIVE_HCA,67287.754547,-0.6461873749829838,-3.8043134999800166,1.0,map2,-2.1191289999798757,time_to_95_percent_seconds,0,,10,lower,G31_S4_NATIVE_SYSTEM,3,67285.63541800002,7,COMPLETE,0
FENG_NATIVE_HCA,71124.354547,-0.41462999997311273,-4.814629999973112,1.0,map2,-2.3701909999741475,time_to_99_percent_seconds,0,,10,lower,G31_S4_NATIVE_SYSTEM,5,71121.98435600002,5,COMPLETE,0
FENG_NATIVE_HCA,72767532.81305358,-2592110.0635967194,-2662705.312485533,1.0,map2,-2624980.6762084113,total_backlog_area_seconds,0,,10,lower,G31_S4_NATIVE_SYSTEM,0,70142552.13684516,10,COMPLETE,0
FENG_NATIVE_HCA,0.0,0.0,0.0,1.0,map2,0.0,unfinished_raw_bag_count,0,,10,lower,G31_S4_NATIVE_SYSTEM,0,0.0,0,COMPLETE,10
FENG_DH_BOUNDARY_CLEARANCE_V5,28506.0,0.0,0.0,1.0,map2,0.0,completed_raw_bag_count,0,,10,higher,FENG_NATIVE_HCA,0,28506.0,0,COMPLETE,10
FENG_DH_BOUNDARY_CLEARANCE_V5,1044.3989863523952,0.0,0.0,1.0,map2,0.0,completed_raw_bags_per_fixed_horizon_hour,0,,10,higher,FENG_NATIVE_HCA,0,1044.3989863523952,0,COMPLETE,10
FENG_DH_BOUNDARY_CLEARANCE_V5,1.0,0.0,0.0,1.0,map2,0.0,completion_rate,0,,10,higher,FENG_NATIVE_HCA,0,1.0,0,COMPLETE,10
FENG_DH_BOUNDARY_CLEARANCE_V5,0.0,0.0,0.0,1.0,map2,0.0,missed_bag_count,0,,10,lower,FENG_NATIVE_HCA,0,0.0,0,COMPLETE,10
FENG_DH_BOUNDARY_CLEARANCE_V5,0.0,0.0,0.0,1.0,map2,0.0,missed_bag_rate,0,,10,lower,FENG_NATIVE_HCA,0,0.0,0,COMPLETE,10
FENG_DH_BOUNDARY_CLEARANCE_V5,6489902.600000332,-583348.3165003198,-592588.6820003275,1.0,map2,-587913.200000332,network_backlog_area_seconds,0,,10,lower,FENG_NATIVE_HCA,0,5901989.4,10,COMPLETE,0
FENG_DH_BOUNDARY_CLEARANCE_V5,1.0,0.0,0.0,1.0,map2,0.0,on_time_rate,0,,10,higher,FENG_NATIVE_HCA,0,1.0,0,COMPLETE,10
FENG_DH_BOUNDARY_CLEARANCE_V5,28506.0,0.0,0.0,1.0,map2,0.0,on_time_raw_bag_count,0,,10,higher,FENG_NATIVE_HCA,0,28506.0,0,COMPLETE,10
FENG_DH_BOUNDARY_CLEARANCE_V5,1038.28,-674.52,-685.1600000000001,1.0,map2,-679.58,population_latency_max_seconds,0,,10,lower,FENG_NATIVE_HCA,0,358.7,10,COMPLETE,0
FENG_DH_BOUNDARY_CLEARANCE_V5,292.2258359644,-54.807771714699975,-55.58731161865061,1.0,map2,-55.185027011898775,population_latency_mean_seconds,0,,10,lower,FENG_NATIVE_HCA,0,237.0408089525012,10,COMPLETE,0
FENG_DH_BOUNDARY_CLEARANCE_V5,613.8149999999999,-310.96975,-318.47512500000005,1.0,map2,-314.615,population_latency_p95_seconds,0,,10,lower,FENG_NATIVE_HCA,0,299.2,10,COMPLETE,0
FENG_DH_BOUNDARY_CLEARANCE_V5,814.447,-479.0055,-488.67004999999995,1.0,map2,-483.747,population_latency_p99_seconds,0,,10,lower,FENG_NATIVE_HCA,0,330.7,10,COMPLETE,0
FENG_DH_BOUNDARY_CLEARANCE_V5,65278867.75305299,1627984.6942836742,1557573.9952911688,1.0,map2,1590969.1614773334,source_backlog_area_seconds,0,,10,lower,FENG_NATIVE_HCA,10,66869836.914530315,0,COMPLETE,0
FENG_DH_BOUNDARY_CLEARANCE_V5,0.0,0.0,0.0,1.0,map2,0.0,tardiness_max_seconds,0,,10,lower,FENG_NATIVE_HCA,0,0.0,0,COMPLETE,10
FENG_DH_BOUNDARY_CLEARANCE_V5,0.0,0.0,0.0,1.0,map2,0.0,tardiness_mean_seconds,0,,10,lower,FENG_NATIVE_HCA,0,0.0,0,COMPLETE,10
FENG_DH_BOUNDARY_CLEARANCE_V5,0.0,0.0,0.0,1.0,map2,0.0,tardiness_p95_seconds,0,,10,lower,FENG_NATIVE_HCA,0,0.0,0,COMPLETE,10
FENG_DH_BOUNDARY_CLEARANCE_V5,0.0,0.0,0.0,1.0,map2,0.0,tardiness_p99_seconds,0,,10,lower,FENG_NATIVE_HCA,0,0.0,0,COMPLETE,10
FENG_DH_BOUNDARY_CLEARANCE_V5,0.0,0.0,0.0,1.0,map2,0.0,tardiness_sum_seconds,0,,10,lower,FENG_NATIVE_HCA,0,0.0,0,COMPLETE,10
FENG_DH_BOUNDARY_CLEARANCE_V5,1038.28,-674.52,-684.96,1.0,map2,-679.58,tht_admission_max_seconds,0,,10,lower,FENG_NATIVE_HCA,0,358.7,10,COMPLETE,0
FENG_DH_BOUNDARY_CLEARANCE_V5,292.2258359643584,-54.81112267592786,-55.593602048691494,1.0,map2,-55.18502701185715,tht_admission_mean_seconds,0,,10,lower,FENG_NATIVE_HCA,0,237.0408089525012,10,COMPLETE,0
FENG_DH_BOUNDARY_CLEARANCE_V5,204.4,-16.400000000000006,-16.400000000000006,1.0,map2,-16.400000000000006,tht_admission_min_seconds,0,,10,lower,FENG_NATIVE_HCA,0,188.0,10,COMPLETE,0
FENG_DH_BOUNDARY_CLEARANCE_V5,613.8149999999999,-310.90987499999994,-318.46512500000006,1.0,map2,-314.615,tht_admission_p95_seconds,0,,10,lower,FENG_NATIVE_HCA,0,299.2,10,COMPLETE,0
FENG_DH_BOUNDARY_CLEARANCE_V5,814.4470000000002,-478.9909000000002,-488.7630500000002,1.0,map2,-483.7470000000002,tht_admission_p99_seconds,0,,10,lower,FENG_NATIVE_HCA,0,330.7,10,COMPLETE,0
FENG_DH_BOUNDARY_CLEARANCE_V5,1429.39722,248.55130760000134,196.42096280000058,1.0,map2,220.52634600000093,tht_scheduled_release_max_seconds,0,,10,lower,FENG_NATIVE_HCA,10,1649.9235660000008,0,COMPLETE,0
FENG_DH_BOUNDARY_CLEARANCE_V5,341.2013777118151,1.9930257665052775,-0.4977592612082097,1.0,map2,0.6696990107345527,tht_scheduled_release_mean_seconds,0,,10,lower,FENG_NATIVE_HCA,6,341.8710767225496,4,COMPLETE,0
FENG_DH_BOUNDARY_CLEARANCE_V5,206.40021500000003,-19.386716999998832,-19.38951999999863,1.0,map2,-19.388447999998593,tht_scheduled_release_min_seconds,0,,10,lower,FENG_NATIVE_HCA,0,187.0117670000014,10,COMPLETE,0
FENG_DH_BOUNDARY_CLEARANCE_V5,706.68720575,169.73309012499985,146.51792405625025,1.0,map2,157.59073549999994,tht_scheduled_release_p95_seconds,0,,10,lower,FENG_NATIVE_HCA,10,864.27794125,0,COMPLETE,0
FENG_DH_BOUNDARY_CLEARANCE_V5,1030.6772617500005,235.66459552249995,198.03592610000052,1.0,map2,216.78019745000012,tht_scheduled_release_p99_seconds,0,,10,lower,FENG_NATIVE_HCA,10,1247.4574592000008,0,COMPLETE,0
FENG_DH_BOUNDARY_CLEARANCE_V5,62943.154547,22.980000000001745,18.660000000000583,1.0,map2,20.900000000001455,time_to_90_percent_seconds,0,,10,lower,FENG_NATIVE_HCA,10,62964.054547,0,COMPLETE,0
FENG_DH_BOUNDARY_CLEARANCE_V5,67310.394547,-20.74000000000233,-24.400500000002832,1.0,map2,-22.640000000002328,time_to_95_percent_seconds,0,,10,lower,FENG_NATIVE_HCA,0,67287.754547,10,COMPLETE,0
FENG_DH_BOUNDARY_CLEARANCE_V5,71143.414547,-15.759999999996216,-21.899999999998546,1.0,map2,-19.059999999996215,time_to_99_percent_seconds,0,,10,lower,FENG_NATIVE_HCA,0,71124.354547,10,COMPLETE,0
FENG_DH_BOUNDARY_CLEARANCE_V5,71768770.35305297,1035342.2715006705,966400.1460005527,1.0,map2,998762.4600006029,total_backlog_area_seconds,0,,10,lower,FENG_NATIVE_HCA,10,72767532.81305358,0,COMPLETE,0
FENG_DH_BOUNDARY_CLEARANCE_V5,0.0,0.0,0.0,1.0,map2,0.0,unfinished_raw_bag_count,0,,10,lower,FENG_NATIVE_HCA,0,0.0,0,COMPLETE,10
FENG_DH_BOUNDARY_CLEARANCE_V5,49765.0,0.0,0.0,1.75,map2,0.0,completed_raw_bag_count,0,,10,higher,G31_S4_NATIVE_SYSTEM,0,49765.0,0,COMPLETE,10
FENG_DH_BOUNDARY_CLEARANCE_V5,1823.2833633560288,0.0,0.0,1.75,map2,0.0,completed_raw_bags_per_fixed_horizon_hour,0,,10,higher,G31_S4_NATIVE_SYSTEM,0,1823.2833633560288,0,COMPLETE,10
FENG_DH_BOUNDARY_CLEARANCE_V5,1.0,0.0,0.0,1.75,map2,0.0,completion_rate,0,,10,higher,G31_S4_NATIVE_SYSTEM,0,1.0,0,COMPLETE,10
FENG_DH_BOUNDARY_CLEARANCE_V5,5803.5,-5755.6,-5850.202499999999,1.75,map2,-5803.4,missed_bag_count,0,,10,lower,G31_S4_NATIVE_SYSTEM,0,0.1,10,COMPLETE,0
FENG_DH_BOUNDARY_CLEARANCE_V5,0.11661810509394152,-0.11566361900934394,-0.11752838340198934,1.75,map2,-0.11661609564955291,missed_bag_rate,0,,10,lower,G31_S4_NATIVE_SYSTEM,0,2.0094443886287117e-06,10,COMPLETE,0
FENG_DH_BOUNDARY_CLEARANCE_V5,55643059.16000156,-43022702.17504716,-43543272.48921442,1.75,map2,-43283497.87383848,network_backlog_area_seconds,0,,10,lower,G31_S4_NATIVE_SYSTEM,0,12359561.286163082,10,COMPLETE,0
FENG_DH_BOUNDARY_CLEARANCE_V5,0.8833818949060586,0.11753848086004219,0.11564548377373654,1.75,map2,0.11661609564955291,on_time_rate,0,,10,higher,G31_S4_NATIVE_SYSTEM,0,0.9999979905556113,10,COMPLETE,0
FENG_DH_BOUNDARY_CLEARANCE_V5,43961.5,5849.702499999999,5755.0975,1.75,map2,5803.4,on_time_raw_bag_count,0,,10,higher,G31_S4_NATIVE_SYSTEM,0,49764.9,10,COMPLETE,0
FENG_DH_BOUNDARY_CLEARANCE_V5,6884.68,-3611.2091855000067,-3684.6510619250066,1.75,map2,-3645.6972020000067,population_latency_max_seconds,0,,10,lower,G31_S4_NATIVE_SYSTEM,0,3238.9827979999936,10,COMPLETE,0
FENG_DH_BOUNDARY_CLEARANCE_V5,2733.6445650559,-2357.782870667348,-2375.496172507948,1.75,map2,-2366.901433903976,population_latency_mean_seconds,0,,10,lower,G31_S4_NATIVE_SYSTEM,0,366.74313115192393,10,COMPLETE,0
FENG_DH_BOUNDARY_CLEARANCE_V5,5813.04,-4588.991176870011,-4637.6675434850085,1.75,map2,-4613.684973600011,population_latency_p95_seconds,0,,10,lower,G31_S4_NATIVE_SYSTEM,0,1199.355026399989,10,COMPLETE,0
FENG_DH_BOUNDARY_CLEARANCE_V5,6530.0872,-3651.9148244150065,-3722.238297811006,1.75,map2,-3685.5747227600064,population_latency_p99_seconds,0,,10,lower,G31_S4_NATIVE_SYSTEM,0,2844.512477239994,10,COMPLETE,0
FENG_DH_BOUNDARY_CLEARANCE_V5,118380595.81575592,-6257657.571541174,-6274388.487450004,1.75,map2,-6266253.906304769,source_backlog_area_seconds,0,,10,lower,G31_S4_NATIVE_SYSTEM,0,112114341.90945116,10,COMPLETE,0
FENG_DH_BOUNDARY_CLEARANCE_V5,4438.6,-4345.032409000001,-4492.7,1.75,map2,-4436.977803,tardiness_max_seconds,0,,10,lower,G31_S4_NATIVE_SYSTEM,0,1.622196999999869,10,COMPLETE,0
FENG_DH_BOUNDARY_CLEARANCE_V5,117.69181472922737,-116.27852860371597,-119.10926224253994,1.75,map2,-117.69178213208079,tardiness_mean_seconds,0,,10,lower,G31_S4_NATIVE_SYSTEM,0,3.259714658896552e-05,10,COMPLETE,0
FENG_DH_BOUNDARY_CLEARANCE_V5,946.5439999999993,-937.0994999999989,-956.7610000000004,1.75,map2,-946.5439999999993,tardiness_p95_seconds,0,,10,lower,G31_S4_NATIVE_SYSTEM,0,0.0,10,COMPLETE,0
FENG_DH_BOUNDARY_CLEARANCE_V5,2360.137600000001,-2346.0038799999998,-2374.132000000001,1.75,map2,-2360.137600000001,tardiness_p99_seconds,0,,10,lower,G31_S4_NATIVE_SYSTEM,0,0.0,10,COMPLETE,0
FENG_DH_BOUNDARY_CLEARANCE_V5,5856933.160000001,-5787490.53596392,-5925976.809500002,1.75,map2,-5856931.537803,tardiness_sum_seconds,0,,10,lower,G31_S4_NATIVE_SYSTEM,0,1.622196999999869,10,COMPLETE,0
FENG_DH_BOUNDARY_CLEARANCE_V5,6884.68,-3610.428806475006,-3683.7144709250056,1.75,map2,-3645.6972020000067,tht_admission_max_seconds,0,,10,lower,G31_S4_NATIVE_SYSTEM,0,3238.9827979999936,10,COMPLETE,0
FENG_DH_BOUNDARY_CLEARANCE_V5,2733.644565055762,-2358.010656800297,-2375.344866644712,1.75,map2,-2366.901433903838,tht_admission_mean_seconds,0,,10,lower,G31_S4_NATIVE_SYSTEM,0,366.74313115192393,10,COMPLETE,0
FENG_DH_BOUNDARY_CLEARANCE_V5,204.4,-16.399000000010716,-16.399000000010716,1.75,map2,-16.399000000010716,tht_admission_min_seconds,0,,10,lower,G31_S4_NATIVE_SYSTEM,0,188.0009999999893,10,COMPLETE,0
