schema,map,load_factor,status,metric,metric_label,preferred_direction,arm_a,arm_b,paired_seed_count,expected_seed_count,missing_seeds,failed_seeds,p0d0_mean,p1d1_mean,mean_delta_p1d1_minus_p0d0,relative_delta_vs_p0d0_percent,relative_delta_status,paired_cohen_dz,paired_cohen_dz_status,seed_win_count,seed_tie_count,seed_loss_count,failed_seed_count,failed_seed_rate,bootstrap_ci_low,bootstrap_ci_high,bootstrap_replicates,confidence_level,timing_protocol
czr005.cie_random_robustness.paired_summary.v1,map2,1.75,COMPLETE_FROZEN_PAIRED_SEEDS,time_to_99_percent_seconds,time to 99% completion (s),lower,P0D0,P1D1,10,10,,,71703.4170270896,71702.83926712567,-0.5777599639186519,-0.0008057635017594403,AVAILABLE,-0.9509921254946244,AVAILABLE,8,2,0,0,0.0,-0.9453138568438952,-0.232791876536794,10000,0.95,FULL_POPULATION_ONLY_NO_SURVIVOR_TIMING
czr005.cie_random_robustness.paired_summary.v1,map2,1.75,COMPLETE_FROZEN_PAIRED_SEEDS,total_backlog_area_seconds,total raw-bag backlog area (bag-s),lower,P0D0,P1D1,10,10,,,128281934.9734962,124885449.06764007,-3396485.9058561353,-2.6476728048714495,AVAILABLE,-3.3415535724775323,AVAILABLE,10,0,0,0,0.0,-4030983.8693468524,-2850783.8481028816,10000,0.95,FULL_POPULATION_ONLY_NO_SURVIVOR_TIMING
czr005.cie_random_robustness.paired_summary.v1,map2,1.75,COMPLETE_FROZEN_PAIRED_SEEDS,total_backlog_peak,total raw-bag backlog peak,lower,P0D0,P1D1,10,10,,,4050.0,4010.4,-39.6,-0.9777777777777777,AVAILABLE,-2.865855629933251,AVAILABLE,10,0,0,0,0.0,-47.9,-31.6,10000,0.95,FULL_POPULATION_ONLY_NO_SURVIVOR_TIMING
czr005.cie_random_robustness.paired_summary.v1,map2,1.75,COMPLETE_FROZEN_PAIRED_SEEDS,source_backlog_area_seconds,source backlog area (bag-s),lower,P0D0,P1D1,10,10,,,111653581.03998733,111653581.03998733,0.0,0.0,AVAILABLE,,N_M_ZERO_PAIRED_DIFFERENCE_SAMPLE_SD,0,10,0,0,0.0,0.0,0.0,10000,0.95,FULL_POPULATION_ONLY_NO_SURVIVOR_TIMING
czr005.cie_random_robustness.paired_summary.v1,map2,1.75,COMPLETE_FROZEN_PAIRED_SEEDS,network_backlog_area_seconds,network backlog area (bag-s),lower,P0D0,P1D1,10,10,,,16628353.93350831,13231868.027652081,-3396485.9058562266,-20.425869688832297,AVAILABLE,-3.3415535724789636,AVAILABLE,10,0,0,0,0.0,-4021657.7701497306,-2833697.6416617692,10000,0.95,FULL_POPULATION_ONLY_NO_SURVIVOR_TIMING
czr005.cie_random_robustness.paired_summary.v1,map2,1.75,COMPLETE_FROZEN_PAIRED_SEEDS,population_latency_mean_seconds,1x full-population mean THT (s),lower,P0D0,P1D1,10,10,,,549.6581462387012,395.12734417969097,-154.53080205901023,-28.113983776363757,AVAILABLE,-4.4854288231387,AVAILABLE,10,0,0,0,0.0,-175.72100719741334,-135.0606654138735,10000,0.95,FULL_POPULATION_ONLY_NO_SURVIVOR_TIMING
czr005.cie_random_robustness.paired_summary.v1,map2,1.75,COMPLETE_FROZEN_PAIRED_SEEDS,population_latency_p95_seconds,1x full-population P95 THT (s),lower,P0D0,P1D1,10,10,,,2817.1280971875763,1411.627454751347,-1405.5006424362296,-49.891257832378415,AVAILABLE,-4.410586667279177,AVAILABLE,10,0,0,0,0.0,-1593.9368233826508,-1227.3865468109175,10000,0.95,FULL_POPULATION_ONLY_NO_SURVIVOR_TIMING
czr005.cie_random_robustness.paired_summary.v1,map2,1.75,COMPLETE_FROZEN_PAIRED_SEEDS,population_latency_p99_seconds,1x full-population P99 THT (s),lower,P0D0,P1D1,10,10,,,5015.971439433595,3002.887495921864,-2013.0839435117318,-40.13348097809444,AVAILABLE,-3.303503695711441,AVAILABLE,10,0,0,0,0.0,-2397.7222471781843,-1679.0124060310422,10000,0.95,FULL_POPULATION_ONLY_NO_SURVIVOR_TIMING
czr005.cie_random_robustness.paired_summary.v1,map2,1.75,COMPLETE_FROZEN_PAIRED_SEEDS,population_latency_max_seconds,1x full-population max THT (s),lower,P0D0,P1D1,10,10,,,5557.608387745788,3526.630728584468,-2030.977659161319,-36.54409446407757,AVAILABLE,-3.572809874323573,AVAILABLE,10,0,0,0,0.0,-2387.911067551488,-1722.6899421336984,10000,0.95,FULL_POPULATION_ONLY_NO_SURVIVOR_TIMING
czr005.cie_random_robustness.paired_summary.v1,map2,2.0,COMPLETE_FROZEN_PAIRED_SEEDS,completed_raw_bag_count,completed raw bags,higher,P0D0,P1D1,10,10,,,57012.0,57012.0,0.0,0.0,AVAILABLE,,N_M_ZERO_PAIRED_DIFFERENCE_SAMPLE_SD,0,10,0,0,0.0,0.0,0.0,10000,0.95,FORMAL_2X_TIMING_NA_BY_PROTOCOL
czr005.cie_random_robustness.paired_summary.v1,map2,2.0,COMPLETE_FROZEN_PAIRED_SEEDS,completion_rate,raw-bag completion rate,higher,P0D0,P1D1,10,10,,,1.0,1.0,0.0,0.0,AVAILABLE,,N_M_ZERO_PAIRED_DIFFERENCE_SAMPLE_SD,0,10,0,0,0.0,0.0,0.0,10000,0.95,FORMAL_2X_TIMING_NA_BY_PROTOCOL
czr005.cie_random_robustness.paired_summary.v1,map2,2.0,COMPLETE_FROZEN_PAIRED_SEEDS,on_time_raw_bag_count,fixed-denominator on-time bags,higher,P0D0,P1D1,10,10,,,55532.5,56797.4,1264.9,2.277765272588124,AVAILABLE,2.2723427102681986,AVAILABLE,10,0,0,0,0.0,937.3974999999999,1592.5025,10000,0.95,FORMAL_2X_TIMING_NA_BY_PROTOCOL
czr005.cie_random_robustness.paired_summary.v1,map2,2.0,COMPLETE_FROZEN_PAIRED_SEEDS,on_time_rate,fixed-denominator on-time rate,higher,P0D0,P1D1,10,10,,,0.9740493229495545,0.9962358801655793,0.022186557216024683,2.277765272588123,AVAILABLE,2.272342710268203,AVAILABLE,10,0,0,0,0.0,0.016536869430997,0.027873430155055057,10000,0.95,FORMAL_2X_TIMING_NA_BY_PROTOCOL
czr005.cie_random_robustness.paired_summary.v1,map2,2.0,COMPLETE_FROZEN_PAIRED_SEEDS,missed_bag_count,fixed-denominator missed bags,lower,P0D0,P1D1,10,10,,,1479.5,214.6,-1264.9,-85.4950996958432,AVAILABLE,-2.2723427102681986,AVAILABLE,10,0,0,0,0.0,-1592.6,-936.4850000000002,10000,0.95,FORMAL_2X_TIMING_NA_BY_PROTOCOL
czr005.cie_random_robustness.paired_summary.v1,map2,2.0,COMPLETE_FROZEN_PAIRED_SEEDS,missed_bag_rate,fixed-denominator missed rate,lower,P0D0,P1D1,10,10,,,0.025950677050445504,0.0037641198344208204,-0.022186557216024683,-85.4950996958432,AVAILABLE,-2.272342710268203,AVAILABLE,10,0,0,0,0.0,-0.028060846839261883,-0.016510296078018686,10000,0.95,FORMAL_2X_TIMING_NA_BY_PROTOCOL
czr005.cie_random_robustness.paired_summary.v1,map2,2.0,COMPLETE_FROZEN_PAIRED_SEEDS,tardiness_sum_seconds,all-population tardiness sum (s),lower,P0D0,P1D1,10,10,,,1345250.0985301181,162952.16339300142,-1182297.9351371168,-87.88684991950193,AVAILABLE,-1.4787808463610355,AVAILABLE,10,0,0,0,0.0,-1692192.1389022192,-759767.951073518,10000,0.95,FORMAL_2X_TIMING_NA_BY_PROTOCOL
czr005.cie_random_robustness.paired_summary.v1,map2,2.0,COMPLETE_FROZEN_PAIRED_SEEDS,tardiness_mean_seconds,all-population tardiness mean (s),lower,P0D0,P1D1,10,10,,,23.595911361294434,2.8582081560548906,-20.737703205239544,-87.88684991950194,AVAILABLE,-1.4787808463610357,AVAILABLE,10,0,0,0,0.0,-29.651022330893362,-13.307278613093507,10000,0.95,FORMAL_2X_TIMING_NA_BY_PROTOCOL
czr005.cie_random_robustness.paired_summary.v1,map2,2.0,COMPLETE_FROZEN_PAIRED_SEEDS,tardiness_p95_seconds,all-population tardiness P95 (s),lower,P0D0,P1D1,10,10,,,24.246709029920662,0.0,-24.246709029920662,-100.0,AVAILABLE,-0.31622776601683794,AVAILABLE,1,9,0,0,0.0,-72.740127089762,0.0,10000,0.95,FORMAL_2X_TIMING_NA_BY_PROTOCOL
czr005.cie_random_robustness.paired_summary.v1,map2,2.0,COMPLETE_FROZEN_PAIRED_SEEDS,tardiness_p99_seconds,all-population tardiness P99 (s),lower,P0D0,P1D1,10,10,,,746.7527191270561,48.430421476883325,-698.3222976501728,-93.51453028072027,AVAILABLE,-1.4711071303136216,AVAILABLE,9,1,0,0,0.0,-972.1493574773303,-418.5917480961952,10000,0.95,FORMAL_2X_TIMING_NA_BY_PROTOCOL
czr005.cie_random_robustness.paired_summary.v1,map2,2.0,COMPLETE_FROZEN_PAIRED_SEEDS,tardiness_max_seconds,all-population tardiness max (s),lower,P0D0,P1D1,10,10,,,3536.3102887101913,1682.9473049509847,-1853.3629837592066,-52.409512527114494,AVAILABLE,-2.448870065561642,AVAILABLE,10,0,0,0,0.0,-2307.708212274104,-1441.8948833525387,10000,0.95,FORMAL_2X_TIMING_NA_BY_PROTOCOL
czr005.cie_random_robustness.paired_summary.v1,map2,2.0,COMPLETE_FROZEN_PAIRED_SEEDS,time_to_90_percent_seconds,time to 90% completion (s),lower,P0D0,P1D1,10,10,,,64385.74120710693,64384.910667725824,-0.8305393810922397,-0.001289943030120098,AVAILABLE,-1.0241787447287487,AVAILABLE,7,3,0,0,0.0,-1.3350178048713133,-0.3886083837016486,10000,0.95,FORMAL_2X_TIMING_NA_BY_PROTOCOL
czr005.cie_random_robustness.paired_summary.v1,map2,2.0,COMPLETE_FROZEN_PAIRED_SEEDS,time_to_95_percent_seconds,time to 95% completion (s),lower,P0D0,P1D1,10,10,,,67649.42540593141,67650.137721897,0.7123159655879135,0.0010529519819475932,AVAILABLE,0.5098888441031761,AVAILABLE,1,5,4,0,0.0,0.0044632445653415885,1.6182041410444072,10000,0.95,FORMAL_2X_TIMING_NA_BY_PROTOCOL
czr005.cie_random_robustness.paired_summary.v1,map2,2.0,COMPLETE_FROZEN_PAIRED_SEEDS,time_to_99_percent_seconds,time to 99% completion (s),lower,P0D0,P1D1,10,10,,,71582.43191544313,71580.39350092733,-2.0384145158168394,-0.0028476463585712206,AVAILABLE,-1.102943195829136,AVAILABLE,7,2,1,0,0.0,-3.1208215176289373,-0.963015190861297,10000,0.95,FORMAL_2X_TIMING_NA_BY_PROTOCOL
czr005.cie_random_robustness.paired_summary.v1,map2,2.0,COMPLETE_FROZEN_PAIRED_SEEDS,total_backlog_area_seconds,total raw-bag backlog area (bag-s),lower,P0D0,P1D1,10,10,,,155728584.9413517,146180305.2771917,-9548279.664160019,-6.1313596779653246,AVAILABLE,-4.161018385120244,AVAILABLE,10,0,0,0,0.0,-10893681.254467184,-8220833.976969549,10000,0.95,FORMAL_2X_TIMING_NA_BY_PROTOCOL
czr005.cie_random_robustness.paired_summary.v1,map2,2.0,COMPLETE_FROZEN_PAIRED_SEEDS,total_backlog_peak,total raw-bag backlog peak,lower,P0D0,P1D1,10,10,,,4920.8,4594.9,-325.9,-6.6229068444155414,AVAILABLE,-3.100906078654167,AVAILABLE,10,0,0,0,0.0,-388.0025,-266.3,10000,0.95,FORMAL_2X_TIMING_NA_BY_PROTOCOL
czr005.cie_random_robustness.paired_summary.v1,map2,2.0,COMPLETE_FROZEN_PAIRED_SEEDS,source_backlog_area_seconds,source backlog area (bag-s),lower,P0D0,P1D1,10,10,,,127837536.28085999,127837536.28085999,0.0,0.0,AVAILABLE,,N_M_ZERO_PAIRED_DIFFERENCE_SAMPLE_SD,0,10,0,0,0.0,0.0,0.0,10000,0.95,FORMAL_2X_TIMING_NA_BY_PROTOCOL
