0 6       0 6 ==8.0
2 51       2 9 7 8 11 14 46 35 51 ==101.0
3 12       3 16 21 23 24 27 28 29 30 31 32 33 34 12 ==201.0
3 13       3 16 21 23 24 27 28 29 30 31 32 33 34 12 13 ==211.0
3 14       3 16 17 18 22 26 43 15 14 ==71.0
3 15       3 16 17 18 22 26 43 15 ==67.0
3 16       3 16 ==4.0
3 17       3 16 17 ==13.0
3 18       3 16 17 18 ==17.0
3 21       3 16 21 ==61.0
3 22       3 16 17 18 22 ==38.0
3 23       3 16 21 23 ==73.0
3 24       3 16 17 18 22 24 ==64.0
3 25       3 16 17 18 22 26 43 15 14 46 36 38 39 40 41 42 25 ==219.0
3 26       3 16 17 18 22 26 ==55.0
3 27       3 16 21 23 24 27 ==68.0
3 28       3 16 21 23 24 27 28 ==95.0
3 29       3 16 21 23 24 27 28 29 ==108.0
3 30       3 16 21 23 24 27 28 29 30 ==114.0
3 31       3 16 21 23 24 27 28 29 30 31 ==118.0
3 32       3 16 21 23 24 27 28 29 30 31 32 ==122.0
3 33       3 16 21 23 24 27 28 29 30 31 32 33 ==150.0
3 34       3 16 21 23 24 27 28 29 30 31 32 33 34 ==172.0
3 35       3 16 17 18 22 26 43 15 14 46 35 ==102.0
3 36       3 16 17 18 22 26 43 15 14 46 36 ==112.0
3 37       3 16 21 23 24 27 28 29 30 31 32 37 ==159.0
3 38       3 16 17 18 22 26 43 15 14 46 36 38 ==144.0
3 39       3 16 17 18 22 26 43 15 14 46 36 38 39 ==165.0
3 40       3 16 17 18 22 26 43 15 14 46 36 38 39 40 ==179.0
3 41       3 16 17 18 22 26 43 15 14 46 36 38 39 40 41 ==183.0
3 42       3 16 17 18 22 26 43 15 14 46 36 38 39 40 41 42 ==209.0
3 43       3 16 17 18 22 26 43 ==59.0
3 44       3 16 17 18 22 26 43 15 14 46 36 44 ==131.0
3 45       3 16 21 23 24 27 45 ==84.0
3 46       3 16 17 18 22 26 43 15 14 46 ==75.0
3 47       3 16 21 23 24 27 28 47 ==105.0
3 48       3 16 21 23 24 27 45 48 ==94.0
3 49       3 16 21 23 24 27 28 29 30 31 32 37 49 ==169.0
3 50       3 16 17 18 22 26 43 15 14 46 36 44 50 ==141.0
3 51       3 16 17 18 22 26 43 15 14 46 35 51 ==112.0
4 12       4 17 18 22 24 27 28 29 30 31 32 33 34 12 ==197.0
4 13       4 17 18 22 24 27 28 29 30 31 32 33 34 12 13 ==207.0
4 14       4 17 18 22 26 43 15 14 ==67.0
4 15       4 17 18 22 26 43 15 ==63.0
4 17       4 17 ==9.0
4 18       4 17 18 ==13.0
4 22       4 17 18 22 ==34.0
4 23       4 17 18 22 24 27 28 29 30 31 32 33 34 12 13 23 ==215.0
4 24       4 17 18 22 24 ==60.0
4 25       4 17 18 22 26 43 15 14 46 36 38 39 40 41 42 25 ==215.0
4 26       4 17 18 22 26 ==51.0
4 27       4 17 18 22 24 27 ==64.0
4 28       4 17 18 22 24 27 28 ==91.0
4 29       4 17 18 22 24 27 28 29 ==104.0
4 30       4 17 18 22 24 27 28 29 30 ==110.0
4 31       4 17 18 22 24 27 28 29 30 31 ==114.0
4 32       4 17 18 22 24 27 28 29 30 31 32 ==118.0
4 33       4 17 18 22 24 27 28 29 30 31 32 33 ==146.0
4 34       4 17 18 22 24 27 28 29 30 31 32 33 34 ==168.0
4 35       4 17 18 22 26 43 15 14 46 35 ==98.0
4 36       4 17 18 22 26 43 15 14 46 36 ==108.0
4 37       4 17 18 22 24 27 28 29 30 31 32 37 ==155.0
4 38       4 17 18 22 26 43 15 14 46 36 38 ==140.0
4 39       4 17 18 22 26 43 15 14 46 36 38 39 ==161.0
4 40       4 17 18 22 26 43 15 14 46 36 38 39 40 ==175.0
4 41       4 17 18 22 26 43 15 14 46 36 38 39 40 41 ==179.0
4 42       4 17 18 22 26 43 15 14 46 36 38 39 40 41 42 ==205.0
4 43       4 17 18 22 26 43 ==55.0
4 44       4 17 18 22 26 43 15 14 46 36 44 ==127.0
4 45       4 17 18 22 24 27 45 ==80.0
4 46       4 17 18 22 26 43 15 14 46 ==71.0
4 47       4 17 18 22 24 27 28 47 ==101.0
4 48       4 17 18 22 24 27 45 48 ==90.0
4 49       4 17 18 22 24 27 28 29 30 31 32 37 49 ==165.0
4 50       4 17 18 22 26 43 15 14 46 36 44 50 ==137.0
4 51       4 17 18 22 26 43 15 14 46 35 51 ==108.0
5 12       5 19 18 22 24 27 28 29 30 31 32 33 34 12 ==195.0
5 13       5 19 18 22 24 27 28 29 30 31 32 33 34 12 13 ==205.0
5 14       5 19 25 26 43 15 14 ==63.0
5 15       5 19 25 26 43 15 ==59.0
5 18       5 19 18 ==11.0
5 19       5 19 ==4.0
5 22       5 19 18 22 ==32.0
5 23       5 19 18 22 24 27 28 29 30 31 32 33 34 12 13 23 ==213.0
5 24       5 19 18 22 24 ==58.0
5 25       5 19 25 ==39.0
5 26       5 19 25 26 ==47.0
5 27       5 19 18 22 24 27 ==62.0
5 28       5 19 18 22 24 27 28 ==89.0
5 29       5 19 18 22 24 27 28 29 ==102.0
5 30       5 19 18 22 24 27 28 29 30 ==108.0
5 31       5 19 18 22 24 27 28 29 30 31 ==112.0
5 32       5 19 18 22 24 27 28 29 30 31 32 ==116.0
5 33       5 19 18 22 24 27 28 29 30 31 32 33 ==144.0
5 34       5 19 18 22 24 27 28 29 30 31 32 33 34 ==166.0
5 35       5 19 25 26 43 15 14 46 35 ==94.0
5 36       5 19 25 26 43 15 14 46 36 ==104.0
5 37       5 19 18 22 24 27 28 29 30 31 32 37 ==153.0
5 38       5 19 25 26 43 15 14 46 36 38 ==136.0
5 39       5 19 25 26 43 15 14 46 36 38 39 ==157.0
5 40       5 19 25 26 43 15 14 46 36 38 39 40 ==171.0
5 41       5 19 25 26 43 15 14 46 36 38 39 40 41 ==175.0
5 42       5 19 25 26 43 15 14 46 36 38 39 40 41 42 ==201.0
5 43       5 19 25 26 43 ==51.0
5 44       5 19 25 26 43 15 14 46 36 44 ==123.0
5 45       5 19 18 22 24 27 45 ==78.0
5 46       5 19 25 26 43 15 14 46 ==67.0
5 47       5 19 18 22 24 27 28 47 ==99.0
5 48       5 19 18 22 24 27 45 48 ==88.0
5 49       5 19 25 26 43 15 14 46 36 38 37 49 ==163.0
5 50       5 19 25 26 43 15 14 46 36 44 50 ==133.0
5 51       5 19 25 26 43 15 14 46 35 51 ==104.0
6 8       6 8 ==7.0
6 11       6 8 11 ==15.0
6 12       6 12 ==25.0
6 13       6 12 13 ==35.0
6 14       6 8 11 14 ==47.0
6 15       6 12 13 23 24 27 28 29 30 31 43 15 ==149.0
6 23       6 12 13 23 ==43.0
6 24       6 12 13 23 24 ==47.0
6 25       6 8 11 14 46 36 38 39 40 41 42 25 ==195.0
6 26       6 8 11 14 46 36 38 39 40 41 42 25 26 ==203.0
6 27       6 12 13 23 24 27 ==51.0
6 28       6 12 13 23 24 27 28 ==78.0
6 29       6 12 13 23 24 27 28 29 ==91.0
6 30       6 12 13 23 24 27 28 29 30 ==97.0
6 31       6 12 13 23 24 27 28 29 30 31 ==101.0
6 32       6 12 13 23 24 27 28 29 30 31 32 ==105.0
6 33       6 12 13 23 24 27 28 29 30 31 32 33 ==133.0
6 34       6 12 13 23 24 27 28 29 30 31 32 33 34 ==155.0
6 35       6 8 11 14 46 35 ==78.0
6 36       6 8 11 14 46 36 ==88.0
6 37       6 8 11 14 46 36 38 37 ==142.0
6 38       6 8 11 14 46 36 38 ==120.0
6 39       6 8 11 14 46 36 38 39 ==141.0
6 40       6 8 11 14 46 36 38 39 40 ==155.0
6 41       6 8 11 14 46 36 38 39 40 41 ==159.0
6 42       6 8 11 14 46 36 38 39 40 41 42 ==185.0
6 43       6 12 13 23 24 27 28 29 30 31 43 ==141.0
6 44       6 8 11 14 46 36 44 ==107.0
6 45       6 12 13 23 24 27 45 ==67.0
6 46       6 8 11 14 46 ==51.0
6 47       6 12 13 23 24 27 28 47 ==88.0
6 48       6 12 13 23 24 27 45 48 ==77.0
6 49       6 12 13 23 24 27 28 29 30 31 32 37 49 ==152.0
6 50       6 8 11 14 46 36 44 50 ==117.0
6 51       6 8 11 14 46 35 51 ==88.0
7 8       7 8 ==4.0
7 11       7 8 11 ==12.0
7 12       7 8 11 13 23 24 27 28 29 30 31 32 33 34 12 ==189.0
7 13       7 8 11 13 ==40.0
7 14       7 8 11 14 ==44.0
7 15       7 8 11 13 23 24 27 28 29 30 31 43 15 ==154.0
7 23       7 8 11 13 23 ==48.0
7 24       7 8 11 13 23 24 ==52.0
7 25       7 8 11 14 46 36 38 39 40 41 42 25 ==192.0
7 26       7 8 11 14 46 36 38 39 40 41 42 25 26 ==200.0
7 27       7 8 11 13 23 24 27 ==56.0
7 28       7 8 11 13 23 24 27 28 ==83.0
7 29       7 8 11 13 23 24 27 28 29 ==96.0
7 30       7 8 11 13 23 24 27 28 29 30 ==102.0
7 31       7 8 11 13 23 24 27 28 29 30 31 ==106.0
7 32       7 8 11 13 23 24 27 28 29 30 31 32 ==110.0
7 33       7 8 11 13 23 24 27 28 29 30 31 32 33 ==138.0
7 34       7 8 11 13 23 24 27 28 29 30 31 32 33 34 ==160.0
7 35       7 8 11 14 46 35 ==75.0
7 36       7 8 11 14 46 36 ==85.0
7 37       7 8 11 14 46 36 38 37 ==147.0
7 38       7 8 11 14 46 36 38 ==117.0
7 39       7 8 11 14 46 36 38 39 ==138.0
7 40       7 8 11 14 46 36 38 39 40 ==152.0
7 41       7 8 11 14 46 36 38 39 40 41 ==156.0
7 42       7 8 11 14 46 36 38 39 40 41 42 ==182.0
7 43       7 8 11 13 23 24 27 28 29 30 31 43 ==146.0
7 44       7 8 11 14 46 36 44 ==104.0
7 45       7 8 11 13 23 24 27 45 ==72.0
7 46       7 8 11 14 46 ==48.0
7 47       7 8 11 13 23 24 27 28 47 ==93.0
7 48       7 8 11 13 23 24 27 45 48 ==82.0
7 49       7 8 11 13 23 24 27 28 29 30 31 32 37 49 ==157.0
7 50       7 8 11 14 46 36 44 50 ==114.0
7 51       7 8 11 14 46 35 51 ==85.0
8 11       8 11 ==8.0
8 12       8 11 13 23 24 27 28 29 30 31 32 33 34 12 ==185.0
8 13       8 11 13 ==36.0
8 14       8 11 14 ==40.0
8 15       8 11 13 23 24 27 28 29 30 31 43 15 ==150.0
8 23       8 11 13 23 ==44.0
8 24       8 11 13 23 24 ==48.0
8 25       8 11 14 46 36 38 39 40 41 42 25 ==188.0
8 26       8 11 14 46 36 38 39 40 41 42 25 26 ==196.0
8 27       8 11 13 23 24 27 ==52.0
8 28       8 11 13 23 24 27 28 ==79.0
8 29       8 11 13 23 24 27 28 29 ==92.0
8 30       8 11 13 23 24 27 28 29 30 ==98.0
8 31       8 11 13 23 24 27 28 29 30 31 ==102.0
8 32       8 11 13 23 24 27 28 29 30 31 32 ==106.0
8 33       8 11 13 23 24 27 28 29 30 31 32 33 ==134.0
8 34       8 11 13 23 24 27 28 29 30 31 32 33 34 ==156.0
8 35       8 11 14 46 35 ==71.0
8 36       8 11 14 46 36 ==81.0
8 37       8 11 14 46 36 38 37 ==143.0
8 38       8 11 14 46 36 38 ==113.0
8 39       8 11 14 46 36 38 39 ==134.0
8 40       8 11 14 46 36 38 39 40 ==148.0
8 41       8 11 14 46 36 38 39 40 41 ==152.0
8 42       8 11 14 46 36 38 39 40 41 42 ==178.0
8 43       8 11 13 23 24 27 28 29 30 31 43 ==142.0
8 44       8 11 14 46 36 44 ==100.0
8 45       8 11 13 23 24 27 45 ==68.0
8 46       8 11 14 46 ==44.0
8 47       8 11 13 23 24 27 28 47 ==89.0
8 48       8 11 13 23 24 27 45 48 ==78.0
8 49       8 11 13 23 24 27 28 29 30 31 32 37 49 ==153.0
8 50       8 11 14 46 36 44 50 ==110.0
8 51       8 11 14 46 35 51 ==81.0
9 7       9 7 ==7.0
9 8       9 7 8 ==11.0
9 10       9 10 ==20.0
9 11       9 7 8 11 ==19.0
9 12       9 7 8 11 13 23 24 27 28 29 30 31 32 33 34 12 ==196.0
9 13       9 7 8 11 13 ==47.0
9 14       9 7 8 11 14 ==51.0
9 15       9 10 15 ==56.0
9 23       9 7 8 11 13 23 ==55.0
9 24       9 7 8 11 13 23 24 ==59.0
9 25       9 7 8 11 14 46 36 38 39 40 41 42 25 ==199.0
9 26       9 7 8 11 14 46 36 38 39 40 41 42 25 26 ==207.0
9 27       9 7 8 11 13 23 24 27 ==63.0
9 28       9 7 8 11 13 23 24 27 28 ==90.0
9 29       9 7 8 11 13 23 24 27 28 29 ==103.0
9 30       9 7 8 11 13 23 24 27 28 29 30 ==109.0
9 31       9 7 8 11 13 23 24 27 28 29 30 31 ==113.0
9 32       9 7 8 11 13 23 24 27 28 29 30 31 32 ==117.0
9 33       9 7 8 11 13 23 24 27 28 29 30 31 32 33 ==145.0
9 34       9 7 8 11 13 23 24 27 28 29 30 31 32 33 34 ==167.0
9 35       9 7 8 11 14 46 35 ==82.0
9 36       9 7 8 11 14 46 36 ==92.0
9 37       9 7 8 11 14 46 36 38 37 ==154.0
9 38       9 7 8 11 14 46 36 38 ==124.0
9 39       9 7 8 11 14 46 36 38 39 ==145.0
9 40       9 7 8 11 14 46 36 38 39 40 ==159.0
9 41       9 7 8 11 14 46 36 38 39 40 41 ==163.0
9 42       9 7 8 11 14 46 36 38 39 40 41 42 ==189.0
9 43       9 7 8 11 13 23 24 27 28 29 30 31 43 ==153.0
9 44       9 7 8 11 14 46 36 44 ==111.0
9 45       9 7 8 11 13 23 24 27 45 ==79.0
9 46       9 7 8 11 14 46 ==55.0
9 47       9 7 8 11 13 23 24 27 28 47 ==100.0
9 48       9 7 8 11 13 23 24 27 45 48 ==89.0
9 49       9 7 8 11 13 23 24 27 28 29 30 31 32 37 49 ==164.0
9 50       9 7 8 11 14 46 36 44 50 ==121.0
9 51       9 7 8 11 14 46 35 51 ==92.0
10 12       10 15 14 46 36 38 39 40 41 42 30 31 32 33 34 12 ==298.0
10 13       10 15 14 46 36 38 39 40 41 42 30 31 32 33 34 12 13 ==308.0
10 14       10 15 14 ==40.0
10 15       10 15 ==36.0
10 23       10 15 14 46 36 38 39 40 41 42 30 31 32 33 34 12 13 23 ==316.0
10 24       10 15 14 46 36 38 39 40 41 42 30 31 32 33 34 12 13 23 24 ==320.0
10 25       10 15 14 46 36 38 39 40 41 42 25 ==188.0
10 26       10 15 14 46 36 38 39 40 41 42 25 26 ==196.0
10 27       10 15 14 46 36 38 39 40 41 42 30 31 32 33 34 12 13 23 24 27 ==324.0
10 28       10 15 14 46 36 38 39 40 41 42 30 31 32 33 34 12 13 23 24 27 28 ==351.0
10 29       10 15 14 46 36 38 39 40 41 42 30 31 32 33 34 12 13 23 24 27 28 29 ==364.0
10 30       10 15 14 46 36 38 39 40 41 42 30 ==211.0
10 31       10 15 14 46 36 38 39 40 41 42 30 31 ==215.0
10 32       10 15 14 46 36 38 39 40 41 42 30 31 32 ==219.0
10 33       10 15 14 46 36 38 39 40 41 42 30 31 32 33 ==247.0
10 34       10 15 14 46 36 38 39 40 41 42 30 31 32 33 34 ==269.0
10 35       10 15 14 46 35 ==71.0
10 36       10 15 14 46 36 ==81.0
10 37       10 15 14 46 36 38 37 ==145.0
10 38       10 15 14 46 36 38 ==113.0
10 39       10 15 14 46 36 38 39 ==134.0
10 40       10 15 14 46 36 38 39 40 ==148.0
10 41       10 15 14 46 36 38 39 40 41 ==152.0
10 42       10 15 14 46 36 38 39 40 41 42 ==178.0
10 43       10 15 14 46 36 38 39 40 41 42 25 26 43 ==200.0
10 44       10 15 14 46 36 44 ==100.0
10 45       10 15 14 46 36 38 39 40 41 45 ==176.0
10 46       10 15 14 46 ==44.0
10 47       10 15 14 46 36 38 39 47 ==144.0
10 48       10 15 14 46 36 38 39 40 41 45 48 ==186.0
10 49       10 15 14 46 36 38 37 49 ==155.0
10 50       10 15 14 46 36 44 50 ==110.0
10 51       10 15 14 46 35 51 ==81.0
11 12       11 13 23 24 27 28 29 30 31 32 33 34 12 ==177.0
11 13       11 13 ==28.0
11 14       11 14 ==32.0
11 15       11 13 23 24 27 28 29 30 31 43 15 ==142.0
11 23       11 13 23 ==36.0
11 24       11 13 23 24 ==40.0
11 25       11 14 46 36 38 39 40 41 42 25 ==180.0
11 26       11 14 46 36 38 39 40 41 42 25 26 ==188.0
11 27       11 13 23 24 27 ==44.0
11 28       11 13 23 24 27 28 ==71.0
11 29       11 13 23 24 27 28 29 ==84.0
11 30       11 13 23 24 27 28 29 30 ==90.0
11 31       11 13 23 24 27 28 29 30 31 ==94.0
11 32       11 13 23 24 27 28 29 30 31 32 ==98.0
11 33       11 13 23 24 27 28 29 30 31 32 33 ==126.0
11 34       11 13 23 24 27 28 29 30 31 32 33 34 ==148.0
11 35       11 14 46 35 ==63.0
11 36       11 14 46 36 ==73.0
11 37       11 14 46 36 38 37 ==135.0
11 38       11 14 46 36 38 ==105.0
11 39       11 14 46 36 38 39 ==126.0
11 40       11 14 46 36 38 39 40 ==140.0
11 41       11 14 46 36 38 39 40 41 ==144.0
11 42       11 14 46 36 38 39 40 41 42 ==170.0
11 43       11 13 23 24 27 28 29 30 31 43 ==134.0
11 44       11 14 46 36 44 ==92.0
11 45       11 13 23 24 27 45 ==60.0
11 46       11 14 46 ==36.0
11 47       11 13 23 24 27 28 47 ==81.0
11 48       11 13 23 24 27 45 48 ==70.0
11 49       11 13 23 24 27 28 29 30 31 32 37 49 ==145.0
11 50       11 14 46 36 44 50 ==102.0
11 51       11 14 46 35 51 ==73.0
12 13       12 13 ==10.0
12 14       12 13 23 24 27 28 29 30 31 43 15 14 ==128.0
12 15       12 13 23 24 27 28 29 30 31 43 15 ==124.0
12 23       12 13 23 ==18.0
12 24       12 13 23 24 ==22.0
12 25       12 13 23 24 27 28 29 30 31 43 15 14 46 36 38 39 40 41 42 25 ==276.0
12 26       12 13 23 24 27 28 29 30 31 43 15 14 46 36 38 39 40 41 42 25 26 ==284.0
12 27       12 13 23 24 27 ==26.0
12 28       12 13 23 24 27 28 ==53.0
12 29       12 13 23 24 27 28 29 ==66.0
12 30       12 13 23 24 27 28 29 30 ==72.0
12 31       12 13 23 24 27 28 29 30 31 ==76.0
12 32       12 13 23 24 27 28 29 30 31 32 ==80.0
12 33       12 13 23 24 27 28 29 30 31 32 33 ==108.0
12 34       12 13 23 24 27 28 29 30 31 32 33 34 ==130.0
12 35       12 13 23 24 27 28 29 30 31 32 33 34 35 ==149.0
12 36       12 13 23 24 27 28 29 30 31 43 15 14 46 36 ==169.0
12 37       12 13 23 24 27 28 29 30 31 32 37 ==117.0
12 38       12 13 23 24 27 28 29 30 31 43 15 14 46 36 38 ==201.0
12 39       12 13 23 24 27 28 29 30 31 43 15 14 46 36 38 39 ==222.0
12 40       12 13 23 24 27 28 29 30 31 43 15 14 46 36 38 39 40 ==236.0
12 41       12 13 23 24 27 28 29 30 31 43 15 14 46 36 38 39 40 41 ==240.0
12 42       12 13 23 24 27 28 29 30 31 43 15 14 46 36 38 39 40 41 42 ==266.0
12 43       12 13 23 24 27 28 29 30 31 43 ==116.0
12 44       12 13 23 24 27 28 29 30 31 32 33 44 ==132.0
12 45       12 13 23 24 27 45 ==42.0
12 46       12 13 23 24 27 28 29 30 31 43 15 14 46 ==132.0
12 47       12 13 23 24 27 28 47 ==63.0
12 48       12 13 23 24 27 45 48 ==52.0
12 49       12 13 23 24 27 28 29 30 31 32 37 49 ==127.0
12 50       12 13 23 24 27 28 29 30 31 32 33 44 50 ==142.0
12 51       12 13 23 24 27 28 29 30 31 43 15 14 46 35 51 ==159.0
13 12       13 23 24 27 28 29 30 31 32 33 34 12 ==149.0
13 14       13 23 24 27 28 29 30 31 43 15 14 ==118.0
13 15       13 23 24 27 28 29 30 31 43 15 ==114.0
13 23       13 23 ==8.0
13 24       13 23 24 ==12.0
13 25       13 23 24 27 28 29 30 31 43 15 14 46 36 38 39 40 41 42 25 ==266.0
13 26       13 23 24 27 28 29 30 31 43 15 14 46 36 38 39 40 41 42 25 26 ==274.0
13 27       13 23 24 27 ==16.0
13 28       13 23 24 27 28 ==43.0
13 29       13 23 24 27 28 29 ==56.0
13 30       13 23 24 27 28 29 30 ==62.0
13 31       13 23 24 27 28 29 30 31 ==66.0
13 32       13 23 24 27 28 29 30 31 32 ==70.0
13 33       13 23 24 27 28 29 30 31 32 33 ==98.0
13 34       13 23 24 27 28 29 30 31 32 33 34 ==120.0
13 35       13 23 24 27 28 29 30 31 32 33 34 35 ==139.0
13 36       13 23 24 27 28 29 30 31 43 15 14 46 36 ==159.0
13 37       13 23 24 27 28 29 30 31 32 37 ==107.0
13 38       13 23 24 27 28 29 30 31 43 15 14 46 36 38 ==191.0
13 39       13 23 24 27 28 29 30 31 43 15 14 46 36 38 39 ==212.0
13 40       13 23 24 27 28 29 30 31 43 15 14 46 36 38 39 40 ==226.0
13 41       13 23 24 27 28 29 30 31 43 15 14 46 36 38 39 40 41 ==230.0
13 42       13 23 24 27 28 29 30 31 43 15 14 46 36 38 39 40 41 42 ==256.0
13 43       13 23 24 27 28 29 30 31 43 ==106.0
13 44       13 23 24 27 28 29 30 31 32 33 44 ==122.0
13 45       13 23 24 27 45 ==32.0
13 46       13 23 24 27 28 29 30 31 43 15 14 46 ==122.0
13 47       13 23 24 27 28 47 ==53.0
13 48       13 23 24 27 45 48 ==42.0
13 49       13 23 24 27 28 29 30 31 32 37 49 ==117.0
13 50       13 23 24 27 28 29 30 31 32 33 44 50 ==132.0
13 51       13 23 24 27 28 29 30 31 43 15 14 46 35 51 ==149.0
