release_300s_bin,count,historical_dh_seconds_min,historical_dh_seconds_p01,historical_dh_seconds_p05,historical_dh_seconds_median,historical_dh_seconds_mean,historical_dh_seconds_p95,historical_dh_seconds_p99,historical_dh_seconds_max,historical_hca_seconds_min,historical_hca_seconds_p01,historical_hca_seconds_p05,historical_hca_seconds_median,historical_hca_seconds_mean,historical_hca_seconds_p95,historical_hca_seconds_p99,historical_hca_seconds_max,current_dh_seconds_min,current_dh_seconds_p01,current_dh_seconds_p05,current_dh_seconds_median,current_dh_seconds_mean,current_dh_seconds_p95,current_dh_seconds_p99,current_dh_seconds_max,historical_minus_current_seconds_min,historical_minus_current_seconds_p01,historical_minus_current_seconds_p05,historical_minus_current_seconds_median,historical_minus_current_seconds_mean,historical_minus_current_seconds_p95,historical_minus_current_seconds_p99,historical_minus_current_seconds_max,historical_excess_over_current_free_flow_min,historical_excess_over_current_free_flow_p01,historical_excess_over_current_free_flow_p05,historical_excess_over_current_free_flow_median,historical_excess_over_current_free_flow_mean,historical_excess_over_current_free_flow_p95,historical_excess_over_current_free_flow_p99,historical_excess_over_current_free_flow_max,current_excess_over_free_flow_min,current_excess_over_free_flow_p01,current_excess_over_free_flow_p05,current_excess_over_free_flow_median,current_excess_over_free_flow_mean,current_excess_over_free_flow_p95,current_excess_over_free_flow_p99,current_excess_over_free_flow_max,current_source_wait_seconds_min,current_source_wait_seconds_p01,current_source_wait_seconds_p05,current_source_wait_seconds_median,current_source_wait_seconds_mean,current_source_wait_seconds_p95,current_source_wait_seconds_p99,current_source_wait_seconds_max
144,152,60.200000000,60.659000000,61.400000000,215.100000000,174.578289474,263.490000000,309.764000000,322.600000000,46.000000000,46.510000000,47.000000000,199.000000000,177.052631579,275.000000000,278.000000000,278.000000000,59.600000000,59.600000000,60.400000000,217.400000000,169.097368421,232.180000000,238.086000000,240.800000000,-17.900000000,-15.598000000,-9.990000000,0.600000000,5.480921053,47.575000000,77.033000000,88.000000000,0.300000000,0.453000000,0.600000000,9.000000000,12.861184211,47.890000000,78.111000000,91.400000000,-0.000000000,-0.000000000,-0.000000000,2.600000000,7.380263158,20.090000000,21.298000000,21.800000000,2.000000000,2.000000000,2.000000000,2.000000000,3.292105263,7.090000000,8.098000000,8.600000000
145,193,61.400000000,61.400000000,61.500000000,131.300000000,158.592746114,274.120000000,324.532000000,359.700000000,46.000000000,46.000000000,47.000000000,80.000000000,129.108808290,232.000000000,276.000000000,276.000000000,59.800000000,60.768000000,60.800000000,83.000000000,137.532642487,242.600000000,251.296000000,254.000000000,-13.300000000,-6.264000000,-3.000000000,13.000000000,21.060103627,63.660000000,117.364000000,144.500000000,0.600000000,0.600000000,0.600000000,24.500000000,28.271502591,74.880000000,116.812000000,147.500000000,-14.200000000,-13.432000000,0.000000000,5.600000000,7.211398964,19.480000000,22.096000000,23.600000000,2.000000000,2.000000000,2.000000000,2.000000000,2.084974093,2.400000000,4.216000000,4.800000000
146,133,60.200000000,61.100000000,61.400000000,160.100000000,153.107518797,260.820000000,281.916000000,288.700000000,46.000000000,46.000000000,47.000000000,171.000000000,139.624060150,225.000000000,274.360000000,275.000000000,59.600000000,59.792000000,60.400000000,159.200000000,143.362406015,236.600000000,238.480000000,238.800000000,-2.000000000,-1.900000000,-1.380000000,0.800000000,9.745112782,35.480000000,71.700000000,108.900000000,0.500000000,0.500000000,0.500000000,3.100000000,10.701503759,37.160000000,72.660000000,109.500000000,-14.200000000,-9.248000000,-0.000000000,0.800000000,0.956390977,3.280000000,3.936000000,4.400000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000
147,238,61.100000000,61.400000000,77.200000000,199.000000000,189.525210084,290.015000000,315.901000000,355.100000000,46.000000000,46.000000000,47.000000000,197.500000000,162.172268908,275.000000000,276.000000000,278.000000000,60.800000000,60.800000000,71.340000000,198.600000000,170.119327731,252.030000000,257.052000000,261.800000000,-16.300000000,-9.634000000,-2.875000000,12.550000000,19.405882353,58.815000000,79.449000000,103.500000000,0.600000000,0.600000000,0.600000000,24.300000000,28.743697479,78.125000000,90.678000000,122.700000000,-6.600000000,0.000000000,0.000000000,8.000000000,9.337815126,22.090000000,24.830000000,26.600000000,2.000000000,2.000000000,2.000000000,2.000000000,2.068907563,2.000000000,4.126000000,4.800000000
148,98,60.200000000,60.200000000,61.400000000,91.150000000,146.165306122,268.035000000,270.806000000,271.000000000,46.000000000,46.000000000,47.000000000,63.000000000,127.112244898,276.000000000,276.060000000,278.000000000,59.600000000,59.600000000,60.400000000,71.000000000,134.575510204,237.950000000,244.406000000,244.600000000,-7.000000000,-4.866000000,-0.550000000,0.850000000,11.589795918,38.800000000,45.841000000,89.200000000,0.600000000,0.600000000,0.600000000,3.050000000,13.359183673,40.520000000,50.063000000,100.600000000,-14.200000000,-0.426000000,-0.000000000,0.000000000,1.769387755,11.600000000,13.272000000,15.600000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000
149,201,61.400000000,61.400000000,71.800000000,218.200000000,197.930348259,299.400000000,316.100000000,398.000000000,46.000000000,46.000000000,47.000000000,196.000000000,160.905472637,276.000000000,278.000000000,278.000000000,60.800000000,60.800000000,61.400000000,213.000000000,171.801990050,258.600000000,266.600000000,273.800000000,-18.600000000,-17.600000000,-1.700000000,20.100000000,26.128358209,74.300000000,108.800000000,124.200000000,0.400000000,0.600000000,0.700000000,33.900000000,39.871641791,90.700000000,126.800000000,161.400000000,-14.200000000,-14.200000000,0.000000000,12.800000000,13.743283582,30.600000000,37.600000000,41.200000000,2.000000000,2.000000000,2.000000000,2.000000000,2.378109453,5.600000000,8.800000000,9.600000000
150,172,60.200000000,60.839000000,61.400000000,188.650000000,175.970348837,285.895000000,346.725000000,369.400000000,46.000000000,46.000000000,47.000000000,196.000000000,167.889534884,276.000000000,333.960000000,351.000000000,59.600000000,59.600000000,60.400000000,160.800000000,159.679069767,236.600000000,239.728000000,245.000000000,-1.700000000,-0.832000000,-0.145000000,2.450000000,16.291279070,68.200000000,110.033000000,132.200000000,0.300000000,0.300000000,0.455000000,3.200000000,17.109883721,68.200000000,115.293000000,132.800000000,-13.600000000,-3.944000000,-0.000000000,0.300000000,0.818604651,3.580000000,10.658000000,13.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000
151,239,61.400000000,61.400000000,65.670000000,199.000000000,178.697907950,275.130000000,341.236000000,396.000000000,46.000000000,46.000000000,47.000000000,185.000000000,161.305439331,275.000000000,276.000000000,279.000000000,60.400000000,60.800000000,61.880000000,198.400000000,163.922175732,246.660000000,251.620000000,257.000000000,-12.200000000,-7.874000000,-3.420000000,4.300000000,14.775732218,56.470000000,106.236000000,156.000000000,0.500000000,0.500000000,0.500000000,12.800000000,20.532217573,62.520000000,115.848000000,164.800000000,-14.200000000,-10.940000000,0.000000000,4.200000000,5.756485356,18.220000000,21.000000000,24.200000000,2.000000000,2.000000000,2.000000000,2.000000000,2.068619247,2.000000000,4.124000000,4.800000000
152,128,60.200000000,61.400000000,61.400000000,218.150000000,179.108593750,271.140000000,294.624000000,300.600000000,46.000000000,46.000000000,47.000000000,199.000000000,166.937500000,277.000000000,278.000000000,282.000000000,59.600000000,59.600000000,60.800000000,213.000000000,164.625000000,232.800000000,237.838000000,238.000000000,-8.300000000,-5.912000000,-0.195000000,9.550000000,14.483593750,47.000000000,80.920000000,97.800000000,0.300000000,0.600000000,0.600000000,14.900000000,17.071093750,47.130000000,81.190000000,97.800000000,-0.000000000,-0.000000000,-0.000000000,0.200000000,2.587500000,11.000000000,12.346000000,12.800000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000
153,264,60.300000000,61.400000000,68.650000000,223.950000000,199.766666667,270.160000000,291.307000000,464.900000000,46.000000000,47.000000000,50.000000000,199.000000000,189.954545455,275.000000000,276.740000000,279.000000000,59.600000000,60.400000000,63.290000000,218.200000000,182.842424242,234.970000000,240.170000000,248.600000000,-18.100000000,-16.711000000,-12.610000000,10.400000000,16.924242424,54.395000000,76.143000000,246.300000000,0.300000000,0.300000000,0.600000000,24.150000000,25.722727273,57.910000000,78.107000000,251.900000000,-14.200000000,-13.474000000,0.000000000,6.000000000,8.798484848,27.140000000,29.674000000,30.400000000,2.000000000,2.000000000,2.000000000,2.000000000,6.171969697,21.940000000,24.474000000,25.200000000
154,161,60.200000000,61.400000000,61.400000000,166.400000000,172.758385093,280.700000000,323.040000000,402.300000000,46.000000000,46.000000000,47.000000000,194.000000000,166.118012422,241.000000000,248.000000000,273.000000000,59.600000000,60.160000000,60.800000000,164.000000000,158.752795031,222.000000000,232.000000000,236.600000000,-12.700000000,-10.720000000,-6.100000000,3.400000000,14.005590062,67.700000000,105.800000000,190.100000000,0.500000000,0.500000000,0.600000000,8.800000000,17.085093168,64.300000000,102.400000000,177.100000000,-13.600000000,-13.160000000,-0.000000000,1.600000000,3.079503106,12.600000000,13.480000000,13.800000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000
155,282,61.400000000,61.400000000,68.770000000,201.400000000,177.280496454,261.490000000,303.840000000,372.900000000,46.000000000,46.000000000,47.000000000,193.000000000,163.893617021,250.000000000,275.000000000,279.000000000,59.600000000,60.400000000,60.800000000,198.800000000,161.717730496,219.580000000,223.628000000,237.000000000,-4.800000000,-1.419000000,0.300000000,2.200000000,15.562765957,57.890000000,86.261000000,154.500000000,0.300000000,0.300000000,0.300000000,3.000000000,16.522340426,59.100000000,85.493000000,155.300000000,-14.200000000,-14.200000000,-0.000000000,0.400000000,0.959574468,7.000000000,9.552000000,10.600000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000
156,125,60.200000000,61.100000000,61.400000000,212.500000000,174.977600000,256.000000000,265.120000000,274.900000000,46.000000000,46.000000000,47.000000000,196.000000000,156.616000000,250.000000000,250.000000000,250.000000000,59.600000000,59.600000000,60.400000000,211.200000000,161.713600000,218.800000000,222.608000000,226.400000000,-2.900000000,-2.508000000,-0.660000000,2.900000000,13.264000000,44.020000000,56.632000000,84.500000000,0.300000000,0.448000000,0.600000000,6.700000000,15.019200000,43.720000000,57.180000000,84.900000000,-14.200000000,-14.008000000,-0.000000000,0.800000000,1.755200000,8.560000000,9.552000000,9.800000000,2.000000000,2.000000000,2.000000000,2.000000000,2.142400000,3.360000000,4.352000000,4.600000000
157,238,61.400000000,61.400000000,67.520000000,157.900000000,163.651260504,279.620000000,307.313000000,356.300000000,46.000000000,46.000000000,47.000000000,171.000000000,137.306722689,232.000000000,275.630000000,278.000000000,60.200000000,60.800000000,61.310000000,157.400000000,143.642016807,233.920000000,252.008000000,253.800000000,-10.900000000,-5.678000000,-2.290000000,7.050000000,20.009243697,67.775000000,91.544000000,126.700000000,0.500000000,0.500000000,0.500000000,15.050000000,25.754621849,76.545000000,97.460000000,142.300000000,-14.200000000,-11.010000000,0.000000000,4.400000000,5.745378151,16.660000000,19.800000000,21.600000000,2.000000000,2.000000000,2.000000000,2.000000000,2.068907563,2.000000000,4.126000000,4.800000000
158,117,61.400000000,61.400000000,61.400000000,206.400000000,176.435042735,260.840000000,338.452000000,400.600000000,46.000000000,46.000000000,47.000000000,189.000000000,151.598290598,235.000000000,240.840000000,245.000000000,59.600000000,59.728000000,60.800000000,200.600000000,159.275213675,219.440000000,221.336000000,222.000000000,-4.100000000,-1.768000000,0.360000000,8.300000000,17.159829060,61.860000000,121.900000000,187.400000000,0.600000000,0.600000000,0.600000000,8.400000000,17.467521368,61.360000000,123.972000000,188.400000000,-14.200000000,-14.200000000,-2.720000000,0.000000000,0.307692308,3.640000000,6.136000000,7.400000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000
159,249,60.200000000,61.244000000,73.400000000,160.100000000,168.118072289,263.360000000,298.192000000,311.800000000,46.000000000,46.000000000,47.000000000,171.000000000,153.004016064,233.800000000,276.000000000,282.000000000,59.600000000,60.400000000,61.400000000,159.800000000,152.330120482,224.800000000,242.624000000,249.400000000,-7.100000000,-5.200000000,-1.820000000,5.600000000,15.787951807,54.000000000,88.080000000,94.000000000,0.500000000,0.500000000,0.500000000,11.600000000,18.261044177,60.240000000,80.580000000,94.200000000,-14.200000000,-14.200000000,0.000000000,1.800000000,2.473092369,9.040000000,11.512000000,12.800000000,2.000000000,2.000000000,2.000000000,2.000000000,2.066666667,2.000000000,4.104000000,4.800000000
160,162,60.200000000,60.749000000,61.400000000,160.400000000,142.524691358,270.105000000,314.620000000,359.700000000,46.000000000,46.000000000,47.000000000,158.500000000,140.753086420,239.600000000,244.000000000,248.000000000,59.600000000,59.600000000,60.400000000,158.900000000,132.745679012,219.660000000,224.478000000,224.800000000,-9.900000000,-8.056000000,-6.290000000,1.150000000,9.779012346,51.005000000,97.100000000,147.500000000,0.500000000,0.500000000,0.600000000,5.950000000,12.619753086,56.875000000,100.620000000,134.500000000,-14.200000000,-13.756000000,-0.000000000,0.800000000,2.840740741,10.600000000,11.278000000,11.600000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000
161,237,61.400000000,61.400000000,68.500000000,157.900000000,158.051898734,277.420000000,307.316000000,317.300000000,46.000000000,46.000000000,47.000000000,171.000000000,133.054852321,232.000000000,275.000000000,276.000000000,59.600000000,60.800000000,62.120000000,157.400000000,140.383122363,239.880000000,257.552000000,262.400000000,-19.000000000,-7.676000000,-3.700000000,5.600000000,17.668776371,65.560000000,89.364000000,108.600000000,0.500000000,0.500000000,0.500000000,15.600000000,25.587763713,75.960000000,92.984000000,127.200000000,-14.200000000,-13.984000000,0.000000000,6.000000000,7.918987342,22.440000000,24.896000000,26.200000000,2.000000000,2.000000000,2.000000000,2.000000000,2.069198312,2.000000000,4.128000000,4.800000000
162,89,60.200000000,60.288000000,61.400000000,87.100000000,141.753932584,262.940000000,276.700000000,281.100000000,46.000000000,46.880000000,47.000000000,54.000000000,119.865168539,233.800000000,275.120000000,276.000000000,59.600000000,59.600000000,60.400000000,65.000000000,130.737078652,230.280000000,235.632000000,238.800000000,-1.400000000,-0.344000000,0.600000000,0.900000000,11.016853933,49.340000000,62.948000000,63.300000000,0.600000000,0.600000000,0.600000000,0.900000000,10.803370787,49.740000000,57.980000000,63.700000000,-14.200000000,-14.200000000,-0.000000000,0.000000000,-0.213483146,2.520000000,3.120000000,4.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000
163,159,60.200000000,61.274000000,61.400000000,122.100000000,167.436477987,273.590000000,285.070000000,440.200000000,46.000000000,46.000000000,46.900000000,80.000000000,135.201257862,275.000000000,276.000000000,279.000000000,59.600000000,59.600000000,60.800000000,76.400000000,141.838993711,237.220000000,241.368000000,248.600000000,-6.300000000,-3.852000000,0.600000000,23.100000000,25.597484277,59.410000000,86.776000000,208.800000000,0.600000000,0.600000000,0.600000000,24.700000000,27.518238994,59.960000000,78.876000000,209.000000000,-14.200000000,-14.200000000,-12.400000000,1.400000000,1.920754717,10.000000000,11.884000000,12.800000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000
164,106,60.200000000,61.100000000,61.175000000,213.300000000,172.778301887,250.950000000,264.270000000,299.700000000,46.000000000,46.000000000,47.000000000,196.000000000,159.820754717,250.000000000,276.900000000,277.000000000,59.600000000,59.600000000,59.950000000,207.900000000,159.856603774,219.550000000,231.200000000,236.600000000,-1.500000000,-0.275000000,0.700000000,5.400000000,12.921698113,47.550000000,68.390000000,87.500000000,0.300000000,0.315000000,0.700000000,8.700000000,13.523584906,39.600000000,68.780000000,87.500000000,-14.200000000,-13.600000000,-0.000000000,0.200000000,0.601886792,5.700000000,6.580000000,6.600000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000
165,283,61.100000000,61.400000000,68.030000000,163.500000000,179.210954064,287.470000000,326.126000000,401.200000000,46.000000000,46.000000000,47.000000000,171.000000000,163.699646643,235.000000000,275.000000000,276.000000000,59.600000000,60.364000000,61.220000000,160.600000000,158.965371025,226.580000000,238.036000000,242.800000000,-5.500000000,-4.408000000,-1.500000000,5.400000000,20.245583039,83.050000000,118.288000000,188.200000000,0.500000000,0.500000000,0.500000000,9.200000000,21.700000000,80.350000000,110.990000000,188.200000000,-14.200000000,-13.708000000,-0.000000000,0.600000000,1.454416961,7.560000000,9.236000000,10.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.057950530,2.000000000,4.036000000,4.800000000
166,165,61.100000000,61.100000000,61.400000000,201.200000000,169.783636364,291.320000000,333.896000000,351.800000000,46.000000000,46.000000000,46.000000000,189.000000000,154.660606061,235.000000000,235.000000000,235.000000000,59.600000000,59.600000000,60.400000000,199.400000000,156.010909091,221.640000000,234.040000000,236.600000000,-6.600000000,-4.248000000,-2.360000000,2.100000000,13.772727273,76.620000000,117.288000000,134.600000000,0.600000000,0.600000000,0.600000000,4.000000000,15.359393939,78.260000000,118.368000000,134.800000000,-14.200000000,-4.896000000,-0.000000000,0.400000000,1.586666667,8.120000000,9.144000000,9.600000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000
167,157,60.200000000,61.268000000,62.060000000,219.500000000,181.538216561,282.160000000,318.896000000,335.300000000,46.000000000,46.000000000,46.000000000,193.000000000,146.375796178,275.000000000,279.000000000,279.000000000,59.600000000,60.400000000,60.800000000,213.400000000,154.163057325,236.320000000,243.640000000,244.800000000,-4.700000000,-1.160000000,0.600000000,24.300000000,27.375159236,72.960000000,98.572000000,100.400000000,0.600000000,0.600000000,0.700000000,28.700000000,30.889808917,75.920000000,103.244000000,109.200000000,-14.200000000,-13.976000000,-0.000000000,3.400000000,3.514649682,10.400000000,12.264000000,13.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000
168,168,60.200000000,61.301000000,61.400000000,206.600000000,178.722023810,258.955000000,276.134000000,342.200000000,46.000000000,46.000000000,47.000000000,196.000000000,171.696428571,250.000000000,275.000000000,275.000000000,59.600000000,60.068000000,60.800000000,206.200000000,165.316666667,221.790000000,234.456000000,237.800000000,-3.900000000,-1.331000000,-0.130000000,4.700000000,13.405357143,49.060000000,67.422000000,105.600000000,0.300000000,0.300000000,0.400000000,5.000000000,14.148214286,50.350000000,67.958000000,105.600000000,-14.200000000,-0.000000000,-0.000000000,0.000000000,0.742857143,3.330000000,7.730000000,9.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000
169,241,60.300000000,61.400000000,65.800000000,160.100000000,168.887136929,281.900000000,308.860000000,324.300000000,46.000000000,46.000000000,47.000000000,171.000000000,142.087136929,250.000000000,275.000000000,276.000000000,59.600000000,60.080000000,61.400000000,157.800000000,146.630705394,228.400000000,236.080000000,243.400000000,-9.900000000,-6.180000000,-0.900000000,10.100000000,22.256431535,69.100000000,95.460000000,113.800000000,0.300000000,0.300000000,0.400000000,16.300000000,27.435684647,83.500000000,105.060000000,115.100000000,-14.200000000,-13.600000000,-0.000000000,2.000000000,5.179253112,17.600000000,19.400000000,20.600000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000
170,164,61.100000000,61.400000000,61.400000000,181.700000000,174.234756098,262.570000000,314.085000000,352.600000000,46.000000000,46.000000000,47.000000000,188.500000000,156.695121951,235.000000000,251.330000000,279.000000000,59.800000000,60.200000000,60.400000000,168.500000000,157.469512195,224.910000000,234.206000000,236.600000000,-10.500000000,-6.914000000,-0.200000000,14.000000000,16.765243902,47.265000000,110.306000000,135.600000000,0.500000000,0.600000000,0.600000000,18.300000000,19.967682927,51.295000000,113.810000000,135.600000000,-0.000000000,-0.000000000,-0.000000000,2.100000000,3.202439024,10.310000000,12.074000000,12.800000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000
171,261,60.200000000,61.400000000,66.500000000,199.000000000,173.434482759,282.700000000,303.840000000,310.800000000,46.000000000,46.000000000,47.000000000,185.000000000,152.333333333,235.000000000,276.000000000,278.000000000,59.600000000,60.800000000,61.800000000,198.400000000,154.637547893,237.600000000,250.960000000,259.000000000,-7.000000000,-5.300000000,-2.200000000,6.000000000,18.796934866,70.900000000,92.160000000,103.700000000,0.500000000,0.500000000,0.500000000,12.600000000,23.105747126,71.800000000,93.660000000,122.500000000,-14.200000000,-13.480000000,0.000000000,2.800000000,4.308812261,16.800000000,20.000000000,22.400000000,2.000000000,2.000000000,2.000000000,2.000000000,2.062835249,2.000000000,4.080000000,4.800000000
172,121,61.400000000,61.400000000,61.400000000,160.700000000,138.871074380,255.100000000,271.120000000,274.900000000,46.000000000,46.000000000,47.000000000,146.000000000,124.636363636,225.000000000,269.600000000,276.000000000,59.600000000,59.800000000,60.400000000,157.800000000,130.778512397,232.000000000,237.560000000,237.800000000,-3.900000000,-1.780000000,-0.500000000,1.300000000,8.092561983,39.300000000,54.460000000,136.900000000,0.500000000,0.520000000,0.600000000,4.100000000,10.297520661,39.600000000,55.060000000,137.500000000,-13.200000000,-0.000000000,-0.000000000,0.000000000,2.204958678,13.200000000,13.760000000,14.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000
173,269,61.400000000,61.400000000,74.420000000,160.100000000,169.290706320,293.220000000,325.164000000,348.800000000,46.000000000,46.000000000,47.000000000,171.000000000,144.223048327,265.000000000,276.000000000,278.000000000,59.600000000,60.800000000,64.800000000,157.400000000,151.015613383,247.600000000,259.120000000,263.400000000,-28.100000000,-6.784000000,0.300000000,4.700000000,18.275092937,74.520000000,92.300000000,136.800000000,0.300000000,0.300000000,0.400000000,9.500000000,26.397769517,89.100000000,116.596000000,123.600000000,-14.200000000,-13.600000000,-0.000000000,1.200000000,8.122676580,27.720000000,30.712000000,34.200000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000
174,184,60.200000000,61.349000000,61.415000000,160.150000000,153.453260870,240.645000000,289.094000000,327.700000000,46.000000000,46.000000000,47.000000000,171.000000000,151.956521739,222.000000000,225.000000000,232.000000000,59.600000000,59.766000000,60.800000000,158.200000000,148.097826087,231.910000000,239.272000000,240.800000000,-14.500000000,-12.134000000,-9.235000000,0.700000000,5.355434783,34.380000000,66.670000000,112.300000000,0.500000000,0.500000000,0.500000000,3.100000000,8.751086957,40.340000000,70.202000000,115.500000000,-14.200000000,-2.278000000,-0.000000000,0.800000000,3.395652174,14.570000000,15.234000000,15.600000000,2.000000000,2.000000000,2.000000000,2.000000000,2.193478261,3.800000000,4.668000000,5.200000000
175,159,61.100000000,61.400000000,62.670000000,222.800000000,191.333962264,300.560000000,342.172000000,359.900000000,46.000000000,46.000000000,47.000000000,193.000000000,148.295597484,276.000000000,276.000000000,278.000000000,59.600000000,60.632000000,60.800000000,211.800000000,159.649056604,251.700000000,259.168000000,260.800000000,-12.300000000,-9.226000000,0.540000000,26.700000000,31.684905660,77.830000000,105.228000000,112.300000000,0.600000000,0.600000000,0.700000000,34.900000000,40.977987421,93.170000000,122.284000000,123.300000000,-14.200000000,-14.200000000,-1.200000000,10.800000000,9.293081761,22.420000000,24.000000000,24.200000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000
176,70,60.200000000,61.028000000,61.400000000,218.150000000,166.220000000,274.785000000,293.164000000,303.100000000,46.000000000,46.000000000,46.450000000,198.500000000,143.914285714,253.950000000,276.000000000,276.000000000,59.600000000,59.600000000,59.870000000,217.000000000,152.231428571,236.930000000,239.510000000,240.200000000,-2.100000000,-0.306000000,0.600000000,4.100000000,13.988571429,46.895000000,59.621000000,65.900000000,0.600000000,0.600000000,0.600000000,4.100000000,14.154285714,47.255000000,59.807000000,66.500000000,-14.200000000,-4.402000000,-0.000000000,0.000000000,0.165714286,1.510000000,6.130000000,8.200000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000
177,243,60.200000000,61.400000000,69.760000000,206.500000000,192.947736626,278.260000000,305.104000000,363.200000000,46.000000000,46.000000000,50.000000000,199.000000000,177.893004115,275.000000000,276.000000000,278.000000000,60.800000000,60.800000000,62.040000000,206.200000000,176.828806584,241.140000000,245.948000000,251.000000000,-3.800000000,-1.400000000,0.300000000,4.700000000,16.118930041,51.310000000,83.946000000,126.800000000,0.300000000,0.300000000,0.300000000,9.700000000,17.957613169,54.760000000,80.154000000,131.200000000,-14.200000000,-13.600000000,-0.000000000,0.400000000,1.838683128,9.580000000,13.348000000,14.400000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000
178,131,60.200000000,60.540000000,61.400000000,208.700000000,166.412977099,264.200000000,289.400000000,379.300000000,46.000000000,46.000000000,47.000000000,199.000000000,157.015267176,277.000000000,278.000000000,282.000000000,59.600000000,59.600000000,60.100000000,207.200000000,154.450381679,236.900000000,243.020000000,243.800000000,-4.300000000,-3.060000000,-0.650000000,1.700000000,11.962595420,48.750000000,73.430000000,139.100000000,0.300000000,0.300000000,0.400000000,4.100000000,13.582442748,50.750000000,73.430000000,142.700000000,-0.000000000,-0.000000000,-0.000000000,0.000000000,1.619847328,6.200000000,7.080000000,7.200000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000
179,277,60.200000000,61.328000000,65.380000000,158.000000000,164.722743682,264.320000000,315.152000000,352.200000000,46.000000000,46.000000000,47.000000000,171.000000000,153.332129964,275.000000000,276.000000000,278.000000000,59.600000000,59.600000000,60.800000000,157.400000000,151.565342960,240.160000000,248.984000000,253.200000000,-3.400000000,-0.824000000,0.300000000,2.200000000,13.157400722,53.700000000,99.048000000,114.300000000,0.300000000,0.300000000,0.400000000,2.900000000,16.219494585,61.160000000,92.500000000,115.600000000,-14.200000000,-8.232000000,-0.000000000,0.400000000,3.062093863,14.240000000,16.600000000,19.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000
180,75,60.200000000,60.200000000,61.400000000,218.200000000,171.366666667,247.350000000,261.342000000,266.300000000,46.000000000,46.000000000,47.000000000,201.000000000,152.333333333,228.500000000,245.400000000,275.000000000,59.600000000,59.600000000,60.340000000,217.000000000,162.666666667,231.200000000,233.196000000,236.600000000,0.100000000,0.322000000,0.570000000,0.800000000,8.700000000,30.600000000,40.434000000,48.500000000,0.600000000,0.600000000,0.600000000,0.800000000,8.708000000,31.300000000,40.538000000,48.900000000,-14.200000000,-3.692000000,-0.000000000,0.000000000,0.008000000,1.200000000,1.452000000,1.600000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000
181,251,60.300000000,61.400000000,73.600000000,206.500000000,169.044223108,258.450000000,282.250000000,306.700000000,46.000000000,46.000000000,49.000000000,189.000000000,161.956175299,275.000000000,275.000000000,276.000000000,59.600000000,60.400000000,61.600000000,206.200000000,155.831872510,223.700000000,242.100000000,252.200000000,-8.700000000,-3.000000000,-0.050000000,2.200000000,13.212350598,55.250000000,74.650000000,83.900000000,0.300000000,0.300000000,0.300000000,3.000000000,16.790039841,63.450000000,86.000000000,93.700000000,-6.600000000,-0.000000000,-0.000000000,0.800000000,3.577689243,14.300000000,16.500000000,17.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000,2.000000000
