task_id,raw_bag_id,source_raw_bag_id,segment_count,complete,raw_entry_seconds,deadline_seconds,final_completion_seconds,raw_entry_to_final_seconds,table53_scheduled_interval_seconds,diagnostic_first_admission_to_completion_seconds,on_time
31,31,31,2,true,11278.144480000,24600.000000000,22105.600000000,10827.455520000,273.655520000,268.000000000,true
32,32,32,2,true,11276.773150000,24600.000000000,22107.400000000,10830.626850000,280.026850000,274.000000000,true
33,33,33,2,true,11276.439830000,24900.000000000,22402.000000000,11125.560170000,267.760170000,262.400000000,true
34,34,34,2,true,11284.639610000,22200.000000000,19709.800000000,8425.160390000,276.360390000,271.400000000,true
35,35,35,2,true,11290.334120000,24900.000000000,22406.200000000,11115.865880000,272.465880000,268.400000000,true
36,36,36,2,true,11285.587810000,23400.000000000,20902.000000000,9616.412190000,271.212190000,266.400000000,true
37,37,37,2,true,11291.000840000,24600.000000000,22109.800000000,10818.799160000,271.799160000,266.800000000,true
38,38,38,2,true,11294.254490000,24900.000000000,22403.800000000,11109.545510000,276.545510000,271.200000000,true
39,39,39,2,true,11295.774240000,24900.000000000,22408.000000000,11112.225760000,273.025760000,268.600000000,true
40,40,40,2,true,11293.144440000,23400.000000000,20903.800000000,9610.655560000,269.055560000,263.800000000,true
41,41,41,2,true,11846.206600000,24000.000000000,21464.600000000,9618.393400000,232.793400000,227.000000000,true
42,42,42,2,true,11850.615530000,24300.000000000,21759.200000000,9908.584470000,219.784470000,215.200000000,true
43,43,43,2,true,11861.149620000,24000.000000000,21466.400000000,9605.250380000,226.050380000,220.000000000,true
44,44,44,2,true,11868.948900000,22200.000000000,19675.400000000,7806.451100000,240.451100000,229.200000000,true
45,45,45,2,true,11875.811150000,24900.000000000,22405.600000000,10529.788850000,273.788850000,268.000000000,true
46,46,46,2,true,11874.948810000,23100.000000000,20561.000000000,8686.051190000,221.851190000,217.000000000,true
47,47,47,2,true,11874.587810000,24600.000000000,22109.200000000,10234.612190000,282.212190000,275.800000000,true
48,48,48,2,true,11881.103190000,25200.000000000,22706.200000000,10825.096810000,266.696810000,262.600000000,true
49,49,49,2,true,11876.271150000,24000.000000000,21509.200000000,9632.928850000,270.728850000,264.200000000,true
50,50,50,2,true,11879.921100000,24000.000000000,21511.000000000,9631.078900000,280.478900000,273.600000000,true
51,51,51,2,true,11884.334180000,24600.000000000,22111.600000000,10227.265820000,273.065820000,267.800000000,true
52,52,52,2,true,11883.604490000,25200.000000000,22698.400000000,10814.795510000,271.395510000,267.200000000,true
53,53,53,2,true,11887.972960000,25200.000000000,22708.000000000,10820.027040000,273.027040000,268.600000000,true
54,54,54,2,true,11892.477820000,25200.000000000,22700.200000000,10807.722180000,262.522180000,258.000000000,true
55,55,55,2,true,11905.254500000,24900.000000000,22407.400000000,10502.145500000,268.945500000,262.800000000,true
56,56,56,2,true,12017.072400000,25200.000000000,22709.800000000,10692.727600000,270.327600000,265.400000000,true
57,57,57,2,true,12452.149650000,22200.000000000,19677.200000000,7225.050350000,236.850350000,223.800000000,true
58,58,58,2,true,12463.954950000,24600.000000000,22070.000000000,9606.045050000,235.045050000,228.200000000,true
59,59,59,2,true,12466.773150000,24600.000000000,22112.800000000,9646.026850000,282.226850000,275.000000000,true
60,60,60,2,true,12463.948790000,22200.000000000,19679.000000000,7215.051210000,239.451210000,224.600000000,true
61,61,61,2,true,12469.334110000,24900.000000000,22409.800000000,9940.465890000,271.265890000,266.400000000,true
62,62,62,2,true,12470.621640000,24900.000000000,22368.200000000,9897.578360000,230.178360000,223.600000000,true
63,63,63,2,true,12475.811160000,24900.000000000,22411.000000000,9935.188840000,286.388840000,279.400000000,true
64,64,64,2,true,12476.639770000,24600.000000000,22113.400000000,9636.760230000,278.960230000,273.200000000,true
65,65,65,2,true,12478.937770000,24900.000000000,22412.800000000,9933.862230000,274.262230000,267.000000000,true
66,66,66,2,true,12472.436550000,25800.000000000,23306.200000000,10833.763450000,268.163450000,264.000000000,true
67,67,67,2,true,12481.587820000,26400.000000000,23898.400000000,11416.812180000,269.812180000,265.800000000,true
68,68,68,2,true,12482.103180000,24600.000000000,22115.200000000,9633.096820000,278.896820000,272.800000000,true
69,69,69,2,true,12479.667420000,24900.000000000,22411.600000000,9931.932580000,279.532580000,274.200000000,true
70,70,70,2,true,12485.106480000,23400.000000000,20905.600000000,8420.493520000,278.893520000,273.200000000,true
71,71,71,2,true,12484.306200000,25800.000000000,23308.000000000,10823.693800000,273.093800000,268.600000000,true
72,72,72,2,true,12481.604480000,23400.000000000,20907.400000000,8425.795520000,269.795520000,263.600000000,true
73,73,73,2,true,12492.972990000,22200.000000000,19711.600000000,7218.627010000,273.427010000,268.200000000,true
74,74,74,2,true,12494.439820000,24600.000000000,22114.600000000,9620.160180000,282.760180000,275.000000000,true
75,75,75,2,true,12487.774170000,23400.000000000,20909.800000000,8422.025830000,278.625830000,273.800000000,true
76,76,76,2,true,12495.921410000,24600.000000000,22116.400000000,9620.478590000,289.078590000,277.800000000,true
77,77,77,2,true,12624.000810000,24600.000000000,22077.200000000,9453.199190000,242.399190000,229.200000000,true
78,78,78,2,true,13046.649940000,24000.000000000,21471.800000000,8425.150060000,245.350060000,238.000000000,true
79,79,79,2,true,13051.282150000,26400.000000000,23859.200000000,10807.917850000,219.717850000,215.200000000,true
80,80,80,2,true,13046.161780000,26400.000000000,23902.000000000,10855.838220000,263.438220000,258.600000000,true
81,81,81,2,true,13052.845280000,26400.000000000,23862.800000000,10809.954720000,223.554720000,218.200000000,true
82,82,82,2,true,13052.059440000,24600.000000000,22117.000000000,9064.940560000,280.340560000,273.800000000,true
83,83,83,2,true,13053.288280000,22200.000000000,19680.800000000,6627.511720000,245.911720000,229.200000000,true
84,84,84,2,true,13057.845400000,24000.000000000,21473.600000000,8415.754600000,237.754600000,230.000000000,true
85,85,85,2,true,13056.106490000,24000.000000000,21516.400000000,8460.293510000,284.493510000,273.200000000,true
86,86,86,2,true,13065.512170000,26400.000000000,23864.600000000,10799.087830000,225.087830000,219.400000000,true
87,87,87,2,true,13064.178690000,24300.000000000,21761.000000000,8696.821310000,226.021310000,221.200000000,true
88,88,88,2,true,13063.439830000,25200.000000000,22702.000000000,9638.560170000,276.760170000,271.800000000,true
89,89,89,2,true,13072.845380000,23100.000000000,20562.800000000,7489.954620000,224.554620000,219.200000000,true
90,90,90,2,true,13069.937820000,25200.000000000,22703.800000000,9633.862180000,266.662180000,261.400000000,true
91,91,91,2,true,13070.436700000,25200.000000000,22711.600000000,9641.163300000,272.163300000,266.800000000,true
92,92,92,2,true,13075.495160000,27000.000000000,24498.400000000,11422.904840000,266.504840000,262.400000000,true
93,93,93,2,true,13080.921160000,26700.000000000,24198.400000000,11117.478840000,271.878840000,267.800000000,true
94,94,94,2,true,13081.440860000,25200.000000000,22713.400000000,9631.959140000,273.159140000,267.400000000,true
95,95,95,2,true,13073.604480000,24600.000000000,22120.000000000,9046.395520000,282.795520000,267.800000000,true
96,96,96,2,true,13083.000750000,25200.000000000,22715.200000000,9632.199250000,281.199250000,275.000000000,true
97,97,97,2,true,13086.477820000,24000.000000000,21518.200000000,8431.722180000,289.722180000,276.600000000,true
98,98,98,2,true,13087.769760000,26400.000000000,23906.200000000,10818.430240000,271.030240000,267.000000000,true
99,99,99,2,true,13082.106440000,26400.000000000,23907.400000000,10825.293560000,285.093560000,279.000000000,true
100,100,100,2,true,13089.436510000,26700.000000000,24206.200000000,11116.763490000,267.563490000,263.400000000,true
101,101,101,2,true,13085.773140000,26400.000000000,23909.200000000,10823.426860000,270.626860000,264.200000000,true
102,102,102,2,true,13085.107570000,24600.000000000,22118.800000000,9033.692430000,289.892430000,283.000000000,true
103,103,103,2,true,13090.144480000,24900.000000000,22414.600000000,9324.455520000,286.055520000,278.400000000,true
104,104,104,2,true,13105.434500000,24600.000000000,22121.800000000,9016.365500000,289.965500000,273.200000000,true
105,105,105,2,true,13227.072210000,26700.000000000,24200.200000000,10973.127790000,272.927790000,268.400000000,true
106,106,106,2,true,13378.992270000,22200.000000000,19713.400000000,6334.407730000,274.207730000,268.600000000,true
107,107,107,2,true,13381.081340000,22200.000000000,19715.200000000,6334.118660000,276.118660000,270.000000000,true
108,108,108,2,true,13422.309020000,22200.000000000,19682.600000000,6260.290980000,243.490980000,225.000000000,true
109,109,109,2,true,13423.399190000,22200.000000000,19684.400000000,6261.000810000,246.000810000,225.800000000,true
110,110,110,2,true,13437.288050000,22200.000000000,19686.200000000,6248.911950000,247.111950000,225.000000000,true
111,111,111,2,true,13441.408440000,22200.000000000,19688.000000000,6246.591560000,248.991560000,225.000000000,true
112,112,112,2,true,13439.708990000,22200.000000000,19689.800000000,6250.091010000,250.691010000,225.000000000,true
113,113,113,2,true,13449.799170000,22200.000000000,19691.600000000,6241.800830000,252.400830000,225.000000000,true
114,114,114,2,true,13470.857800000,22200.000000000,19693.400000000,6222.542200000,254.342200000,225.000000000,true
115,115,115,2,true,13476.524450000,22200.000000000,19717.000000000,6240.475550000,277.875550000,271.400000000,true
116,116,116,2,true,13524.562470000,22200.000000000,19695.200000000,6170.637530000,256.037530000,225.000000000,true
117,117,117,2,true,13628.337190000,22200.000000000,19697.000000000,6068.662810000,257.862810000,225.000000000,true
118,118,118,2,true,13637.178850000,24600.000000000,22082.600000000,8445.421150000,242.221150000,223.800000000,true
119,119,119,2,true,13653.149660000,24900.000000000,22375.400000000,8722.250340000,241.450340000,230.200000000,true
120,120,120,2,true,13653.816160000,27300.000000000,24757.400000000,11103.583840000,217.983840000,213.800000000,true
121,121,121,2,true,13651.482990000,22200.000000000,19698.800000000,6047.317010000,258.517010000,223.800000000,true
122,122,122,2,true,13657.149590000,22200.000000000,19700.600000000,6043.450410000,269.850410000,233.400000000,true
123,123,123,2,true,13655.921150000,27000.000000000,24500.200000000,10844.278850000,261.678850000,257.200000000,true
124,124,124,2,true,13657.954910000,27300.000000000,24759.200000000,11101.245090000,224.045090000,219.600000000,true
125,125,125,2,true,13664.334100000,27000.000000000,24506.200000000,10841.865900000,270.065900000,266.000000000,true
126,126,126,2,true,13659.482910000,27000.000000000,24461.000000000,10801.517090000,222.517090000,217.600000000,true
127,127,127,2,true,13661.811160000,26400.000000000,23911.000000000,10249.188840000,280.988840000,274.000000000,true
128,128,128,2,true,13661.972910000,22200.000000000,19718.800000000,6056.827090000,281.427090000,274.600000000,true
129,129,129,2,true,13663.178730000,22200.000000000,19702.400000000,6039.221270000,272.821270000,234.600000000,true
130,130,130,2,true,13666.667510000,25800.000000000,23309.800000000,9643.132490000,282.132490000,277.200000000,true
131,131,131,2,true,13669.845500000,24600.000000000,22084.400000000,8414.554500000,249.954500000,229.600000000,true
132,132,132,2,true,13673.334070000,23400.000000000,20911.600000000,7238.265930000,284.465930000,279.200000000,true
133,133,133,2,true,13665.604500000,23400.000000000,20909.200000000,7243.595500000,286.195500000,279.600000000,true
134,134,134,2,true,13666.972880000,25800.000000000,23311.600000000,9644.627120000,274.627120000,269.400000000,true
135,135,135,2,true,13672.439820000,24600.000000000,22127.200000000,8454.760180000,291.960180000,269.800000000,true
136,136,136,2,true,13669.774300000,24900.000000000,22413.400000000,8743.625700000,288.025700000,282.400000000,true
137,137,137,2,true,13675.144490000,24600.000000000,22129.000000000,8453.855510000,305.455510000,281.600000000,true
138,138,138,2,true,13672.440830000,24600.000000000,22120.600000000,8448.159170000,288.959170000,281.600000000,true
139,139,139,2,true,13673.597160000,27000.000000000,24503.800000000,10830.202840000,283.602840000,278.400000000,true
140,140,140,2,true,13680.254820000,23400.000000000,20911.000000000,7230.745180000,278.745180000,271.800000000,true
141,141,141,2,true,13678.774170000,27000.000000000,24508.000000000,10829.225830000,279.025830000,274.600000000,true
142,142,142,2,true,13680.334160000,24900.000000000,22415.200000000,8734.865840000,290.065840000,284.000000000,true
143,143,143,2,true,13690.773160000,24900.000000000,22418.200000000,8727.426840000,286.226840000,273.200000000,true
144,144,144,2,true,13693.477810000,24900.000000000,22420.000000000,8726.522190000,294.122190000,279.200000000,true
145,145,145,2,true,13690.770950000,26400.000000000,23912.800000000,10222.029050000,285.429050000,278.200000000,true
146,146,146,2,true,13704.254500000,24900.000000000,22421.800000000,8717.545500000,283.345500000,266.600000000,true
147,147,147,2,true,13835.780010000,24600.000000000,22122.400000000,8286.619990000,282.819990000,275.200000000,true
148,148,148,2,true,13851.116160000,24600.000000000,22130.800000000,8279.683840000,292.283840000,266.600000000,true
149,149,149,2,true,14023.088070000,23100.000000000,20564.600000000,6541.511930000,225.511930000,219.800000000,true
150,150,150,2,true,14032.208450000,23100.000000000,20566.400000000,6534.191550000,227.391550000,221.200000000,true
151,151,151,2,true,14065.022470000,23100.000000000,20568.200000000,6503.177530000,229.177530000,222.600000000,true
152,152,152,2,true,14179.651940000,22200.000000000,19704.200000000,5524.548060000,265.148060000,225.000000000,true
153,153,153,2,true,14235.845400000,24300.000000000,21762.800000000,7526.954600000,222.554600000,217.200000000,true
154,154,154,2,true,14234.483030000,27600.000000000,25057.400000000,10822.916970000,222.516970000,218.400000000,true
155,155,155,2,true,14243.948720000,22200.000000000,19706.000000000,5462.051280000,267.051280000,225.200000000,true
156,156,156,2,true,14243.483030000,22200.000000000,19707.800000000,5464.316970000,267.516970000,223.800000000,true
157,157,157,2,true,14255.666600000,24000.000000000,21479.000000000,7223.333400000,240.533400000,225.600000000,true
158,158,158,2,true,14258.178720000,22200.000000000,19709.600000000,5451.421280000,279.021280000,233.600000000,true
159,159,159,2,true,14252.254490000,24000.000000000,21521.800000000,7269.545510000,289.945510000,273.200000000,true
160,160,160,2,true,14261.501930000,28200.000000000,25657.400000000,11395.898070000,230.698070000,226.600000000,true
161,161,161,2,true,14261.921160000,27900.000000000,25398.400000000,11136.478840000,276.678840000,272.600000000,true
162,162,162,2,true,14261.948900000,27600.000000000,25059.200000000,10797.251100000,221.251100000,216.800000000,true
163,163,163,2,true,14267.604490000,27900.000000000,25400.200000000,11132.595510000,263.795510000,259.200000000,true
164,164,164,2,true,14260.615440000,26400.000000000,23873.600000000,9612.984560000,235.184560000,227.400000000,true
165,165,165,2,true,14263.972930000,25200.000000000,22717.000000000,8453.027070000,278.827070000,272.400000000,true
166,166,166,2,true,14266.282170000,27600.000000000,25061.000000000,10794.717830000,236.717830000,231.800000000,true
167,167,167,2,true,14271.142780000,26700.000000000,24202.000000000,9930.857220000,283.657220000,278.800000000,true
168,168,168,2,true,14264.769830000,27600.000000000,25106.200000000,10841.430170000,278.030170000,274.000000000,true
169,169,169,2,true,14270.948790000,26400.000000000,23875.400000000,9604.451210000,242.851210000,231.600000000,true
170,170,170,2,true,14266.441480000,26400.000000000,23918.200000000,9651.758520000,300.958520000,287.800000000,true
171,171,171,2,true,14265.334080000,28500.000000000,26006.200000000,11740.865920000,270.265920000,266.200000000,true
172,172,172,2,true,14274.482920000,23100.000000000,20570.000000000,6295.517080000,239.317080000,232.400000000,true
173,173,173,2,true,14267.972920000,26700.000000000,24208.000000000,9940.027080000,273.027080000,268.600000000,true
174,174,174,2,true,14271.708060000,24600.000000000,22124.200000000,7852.491940000,299.891940000,288.600000000,true
175,175,175,2,true,14276.604490000,28500.000000000,25998.400000000,11721.795510000,267.395510000,263.200000000,true
176,176,176,2,true,14283.000970000,25200.000000000,22718.800000000,8435.799030000,290.399030000,283.400000000,true
177,177,177,2,true,14282.254480000,24900.000000000,22423.600000000,8141.345520000,299.545520000,281.000000000,true
178,178,178,2,true,14278.667520000,25200.000000000,22720.600000000,8441.932480000,292.932480000,285.600000000,true
179,179,179,2,true,14287.937810000,26700.000000000,24203.800000000,9915.862190000,279.462190000,274.200000000,true
180,180,180,2,true,14289.436410000,22200.000000000,19720.600000000,5431.163590000,292.963590000,285.600000000,true
181,181,181,2,true,14286.587770000,24000.000000000,21523.600000000,7237.012230000,293.412230000,275.000000000,true
182,182,182,2,true,14284.477820000,24600.000000000,22132.600000000,7848.122180000,308.122180000,280.600000000,true
183,183,183,2,true,14297.144480000,28500.000000000,26000.200000000,11703.055520000,272.855520000,268.400000000,true
184,184,184,2,true,14318.615490000,26400.000000000,23879.000000000,9560.384510000,244.184510000,229.200000000,true
185,185,185,2,true,14324.288240000,24000.000000000,21484.400000000,7160.111760000,245.711760000,225.400000000,true
186,186,186,2,true,14332.439820000,25200.000000000,22705.600000000,8373.160180000,267.160180000,261.400000000,true
187,187,187,2,true,14330.937810000,27600.000000000,25103.800000000,10772.862190000,271.862190000,266.600000000,true
188,188,188,2,true,14335.254490000,27000.000000000,24505.600000000,10170.345510000,278.345510000,272.600000000,true
189,189,189,2,true,14342.106480000,25200.000000000,22707.400000000,8365.293520000,268.893520000,262.800000000,true
190,190,190,2,true,14342.271100000,26400.000000000,23921.800000000,9579.528900000,289.928900000,273.200000000,true
191,191,191,2,true,14419.783550000,26400.000000000,23923.600000000,9503.816450000,296.216450000,277.800000000,true
192,192,192,2,true,14424.470380000,26400.000000000,23908.000000000,9483.529620000,268.529620000,264.000000000,true
193,193,193,2,true,14579.757080000,23400.000000000,20912.800000000,6333.042920000,273.642920000,266.400000000,true
194,194,194,2,true,14582.859010000,23400.000000000,20914.600000000,6331.740990000,275.540990000,267.800000000,true
195,195,195,2,true,14588.192270000,23400.000000000,20913.400000000,6325.207730000,274.207730000,268.600000000,true
196,196,196,2,true,14596.281340000,23400.000000000,20915.200000000,6318.918660000,276.118660000,270.000000000,true
197,197,197,2,true,14597.157080000,23400.000000000,20916.400000000,6319.242920000,278.242920000,267.000000000,true
198,198,198,2,true,14602.259010000,23400.000000000,20918.200000000,6315.940990000,279.140990000,266.000000000,true
199,199,199,2,true,14680.524450000,23400.000000000,20920.000000000,6239.475550000,280.875550000,266.000000000,true
