ID EntryTime(s) STD(s) star end Unloader Loader
12601 38520.34494 49200 0 50 4 B2 
12602 38524.35705 43500 5 49 2 C2 
12603 38527.52891 52200 3 49 2 C2 
12604 38530.32475 42600 4 49 2 C2 
12605 38532.07245 43200 4 49 1 D1 
12606 38532.15268 43500 5 48 2 C1 
12607 38532.70499 42600 5 49 2 C2 
12608 38540.35092 43500 3 49 2 C2 
12609 38543.0237 43500 4 49 2 C2 
12610 38545.5517 43500 5 49 2 C2 
12611 38548.24762 42600 3 49 2 C2 
12612 38550.23287 41400 5 49 1 D1 
12613 38551.02369 43500 4 49 2 C2 
12614 38553.614 43500 5 49 2 C2 
12615 38555.47965 44100 3 48 4 C1 
12616 38560.73555 45300 3 49 2 D1 
12617 38572.63854 42600 3 49 1 C2 
12618 38575.2048 45300 4 49 1 C2 
12619 38577.99227 47700 53 48 3 T 
12620 38580.21848 42900 5 49 2 C2 
12621 38583.08134 47700 53 48 3 T 
12622 38583.62069 42900 4 49 1 D1 
12623 38587.95708 47700 53 49 2 T 
12624 38590.91415 42600 3 49 2 C2 
12625 38593.05901 47700 53 49 2 T 
12626 38598.39227 47400 53 48 2 T 
12627 38603.48134 47400 53 48 2 T 
12628 38604.35703 42600 4 49 2 C2 
12629 38606.91426 42600 5 49 2 C2 
12630 38609.68422 42600 3 49 2 C2 
12631 38612.35083 45300 4 49 1 C2 
12632 38613.83848 43800 4 48 3 C1 
12633 38614.88511 45300 5 49 1 C2 
12634 38620.63317 50700 3 49 2 C2 
12635 38622.10845 44400 53 49 2 T 
12636 38627.40903 44400 53 49 2 T 
12637 38630.86934 44400 53 49 2 T 
12638 38630.88502 42900 4 49 2 C2 
12639 38638.91417 48000 5 49 2 C2 
12640 38640.60889 42900 5 49 2 D1 
12641 38644.35102 50400 3 49 1 C2 
12642 38646.88502 42900 4 49 2 C2 
12643 38655.01765 48900 5 49 1 C2 
12644 38657.58084 42900 3 49 2 C2 
12645 38660.35693 42900 4 49 2 C2 
12646 38665.55174 42900 5 49 2 C2 
12647 38668.00579 44400 53 49 2 T 
12648 38668.21848 42900 3 49 2 C2 
12649 38671.02368 42900 4 49 2 C2 
12650 38676.19111 47700 53 48 3 T 
12651 38678.85778 47700 53 49 2 T 
12652 38689.68424 41400 5 49 1 C2 
12653 38703.02378 41400 3 49 1 C2 
12654 38705.68419 41700 4 49 2 C2 
12655 38707.59343 42600 3 49 1 D1 
12656 38708.21833 41400 5 49 1 C2 
12657 38711.2968 42600 3 49 2 C2 
12658 38713.85567 41700 4 49 2 C2 
12659 38716.35366 41700 5 49 2 C2 
12660 38719.02374 41400 3 49 1 C2 
12661 38721.58076 41400 4 49 1 C2 
12662 38724.24748 41700 5 49 2 C2 
12663 38729.68435 41700 3 49 2 C2 
12664 38734.89579 47400 53 48 2 T 
12665 38740.40616 42900 4 49 2 C2 
12666 38748.35705 43200 5 49 1 C2 
12667 38753.58097 42900 3 49 1 C2 
12668 38762.54739 42600 4 49 2 C2 
12669 38765.3571 42900 5 49 1 C2 
12670 38767.78225 43200 3 49 1 C2 
12671 38772.74591 43200 4 49 1 C2 
12672 38785.55162 46500 5 49 1 C2 
12673 38787.31865 42300 53 49 1 T 
12674 38790.88506 43200 3 49 1 C2 
12675 38795.31856 42600 53 49 1 T 
12676 38804.24749 42900 4 49 1 C2 
12677 38814.88514 44400 5 49 2 C2 
12678 38817.69031 44400 3 49 2 C2 
12679 38825.69036 42900 4 49 1 C2 
12680 38830.91416 42900 5 49 1 C2 
12681 38830.9647 43200 1 49 1 B1 
12682 38831.01882 45600 53 49 2 T 
12683 38833.58082 42900 3 49 1 C2 
12684 38836.24757 42900 4 49 1 C2 
12685 38836.29808 43200 2 49 1 B1 
12686 38840.95719 45900 4 48 1 D1 
12687 38840.98808 52200 0 49 3 B1 
12688 38841.55182 50400 5 49 2 C2 
12689 38843.61674 43200 1 49 1 B1 
12690 38843.62394 43200 5 48 5 D1 
12691 38844.35086 42900 3 49 1 C2 
12692 38846.1147 47700 2 49 2 B1 
12693 38848.78137 43200 0 49 1 B1 
12694 38848.84615 43500 3 48 1 D1 
12695 38849.68417 42900 4 49 1 C2 
12696 38851.44803 51000 1 49 2 B1 
12697 38851.56627 43200 4 48 5 D1 
12698 38853.00849 43200 5 48 5 C1 
12699 38854.29052 45900 5 48 5 D1 
12700 38854.36469 43200 2 49 1 B1 
12701 38855.67506 43200 3 48 5 C1 
12702 38855.82506 43200 1 50 4 B2 
12703 38856.98808 42900 0 50 2 B1 
12704 38858.4765 43200 4 48 5 C1 
12705 38859.56619 43500 3 48 1 D1 
12706 38860.80427 43200 53 49 1 T 
12707 38861.15835 43200 2 50 4 B2 
12708 38862.29072 43500 4 49 1 D1 
12709 38862.88503 45000 5 49 1 C2 
12710 38863.44135 42900 0 50 2 B2 
12711 38863.70297 43200 5 48 5 C1 
12712 38864.89959 43200 5 49 1 D1 
12713 38864.95008 43200 1 50 4 B1 
12714 38865.89284 42900 1 50 2 B2 
12715 38866.13732 44100 53 48 4 T 
12716 38866.34192 43800 3 48 3 C1 
12717 38867.51302 43200 3 49 1 D1 
12718 38868.35102 43500 3 49 1 C2 
12719 38868.36072 42900 2 50 2 B2 
12720 38869.03631 43800 4 48 3 C1 
12721 38871.47065 45900 53 48 5 T 
12722 38871.67506 43200 5 48 5 C1 
12723 38872.95737 43500 4 49 1 D1 
12724 38873.60364 42900 0 50 2 B2 
12725 38874.47205 43800 3 48 3 C1 
12726 38876.27007 42900 1 50 2 B2 
12727 38876.80395 45900 53 48 1 T 
12728 38877.14291 43800 4 48 3 C1 
12729 38879.12206 46800 2 50 1 B2 
12730 38879.67105 43200 5 48 5 C1 
12731 38880.12134 43200 1 50 3 A1 
12732 38880.89955 42900 5 49 2 D1 
12733 38881.5808 43500 4 49 1 C2 
12734 38881.82668 42900 0 50 2 B2 
12735 38884.24748 45000 5 49 1 C2 
12736 38884.3197 43200 2 49 1 B1 
12737 38884.45539 52200 1 50 3 B2 
12738 38885.14298 43800 3 48 3 C1 
12739 38885.46264 42900 2 50 2 A1 
12740 38887.12207 42900 2 50 2 B2 
12741 38888.89436 42900 0 50 2 A1 
12742 38889.65308 43200 0 49 1 B1 
12743 38891.93608 43200 1 49 1 B1 
12744 38892.0893 43200 1 50 4 A1 
12745 38892.21841 45000 3 49 1 C2 
12746 38894.06884 43800 3 48 3 D1 
12747 38894.4003 43200 2 49 1 B1 
12748 38894.88504 44400 4 49 2 C2 
12749 38895.49186 42600 2 50 5 A1 
12750 38897.33101 43800 53 48 3 T 
12751 38897.68438 43500 5 49 1 C2 
12752 38899.43141 43200 0 49 1 B1 
12753 38900.21844 45000 3 49 1 C2 
12754 38902.06888 43500 4 48 2 D1 
12755 38902.28336 43200 1 49 1 B1 
12756 38902.4812 42600 0 50 1 A1 
12757 38904.95003 43200 2 49 1 B1 
12758 38905.69038 44400 4 49 2 C2 
12759 38905.96642 43200 1 50 4 A1 
12760 38907.43167 42600 0 50 1 B1 
12761 38907.62388 44100 5 48 4 D1 
12762 38908.3569 43500 5 49 1 C2 
12763 38908.9009 43200 2 50 3 A1 
12764 38909.03643 44100 4 48 4 C1 
12765 38910.17959 44100 3 48 4 D1 
12766 38910.28337 43200 1 49 1 B1 
12767 38911.93673 42600 0 50 1 B2 
12768 38912.73558 43500 4 48 2 D1 
12769 38913.05313 42600 0 50 1 A1 
12770 38914.47213 44100 5 48 4 C1 
12771 38914.60335 42600 1 50 1 B2 
12772 38917.17244 46800 2 50 2 B2 
12773 38918.32141 42600 2 50 5 B1 
12774 38919.67509 43200 3 48 5 C1 
12775 38919.71952 42600 0 50 1 B2 
12776 38922.47223 43200 4 48 5 C1 
12777 38923.40237 45300 5 49 1 D1 
12778 38925.13867 44100 5 48 4 C1 
12779 38926.17964 43200 3 49 1 D1 
12780 38926.8163 43200 3 49 1 C2 
12781 38926.95338 43200 1 50 4 B2 
12782 38927.80528 48600 3 48 5 C1 
12783 38929.28061 44400 4 49 2 C2 
12784 38929.82672 43200 2 50 4 B2 
12785 38930.36963 43200 4 48 5 C1 
12786 38931.62406 43200 4 49 1 D1 
12787 38932.29048 49800 0 50 5 B2 
12788 38933.14315 43200 5 48 5 C1 
12789 38934.93668 43200 1 50 4 B2 
12790 38935.67504 44100 3 48 4 C1 
12791 38936.73568 42900 5 49 1 D1 
12792 38937.82673 43200 2 50 4 B2 
12793 38938.36965 43200 4 48 5 C1 
12794 38940.21839 43500 5 49 1 C2 
12795 38940.4934 43200 0 50 4 B2 
12796 38941.14294 43200 5 48 5 C1 
12797 38942.88499 44400 3 49 2 C2 
12798 38943.16006 43200 1 50 4 B2 
12799 38943.80537 44100 3 48 4 C1 
12800 38945.62382 42600 2 50 1 B2 
12801 38945.68427 43500 4 49 1 C2 
12802 38948.10592 49800 5 49 1 C2 
12803 38950.11475 43200 0 49 1 B1 
12804 38950.60742 43500 3 49 1 C2 
12805 38953.19178 43500 4 49 1 C2 
12806 38955.70689 44400 5 49 2 C2 
12807 38958.1185 43200 1 50 3 B1 
12808 38962.59506 42600 0 50 5 B2 
12809 38963.65469 43200 2 49 1 B1 
12810 38964.93775 44400 3 49 2 C2 
12811 38967.80977 43500 4 48 2 C1 
12812 38968.25509 43200 4 49 1 C2 
12813 38969.62007 42600 1 50 5 B2 
12814 38970.34184 43500 5 48 2 C1 
12815 38971.32405 43500 5 49 1 C2 
12816 38974.23285 45600 3 49 2 D1 
12817 38975.80983 44100 3 48 4 C1 
12818 38978.47205 44100 4 48 4 C1 
12819 38978.59502 42600 2 50 5 B2 
12820 38981.12873 42600 0 50 5 B2 
12821 38981.14286 43500 5 48 2 C1 
12822 38983.63661 42600 1 50 5 B2 
12823 38983.80525 43500 3 48 2 C1 
12824 38985.86766 42600 2 50 1 B2 
12825 38986.27131 42900 3 49 2 C2 
12826 38986.47638 43500 4 48 2 C1 
12827 38988.46152 42600 0 50 1 B2 
12828 38989.0364 44100 5 48 4 C1 
12829 38989.04734 42900 4 49 2 C2 
12830 38990.069 42900 4 49 1 D1 
12831 38990.93698 42600 1 50 5 B2 
12832 38991.67505 44100 3 48 4 C1 
12833 38992.95724 45000 5 49 1 D1 
12834 38993.6034 42600 2 50 1 B2 
12835 38994.47637 43500 4 48 2 C1 
12836 38995.56622 43500 3 49 2 D1 
12837 38996.27006 42600 0 50 1 B2 
12838 38997.00835 44100 5 48 4 C1 
12839 38998.93673 52500 1 50 4 B2 
12840 38999.70794 42900 5 49 2 C2 
12841 39001.78873 42600 2 50 5 B2 
12842 39002.3697 44100 3 48 4 C1 
12843 39005.04747 42900 3 49 2 C2 
12844 39007.71402 42900 4 49 2 C2 
12845 39010.3746 42900 5 49 2 C2 
12846 39012.9259 42900 3 49 2 C2 
12847 39015.84406 43200 0 50 3 B2 
12848 39018.47218 43500 4 48 1 C1 
12849 39020.4554 43200 1 50 3 B2 
12850 39023.57529 42900 4 49 2 C2 
12851 39026.24204 46500 5 49 1 C2 
12852 39026.28985 42900 2 50 2 B2 
12853 39027.51289 44400 4 49 2 D1 
12854 39029.03649 45900 5 48 5 C1 
12855 39031.70304 43500 3 48 1 C1 
12856 39034.47623 45900 4 48 5 C1 
12857 39036.9237 43800 5 48 3 C1 
12858 39040.33972 43500 3 48 1 C1 
12859 39040.89952 43500 5 49 2 D1 
12860 39041.78874 43200 0 50 3 B2 
12861 39042.27119 42600 3 49 1 C2 
12862 39042.62255 43500 4 48 1 C1 
12863 39044.45534 50100 1 50 1 B2 
12864 39044.90878 42600 4 49 1 C2 
12865 39045.17083 43500 5 48 1 C1 
12866 39046.06887 46500 3 49 1 D1 
12867 39046.95339 46200 2 50 5 B2 
12868 39047.70302 43500 3 48 1 C1 
12869 39049.82672 46200 0 50 5 B2 
12870 39050.34173 43500 4 48 2 C1 
12871 39052.29048 43200 1 50 3 B2 
12872 39053.13865 43500 5 48 2 C1 
12873 39054.17952 42900 4 49 2 D1 
12874 39054.9534 43200 2 50 3 B2 
12875 39055.67513 43500 3 48 2 C1 
12876 39055.71404 42600 5 49 1 C2 
12877 39057.82673 43200 0 50 3 B2 
12878 39058.27125 42600 3 49 1 C2 
12879 39058.47196 45900 4 48 5 C1 
12880 39060.29049 42600 1 50 5 B2 
12881 39063.60452 42600 4 49 1 C2 
12882 39063.84402 43200 2 50 3 B2 
12883 39066.1166 43200 0 50 3 B2 
12884 39066.24215 42600 5 49 1 C2 
12885 39067.59369 42900 5 49 2 D1 
12886 39069.04733 42600 3 49 1 C2 
12887 39074.27124 42600 4 49 1 C2 
12888 39079.70785 42600 5 49 1 C2 
12889 39082.21187 44400 3 49 2 C2 
12890 39085.00861 48600 5 48 1 C1 
12891 39086.29063 42600 3 49 2 D1 
12892 39089.37203 42600 1 50 5 A1 
12893 39090.37456 42900 4 49 2 C2 
12894 39093.00839 45900 3 48 1 C1 
12895 39095.70296 47400 4 48 2 C1 
12896 39095.70803 45600 5 49 2 C2 
12897 39098.33774 47700 5 48 3 C1 
12898 39102.17957 42900 4 49 2 D1 
12899 39102.98143 43200 0 49 1 B1 
12900 39103.67525 45900 3 48 1 C1 
12901 39104.89948 42600 5 49 2 D1 
12902 39106.36964 45900 4 48 1 C1 
12903 39107.62399 42300 3 49 1 D1 
12904 39109.14312 43500 5 48 1 C1 
12905 39111.80976 49200 3 48 2 C1 
12906 39114.27117 45600 3 49 2 C2 
12907 39117.13879 43500 4 48 1 C1 
12908 39122.2712 42600 4 49 1 C2 
12909 39125.04134 42600 5 49 1 C2 
12910 39128.92767 43200 4 49 1 D1 
12911 39130.24207 42600 3 49 1 C2 
12912 39132.90871 42600 4 49 1 C2 
12913 39136.73567 42600 5 49 1 D1 
12914 39141.04727 42600 5 49 1 C2 
12915 39149.04739 42600 3 49 1 C2 
12916 39151.71411 43200 4 49 1 C2 
12917 39152.95731 45300 3 49 2 D1 
12918 39163.40234 42600 4 49 1 D1 
12919 39165.04121 43200 5 49 1 C2 
12920 39167.57533 43200 3 49 1 C2 
12921 39168.84617 42600 5 49 1 D1 
12922 39170.37466 43200 4 49 1 C2 
12923 39172.87868 46500 5 49 1 C2 
12924 39177.75708 48000 53 50 3 T 
12925 39181.04745 43200 3 49 1 C2 
12926 39182.85901 48000 53 50 3 T 
12927 39186.37458 43200 4 49 1 C2 
12928 39188.19227 48300 53 48 4 T 
12929 39188.90459 43200 5 49 1 C2 
12930 39193.28134 48300 53 48 4 T 
12931 39194.2711 43200 3 49 1 C2 
12932 39199.6046 43500 4 49 2 C2 
12933 39207.60455 45600 5 49 2 C2 
12934 39221.04733 43500 3 49 2 C2 
12935 39222.29918 45300 53 49 1 T 
12936 39223.7141 43500 4 49 2 C2 
12937 39226.37452 52200 5 49 2 C2 
12938 39227.18804 45300 53 49 1 T 
12939 39230.92399 45300 53 49 1 T 
12940 39232.30844 45000 53 49 1 T 
12941 39233.89773 45000 53 49 1 T 
12942 39237.14484 45300 53 49 2 T 
12943 39237.60899 45000 53 49 1 T 
12944 39239.71402 43500 3 49 2 C2 
12945 39242.38069 43500 4 49 2 C2 
12946 39242.6992 48000 53 49 2 T 
12947 39244.93795 43500 5 49 2 C2 
12948 39247.58807 48000 53 49 2 T 
12949 39247.70795 43500 3 49 2 C2 
12950 39250.2419 43500 4 49 2 C2 
12951 39251.19325 43500 5 48 1 C1 
12952 39252.88101 45300 53 49 2 T 
12953 39258.00902 45300 53 49 2 T 
12954 39260.90879 45300 5 49 1 C2 
12955 39263.30883 42600 3 49 1 C2 
12956 39271.5754 43500 4 49 2 C2 
12957 39274.38065 48900 5 49 1 C2 
12958 39276.00578 48300 53 48 4 T 
12959 39278.68913 45300 53 49 2 T 
12960 39279.60452 45300 3 49 1 C2 
12961 39281.35578 48000 53 50 3 T 
12962 39283.18225 42600 4 49 1 C2 
12963 39287.60462 42300 5 49 1 C2 
12964 39290.27115 42300 3 49 1 C2 
12965 39292.93786 42300 4 49 1 C2 
12966 39303.63742 42300 5 49 1 C2 
12967 39319.708 42900 3 49 1 C2 
12968 39330.27114 42900 4 49 2 C2 
12969 39332.19113 45000 53 49 1 T 
12970 39333.04122 42300 5 49 1 C2 
12971 39335.57539 42900 3 49 1 C2 
12972 39343.57544 42900 4 49 1 C2 
12973 39346.24213 42900 5 49 1 C2 
12974 39348.68778 43200 3 49 1 C2 
12975 39351.63747 42900 4 49 1 C2 
12976 39365.04133 42900 5 49 1 C2 
12977 39367.6045 42900 3 49 1 C2 
12978 39370.38075 51000 4 49 1 C2 
12979 39376.65193 44400 53 49 2 T 
12980 39385.56247 48000 53 49 2 T 
12981 39387.31867 42600 53 49 1 T 
12982 39389.04737 42900 5 49 1 C2 
12983 39389.98526 42900 53 49 2 T 
12984 39391.70787 42900 3 49 2 C2 
12985 39392.65199 42600 53 49 2 T 
12986 39394.24199 42600 4 49 2 C2 
12987 39403.31849 42900 53 50 2 T 
12988 39405.04122 42900 5 49 2 C2 
12989 39408.65181 42600 53 50 1 T 
12990 39410.37469 42900 3 49 2 C2 
12991 39413.04122 42900 4 49 2 C2 
12992 39413.98522 42600 53 50 5 T 
12993 39415.59243 42900 5 49 2 C2 
12994 39420.90873 42900 3 49 2 C2 
12995 39423.60459 49800 4 49 2 C2 
12996 39437.98532 42900 53 49 1 T 
12997 39438.67246 45300 53 49 1 T 
12998 39439.09803 43200 1 49 1 B1 
12999 39439.7079 45300 5 49 2 C2 
13000 39441.76474 43200 2 49 1 B1 
13001 39443.31856 46500 53 49 1 T 
13002 39444.14713 43200 0 49 1 B1 
13003 39446.54978 43200 1 49 1 B1 
13004 39446.96878 46200 53 50 5 T 
13005 39448.89943 43800 3 48 3 D1 
13006 39449.0422 43200 2 49 1 B1 
13007 39450.38067 42600 3 49 2 C2 
13008 39451.40222 43200 4 48 5 D1 
13009 39451.53398 47700 0 49 2 B1 
13010 39453.06161 45300 4 49 1 C2 
13011 39453.14311 43800 3 48 3 C1 
13012 39454.32141 43200 1 49 1 B1 
13013 39456.65196 42900 53 49 2 T 
13014 39456.77408 43200 2 50 4 B1 
13015 39456.95734 43200 5 48 5 D1 
13016 39458.49169 46800 1 50 2 B2 
13017 39459.43136 49200 0 49 3 B1 
13018 39459.56611 43800 3 48 3 D1 
13019 39461.00848 43800 4 48 3 C1 
13020 39461.1584 46800 2 50 2 B2 
13021 39462.23291 42900 4 49 1 D1 
13022 39462.28342 42600 1 50 1 B1 
13023 39463.47092 43200 53 49 1 T 
13024 39463.80538 48600 5 48 5 C1 
13025 39464.95736 43200 5 49 1 D1 
13026 39465.82674 42600 0 50 1 B2 
13027 39466.34168 43800 3 48 3 C1 
13028 39466.38078 42600 5 49 2 C2 
13029 39467.62403 43200 3 49 1 D1 
13030 39468.2794 42600 1 50 1 B2 
13031 39469.00834 48300 4 48 4 C1 
13032 39469.04733 42600 3 49 2 C2 
13033 39470.0691 43200 4 49 1 D1 
13034 39471.12207 46800 2 50 1 B2 
13035 39471.80546 53100 5 48 5 C1 
13036 39472.89963 45300 5 49 1 D1 
13037 39473.78872 46800 0 50 1 B2 
13038 39474.37461 42600 4 49 2 C2 
13039 39474.42474 43800 3 48 3 C1 
13040 39475.51298 43500 3 48 2 D1 
13041 39475.89614 42600 2 50 1 A1 
13042 39476.4934 42600 1 50 1 B2 
13043 39476.77166 45300 5 49 1 C2 
13044 39479.47058 44100 53 48 4 T 
13045 39479.57548 52200 3 49 2 C2 
13046 39479.70299 45900 4 48 5 C1 
13047 39480.95721 43200 4 49 1 D1 
13048 39482.2419 42600 4 49 2 C2 
13049 39484.4554 46200 2 50 5 B2 
13050 39484.93795 42600 5 49 2 C2 
13051 39485.14307 45900 5 48 5 C1 
13052 39486.56281 43200 0 50 4 A1 
13053 39487.12206 46200 0 50 5 B2 
13054 39487.73539 45900 3 48 5 C1 
13055 39489.82668 50400 1 50 2 B2 
13056 39492.27938 46200 2 50 5 B2 
13057 39492.46303 42900 1 50 2 A1 
13058 39494.32142 43200 2 49 1 B1 
13059 39495.71397 42600 3 49 2 C2 
13060 39495.88969 43200 2 50 3 A1 
13061 39496.78512 43200 0 49 1 B1 
13062 39499.28396 43200 0 50 4 A1 
13063 39499.43136 43200 1 49 1 B1 
13064 39499.51276 44100 5 48 4 D1 
13065 39500.93782 46500 4 49 1 C2 
13066 39502.23282 43500 3 48 2 D1 
13067 39504.84614 45900 4 48 5 D1 
13068 39505.75637 43200 2 49 1 B1 
13069 39507.40232 44100 5 48 4 D1 
13070 39508.15523 42600 1 50 5 A1 
13071 39508.66456 42900 5 49 1 C2 
13072 39509.27002 42600 0 50 5 B2 
13073 39510.67793 43200 0 50 3 B1 
13074 39512.95732 43500 3 48 1 D1 
13075 39514.27117 45300 3 49 2 C2 
13076 39514.47215 43200 4 48 5 C1 
13077 39516.42308 43200 1 49 1 B1 
13078 39516.93791 45300 4 49 2 C2 
13079 39517.14308 43200 5 48 5 C1 
13080 39518.06904 43200 4 49 1 D1 
13081 39519.60449 46500 5 49 1 C2 
13082 39519.80967 49200 3 48 2 C1 
13083 39520.84613 44100 5 48 4 D1 
13084 39522.3697 43200 4 48 5 C1 
13085 39523.513 45600 3 49 2 D1 
13086 39524.27007 43200 1 50 4 B2 
13087 39525.09008 43200 5 48 5 C1 
13088 39526.23299 45300 4 49 2 D1 
13089 39526.32142 42600 2 50 5 B1 
13090 39527.16006 43200 2 50 4 B2 
13091 39528.84636 44400 5 49 2 D1 
13092 39529.62382 43200 0 50 4 B2 
13093 39530.3807 46500 3 49 1 C2 
13094 39530.47206 51900 3 48 4 C1 
13095 39532.28673 49200 1 50 4 B2 
13096 39533.00839 43800 4 48 3 C1 
13097 39533.04114 46500 4 49 1 C2 
13098 39535.16007 43200 2 50 4 B2 
13099 39535.57546 42600 5 49 2 C2 
13100 39535.80988 49500 5 48 3 C1 
13101 39540.49339 43200 0 50 4 B2 
13102 39541.00835 43800 3 48 3 C1 
13103 39541.04134 42600 3 49 2 C2 
13104 39542.06897 45000 3 49 1 D1 
13105 39543.16006 43200 1 50 4 B2 
13106 39543.70307 43800 4 48 3 C1 
13107 39544.76475 43200 0 49 1 B1 
13108 39545.62381 43200 2 50 4 B2 
13109 39549.03639 43800 5 48 3 C1 
13110 39549.27006 42600 0 50 5 B2 
13111 39552.95003 43200 1 49 1 B1 
13112 39557.26169 43200 1 50 3 B2 
13113 39559.57129 42900 4 49 2 C2 
13114 39560.78141 53100 2 49 1 B1 
13115 39562.47645 43500 3 48 2 C1 
13116 39563.61669 43200 0 49 1 B1 
13117 39564.93778 43500 5 49 1 C2 
13118 39566.1147 50700 1 49 1 B1 
13119 39570.24217 48900 3 49 1 C2 
13120 39573.03639 43500 4 48 2 C1 
13121 39573.125 42900 4 49 2 C2 
13122 39576.06901 42900 5 49 2 C2 
13123 39578.36086 42600 3 49 2 C2 
13124 39578.36965 43200 5 48 5 C1 
13125 39580.28674 43200 2 50 3 B2 
13126 39581.00851 43500 3 48 2 C1 
13127 39582.29063 42600 4 49 1 D1 
13128 39582.9534 43200 0 50 3 B2 
13129 39583.71392 42900 4 49 2 C2 
13130 39584.8463 43500 5 49 1 D1 
13131 39586.40203 43200 4 48 5 C1 
13132 39588.4554 43200 1 50 3 B2 
13133 39590.29061 42900 3 49 2 D1 
13134 39590.93699 42600 2 50 5 B2 
13135 39591.75591 43500 5 48 2 C1 
13136 39592.89951 43500 4 49 1 D1 
13137 39593.6034 43200 0 50 3 B2 
13138 39594.26047 42900 5 49 2 C2 
13139 39596.4554 43200 1 50 3 B2 
13140 39597.13872 43200 3 48 5 C1 
13141 39599.70297 43500 4 48 2 C1 
13142 39599.71413 50700 3 49 2 C2 
13143 39601.62001 43200 2 50 3 B2 
13144 39602.87897 42900 4 49 2 C2 
13145 39604.45538 48000 0 50 3 B2 
13146 39605.00847 43200 5 48 5 C1 
13147 39607.9284 42900 1 50 2 B2 
13148 39613.00847 43200 3 48 5 C1 
13149 39613.04125 43500 5 49 1 C2 
13150 39615.70304 44100 4 48 4 C1 
13151 39621.04739 42600 3 49 2 C2 
13152 39623.57536 42900 4 49 2 C2 
13153 39626.03188 42600 5 49 2 C2 
13154 39627.19443 43800 5 48 3 C1 
13155 39628.47583 43500 3 49 1 C2 
13156 39630.97623 43500 4 49 1 C2 
13157 39631.67507 44100 3 48 4 C1 
13158 39633.89592 42600 2 50 1 B2 
13159 39637.00851 44100 4 48 4 C1 
13160 39637.04127 43500 5 49 1 C2 
13161 39639.80555 44100 5 48 4 C1 
13162 39642.34185 44100 3 48 4 C1 
13163 39643.50735 45900 5 48 1 D1 
13164 39644.28673 42900 0 50 2 B2 
13165 39645.14301 43500 4 48 2 C1 
13166 39646.96669 46500 3 49 1 D1 
13167 39647.60442 43500 3 49 1 C2 
13168 39647.70296 47400 5 48 2 C1 
13169 39649.41172 43500 4 49 2 D1 
13170 39649.5763 43200 2 49 1 B1 
13171 39650.27127 42900 4 49 2 C2 
13172 39650.3696 44100 3 48 4 C1 
13173 39652.18887 42600 5 49 2 D1 
13174 39652.72847 45900 4 48 5 C1 
13175 39652.90878 43500 5 49 1 C2 
13176 39655.71413 43500 3 49 1 C2 
13177 39655.80544 43500 5 48 2 C1 
13178 39658.47631 43500 3 48 2 C1 
13179 39660.28672 42900 1 50 2 B2 
13180 39661.00839 44100 4 48 4 C1 
13181 39665.97345 42600 4 49 2 C2 
13182 39671.21787 52500 2 50 4 B2 
13183 39671.80547 43500 5 48 2 C1 
13184 39672.37175 43200 0 49 1 B1 
13185 39677.04739 43500 5 49 2 C2 
13186 39679.67513 43500 3 48 1 C1 
13187 39679.70787 43500 3 49 2 C2 
13188 39679.98527 43200 2 50 3 A1 
13189 39682.10464 43200 4 48 5 C1 
13190 39682.27119 43500 4 49 1 C2 
13191 39690.38073 43500 5 49 2 C2 
13192 39690.47204 44100 5 48 4 C1 
13193 39693.04739 42900 3 49 2 C2 
13194 39693.72199 43200 0 50 4 B2 
13195 39695.0744 43200 1 49 1 B1 
13196 39695.80976 43500 3 48 1 C1 
13197 39699.34787 46200 0 50 5 A1 
13198 39700.90865 43500 4 49 2 C2 
13199 39703.80553 44100 4 48 4 C1 
13200 39706.37463 43500 5 49 2 C2 
13201 39706.47637 44100 5 48 4 C1 
13202 39708.93796 43500 3 49 2 C2 
13203 39709.00838 44100 3 48 4 C1 
13204 39710.74501 42900 3 49 2 D1 
13205 39711.75839 43500 4 48 1 C1 
13206 39714.24218 43500 4 49 2 C2 
13207 39717.00861 44100 5 48 4 C1 
13208 39717.06492 45300 5 49 2 C2 
13209 39719.70296 44100 3 48 4 C1 
13210 39729.37645 42900 2 50 2 B1 
13211 39730.47642 44100 4 48 4 C1 
13212 39733.13882 47700 5 48 3 C1 
13213 39738.27121 45600 3 49 2 C2 
13214 39739.10364 43200 3 48 5 C1 
13215 39740.55446 43200 1 50 3 B2 
13216 39741.04733 45300 4 49 1 C2 
13217 39743.60449 45600 5 49 2 C2 
13218 39744.92575 43500 4 48 1 D1 
13219 39746.24209 42900 3 49 2 C2 
13220 39748.93793 45600 4 49 2 C2 
13221 39751.60458 43500 5 49 2 C2 
13222 39751.75417 45900 4 48 1 C1 
13223 39754.03246 42900 3 49 2 C2 
13224 39757.06652 45900 5 48 1 C1 
13225 39762.12162 43200 3 48 5 C1 
13226 39762.37451 45300 4 49 1 C2 
13227 39763.22446 42600 2 50 5 B2 
13228 39766.1627 43500 4 48 1 C1 
13229 39767.71408 45600 5 49 2 C2 
13230 39768.50039 43500 5 48 1 C1 
13231 39770.24215 45300 3 49 1 C2 
13232 39773.51335 45900 3 48 1 C1 
13233 39777.75708 45900 53 48 1 T 
13234 39778.37469 45300 4 49 1 C2 
13235 39781.03816 43500 4 48 1 C1 
13236 39782.85901 45900 53 48 1 T 
13237 39783.67684 43500 5 48 1 C1 
13238 39788.19227 48600 53 48 5 T 
