ID EntryTime(s) STD(s) star end Unloader Loader
99 13082.10644 26400 92 17 ID18 DU36
100 13089.43651 26700 95 67 DU11 DD1
101 13085.77314 26400 49 64 DU8 IU24
102 13085.10757 24600 95 101 DD7 DD1
103 13090.14448 24900 57 18 ID19 DU1
104 13105.4345 24600 26 103 DD9 IU1
105 13227.07221 26700 92 20 ID21 DU36
106 13378.99227 22200 136 47 IU22 GTC3
107 13381.08134 22200 136 47 IU22 GTC3
108 13422.30902 22200 138 116 DD22 GTC5
109 13423.39919 22200 138 116 DD22 GTC5
110 13437.28805 22200 134 99 DD5 GTC1
111 13441.40844 22200 134 99 DD5 GTC1
112 13439.70899 22200 134 99 DD5 GTC1
113 13449.79917 22200 134 99 DD5 GTC1
114 13470.8578 22200 138 116 DD22 GTC5
115 13476.52445 22200 136 47 IU22 GTC3
116 13524.56247 22200 134 99 DD5 GTC1
117 13628.33719 22200 134 99 DD5 GTC1
118 13637.17885 24600 26 79 DU23 IU1
119 13653.14966 24900 0 103 DD9 ID1
120 13653.81616 27300 24 48 IU23 ID25
121 13651.48299 22200 26 99 DD5 IU1
122 13657.14959 22200 0 99 DD5 ID1
123 13655.92115 27000 49 48 IU23 IU24
124 13657.95491 27300 24 62 DU6 ID25
125 13664.3341 27000 149 71 DU15 DD36
126 13659.48291 27000 26 60 DU4 IU1
127 13661.81116 26400 57 17 ID18 DU1
128 13661.97291 22200 95 47 IU22 DD1
129 13663.17873 22200 0 116 DD22 ID1
130 13666.66751 25800 95 83 DU27 DD1
131 13669.8455 24600 24 17 ID18 ID25
132 13673.33407 23400 149 45 IU20 DD36
133 13665.6045 23400 92 46 IU21 DU36
134 13666.97288 25800 95 64 DU8 DD1
135 13672.43982 24600 49 103 DD9 IU24
136 13669.7743 24900 95 99 DD5 DD1
137 13675.14449 24600 57 110 DD16 DU1
138 13672.44083 24600 149 77 DU21 DD36
139 13673.59716 27000 92 81 DU25 DU36
140 13680.25482 23400 49 41 IU16 IU24
141 13678.77417 27000 95 45 IU20 DD1
142 13680.33416 24900 95 101 DD7 DD1
143 13690.77316 24900 57 18 ID19 DU1
144 13693.47781 24900 92 106 DD12 DU36
145 13690.77095 26400 92 17 ID18 DU36
146 13704.2545 24900 24 18 ID19 ID25
147 13835.78001 24600 149 101 DD7 DD36
148 13851.11616 24600 49 114 DD20 IU24
149 14023.08807 23100 134 118 DD24 GTC1
150 14032.20845 23100 134 118 DD24 GTC1
151 14065.02247 23100 134 118 DD24 GTC1
152 14179.65194 22200 134 99 DD5 GTC1
153 14235.8454 24300 26 73 DU17 IU1
154 14234.48303 27600 0 41 IU16 ID1
155 14243.94872 22200 24 99 DD5 ID25
156 14243.48303 22200 26 99 DD5 IU1
157 14255.6666 24000 149 42 IU17 DD36
158 14258.17872 22200 0 116 DD22 ID1
159 14252.25449 24000 57 44 IU19 DU1
160 14261.50193 28200 57 64 DU8 DU1
161 14261.92116 27900 92 46 IU21 DU36
162 14261.9489 27600 24 42 IU17 ID25
163 14267.60449 27900 49 41 IU16 IU24
164 14260.61544 26400 26 42 IU17 IU1
165 14263.97293 25200 95 22 ID23 DD1
166 14266.28217 27600 0 41 IU16 ID1
167 14271.14278 26700 57 69 DU13 DU1
168 14264.76983 27600 95 47 IU22 DD1
169 14270.94879 26400 24 42 IU17 ID25
170 14266.44148 26400 92 16 ID17 DU36
171 14265.33408 28500 149 67 DU11 DD36
172 14274.48292 23100 26 118 DD24 IU1
173 14267.97292 26700 95 67 DU11 DD1
174 14271.70806 24600 95 101 DD7 DD1
175 14276.60449 28500 49 73 DU17 IU24
176 14283.00097 25200 149 108 DD14 DD36
177 14282.25448 24900 57 18 ID19 DU1
178 14278.66752 25200 95 23 ID24 DD1
179 14287.93781 26700 92 20 ID21 DU36
180 14289.43641 22200 95 47 IU22 DD1
181 14286.58777 24000 49 85 DU29 IU24
182 14284.47782 24600 57 103 DD9 DU1
183 14297.14448 28500 92 85 DU29 DU36
184 14318.61549 26400 0 83 DU27 ID1
185 14324.28824 24000 24 43 IU18 ID25
186 14332.43982 25200 49 21 ID22 IU24
187 14330.93781 27600 57 83 DU27 DU1
188 14335.25449 27000 92 48 IU23 DU36
189 14342.10648 25200 49 81 DU25 IU24
190 14342.2711 26400 57 64 DU8 DU1
191 14419.78355 26400 92 17 ID18 DU36
192 14424.47038 26400 149 81 DU25 DD36
193 14579.75708 23400 138 46 IU21 GTC5
194 14582.85901 23400 138 46 IU21 GTC5
195 14588.19227 23400 136 45 IU20 GTC3
196 14596.28134 23400 136 45 IU20 GTC3
197 14597.15708 23400 134 41 IU16 GTC1
198 14602.25901 23400 134 41 IU16 GTC1
199 14680.52445 23400 134 41 IU16 GTC1
